From Date,To Date,PM2.5 (ug/m3),PM10 (ug/m3),NO (ug/m3),NO2 (ug/m3),NOx (ppb),NH3 (ug/m3),SO2 (ug/m3),CO (mg/m3),Ozone (ug/m3),Benzene (ug/m3),Toluene (ug/m3),Eth-Benzene (ug/m3),MP-Xylene (ug/m3),O Xylene (ug/m3),Temp (degree C),RH (%),WS (m/s),WD (degree),SR (W/mt2),AT (degree C),RF (mm)
2023-02-09 14:00:00,2023-02-09 15:00:00,,63.75,0.65,9.22,5.42,15.2,13.43,4.99,9.15,0.0,0.2,0.15,,,27.52,23.0,1.57,131.25,157.0,25.15,0.0
2023-02-09 15:00:00,2023-02-09 16:00:00,,67.0,0.58,8.95,5.23,15.35,18.55,5.35,9.78,0.0,0.2,0.2,,,27.4,14.75,1.45,201.0,99.25,25.73,0.0
2023-02-09 16:00:00,2023-02-09 17:00:00,,70.75,0.78,11.2,6.62,15.5,18.95,5.6,10.72,0.0,0.3,0.35,,,27.45,16.75,1.2,238.0,86.5,25.8,0.0
2023-02-09 17:00:00,2023-02-09 18:00:00,44.0,95.5,0.75,13.5,7.8,15.7,19.82,5.57,11.7,0.0,0.2,0.25,,,27.75,23.5,0.82,205.25,35.0,25.27,0.0
2023-02-09 18:00:00,2023-02-09 19:00:00,41.0,148.75,0.57,14.22,8.05,15.58,20.52,5.56,14.75,0.0,0.27,0.17,,,28.2,35.0,0.83,82.25,10.5,23.25,0.0
2023-02-09 19:00:00,2023-02-09 20:00:00,32.25,131.5,0.82,13.53,7.85,15.6,16.43,5.75,20.85,0.0,0.3,0.2,,,28.25,41.5,0.75,158.25,10.0,22.23,0.0
2023-02-09 20:00:00,2023-02-09 21:00:00,53.75,273.5,2.33,17.73,11.3,15.42,15.6,6.24,26.12,0.05,0.67,0.72,,,27.95,45.75,0.5,268.25,10.0,21.6,0.0
2023-02-09 21:00:00,2023-02-09 22:00:00,106.75,436.25,4.93,20.5,14.9,15.28,16.57,6.34,21.75,0.1,3.25,1.57,,,27.8,48.5,0.75,279.5,10.0,21.05,0.0
2023-02-09 22:00:00,2023-02-09 23:00:00,78.25,325.0,6.38,22.0,16.88,15.03,16.88,6.5,21.77,0.1,2.75,1.82,,,27.75,55.5,0.3,164.5,10.0,20.2,0.0
2023-02-09 23:00:00,2023-02-10 00:00:00,69.5,271.25,9.3,22.12,19.35,14.73,18.32,6.56,21.15,0.15,2.92,1.92,,,27.75,59.75,0.5,130.0,10.0,19.67,0.0
2023-02-10 00:00:00,2023-02-10 01:00:00,43.5,170.0,11.7,21.93,21.2,14.4,17.05,1.18,20.48,0.1,2.0,1.3,,,27.75,63.25,0.33,117.0,10.0,19.05,0.0
2023-02-10 01:00:00,2023-02-10 02:00:00,24.0,78.25,7.78,20.77,17.4,14.23,15.57,1.26,20.43,0.1,1.65,0.97,,,27.83,65.75,0.3,84.75,10.0,18.8,0.0
2023-02-10 02:00:00,2023-02-10 03:00:00,30.75,117.5,8.65,20.23,17.77,14.28,16.97,1.52,21.88,0.1,1.35,0.8,,,27.83,67.25,0.35,130.5,10.0,18.62,0.0
2023-02-10 03:00:00,2023-02-10 04:00:00,46.0,219.25,9.77,19.12,18.12,14.38,17.58,1.51,20.4,0.1,1.15,0.73,,,27.85,73.25,0.33,78.5,10.0,17.77,0.0
2023-02-10 04:00:00,2023-02-10 05:00:00,48.0,217.25,8.65,18.55,16.93,14.32,17.65,1.73,22.83,0.1,0.95,0.6,,,27.83,66.5,0.53,298.75,10.5,17.95,0.0
2023-02-10 05:00:00,2023-02-10 06:00:00,102.5,471.0,7.75,19.18,16.52,14.17,17.52,1.6,21.57,0.1,1.25,0.75,,,27.85,61.5,0.8,295.75,10.25,17.78,0.0
2023-02-10 06:00:00,2023-02-10 07:00:00,120.0,440.5,7.1,20.6,16.73,13.98,18.55,1.79,23.1,0.17,1.45,0.9,,,27.8,57.75,0.73,285.0,10.5,17.9,0.0
2023-02-10 07:00:00,2023-02-10 08:00:00,146.0,581.0,6.62,22.2,17.23,13.75,20.4,2.0,21.9,0.25,1.57,0.8,,,27.7,45.0,0.33,122.75,32.5,19.3,0.0
2023-02-10 08:00:00,2023-02-10 09:00:00,132.0,463.25,4.23,21.8,15.03,13.9,17.93,1.89,18.73,0.3,1.62,0.75,,,27.63,36.5,0.93,88.5,87.5,21.23,0.0
2023-02-10 09:00:00,2023-02-10 10:00:00,37.25,107.5,1.55,18.95,11.32,14.32,12.55,1.39,18.77,0.22,1.35,0.57,,,27.7,33.25,1.32,66.75,137.0,22.52,0.0
2023-02-10 10:00:00,2023-02-10 11:00:00,12.75,44.0,0.78,13.88,8.0,14.8,12.25,1.21,18.45,0.15,0.9,0.35,,,28.15,31.75,1.57,82.75,177.0,24.1,0.0
2023-02-10 11:00:00,2023-02-10 12:00:00,9.0,41.25,0.75,11.03,6.47,15.12,9.62,1.34,16.85,0.1,0.6,0.25,,,28.3,23.25,1.95,103.0,200.5,25.58,0.0
2023-02-10 12:00:00,2023-02-10 13:00:00,9.0,45.5,0.75,9.55,5.65,15.35,9.02,1.21,15.7,0.03,0.45,0.1,,,28.22,19.25,1.77,82.25,208.0,26.55,0.0
2023-02-10 13:00:00,2023-02-10 14:00:00,9.0,30.75,0.67,8.28,4.95,15.62,9.6,,15.7,0.1,0.3,,,,28.3,16.5,2.25,119.75,199.25,27.05,0.0
2023-02-10 14:00:00,2023-02-10 15:00:00,9.0,43.5,0.78,7.48,4.6,15.82,8.73,,16.48,0.08,0.0,,,,28.35,15.5,2.87,141.75,157.0,27.05,0.0
2023-02-10 15:00:00,2023-02-10 16:00:00,9.0,63.25,0.7,7.07,4.33,15.95,8.5,0.52,16.12,0.0,0.0,,,,28.5,17.5,3.12,148.25,102.75,26.95,0.0
2023-02-10 16:00:00,2023-02-10 17:00:00,8.5,59.25,0.72,6.83,4.23,16.0,8.77,0.65,15.85,0.0,0.0,,,,28.52,20.25,3.1,139.5,92.75,26.58,0.0
2023-02-10 17:00:00,2023-02-10 18:00:00,9.0,74.75,0.73,7.3,4.47,16.08,8.35,0.99,17.2,0.0,0.0,,,,28.35,25.25,1.73,103.25,39.75,25.62,0.0
2023-02-10 18:00:00,2023-02-10 19:00:00,17.0,83.25,0.82,10.3,6.15,16.0,9.88,0.67,18.8,0.03,0.25,,,,28.4,29.5,1.23,104.25,11.0,24.35,0.0
2023-02-10 19:00:00,2023-02-10 20:00:00,21.5,80.25,0.92,12.12,7.17,15.88,13.63,1.05,19.1,0.08,0.4,0.03,,,28.48,37.75,1.15,100.25,10.0,23.38,0.0
2023-02-10 20:00:00,2023-02-10 21:00:00,18.25,67.75,0.85,13.0,7.58,15.85,13.5,1.13,19.05,0.08,0.5,0.1,,,28.45,41.25,0.9,105.25,10.0,22.9,0.0
2023-02-10 21:00:00,2023-02-10 22:00:00,21.5,66.5,0.75,12.25,7.12,15.82,11.33,0.9,19.3,0.0,0.5,0.1,,,28.42,40.5,0.98,110.5,10.0,22.5,0.0
2023-02-10 22:00:00,2023-02-10 23:00:00,21.0,70.75,0.77,12.0,6.98,15.78,11.8,1.08,19.02,0.0,0.5,0.1,,,28.25,43.0,0.8,83.0,10.0,21.88,0.0
2023-02-10 23:00:00,2023-02-11 00:00:00,46.0,177.25,2.45,15.22,10.1,15.62,12.12,1.36,25.35,0.03,0.55,0.12,,,28.02,54.5,0.73,264.5,10.0,20.7,0.0
2023-02-11 00:00:00,2023-02-11 01:00:00,127.25,565.25,7.17,20.4,16.7,14.77,14.0,1.49,25.28,0.15,1.4,0.35,,,27.9,55.5,0.3,260.0,10.0,20.3,0.0
2023-02-11 01:00:00,2023-02-11 02:00:00,144.75,545.75,8.93,21.95,18.95,14.55,15.18,1.21,18.75,0.2,1.73,0.45,,,27.85,44.5,0.58,84.0,10.0,20.48,0.0
2023-02-11 02:00:00,2023-02-11 03:00:00,54.0,131.25,3.22,21.68,14.12,14.7,13.13,1.04,19.85,0.2,1.45,0.38,,,27.8,45.5,0.93,49.0,10.0,20.23,0.0
2023-02-11 03:00:00,2023-02-11 04:00:00,31.5,108.75,1.12,17.73,10.35,14.8,12.7,1.06,18.52,0.18,1.1,0.3,,,27.82,40.25,1.3,89.25,10.0,20.12,0.0
2023-02-11 04:00:00,2023-02-11 05:00:00,17.0,62.5,0.8,13.07,7.62,15.12,12.9,1.11,17.88,0.1,0.68,0.2,,,27.7,36.0,1.33,104.5,10.0,20.07,0.0
2023-02-11 05:00:00,2023-02-11 06:00:00,13.75,50.0,0.77,9.97,5.97,15.55,13.17,0.86,18.43,0.1,0.65,0.15,,,27.68,35.25,0.88,105.75,10.0,19.9,0.0
2023-02-11 06:00:00,2023-02-11 07:00:00,16.5,63.25,0.95,9.82,5.98,15.88,12.45,0.87,19.73,0.1,0.58,0.1,,,27.65,40.75,0.68,115.0,10.25,19.05,0.0
2023-02-11 07:00:00,2023-02-11 08:00:00,37.0,197.0,1.38,12.8,7.95,15.93,14.22,1.46,22.85,0.1,0.6,0.15,,,27.6,41.25,0.55,167.5,33.75,19.88,0.0
2023-02-11 08:00:00,2023-02-11 09:00:00,70.75,409.25,5.53,17.32,13.72,15.55,14.47,1.63,21.98,0.15,1.15,0.25,,,27.6,37.5,0.68,172.5,85.5,21.5,0.0
2023-02-11 09:00:00,2023-02-11 10:00:00,68.0,300.75,2.73,18.52,12.05,15.53,12.8,1.26,18.95,0.17,1.48,0.2,,,27.85,29.25,1.48,112.75,136.5,22.65,0.0
2023-02-11 10:00:00,2023-02-11 11:00:00,24.5,110.25,0.82,14.05,8.12,15.7,12.1,0.91,17.07,0.03,0.07,,,,28.43,31.75,2.38,144.25,175.0,23.52,0.0
2023-02-11 11:00:00,2023-02-11 12:00:00,18.25,88.75,0.78,9.7,5.78,15.82,9.93,0.77,15.45,0.0,0.0,,,,28.52,30.25,2.88,140.5,199.25,24.27,0.0
2023-02-11 12:00:00,2023-02-11 13:00:00,12.0,81.75,0.62,7.6,4.53,16.1,12.47,1.39,14.93,0.0,0.0,,,,28.52,26.25,2.97,142.25,205.5,24.93,0.0
2023-02-11 13:00:00,2023-02-11 14:00:00,9.0,66.5,0.65,6.35,3.88,16.3,11.92,0.52,14.95,0.0,0.0,,,,28.55,25.5,2.95,150.0,197.75,25.23,0.0
2023-02-11 14:00:00,2023-02-11 15:00:00,8.5,52.25,0.82,5.4,3.55,16.48,13.6,1.18,15.3,0.0,0.0,,,,28.52,25.5,3.15,147.5,153.75,25.55,0.0
2023-02-11 15:00:00,2023-02-11 16:00:00,8.25,59.0,0.65,5.08,3.23,16.55,10.55,3.4,15.27,0.0,0.0,,,,28.45,28.0,3.1,141.25,104.5,25.58,0.0
2023-02-11 16:00:00,2023-02-11 17:00:00,11.5,62.25,0.57,5.12,3.23,16.5,10.57,3.23,15.9,0.0,0.0,,,,28.45,29.0,2.48,152.0,91.0,25.58,0.0
2023-02-11 17:00:00,2023-02-11 18:00:00,10.0,72.0,0.7,5.4,3.42,16.5,7.82,2.08,16.5,0.0,0.0,,,,28.42,29.75,2.2,156.75,39.75,25.15,0.0
2023-02-11 18:00:00,2023-02-11 19:00:00,15.0,97.5,0.8,8.35,5.1,16.65,9.3,1.65,19.0,0.0,0.0,,,,28.38,31.75,1.4,196.5,11.0,24.0,0.0
2023-02-11 19:00:00,2023-02-11 20:00:00,30.0,174.0,0.9,12.0,7.1,16.4,7.9,1.99,20.3,0.0,0.0,,,,28.4,32.0,1.2,201.0,10.0,23.4,0.0
2023-02-11 20:00:00,2023-02-11 21:00:00,,,,,,,,,,,,,,,,,,,,,
2023-02-11 21:00:00,2023-02-11 22:00:00,,,,,,,,,,,,,,,,,,,,,
2023-02-11 22:00:00,2023-02-11 23:00:00,,,,,,,,,,,,,,,,,,,,,
2023-02-11 23:00:00,2023-02-12 00:00:00,,,,,,,,,,,,,,,,,,,,,
2023-02-12 00:00:00,2023-02-12 01:00:00,,,,,,,,,,,,,,,,,,,,,
2023-02-12 01:00:00,2023-02-12 02:00:00,,,,,,,,,,,,,,,,,,,,,
2023-02-12 02:00:00,2023-02-12 03:00:00,,,,,,,,,,,,,,,,,,,,,
2023-02-12 03:00:00,2023-02-12 04:00:00,,,,,,,,,,,,,,,,,,,,,
2023-02-12 04:00:00,2023-02-12 05:00:00,,,,,,,,,,,,,,,,,,,,,
2023-02-12 05:00:00,2023-02-12 06:00:00,,,,,,,,,,,,,,,,,,,,,
2023-02-12 06:00:00,2023-02-12 07:00:00,,,,,,,,,,,,,,,,,,,,,
2023-02-12 07:00:00,2023-02-12 08:00:00,,,,,,,,,,,,,,,,,,,,,
2023-02-12 08:00:00,2023-02-12 09:00:00,,,,,,,,,,,,,,,,,,,,,
2023-02-12 09:00:00,2023-02-12 10:00:00,,,,,,,,,,,,,,,,,,,,,
2023-02-12 10:00:00,2023-02-12 11:00:00,,,,,,,,,,,,,,,,,,,,,
2023-02-12 11:00:00,2023-02-12 12:00:00,,,,,,,,,,,,,,,,,,,,,
2023-02-12 12:00:00,2023-02-12 13:00:00,,,,,,,,,,,,,,,,,,,,,
2023-02-12 13:00:00,2023-02-12 14:00:00,,,,,,,,,,,,,,,,,,,,,
2023-02-12 14:00:00,2023-02-12 15:00:00,,,,,,,,,,,,,,,,,,,,,
2023-02-12 15:00:00,2023-02-12 16:00:00,,,,,,,,,,,,,,,,,,,,,
2023-02-12 16:00:00,2023-02-12 17:00:00,16.33,132.67,0.72,7.12,4.38,16.5,12.8,1.92,10.4,0.0,0.0,,,,28.25,26.25,2.15,265.0,86.0,23.8,0.0
2023-02-12 17:00:00,2023-02-12 18:00:00,22.5,104.75,0.8,7.62,4.7,16.52,10.1,0.07,13.7,0.0,0.0,,,,28.5,30.25,1.75,266.25,35.25,23.02,0.0
2023-02-12 18:00:00,2023-02-12 19:00:00,28.0,123.75,0.82,9.8,5.88,16.38,11.57,1.56,13.7,0.08,0.05,,,,28.62,31.5,1.4,262.25,11.0,22.02,0.0
2023-02-12 19:00:00,2023-02-12 20:00:00,32.25,139.75,1.02,13.33,7.9,16.42,11.68,2.56,13.7,0.08,0.55,,,,28.58,32.5,0.82,246.5,10.0,21.53,0.0
2023-02-12 20:00:00,2023-02-12 21:00:00,38.25,153.25,2.32,17.3,11.08,16.45,10.8,3.26,13.7,0.1,0.75,0.2,,,28.32,34.0,0.83,220.5,10.0,21.27,0.0
2023-02-12 21:00:00,2023-02-12 22:00:00,42.5,178.5,2.3,17.23,11.05,16.45,11.33,2.69,13.7,0.1,0.83,0.22,,,28.02,42.75,0.9,134.75,10.0,20.55,0.0
2023-02-12 22:00:00,2023-02-12 23:00:00,36.75,181.0,4.45,15.83,12.08,16.27,12.3,2.88,13.7,0.17,0.97,0.2,,,27.82,54.75,0.68,104.25,10.0,19.07,0.0
2023-02-12 23:00:00,2023-02-13 00:00:00,39.5,171.0,4.7,14.15,11.38,16.38,12.62,2.42,13.7,0.2,1.1,0.22,,,27.75,51.25,0.88,121.25,10.0,18.7,0.0
2023-02-13 00:00:00,2023-02-13 01:00:00,30.25,133.5,2.32,13.22,8.9,16.42,12.72,2.42,13.7,0.15,1.02,0.2,,,27.63,36.75,1.55,174.0,10.0,19.45,0.0
2023-02-13 01:00:00,2023-02-13 02:00:00,26.5,136.75,1.07,12.57,7.55,16.45,11.67,2.52,13.7,0.1,0.92,0.2,,,27.55,36.0,1.53,194.25,10.0,19.05,0.0
2023-02-13 02:00:00,2023-02-13 03:00:00,30.25,133.25,0.75,12.02,6.98,16.58,12.5,,13.7,0.1,0.85,0.3,,,27.48,38.0,1.15,176.0,10.0,18.7,0.0
2023-02-13 03:00:00,2023-02-13 04:00:00,27.25,125.75,1.15,10.93,6.75,16.6,10.82,2.48,13.7,0.1,0.8,0.27,,,27.52,49.0,0.57,141.25,10.0,17.65,0.0
2023-02-13 04:00:00,2023-02-13 05:00:00,26.75,103.75,1.35,10.8,6.88,16.6,9.68,2.42,13.7,0.1,0.68,0.2,,,27.52,46.0,0.72,173.75,10.0,17.95,0.0
2023-02-13 05:00:00,2023-02-13 06:00:00,30.5,107.0,1.32,11.15,7.0,16.65,9.77,1.47,13.7,0.1,0.8,0.33,,,27.45,56.5,0.65,100.0,10.0,16.72,0.0
2023-02-13 06:00:00,2023-02-13 07:00:00,37.0,165.75,1.9,11.07,7.45,16.67,15.32,1.91,13.7,0.1,0.72,0.3,,,27.52,63.75,0.48,177.25,10.5,15.97,0.0
2023-02-13 07:00:00,2023-02-13 08:00:00,63.5,329.5,3.2,13.07,9.55,16.52,15.03,2.26,13.7,0.1,0.9,0.3,,,27.4,49.0,1.77,187.25,36.0,17.15,0.0
2023-02-13 08:00:00,2023-02-13 09:00:00,40.5,152.75,1.48,14.12,8.75,16.55,18.87,2.07,13.7,0.1,1.25,2.65,,,27.4,41.75,1.12,225.0,88.25,18.75,0.0
2023-02-13 09:00:00,2023-02-13 10:00:00,27.25,127.75,0.93,11.32,6.72,16.62,21.17,2.37,13.7,0.1,1.2,3.12,,,27.48,37.0,1.77,262.25,138.5,19.38,0.0
2023-02-13 10:00:00,2023-02-13 11:00:00,17.75,92.5,0.82,8.97,5.48,16.6,22.85,2.01,15.3,0.1,0.85,2.2,,,27.57,33.5,1.68,206.0,176.0,20.25,0.0
2023-02-13 11:00:00,2023-02-13 12:00:00,14.0,95.25,0.75,7.9,4.8,16.68,14.3,1.97,19.6,0.1,0.67,1.22,,,27.9,31.0,1.98,158.0,197.0,20.8,0.0
2023-02-13 12:00:00,2023-02-13 13:00:00,13.75,87.5,0.65,6.95,4.22,16.72,12.7,1.59,19.6,0.05,0.45,,,,28.47,31.0,1.65,110.25,204.25,21.88,0.0
2023-02-13 13:00:00,2023-02-13 14:00:00,15.0,78.75,0.62,6.1,3.73,16.7,12.43,1.59,19.6,0.08,0.0,,,,28.8,28.0,1.9,99.0,196.5,22.32,0.0
2023-02-13 14:00:00,2023-02-13 15:00:00,22.0,73.75,0.83,4.97,3.35,16.8,8.77,1.57,26.0,0.0,0.0,,,,29.02,22.75,1.77,115.0,148.25,23.18,0.0
2023-02-13 15:00:00,2023-02-13 16:00:00,21.75,66.75,0.85,4.78,3.22,16.93,7.78,1.51,34.4,0.0,0.0,,,,28.93,20.75,2.15,125.25,114.0,23.42,0.0
2023-02-13 16:00:00,2023-02-13 17:00:00,12.5,58.75,0.68,4.38,2.88,17.0,5.83,1.76,35.52,0.0,0.0,,,,28.95,20.0,2.32,128.75,98.0,23.58,0.0
2023-02-13 17:00:00,2023-02-13 18:00:00,13.75,68.0,0.55,4.55,2.88,17.1,6.92,1.89,36.5,0.0,0.0,,,,28.9,23.75,1.72,127.5,44.0,23.05,0.0
2023-02-13 18:00:00,2023-02-13 19:00:00,14.75,93.25,0.57,5.9,3.62,17.02,6.47,0.8,38.33,0.03,0.0,,,,28.95,25.25,1.75,146.25,11.0,21.7,0.0
2023-02-13 19:00:00,2023-02-13 20:00:00,20.25,126.5,0.68,7.08,4.27,16.95,7.12,1.11,38.07,0.05,0.55,,,,28.85,27.0,1.82,145.0,10.0,21.1,0.0
2023-02-13 20:00:00,2023-02-13 21:00:00,20.5,103.75,0.7,6.97,4.28,16.98,7.6,1.16,38.23,0.1,0.65,0.1,,,28.72,25.0,1.62,146.75,10.0,20.77,0.0
2023-02-13 21:00:00,2023-02-13 22:00:00,20.0,94.75,0.75,7.8,4.72,17.05,10.05,1.38,38.97,0.1,0.77,0.1,,,28.48,28.75,1.4,161.0,10.0,20.12,0.0
2023-02-13 22:00:00,2023-02-13 23:00:00,24.0,105.25,0.95,9.65,5.88,16.95,11.2,1.53,39.92,0.1,0.9,0.17,,,28.18,32.0,1.3,193.0,10.0,19.92,0.0
2023-02-13 23:00:00,2023-02-14 00:00:00,27.75,134.75,2.02,14.68,9.45,16.93,12.6,1.75,40.65,0.1,1.35,0.8,,,27.82,36.75,1.38,191.5,10.0,19.25,0.0
2023-02-14 00:00:00,2023-02-14 01:00:00,32.5,152.0,4.9,15.47,12.2,16.83,12.95,,39.95,0.1,1.97,1.03,,,27.63,49.75,0.7,154.0,10.0,17.25,0.0
2023-02-14 01:00:00,2023-02-14 02:00:00,36.25,140.75,6.72,14.68,13.28,16.7,12.9,,39.5,0.1,1.6,0.82,,,27.65,47.25,0.75,98.0,10.0,17.23,0.0
2023-02-14 02:00:00,2023-02-14 03:00:00,24.0,76.0,6.32,15.02,13.12,16.68,12.67,1.1,39.52,0.1,1.0,0.57,,,27.6,45.0,0.62,76.0,10.0,16.75,0.0
2023-02-14 03:00:00,2023-02-14 04:00:00,19.5,71.0,2.95,14.45,10.08,16.88,9.72,1.19,39.7,0.1,0.92,0.67,,,27.52,37.25,0.6,172.0,10.0,17.57,0.0
2023-02-14 04:00:00,2023-02-14 05:00:00,33.5,162.5,4.08,15.43,11.5,16.52,12.65,1.73,42.57,0.12,0.93,1.12,,,27.5,55.0,0.33,123.25,10.0,16.43,0.0
2023-02-14 05:00:00,2023-02-14 06:00:00,100.0,408.5,10.0,15.45,16.32,16.3,15.5,1.76,40.2,0.45,1.42,1.67,,,27.52,57.75,0.3,197.75,10.0,15.8,0.0
2023-02-14 06:00:00,2023-02-14 07:00:00,161.5,605.5,13.12,16.93,19.68,15.82,21.65,,41.25,0.5,1.77,1.42,,,27.55,54.25,0.47,281.5,10.75,16.12,0.0
2023-02-14 07:00:00,2023-02-14 08:00:00,234.5,825.25,14.9,18.82,22.1,15.15,21.53,2.75,35.77,0.58,2.0,1.25,,,27.55,57.25,0.3,208.0,33.0,16.45,0.0
2023-02-14 08:00:00,2023-02-14 09:00:00,168.5,575.5,14.57,17.15,20.98,15.48,27.43,2.04,38.08,0.53,1.9,1.05,,,27.57,44.75,0.6,95.75,84.25,18.57,0.0
2023-02-14 09:00:00,2023-02-14 10:00:00,70.25,317.5,8.35,17.3,15.95,16.03,20.6,1.4,38.8,0.33,1.45,0.73,,,27.68,38.0,0.95,99.75,129.5,20.2,0.0
2023-02-14 10:00:00,2023-02-14 11:00:00,32.25,156.0,3.55,17.5,12.2,16.25,21.7,0.94,40.17,0.25,1.07,0.47,,,27.97,35.25,1.23,111.0,159.75,21.5,0.0
2023-02-14 11:00:00,2023-02-14 12:00:00,31.0,156.25,1.15,16.3,9.62,16.33,20.02,1.2,38.08,0.2,1.0,0.5,,,28.45,22.0,1.85,214.5,188.5,22.75,0.0
2023-02-14 12:00:00,2023-02-14 13:00:00,23.0,99.25,0.7,11.35,6.6,16.65,15.85,1.25,36.65,0.1,0.82,0.22,,,28.62,15.75,1.88,236.5,204.0,23.5,0.0
2023-02-14 13:00:00,2023-02-14 14:00:00,14.75,61.25,0.72,7.83,4.75,16.8,12.82,0.94,36.05,0.1,0.17,,,,28.62,17.25,1.82,216.25,195.5,24.08,0.0
2023-02-14 14:00:00,2023-02-14 15:00:00,8.5,57.75,0.78,6.2,3.95,16.88,8.3,0.35,35.5,0.03,0.0,,,,28.65,15.5,1.67,100.5,145.5,24.73,0.0
2023-02-14 15:00:00,2023-02-14 16:00:00,11.0,52.25,0.67,5.55,3.48,16.92,13.25,1.29,35.12,0.0,0.0,,,,28.6,18.5,1.25,101.0,113.25,25.22,0.0
2023-02-14 16:00:00,2023-02-14 17:00:00,13.75,75.0,0.65,6.18,3.82,16.9,53.88,1.01,35.25,0.0,0.0,,,,28.6,18.75,1.95,210.75,91.75,24.77,0.0
2023-02-14 17:00:00,2023-02-14 18:00:00,15.0,91.0,0.65,8.95,5.33,16.57,85.12,,37.33,0.0,0.0,,,,28.6,21.75,1.58,204.25,40.5,24.38,0.0
2023-02-14 18:00:00,2023-02-14 19:00:00,26.5,142.5,0.78,13.05,7.55,16.55,19.88,0.9,39.17,0.03,0.0,,,,28.68,28.5,1.05,151.0,11.0,23.02,0.0
2023-02-14 19:00:00,2023-02-14 20:00:00,41.75,185.25,0.93,15.97,9.25,16.58,15.4,1.23,39.8,0.1,0.5,,,,28.77,30.75,1.2,141.25,10.0,22.35,0.0
2023-02-14 20:00:00,2023-02-14 21:00:00,35.75,181.25,0.77,14.95,8.6,16.5,14.27,1.09,38.77,0.1,1.2,0.22,,,28.72,32.75,1.62,157.75,10.0,21.9,0.0
2023-02-14 21:00:00,2023-02-14 22:00:00,29.75,130.5,0.83,14.18,8.2,16.62,13.9,1.23,40.03,0.1,1.2,0.65,,,28.65,35.75,1.4,190.25,10.0,21.52,0.0
2023-02-14 22:00:00,2023-02-14 23:00:00,45.5,219.5,2.98,18.32,12.12,16.52,20.77,1.97,41.62,0.1,1.55,1.05,,,28.38,44.75,0.58,66.25,10.0,20.12,0.0
2023-02-14 23:00:00,2023-02-15 00:00:00,89.25,434.75,12.65,18.5,20.1,16.48,29.85,1.66,40.62,0.17,1.82,1.38,,,28.08,51.5,0.33,264.5,10.0,19.25,0.0
2023-02-15 00:00:00,2023-02-15 01:00:00,107.25,495.5,21.48,20.12,28.15,16.12,34.05,2.0,40.02,0.2,1.95,1.77,,,27.95,54.5,0.4,199.0,10.0,19.05,0.0
2023-02-15 01:00:00,2023-02-15 02:00:00,116.0,417.5,25.45,17.7,30.08,16.3,26.88,2.41,39.3,0.2,2.15,2.27,,,27.95,60.25,0.43,151.5,10.0,18.42,0.0
2023-02-15 02:00:00,2023-02-15 03:00:00,87.75,377.75,31.77,16.2,34.42,16.3,33.3,2.36,39.55,0.2,1.9,2.33,,,27.88,63.25,0.33,195.75,10.0,18.1,0.0
2023-02-15 03:00:00,2023-02-15 04:00:00,123.25,500.75,29.05,15.98,32.1,16.18,23.35,1.98,38.4,0.2,1.58,2.25,,,27.98,58.5,0.35,173.0,10.0,18.1,0.0
2023-02-15 04:00:00,2023-02-15 05:00:00,58.25,223.75,24.55,14.85,27.85,16.2,20.02,1.91,38.15,0.2,1.4,2.0,,,28.0,67.75,0.33,91.25,10.0,17.02,0.0
2023-02-15 05:00:00,2023-02-15 06:00:00,75.0,239.25,19.35,13.95,23.12,16.35,17.07,1.79,38.3,0.2,1.6,2.3,,,28.0,63.5,0.82,233.5,10.5,17.17,0.0
2023-02-15 06:00:00,2023-02-15 07:00:00,101.75,335.0,16.2,14.2,20.7,16.12,18.43,1.99,38.17,0.23,1.75,2.67,,,27.88,66.75,0.48,209.75,10.5,16.68,0.0
2023-02-15 07:00:00,2023-02-15 08:00:00,170.25,641.5,16.4,13.4,20.45,16.07,17.82,1.93,37.92,0.3,1.73,2.33,,,27.93,67.75,0.35,217.75,32.0,16.88,0.0
2023-02-15 08:00:00,2023-02-15 09:00:00,74.5,390.5,16.02,15.1,21.05,15.97,27.37,1.7,39.55,0.3,1.67,1.8,,,27.95,49.75,0.65,83.75,84.25,19.55,0.0
2023-02-15 09:00:00,2023-02-15 10:00:00,53.25,316.25,10.2,17.7,17.75,16.15,19.98,1.39,40.6,0.27,1.42,1.4,,,28.0,41.75,0.75,96.25,131.75,21.93,0.0
2023-02-15 10:00:00,2023-02-15 11:00:00,43.75,248.0,3.3,20.57,13.6,16.33,15.22,1.21,40.05,0.2,1.4,1.32,,,28.32,30.5,1.4,126.25,164.5,23.73,0.0
2023-02-15 11:00:00,2023-02-15 12:00:00,28.0,192.25,0.95,17.05,9.85,16.42,13.15,1.12,36.02,0.15,0.95,0.3,,,28.52,24.75,2.15,187.0,191.25,24.45,0.0
2023-02-15 12:00:00,2023-02-15 13:00:00,17.5,119.0,0.75,11.03,6.5,16.68,8.25,0.89,35.4,0.0,0.0,,,,28.6,19.5,2.38,186.25,205.0,25.15,0.0
2023-02-15 13:00:00,2023-02-15 14:00:00,14.25,77.0,0.78,7.95,4.83,16.83,9.65,0.92,35.83,0.0,0.0,,,,28.57,18.75,2.17,195.5,195.75,25.73,0.0
