From Date,To Date,PM2.5 (ug/m3),PM10 (ug/m3),NO (ug/m3),NO2 (ug/m3),NOx (ppb),NH3 (ug/m3),SO2 (ug/m3),CO (mg/m3),Ozone (ug/m3),Benzene (ug/m3),Toluene (ug/m3),Temp (degree C),RH (%),WS (m/s),WD (degree),SR (W/mt2),BP (mmHg),AT (degree C),RF (mm)
2019-09-02 10:00:00,2019-09-02 11:00:00,35.0,84.5,2.27,15.4,10.05,20.5,6.78,0.9,45.8,2.35,18.73,,67.3,0.8,271.55,124.12,980.25,33.3,0.12
2019-09-02 11:00:00,2019-09-02 12:00:00,39.0,83.0,1.65,14.82,9.22,21.6,7.25,0.82,64.75,1.55,20.18,,60.45,0.75,279.42,161.05,979.85,35.12,0.0
2019-09-02 12:00:00,2019-09-02 13:00:00,45.75,94.75,1.55,13.33,8.27,23.4,7.67,0.8,85.5,1.55,21.3,,56.97,0.9,224.7,232.45,979.08,36.05,0.0
2019-09-02 13:00:00,2019-09-02 14:00:00,64.75,126.5,1.52,14.85,9.15,25.28,7.1,0.82,85.38,1.77,20.85,,58.55,0.73,207.45,182.17,978.2,35.5,0.0
2019-09-02 14:00:00,2019-09-02 15:00:00,71.0,140.25,1.75,17.25,10.58,24.75,8.78,0.88,88.88,1.62,19.4,,58.27,0.62,176.83,253.12,976.93,35.65,0.0
2019-09-02 15:00:00,2019-09-02 16:00:00,73.75,128.25,1.23,16.18,9.57,25.2,10.33,0.83,95.3,1.88,25.9,,59.75,0.48,90.03,86.17,975.88,34.77,0.0
2019-09-02 16:00:00,2019-09-02 17:00:00,74.5,130.75,2.15,36.5,21.12,23.95,10.2,1.2,54.25,1.9,29.38,,66.4,1.0,240.6,36.2,975.55,33.73,0.0
2019-09-02 17:00:00,2019-09-02 18:00:00,77.75,166.75,2.7,38.9,22.87,24.0,10.72,1.45,39.88,2.9,35.67,,70.35,0.77,200.25,8.53,975.7,32.55,0.0
2019-09-02 18:00:00,2019-09-02 19:00:00,72.0,148.5,3.12,44.97,26.45,22.75,9.27,1.6,34.55,3.38,33.67,,76.4,1.07,215.1,5.5,976.2,31.43,0.0
2019-09-02 19:00:00,2019-09-02 20:00:00,64.25,141.75,4.65,55.7,33.45,23.02,10.53,2.1,14.13,3.42,37.62,,77.05,0.38,225.68,4.1,976.83,31.05,0.0
2019-09-02 20:00:00,2019-09-02 21:00:00,62.25,146.25,13.72,66.17,46.35,23.1,9.22,2.38,5.3,3.88,42.92,,78.12,0.32,225.53,4.1,977.3,31.12,0.0
2019-09-02 21:00:00,2019-09-02 22:00:00,72.0,152.0,8.1,58.3,37.6,24.12,8.82,1.95,13.15,5.53,41.88,,78.7,0.45,225.73,4.1,977.45,31.23,0.0
2019-09-02 22:00:00,2019-09-02 23:00:00,75.5,149.75,4.2,39.72,24.55,24.2,8.25,1.85,18.95,6.45,44.95,,80.8,0.3,225.7,4.1,977.73,31.0,0.0
2019-09-02 23:00:00,2019-09-03 00:00:00,90.0,170.75,37.55,48.0,56.15,22.23,9.52,2.23,10.0,7.07,52.55,,83.78,0.3,225.7,4.1,977.8,30.8,0.0
2019-09-03 00:00:00,2019-09-03 01:00:00,101.5,226.25,51.83,53.15,70.38,23.1,9.27,2.2,18.3,7.1,48.52,,85.23,0.3,225.7,4.07,977.55,30.4,0.0
2019-09-03 01:00:00,2019-09-03 02:00:00,100.25,226.5,56.0,50.5,72.5,27.0,9.17,2.27,17.4,6.97,44.55,,86.97,0.3,225.7,4.1,977.33,29.85,0.0
2019-09-03 02:00:00,2019-09-03 03:00:00,100.5,226.5,80.65,42.0,88.2,22.5,9.8,2.3,11.95,7.38,43.88,,88.05,0.3,225.73,4.1,977.05,29.83,0.0
2019-09-03 03:00:00,2019-09-03 04:00:00,98.25,201.25,82.03,36.8,86.6,22.3,9.62,2.2,8.2,7.07,41.42,,88.47,0.33,225.7,4.1,977.3,29.75,0.0
2019-09-03 04:00:00,2019-09-03 05:00:00,97.5,190.5,73.77,35.12,78.85,24.08,8.88,2.02,6.75,7.4,40.42,,88.35,0.38,225.7,4.1,977.47,29.93,0.0
2019-09-03 05:00:00,2019-09-03 06:00:00,97.75,175.5,70.45,31.22,74.1,24.92,8.65,1.95,5.95,7.2,38.85,,91.35,0.35,225.75,5.22,977.83,29.33,0.0
2019-09-03 06:00:00,2019-09-03 07:00:00,84.75,158.5,62.05,31.52,67.4,26.23,8.3,1.83,19.32,7.0,37.5,,90.42,0.4,226.62,18.77,978.27,29.68,0.0
2019-09-03 07:00:00,2019-09-03 08:00:00,85.5,177.75,41.88,31.2,50.75,28.82,6.4,1.55,119.45,6.97,34.52,,84.48,0.5,237.9,43.88,978.82,30.9,0.0
2019-09-03 08:00:00,2019-09-03 09:00:00,80.75,167.75,25.93,23.3,33.52,30.4,5.23,1.23,101.68,4.6,31.2,,81.22,0.68,289.45,87.9,978.92,31.6,0.0
2019-09-03 09:00:00,2019-09-03 10:00:00,55.0,117.0,16.28,24.45,26.27,33.7,4.88,1.17,59.02,4.15,24.55,,72.97,0.93,292.98,142.25,979.17,33.15,0.0
2019-09-03 10:00:00,2019-09-03 11:00:00,56.75,123.25,7.77,24.25,19.23,33.17,6.08,1.05,79.03,4.07,20.95,,65.88,1.08,292.48,142.3,979.0,34.27,0.0
2019-09-03 11:00:00,2019-09-03 12:00:00,48.5,112.0,3.43,38.82,23.45,34.33,6.58,1.27,47.33,3.55,19.82,,69.97,0.77,287.93,104.33,978.75,33.75,0.0
2019-09-03 12:00:00,2019-09-03 13:00:00,62.5,134.25,3.07,39.37,23.43,45.23,4.9,1.1,42.8,4.03,21.17,,67.95,0.8,193.68,200.45,978.3,33.83,0.0
2019-09-03 13:00:00,2019-09-03 14:00:00,64.0,147.0,3.2,29.0,18.0,54.6,,1.0,,,,,60.1,0.9,16.3,389.9,977.4,36.1,0.0
2019-09-03 14:00:00,2019-09-03 15:00:00,,147.0,1.5,18.95,10.15,43.9,8.1,0.45,45.7,,,,52.12,1.73,118.47,497.65,975.75,36.8,0.0
2019-09-03 15:00:00,2019-09-03 16:00:00,,107.0,2.83,17.2,11.43,33.48,14.1,1.2,72.65,2.8,13.03,,52.25,2.25,349.0,241.27,975.12,36.35,0.0
2019-09-03 16:00:00,2019-09-03 17:00:00,,101.5,2.32,26.43,15.93,30.33,14.65,1.72,40.33,3.15,19.15,,55.05,1.7,346.55,53.18,974.88,34.58,0.0
2019-09-03 17:00:00,2019-09-03 18:00:00,,101.0,2.52,29.38,17.7,28.7,13.9,2.27,38.47,5.17,24.23,,58.67,1.5,263.95,22.75,974.9,33.8,0.0
2019-09-03 18:00:00,2019-09-03 19:00:00,,111.5,3.45,44.17,26.07,26.02,11.33,2.4,19.68,4.83,29.25,,60.65,1.12,224.05,5.82,975.47,33.05,0.0
2019-09-03 19:00:00,2019-09-03 20:00:00,,155.0,5.57,36.33,23.9,29.08,9.78,1.63,22.23,4.65,28.62,,76.05,1.95,200.88,4.1,976.3,31.77,0.0
2019-09-03 20:00:00,2019-09-03 21:00:00,,175.0,4.02,34.1,21.38,30.8,9.25,1.85,21.05,4.05,24.05,,78.7,1.55,197.45,4.1,977.03,31.45,0.0
2019-09-03 21:00:00,2019-09-03 22:00:00,,152.0,4.18,37.88,23.52,31.68,9.43,2.2,12.72,4.17,23.82,,78.8,0.62,194.65,4.1,977.52,31.27,0.0
2019-09-03 22:00:00,2019-09-03 23:00:00,,149.0,10.22,44.05,31.8,33.3,9.68,2.47,4.33,4.03,23.4,,79.78,0.42,211.27,4.1,977.48,31.0,0.0
2019-09-03 23:00:00,2019-09-04 00:00:00,,165.0,26.48,45.4,45.65,32.4,10.2,2.88,2.2,4.45,25.12,,79.33,0.52,210.93,4.1,977.6,30.97,0.0
2019-09-04 00:00:00,2019-09-04 01:00:00,,165.5,19.02,41.4,37.58,33.33,7.37,2.4,3.3,4.2,25.12,,80.67,0.35,222.0,4.1,977.42,30.75,0.0
2019-09-04 01:00:00,2019-09-04 02:00:00,,155.0,26.87,44.03,45.3,34.13,4.8,1.67,4.1,3.8,23.65,,82.0,0.33,230.43,4.1,977.12,30.58,0.0
2019-09-04 02:00:00,2019-09-04 03:00:00,,159.5,20.45,39.95,37.95,31.8,4.5,1.8,3.08,3.55,25.45,,86.95,0.38,230.15,4.1,976.5,22.52,0.0
2019-09-04 03:00:00,2019-09-04 04:00:00,,172.5,33.45,36.5,46.55,33.1,4.2,1.95,2.58,3.52,30.45,,85.47,0.4,219.43,4.07,976.4,29.9,0.0
2019-09-04 04:00:00,2019-09-04 05:00:00,,211.0,76.22,37.05,81.83,36.58,5.27,2.2,2.35,3.45,31.0,,88.5,0.4,216.83,4.1,976.75,29.3,0.0
2019-09-04 05:00:00,2019-09-04 06:00:00,,193.5,41.78,35.72,53.1,39.52,4.3,2.05,1.75,3.85,30.0,,88.03,0.62,295.5,4.38,976.85,29.33,0.0
2019-09-04 06:00:00,2019-09-04 07:00:00,,158.0,31.17,31.77,42.4,40.95,5.1,1.83,11.82,4.55,29.1,,87.47,1.05,104.02,11.8,977.77,29.83,0.0
2019-09-04 07:00:00,2019-09-04 08:00:00,,167.5,21.28,25.25,30.77,42.65,6.95,1.38,4.88,4.25,28.38,,87.38,0.62,43.78,24.6,978.38,30.1,0.0
2019-09-04 08:00:00,2019-09-04 09:00:00,,186.0,15.6,24.85,25.9,44.4,6.52,1.5,7.62,4.22,29.6,,87.25,1.25,88.35,55.0,978.62,30.48,0.0
2019-09-04 09:00:00,2019-09-04 10:00:00,118.67,208.0,10.67,22.87,20.87,46.17,7.3,1.6,4.83,4.45,29.42,,87.08,1.05,94.15,77.65,978.6,30.72,0.0
2019-09-04 10:00:00,2019-09-04 11:00:00,109.5,199.0,6.65,22.27,17.27,44.77,7.55,1.6,12.0,4.75,27.95,,82.45,1.1,115.1,121.55,978.58,31.57,0.0
2019-09-04 11:00:00,2019-09-04 12:00:00,72.5,157.5,4.15,18.35,13.15,42.3,7.85,1.5,19.32,3.75,30.88,,78.33,1.52,110.53,149.35,978.3,32.2,0.0
2019-09-04 12:00:00,2019-09-04 13:00:00,50.0,118.5,2.77,15.3,10.43,41.0,8.4,1.37,27.43,3.15,28.58,,72.22,1.18,119.85,218.23,977.42,33.45,0.0
2019-09-04 13:00:00,2019-09-04 14:00:00,48.0,108.0,2.35,13.55,9.15,41.38,8.25,1.1,51.67,2.83,22.35,,67.57,1.2,106.92,349.02,976.7,34.65,0.0
2019-09-04 14:00:00,2019-09-04 15:00:00,46.5,106.5,1.75,14.4,9.12,42.2,7.7,1.1,49.95,2.62,32.3,,65.83,1.12,110.68,397.47,975.47,35.08,0.0
2019-09-04 15:00:00,2019-09-04 16:00:00,51.0,109.0,1.85,12.3,8.07,42.27,8.1,1.18,54.7,2.67,48.55,,65.7,1.1,60.92,171.23,975.08,34.58,0.0
2019-09-04 16:00:00,2019-09-04 17:00:00,56.0,114.5,1.6,14.38,8.97,40.83,9.0,1.2,46.8,2.92,94.12,,69.3,0.93,68.9,69.7,974.35,33.6,0.0
2019-09-04 17:00:00,2019-09-04 18:00:00,54.5,111.5,1.85,16.7,10.38,38.7,8.0,1.22,36.4,3.7,85.08,,72.5,1.0,92.55,30.75,974.5,32.85,0.0
2019-09-04 18:00:00,2019-09-04 19:00:00,49.5,108.5,2.3,21.77,13.45,37.67,8.47,1.27,18.68,4.95,64.0,,78.07,1.15,125.18,5.62,975.12,32.03,0.0
2019-09-04 19:00:00,2019-09-04 20:00:00,45.5,116.0,2.78,24.4,15.23,36.78,8.43,1.25,9.62,4.27,68.4,,81.88,1.12,123.52,4.1,975.88,31.52,0.0
2019-09-04 20:00:00,2019-09-04 21:00:00,47.0,111.5,2.75,21.23,13.53,35.75,8.55,1.23,6.9,3.93,48.65,,84.03,1.3,130.38,4.1,977.1,31.23,0.0
2019-09-04 21:00:00,2019-09-04 22:00:00,41.5,89.0,2.9,16.6,11.17,33.88,8.6,1.18,9.35,3.2,37.6,,87.25,1.72,160.6,4.1,977.78,30.85,0.0
2019-09-04 22:00:00,2019-09-04 23:00:00,33.5,79.0,6.95,20.7,16.68,32.4,8.55,1.23,2.5,2.65,28.8,,90.5,1.52,169.78,4.1,977.7,30.25,0.0
2019-09-04 23:00:00,2019-09-05 00:00:00,40.5,101.0,13.83,23.05,23.4,31.7,8.3,1.28,,2.43,23.5,,92.6,0.8,143.1,4.1,977.62,29.88,0.0
2019-09-05 00:00:00,2019-09-05 01:00:00,41.5,105.0,6.3,16.32,13.8,31.38,8.2,1.1,,2.35,22.1,,93.78,0.93,120.4,4.1,977.57,29.45,0.0
2019-09-05 01:00:00,2019-09-05 02:00:00,32.5,81.0,5.17,14.57,12.0,35.63,8.6,0.9,3.8,1.9,18.25,,88.0,0.8,132.03,4.1,977.45,29.35,0.0
2019-09-05 02:00:00,2019-09-05 03:00:00,29.0,68.5,4.85,15.3,12.1,23.35,8.9,0.9,3.52,1.78,16.7,,88.2,0.83,100.35,4.1,977.12,29.25,0.0
2019-09-05 03:00:00,2019-09-05 04:00:00,26.0,58.5,5.2,17.1,13.35,24.85,8.45,0.9,1.6,1.75,19.15,,89.03,0.65,112.77,4.1,977.1,29.0,0.0
2019-09-05 04:00:00,2019-09-05 05:00:00,21.5,50.5,4.85,16.92,13.0,27.6,8.0,0.95,,1.55,18.15,,91.72,0.55,95.53,4.07,977.53,28.65,0.0
2019-09-05 05:00:00,2019-09-05 06:00:00,24.5,57.5,5.72,15.8,13.1,29.85,7.65,1.0,,1.65,18.27,,93.05,0.55,83.9,4.72,977.9,28.55,0.0
2019-09-05 06:00:00,2019-09-05 07:00:00,29.0,65.5,7.0,15.15,13.75,30.95,9.23,1.03,,1.83,21.5,,93.03,0.62,95.15,16.33,978.7,28.82,0.0
2019-09-05 07:00:00,2019-09-05 08:00:00,27.0,66.5,6.93,14.2,13.2,31.15,10.23,0.97,0.9,2.1,23.75,,89.47,1.0,125.38,42.02,979.12,29.85,0.0
2019-09-05 08:00:00,2019-09-05 09:00:00,27.0,82.0,5.85,12.28,11.32,31.97,9.93,1.0,4.8,2.2,16.45,,85.25,1.2,113.67,76.28,979.57,30.75,0.0
2019-09-05 09:00:00,2019-09-05 10:00:00,28.0,84.5,3.95,10.15,8.62,32.27,9.48,0.97,11.05,2.15,15.65,,79.85,1.15,115.65,106.95,979.55,31.62,0.0
2019-09-05 10:00:00,2019-09-05 11:00:00,26.0,76.0,2.6,11.3,8.1,33.52,10.45,1.0,20.9,1.98,19.33,,72.95,1.1,76.55,143.95,979.28,33.27,0.0
2019-09-05 11:00:00,2019-09-05 12:00:00,27.5,77.5,2.02,11.95,8.0,34.27,9.88,1.0,37.65,2.2,21.15,,69.08,1.27,87.67,138.9,978.38,33.98,0.0
2019-09-05 12:00:00,2019-09-05 13:00:00,27.5,73.0,1.85,10.3,7.0,33.85,9.47,0.97,38.6,2.23,18.33,,62.82,1.05,101.08,187.77,977.27,35.2,0.0
2019-09-05 13:00:00,2019-09-05 14:00:00,26.0,76.5,1.9,11.28,7.55,33.35,7.42,0.88,31.27,2.03,26.2,,72.05,1.45,118.03,138.85,976.35,33.3,0.0
2019-09-05 14:00:00,2019-09-05 15:00:00,27.0,84.5,1.9,12.4,8.15,34.3,7.9,0.9,24.88,2.27,26.0,,74.15,1.48,115.05,190.65,975.62,32.88,0.0
2019-09-05 15:00:00,2019-09-05 16:00:00,22.0,73.5,2.55,11.2,8.05,33.6,8.55,0.9,26.42,2.38,34.3,,66.83,1.5,117.5,278.82,974.9,33.83,0.0
2019-09-05 16:00:00,2019-09-05 17:00:00,14.5,59.0,2.3,12.07,8.28,31.78,7.95,0.93,29.05,1.93,24.75,,67.3,1.23,131.18,55.3,974.67,32.67,0.0
2019-09-05 17:00:00,2019-09-05 18:00:00,13.0,64.5,2.9,16.32,11.03,30.27,8.28,1.0,20.98,2.5,29.62,,69.7,0.82,119.92,26.3,974.62,32.0,0.0
2019-09-05 18:00:00,2019-09-05 19:00:00,18.5,72.5,2.52,17.42,11.32,29.9,8.47,0.97,15.03,2.62,35.12,,72.08,0.93,111.45,6.7,974.8,31.45,0.0
2019-09-05 19:00:00,2019-09-05 20:00:00,26.5,92.5,3.92,22.93,15.38,28.65,10.6,1.1,4.02,3.05,40.12,,73.58,0.98,135.08,4.1,975.33,31.05,0.0
2019-09-05 20:00:00,2019-09-05 21:00:00,28.5,107.0,5.45,23.62,17.0,27.73,10.3,1.18,3.43,2.8,37.48,,77.33,0.9,143.72,4.1,976.2,30.48,0.0
2019-09-05 21:00:00,2019-09-05 22:00:00,27.0,90.5,5.42,22.3,16.27,27.02,9.1,1.12,8.1,3.33,32.17,,76.8,0.8,108.0,4.1,976.88,30.23,0.0
2019-09-05 22:00:00,2019-09-05 23:00:00,27.0,86.0,7.5,23.27,18.5,26.4,9.15,1.12,1.0,3.15,30.3,,80.8,0.78,115.12,4.1,976.9,29.9,0.0
2019-09-05 23:00:00,2019-09-06 00:00:00,31.5,99.0,8.38,22.38,18.75,26.05,9.62,1.12,0.85,3.25,30.2,,86.12,0.88,118.88,4.05,977.03,29.63,0.0
2019-09-06 00:00:00,2019-09-06 01:00:00,32.5,97.0,6.17,18.7,15.0,26.65,9.57,0.97,2.73,2.6,23.62,,88.65,0.8,103.0,4.1,977.1,29.52,0.0
2019-09-06 01:00:00,2019-09-06 02:00:00,30.0,83.5,6.07,20.3,15.73,30.63,9.13,0.97,2.7,2.5,23.23,,90.57,0.68,87.85,4.1,976.67,29.25,0.0
2019-09-06 02:00:00,2019-09-06 03:00:00,32.0,73.0,4.75,14.3,11.5,22.6,9.15,0.9,4.28,2.35,26.1,,90.62,0.8,82.35,4.1,976.48,29.23,0.0
2019-09-06 03:00:00,2019-09-06 04:00:00,30.5,57.5,4.22,13.85,10.8,23.02,8.78,0.9,4.58,2.15,19.53,,91.83,0.62,87.83,4.1,976.45,28.95,0.0
2019-09-06 04:00:00,2019-09-06 05:00:00,27.5,49.0,4.22,14.1,10.92,24.25,8.88,0.9,2.38,2.05,20.1,,93.22,0.55,88.75,4.07,976.67,28.75,0.0
2019-09-06 05:00:00,2019-09-06 06:00:00,28.0,56.0,5.77,14.98,12.67,25.88,8.9,0.95,0.53,2.12,19.88,,93.75,0.62,97.32,4.65,976.67,28.58,0.0
2019-09-06 06:00:00,2019-09-06 07:00:00,30.0,64.5,7.2,15.1,13.88,27.5,8.33,1.0,0.45,2.4,24.9,,92.68,0.9,82.9,16.93,976.85,28.88,0.0
2019-09-06 07:00:00,2019-09-06 08:00:00,36.0,78.0,7.22,14.1,13.43,28.9,8.07,1.0,4.58,2.95,23.4,,88.1,1.08,94.45,35.42,977.2,29.92,0.0
2019-09-06 08:00:00,2019-09-06 09:00:00,39.5,98.0,5.6,13.93,12.0,29.92,8.15,1.0,11.82,2.95,20.98,,80.1,1.38,142.18,74.03,977.5,31.42,0.0
2019-09-06 09:00:00,2019-09-06 10:00:00,33.0,95.0,4.78,13.9,11.3,30.8,9.1,1.0,18.33,2.5,15.88,,75.95,1.55,139.75,106.57,977.8,32.68,0.0
2019-09-06 10:00:00,2019-09-06 11:00:00,35.0,93.0,3.45,12.62,9.52,32.17,8.85,0.97,25.68,2.77,18.48,,70.17,1.32,137.05,128.1,977.35,33.88,0.0
2019-09-06 11:00:00,2019-09-06 12:00:00,32.0,85.5,2.4,10.25,7.42,32.15,9.05,0.9,27.05,2.28,17.57,,64.62,1.4,131.68,139.73,976.7,34.85,0.0
2019-09-06 12:00:00,2019-09-06 13:00:00,21.0,100.0,2.58,9.7,7.28,31.75,8.97,0.87,23.17,2.27,22.65,,55.83,1.57,107.6,216.28,976.05,35.85,0.0
2019-09-06 13:00:00,2019-09-06 14:00:00,16.5,89.5,2.28,9.18,6.72,30.65,9.08,0.77,29.12,1.85,19.12,,53.1,1.23,90.32,430.3,975.03,36.47,0.0
2019-09-06 14:00:00,2019-09-06 15:00:00,13.5,43.5,1.95,8.82,6.28,30.65,8.93,0.83,30.35,1.6,27.62,,60.7,1.12,101.62,188.38,974.25,35.35,0.0
2019-09-06 15:00:00,2019-09-06 16:00:00,16.0,56.0,3.05,14.8,10.32,30.35,8.68,0.95,22.2,2.1,23.0,,65.6,1.23,148.68,39.35,974.17,33.82,0.0
2019-09-06 16:00:00,2019-09-06 17:00:00,20.0,76.0,6.32,23.27,17.5,27.1,8.1,1.12,14.15,2.73,27.93,,73.95,1.9,184.38,29.82,974.1,32.33,0.0
2019-09-06 17:00:00,2019-09-06 18:00:00,22.5,74.0,6.9,23.98,18.4,28.65,8.75,1.27,9.5,3.27,25.83,,81.38,1.07,204.05,24.08,974.23,30.9,0.0
2019-09-06 18:00:00,2019-09-06 19:00:00,25.5,82.5,16.38,29.68,29.1,27.7,9.27,1.57,3.55,5.17,35.83,,78.92,1.82,175.65,5.85,974.7,31.05,0.0
2019-09-06 19:00:00,2019-09-06 20:00:00,31.5,111.0,21.1,29.33,32.83,26.62,10.05,1.55,2.45,4.95,38.2,,79.03,1.8,181.5,4.07,975.33,30.95,0.0
2019-09-06 20:00:00,2019-09-06 21:00:00,32.0,116.0,22.15,29.3,33.62,25.35,9.6,1.48,1.8,4.05,32.88,,80.35,1.7,182.4,4.1,976.1,30.47,0.0
2019-09-06 21:00:00,2019-09-06 22:00:00,31.5,104.5,18.4,21.68,26.5,25.33,8.83,1.35,2.62,3.65,28.93,,84.6,1.87,191.17,4.1,976.83,30.02,0.0
2019-09-06 22:00:00,2019-09-06 23:00:00,32.5,84.0,15.5,16.82,21.62,25.13,8.5,1.2,2.77,2.9,22.83,,85.93,1.4,193.65,4.1,976.7,29.9,0.0
2019-09-06 23:00:00,2019-09-07 00:00:00,29.0,66.0,16.27,17.48,22.6,24.0,9.05,1.08,2.12,2.45,17.77,,86.77,1.27,188.45,4.12,976.42,29.38,0.0
2019-09-07 00:00:00,2019-09-07 01:00:00,31.0,77.0,19.42,19.25,26.02,24.5,8.8,1.03,1.0,2.3,15.02,,87.48,0.78,172.18,4.12,976.28,29.25,0.0
2019-09-07 01:00:00,2019-09-07 02:00:00,34.5,80.0,19.7,17.9,25.57,27.4,8.93,1.0,1.25,2.33,15.12,,86.93,0.78,175.95,4.07,976.1,29.15,0.0
2019-09-07 02:00:00,2019-09-07 03:00:00,32.0,74.5,15.15,15.95,20.85,22.1,7.55,0.9,0.6,2.52,17.25,,90.55,0.57,94.45,4.12,976.0,28.9,0.0
2019-09-07 03:00:00,2019-09-07 04:00:00,27.5,67.5,11.12,15.1,17.12,21.85,7.77,0.8,1.17,2.17,16.55,,90.32,0.55,103.35,4.1,975.58,28.58,0.0
2019-09-07 04:00:00,2019-09-07 05:00:00,24.0,61.0,17.05,16.62,22.73,22.93,7.9,0.83,0.35,1.88,14.65,,88.55,0.9,155.27,4.1,975.5,28.7,0.0
2019-09-07 05:00:00,2019-09-07 06:00:00,25.0,66.0,10.88,16.93,17.9,24.67,7.2,0.83,3.33,1.95,17.67,,90.83,0.75,100.2,4.47,976.08,28.55,0.0
2019-09-07 06:00:00,2019-09-07 07:00:00,27.5,69.0,11.77,16.38,18.35,25.27,6.4,0.93,0.98,2.33,26.5,,92.47,0.62,123.97,15.97,976.63,28.62,0.0
2019-09-07 07:00:00,2019-09-07 08:00:00,38.0,88.5,10.22,15.12,16.38,26.38,5.25,0.97,4.28,3.25,29.03,,90.55,1.0,95.38,39.92,977.0,29.28,0.0
2019-09-07 08:00:00,2019-09-07 09:00:00,39.5,96.5,6.85,11.38,11.62,27.0,4.45,0.9,11.58,2.65,18.45,,84.2,1.38,122.33,76.4,976.98,30.45,0.0
2019-09-07 09:00:00,2019-09-07 10:00:00,33.5,93.0,5.07,11.93,10.5,28.2,5.33,0.95,15.88,2.65,17.2,,77.85,1.43,146.17,104.78,977.65,31.82,0.0
2019-09-07 10:00:00,2019-09-07 11:00:00,33.5,90.0,4.17,12.57,10.07,28.92,4.97,0.92,20.15,2.83,22.15,,72.2,1.68,153.68,122.32,977.88,33.2,0.0
2019-09-07 11:00:00,2019-09-07 12:00:00,29.0,77.5,4.05,13.82,10.68,29.27,4.97,0.95,21.62,2.27,20.0,,68.7,2.1,175.43,150.82,977.7,34.0,0.0
2019-09-07 12:00:00,2019-09-07 13:00:00,27.0,70.5,3.25,14.78,10.53,30.3,6.1,0.87,31.9,2.15,17.25,,63.38,1.8,177.48,170.15,976.8,34.8,0.0
2019-09-07 13:00:00,2019-09-07 14:00:00,29.0,65.0,2.65,13.77,9.57,30.48,7.92,0.9,39.32,1.8,15.95,,61.97,1.4,189.0,209.45,976.12,34.95,0.0
2019-09-07 14:00:00,2019-09-07 15:00:00,33.0,83.5,2.47,18.77,11.97,30.25,7.45,0.92,41.53,1.88,16.25,,64.15,1.73,135.32,138.82,975.75,34.38,0.0
2019-09-07 15:00:00,2019-09-07 16:00:00,30.0,122.0,3.17,17.65,12.0,28.95,7.97,0.95,21.08,2.85,32.88,,89.53,0.95,247.55,31.93,976.0,29.5,0.25
2019-09-07 16:00:00,2019-09-07 17:00:00,23.5,94.5,6.35,25.0,18.5,28.82,7.4,1.22,9.28,2.62,21.72,,98.35,0.8,169.45,49.95,975.52,28.7,0.0
2019-09-07 17:00:00,2019-09-07 18:00:00,26.5,67.0,9.62,28.73,23.15,29.2,8.5,1.33,4.75,5.05,26.0,,93.05,1.45,182.57,35.35,975.7,29.67,0.0
2019-09-07 18:00:00,2019-09-07 19:00:00,31.0,99.0,8.7,26.77,21.33,28.18,6.7,1.4,4.72,4.05,36.12,,87.55,1.0,145.15,6.85,976.4,29.73,0.0
2019-09-07 19:00:00,2019-09-07 20:00:00,29.5,97.5,6.12,19.43,15.32,26.5,4.4,1.15,8.25,3.78,35.5,,90.33,1.38,149.0,4.1,977.25,29.6,0.0
2019-09-07 20:00:00,2019-09-07 21:00:00,23.5,69.0,5.05,14.8,12.0,25.52,4.3,1.1,8.9,3.12,26.85,,89.8,1.55,152.55,4.1,978.18,29.3,0.0
2019-09-07 21:00:00,2019-09-07 22:00:00,21.0,53.5,4.25,15.5,11.73,24.83,4.42,1.05,7.02,3.1,28.43,,90.32,0.88,114.75,4.1,978.7,28.88,0.0
2019-09-07 22:00:00,2019-09-07 23:00:00,24.0,58.0,4.6,18.75,13.7,24.5,4.9,1.0,3.42,3.05,23.25,,90.97,0.88,92.8,4.1,978.95,28.55,0.0
2019-09-07 23:00:00,2019-09-08 00:00:00,29.5,68.5,4.62,16.4,12.48,24.42,4.7,0.92,3.6,2.7,21.73,,91.57,0.95,104.65,4.1,978.73,28.0,0.0
2019-09-08 00:00:00,2019-09-08 01:00:00,30.5,68.5,5.22,16.9,13.25,23.92,6.17,0.9,1.77,2.55,20.12,,92.9,0.68,86.33,4.1,979.0,27.8,0.0
2019-09-08 01:00:00,2019-09-08 02:00:00,25.5,63.0,4.73,17.2,13.0,27.7,7.87,0.8,2.2,2.3,20.9,,93.5,0.65,116.47,4.1,978.77,27.7,0.0
2019-09-08 02:00:00,2019-09-08 03:00:00,22.0,60.0,4.65,13.1,10.8,20.65,6.9,0.7,4.1,2.17,19.23,,92.9,0.88,128.18,4.1,978.55,27.78,0.0
2019-09-08 03:00:00,2019-09-08 04:00:00,19.5,57.0,5.85,14.03,12.23,22.3,7.58,0.75,2.23,1.95,17.75,,94.85,0.65,93.78,4.12,978.48,27.43,0.0
2019-09-08 04:00:00,2019-09-08 05:00:00,20.5,56.0,5.28,13.88,11.65,23.32,7.27,0.7,1.68,1.88,22.27,,95.17,0.47,99.0,4.1,978.5,27.22,0.0
2019-09-08 05:00:00,2019-09-08 06:00:00,22.0,50.0,5.25,13.8,11.65,24.05,7.15,0.7,1.5,1.93,22.65,,95.47,0.5,63.5,4.65,978.95,27.08,0.0
