From Date,To Date,PM2.5 (ug/m3),PM10 (ug/m3),NO (ug/m3),NO2 (ug/m3),NOx (ppb),NH3 (ug/m3),SO2 (ug/m3),CO (mg/m3),Ozone (ug/m3),Benzene (ug/m3),Toluene (ug/m3),Temp (degree C),RH (%),WS (m/s),WD (degree),SR (W/mt2),BP (mmHg),AT (degree C),RF (mm)
2019-09-08 06:00:00,2019-09-08 07:00:00,18.0,45.0,5.7,12.57,11.32,24.83,6.8,0.73,2.6,2.02,20.97,,94.83,0.7,108.02,17.15,979.52,27.45,0.0
2019-09-08 07:00:00,2019-09-08 08:00:00,16.0,40.0,4.92,10.9,9.8,25.32,7.8,0.75,5.68,2.27,18.18,,89.67,0.7,24.12,48.9,980.15,28.83,0.0
2019-09-08 08:00:00,2019-09-08 09:00:00,22.5,43.0,5.38,13.95,11.8,25.87,8.08,0.8,9.4,2.53,17.5,,85.08,0.77,27.77,88.1,980.23,30.18,0.0
2019-09-08 09:00:00,2019-09-08 10:00:00,25.0,55.0,4.42,13.28,10.68,26.6,8.43,0.8,19.58,2.02,18.6,,78.43,1.1,12.97,95.97,980.28,31.45,0.0
2019-09-08 10:00:00,2019-09-08 11:00:00,20.5,53.0,2.88,11.0,8.22,26.82,7.77,0.8,26.88,2.0,17.38,,70.25,0.7,96.88,123.85,980.08,33.23,0.0
2019-09-08 11:00:00,2019-09-08 12:00:00,28.0,59.0,1.95,10.15,7.03,27.53,8.05,0.8,44.3,2.25,20.07,,66.95,0.98,109.05,140.12,979.65,33.9,0.0
2019-09-08 12:00:00,2019-09-08 13:00:00,45.5,85.0,1.77,13.65,8.7,28.88,9.57,0.87,75.47,2.5,19.05,,64.05,1.05,28.12,166.52,978.77,34.68,0.0
2019-09-08 13:00:00,2019-09-08 14:00:00,55.5,107.0,1.7,14.52,9.12,29.62,10.15,0.9,95.93,3.08,33.02,,62.92,1.2,41.95,205.62,977.85,34.9,0.0
2019-09-08 14:00:00,2019-09-08 15:00:00,52.0,94.5,1.68,10.68,7.05,28.33,11.25,0.8,84.85,2.42,28.98,,57.2,1.0,41.25,370.15,976.73,35.98,0.0
2019-09-08 15:00:00,2019-09-08 16:00:00,37.5,69.5,1.62,9.62,6.45,27.23,10.18,0.8,54.1,2.08,21.62,,59.5,1.05,71.4,153.05,975.92,35.42,0.0
2019-09-08 16:00:00,2019-09-08 17:00:00,28.5,68.5,1.7,10.35,6.85,26.7,9.78,0.8,46.98,1.88,19.85,,58.85,0.95,69.03,151.25,975.45,35.55,0.0
2019-09-08 17:00:00,2019-09-08 18:00:00,28.0,75.5,1.57,12.93,8.12,25.82,9.02,0.85,42.53,1.98,22.32,,64.32,0.72,47.75,25.68,975.6,33.7,0.0
2019-09-08 18:00:00,2019-09-08 19:00:00,29.0,79.5,1.55,16.62,10.12,24.85,8.73,0.93,83.88,3.0,33.2,,68.75,0.68,20.95,5.68,976.3,32.65,0.0
2019-09-08 19:00:00,2019-09-08 20:00:00,34.5,91.5,2.45,25.67,15.65,24.42,9.3,1.12,45.83,4.15,47.12,,70.75,0.38,54.2,4.1,977.02,32.2,0.0
2019-09-08 20:00:00,2019-09-08 21:00:00,40.0,104.5,7.4,31.7,22.93,23.77,9.43,1.4,14.05,3.88,57.42,,74.47,0.45,98.97,4.1,977.8,31.5,0.0
2019-09-08 21:00:00,2019-09-08 22:00:00,44.5,116.0,11.3,33.72,27.17,23.43,9.38,1.65,5.43,4.35,44.02,,78.8,0.33,140.12,4.1,978.23,30.97,0.0
2019-09-08 22:00:00,2019-09-08 23:00:00,46.5,131.5,22.0,26.95,32.22,24.0,10.47,1.68,4.12,4.92,67.12,,84.78,0.33,128.98,4.1,978.4,30.65,0.0
2019-09-08 23:00:00,2019-09-09 00:00:00,49.0,132.5,31.27,21.27,36.78,23.08,10.12,1.65,3.6,4.55,139.53,,89.2,0.33,116.6,4.1,978.48,30.3,0.0
2019-09-09 00:00:00,2019-09-09 01:00:00,52.5,120.0,32.5,19.9,37.15,22.35,11.4,1.57,3.43,5.17,103.4,,90.57,0.3,116.5,4.1,978.23,29.78,0.0
2019-09-09 01:00:00,2019-09-09 02:00:00,54.5,121.5,33.37,22.13,39.03,27.47,9.13,1.33,160.2,6.22,170.8,,90.42,0.53,60.9,4.1,977.82,29.68,0.0
2019-09-09 02:00:00,2019-09-09 03:00:00,52.0,114.5,13.15,14.75,18.55,20.6,6.8,1.0,,4.5,91.1,,88.8,0.95,95.6,4.1,977.35,29.75,0.0
2019-09-09 03:00:00,2019-09-09 04:00:00,51.0,97.5,10.7,16.52,17.58,20.42,7.02,0.95,159.3,4.5,69.33,,90.62,0.98,90.67,4.12,977.02,29.37,0.0
2019-09-09 04:00:00,2019-09-09 05:00:00,56.0,93.5,8.82,19.23,17.4,20.9,7.35,0.9,76.45,4.05,56.4,,92.47,0.55,4.82,4.07,977.23,29.15,0.0
2019-09-09 05:00:00,2019-09-09 06:00:00,62.0,102.0,15.62,24.0,25.5,21.5,8.15,0.97,25.58,3.42,46.6,,94.8,0.32,5.02,4.82,977.7,28.72,0.0
2019-09-09 06:00:00,2019-09-09 07:00:00,70.0,113.5,15.03,24.67,25.38,22.98,8.03,1.07,28.9,3.95,40.08,,93.2,1.02,91.05,17.35,977.95,29.25,0.0
2019-09-09 07:00:00,2019-09-09 08:00:00,69.5,117.5,15.23,25.7,26.1,24.47,7.8,1.12,46.48,3.7,60.05,,86.92,1.18,345.67,39.62,978.38,30.58,0.0
2019-09-09 08:00:00,2019-09-09 09:00:00,67.5,125.0,11.35,27.23,23.73,26.73,7.68,1.18,10.5,3.12,41.32,,81.4,1.25,333.97,62.38,978.7,31.67,0.0
2019-09-09 09:00:00,2019-09-09 10:00:00,62.5,118.0,8.88,30.5,23.5,27.75,8.62,1.08,12.5,3.07,38.05,,72.3,0.62,306.35,86.35,978.83,33.0,0.0
2019-09-09 10:00:00,2019-09-09 11:00:00,48.5,96.0,3.48,20.55,13.75,28.55,8.07,0.92,33.1,2.6,21.25,,60.45,1.27,345.57,114.97,978.55,34.53,0.0
2019-09-09 11:00:00,2019-09-09 12:00:00,44.0,89.5,1.9,17.3,10.78,27.38,7.97,0.9,60.67,2.12,28.23,,55.55,0.98,183.18,130.53,977.88,35.45,0.0
2019-09-09 12:00:00,2019-09-09 13:00:00,46.0,98.0,1.93,15.5,9.83,27.62,8.73,0.93,83.62,2.62,27.05,,49.67,1.62,179.2,189.55,977.03,36.6,0.0
2019-09-09 13:00:00,2019-09-09 14:00:00,50.0,108.0,1.68,16.4,10.08,28.42,9.08,0.92,92.38,2.67,23.12,,49.2,2.08,340.4,327.07,976.17,36.65,0.0
2019-09-09 14:00:00,2019-09-09 15:00:00,56.5,121.0,1.53,15.68,9.6,28.85,9.15,0.85,82.4,2.95,28.05,,48.3,2.27,263.9,334.02,975.3,36.77,0.0
2019-09-09 15:00:00,2019-09-09 16:00:00,59.5,128.0,1.45,15.68,9.53,28.33,9.45,0.8,66.17,3.08,31.6,,50.33,2.42,264.77,237.0,974.83,36.4,0.0
2019-09-09 16:00:00,2019-09-09 17:00:00,56.0,125.0,1.75,16.25,10.07,27.45,9.88,0.8,52.33,3.03,34.03,,52.42,2.65,354.55,141.33,974.5,36.02,0.0
2019-09-09 17:00:00,2019-09-09 18:00:00,46.5,121.5,1.98,16.12,10.18,26.2,9.6,0.83,40.75,2.9,31.85,,57.17,2.5,348.3,33.6,974.35,34.4,0.0
2019-09-09 18:00:00,2019-09-09 19:00:00,43.5,121.5,1.9,23.95,14.25,24.88,8.33,1.0,25.75,3.35,34.78,,60.85,2.1,347.95,5.42,974.77,33.27,0.0
2019-09-09 19:00:00,2019-09-09 20:00:00,46.5,124.5,2.0,28.25,16.67,23.9,7.35,1.1,20.62,3.33,30.62,,64.47,1.57,178.12,4.1,975.63,32.5,0.0
2019-09-09 20:00:00,2019-09-09 21:00:00,47.0,122.0,2.15,27.25,16.25,23.42,7.73,1.25,17.83,4.58,33.95,,67.0,1.0,5.57,4.1,976.33,31.88,0.0
2019-09-09 21:00:00,2019-09-09 22:00:00,45.5,114.0,2.02,30.18,17.73,22.5,7.78,1.33,12.2,4.15,31.38,,69.35,0.65,2.88,4.1,976.83,31.32,0.0
2019-09-09 22:00:00,2019-09-09 23:00:00,48.5,127.5,8.95,38.08,27.5,21.77,8.5,1.58,2.9,4.92,32.02,,74.75,0.62,1.28,4.07,976.9,30.98,0.0
2019-09-09 23:00:00,2019-09-10 00:00:00,54.0,147.5,15.33,36.77,32.1,22.23,8.02,1.65,8.2,5.88,32.2,,76.62,1.27,3.27,4.1,976.77,31.02,0.0
2019-09-10 00:00:00,2019-09-10 01:00:00,62.5,159.5,21.35,33.52,35.2,22.93,7.17,1.53,6.5,6.4,32.38,,80.25,0.77,2.9,4.07,976.65,30.53,0.0
2019-09-10 01:00:00,2019-09-10 02:00:00,72.0,159.5,10.63,33.23,26.33,25.83,7.77,1.33,18.35,6.7,30.42,,82.78,0.4,2.68,4.1,976.68,29.92,0.0
2019-09-10 02:00:00,2019-09-10 03:00:00,84.5,192.0,40.0,30.05,48.5,20.45,7.9,1.4,76.47,5.95,40.15,,86.35,0.33,2.67,4.1,976.5,29.2,0.0
2019-09-10 03:00:00,2019-09-10 04:00:00,76.0,181.5,24.35,25.82,34.1,19.57,7.23,1.18,,6.83,43.27,,85.3,0.3,2.7,4.1,976.4,29.18,0.0
2019-09-10 04:00:00,2019-09-10 05:00:00,73.5,183.5,100.1,32.73,98.88,19.7,9.38,1.53,,5.72,39.38,,87.18,0.3,2.7,4.1,976.55,28.9,0.0
2019-09-10 05:00:00,2019-09-10 06:00:00,93.0,251.5,113.42,31.57,109.28,21.22,10.22,1.68,139.03,5.12,38.65,,89.2,0.3,2.7,4.55,976.78,28.47,0.0
2019-09-10 06:00:00,2019-09-10 07:00:00,93.0,239.5,89.58,28.55,88.1,20.8,10.0,1.67,106.25,5.62,40.7,,88.92,0.35,2.7,15.0,977.08,28.77,0.0
2019-09-10 07:00:00,2019-09-10 08:00:00,79.0,184.5,48.4,26.27,53.4,22.87,7.92,1.25,,4.88,34.1,,80.1,0.83,4.65,34.12,977.55,30.67,0.0
2019-09-10 08:00:00,2019-09-10 09:00:00,63.5,133.5,32.58,21.23,37.88,23.3,7.72,1.02,158.03,3.4,30.58,,72.5,0.62,109.22,56.3,977.7,31.95,0.0
2019-09-10 09:00:00,2019-09-10 10:00:00,54.0,107.0,25.7,21.8,32.6,24.25,7.9,1.1,89.65,3.0,23.8,,68.05,0.65,180.3,91.03,977.65,32.92,0.0
2019-09-10 10:00:00,2019-09-10 11:00:00,54.0,116.5,6.7,25.5,19.1,30.7,9.8,1.0,57.07,1.3,7.1,,62.63,0.77,303.23,104.6,977.45,34.02,0.0
2019-09-10 11:00:00,2019-09-10 12:00:00,57.0,124.5,3.05,21.15,13.78,30.38,9.47,1.05,83.0,1.55,18.45,,53.5,1.15,271.3,147.85,976.9,35.53,0.0
2019-09-10 12:00:00,2019-09-10 13:00:00,57.0,116.5,1.82,18.02,11.08,31.45,12.03,1.03,93.0,10.55,9.57,,49.52,0.7,219.7,171.18,976.12,36.58,0.0
2019-09-10 13:00:00,2019-09-10 14:00:00,62.0,118.0,1.85,17.77,10.97,35.33,12.15,1.12,104.47,14.8,14.0,,58.13,1.18,252.97,407.25,975.62,28.4,0.0
2019-09-10 14:00:00,2019-09-10 15:00:00,66.0,120.0,1.77,17.88,10.97,35.55,10.75,1.15,112.68,,,,45.8,1.23,342.5,317.55,975.05,37.53,0.0
2019-09-10 15:00:00,2019-09-10 16:00:00,66.5,124.0,1.8,17.12,10.62,35.1,12.93,1.1,114.58,5.1,5.57,,43.12,1.78,351.2,255.07,974.47,37.67,0.0
2019-09-10 16:00:00,2019-09-10 17:00:00,61.5,116.5,1.73,16.03,9.97,31.47,11.45,1.02,103.38,2.5,18.8,,44.1,1.08,139.92,137.22,974.2,37.4,0.0
2019-09-10 17:00:00,2019-09-10 18:00:00,70.5,154.5,1.68,17.85,10.85,33.88,11.7,1.18,98.67,2.95,36.83,,58.17,1.05,118.82,30.7,974.2,35.1,0.0
2019-09-10 18:00:00,2019-09-10 19:00:00,83.0,216.0,3.0,43.63,28.78,33.67,11.03,1.77,45.73,3.35,42.32,,63.23,1.35,176.15,4.88,974.72,33.85,0.0
2019-09-10 19:00:00,2019-09-10 20:00:00,81.0,227.0,11.25,69.75,46.27,35.5,10.43,2.25,15.93,4.08,44.97,,66.35,1.42,180.0,4.1,975.7,33.12,0.0
2019-09-10 20:00:00,2019-09-10 21:00:00,93.0,231.0,6.05,52.03,32.93,36.55,9.1,2.07,16.08,6.05,35.6,,72.65,0.45,173.55,4.07,976.9,31.8,0.0
2019-09-10 21:00:00,2019-09-10 22:00:00,97.5,235.5,18.33,52.95,43.17,35.45,9.1,2.22,9.32,5.93,32.55,,73.38,0.9,167.18,4.1,977.6,31.65,0.0
2019-09-10 22:00:00,2019-09-10 23:00:00,96.0,252.0,31.75,44.38,49.42,35.15,9.07,2.23,9.6,5.6,35.6,,76.05,0.47,175.28,4.1,977.9,31.25,0.0
2019-09-10 23:00:00,2019-09-11 00:00:00,109.0,278.0,31.48,45.67,49.92,35.67,9.5,2.03,10.95,6.35,43.3,,78.15,0.3,104.58,4.1,977.9,30.77,0.0
2019-09-11 00:00:00,2019-09-11 01:00:00,103.0,245.0,14.62,33.73,29.9,35.5,8.1,1.57,14.53,5.3,34.8,,77.08,0.45,117.0,4.1,977.72,30.82,0.0
2019-09-11 01:00:00,2019-09-11 02:00:00,84.0,181.5,14.03,30.07,27.4,39.0,9.03,1.37,13.45,4.4,28.12,,81.38,0.4,149.57,4.1,977.08,30.15,0.0
2019-09-11 02:00:00,2019-09-11 03:00:00,86.0,196.0,51.25,32.4,58.8,30.8,9.9,1.5,12.28,4.25,24.85,,84.42,0.35,133.88,4.1,976.8,29.78,0.0
2019-09-11 03:00:00,2019-09-11 04:00:00,95.5,210.5,56.3,26.67,60.12,31.2,9.83,1.48,13.12,3.95,24.75,,88.8,0.3,137.4,4.1,976.95,29.15,0.0
2019-09-11 04:00:00,2019-09-11 05:00:00,93.5,183.0,57.33,26.95,61.05,32.55,9.88,1.38,10.93,3.48,22.85,,89.48,0.3,137.4,4.1,977.42,29.05,0.0
2019-09-11 05:00:00,2019-09-11 06:00:00,90.5,198.5,68.75,23.93,68.7,34.9,10.07,1.6,8.9,3.82,30.17,,91.6,0.35,139.62,4.4,977.85,28.88,0.0
2019-09-11 06:00:00,2019-09-11 07:00:00,83.0,194.0,46.75,20.58,49.0,37.25,9.53,1.4,2.3,4.38,29.82,,93.3,0.6,106.28,15.72,978.55,29.18,0.0
2019-09-11 07:00:00,2019-09-11 08:00:00,68.5,151.0,30.23,20.75,35.73,37.65,7.45,1.33,,3.48,22.65,,86.47,0.95,132.23,37.98,979.0,30.8,0.0
2019-09-11 08:00:00,2019-09-11 09:00:00,60.0,152.5,21.43,20.8,28.55,39.7,7.53,1.25,7.67,3.5,19.55,,78.83,1.23,147.68,69.2,979.38,32.15,0.0
2019-09-11 09:00:00,2019-09-11 10:00:00,62.5,174.0,14.1,24.48,24.53,41.77,7.52,1.32,21.98,3.45,18.93,,66.38,1.25,218.18,80.58,979.2,34.0,0.0
2019-09-11 10:00:00,2019-09-11 11:00:00,66.5,167.5,7.62,22.15,18.0,43.75,7.9,1.15,45.58,3.25,18.98,,56.55,1.05,234.22,108.05,978.75,35.65,0.0
2019-09-11 11:00:00,2019-09-11 12:00:00,67.0,150.5,3.03,15.93,11.05,45.9,8.62,1.1,80.38,2.83,33.1,,50.27,1.07,209.32,135.12,978.35,36.65,0.0
2019-09-11 12:00:00,2019-09-11 13:00:00,68.0,150.5,2.1,19.07,11.85,47.28,7.8,1.17,100.03,3.1,21.88,,49.45,1.08,211.9,174.48,977.78,36.9,0.0
2019-09-11 13:00:00,2019-09-11 14:00:00,67.5,154.0,1.88,17.77,10.97,46.95,6.97,1.2,136.68,2.98,18.75,,43.77,0.93,257.0,345.82,977.12,38.3,0.0
2019-09-11 14:00:00,2019-09-11 15:00:00,66.5,143.0,1.4,17.5,10.5,45.35,7.2,1.12,150.7,2.97,48.85,,41.0,1.2,171.83,319.35,976.53,38.6,0.0
2019-09-11 15:00:00,2019-09-11 16:00:00,68.0,146.0,1.57,21.48,12.65,41.77,7.6,1.1,113.78,3.08,49.75,,48.28,1.05,85.55,101.55,976.02,37.12,0.0
2019-09-11 16:00:00,2019-09-11 17:00:00,71.0,162.0,1.35,20.8,12.2,40.33,7.85,1.12,86.57,3.62,66.15,,52.72,1.0,135.32,83.08,975.88,36.25,0.0
2019-09-11 17:00:00,2019-09-11 18:00:00,67.5,165.0,1.6,27.08,15.7,39.08,7.52,1.22,68.95,2.7,46.22,,54.83,1.05,139.57,29.2,976.05,35.48,0.0
2019-09-11 18:00:00,2019-09-11 19:00:00,68.0,179.0,5.93,46.5,29.5,35.95,9.7,1.67,39.32,3.92,77.93,,59.83,1.1,142.12,4.95,976.55,34.45,0.0
2019-09-11 19:00:00,2019-09-11 20:00:00,72.5,211.5,17.52,62.3,47.53,36.62,10.8,2.25,12.58,6.22,53.67,,62.6,1.0,175.03,4.1,977.45,33.8,0.0
2019-09-11 20:00:00,2019-09-11 21:00:00,75.0,221.0,31.98,55.62,55.6,36.0,10.38,2.45,10.92,5.55,61.08,,67.85,0.45,161.28,4.1,978.22,32.7,0.0
2019-09-11 21:00:00,2019-09-11 22:00:00,84.5,244.5,60.15,54.73,78.17,33.97,10.55,2.8,9.62,6.95,53.98,,70.67,0.53,169.28,4.1,978.73,32.02,0.0
2019-09-11 22:00:00,2019-09-11 23:00:00,91.5,251.5,37.1,51.7,59.25,34.67,10.57,2.25,10.28,7.12,52.72,,70.33,0.57,164.85,4.1,978.93,31.98,0.0
2019-09-11 23:00:00,2019-09-12 00:00:00,85.0,217.5,33.58,42.97,50.25,34.17,9.65,1.83,12.55,5.65,46.27,,71.1,0.7,159.95,4.1,979.07,31.9,0.0
2019-09-12 00:00:00,2019-09-12 01:00:00,75.0,195.0,23.6,33.85,37.2,33.5,8.8,1.5,11.7,3.9,33.38,,74.88,0.97,168.75,4.07,978.8,31.65,0.0
2019-09-12 01:00:00,2019-09-12 02:00:00,67.5,173.0,18.6,28.93,30.57,38.6,8.63,1.3,12.9,3.15,27.3,,77.48,1.27,178.25,4.1,978.22,31.23,0.0
2019-09-12 02:00:00,2019-09-12 03:00:00,67.5,159.5,13.8,24.55,24.2,27.95,6.95,1.1,16.48,2.88,21.85,,77.4,1.18,159.25,4.1,978.1,31.15,0.0
2019-09-12 03:00:00,2019-09-12 04:00:00,72.5,170.0,25.53,30.93,37.35,29.33,8.03,1.12,10.8,2.55,19.02,,81.3,1.07,173.22,4.12,978.32,30.7,0.0
2019-09-12 04:00:00,2019-09-12 05:00:00,73.5,179.5,36.45,26.75,43.92,31.0,8.5,1.12,10.3,2.52,17.12,,84.25,0.95,177.07,4.1,978.65,30.4,0.0
2019-09-12 05:00:00,2019-09-12 06:00:00,73.0,194.5,44.77,26.5,50.57,33.28,8.05,1.22,9.05,2.7,17.57,,87.48,1.3,179.12,4.3,979.05,29.9,0.0
2019-09-12 06:00:00,2019-09-12 07:00:00,72.0,194.5,35.72,25.48,42.95,36.2,9.27,1.3,9.72,3.15,18.58,,89.28,1.45,185.05,13.4,979.4,29.52,0.0
2019-09-12 07:00:00,2019-09-12 08:00:00,70.0,178.0,25.6,22.75,32.98,37.92,9.4,1.35,11.15,3.92,19.98,,86.2,1.95,180.15,37.5,980.1,30.45,0.0
2019-09-12 08:00:00,2019-09-12 09:00:00,65.5,165.5,19.52,24.7,29.1,38.05,9.15,1.38,17.8,3.4,20.55,,78.65,2.4,183.62,63.1,980.8,31.9,0.0
2019-09-12 09:00:00,2019-09-12 10:00:00,59.0,158.5,14.25,26.3,25.62,38.83,8.8,1.45,22.88,3.6,21.3,,72.78,2.9,182.73,83.25,980.88,32.95,0.0
2019-09-12 10:00:00,2019-09-12 11:00:00,54.0,146.0,8.15,20.38,17.5,39.35,8.88,1.25,33.75,3.55,20.42,,67.73,1.7,167.15,118.4,980.62,34.58,0.0
2019-09-12 11:00:00,2019-09-12 12:00:00,47.5,116.0,4.25,16.38,12.17,40.35,9.6,1.08,29.45,3.05,22.12,,67.45,1.88,150.7,169.57,980.35,35.12,0.0
2019-09-12 12:00:00,2019-09-12 13:00:00,43.5,105.5,2.85,12.75,9.1,41.88,9.87,1.03,35.67,2.48,24.15,,64.17,1.45,127.45,182.18,979.72,35.77,0.0
2019-09-12 13:00:00,2019-09-12 14:00:00,45.0,97.0,2.23,11.33,7.83,41.52,10.45,1.05,39.75,2.83,21.12,,64.8,1.52,138.93,229.28,978.55,35.35,0.0
2019-09-12 14:00:00,2019-09-12 15:00:00,39.5,90.0,1.7,10.95,7.22,41.4,10.88,1.0,43.77,2.52,26.48,,66.25,1.43,111.1,186.97,977.65,34.88,0.0
2019-09-12 15:00:00,2019-09-12 16:00:00,33.5,95.5,1.8,13.32,8.55,39.0,10.72,1.0,44.25,2.95,30.48,,63.65,1.45,98.93,91.8,977.48,33.95,0.0
2019-09-12 16:00:00,2019-09-12 17:00:00,31.0,97.0,2.12,15.35,9.92,35.82,10.38,1.0,38.17,2.97,33.23,,63.8,1.35,82.4,82.2,977.73,33.45,0.0
2019-09-12 17:00:00,2019-09-12 18:00:00,28.0,94.5,2.33,17.25,11.1,34.7,11.02,1.0,32.5,3.68,33.7,,66.92,1.27,101.25,36.9,977.65,32.72,0.0
2019-09-12 18:00:00,2019-09-12 19:00:00,28.5,102.0,2.32,21.0,13.1,34.17,10.8,1.13,23.62,3.7,43.45,,72.28,1.23,88.42,5.18,978.12,31.62,0.0
2019-09-12 19:00:00,2019-09-12 20:00:00,37.5,118.0,2.92,22.2,14.2,33.98,10.98,1.23,15.85,3.48,38.33,,77.22,1.25,90.43,4.07,979.07,31.08,0.0
2019-09-12 20:00:00,2019-09-12 21:00:00,45.5,120.0,3.15,19.3,12.82,33.1,10.47,1.2,15.92,3.25,33.85,,82.53,1.33,115.7,4.1,980.2,30.87,0.0
2019-09-12 21:00:00,2019-09-12 22:00:00,48.0,103.5,3.1,17.12,11.62,32.42,11.12,1.12,15.02,3.0,25.88,,85.75,1.5,142.98,4.1,980.7,30.65,0.0
2019-09-12 22:00:00,2019-09-12 23:00:00,45.5,87.5,3.0,13.9,9.88,31.38,10.82,1.08,12.38,2.83,22.93,,87.58,1.73,155.85,4.1,980.58,30.2,0.0
2019-09-12 23:00:00,2019-09-13 00:00:00,38.5,73.5,3.18,13.07,9.57,30.45,10.47,0.95,11.32,2.4,19.45,,87.8,1.28,154.55,4.1,980.62,29.67,0.0
2019-09-13 00:00:00,2019-09-13 01:00:00,35.0,63.5,2.77,11.5,8.4,29.93,9.57,0.9,9.63,2.07,16.35,,89.67,0.75,125.78,4.1,980.62,29.38,0.0
2019-09-13 01:00:00,2019-09-13 02:00:00,35.0,64.0,3.5,12.9,9.7,35.3,11.07,0.9,11.85,2.2,16.45,,91.35,0.92,129.12,4.1,980.4,29.23,0.0
2019-09-13 02:00:00,2019-09-13 03:00:00,35.0,66.0,4.25,14.5,11.15,25.05,10.3,0.9,9.88,1.95,16.05,,91.43,0.92,116.17,4.1,979.8,29.08,0.0
2019-09-13 03:00:00,2019-09-13 04:00:00,31.0,59.0,3.85,13.95,10.6,25.52,10.35,0.9,6.82,1.82,16.65,,93.32,0.45,87.32,4.07,979.7,28.43,0.0
2019-09-13 04:00:00,2019-09-13 05:00:00,35.0,61.0,6.3,15.32,13.3,27.2,10.45,0.9,6.15,1.77,16.1,,94.07,0.7,107.03,4.1,979.9,28.3,0.0
2019-09-13 05:00:00,2019-09-13 06:00:00,35.0,62.0,6.35,16.03,13.82,27.97,10.57,0.85,2.6,1.77,15.95,,93.75,0.6,74.5,4.45,980.4,28.1,0.0
2019-09-13 06:00:00,2019-09-13 07:00:00,32.0,70.0,7.42,15.5,14.27,29.0,8.67,0.93,3.85,2.0,23.35,,93.62,0.7,103.28,16.68,980.88,28.27,0.0
2019-09-13 07:00:00,2019-09-13 08:00:00,38.0,86.0,8.03,14.1,14.05,30.12,6.28,1.02,7.08,2.2,19.2,,90.78,0.77,100.33,34.38,981.47,29.03,0.0
2019-09-13 08:00:00,2019-09-13 09:00:00,39.0,86.0,6.8,13.45,12.68,29.8,6.03,1.0,12.57,2.05,16.77,,82.28,1.08,130.5,66.6,981.8,30.5,0.0
2019-09-13 09:00:00,2019-09-13 10:00:00,33.0,79.0,4.95,11.65,10.22,28.85,6.05,1.0,21.1,2.08,16.48,,72.4,1.33,122.28,78.25,982.07,32.25,0.0
2019-09-13 10:00:00,2019-09-13 11:00:00,26.5,82.0,3.7,10.98,8.85,28.92,6.45,0.95,27.43,2.52,18.42,,67.88,1.45,129.72,89.17,981.83,33.38,0.0
2019-09-13 11:00:00,2019-09-13 12:00:00,26.5,77.5,2.8,8.57,6.88,28.6,6.83,0.88,27.95,2.1,18.68,,62.52,1.12,112.3,112.38,981.32,34.42,0.0
2019-09-13 12:00:00,2019-09-13 13:00:00,23.5,62.5,3.08,10.05,7.87,29.0,8.27,0.87,32.02,1.82,18.6,,53.5,1.62,144.95,158.72,980.67,36.27,0.0
2019-09-13 13:00:00,2019-09-13 14:00:00,19.5,55.5,1.93,8.5,6.1,29.57,9.25,0.8,41.0,1.77,27.27,,57.25,1.08,74.08,228.7,979.83,35.38,0.0
2019-09-13 14:00:00,2019-09-13 15:00:00,17.0,60.5,1.82,8.8,6.18,30.35,8.68,0.8,42.18,1.93,51.12,,55.92,1.2,105.7,240.57,978.8,35.33,0.0
2019-09-13 15:00:00,2019-09-13 16:00:00,16.0,65.5,1.8,9.85,6.7,29.95,9.33,0.8,40.03,2.43,85.85,,53.27,1.38,93.5,128.58,977.9,35.35,0.0
2019-09-13 16:00:00,2019-09-13 17:00:00,19.0,67.0,2.03,10.78,7.42,28.92,9.18,0.83,36.65,2.5,60.55,,51.02,1.52,129.3,150.32,977.65,35.88,0.0
2019-09-13 17:00:00,2019-09-13 18:00:00,18.0,75.5,2.88,18.88,12.4,27.62,8.88,1.03,30.13,2.17,41.88,,59.5,1.7,163.98,20.32,977.75,33.9,0.0
2019-09-13 18:00:00,2019-09-13 19:00:00,19.0,88.0,14.53,34.42,30.1,27.82,9.13,1.53,13.15,3.02,43.9,,64.7,2.05,184.3,4.75,978.52,32.55,0.0
2019-09-13 19:00:00,2019-09-13 20:00:00,25.5,103.5,13.85,29.85,27.15,28.48,8.88,1.5,15.0,4.58,40.27,,69.8,1.55,157.95,4.1,979.52,32.12,0.0
2019-09-13 20:00:00,2019-09-13 21:00:00,28.5,97.5,6.73,20.12,16.2,26.98,8.05,1.23,21.15,3.58,33.95,,72.05,1.15,152.85,4.1,980.3,31.67,0.0
2019-09-13 21:00:00,2019-09-13 22:00:00,25.0,80.0,5.15,19.25,14.4,26.17,7.97,1.2,19.83,3.05,31.9,,73.45,1.25,151.88,4.1,980.9,31.3,0.0
2019-09-13 22:00:00,2019-09-13 23:00:00,26.0,69.5,3.8,15.62,11.4,25.22,8.03,1.08,21.18,2.65,24.82,,74.88,1.35,146.15,4.1,981.23,31.05,0.0
2019-09-13 23:00:00,2019-09-14 00:00:00,23.5,65.0,5.0,17.7,13.47,24.78,8.1,1.0,14.97,2.27,20.67,,76.52,1.27,157.72,4.1,981.2,30.78,0.0
2019-09-14 00:00:00,2019-09-14 01:00:00,17.5,66.5,4.65,17.27,12.97,24.18,7.67,0.93,15.33,1.97,20.15,,77.7,1.55,159.78,4.07,980.72,30.4,0.0
