From Date,To Date,PM2.5 (ug/m3),PM10 (ug/m3),NO (ug/m3),NO2 (ug/m3),NOx (ppb),NH3 (ug/m3),SO2 (ug/m3),CO (mg/m3),Ozone (ug/m3),Benzene (ug/m3),Toluene (ug/m3),Eth-Benzene (ug/m3),MP-Xylene (ug/m3),O Xylene (ug/m3),RH (%),WS (m/s),WD (degree),SR (W/mt2),BP (mmHg),Xylene (ug/m3),AT (degree C),RF (mm)
2023-02-25 23:00:00,2023-02-26 00:00:00,,198.33,65.45,83.98,149.37,81.29,39.89,1.18,2.63,0.59,,,,,55.54,0.45,115.92,,,,23.48,
2023-02-26 00:00:00,2023-02-26 01:00:00,,225.82,168.73,36.1,201.66,67.16,45.21,1.47,2.94,0.59,,,,,62.08,0.48,108.61,,,,22.71,
2023-02-26 01:00:00,2023-02-26 02:00:00,,234.49,183.75,15.27,195.47,67.05,41.66,1.7,2.98,0.59,,,,,64.39,0.49,74.68,,,,22.38,
2023-02-26 02:00:00,2023-02-26 03:00:00,,249.1,127.49,37.63,165.1,75.21,45.51,1.92,2.58,0.59,,,,,63.7,0.54,63.88,,,,22.25,
2023-02-26 03:00:00,2023-02-26 04:00:00,,227.75,26.55,47.34,73.88,93.26,42.99,1.96,7.74,0.59,,,,,55.28,0.58,73.1,,,,22.12,
2023-02-26 04:00:00,2023-02-26 05:00:00,,168.58,17.36,34.57,51.92,97.02,43.81,1.93,15.31,0.59,,,,,54.61,0.55,86.59,,,,22.37,
2023-02-26 05:00:00,2023-02-26 06:00:00,,138.25,19.0,42.93,61.93,95.52,41.2,1.8,9.19,0.59,,,,,59.71,0.52,82.92,,903.08,,21.19,
2023-02-26 06:00:00,2023-02-26 07:00:00,,138.96,41.38,64.02,105.42,88.76,43.73,1.7,3.71,0.59,,,,,64.45,0.47,81.69,,777.17,,20.6,
2023-02-26 07:00:00,2023-02-26 08:00:00,,209.21,159.68,15.78,172.09,71.75,43.7,1.63,3.33,0.59,,,,,67.45,0.58,73.64,3.27,,,20.8,
2023-02-26 08:00:00,2023-02-26 09:00:00,,238.92,153.1,46.22,199.29,68.62,40.74,1.73,3.32,0.59,,,,,64.11,0.49,107.91,28.68,,,23.24,
2023-02-26 09:00:00,2023-02-26 10:00:00,,263.27,71.99,98.73,170.73,77.56,41.38,1.77,4.09,0.59,,,,,52.4,0.4,135.25,31.19,,,26.7,
2023-02-26 10:00:00,2023-02-26 11:00:00,,295.24,26.06,93.59,119.64,87.65,44.51,1.9,20.71,0.59,,,,,49.81,0.51,184.6,67.09,,,28.64,
2023-02-26 11:00:00,2023-02-26 12:00:00,,283.25,14.05,35.64,49.69,97.16,45.24,1.73,28.92,0.59,,,,,49.8,0.58,213.42,85.05,,,30.66,
2023-02-26 12:00:00,2023-02-26 13:00:00,,216.82,11.97,27.94,39.92,98.82,46.23,1.62,33.39,0.59,,,,,50.09,0.73,244.63,37.25,,,32.25,
2023-02-26 13:00:00,2023-02-26 14:00:00,,182.79,11.52,23.98,35.52,99.11,47.78,1.44,35.16,0.59,,,,,48.3,1.21,267.02,38.32,,,31.91,
2023-02-26 14:00:00,2023-02-26 15:00:00,,159.85,12.03,25.88,37.91,98.96,49.33,1.25,40.34,0.59,,,,,43.68,1.16,210.1,,,,32.04,
2023-02-26 15:00:00,2023-02-26 16:00:00,,157.67,11.08,24.15,35.23,99.6,49.62,1.32,47.53,0.59,,,,,46.77,1.09,214.53,,,,31.28,
2023-02-26 16:00:00,2023-02-26 17:00:00,,176.57,11.83,30.43,42.26,98.83,49.27,1.08,48.63,0.59,,,,,51.76,0.94,218.62,24.33,,,30.89,
2023-02-26 17:00:00,2023-02-26 18:00:00,,182.7,11.26,35.45,46.7,98.22,48.84,1.06,41.83,0.59,,,,,48.47,0.79,204.15,24.38,,,30.08,
2023-02-26 18:00:00,2023-02-26 19:00:00,,179.85,10.75,32.9,43.65,98.69,47.63,1.04,38.74,0.59,,,,,49.82,0.82,179.11,2.39,,,28.54,
2023-02-26 19:00:00,2023-02-26 20:00:00,,166.36,11.39,35.2,46.6,98.14,45.52,0.94,41.71,0.59,,,,,62.09,0.9,183.66,,,,26.97,
2023-02-26 20:00:00,2023-02-26 21:00:00,,180.02,12.14,36.23,48.36,98.12,43.18,1.02,35.84,0.59,,,,,62.84,0.71,145.65,,,,26.38,
2023-02-26 21:00:00,2023-02-26 22:00:00,,195.0,12.71,37.91,50.62,97.48,41.2,1.09,29.54,0.59,,,,,58.45,0.65,116.18,,,,26.09,
2023-02-26 22:00:00,2023-02-26 23:00:00,,198.4,20.61,69.66,90.28,91.66,39.32,1.01,8.47,0.59,,,,,60.46,0.48,124.19,,,,24.81,
2023-02-26 23:00:00,2023-02-27 00:00:00,,221.82,33.31,96.05,129.38,85.83,38.95,1.19,3.61,0.59,,,,,61.59,0.46,116.54,,,,23.94,
2023-02-27 00:00:00,2023-02-27 01:00:00,,257.98,100.41,74.39,174.8,75.56,39.65,1.46,2.59,0.59,,,,,60.79,0.48,116.34,,,,23.16,
2023-02-27 01:00:00,2023-02-27 02:00:00,,246.29,145.8,37.0,182.8,71.09,39.31,1.71,3.31,0.59,,,,,65.54,0.43,84.89,,,,22.52,
2023-02-27 02:00:00,2023-02-27 03:00:00,,240.67,112.02,46.39,158.41,77.2,42.92,1.9,3.02,0.59,,,,,69.55,0.49,81.4,,,,21.98,
2023-02-27 03:00:00,2023-02-27 04:00:00,,224.42,70.23,41.5,111.69,85.41,41.86,1.97,3.38,0.59,,,,,68.47,0.54,81.72,,,,21.89,
2023-02-27 04:00:00,2023-02-27 05:00:00,,198.59,22.28,36.23,58.51,95.42,40.61,2.03,6.64,0.59,,,,,63.67,0.58,86.77,,,,21.8,
2023-02-27 05:00:00,2023-02-27 06:00:00,,187.36,22.47,39.85,62.32,95.21,43.64,1.94,6.21,0.59,,,,,66.46,0.43,84.86,,,,21.23,
2023-02-27 06:00:00,2023-02-27 07:00:00,,176.9,28.14,46.44,74.58,93.11,38.81,1.91,3.08,0.59,,,,,71.6,0.46,67.98,,,,20.95,
2023-02-27 07:00:00,2023-02-27 08:00:00,,180.65,66.21,36.49,102.17,86.13,42.21,1.8,3.09,0.59,,,,,72.54,0.52,80.12,8.34,,,21.28,
2023-02-27 08:00:00,2023-02-27 09:00:00,,205.33,169.73,6.9,172.65,67.95,37.29,1.64,2.85,0.59,,,,,68.11,0.43,111.07,24.82,,,23.53,
2023-02-27 09:00:00,2023-02-27 10:00:00,,277.67,120.17,62.05,182.22,72.44,40.52,1.97,2.68,0.59,,,,,56.71,0.41,138.32,35.19,,,27.0,
2023-02-27 10:00:00,2023-02-27 11:00:00,,295.03,51.32,104.42,155.74,81.02,43.25,1.88,7.06,0.59,,,,,49.59,0.51,190.99,52.48,,,29.35,
2023-02-27 11:00:00,2023-02-27 12:00:00,,259.14,21.99,96.81,118.8,88.18,45.77,1.86,27.05,0.59,,,,,45.18,0.61,191.17,30.88,,,31.97,
2023-02-27 12:00:00,2023-02-27 13:00:00,,251.27,15.77,51.36,67.14,95.17,49.2,1.88,29.73,0.59,,,,,48.01,0.86,217.49,,726.07,,32.12,
2023-02-27 13:00:00,2023-02-27 14:00:00,,210.43,13.03,30.21,43.24,98.27,51.9,1.73,34.64,0.59,,,,,48.41,1.09,241.2,,,,31.8,
2023-02-27 14:00:00,2023-02-27 15:00:00,,162.88,11.73,27.49,39.22,99.05,53.8,1.53,32.32,0.59,,,,,41.28,1.25,233.85,,,,31.82,
2023-02-27 15:00:00,2023-02-27 16:00:00,,148.06,11.34,27.4,38.75,99.03,53.9,1.29,35.52,0.59,,,,,40.38,1.21,222.76,,,,31.4,
2023-02-27 16:00:00,2023-02-27 17:00:00,,140.68,11.5,31.77,43.26,98.8,54.74,1.23,30.53,0.59,,,,,43.67,0.86,198.1,,,,30.77,
2023-02-27 17:00:00,2023-02-27 18:00:00,,143.22,11.16,37.03,48.19,98.15,54.03,1.15,28.88,0.59,,,,,44.58,0.97,185.5,,,,29.52,
2023-02-27 18:00:00,2023-02-27 19:00:00,,160.7,11.86,39.51,51.37,97.83,50.79,1.17,34.82,0.59,,,,,52.81,0.88,190.56,,,,27.46,
2023-02-27 19:00:00,2023-02-27 20:00:00,,183.53,12.21,40.53,52.75,97.31,47.35,1.1,29.45,0.59,,,,,61.69,0.7,156.83,,,,25.98,
2023-02-27 20:00:00,2023-02-27 21:00:00,,201.38,14.77,49.4,64.16,95.74,45.22,0.97,15.59,0.59,,,,,60.23,0.47,143.93,,,,25.26,
2023-02-27 21:00:00,2023-02-27 22:00:00,,165.37,26.67,59.29,85.98,92.05,43.47,1.12,5.91,0.59,,,,,58.32,0.49,120.63,,,,24.34,
2023-02-27 22:00:00,2023-02-27 23:00:00,,153.14,77.66,62.66,140.34,82.1,40.72,1.17,2.38,0.59,,,,,63.16,0.45,114.75,,,,23.04,
2023-02-27 23:00:00,2023-02-28 00:00:00,,190.35,152.22,20.62,172.5,72.31,40.65,1.42,2.45,0.59,,,,,70.37,0.43,88.22,,,,22.46,
2023-02-28 00:00:00,2023-02-28 01:00:00,,190.2,123.36,20.59,143.59,81.01,40.88,1.59,2.44,0.59,,,,,70.09,0.47,105.29,,,,22.67,
2023-02-28 01:00:00,2023-02-28 02:00:00,,155.81,22.14,32.06,54.2,96.51,40.72,1.79,10.44,0.59,,,,,65.53,0.48,145.5,,,,23.8,
2023-02-28 02:00:00,2023-02-28 03:00:00,,109.08,16.05,24.21,40.27,98.15,40.44,1.65,12.11,0.59,,,,,56.01,0.57,143.3,,,,23.73,
2023-02-28 03:00:00,2023-02-28 04:00:00,,92.46,14.23,22.48,36.71,98.9,40.42,1.32,19.98,0.59,,,,,54.32,0.7,138.16,,,,24.14,
2023-02-28 04:00:00,2023-02-28 05:00:00,,95.93,12.7,19.3,31.99,99.43,40.34,1.28,19.79,0.59,,,,,62.1,0.56,119.4,,,,23.51,
2023-02-28 05:00:00,2023-02-28 06:00:00,,106.27,14.3,27.75,42.05,98.3,40.33,1.11,11.17,0.59,,,,,63.21,0.52,89.22,,,,22.06,
2023-02-28 06:00:00,2023-02-28 07:00:00,,119.38,18.94,42.99,61.94,95.51,43.38,1.22,4.65,0.59,,,,,63.85,0.45,85.95,,,,21.22,
2023-02-28 07:00:00,2023-02-28 08:00:00,,152.71,125.67,19.37,143.3,76.03,39.49,1.15,2.71,0.59,,,,,62.31,0.49,80.05,5.52,,,21.61,
2023-02-28 08:00:00,2023-02-28 09:00:00,,244.74,227.68,31.73,259.08,55.61,44.0,1.25,3.81,0.59,,,,,60.36,0.61,116.99,26.3,,,23.71,
2023-02-28 09:00:00,2023-02-28 10:00:00,,336.1,82.81,94.04,176.82,76.74,43.36,1.48,5.27,0.59,,,,,48.76,0.6,122.18,42.2,,,26.49,
2023-02-28 10:00:00,2023-02-28 11:00:00,,305.03,21.16,105.19,126.35,85.01,45.12,1.66,18.55,0.59,,,,,43.0,0.61,184.29,57.65,,,28.71,
2023-02-28 11:00:00,2023-02-28 12:00:00,,261.91,21.92,130.18,152.09,83.98,47.57,1.68,26.52,0.59,,,,,45.89,0.67,199.61,77.51,,,30.16,
2023-02-28 12:00:00,2023-02-28 13:00:00,,290.44,15.1,65.79,80.89,94.09,50.91,1.91,46.91,0.59,,,,,46.36,0.81,224.53,,,,30.93,
2023-02-28 13:00:00,2023-02-28 14:00:00,,227.33,11.86,33.7,45.56,98.45,60.6,1.74,44.38,0.59,,,,,46.27,0.77,228.48,,,,31.45,
2023-02-28 14:00:00,2023-02-28 15:00:00,,162.53,11.13,25.51,36.63,99.49,56.93,1.95,39.31,0.59,,,,,51.71,1.04,210.28,,,,30.34,
2023-02-28 15:00:00,2023-02-28 16:00:00,,142.6,11.47,22.2,33.69,99.83,55.41,1.91,33.35,0.59,,,,,56.38,1.1,246.77,10.5,,,29.51,
2023-02-28 16:00:00,2023-02-28 17:00:00,,123.53,12.01,26.5,38.52,99.15,54.73,1.91,28.21,0.59,,,,,52.99,0.99,208.07,44.59,,,29.44,
2023-02-28 17:00:00,2023-02-28 18:00:00,,109.92,12.37,30.84,43.22,98.33,54.3,1.64,27.31,0.59,,,,,57.77,0.79,208.49,23.88,,,28.38,
2023-02-28 18:00:00,2023-02-28 19:00:00,,116.89,12.84,40.37,53.21,97.19,51.2,1.9,21.43,0.59,,,,,58.34,0.66,166.65,4.29,,,27.04,
2023-02-28 19:00:00,2023-02-28 20:00:00,,121.97,12.15,38.08,50.23,97.36,48.47,1.42,22.64,0.59,,,,,61.84,0.63,154.01,,,,26.02,
2023-02-28 20:00:00,2023-02-28 21:00:00,,121.55,12.9,39.27,52.19,97.23,46.35,1.42,23.71,0.59,,,,,58.33,0.48,121.84,,,,25.67,
2023-02-28 21:00:00,2023-02-28 22:00:00,,119.03,29.5,51.92,81.42,89.99,43.78,1.21,12.27,0.59,,,,,61.38,0.42,126.12,,,,24.5,
2023-02-28 22:00:00,2023-02-28 23:00:00,,158.83,54.09,82.46,136.6,83.5,42.45,1.3,2.35,0.59,,,,,65.71,0.46,130.2,,,,23.48,
2023-02-28 23:00:00,2023-03-01 00:00:00,,211.18,152.39,38.0,190.42,69.95,41.61,1.73,2.29,0.59,,,,,70.22,0.42,109.76,,,,22.74,
2023-03-01 00:00:00,2023-03-01 01:00:00,,215.2,193.17,13.77,202.44,62.42,42.33,1.9,2.43,0.59,,,,,71.21,0.47,102.38,,,,22.6,
2023-03-01 01:00:00,2023-03-01 02:00:00,,217.26,217.09,45.64,218.7,61.25,43.45,2.36,2.68,0.59,,,,,70.13,0.46,90.19,,,,22.62,
2023-03-01 02:00:00,2023-03-01 03:00:00,,215.85,107.62,24.79,132.41,79.86,43.41,2.44,2.88,0.59,,,,,75.99,0.45,97.65,,,,22.63,
2023-03-01 03:00:00,2023-03-01 04:00:00,,178.75,22.57,23.88,46.43,97.1,43.31,2.23,9.1,0.59,,,,,80.72,0.45,130.48,,,,22.99,
2023-03-01 04:00:00,2023-03-01 05:00:00,,142.74,18.41,21.16,39.56,98.3,42.76,2.12,10.61,0.59,,,,,68.35,0.43,122.14,,,,23.01,
2023-03-01 05:00:00,2023-03-01 06:00:00,,127.68,22.12,32.51,54.64,96.02,41.83,2.05,5.14,0.59,,,,,70.36,0.48,105.26,,,,22.33,
2023-03-01 06:00:00,2023-03-01 07:00:00,,124.89,26.06,40.94,67.01,93.92,41.56,1.67,3.9,0.59,,,,,70.21,0.48,87.22,,,,21.84,
2023-03-01 07:00:00,2023-03-01 08:00:00,,156.71,109.61,26.27,130.9,80.16,44.88,1.91,1.73,0.59,,,,,65.87,0.53,105.22,6.21,,,22.23,
2023-03-01 08:00:00,2023-03-01 09:00:00,,216.47,203.7,13.45,208.74,62.87,42.07,1.79,2.96,0.59,,,,,59.84,0.56,120.81,29.38,,,24.15,
2023-03-01 09:00:00,2023-03-01 10:00:00,,302.89,145.05,77.77,222.81,68.0,44.72,2.05,3.62,0.59,,,,,48.61,0.61,135.04,38.54,,,27.18,
2023-03-01 10:00:00,2023-03-01 11:00:00,,315.81,36.02,91.22,127.25,86.68,46.97,2.23,9.84,0.59,,,,,38.22,0.69,159.63,49.63,,,29.73,
2023-03-01 11:00:00,2023-03-01 12:00:00,,264.12,21.07,85.3,106.38,89.25,49.65,2.29,23.3,0.59,,,,,40.97,0.75,215.0,86.97,,,31.09,
2023-03-01 12:00:00,2023-03-01 13:00:00,,249.22,17.51,61.9,79.4,93.6,52.08,2.2,32.8,0.59,,,,,48.7,0.9,218.33,43.94,,,30.79,
2023-03-01 13:00:00,2023-03-01 14:00:00,,200.97,13.52,31.96,45.48,97.91,54.54,1.95,28.13,0.59,,,,,48.24,1.04,226.94,94.19,,,30.68,
2023-03-01 14:00:00,2023-03-01 15:00:00,,133.68,13.23,25.39,38.62,98.41,55.69,1.88,23.74,0.59,,,,,53.68,1.11,228.5,91.46,,,30.47,
2023-03-01 15:00:00,2023-03-01 16:00:00,,128.93,11.9,24.95,36.85,98.55,57.27,1.59,25.7,0.59,,,,,48.72,1.08,222.72,74.1,,,30.44,
2023-03-01 16:00:00,2023-03-01 17:00:00,,127.58,12.22,29.66,41.87,97.8,57.15,1.48,24.76,0.59,,,,,52.99,0.88,236.89,63.27,,,30.38,
2023-03-01 17:00:00,2023-03-01 18:00:00,,129.35,13.98,31.98,45.96,97.37,56.88,1.39,19.98,0.59,,,,,57.98,0.84,215.1,25.92,,,29.12,
2023-03-01 18:00:00,2023-03-01 19:00:00,,133.52,14.37,38.13,52.5,96.26,54.27,1.23,19.61,0.59,,,,,54.49,0.6,158.85,4.74,,,28.02,
2023-03-01 19:00:00,2023-03-01 20:00:00,,142.18,14.35,47.6,61.94,95.23,51.85,1.31,16.84,0.59,,,,,55.4,0.45,142.48,,,,26.96,
2023-03-01 20:00:00,2023-03-01 21:00:00,,153.46,14.73,52.34,67.07,94.68,49.65,1.18,14.33,0.59,,,,,49.59,0.4,125.93,,,,26.73,
2023-03-01 21:00:00,2023-03-01 22:00:00,,157.9,58.06,59.45,115.84,84.99,48.33,1.28,5.74,0.59,,,,,55.57,0.47,118.84,,,,25.08,
2023-03-01 22:00:00,2023-03-01 23:00:00,,238.33,180.35,36.1,212.9,63.41,46.61,1.49,3.13,0.59,,,,,60.37,0.48,115.27,,707.92,,24.31,
2023-03-01 23:00:00,2023-03-02 00:00:00,,314.23,206.57,15.95,222.53,60.07,46.41,1.86,3.15,0.59,,,,,64.13,0.43,126.13,,,,23.71,
2023-03-02 00:00:00,2023-03-02 01:00:00,,274.32,146.12,33.85,179.65,70.52,46.05,2.2,2.45,0.59,,,,,70.41,0.46,114.0,,741.79,,23.25,
2023-03-02 01:00:00,2023-03-02 02:00:00,,233.17,154.46,6.6,151.07,72.34,44.88,2.48,2.75,0.59,,,,,70.93,0.47,103.09,,,,23.08,
2023-03-02 02:00:00,2023-03-02 03:00:00,,249.69,146.12,1.3,143.91,74.2,45.41,2.64,3.23,0.59,,,,,72.5,0.46,106.77,,,,22.7,
2023-03-02 03:00:00,2023-03-02 04:00:00,,269.29,88.96,35.73,123.08,80.8,45.81,2.84,4.07,0.59,,,,,71.08,0.57,161.94,,765.21,,23.6,
2023-03-02 04:00:00,2023-03-02 05:00:00,,231.79,21.53,23.23,44.75,97.2,45.67,2.7,14.53,0.59,,,,,68.27,0.54,142.75,,,,24.44,
2023-03-02 05:00:00,2023-03-02 06:00:00,,176.75,19.62,29.69,49.31,96.63,44.62,2.26,11.75,0.59,,,,,69.37,0.4,147.44,,,,23.94,
2023-03-02 06:00:00,2023-03-02 07:00:00,,174.35,22.52,37.57,60.1,95.02,43.81,2.14,7.18,0.59,,,,,69.71,0.52,118.08,,,,23.47,
2023-03-02 07:00:00,2023-03-02 08:00:00,,199.93,66.5,46.44,112.97,84.3,43.0,2.1,2.12,0.59,,,,,71.71,0.53,139.24,6.93,,,23.04,
2023-03-02 08:00:00,2023-03-02 09:00:00,,280.79,116.76,30.55,147.32,76.28,42.91,1.79,2.26,0.59,,,,,64.66,0.49,117.42,31.22,,,24.79,
2023-03-02 09:00:00,2023-03-02 10:00:00,,333.31,77.92,78.44,156.37,79.58,44.99,1.89,4.72,0.59,,,,,49.88,0.46,138.69,48.72,,,27.68,
2023-03-02 10:00:00,2023-03-02 11:00:00,,301.58,34.26,76.8,111.04,88.15,47.38,1.85,12.99,0.59,,,,,54.41,0.6,200.79,67.84,,,29.58,
2023-03-02 11:00:00,2023-03-02 12:00:00,,270.82,21.93,41.2,63.12,95.24,50.44,1.96,26.5,0.59,,,,,52.72,0.62,203.73,83.47,,,30.77,
2023-03-02 12:00:00,2023-03-02 13:00:00,,240.58,16.86,40.67,57.53,96.4,53.89,1.86,34.16,0.59,,,,,43.63,0.61,216.12,,,,32.77,
2023-03-02 13:00:00,2023-03-02 14:00:00,,231.89,13.89,49.01,62.9,96.57,55.55,1.71,48.62,0.59,,,,,41.78,0.6,209.46,,,,33.83,
2023-03-02 14:00:00,2023-03-02 15:00:00,,248.24,12.53,49.18,61.7,96.54,57.35,1.64,63.85,0.59,,,,,42.26,0.76,236.02,,,,33.01,
2023-03-02 15:00:00,2023-03-02 16:00:00,,269.6,12.67,49.27,61.94,96.99,58.88,1.66,63.81,0.59,,,,,44.51,0.77,245.86,,,,32.07,
2023-03-02 16:00:00,2023-03-02 17:00:00,,256.72,11.79,44.03,55.83,97.67,59.3,1.72,54.45,0.59,,,,,43.37,0.77,232.99,34.4,883.32,,31.56,
2023-03-02 17:00:00,2023-03-02 18:00:00,,204.24,11.21,45.3,56.51,96.91,58.99,1.65,38.44,0.59,,,,,38.72,0.62,211.27,31.81,,,30.84,
2023-03-02 18:00:00,2023-03-02 19:00:00,,184.29,12.62,65.03,77.66,94.63,56.17,1.61,34.47,0.59,,,,,42.4,0.46,177.25,4.14,,,29.21,
2023-03-02 19:00:00,2023-03-02 20:00:00,,264.02,14.59,95.5,110.1,90.33,53.57,1.53,17.33,0.59,,,,,46.46,0.42,134.62,,,,27.45,
2023-03-02 20:00:00,2023-03-02 21:00:00,,441.05,89.55,108.82,198.39,75.92,51.54,1.68,5.6,0.59,,,,,50.91,0.42,97.67,,1068.61,,26.28,
2023-03-02 21:00:00,2023-03-02 22:00:00,,504.98,224.47,68.15,292.37,56.11,50.91,2.23,3.85,0.59,,,,,54.79,0.47,105.81,,877.47,,25.65,
2023-03-02 22:00:00,2023-03-02 23:00:00,,423.51,221.84,67.36,288.81,54.15,50.25,2.43,3.44,0.59,,,,,52.74,0.48,117.36,,,,25.59,
2023-03-02 23:00:00,2023-03-03 00:00:00,,367.15,254.47,50.16,304.62,49.01,51.04,2.9,3.33,0.59,,,,,52.93,0.49,124.1,,,,25.55,
2023-03-03 00:00:00,2023-03-03 01:00:00,,362.56,281.98,24.02,305.87,46.44,50.73,3.27,3.26,0.59,,,,,55.51,0.45,111.89,,894.03,,24.99,
2023-03-03 01:00:00,2023-03-03 02:00:00,,345.17,165.5,70.8,236.31,63.99,50.52,3.45,2.59,0.59,,,,,53.43,0.48,121.31,,,,24.94,
2023-03-03 02:00:00,2023-03-03 03:00:00,,270.6,120.9,60.8,181.69,72.86,49.35,3.59,2.62,0.59,,,,,55.52,0.54,97.91,,,,24.55,
2023-03-03 03:00:00,2023-03-03 04:00:00,,234.86,117.46,58.96,176.42,73.6,47.96,3.29,2.63,0.59,,,,,57.27,0.52,116.53,,,,24.3,
2023-03-03 04:00:00,2023-03-03 05:00:00,,231.78,103.95,56.98,160.94,76.32,46.85,3.13,2.71,0.59,,,,,59.29,0.48,128.96,,757.3,,23.7,
2023-03-03 05:00:00,2023-03-03 06:00:00,,213.82,64.99,66.11,131.09,82.6,46.43,2.84,2.25,0.59,,,,,55.81,0.51,129.0,,,,24.28,
2023-03-03 06:00:00,2023-03-03 07:00:00,,224.78,80.66,53.31,133.99,81.4,45.96,2.59,2.66,0.59,,,,,59.84,0.52,135.08,,,,24.23,
2023-03-03 07:00:00,2023-03-03 08:00:00,,275.68,120.27,44.56,164.83,74.85,45.56,2.66,2.54,0.59,,,,,64.19,0.43,125.23,7.09,,,24.08,
2023-03-03 08:00:00,2023-03-03 09:00:00,,377.46,195.46,24.3,218.13,62.01,45.45,2.5,3.13,0.59,,,,,60.0,0.47,95.82,34.25,,,25.4,
2023-03-03 09:00:00,2023-03-03 10:00:00,,444.19,107.16,78.62,185.78,74.51,47.9,2.68,2.84,0.59,,,,,55.53,0.48,126.64,56.44,,,27.77,
2023-03-03 10:00:00,2023-03-03 11:00:00,,403.12,62.58,94.22,156.76,84.33,50.9,2.57,6.56,0.59,,,,,53.21,0.48,177.87,76.83,992.79,,30.09,
2023-03-03 11:00:00,2023-03-03 12:00:00,,356.32,29.64,102.47,132.12,87.09,53.69,2.41,18.71,0.59,,,,,53.87,0.63,218.61,74.16,,,31.35,
2023-03-03 12:00:00,2023-03-03 13:00:00,,331.0,20.57,79.26,99.83,91.94,57.47,2.35,40.89,0.59,,,,,53.63,0.83,228.79,,,,31.65,
2023-03-03 13:00:00,2023-03-03 14:00:00,,326.42,14.87,53.39,68.27,95.83,60.08,2.25,57.83,0.59,,,,,55.04,0.85,234.9,,,,32.23,
2023-03-03 14:00:00,2023-03-03 15:00:00,,293.6,13.43,44.0,57.44,97.19,60.18,2.09,59.51,0.59,,,,,54.67,0.79,220.2,,,,32.16,
2023-03-03 15:00:00,2023-03-03 16:00:00,,264.85,12.24,37.5,49.76,97.34,42.74,1.98,62.98,0.59,,,,,55.49,0.93,253.72,,,,31.34,
2023-03-03 16:00:00,2023-03-03 17:00:00,,242.4,11.31,35.93,47.24,97.22,37.77,1.78,67.3,0.59,,,,,52.73,0.82,239.61,30.12,,,30.98,
2023-03-03 17:00:00,2023-03-03 18:00:00,,215.5,12.38,44.08,56.46,95.83,39.0,1.52,46.95,0.59,,,,,47.72,0.58,219.86,35.03,,,30.52,
2023-03-03 18:00:00,2023-03-03 19:00:00,,223.68,14.88,62.99,77.87,93.19,43.86,1.54,33.4,0.59,,,,,45.58,0.4,170.91,5.88,722.93,,29.18,
2023-03-03 19:00:00,2023-03-03 20:00:00,,305.07,25.82,112.14,137.98,81.84,43.06,1.56,11.51,0.59,,,,,52.33,0.43,124.94,,898.19,,27.15,
2023-03-03 20:00:00,2023-03-03 21:00:00,,359.65,116.69,98.1,214.83,66.64,43.39,1.66,1.99,0.59,,,,,55.07,0.38,101.26,,725.9,,26.31,
2023-03-03 21:00:00,2023-03-03 22:00:00,,399.43,275.69,46.38,318.03,37.52,43.1,2.04,2.97,0.59,,,,,57.49,0.46,99.31,,856.2,,25.91,
2023-03-03 22:00:00,2023-03-03 23:00:00,,436.4,318.56,28.95,335.13,36.08,44.17,2.87,2.95,0.59,,,,,56.81,0.47,110.2,,,,25.72,
2023-03-03 23:00:00,2023-03-04 00:00:00,,446.04,336.51,21.83,351.92,34.77,45.23,3.59,2.72,0.59,,,,,56.39,0.46,112.74,,854.45,,25.59,
2023-03-04 00:00:00,2023-03-04 01:00:00,,433.52,267.09,27.34,294.22,48.46,46.21,4.29,2.49,0.59,,,,,57.06,0.5,128.62,,723.32,,25.5,
2023-03-04 01:00:00,2023-03-04 02:00:00,,365.75,278.52,8.81,287.12,44.96,46.67,4.48,2.46,0.59,,,,,60.06,0.45,107.52,,1081.64,,24.86,
2023-03-04 02:00:00,2023-03-04 03:00:00,,327.0,276.2,14.93,267.38,49.39,47.35,4.44,2.9,0.59,,,,,63.17,0.51,99.1,,,,24.5,
2023-03-04 03:00:00,2023-03-04 04:00:00,,,244.4,1.97,235.77,56.53,46.52,4.54,,,,,,,,,,,,,,
2023-03-04 04:00:00,2023-03-04 05:00:00,,,179.89,24.54,204.43,63.62,46.75,4.31,,,,,,,,,,,,,,
2023-03-04 05:00:00,2023-03-04 06:00:00,,,145.61,51.41,197.0,66.64,46.44,4.05,,,,,,,,,,,,,,
2023-03-04 06:00:00,2023-03-04 07:00:00,,,210.58,13.88,207.47,60.24,46.52,3.65,2.28,,,,,,,,,,,,,
2023-03-04 07:00:00,2023-03-04 08:00:00,,,230.04,,221.07,55.83,43.55,3.46,,,,,,,,,,,,,,
2023-03-04 08:00:00,2023-03-04 09:00:00,,521.74,261.75,1.3,242.93,50.2,46.51,3.4,3.66,0.59,,,,,62.12,0.42,103.72,42.32,,,26.43,
2023-03-04 09:00:00,2023-03-04 10:00:00,,522.14,175.51,66.54,242.04,55.46,44.64,3.48,3.07,0.59,,,,,56.08,0.4,163.55,61.06,,,28.3,
2023-03-04 10:00:00,2023-03-04 11:00:00,,503.95,66.96,97.19,164.15,76.19,43.91,3.62,7.89,0.59,,,,,55.36,0.47,201.85,85.67,,,30.19,
