From Date,To Date,PM2.5 (ug/m3),PM10 (ug/m3),NO (ug/m3),NO2 (ug/m3),NOx (ppb),NH3 (ug/m3),SO2 (ug/m3),CO (ug/m3),Ozone (ug/m3),Benzene (ug/m3),Toluene (),Temp (degree C),RH (%),WS (m/s),WD (degree),SR (W/mt2),BP (mmHg),VWS (m/s),AT (degree C),RF (mm)
2019-07-23 10:00:00,2019-07-23 11:00:00,129.0,197.0,3.95,24.12,16.05,49.92,12.58,1.1,60.62,1.05,54.43,,0.53,0.52,143.82,611.57,979.08,,36.78,0.0
2019-07-23 11:00:00,2019-07-23 12:00:00,84.0,158.0,1.65,20.9,12.5,61.38,11.5,0.88,97.62,4.8,64.6,,0.53,1.27,102.53,605.4,978.45,,36.42,0.0
2019-07-23 12:00:00,2019-07-23 13:00:00,62.0,117.0,1.57,18.45,11.05,63.3,11.3,0.78,91.33,3.9,61.9,,0.53,1.1,121.92,528.42,977.65,,35.33,0.0
2019-07-23 13:00:00,2019-07-23 14:00:00,61.0,112.0,1.45,12.72,7.95,59.25,10.82,0.55,72.08,5.6,62.5,,0.53,1.62,78.7,492.57,976.92,,36.23,0.0
2019-07-23 14:00:00,2019-07-23 15:00:00,42.0,77.0,1.98,18.43,11.43,51.95,9.45,0.72,60.1,2.68,55.25,,0.5,1.07,34.42,332.17,976.42,,34.2,0.0
2019-07-23 15:00:00,2019-07-23 16:00:00,62.0,103.0,2.2,25.12,15.12,57.07,10.55,0.75,63.27,1.33,62.57,,0.5,0.55,26.48,602.02,975.77,,36.88,0.0
2019-07-23 16:00:00,2019-07-23 17:00:00,56.0,122.0,1.8,15.05,9.45,76.22,10.45,0.5,76.72,2.73,72.53,,0.53,0.72,115.85,560.58,975.15,,37.8,0.0
2019-07-23 17:00:00,2019-07-23 18:00:00,36.0,80.0,1.55,11.85,7.58,71.0,9.37,0.5,72.38,3.1,71.72,,0.53,1.52,98.7,440.0,974.55,,36.55,0.0
2019-07-23 18:00:00,2019-07-23 19:00:00,34.0,70.0,1.73,18.6,11.28,44.72,8.3,0.68,62.68,2.23,62.58,,0.55,1.2,130.43,156.4,974.52,,35.57,0.0
2019-07-23 19:00:00,2019-07-23 20:00:00,33.0,78.0,4.97,83.85,48.65,38.73,9.45,1.85,20.45,2.6,65.12,,0.5,1.3,303.75,14.12,975.1,,33.52,0.0
2019-07-23 20:00:00,2019-07-23 21:00:00,46.0,158.0,34.8,88.38,75.38,34.33,10.7,,5.75,5.62,78.38,,0.57,0.77,308.45,4.5,975.75,,32.2,0.0
2019-07-23 21:00:00,2019-07-23 22:00:00,68.0,221.0,64.02,76.95,93.15,29.05,11.28,,7.3,6.1,84.25,,37.75,0.6,301.93,4.53,976.28,,31.32,0.0
2019-07-23 22:00:00,2019-07-23 23:00:00,69.0,229.0,65.85,80.83,96.72,20.85,11.03,,7.62,1.32,73.7,,47.7,1.05,302.65,4.5,976.45,,31.33,0.0
2019-07-23 23:00:00,2019-07-24 00:00:00,84.0,267.0,85.08,78.43,111.07,24.7,11.67,,7.78,5.97,84.2,,15.38,0.85,295.5,4.5,976.52,,31.03,0.0
2019-07-24 00:00:00,2019-07-24 01:00:00,103.0,295.0,102.03,53.73,111.75,28.6,10.57,,9.35,3.73,74.08,,93.53,0.53,306.73,4.53,976.55,,29.88,0.0
2019-07-24 01:00:00,2019-07-24 02:00:00,123.0,311.0,84.25,59.05,100.1,35.3,9.7,,8.8,1.3,67.6,,97.88,0.35,151.3,4.67,976.05,,29.52,0.0
2019-07-24 02:00:00,2019-07-24 03:00:00,127.0,295.0,87.8,51.8,99.1,41.0,9.2,,10.0,4.47,80.28,,98.42,0.28,70.53,4.72,975.5,,29.6,0.0
2019-07-24 03:00:00,2019-07-24 04:00:00,114.0,250.0,75.6,49.78,88.12,32.4,9.68,,24.4,1.48,76.68,,99.3,0.35,118.55,4.62,975.2,,29.6,0.0
2019-07-24 04:00:00,2019-07-24 05:00:00,107.0,249.0,75.75,42.42,84.33,28.83,10.0,,23.77,1.4,78.15,,99.27,0.65,95.35,4.7,975.3,,29.48,0.0
2019-07-24 05:00:00,2019-07-24 06:00:00,107.0,237.0,32.08,35.3,44.93,35.15,10.77,,13.52,1.45,88.98,,93.55,3.55,123.67,7.58,975.75,,29.8,0.0
2019-07-24 06:00:00,2019-07-24 07:00:00,119.0,260.0,8.72,14.6,14.88,35.2,8.6,,15.67,3.35,64.28,,99.25,2.0,220.42,59.58,975.9,,26.62,0.0
2019-07-24 07:00:00,2019-07-24 08:00:00,20.0,55.0,8.97,26.75,21.52,38.9,5.88,0.7,10.18,2.83,50.85,,97.33,1.52,329.55,282.23,975.32,,28.02,0.0
2019-07-24 08:00:00,2019-07-24 09:00:00,34.0,66.0,10.88,31.12,25.45,40.6,6.25,0.75,11.85,2.7,52.43,,77.85,0.95,95.8,590.53,975.85,,30.8,0.0
2019-07-24 09:00:00,2019-07-24 10:00:00,52.0,110.0,8.43,51.88,34.45,44.15,7.72,1.38,23.55,3.38,54.58,,1.2,0.78,257.65,529.1,976.5,,33.72,0.0
2019-07-24 10:00:00,2019-07-24 11:00:00,71.67,168.0,5.32,57.65,35.02,47.45,7.65,1.4,39.88,4.28,57.68,,0.5,1.68,298.95,593.88,976.67,,35.1,0.0
2019-07-24 11:00:00,2019-07-24 12:00:00,75.75,152.0,3.67,42.45,25.6,48.5,7.5,1.0,66.25,3.42,45.43,,0.5,1.05,187.38,612.05,976.48,,36.73,0.0
2019-07-24 12:00:00,2019-07-24 13:00:00,66.25,147.75,1.77,23.88,14.18,58.1,8.47,0.9,100.08,4.5,47.92,,0.55,1.03,80.1,593.97,976.2,,36.62,0.0
2019-07-24 13:00:00,2019-07-24 14:00:00,61.75,131.0,1.55,17.48,10.55,65.8,8.35,0.73,93.22,4.33,52.98,,0.58,1.7,62.12,612.38,975.55,,37.4,0.0
2019-07-24 14:00:00,2019-07-24 15:00:00,42.0,112.75,1.8,13.82,8.8,50.57,7.65,0.55,67.97,3.07,48.38,,0.58,1.25,47.08,613.35,975.1,,37.65,0.0
2019-07-24 15:00:00,2019-07-24 16:00:00,30.25,91.25,1.58,11.38,7.35,59.38,6.77,0.47,64.65,2.77,49.65,,0.55,1.43,93.0,612.97,973.88,,36.95,0.0
2019-07-24 16:00:00,2019-07-24 17:00:00,33.75,87.5,1.55,10.22,6.67,62.77,6.78,0.53,73.5,2.7,50.83,,0.55,0.73,132.85,403.47,973.15,,36.85,0.0
2019-07-24 17:00:00,2019-07-24 18:00:00,52.5,130.5,1.75,29.93,17.38,51.08,8.07,1.05,75.5,3.1,61.07,,0.5,2.6,275.77,118.1,973.58,,34.8,0.0
2019-07-24 18:00:00,2019-07-24 19:00:00,67.5,176.25,1.65,20.18,12.05,43.02,8.53,0.47,39.23,2.83,61.02,,72.55,3.85,328.15,8.47,975.2,,26.62,0.0
2019-07-24 19:00:00,2019-07-24 20:00:00,18.0,43.5,4.3,45.85,27.88,42.0,8.07,1.07,12.0,3.6,53.9,,99.22,1.3,283.2,4.7,976.42,,26.75,0.0
2019-07-24 20:00:00,2019-07-24 21:00:00,19.0,34.25,17.33,54.0,42.85,36.8,9.05,1.65,4.97,5.5,66.92,,99.2,1.85,305.62,4.5,975.7,,27.37,0.0
2019-07-24 21:00:00,2019-07-24 22:00:00,22.0,50.5,26.15,53.85,49.97,33.62,9.18,1.67,4.3,4.82,66.5,,99.2,1.43,316.35,4.5,976.63,,27.12,0.0
2019-07-24 22:00:00,2019-07-24 23:00:00,29.5,75.0,26.07,54.2,50.1,29.92,8.6,1.52,5.33,4.55,66.85,,99.2,1.05,307.98,4.5,977.0,,27.23,0.0
2019-07-24 23:00:00,2019-07-25 00:00:00,50.75,120.75,14.6,47.88,37.38,29.8,8.17,1.0,6.32,4.25,65.4,,99.2,1.75,306.65,4.5,977.27,,27.2,0.0
2019-07-25 00:00:00,2019-07-25 01:00:00,53.75,137.0,12.2,41.3,31.92,35.53,7.95,0.93,6.4,3.92,63.82,,99.2,1.85,298.98,4.5,977.6,,27.3,0.0
2019-07-25 01:00:00,2019-07-25 02:00:00,61.5,129.75,6.57,32.77,22.8,39.33,6.85,0.55,11.7,3.5,60.98,,99.17,2.2,293.75,4.5,977.05,,27.18,0.0
2019-07-25 02:00:00,2019-07-25 03:00:00,30.5,67.5,4.2,26.9,17.7,43.8,7.0,0.5,9.58,3.98,59.58,,99.28,1.3,311.52,4.5,977.0,,26.95,0.0
2019-07-25 03:00:00,2019-07-25 04:00:00,41.75,72.75,4.75,27.28,18.38,35.4,7.1,0.5,8.35,2.95,59.62,,99.23,1.2,304.03,4.5,976.62,,26.78,0.0
2019-07-25 04:00:00,2019-07-25 05:00:00,17.0,55.75,7.9,31.5,23.22,33.0,6.93,0.5,6.4,2.77,60.35,,99.22,1.05,306.75,4.5,976.5,,26.45,0.0
2019-07-25 05:00:00,2019-07-25 06:00:00,19.0,75.25,8.1,29.77,22.43,31.98,7.0,0.5,6.78,2.52,60.67,,99.25,1.3,297.65,13.6,977.03,,26.38,0.0
2019-07-25 06:00:00,2019-07-25 07:00:00,24.5,60.5,5.85,25.08,18.1,29.68,7.78,0.6,10.72,2.65,61.8,,97.35,1.23,254.5,142.9,977.63,,27.58,0.0
2019-07-25 07:00:00,2019-07-25 08:00:00,22.25,50.75,7.03,26.55,19.85,28.0,8.05,0.67,9.33,2.65,70.75,,93.5,1.77,295.15,223.18,978.25,,28.1,0.0
2019-07-25 08:00:00,2019-07-25 09:00:00,22.25,53.0,8.43,27.88,21.67,28.55,8.45,0.68,9.38,2.23,60.33,,95.65,2.4,306.62,315.08,978.6,,28.1,0.0
2019-07-25 09:00:00,2019-07-25 10:00:00,26.75,,7.95,27.38,21.02,30.5,8.43,0.75,11.5,2.23,57.08,,82.03,1.88,313.2,444.52,979.02,,29.32,0.0
2019-07-25 10:00:00,2019-07-25 11:00:00,19.75,59.0,3.3,23.8,15.4,41.3,8.9,1.1,17.85,2.4,51.73,,5.9,0.75,312.33,319.0,979.38,,29.82,0.0
2019-07-25 11:00:00,2019-07-25 12:00:00,19.25,63.5,3.3,25.15,16.07,37.2,8.77,1.12,20.55,3.1,48.33,,0.82,0.92,185.68,245.72,979.53,,29.43,0.0
2019-07-25 12:00:00,2019-07-25 13:00:00,19.75,73.5,2.88,21.37,13.73,38.0,7.8,1.08,23.1,2.7,53.6,,0.6,1.2,38.62,255.9,979.2,,29.5,0.0
2019-07-25 13:00:00,2019-07-25 14:00:00,17.25,58.5,2.27,16.57,10.67,37.85,7.6,1.0,24.35,2.53,57.52,,0.93,1.5,45.05,262.15,978.53,,29.0,0.0
2019-07-25 14:00:00,2019-07-25 15:00:00,13.0,44.75,2.42,14.68,9.77,32.73,7.05,1.0,25.73,2.05,56.62,,8.1,1.32,32.65,209.3,978.1,,29.05,0.0
2019-07-25 15:00:00,2019-07-25 16:00:00,15.0,42.0,2.67,15.85,10.62,29.95,6.65,1.0,24.9,1.85,56.3,,85.08,1.6,21.65,406.08,977.38,,29.25,0.0
2019-07-25 16:00:00,2019-07-25 17:00:00,11.75,36.75,2.33,12.43,8.53,31.0,6.95,0.92,27.1,1.83,59.1,,83.72,1.33,75.7,279.02,976.82,,29.38,0.0
2019-07-25 17:00:00,2019-07-25 18:00:00,12.25,40.75,2.05,10.6,7.3,32.85,6.7,0.95,30.95,1.52,62.27,,78.73,1.77,108.53,112.02,976.55,,29.2,0.0
2019-07-25 18:00:00,2019-07-25 19:00:00,16.0,46.5,1.62,11.77,7.62,39.92,6.78,1.1,31.08,1.55,67.92,,87.92,1.65,131.97,26.07,976.55,,28.45,0.0
2019-07-25 19:00:00,2019-07-25 20:00:00,24.5,54.25,1.98,18.9,11.68,41.42,8.6,1.32,25.27,7.83,74.67,,95.83,1.32,130.23,7.78,976.72,,27.8,0.0
2019-07-25 20:00:00,2019-07-25 21:00:00,46.0,71.75,1.93,20.55,12.47,37.95,7.72,1.55,25.2,5.58,69.15,,94.6,0.52,176.32,4.65,977.23,,27.92,0.0
2019-07-25 21:00:00,2019-07-25 22:00:00,53.5,94.0,2.77,33.85,20.27,36.0,10.0,2.02,13.22,9.73,79.75,,96.05,0.95,144.35,4.7,977.6,,28.02,0.0
2019-07-25 22:00:00,2019-07-25 23:00:00,110.5,176.5,10.85,43.62,32.05,28.7,10.0,2.08,16.4,9.28,86.17,,98.42,0.98,130.53,4.7,977.42,,27.73,0.0
2019-07-25 23:00:00,2019-07-26 00:00:00,103.75,190.0,16.45,43.52,36.55,26.55,11.8,2.13,76.85,7.6,86.68,,99.17,0.88,234.57,4.6,977.12,,27.62,0.0
2019-07-26 00:00:00,2019-07-26 01:00:00,83.0,165.0,18.32,38.17,35.22,23.82,10.95,1.45,11.82,8.3,91.97,,99.28,1.35,311.9,4.53,977.08,,27.15,0.0
2019-07-26 01:00:00,2019-07-26 02:00:00,46.25,92.75,14.35,35.5,30.57,26.5,8.53,1.28,7.8,5.3,78.72,,99.3,1.7,300.82,4.53,976.58,,26.88,0.0
2019-07-26 02:00:00,2019-07-26 03:00:00,73.0,117.75,8.7,30.2,23.2,37.2,9.6,1.1,6.85,5.22,77.33,,99.3,1.03,319.68,4.55,976.08,,26.87,0.0
2019-07-26 03:00:00,2019-07-26 04:00:00,89.75,144.25,6.25,26.35,19.07,32.05,9.05,1.08,50.67,5.0,78.52,,99.3,0.47,154.95,4.62,975.75,,27.0,0.0
2019-07-26 04:00:00,2019-07-26 05:00:00,55.75,91.25,4.75,28.2,18.85,32.67,11.88,1.15,24.55,5.38,81.35,,99.3,0.9,156.95,4.68,975.48,,27.0,0.0
2019-07-26 05:00:00,2019-07-26 06:00:00,86.0,133.75,4.03,23.62,15.85,33.48,11.4,1.05,16.82,5.22,79.17,,99.3,1.38,226.97,12.18,975.83,,27.05,0.0
2019-07-26 06:00:00,2019-07-26 07:00:00,44.25,92.0,3.9,19.2,13.4,29.9,9.7,1.1,14.27,4.38,74.65,,98.75,1.3,232.4,125.23,976.15,,27.35,0.0
2019-07-26 07:00:00,2019-07-26 08:00:00,47.75,81.75,4.53,19.97,14.35,26.98,8.62,1.18,13.77,3.92,72.08,,96.45,1.7,239.8,258.75,976.6,,27.88,0.0
2019-07-26 08:00:00,2019-07-26 09:00:00,50.25,90.5,4.83,19.45,14.28,25.15,9.18,1.25,30.85,4.28,70.5,,87.42,1.65,243.57,511.83,977.05,,29.25,0.0
2019-07-26 09:00:00,2019-07-26 10:00:00,32.5,78.5,4.55,18.3,13.45,25.68,8.6,1.3,29.48,4.03,67.78,,69.25,1.23,230.43,597.27,977.33,,30.2,0.0
2019-07-26 10:00:00,2019-07-26 11:00:00,31.0,91.5,3.47,17.55,12.18,31.27,9.47,1.23,64.5,6.62,69.67,,0.53,1.42,218.93,541.1,977.27,,30.18,0.0
2019-07-26 11:00:00,2019-07-26 12:00:00,32.25,90.5,3.05,17.6,11.88,35.45,9.9,1.23,79.8,7.75,73.75,,0.5,1.42,239.15,609.77,977.15,,31.15,0.0
2019-07-26 12:00:00,2019-07-26 13:00:00,35.5,92.0,2.7,17.05,11.27,36.6,12.07,1.2,81.27,7.65,75.35,,0.5,1.1,225.85,603.05,976.45,,31.88,0.0
2019-07-26 13:00:00,2019-07-26 14:00:00,32.75,,2.05,14.68,9.47,36.65,10.38,1.1,54.62,7.03,72.8,,31.45,1.43,181.9,308.65,975.88,,30.18,0.0
2019-07-26 14:00:00,2019-07-26 15:00:00,23.5,,1.92,10.65,7.25,30.2,7.32,0.97,28.3,5.85,64.95,,99.3,1.92,124.83,384.43,975.18,,26.45,0.0
2019-07-26 15:00:00,2019-07-26 16:00:00,6.5,,1.9,7.8,5.7,26.95,6.95,0.95,29.95,3.68,55.78,,95.47,1.55,113.12,465.15,974.65,,27.93,0.0
2019-07-26 16:00:00,2019-07-26 17:00:00,5.25,,1.9,8.15,5.85,26.2,7.12,0.95,33.0,2.92,52.8,,90.5,1.2,115.3,301.85,974.43,,28.55,0.0
2019-07-26 17:00:00,2019-07-26 18:00:00,8.0,,1.6,11.0,7.2,28.6,7.33,1.0,20.58,5.58,50.15,,95.1,0.75,177.45,301.6,973.6,,27.9,0.0
2019-07-26 18:00:00,2019-07-26 19:00:00,12.75,23.0,1.43,10.05,6.55,32.52,7.58,1.0,28.3,8.93,40.77,,97.6,2.05,128.47,124.92,973.83,,27.83,0.0
2019-07-26 19:00:00,2019-07-26 20:00:00,9.5,20.25,1.5,10.15,6.63,33.73,6.78,1.1,24.35,6.38,48.42,,99.3,2.55,133.68,7.4,974.47,,27.05,0.0
2019-07-26 20:00:00,2019-07-26 21:00:00,13.75,16.0,1.6,13.0,8.23,34.62,7.0,1.25,21.5,6.92,49.52,,99.3,1.65,138.88,4.7,975.25,,26.95,0.0
2019-07-26 21:00:00,2019-07-26 22:00:00,21.5,28.0,1.8,13.15,8.45,34.8,7.47,1.23,19.95,7.93,51.33,,99.3,1.82,141.25,4.7,976.08,,26.98,0.0
2019-07-26 22:00:00,2019-07-26 23:00:00,20.75,27.75,1.9,12.75,8.32,31.0,7.55,1.15,16.75,6.3,48.75,,99.3,2.12,136.77,4.7,976.4,,26.77,0.0
2019-07-26 23:00:00,2019-07-27 00:00:00,22.0,26.5,2.02,10.75,7.35,28.77,7.4,1.1,14.75,4.5,42.7,,99.3,2.0,139.07,4.7,976.22,,26.65,0.0
2019-07-27 00:00:00,2019-07-27 01:00:00,24.25,31.25,2.17,13.1,8.78,27.5,8.32,1.02,13.35,4.2,41.62,,99.3,1.33,163.05,4.65,975.95,,26.85,0.0
2019-07-27 01:00:00,2019-07-27 02:00:00,35.0,45.75,2.1,15.6,10.05,27.18,9.43,0.95,13.4,4.08,43.67,,99.3,1.15,223.5,4.6,975.45,,27.05,0.0
2019-07-27 02:00:00,2019-07-27 03:00:00,28.0,40.25,2.8,16.7,11.2,37.4,9.4,1.0,13.95,3.83,48.45,,99.3,1.12,157.7,4.67,974.8,,26.95,0.0
2019-07-27 03:00:00,2019-07-27 04:00:00,48.0,59.0,2.27,13.65,9.12,31.25,8.78,0.9,14.68,3.65,49.23,,99.3,1.15,158.2,4.7,974.33,,26.8,0.0
2019-07-27 04:00:00,2019-07-27 05:00:00,39.0,52.25,2.2,10.48,7.4,30.6,8.43,0.9,16.97,3.27,47.95,,99.3,1.25,180.77,4.67,974.32,,26.77,0.0
2019-07-27 05:00:00,2019-07-27 06:00:00,45.75,57.25,1.95,11.2,7.55,31.45,8.6,1.0,17.77,3.0,48.88,,99.3,1.23,181.75,5.35,974.6,,26.82,0.0
2019-07-27 06:00:00,2019-07-27 07:00:00,36.5,50.75,2.6,14.35,9.78,28.5,8.65,1.07,14.25,3.43,50.45,,99.3,1.12,216.93,40.6,974.83,,26.98,0.0
2019-07-27 07:00:00,2019-07-27 08:00:00,31.25,46.75,3.4,19.75,13.25,24.93,8.3,1.27,28.7,3.05,54.0,,99.3,1.52,250.5,145.15,975.35,,27.12,0.0
2019-07-27 08:00:00,2019-07-27 09:00:00,37.0,50.25,4.1,20.0,13.95,23.38,8.32,1.35,28.73,2.8,57.0,,96.55,1.62,236.28,310.48,976.15,,28.03,0.0
2019-07-27 09:00:00,2019-07-27 10:00:00,34.0,65.5,4.03,18.85,13.3,23.5,9.05,1.3,54.17,3.82,56.78,,89.75,1.5,238.47,465.4,976.88,,28.95,0.0
2019-07-27 10:00:00,2019-07-27 11:00:00,29.75,70.5,3.42,15.88,11.25,27.35,9.75,1.2,50.4,4.17,58.0,,35.88,1.95,232.68,609.88,976.75,,30.6,0.0
2019-07-27 11:00:00,2019-07-27 12:00:00,17.25,62.5,3.05,15.68,10.82,30.77,9.1,1.17,38.53,6.62,61.6,,0.62,1.77,222.32,609.33,976.45,,31.58,0.0
2019-07-27 12:00:00,2019-07-27 13:00:00,18.0,58.75,3.07,16.0,11.02,30.85,8.55,1.15,47.92,7.75,70.15,,28.53,1.88,205.25,440.7,976.35,,29.82,0.0
2019-07-27 13:00:00,2019-07-27 14:00:00,15.75,45.0,2.92,16.52,11.2,29.98,7.4,1.25,38.5,8.05,67.55,,99.03,1.43,239.93,261.62,975.85,,27.45,0.0
2019-07-27 14:00:00,2019-07-27 15:00:00,17.75,30.5,3.85,20.85,14.25,26.52,8.72,1.37,63.45,10.8,74.18,,96.82,1.0,166.0,449.12,975.45,,28.73,0.0
2019-07-27 15:00:00,2019-07-27 16:00:00,41.75,49.25,2.85,22.2,14.12,24.12,9.15,1.27,33.28,9.27,73.3,,99.17,1.1,183.95,85.0,975.1,,26.93,0.0
2019-07-27 16:00:00,2019-07-27 17:00:00,32.5,44.25,4.77,29.25,19.48,21.77,7.6,1.57,24.82,10.4,80.22,,99.28,0.75,219.73,203.4,975.03,,27.25,0.0
2019-07-27 17:00:00,2019-07-27 18:00:00,27.0,38.5,4.88,35.92,23.08,21.87,8.2,1.73,44.33,15.67,95.22,,99.28,0.67,226.18,67.48,975.08,,27.27,0.0
2019-07-27 18:00:00,2019-07-27 19:00:00,42.75,59.75,4.9,38.2,24.35,26.82,10.1,1.98,35.42,19.98,101.27,,99.3,0.68,119.07,74.32,975.25,,27.58,0.0
2019-07-27 19:00:00,2019-07-27 20:00:00,69.75,97.75,7.72,36.45,25.7,30.2,11.28,2.15,14.88,12.05,100.35,,99.3,0.75,82.9,7.72,976.1,,27.3,0.0
2019-07-27 20:00:00,2019-07-27 21:00:00,61.5,86.0,4.47,24.62,16.77,32.05,10.5,1.98,8.7,10.25,100.95,,99.3,1.35,135.53,4.6,976.85,,27.6,0.0
2019-07-27 21:00:00,2019-07-27 22:00:00,62.75,85.75,4.42,25.67,17.27,30.65,11.12,1.93,8.68,14.82,94.68,,99.3,0.9,163.88,4.6,977.68,,27.72,0.0
2019-07-27 22:00:00,2019-07-27 23:00:00,73.25,93.75,3.43,19.4,13.1,29.0,10.57,1.65,11.25,13.03,92.47,,99.3,1.05,212.57,4.57,978.08,,27.73,0.0
2019-07-27 23:00:00,2019-07-28 00:00:00,46.75,59.75,3.13,23.57,15.1,26.35,9.73,1.57,8.08,10.35,86.45,,99.3,0.82,218.85,4.6,977.77,,27.6,0.0
2019-07-28 00:00:00,2019-07-28 01:00:00,28.0,41.0,3.05,20.25,13.28,26.18,10.18,1.08,10.12,10.02,82.22,,99.3,1.12,222.68,4.55,977.58,,27.58,0.0
2019-07-28 01:00:00,2019-07-28 02:00:00,25.5,38.0,2.7,18.2,11.88,27.77,10.28,0.97,11.3,8.07,78.53,,99.3,1.48,237.75,4.53,976.98,,27.5,0.0
2019-07-28 02:00:00,2019-07-28 03:00:00,15.75,26.75,1.4,13.6,8.4,36.0,9.1,0.8,12.57,7.55,76.83,,99.28,1.15,227.5,4.6,976.58,,27.4,0.0
2019-07-28 03:00:00,2019-07-28 04:00:00,9.0,20.75,2.27,14.88,9.75,31.9,9.62,0.8,11.53,6.55,73.75,,99.3,0.87,196.65,4.6,976.5,,27.2,0.0
2019-07-28 04:00:00,2019-07-28 05:00:00,14.0,30.25,2.33,12.8,8.7,31.5,9.67,0.85,11.93,5.92,71.62,,99.3,0.85,195.62,4.62,976.9,,26.9,0.0
2019-07-28 05:00:00,2019-07-28 06:00:00,32.75,52.0,2.35,13.35,9.0,31.83,10.03,0.95,10.03,5.93,71.88,,99.3,0.9,195.93,11.32,977.25,,26.83,0.0
2019-07-28 06:00:00,2019-07-28 07:00:00,37.75,46.75,2.75,14.12,9.73,27.57,8.35,1.0,10.67,5.6,70.12,,99.3,1.15,219.15,83.95,977.88,,27.3,0.0
2019-07-28 07:00:00,2019-07-28 08:00:00,20.0,33.0,3.45,15.47,11.07,24.2,7.78,1.1,11.47,4.55,68.17,,99.3,1.48,235.75,154.8,978.38,,27.62,0.0
2019-07-28 08:00:00,2019-07-28 09:00:00,22.25,40.5,4.17,13.12,10.38,23.45,7.22,1.1,29.17,4.3,64.95,,88.62,1.98,242.88,544.03,978.75,,29.43,0.0
2019-07-28 09:00:00,2019-07-28 10:00:00,21.0,45.0,3.65,13.07,9.93,23.92,7.43,1.2,25.42,3.83,61.02,,88.43,1.55,233.07,575.73,979.02,,29.7,0.0
2019-07-28 10:00:00,2019-07-28 11:00:00,25.0,49.25,4.4,17.45,12.85,27.82,9.05,1.15,16.85,3.75,59.38,,64.53,1.8,233.07,566.17,979.1,,30.98,0.0
2019-07-28 11:00:00,2019-07-28 12:00:00,25.75,59.0,4.3,17.77,12.95,33.88,11.5,1.12,20.88,3.8,60.72,,0.55,2.0,228.52,531.35,978.75,,32.1,0.0
2019-07-28 12:00:00,2019-07-28 13:00:00,18.5,52.0,3.08,14.88,10.4,36.8,11.22,1.12,46.62,4.15,59.35,,0.5,1.7,230.2,593.3,978.2,,32.42,0.0
2019-07-28 13:00:00,2019-07-28 14:00:00,17.25,56.5,3.35,16.2,11.35,37.1,11.27,1.1,33.3,3.73,59.35,,0.5,2.2,229.75,564.52,977.5,,33.35,0.0
2019-07-28 14:00:00,2019-07-28 15:00:00,18.0,53.25,2.83,14.58,10.05,33.55,10.82,1.02,28.12,3.3,56.73,,0.5,2.23,218.12,555.52,976.75,,33.62,0.0
2019-07-28 15:00:00,2019-07-28 16:00:00,17.0,54.5,2.27,12.07,8.3,30.33,8.85,1.05,27.5,3.02,52.98,,11.6,1.97,232.68,412.8,976.17,,32.33,0.0
2019-07-28 16:00:00,2019-07-28 17:00:00,14.5,44.75,3.25,16.68,11.53,30.4,10.0,1.12,24.77,3.42,53.82,,29.3,2.42,239.15,342.68,975.9,,31.52,0.0
2019-07-28 17:00:00,2019-07-28 18:00:00,14.25,37.0,2.58,13.6,9.3,34.48,11.1,1.05,53.48,3.08,54.45,,0.5,2.57,245.48,573.28,975.9,,32.3,0.0
2019-07-28 18:00:00,2019-07-28 19:00:00,9.0,37.25,3.35,21.68,14.27,38.43,13.43,1.23,57.28,2.97,53.05,,0.5,2.05,253.12,161.25,976.55,,31.3,0.0
2019-07-28 19:00:00,2019-07-28 20:00:00,11.25,49.75,4.85,30.97,20.45,38.03,17.2,1.5,51.42,3.47,74.95,,0.5,1.52,242.08,7.15,977.33,,30.27,0.0
2019-07-28 20:00:00,2019-07-28 21:00:00,19.5,63.0,3.7,30.0,19.0,35.77,11.1,1.95,30.72,3.98,69.18,,0.72,1.0,254.35,4.6,978.2,,29.8,0.0
2019-07-28 21:00:00,2019-07-28 22:00:00,26.75,82.5,6.85,36.08,24.8,32.8,12.3,2.18,9.72,4.8,78.12,,7.17,0.93,227.58,4.62,979.35,,29.73,0.0
2019-07-28 22:00:00,2019-07-28 23:00:00,40.33,102.5,8.25,34.85,25.25,29.3,11.3,2.1,8.3,5.82,94.67,,78.92,0.68,180.5,4.7,979.7,,29.65,0.0
2019-07-28 23:00:00,2019-07-29 00:00:00,81.5,153.75,8.03,31.68,23.4,29.3,12.97,1.97,6.9,6.02,84.88,,93.97,0.62,155.1,4.7,979.25,,29.33,0.0
2019-07-29 00:00:00,2019-07-29 01:00:00,145.25,215.0,10.53,32.38,25.8,26.02,11.03,1.28,5.3,5.88,74.78,,96.45,0.83,151.85,4.7,979.0,,29.02,0.0
2019-07-29 01:00:00,2019-07-29 02:00:00,58.25,107.0,4.65,20.05,14.43,27.85,8.75,1.1,7.4,5.6,68.28,,96.22,0.92,161.18,4.7,978.8,,28.73,0.0
2019-07-29 02:00:00,2019-07-29 03:00:00,50.0,93.5,3.6,14.3,10.5,39.7,9.8,1.0,8.17,5.9,65.35,,95.78,0.8,159.05,4.7,978.98,,28.45,0.0
2019-07-29 03:00:00,2019-07-29 04:00:00,55.75,98.25,3.22,13.97,10.07,35.4,9.15,0.97,7.47,5.38,65.15,,93.03,0.97,195.73,4.7,979.0,,28.43,0.0
