From Date,To Date,PM2.5 (ug/m3),PM10 (ug/m3),NO (ug/m3),NO2 (ug/m3),NOx (ppb),NH3 (ug/m3),SO2 (ug/m3),CO (ug/m3),Ozone (ug/m3),Benzene (ug/m3),Toluene (),Temp (degree C),RH (%),WS (m/s),WD (degree),SR (W/mt2),BP (mmHg),VWS (m/s),AT (degree C),RF (mm)
2019-07-29 04:00:00,2019-07-29 05:00:00,49.25,76.0,3.22,13.7,9.9,35.25,9.43,0.95,7.32,4.3,65.88,,93.53,0.95,169.27,4.7,979.12,,28.3,0.0
2019-07-29 05:00:00,2019-07-29 06:00:00,51.0,78.0,3.2,13.88,10.0,34.97,9.43,0.95,7.08,4.33,63.62,,94.07,1.05,191.83,8.45,979.45,,28.13,0.0
2019-07-29 06:00:00,2019-07-29 07:00:00,25.25,47.0,4.78,18.38,13.68,30.85,10.45,1.05,6.5,4.2,64.53,,89.0,1.27,217.67,180.22,979.9,,28.77,0.0
2019-07-29 07:00:00,2019-07-29 08:00:00,25.0,47.25,5.88,18.0,14.35,27.18,12.03,1.18,8.2,3.73,63.35,,63.0,1.2,215.85,452.45,980.43,,30.1,0.0
2019-07-29 08:00:00,2019-07-29 09:00:00,35.0,56.0,6.53,18.55,15.18,27.68,12.72,1.1,23.27,3.65,61.7,,0.62,2.23,242.93,601.08,980.35,,30.77,0.0
2019-07-29 09:00:00,2019-07-29 10:00:00,20.5,55.0,4.03,14.87,11.23,31.4,12.22,1.12,57.5,3.4,57.8,,0.5,1.93,250.95,571.75,980.5,,31.98,0.0
2019-07-29 10:00:00,2019-07-29 11:00:00,21.0,62.5,3.22,14.07,10.12,37.23,10.15,1.15,27.23,4.28,56.65,,0.5,1.58,232.8,573.45,980.33,,32.15,0.0
2019-07-29 11:00:00,2019-07-29 12:00:00,17.5,65.5,2.72,13.88,9.57,43.15,9.0,1.1,30.12,5.2,59.1,,0.5,1.8,232.48,608.05,979.85,,33.75,0.0
2019-07-29 12:00:00,2019-07-29 13:00:00,16.25,63.25,2.5,15.38,10.22,45.8,9.25,1.1,26.77,5.9,61.53,,0.5,1.75,217.62,499.0,979.6,,33.12,0.0
2019-07-29 13:00:00,2019-07-29 14:00:00,17.75,70.0,2.62,16.15,10.72,46.52,10.0,1.12,29.4,6.05,62.88,,0.5,1.62,222.52,562.5,979.23,,33.88,0.0
2019-07-29 14:00:00,2019-07-29 15:00:00,19.5,65.75,2.6,14.58,9.88,42.67,10.03,1.08,36.05,5.7,62.62,,0.5,1.78,226.92,605.88,978.58,,34.73,0.0
2019-07-29 15:00:00,2019-07-29 16:00:00,18.0,56.5,2.6,13.95,9.55,37.52,11.0,1.0,27.92,5.2,62.2,,0.5,1.52,213.93,611.12,977.85,,35.05,0.0
2019-07-29 16:00:00,2019-07-29 17:00:00,17.5,64.25,2.57,15.28,10.25,42.93,12.9,1.0,27.52,6.53,64.83,,0.5,1.68,235.72,525.85,977.3,,34.9,0.0
2019-07-29 17:00:00,2019-07-29 18:00:00,15.25,58.0,2.48,15.4,10.22,44.8,10.6,1.08,26.38,6.88,65.4,,0.5,1.5,236.88,400.95,977.12,,34.5,0.0
2019-07-29 18:00:00,2019-07-29 19:00:00,14.0,66.0,2.17,18.6,11.68,43.83,10.43,1.3,39.95,6.78,66.4,,0.5,1.5,239.57,145.3,977.38,,33.42,0.0
2019-07-29 19:00:00,2019-07-29 20:00:00,19.75,80.75,2.5,29.13,17.5,41.77,12.42,1.63,15.02,7.58,70.92,,0.5,1.5,233.92,9.8,977.68,,32.28,0.0
2019-07-29 20:00:00,2019-07-29 21:00:00,38.25,116.75,2.3,28.35,16.98,39.08,10.7,1.9,14.58,9.1,76.0,,0.5,0.77,190.75,4.65,978.28,,31.5,0.0
2019-07-29 21:00:00,2019-07-29 22:00:00,66.25,149.5,3.25,33.75,20.62,34.52,9.95,2.2,9.2,12.5,85.95,,0.5,0.68,200.93,4.62,978.97,,31.2,0.0
2019-07-29 22:00:00,2019-07-29 23:00:00,60.75,159.5,3.77,33.88,21.1,30.52,9.82,2.12,9.07,11.25,89.83,,0.53,0.65,182.85,4.7,979.52,,30.85,0.0
2019-07-29 23:00:00,2019-07-30 00:00:00,64.25,152.25,3.25,28.17,17.62,26.38,8.83,1.8,7.38,10.32,84.7,,0.5,0.72,198.3,4.62,979.35,,30.45,0.0
2019-07-30 00:00:00,2019-07-30 01:00:00,44.25,124.75,2.92,24.28,15.3,26.67,8.1,1.32,7.03,8.9,80.92,,0.65,0.8,208.35,4.6,979.08,,30.12,0.0
2019-07-30 01:00:00,2019-07-30 02:00:00,27.25,88.75,2.9,21.7,13.9,30.05,8.3,1.18,9.5,7.43,77.0,,0.87,0.78,207.9,4.6,978.65,,29.93,0.0
2019-07-30 02:00:00,2019-07-30 03:00:00,25.75,69.0,2.6,17.8,11.6,41.1,8.5,1.0,9.93,6.72,74.08,,46.03,0.73,195.88,4.67,978.42,,29.82,0.0
2019-07-30 03:00:00,2019-07-30 04:00:00,32.5,76.0,2.45,16.5,10.75,36.9,9.38,1.02,8.92,6.3,72.72,,83.62,0.98,157.75,4.7,978.43,,29.45,0.0
2019-07-30 04:00:00,2019-07-30 05:00:00,67.75,126.0,2.6,18.2,11.82,35.7,10.43,1.12,7.53,6.32,73.18,,94.88,0.9,148.12,4.7,978.55,,29.0,0.0
2019-07-30 05:00:00,2019-07-30 06:00:00,57.75,112.25,3.05,18.5,12.3,35.75,11.63,1.17,7.83,6.2,71.97,,96.1,0.9,184.55,6.95,978.9,,28.95,0.0
2019-07-30 06:00:00,2019-07-30 07:00:00,63.75,118.75,3.93,18.62,13.1,32.02,9.78,1.23,7.05,5.88,71.07,,92.53,0.93,212.7,77.83,979.4,,29.25,0.0
2019-07-30 07:00:00,2019-07-30 08:00:00,30.0,75.75,5.62,21.85,16.23,28.52,10.33,1.3,9.95,5.12,69.33,,64.65,1.65,242.88,228.28,979.82,,29.95,0.0
2019-07-30 08:00:00,2019-07-30 09:00:00,29.75,83.0,5.7,21.03,15.88,34.42,10.0,1.32,13.75,5.12,67.67,,0.5,1.85,242.6,451.33,980.08,,30.8,0.0
2019-07-30 09:00:00,2019-07-30 10:00:00,28.5,82.25,4.9,19.45,14.35,39.9,11.23,1.25,11.9,5.08,66.72,,0.53,1.23,206.05,504.82,980.43,,30.65,0.0
2019-07-30 10:00:00,2019-07-30 11:00:00,25.0,85.0,5.15,20.83,15.27,43.42,13.2,1.17,13.22,5.38,66.4,,0.5,1.62,215.8,555.2,980.45,,30.73,0.0
2019-07-30 11:00:00,2019-07-30 12:00:00,21.0,76.0,3.73,16.8,12.0,48.5,12.43,1.17,20.38,7.03,68.3,,0.5,1.1,192.5,610.05,979.87,,31.85,0.0
2019-07-30 12:00:00,2019-07-30 13:00:00,23.75,77.5,2.65,11.95,8.53,47.62,10.72,1.02,27.0,7.52,69.75,,0.53,0.95,189.27,590.35,979.23,,32.55,0.0
2019-07-30 13:00:00,2019-07-30 14:00:00,14.0,55.0,2.03,10.5,7.28,48.23,9.6,1.02,26.6,8.8,68.95,,0.5,2.58,136.98,595.75,978.67,,31.45,0.0
2019-07-30 14:00:00,2019-07-30 15:00:00,14.75,55.25,2.1,9.7,6.88,46.27,8.78,1.02,33.0,6.32,57.2,,0.5,1.7,156.18,610.88,977.92,,33.02,0.0
2019-07-30 15:00:00,2019-07-30 16:00:00,20.0,61.5,2.17,10.9,7.55,39.38,8.98,1.05,32.3,8.93,57.57,,0.53,1.4,172.9,610.85,977.38,,32.57,0.0
2019-07-30 16:00:00,2019-07-30 17:00:00,28.0,75.5,2.05,11.65,7.87,42.62,9.7,1.02,31.0,8.0,55.45,,0.53,2.0,144.75,427.27,977.25,,31.45,0.0
2019-07-30 17:00:00,2019-07-30 18:00:00,26.5,74.5,2.0,15.03,9.6,45.4,11.1,1.1,30.73,10.43,56.98,,0.5,1.2,165.6,162.73,977.17,,31.35,0.0
2019-07-30 18:00:00,2019-07-30 19:00:00,31.0,93.0,1.98,15.72,9.97,45.8,10.07,1.25,28.7,13.05,61.65,,0.5,1.4,141.82,42.45,977.3,,31.0,0.0
2019-07-30 19:00:00,2019-07-30 20:00:00,31.0,92.5,1.93,18.5,11.4,44.48,10.0,1.48,22.65,9.7,60.98,,0.58,1.35,140.82,6.17,977.85,,30.9,0.0
2019-07-30 20:00:00,2019-07-30 21:00:00,32.25,99.75,1.95,18.33,11.32,42.3,9.72,1.48,19.85,9.42,64.95,,0.5,1.72,136.12,4.7,978.42,,30.62,0.0
2019-07-30 21:00:00,2019-07-30 22:00:00,34.75,101.0,1.93,18.52,11.45,40.15,9.62,1.47,18.27,10.32,65.58,,0.55,1.4,141.62,4.7,978.92,,30.65,0.0
2019-07-30 22:00:00,2019-07-30 23:00:00,31.75,103.0,2.15,19.32,12.03,36.4,9.78,1.35,14.68,12.43,66.77,,0.5,1.15,143.22,4.7,978.95,,30.4,0.0
2019-07-30 23:00:00,2019-07-31 00:00:00,37.25,93.75,2.3,22.62,13.93,29.7,10.2,1.33,11.82,8.2,59.05,,0.55,0.97,172.08,4.7,978.8,,30.15,0.0
2019-07-31 00:00:00,2019-07-31 01:00:00,43.75,96.0,2.1,15.22,9.8,29.62,7.75,1.02,13.1,6.97,59.33,,0.55,1.02,198.45,4.65,978.6,,30.15,0.0
2019-07-31 01:00:00,2019-07-31 02:00:00,33.25,78.0,2.23,13.97,9.22,32.42,6.92,1.0,11.6,6.45,61.17,,10.62,1.02,190.77,4.65,978.3,,29.7,0.0
2019-07-31 02:00:00,2019-07-31 03:00:00,29.5,74.0,2.7,18.9,12.3,40.9,6.5,0.9,9.53,6.07,58.73,,63.95,1.27,213.45,4.65,977.82,,29.52,0.0
2019-07-31 03:00:00,2019-07-31 04:00:00,23.0,58.25,2.52,17.6,11.43,36.65,7.05,0.9,8.68,5.22,60.6,,4.27,1.3,228.8,4.65,977.6,,29.55,0.0
2019-07-31 04:00:00,2019-07-31 05:00:00,17.25,45.25,2.35,16.52,10.75,36.38,8.12,0.9,9.0,4.8,60.78,,0.68,1.23,220.33,4.62,977.95,,29.48,0.0
2019-07-31 05:00:00,2019-07-31 06:00:00,17.0,41.5,2.6,17.65,11.48,35.3,9.1,0.95,8.75,4.42,60.62,,0.68,1.07,213.48,6.67,978.38,,29.15,0.0
2019-07-31 06:00:00,2019-07-31 07:00:00,15.5,51.25,3.0,18.88,12.52,33.55,9.8,1.07,26.35,4.42,61.43,,1.12,1.2,234.7,71.72,978.83,,29.12,0.0
2019-07-31 07:00:00,2019-07-31 08:00:00,25.5,76.75,4.33,21.52,15.0,29.35,10.0,1.38,10.4,4.53,61.6,,0.88,0.9,221.88,152.85,979.48,,29.32,0.0
2019-07-31 08:00:00,2019-07-31 09:00:00,42.75,112.5,5.12,22.55,16.15,29.5,10.55,1.5,12.15,4.6,63.38,,0.95,0.97,174.0,301.17,980.0,,29.8,0.0
2019-07-31 09:00:00,2019-07-31 10:00:00,46.25,132.5,4.58,20.45,14.62,32.12,10.95,1.45,17.55,6.08,62.7,,0.5,1.15,182.55,373.18,980.03,,30.18,0.0
2019-07-31 10:00:00,2019-07-31 11:00:00,46.5,126.75,4.95,23.88,16.75,36.25,12.47,1.38,18.5,7.2,64.85,,0.5,2.15,246.35,426.17,979.17,,30.75,0.0
2019-07-31 11:00:00,2019-07-31 12:00:00,35.75,105.0,6.1,23.88,17.68,45.3,17.0,1.23,43.5,7.38,69.38,,0.5,1.45,243.7,604.9,978.9,,32.85,0.0
2019-07-31 12:00:00,2019-07-31 13:00:00,33.5,100.0,3.75,17.25,12.25,46.07,14.78,1.12,35.07,10.18,70.8,,0.5,1.38,228.9,607.38,978.68,,33.8,0.0
2019-07-31 13:00:00,2019-07-31 14:00:00,28.5,84.0,2.6,16.03,10.65,46.55,12.25,1.1,38.75,10.57,72.55,,0.5,1.38,185.03,565.02,978.23,,32.92,0.0
2019-07-31 14:00:00,2019-07-31 15:00:00,25.75,78.0,2.17,11.97,8.15,42.83,10.05,1.08,49.85,9.7,66.42,,0.53,1.2,150.32,596.92,977.6,,33.25,0.0
2019-07-31 15:00:00,2019-07-31 16:00:00,26.25,73.0,2.15,13.55,8.95,35.62,11.28,1.02,52.77,8.3,63.55,,0.5,1.67,142.47,598.9,976.92,,33.62,0.0
2019-07-31 16:00:00,2019-07-31 17:00:00,36.25,84.0,1.85,11.7,7.72,39.22,9.57,1.05,45.9,6.1,56.02,,0.53,1.82,138.2,405.3,976.38,,32.98,0.0
2019-07-31 17:00:00,2019-07-31 18:00:00,28.0,79.5,1.7,9.53,6.48,39.62,7.4,1.05,38.12,6.03,52.95,,0.53,2.97,127.15,392.15,976.1,,31.92,0.0
2019-07-31 18:00:00,2019-07-31 19:00:00,27.75,73.75,1.47,10.72,6.9,38.33,8.4,1.15,35.6,4.65,48.18,,0.53,2.15,136.27,139.28,976.28,,31.77,0.0
2019-07-31 19:00:00,2019-07-31 20:00:00,29.25,80.0,1.52,15.75,9.6,40.53,9.43,1.38,30.6,6.88,52.67,,0.53,1.48,148.0,6.72,976.53,,31.5,0.0
2019-07-31 20:00:00,2019-07-31 21:00:00,45.0,128.5,1.92,22.5,13.55,43.8,12.38,1.72,21.97,10.32,65.0,,0.5,0.88,166.47,4.7,977.13,,31.35,0.0
2019-07-31 21:00:00,2019-07-31 22:00:00,65.5,171.75,2.15,24.75,14.92,41.9,11.48,1.8,18.35,10.55,71.15,,0.53,0.88,180.85,4.7,977.65,,30.88,0.0
2019-07-31 22:00:00,2019-07-31 23:00:00,47.75,134.5,2.17,25.7,15.45,37.1,9.9,1.7,15.65,8.57,70.05,,0.55,0.85,188.22,4.7,978.0,,30.62,0.0
2019-07-31 23:00:00,2019-08-01 00:00:00,48.25,121.75,2.17,21.08,13.0,31.07,8.67,1.43,18.57,7.45,70.12,,0.5,1.0,209.03,4.7,977.9,,30.23,0.0
2019-08-01 00:00:00,2019-08-01 01:00:00,40.25,99.0,2.22,18.7,11.75,30.57,9.97,1.12,15.0,7.1,65.62,,0.62,1.0,200.17,4.68,977.95,,29.78,0.0
2019-08-01 01:00:00,2019-08-01 02:00:00,51.5,116.25,2.23,19.3,12.12,30.6,9.3,1.1,84.7,6.42,61.42,,23.8,0.62,215.03,4.65,978.02,,29.57,0.0
2019-08-01 02:00:00,2019-08-01 03:00:00,29.25,72.75,3.1,23.7,15.1,38.4,10.6,1.0,52.6,6.52,70.5,,2.9,1.23,272.88,4.6,977.78,,29.8,0.0
2019-08-01 03:00:00,2019-08-01 04:00:00,27.5,78.25,2.33,19.82,12.43,35.25,9.32,1.0,37.73,6.25,73.0,,0.5,0.95,237.28,4.65,977.6,,29.8,0.0
2019-08-01 04:00:00,2019-08-01 05:00:00,25.5,70.75,3.65,24.98,16.25,34.95,10.65,1.05,49.83,5.5,76.83,,0.78,0.9,232.18,4.67,977.55,,29.58,0.0
2019-08-01 05:00:00,2019-08-01 06:00:00,42.5,103.25,3.77,25.88,16.88,34.27,11.43,1.08,43.62,5.28,75.15,,0.75,0.82,235.97,7.55,977.73,,29.55,0.0
2019-08-01 06:00:00,2019-08-01 07:00:00,42.5,111.75,6.08,27.52,19.6,32.53,9.15,1.22,16.7,4.95,77.58,,0.75,1.27,272.05,99.18,977.9,,29.7,0.0
2019-08-01 07:00:00,2019-08-01 08:00:00,39.75,107.75,5.45,26.52,18.55,29.3,8.3,1.35,11.32,4.45,73.17,,0.5,1.52,276.02,208.12,978.42,,30.15,0.0
2019-08-01 08:00:00,2019-08-01 09:00:00,43.5,107.25,5.98,25.9,18.62,29.25,10.17,1.38,16.77,4.53,72.32,,0.5,1.9,271.0,541.75,978.78,,31.62,0.0
2019-08-01 09:00:00,2019-08-01 10:00:00,42.0,105.75,3.98,24.7,16.43,34.27,9.85,1.32,30.27,8.2,52.28,,0.5,1.77,261.18,600.35,979.02,,33.05,0.0
2019-08-01 10:00:00,2019-08-01 11:00:00,49.75,101.25,2.88,20.45,13.25,37.43,8.72,1.23,43.92,9.8,42.1,,0.5,2.12,267.15,611.45,978.8,,33.92,0.0
2019-08-01 11:00:00,2019-08-01 12:00:00,40.75,99.5,2.17,15.15,9.83,39.98,7.67,1.1,44.05,7.15,43.1,,0.5,2.08,272.15,611.25,978.4,,35.0,0.0
2019-08-01 12:00:00,2019-08-01 13:00:00,23.0,71.5,2.0,12.87,8.5,44.97,7.42,1.02,46.33,9.82,41.0,,0.5,1.88,258.45,606.6,977.85,,36.08,0.0
2019-08-01 13:00:00,2019-08-01 14:00:00,16.0,61.25,1.95,11.57,7.72,45.2,7.72,0.97,51.2,8.9,41.88,,0.5,1.5,257.32,608.23,977.23,,36.23,0.0
2019-08-01 14:00:00,2019-08-01 15:00:00,17.5,63.5,1.57,13.47,8.45,41.7,8.55,1.1,45.93,8.4,46.85,,0.5,1.3,206.7,316.65,976.58,,33.88,0.0
2019-08-01 15:00:00,2019-08-01 16:00:00,30.0,88.75,2.38,16.57,10.78,30.98,8.05,1.2,33.12,12.15,58.23,,0.5,0.85,192.97,384.12,975.88,,32.17,0.0
2019-08-01 16:00:00,2019-08-01 17:00:00,27.75,73.25,2.98,17.4,11.68,34.83,12.62,1.12,38.12,12.5,66.15,,0.5,1.42,191.02,480.77,975.2,,34.85,0.0
2019-08-01 17:00:00,2019-08-01 18:00:00,28.0,80.5,2.02,14.7,9.5,44.75,10.63,1.18,36.12,12.62,85.62,,0.5,1.27,195.55,352.77,975.05,,34.6,0.0
2019-08-01 18:00:00,2019-08-01 19:00:00,23.5,73.25,1.67,13.03,8.33,44.55,8.73,1.23,34.22,12.7,67.95,,0.5,1.88,143.65,139.95,975.45,,32.95,0.0
2019-08-01 19:00:00,2019-08-01 20:00:00,32.0,88.5,1.92,22.92,13.75,38.0,9.98,1.58,24.9,12.82,67.82,,0.5,1.27,199.0,6.68,976.4,,32.52,0.0
2019-08-01 20:00:00,2019-08-01 21:00:00,40.75,125.25,3.05,35.4,21.27,35.48,16.6,1.73,27.07,11.07,72.3,,0.5,1.33,235.6,4.6,977.05,,32.28,0.0
2019-08-01 21:00:00,2019-08-01 22:00:00,39.0,118.25,3.75,38.67,23.62,35.75,16.75,1.93,12.25,10.92,77.58,,0.53,1.18,230.65,4.62,977.3,,31.7,0.0
2019-08-01 22:00:00,2019-08-01 23:00:00,55.5,143.75,2.77,31.3,18.88,33.93,12.93,1.57,16.77,10.1,78.17,,0.5,1.05,253.4,4.6,977.6,,31.58,0.0
2019-08-01 23:00:00,2019-08-02 00:00:00,33.25,98.25,2.33,26.0,15.72,29.07,10.17,1.43,19.75,8.95,75.6,,0.5,0.98,232.75,4.6,977.58,,31.43,0.0
2019-08-02 00:00:00,2019-08-02 01:00:00,36.75,93.25,2.38,24.98,15.22,28.6,9.97,1.17,10.43,9.35,74.45,,0.53,1.23,234.68,4.6,977.2,,30.97,0.0
2019-08-02 01:00:00,2019-08-02 02:00:00,41.5,97.0,2.1,19.88,12.27,29.55,8.9,1.02,22.7,6.9,78.2,,0.5,1.5,261.38,4.6,976.85,,30.75,0.0
2019-08-02 02:00:00,2019-08-02 03:00:00,27.75,72.5,2.2,18.2,11.5,36.5,7.8,1.0,32.65,6.28,72.35,,0.57,1.02,255.0,4.6,976.2,,30.45,0.0
2019-08-02 03:00:00,2019-08-02 04:00:00,17.75,55.25,2.6,19.88,12.72,31.45,7.85,1.0,32.98,5.92,70.1,,46.1,1.02,203.17,4.62,975.75,,29.88,0.0
2019-08-02 04:00:00,2019-08-02 05:00:00,18.75,61.75,2.25,18.73,11.78,29.35,7.4,1.0,11.22,5.25,70.8,,88.28,1.3,275.27,4.6,975.83,,29.7,0.0
2019-08-02 05:00:00,2019-08-02 06:00:00,25.75,64.0,6.28,26.17,19.02,29.43,6.73,1.1,8.45,4.7,71.45,,86.58,1.15,313.7,7.48,976.4,,29.1,0.0
2019-08-02 06:00:00,2019-08-02 07:00:00,31.0,76.25,13.5,27.65,25.7,30.32,5.45,1.23,6.9,4.3,69.12,,82.95,1.58,292.98,51.28,976.95,,29.48,0.0
2019-08-02 07:00:00,2019-08-02 08:00:00,32.25,89.5,6.45,27.52,19.9,29.48,5.92,1.4,9.07,4.22,69.15,,45.95,1.75,273.8,210.7,977.2,,30.35,0.0
2019-08-02 08:00:00,2019-08-02 09:00:00,36.0,98.0,5.55,24.98,17.82,30.42,6.22,1.42,16.7,4.1,70.28,,0.5,1.9,283.58,537.8,977.33,,31.45,0.0
2019-08-02 09:00:00,2019-08-02 10:00:00,36.0,97.5,3.95,21.85,14.85,32.88,6.85,1.38,25.62,3.92,65.33,,0.5,1.82,282.4,583.6,977.48,,32.38,0.0
2019-08-02 10:00:00,2019-08-02 11:00:00,36.5,113.5,2.73,20.65,13.23,38.15,10.07,1.35,34.3,5.58,66.7,,2.55,1.55,205.5,431.45,977.45,,31.35,0.0
2019-08-02 11:00:00,2019-08-02 12:00:00,38.75,116.0,3.1,17.5,11.83,37.58,7.13,1.38,30.07,7.83,65.58,,0.57,1.25,203.23,609.95,977.12,,32.15,0.0
2019-08-02 12:00:00,2019-08-02 13:00:00,40.5,124.5,2.62,17.4,11.4,38.9,9.3,1.32,48.53,9.95,71.32,,0.53,1.38,207.75,611.17,976.95,,34.25,0.0
2019-08-02 13:00:00,2019-08-02 14:00:00,36.0,109.25,2.42,18.48,11.82,41.68,11.95,1.23,43.73,9.8,73.45,,0.53,1.4,182.4,461.68,976.88,,32.3,0.0
2019-08-02 14:00:00,2019-08-02 15:00:00,24.5,88.75,2.4,20.3,12.78,42.4,8.43,1.25,35.35,7.35,68.67,,5.33,1.88,53.98,347.58,976.6,,29.68,0.0
2019-08-02 15:00:00,2019-08-02 16:00:00,18.25,63.75,2.27,12.97,8.78,35.98,8.2,1.02,37.33,5.62,66.6,,71.72,3.5,111.53,293.95,976.15,,29.15,0.0
2019-08-02 16:00:00,2019-08-02 17:00:00,22.0,49.5,1.88,9.97,6.83,35.5,7.23,1.05,37.0,3.85,54.17,,20.45,1.5,135.72,328.12,975.08,,30.3,0.0
2019-08-02 17:00:00,2019-08-02 18:00:00,23.5,66.5,1.9,15.03,9.53,38.2,8.27,1.12,35.9,6.1,56.05,,0.55,2.1,122.2,246.3,974.55,,30.5,0.0
2019-08-02 18:00:00,2019-08-02 19:00:00,24.5,69.5,2.12,13.4,8.85,39.3,5.8,1.1,31.4,4.43,54.45,,0.68,1.7,97.2,92.33,975.42,,29.75,0.0
2019-08-02 19:00:00,2019-08-02 20:00:00,14.75,52.5,2.55,16.23,10.72,40.88,5.2,1.22,25.55,3.5,57.52,,0.9,1.73,115.55,8.38,975.62,,29.52,0.0
2019-08-02 20:00:00,2019-08-02 21:00:00,18.25,68.25,2.75,17.0,11.28,38.1,4.97,1.33,22.23,3.45,57.23,,21.27,1.68,119.75,4.7,975.92,,29.2,0.0
2019-08-02 21:00:00,2019-08-02 22:00:00,22.25,68.0,2.48,17.9,11.55,35.22,5.17,1.48,18.45,3.4,53.3,,60.42,1.55,128.57,4.7,976.83,,29.25,0.0
2019-08-02 22:00:00,2019-08-02 23:00:00,23.5,74.0,3.07,20.2,13.25,33.02,5.75,1.42,13.88,5.72,61.1,,66.12,1.5,126.0,4.7,977.4,,29.07,0.0
2019-08-02 23:00:00,2019-08-03 00:00:00,32.0,87.25,3.07,24.65,15.62,29.83,6.77,1.4,9.57,5.0,55.43,,91.3,1.2,140.2,4.7,977.68,,28.85,0.0
2019-08-03 00:00:00,2019-08-03 01:00:00,58.25,131.0,4.05,24.48,16.32,29.93,9.4,1.12,7.97,5.47,55.48,,91.03,1.48,134.35,4.7,977.53,,28.75,0.0
2019-08-03 01:00:00,2019-08-03 02:00:00,68.0,135.0,5.67,24.4,17.6,31.0,9.33,1.1,7.9,5.35,56.47,,92.45,0.88,143.42,4.7,977.12,,28.62,0.0
2019-08-03 02:00:00,2019-08-03 03:00:00,60.5,134.5,7.8,24.4,19.3,43.7,13.2,1.2,8.55,5.77,60.38,,92.42,1.18,143.17,4.7,976.55,,28.7,0.0
2019-08-03 03:00:00,2019-08-03 04:00:00,90.25,200.75,7.78,25.4,19.85,37.7,13.7,1.17,8.95,6.62,61.45,,95.08,0.92,192.32,4.68,976.02,,28.48,0.0
2019-08-03 04:00:00,2019-08-03 05:00:00,72.0,160.75,6.77,22.88,17.7,32.35,10.5,1.1,17.57,5.0,61.78,,95.52,0.75,214.75,4.65,975.92,,28.37,0.0
2019-08-03 05:00:00,2019-08-03 06:00:00,32.5,78.75,7.97,23.2,18.82,31.9,9.73,1.18,6.38,5.38,64.55,,96.95,0.98,158.07,7.95,976.18,,28.23,0.0
2019-08-03 06:00:00,2019-08-03 07:00:00,41.5,97.75,8.25,22.03,18.45,31.7,10.75,1.85,8.3,4.88,64.3,,96.88,0.98,139.65,95.97,976.58,,28.32,0.0
2019-08-03 07:00:00,2019-08-03 08:00:00,70.75,153.0,9.55,22.15,19.6,30.05,12.92,1.57,8.78,5.05,61.0,,94.4,1.27,168.28,295.43,976.95,,28.85,0.0
2019-08-03 08:00:00,2019-08-03 09:00:00,58.5,133.25,7.5,22.05,17.85,29.48,12.03,1.5,14.25,4.75,60.55,,87.55,1.15,227.62,342.03,977.4,,29.75,0.0
2019-08-03 09:00:00,2019-08-03 10:00:00,42.5,109.0,5.78,19.12,14.85,31.0,10.95,1.45,33.62,5.0,63.67,,90.42,1.45,239.57,501.15,977.65,,29.67,0.0
2019-08-03 10:00:00,2019-08-03 11:00:00,42.75,101.5,4.67,17.25,13.0,31.9,10.08,1.4,58.23,1.3,54.75,,80.22,1.05,182.27,523.3,977.83,,30.88,0.0
2019-08-03 11:00:00,2019-08-03 12:00:00,39.75,94.0,4.28,28.15,18.45,35.8,9.6,1.57,34.05,8.93,69.9,,65.42,0.95,130.75,228.4,977.6,,30.05,0.0
2019-08-03 12:00:00,2019-08-03 13:00:00,40.5,104.25,7.12,35.75,24.88,35.88,8.62,1.75,11.05,7.82,76.77,,98.7,1.65,77.58,262.48,977.62,,28.82,0.0
2019-08-03 13:00:00,2019-08-03 14:00:00,34.5,76.25,5.3,21.77,15.9,35.83,8.07,1.38,16.52,2.65,65.2,,95.8,1.35,146.05,437.08,977.15,,28.95,0.0
2019-08-03 14:00:00,2019-08-03 15:00:00,24.5,53.75,3.08,11.75,8.75,38.3,7.83,1.15,20.68,11.97,72.83,,90.2,2.1,149.38,609.35,976.92,,29.45,0.0
2019-08-03 15:00:00,2019-08-03 16:00:00,12.0,35.5,3.28,15.35,10.85,37.9,8.05,1.35,48.97,10.78,70.58,,79.05,1.6,238.5,586.42,975.85,,29.88,0.0
2019-08-03 16:00:00,2019-08-03 17:00:00,26.25,59.5,3.97,21.92,14.95,42.55,10.85,1.38,34.23,8.65,81.28,,2.7,0.88,187.15,397.83,975.2,,29.77,0.0
2019-08-03 17:00:00,2019-08-03 18:00:00,34.5,77.5,4.47,28.57,18.85,43.8,17.0,1.4,17.73,11.45,84.55,,34.85,1.1,153.97,339.15,974.83,,29.57,0.0
2019-08-03 18:00:00,2019-08-03 19:00:00,36.5,86.75,3.23,21.48,14.03,43.52,14.68,1.4,19.98,14.4,82.53,,49.75,1.1,150.95,208.25,975.05,,29.45,0.0
2019-08-03 19:00:00,2019-08-03 20:00:00,28.5,74.75,2.42,18.95,12.07,46.62,11.95,1.52,15.3,14.85,80.67,,87.4,0.62,177.62,8.05,975.75,,28.7,0.0
2019-08-03 20:00:00,2019-08-03 21:00:00,28.75,82.0,3.75,31.88,20.03,41.3,10.5,2.1,8.22,10.97,79.0,,92.53,1.15,232.95,4.65,976.38,,28.93,0.0
2019-08-03 21:00:00,2019-08-03 22:00:00,33.25,94.25,5.22,34.62,22.68,37.08,10.08,2.13,10.83,10.85,86.4,,95.9,0.9,213.75,4.67,976.85,,28.75,0.0
