From Date,To Date,PM2.5 (ug/m3),PM10 (ug/m3),NO (ug/m3),NO2 (ug/m3),NOx (ppb),NH3 (ug/m3),SO2 (ug/m3),CO (mg/m3),Ozone (ug/m3),Benzene (ug/m3),Toluene (ug/m3),Temp (degree C),RH (%),WS (m/s),WD (),SR (W/mt2),BP (mmHg),AT (degree C),RF (mm)
2020-05-31 09:00:00,2020-05-31 10:00:00,14.0,28.5,5.62,42.88,27.4,57.7,12.25,0.5,68.2,0.6,4.45,,53.48,1.25,306.07,534.62,983.57,34.67,0.0
2020-05-31 10:00:00,2020-05-31 11:00:00,19.5,40.0,6.55,42.52,27.85,57.05,11.53,0.58,85.35,0.6,5.4,,51.0,1.35,289.0,474.78,983.48,35.52,0.0
2020-05-31 11:00:00,2020-05-31 12:00:00,26.5,51.0,6.32,41.2,26.95,56.73,12.2,0.57,83.02,0.73,12.2,,50.88,1.65,286.5,582.75,983.15,35.52,0.0
2020-05-31 12:00:00,2020-05-31 13:00:00,24.5,52.5,5.15,33.45,21.95,50.17,11.68,0.53,72.43,0.57,13.72,,48.3,1.72,293.55,610.33,982.82,36.02,0.0
2020-05-31 13:00:00,2020-05-31 14:00:00,21.5,47.0,5.15,32.3,21.3,51.7,11.3,0.53,60.25,0.57,9.68,,49.02,2.0,287.62,402.85,981.75,36.0,0.0
2020-05-31 14:00:00,2020-05-31 15:00:00,24.5,47.0,4.7,32.95,21.43,48.65,12.03,0.53,71.65,0.47,7.7,,51.25,1.5,286.5,62.43,981.32,34.55,0.0
2020-05-31 15:00:00,2020-05-31 16:00:00,18.5,57.0,7.15,37.75,25.82,44.15,12.45,0.47,61.12,0.62,9.47,,60.1,2.47,62.7,15.75,981.95,30.92,0.0
2020-05-31 16:00:00,2020-05-31 17:00:00,11.0,46.5,8.65,41.85,29.22,42.35,11.08,0.47,17.55,0.25,10.12,,69.75,1.42,33.8,17.18,982.23,29.1,0.0
2020-05-31 17:00:00,2020-05-31 18:00:00,10.0,27.5,8.03,50.55,33.48,45.38,10.27,0.57,35.05,0.57,10.43,,68.1,1.3,180.18,86.75,981.0,30.1,0.0
2020-05-31 18:00:00,2020-05-31 19:00:00,12.5,32.0,7.88,43.43,29.37,45.25,12.03,0.5,46.73,0.6,7.9,,66.75,2.05,77.03,19.68,982.52,30.35,0.0
2020-05-31 19:00:00,2020-05-31 20:00:00,15.0,35.0,5.35,32.35,21.4,45.37,9.93,0.45,58.95,0.53,9.6,,72.33,2.33,132.27,5.47,983.25,28.73,0.0
2020-05-31 20:00:00,2020-05-31 21:00:00,11.5,26.0,7.2,40.58,27.3,39.95,8.25,0.47,58.4,0.43,7.65,,68.9,0.78,95.58,5.5,982.4,28.52,0.0
2020-05-31 21:00:00,2020-05-31 22:00:00,7.0,22.5,6.92,35.25,24.3,39.92,8.2,0.4,53.98,0.47,5.88,,69.72,0.98,44.1,5.5,983.02,28.65,0.0
2020-05-31 22:00:00,2020-05-31 23:00:00,9.0,31.5,6.35,52.88,33.28,39.62,8.57,0.4,45.05,0.47,10.07,,69.3,0.5,51.62,5.45,983.05,28.75,0.0
2020-05-31 23:00:00,2020-06-01 00:00:00,15.0,40.5,11.03,59.85,40.9,41.4,7.6,0.4,32.42,0.4,18.48,,72.2,0.73,84.68,5.5,982.97,28.28,0.0
2020-06-01 00:00:00,2020-06-01 01:00:00,19.0,43.5,7.72,47.6,31.55,42.52,2.1,0.45,33.07,0.53,14.02,,75.05,0.58,176.97,5.47,983.45,28.12,0.0
2020-06-01 01:00:00,2020-06-01 02:00:00,20.5,36.0,7.13,30.47,22.07,44.27,1.47,0.4,38.0,0.65,8.0,,75.95,0.37,231.65,5.5,983.23,28.35,0.0
2020-06-01 02:00:00,2020-06-01 03:00:00,22.0,34.5,8.47,35.6,25.57,45.83,1.15,0.47,34.98,0.78,14.12,,76.53,0.57,183.47,5.5,982.73,28.25,0.0
2020-06-01 03:00:00,2020-06-01 04:00:00,32.0,46.0,8.82,35.77,26.15,46.4,1.82,0.5,29.0,1.32,9.0,,78.75,0.35,70.55,5.5,982.53,27.75,0.0
2020-06-01 04:00:00,2020-06-01 05:00:00,36.0,53.0,22.05,54.83,47.25,40.52,2.67,0.53,20.75,1.12,19.45,,78.55,0.7,99.12,5.55,982.75,27.7,0.0
2020-06-01 05:00:00,2020-06-01 06:00:00,27.0,47.0,13.85,44.73,35.1,40.62,4.67,0.58,19.02,1.05,17.95,,80.12,0.7,82.4,20.15,983.23,27.4,0.0
2020-06-01 06:00:00,2020-06-01 07:00:00,34.0,51.0,13.97,47.15,36.6,42.5,3.55,0.6,23.1,1.1,11.75,,76.2,0.58,71.62,89.08,984.05,28.72,0.0
2020-06-01 07:00:00,2020-06-01 08:00:00,46.0,68.0,13.15,51.6,38.22,44.95,2.73,0.67,27.23,1.33,10.82,,64.62,0.53,130.53,283.8,984.72,31.62,0.0
2020-06-01 08:00:00,2020-06-01 09:00:00,48.0,79.0,10.95,57.17,39.42,47.38,4.25,0.7,48.17,1.68,10.7,,56.93,0.57,174.93,404.02,985.15,33.68,0.0
2020-06-01 09:00:00,2020-06-01 10:00:00,46.5,82.0,8.1,58.42,37.75,48.67,8.7,0.72,74.7,1.27,10.78,,52.85,0.73,297.25,553.8,984.92,34.8,0.0
2020-06-01 10:00:00,2020-06-01 11:00:00,49.0,92.0,5.8,57.85,35.5,47.67,9.85,0.8,100.93,1.7,13.6,,48.17,0.53,306.82,410.4,985.0,36.17,0.0
2020-06-01 11:00:00,2020-06-01 12:00:00,48.5,101.5,4.93,47.62,29.3,44.45,10.0,0.7,114.38,1.68,9.72,,44.88,0.42,234.12,740.62,984.75,37.3,0.0
2020-06-01 12:00:00,2020-06-01 13:00:00,44.5,101.5,3.6,41.35,24.8,44.22,10.3,0.7,145.47,1.18,8.35,,44.38,0.78,301.3,741.98,984.08,37.4,0.0
2020-06-01 13:00:00,2020-06-01 14:00:00,46.0,103.0,5.12,42.12,26.6,43.9,10.65,0.7,152.95,1.25,8.6,,43.2,0.68,188.95,672.73,983.27,38.08,0.0
2020-06-01 14:00:00,2020-06-01 15:00:00,44.0,107.0,4.53,39.23,24.52,43.5,10.33,0.6,155.05,1.1,9.68,,43.28,0.88,296.77,555.77,982.53,38.1,0.0
2020-06-01 15:00:00,2020-06-01 16:00:00,40.5,112.5,4.38,41.3,25.5,43.08,8.92,0.6,130.55,1.1,15.2,,44.4,0.9,244.22,301.83,981.8,37.52,0.0
2020-06-01 16:00:00,2020-06-01 17:00:00,34.5,110.0,5.92,35.6,23.85,42.18,6.47,0.53,118.1,0.85,12.15,,43.73,0.95,308.9,288.93,981.05,37.7,0.0
2020-06-01 17:00:00,2020-06-01 18:00:00,29.5,97.0,4.73,38.05,24.23,41.25,5.77,0.5,104.8,0.75,9.75,,44.15,0.35,187.3,80.3,980.55,37.3,0.0
2020-06-01 18:00:00,2020-06-01 19:00:00,30.5,96.5,6.25,45.05,28.97,41.42,5.4,0.6,66.15,0.72,12.4,,48.35,0.35,255.55,25.9,980.62,35.55,0.0
2020-06-01 19:00:00,2020-06-01 20:00:00,34.5,106.5,6.0,42.78,27.62,42.88,4.85,0.67,49.72,0.8,22.52,,53.92,0.15,77.18,5.67,981.1,33.9,0.0
2020-06-01 20:00:00,2020-06-01 21:00:00,45.0,125.5,7.42,62.12,39.2,46.0,7.8,0.93,46.65,0.95,61.53,,56.38,0.28,53.67,5.5,981.35,33.3,0.0
2020-06-01 21:00:00,2020-06-01 22:00:00,58.0,146.0,8.2,56.72,36.98,48.68,4.85,0.97,44.1,1.4,96.62,,59.02,0.27,183.28,5.47,981.83,32.88,0.0
2020-06-01 22:00:00,2020-06-01 23:00:00,66.0,154.5,28.45,88.2,70.08,49.47,2.65,1.1,26.15,1.4,63.4,,60.27,0.12,152.07,5.5,981.7,32.85,0.0
2020-06-01 23:00:00,2020-06-02 00:00:00,68.0,161.0,15.65,82.8,56.85,51.68,4.97,1.07,20.98,1.98,90.12,,61.43,0.27,204.75,5.47,981.22,32.68,0.0
2020-06-02 00:00:00,2020-06-02 01:00:00,68.0,157.0,15.43,91.97,61.53,52.55,6.15,1.08,17.2,2.52,64.22,,63.3,0.4,76.92,5.45,981.15,32.33,0.0
2020-06-02 01:00:00,2020-06-02 02:00:00,71.5,177.0,70.33,102.3,111.37,51.67,4.5,1.2,17.75,3.23,66.72,,65.4,0.23,266.43,5.47,981.15,31.93,0.0
2020-06-02 02:00:00,2020-06-02 03:00:00,80.0,190.5,92.03,97.33,128.03,56.23,7.77,1.13,12.92,3.52,96.5,,66.53,0.25,295.95,5.45,981.27,31.73,0.0
2020-06-02 03:00:00,2020-06-02 04:00:00,91.0,181.0,46.78,93.97,87.8,60.9,8.05,1.05,13.28,2.7,57.75,,64.9,0.98,174.37,5.5,981.12,32.0,0.0
2020-06-02 04:00:00,2020-06-02 05:00:00,77.0,142.5,32.75,71.6,64.75,50.92,6.75,0.57,10.78,1.53,19.75,,64.95,0.55,102.98,5.58,981.3,30.82,0.0
2020-06-02 05:00:00,2020-06-02 06:00:00,71.0,149.0,18.18,50.52,41.8,54.32,8.85,0.55,21.77,1.23,15.62,,65.28,2.6,96.8,14.22,982.3,30.88,0.0
2020-06-02 06:00:00,2020-06-02 07:00:00,57.5,128.5,7.43,27.65,20.83,50.52,4.85,0.47,45.08,0.7,4.95,,76.97,1.12,51.03,27.62,982.72,29.07,0.0
2020-06-02 07:00:00,2020-06-02 08:00:00,26.5,45.5,7.1,31.35,22.48,49.3,3.47,0.5,42.88,0.4,4.4,,74.17,0.88,33.53,72.17,983.47,29.37,0.0
2020-06-02 08:00:00,2020-06-02 09:00:00,20.5,34.0,7.35,38.62,26.48,48.42,3.47,0.5,57.12,0.5,7.07,,63.23,1.47,296.12,337.23,983.5,31.38,0.0
2020-06-02 09:00:00,2020-06-02 10:00:00,18.0,44.0,7.12,47.92,31.23,47.95,5.55,0.6,73.95,0.8,8.88,,49.8,1.45,300.82,551.15,983.42,34.58,0.0
2020-06-02 10:00:00,2020-06-02 11:00:00,21.5,61.0,6.1,49.07,31.0,48.38,7.2,0.62,89.7,1.05,11.18,,45.1,1.35,240.02,382.3,983.17,36.62,0.0
2020-06-02 11:00:00,2020-06-02 12:00:00,27.0,81.0,5.1,43.25,27.25,50.98,6.8,0.55,80.02,1.0,12.1,,42.73,1.43,122.28,783.95,982.92,38.33,0.0
2020-06-02 12:00:00,2020-06-02 13:00:00,29.0,92.0,3.93,35.77,22.22,48.02,4.72,0.45,92.38,0.57,8.47,,40.2,2.3,75.27,766.75,982.12,38.83,0.0
2020-06-02 13:00:00,2020-06-02 14:00:00,24.0,90.0,3.95,28.8,18.5,44.25,5.45,0.4,109.1,0.4,7.8,,38.88,2.28,107.97,697.98,981.15,38.95,0.0
2020-06-02 14:00:00,2020-06-02 15:00:00,21.0,89.0,4.72,30.62,20.15,48.38,6.75,0.5,122.15,0.4,6.12,,40.67,1.4,79.73,612.4,980.12,39.03,0.0
2020-06-02 15:00:00,2020-06-02 16:00:00,24.0,87.5,4.95,29.93,20.03,46.15,4.57,0.43,120.25,0.38,5.5,,39.08,1.38,101.58,439.75,979.0,39.55,0.0
2020-06-02 16:00:00,2020-06-02 17:00:00,24.0,92.5,3.8,30.43,19.3,43.42,4.3,0.43,117.2,0.45,17.08,,38.95,1.25,103.55,294.25,978.35,39.23,0.0
2020-06-02 17:00:00,2020-06-02 18:00:00,20.5,88.0,4.62,35.12,22.52,42.95,4.15,0.4,99.92,0.47,16.6,,41.2,0.9,108.5,74.25,978.23,38.17,0.0
2020-06-02 18:00:00,2020-06-02 19:00:00,21.5,84.5,6.23,32.62,22.38,46.8,4.97,0.58,75.6,0.47,11.62,,50.43,0.67,90.35,26.32,978.7,35.97,0.0
2020-06-02 19:00:00,2020-06-02 20:00:00,26.5,95.0,7.1,37.0,25.48,47.75,7.53,0.6,53.27,0.38,7.38,,56.62,0.6,104.85,5.75,979.25,34.1,0.0
2020-06-02 20:00:00,2020-06-02 21:00:00,30.5,106.5,6.9,45.67,29.92,47.65,6.75,0.62,53.08,0.47,7.97,,59.3,0.42,71.47,5.5,979.95,33.3,0.0
2020-06-02 21:00:00,2020-06-02 22:00:00,36.5,131.5,6.47,43.28,28.23,50.3,6.22,0.7,51.98,0.6,21.9,,60.38,0.7,103.5,5.5,980.38,33.05,0.0
2020-06-02 22:00:00,2020-06-02 23:00:00,39.5,145.5,11.88,51.48,37.07,47.42,5.55,0.7,48.32,0.78,32.05,,59.95,0.53,92.83,5.5,980.4,32.68,0.0
2020-06-02 23:00:00,2020-06-03 00:00:00,41.5,157.5,16.1,103.28,68.05,50.05,5.7,0.7,24.88,0.73,51.73,,59.85,0.7,83.92,5.5,980.42,32.65,0.0
2020-06-03 00:00:00,2020-06-03 01:00:00,62.0,167.5,12.15,70.98,47.62,56.35,11.05,0.75,25.53,0.95,69.07,,61.33,1.32,116.12,5.5,980.05,32.2,0.0
2020-06-03 01:00:00,2020-06-03 02:00:00,113.5,178.0,9.4,47.33,32.9,64.3,20.3,0.7,29.65,1.08,18.48,,65.35,1.18,106.42,5.5,979.58,31.43,0.0
2020-06-03 02:00:00,2020-06-03 03:00:00,134.5,181.0,7.53,39.3,27.03,65.13,24.1,0.67,26.78,1.15,13.25,,67.95,0.68,86.83,5.5,978.98,30.88,0.0
2020-06-03 03:00:00,2020-06-03 04:00:00,97.5,147.0,9.12,47.98,32.9,59.78,18.88,0.7,22.68,0.97,18.05,,69.5,0.35,39.43,5.5,978.8,30.48,0.0
2020-06-03 04:00:00,2020-06-03 05:00:00,73.5,119.0,7.98,45.55,30.75,56.08,16.52,0.67,33.08,1.18,27.52,,68.4,0.55,30.82,5.58,978.9,30.8,0.0
2020-06-03 05:00:00,2020-06-03 06:00:00,74.0,125.0,10.57,57.38,39.25,57.75,15.02,0.72,26.45,1.2,26.2,,70.28,0.3,119.25,19.48,979.35,30.5,0.0
2020-06-03 06:00:00,2020-06-03 07:00:00,79.0,150.0,11.05,60.88,41.45,58.95,15.62,0.82,34.52,1.6,21.0,,63.52,1.02,284.75,87.03,980.05,32.1,0.0
2020-06-03 07:00:00,2020-06-03 08:00:00,76.5,150.5,6.7,57.58,36.25,56.45,18.77,0.78,55.17,1.88,12.3,,53.1,0.95,295.43,292.02,980.52,34.85,0.0
2020-06-03 08:00:00,2020-06-03 09:00:00,63.5,133.5,6.9,47.62,30.97,54.0,20.2,0.67,82.47,1.32,8.08,,48.35,1.0,318.77,406.57,980.75,36.3,0.0
2020-06-03 09:00:00,2020-06-03 10:00:00,48.5,124.5,4.52,44.33,27.32,50.15,18.25,0.62,116.4,0.95,5.95,,43.7,0.77,242.85,559.95,980.7,37.88,0.0
2020-06-03 10:00:00,2020-06-03 11:00:00,37.5,125.0,3.88,44.02,26.55,48.2,15.7,0.65,142.68,0.85,7.2,,40.83,0.75,47.83,403.4,980.75,39.25,0.0
2020-06-03 11:00:00,2020-06-03 12:00:00,42.0,156.5,3.02,41.98,24.78,49.7,18.97,0.6,149.07,0.98,7.78,,41.1,1.35,82.45,723.38,980.58,39.27,0.0
2020-06-03 12:00:00,2020-06-03 13:00:00,43.0,176.5,8.72,48.97,33.0,44.25,19.2,0.53,129.22,0.68,8.7,,38.65,1.5,169.47,751.58,980.03,40.02,0.0
2020-06-03 13:00:00,2020-06-03 14:00:00,36.0,143.5,3.73,32.0,20.07,44.2,16.9,0.53,125.73,0.65,6.97,,39.42,0.75,253.28,573.4,979.08,39.55,0.0
2020-06-03 14:00:00,2020-06-03 15:00:00,37.0,119.5,7.03,43.92,27.48,41.42,15.7,0.55,122.25,0.57,4.78,,39.75,0.65,133.6,269.68,978.23,38.75,0.0
2020-06-03 15:00:00,2020-06-03 16:00:00,35.0,107.5,3.28,32.98,20.27,37.18,14.05,0.5,111.8,0.5,8.25,,37.42,0.62,179.77,345.7,977.27,39.48,0.0
2020-06-03 16:00:00,2020-06-03 17:00:00,29.0,108.5,4.95,31.82,20.88,36.17,14.95,0.53,98.15,0.38,4.53,,36.72,0.85,40.77,302.42,977.02,40.02,0.0
2020-06-03 17:00:00,2020-06-03 18:00:00,28.0,106.0,4.28,32.27,20.68,36.42,15.08,0.47,99.5,0.47,3.7,,39.25,0.8,172.5,80.75,977.05,38.58,0.0
2020-06-03 18:00:00,2020-06-03 19:00:00,25.5,93.5,5.6,36.67,23.98,33.05,13.38,0.4,85.65,0.35,3.8,,40.2,0.47,27.4,34.4,977.45,37.15,0.0
2020-06-03 19:00:00,2020-06-03 20:00:00,22.5,104.5,7.62,49.67,32.77,31.95,10.43,0.58,66.0,0.4,5.25,,44.35,0.6,92.55,5.78,978.05,35.2,0.0
2020-06-03 20:00:00,2020-06-03 21:00:00,26.5,129.0,8.15,65.25,41.4,36.95,10.8,0.65,59.02,0.67,13.62,,47.45,0.95,43.8,5.5,978.68,34.62,0.0
2020-06-03 21:00:00,2020-06-03 22:00:00,43.0,162.0,14.15,90.78,59.9,37.2,13.93,0.72,33.88,1.05,13.57,,49.98,0.45,95.75,5.5,979.0,33.67,0.0
2020-06-03 22:00:00,2020-06-03 23:00:00,66.0,197.5,33.2,109.97,85.7,39.68,18.43,0.8,21.9,1.1,12.25,,50.9,0.47,35.55,5.5,979.1,33.22,0.0
2020-06-03 23:00:00,2020-06-04 00:00:00,88.0,225.5,22.85,97.4,70.12,43.55,18.93,0.82,18.63,1.37,16.27,,51.5,0.6,82.78,5.5,979.27,33.28,0.0
2020-06-04 00:00:00,2020-06-04 01:00:00,103.0,226.0,22.02,85.6,63.3,46.75,13.1,0.9,16.6,1.48,28.85,,54.2,0.23,70.83,5.47,978.73,32.47,0.0
2020-06-04 01:00:00,2020-06-04 02:00:00,114.5,228.5,32.37,78.67,67.77,46.07,15.1,0.83,13.7,1.58,35.77,,56.33,0.48,55.48,5.5,978.7,32.1,0.0
2020-06-04 02:00:00,2020-06-04 03:00:00,112.5,227.5,32.57,84.97,71.7,46.73,10.77,0.77,12.6,1.85,36.83,,56.15,0.95,161.05,5.45,978.42,32.15,0.0
2020-06-04 03:00:00,2020-06-04 04:00:00,96.0,210.0,21.2,76.47,57.88,47.95,12.72,0.83,12.28,1.85,50.9,,58.45,0.93,106.25,5.45,978.18,31.6,0.0
2020-06-04 04:00:00,2020-06-04 05:00:00,163.0,277.0,21.63,66.0,52.8,65.92,39.75,1.08,13.15,2.57,40.17,,60.3,0.4,121.65,5.55,978.05,31.25,0.0
2020-06-04 05:00:00,2020-06-04 06:00:00,261.0,366.0,19.62,62.98,49.58,68.35,53.12,1.02,16.75,2.88,45.3,,60.42,0.72,93.7,19.07,978.27,31.4,0.0
2020-06-04 06:00:00,2020-06-04 07:00:00,289.0,410.5,22.98,73.62,57.72,69.22,72.0,1.18,15.2,3.05,45.3,,58.67,0.7,112.35,72.68,978.35,32.1,0.0
2020-06-04 07:00:00,2020-06-04 08:00:00,270.5,400.0,19.07,78.25,57.12,64.23,56.55,1.1,24.0,2.9,43.7,,53.9,0.75,204.9,205.75,978.83,34.15,0.0
2020-06-04 08:00:00,2020-06-04 09:00:00,182.5,298.0,8.1,73.6,45.68,51.8,34.92,1.02,70.8,2.7,43.9,,48.92,1.15,280.8,227.7,979.23,35.88,0.0
2020-06-04 09:00:00,2020-06-04 10:00:00,106.5,221.0,7.02,74.0,45.12,49.83,31.32,1.07,98.7,2.55,23.63,,48.07,1.68,290.92,389.9,979.25,36.42,0.0
2020-06-04 10:00:00,2020-06-04 11:00:00,109.0,223.5,5.68,70.78,42.2,54.15,37.18,1.1,141.85,3.08,22.68,,43.7,1.08,292.1,433.65,979.3,38.55,0.0
2020-06-04 11:00:00,2020-06-04 12:00:00,96.0,201.0,4.42,47.48,28.77,44.9,24.33,0.8,160.03,2.18,20.17,,41.65,0.95,286.27,468.78,978.7,38.88,0.0
2020-06-04 12:00:00,2020-06-04 13:00:00,64.5,164.0,4.42,54.02,32.32,42.9,13.6,0.83,178.9,2.0,22.43,,43.83,1.3,277.85,169.17,978.02,37.42,0.0
2020-06-04 13:00:00,2020-06-04 14:00:00,63.0,171.0,4.12,54.38,32.23,43.55,11.97,0.8,156.47,1.95,19.55,,46.9,0.9,228.78,68.43,977.55,36.35,0.0
2020-06-04 14:00:00,2020-06-04 15:00:00,56.0,174.5,6.62,81.38,48.62,40.08,8.55,0.75,88.85,1.52,33.17,,48.82,0.75,200.07,119.5,977.1,35.35,0.0
2020-06-04 15:00:00,2020-06-04 16:00:00,46.0,165.5,6.3,77.1,46.12,42.22,7.45,0.75,83.72,1.4,40.27,,49.1,0.98,181.08,148.82,976.45,35.7,0.0
2020-06-04 16:00:00,2020-06-04 17:00:00,47.5,191.0,5.25,47.12,29.23,39.68,7.75,0.55,86.75,1.77,31.25,,53.8,2.38,155.85,27.38,976.9,33.83,0.0
2020-06-04 17:00:00,2020-06-04 18:00:00,33.0,139.5,5.12,41.3,26.1,35.4,7.93,0.5,66.22,0.8,18.53,,71.95,3.4,240.72,19.38,976.98,28.38,0.0
2020-06-04 18:00:00,2020-06-04 19:00:00,19.0,40.0,6.45,54.1,34.05,37.45,4.12,0.67,66.05,0.93,12.62,,69.03,1.02,56.95,18.9,977.3,29.95,0.0
2020-06-04 19:00:00,2020-06-04 20:00:00,29.0,48.0,8.53,52.55,35.0,41.38,3.55,0.72,55.42,1.0,17.92,,70.17,0.93,271.85,5.58,977.7,30.13,0.0
2020-06-04 20:00:00,2020-06-04 21:00:00,44.5,75.5,16.05,93.4,62.77,43.33,3.03,1.08,32.05,1.57,26.95,,68.55,0.68,247.88,5.5,978.45,30.4,0.0
2020-06-04 21:00:00,2020-06-04 22:00:00,57.0,96.5,16.65,83.72,58.2,44.92,3.02,1.12,29.62,2.0,23.25,,66.83,1.17,303.62,5.5,978.8,30.75,0.0
2020-06-04 22:00:00,2020-06-04 23:00:00,61.0,104.0,19.45,77.4,57.2,45.2,2.95,1.12,25.67,2.42,31.05,,67.35,0.7,110.03,5.5,979.58,30.9,0.0
2020-06-04 23:00:00,2020-06-05 00:00:00,56.0,97.5,14.68,74.6,51.7,44.75,2.67,0.78,26.25,1.7,37.17,,68.57,0.45,102.98,5.47,979.75,30.5,0.0
2020-06-05 00:00:00,2020-06-05 01:00:00,52.5,93.0,13.42,51.18,38.15,44.58,5.17,0.67,31.4,1.32,35.03,,68.57,0.82,225.93,5.5,979.35,30.52,0.0
2020-06-05 01:00:00,2020-06-05 02:00:00,50.0,95.0,8.1,39.23,27.27,44.6,8.73,0.6,48.55,1.18,11.68,,67.0,1.43,219.9,5.5,978.75,30.67,0.0
2020-06-05 02:00:00,2020-06-05 03:00:00,47.0,94.5,11.63,45.87,33.73,49.47,7.23,0.57,33.65,1.35,16.15,,71.0,0.55,232.62,5.5,978.5,30.18,0.0
2020-06-05 03:00:00,2020-06-05 04:00:00,55.0,100.0,17.25,77.0,54.93,51.52,5.1,0.67,16.73,1.57,22.4,,70.55,0.53,207.05,5.5,978.28,30.6,0.0
2020-06-05 04:00:00,2020-06-05 05:00:00,58.0,102.0,33.55,67.57,63.5,49.92,5.83,0.72,15.2,1.65,29.57,,72.9,0.42,211.25,5.53,978.45,30.25,0.0
2020-06-05 05:00:00,2020-06-05 06:00:00,52.5,104.0,40.83,83.58,77.55,49.3,6.6,0.72,15.47,1.65,36.08,,67.93,0.48,310.17,12.1,978.75,30.65,0.0
2020-06-05 06:00:00,2020-06-05 07:00:00,54.0,113.0,40.35,84.55,77.92,49.47,6.05,0.88,12.0,1.48,19.33,,64.2,0.67,309.35,66.28,979.23,31.2,0.0
2020-06-05 07:00:00,2020-06-05 08:00:00,50.0,108.5,26.12,68.92,57.83,50.5,7.1,0.8,24.05,1.55,13.97,,55.58,1.0,234.8,286.82,979.47,33.42,0.0
2020-06-05 08:00:00,2020-06-05 09:00:00,34.0,84.5,12.98,53.42,39.1,47.27,8.82,0.6,54.3,1.0,6.5,,49.55,0.95,337.05,325.77,979.7,34.77,0.0
2020-06-05 09:00:00,2020-06-05 10:00:00,20.5,66.5,9.15,48.42,33.2,48.25,9.28,0.6,73.08,0.73,4.1,,48.48,1.23,270.15,415.15,979.88,35.2,0.0
2020-06-05 10:00:00,2020-06-05 11:00:00,22.5,68.5,7.47,45.75,30.4,51.97,9.38,0.6,69.7,0.68,11.5,,47.58,1.73,21.12,427.6,979.77,36.4,0.0
2020-06-05 11:00:00,2020-06-05 12:00:00,27.5,67.5,7.0,38.62,26.15,51.65,10.12,0.53,54.7,0.67,14.67,,45.3,1.3,171.12,772.8,979.48,37.23,0.0
2020-06-05 12:00:00,2020-06-05 13:00:00,25.5,68.0,6.85,37.58,25.55,50.58,10.3,0.5,67.0,0.5,4.52,,44.38,1.43,321.65,783.17,979.03,37.33,0.0
2020-06-05 13:00:00,2020-06-05 14:00:00,23.0,73.5,6.35,38.4,25.6,51.12,11.13,0.5,71.7,0.6,4.08,,41.97,1.38,329.48,687.95,978.1,38.23,0.0
2020-06-05 14:00:00,2020-06-05 15:00:00,24.0,78.0,6.33,38.2,25.6,48.15,6.88,0.5,93.68,0.47,3.45,,41.83,1.07,321.65,275.95,977.12,37.32,0.0
2020-06-05 15:00:00,2020-06-05 16:00:00,25.0,81.0,5.45,34.77,22.9,47.92,8.7,0.47,99.3,0.47,7.3,,47.03,2.62,98.8,97.75,976.95,34.75,0.0
2020-06-05 16:00:00,2020-06-05 17:00:00,29.0,83.5,7.18,44.85,29.68,52.45,8.75,0.58,64.33,0.57,14.88,,51.8,1.03,146.88,156.62,976.85,34.4,0.0
2020-06-05 17:00:00,2020-06-05 18:00:00,27.5,80.0,6.55,36.15,24.65,49.05,10.5,0.5,76.6,0.78,18.4,,52.67,1.53,158.32,86.02,976.88,33.43,0.0
2020-06-05 18:00:00,2020-06-05 19:00:00,25.0,91.0,8.95,65.35,42.15,47.43,10.05,0.77,69.8,1.0,20.98,,53.37,0.62,186.5,22.77,976.73,33.2,0.0
2020-06-05 19:00:00,2020-06-05 20:00:00,34.5,165.5,13.57,93.45,60.7,50.2,6.0,1.05,42.27,1.27,50.55,,57.75,0.35,135.85,5.8,977.17,32.48,0.0
2020-06-05 20:00:00,2020-06-05 21:00:00,54.5,236.0,35.03,129.48,97.58,54.7,7.08,1.78,19.4,2.5,53.23,,61.6,0.32,244.75,5.5,977.53,32.1,0.0
2020-06-05 21:00:00,2020-06-05 22:00:00,71.5,267.0,36.27,150.25,109.4,54.25,6.88,1.95,16.77,4.45,85.55,,58.65,0.52,267.35,5.47,978.08,32.5,0.0
2020-06-05 22:00:00,2020-06-05 23:00:00,69.5,233.5,19.15,81.75,59.05,55.2,6.1,1.0,40.62,3.45,68.97,,58.45,1.65,300.88,5.5,978.57,32.85,0.0
2020-06-05 23:00:00,2020-06-06 00:00:00,58.0,149.0,13.53,52.45,39.05,55.53,4.73,0.7,43.93,1.27,11.98,,61.65,1.88,306.48,5.5,978.65,32.42,0.0
2020-06-06 00:00:00,2020-06-06 01:00:00,51.5,113.5,13.6,54.33,40.02,54.83,4.38,0.62,37.2,1.1,9.65,,63.2,1.62,300.95,5.47,978.45,31.98,0.0
2020-06-06 01:00:00,2020-06-06 02:00:00,46.5,95.5,12.5,44.57,33.97,54.43,6.87,0.53,38.75,0.95,6.95,,65.42,1.95,304.95,5.5,978.27,31.65,0.0
2020-06-06 02:00:00,2020-06-06 03:00:00,33.5,74.5,13.63,38.4,31.43,54.0,3.13,0.47,36.88,0.77,3.78,,66.4,1.87,308.8,5.5,978.12,31.25,0.0
2020-06-06 03:00:00,2020-06-06 04:00:00,26.0,61.5,12.6,39.85,31.38,51.85,3.6,0.5,36.52,0.8,3.45,,66.88,1.9,304.75,5.47,978.0,31.02,0.0
