From Date,To Date,PM2.5 (ug/m3),PM10 (ug/m3),NO (ug/m3),NO2 (ug/m3),NOx (ppb),NH3 (ug/m3),SO2 (ug/m3),CO (mg/m3),Ozone (ug/m3),Benzene (),Toluene (),Eth-Benzene (),MP-Xylene (),RH (%),WD (degree),SR (W/mt2),BP (mmHg),AT (),RF (mm),Xylene ()
2022-10-02 10:00:00,2022-10-02 11:00:00,95.0,178.0,3.2,12.27,9.07,12.12,4.13,0.38,2.05,6.15,32.35,,,47.5,260.88,463.85,984.95,33.4,0.0,2.17
2022-10-02 11:00:00,2022-10-02 12:00:00,57.0,125.0,1.92,5.2,4.35,11.3,4.75,0.43,4.58,4.1,23.75,,,44.27,265.88,595.0,984.53,34.35,0.0,0.93
2022-10-02 12:00:00,2022-10-02 13:00:00,51.0,97.0,1.98,4.67,4.1,10.9,5.47,0.35,2.7,2.85,20.55,,,41.2,257.42,624.95,983.73,35.2,0.0,0.52
2022-10-02 13:00:00,2022-10-02 14:00:00,38.0,92.0,1.95,3.5,3.48,11.05,5.77,0.38,,2.48,12.65,,,40.33,261.22,575.25,983.05,35.48,0.0,0.33
2022-10-02 14:00:00,2022-10-02 15:00:00,36.0,90.0,1.95,3.2,3.32,11.2,5.4,0.23,,1.6,8.3,,,39.9,250.0,473.5,982.25,35.25,0.0,0.22
2022-10-02 15:00:00,2022-10-02 16:00:00,30.0,95.0,1.8,3.62,3.42,11.5,5.25,0.23,,1.32,7.05,,,41.88,266.17,331.5,981.62,34.82,0.0,0.25
2022-10-02 16:00:00,2022-10-02 17:00:00,35.0,91.0,1.93,4.5,3.92,11.88,5.9,0.22,,1.43,6.3,,,45.47,263.72,156.93,981.4,33.3,0.0,0.28
2022-10-02 17:00:00,2022-10-02 18:00:00,36.0,96.0,1.92,6.17,4.85,12.3,3.5,0.45,,1.48,6.2,,,51.65,267.98,33.3,981.5,31.17,0.0,0.25
2022-10-02 18:00:00,2022-10-02 19:00:00,39.0,100.0,1.67,12.93,8.27,11.98,4.95,0.27,,2.07,6.83,,,58.08,272.1,5.45,981.73,29.05,0.0,0.38
2022-10-02 19:00:00,2022-10-02 20:00:00,47.0,132.0,2.0,13.22,8.7,11.7,5.47,0.2,,2.45,7.9,,,58.17,274.65,4.62,982.32,28.45,0.0,0.75
2022-10-02 20:00:00,2022-10-02 21:00:00,45.0,124.0,1.8,14.62,9.3,11.75,5.92,0.3,,2.4,7.5,,,62.35,261.98,4.67,982.92,23.85,0.0,0.77
2022-10-02 21:00:00,2022-10-02 22:00:00,41.0,114.0,2.0,16.52,10.4,11.68,5.38,0.38,,2.5,8.15,,,65.85,252.38,4.7,983.23,26.38,0.0,0.73
2022-10-02 22:00:00,2022-10-02 23:00:00,47.0,107.0,2.6,21.35,13.5,11.97,4.9,0.33,2.3,2.42,11.75,,,69.53,244.2,4.57,983.45,25.45,0.0,0.9
2022-10-02 23:00:00,2022-10-03 00:00:00,56.0,125.0,2.8,21.32,13.6,11.6,2.48,0.25,2.3,2.75,24.67,,,67.93,251.7,4.55,983.48,25.38,0.0,0.8
2022-10-03 00:00:00,2022-10-03 01:00:00,51.0,108.0,2.52,21.57,13.55,11.28,0.92,0.38,,2.98,29.7,,,70.2,242.32,4.6,983.35,24.43,0.0,0.7
2022-10-03 01:00:00,2022-10-03 02:00:00,56.0,111.0,4.42,26.35,17.65,11.85,2.08,0.5,5.4,2.9,33.9,,,71.53,239.52,4.6,983.17,23.98,0.0,0.8
2022-10-03 02:00:00,2022-10-03 03:00:00,53.0,136.0,3.6,21.2,14.2,14.2,0.3,0.7,,3.1,36.45,,,72.12,246.62,4.6,983.0,23.55,0.0,1.0
2022-10-03 03:00:00,2022-10-03 04:00:00,57.0,127.0,2.77,18.9,12.3,11.6,2.1,0.5,,2.95,35.25,,,67.78,243.48,4.55,982.93,24.15,0.0,0.72
2022-10-03 04:00:00,2022-10-03 05:00:00,46.0,90.0,2.17,14.57,9.7,10.72,2.6,0.25,,2.6,30.72,,,69.0,237.9,4.55,983.1,23.45,0.0,0.45
2022-10-03 05:00:00,2022-10-03 06:00:00,38.0,81.0,2.15,13.12,8.75,11.42,2.95,0.5,2.1,2.43,22.18,,,68.88,240.05,4.55,983.3,23.48,0.0,0.33
2022-10-03 06:00:00,2022-10-03 07:00:00,48.0,85.0,2.65,16.4,10.93,12.18,1.1,0.53,,2.67,13.2,,,68.2,252.2,17.35,983.75,24.0,0.0,0.32
2022-10-03 07:00:00,2022-10-03 08:00:00,53.0,108.0,3.25,14.57,10.65,13.0,2.62,0.53,,3.38,21.9,,,63.95,251.68,117.0,984.45,25.73,0.0,0.53
2022-10-03 08:00:00,2022-10-03 09:00:00,50.0,102.0,3.13,12.62,9.28,13.6,1.68,0.7,,3.38,21.12,,,57.6,257.05,270.62,985.12,28.32,0.0,0.47
2022-10-03 09:00:00,2022-10-03 10:00:00,52.0,113.0,2.65,10.38,7.67,13.65,1.67,0.65,,3.38,24.7,,,54.17,246.7,408.92,985.67,29.97,0.0,0.55
2022-10-03 10:00:00,2022-10-03 11:00:00,57.0,136.0,2.33,7.65,5.97,13.65,2.0,0.65,,3.17,26.12,,,49.35,254.1,475.85,985.6,31.92,0.0,0.4
2022-10-03 11:00:00,2022-10-03 12:00:00,61.0,133.0,2.45,8.05,6.3,13.0,5.97,0.65,,3.0,14.47,,,44.95,242.75,612.25,985.42,33.5,0.0,0.33
2022-10-03 12:00:00,2022-10-03 13:00:00,47.0,114.0,2.33,6.17,5.18,13.35,8.1,0.77,,,,,,42.05,254.07,622.42,984.95,34.35,0.0,
2022-10-03 13:00:00,2022-10-03 14:00:00,36.0,118.0,1.82,4.97,4.12,12.45,9.35,0.7,,,,,,40.62,258.82,580.15,984.2,34.88,0.0,
2022-10-03 14:00:00,2022-10-03 15:00:00,27.0,107.0,1.7,4.62,3.83,11.85,7.12,0.33,,,,,,40.5,250.88,477.73,983.5,34.85,0.0,
2022-10-03 15:00:00,2022-10-03 16:00:00,31.0,113.0,1.85,5.33,4.35,11.53,6.02,0.25,,,,,,42.02,250.9,333.35,983.02,34.2,0.0,
2022-10-03 16:00:00,2022-10-03 17:00:00,31.0,122.0,1.73,5.87,4.55,11.5,5.47,0.23,,,,,,44.35,260.9,168.35,982.9,33.17,0.0,
2022-10-03 17:00:00,2022-10-03 18:00:00,31.0,111.0,1.55,9.3,6.22,11.7,3.8,0.33,,,,,,49.45,267.02,29.08,983.02,31.17,0.0,
2022-10-03 18:00:00,2022-10-03 19:00:00,36.0,116.0,1.95,13.4,9.1,13.2,5.25,0.8,,,,,,54.62,260.65,5.33,983.33,29.65,0.0,
2022-10-03 19:00:00,2022-10-03 20:00:00,38.0,101.0,1.93,14.98,9.55,11.8,6.75,0.47,,2.25,25.85,,,53.8,262.77,4.62,983.95,28.82,0.0,0.6
2022-10-03 20:00:00,2022-10-03 21:00:00,33.0,91.0,1.8,16.7,10.38,10.8,4.98,0.33,,2.1,20.82,,,56.42,266.38,4.57,984.88,27.5,0.0,0.7
2022-10-03 21:00:00,2022-10-03 22:00:00,31.0,92.0,2.25,23.4,14.23,10.9,5.15,0.65,,2.15,14.5,,,62.62,259.2,4.62,985.35,25.73,0.0,0.7
2022-10-03 22:00:00,2022-10-03 23:00:00,30.0,88.0,2.55,30.23,18.15,10.8,4.53,0.55,,2.58,11.12,,,66.5,271.3,4.67,985.38,24.85,0.0,0.95
2022-10-03 23:00:00,2022-10-04 00:00:00,36.0,105.0,2.32,24.6,14.97,10.6,2.33,0.38,,2.25,8.8,,,66.88,307.57,4.6,985.25,24.38,0.0,0.82
2022-10-04 00:00:00,2022-10-04 01:00:00,30.0,89.0,2.12,22.77,13.88,10.57,2.53,0.28,,1.75,7.2,,,68.97,275.6,4.53,985.2,23.9,0.0,0.78
2022-10-04 01:00:00,2022-10-04 02:00:00,31.0,75.0,2.98,27.55,17.1,11.57,3.23,0.62,,2.15,7.45,,,71.25,251.65,4.47,985.08,23.58,0.0,0.57
2022-10-04 02:00:00,2022-10-04 03:00:00,34.0,78.0,13.7,26.8,25.4,14.0,6.4,0.9,,2.62,13.43,,,73.27,242.55,4.47,984.98,23.2,0.0,0.6
2022-10-04 03:00:00,2022-10-04 04:00:00,44.0,103.0,10.03,26.8,22.4,12.43,4.02,0.75,,3.05,24.85,,,74.5,261.4,4.47,984.95,23.02,0.0,1.03
2022-10-04 04:00:00,2022-10-04 05:00:00,51.0,97.0,3.8,21.8,14.67,11.88,3.0,0.7,,3.05,16.98,,,73.55,296.25,4.5,985.05,23.15,0.0,0.62
2022-10-04 05:00:00,2022-10-04 06:00:00,62.0,106.0,3.25,24.23,15.55,11.93,3.5,0.73,,4.1,27.12,,,73.47,280.73,4.53,985.35,22.75,0.0,1.07
2022-10-04 06:00:00,2022-10-04 07:00:00,63.0,119.0,4.85,25.68,17.62,11.5,4.0,0.7,,3.65,47.97,,,73.65,245.0,11.72,985.85,22.77,0.0,1.55
2022-10-04 07:00:00,2022-10-04 08:00:00,50.0,125.0,6.23,22.57,17.07,12.1,3.75,0.73,,3.17,22.25,,,69.72,241.0,87.35,986.55,24.58,0.0,0.93
2022-10-04 08:00:00,2022-10-04 09:00:00,57.0,145.0,7.05,22.4,17.65,13.35,4.0,0.47,,3.25,14.9,,,60.23,244.57,215.97,987.0,28.12,0.0,0.7
2022-10-04 09:00:00,2022-10-04 10:00:00,64.0,146.0,4.38,22.35,15.43,14.85,6.7,0.55,,4.45,24.93,,,53.7,174.8,360.88,987.35,30.35,0.0,1.25
2022-10-04 10:00:00,2022-10-04 11:00:00,99.0,202.0,3.6,25.88,16.68,15.62,9.23,0.62,,6.2,43.3,,,49.05,251.93,439.02,987.38,32.85,0.0,2.35
2022-10-04 11:00:00,2022-10-04 12:00:00,103.0,250.0,2.33,16.95,10.9,14.18,9.32,0.53,,5.12,39.1,,,45.63,257.55,536.88,986.88,33.57,0.0,2.08
2022-10-04 12:00:00,2022-10-04 13:00:00,67.0,157.0,2.15,13.47,8.93,13.72,10.38,0.47,,4.05,20.98,,,43.2,240.72,617.62,986.12,34.57,0.0,0.85
2022-10-04 13:00:00,2022-10-04 14:00:00,59.0,150.0,1.88,9.83,6.75,13.85,9.38,0.47,,3.25,15.8,,,41.8,259.3,552.6,985.4,35.25,0.0,0.47
2022-10-04 14:00:00,2022-10-04 15:00:00,56.0,128.0,1.65,8.2,5.72,14.25,6.78,0.53,,2.72,14.53,,,44.45,262.18,408.02,984.53,34.8,0.0,0.53
2022-10-04 15:00:00,2022-10-04 16:00:00,57.0,128.0,2.12,7.78,5.9,14.7,6.03,0.85,,2.95,10.8,,,46.7,258.92,255.6,983.9,34.1,0.0,0.27
2022-10-04 16:00:00,2022-10-04 17:00:00,56.0,128.0,1.82,8.28,5.9,14.62,5.47,0.73,,2.98,8.28,,,49.45,263.65,135.7,983.52,32.9,0.0,0.25
2022-10-04 17:00:00,2022-10-04 18:00:00,61.0,134.0,1.8,11.55,7.62,14.4,3.83,0.62,,2.75,7.75,,,53.95,269.35,31.83,983.62,30.9,0.0,0.2
2022-10-04 18:00:00,2022-10-04 19:00:00,63.0,132.0,1.88,20.3,12.35,13.5,3.3,0.55,,2.77,7.12,,,61.75,271.62,5.25,984.17,28.43,0.0,0.3
2022-10-04 19:00:00,2022-10-04 20:00:00,64.0,150.0,2.4,37.05,21.68,13.7,3.53,0.92,4.5,3.05,19.1,,,65.78,257.12,4.65,984.85,27.43,0.0,1.38
2022-10-04 20:00:00,2022-10-04 21:00:00,97.0,208.0,2.95,39.83,23.58,13.45,3.85,0.73,14.33,4.58,51.17,,,68.42,242.23,4.62,985.62,26.73,0.0,3.58
2022-10-04 21:00:00,2022-10-04 22:00:00,86.0,241.0,3.88,40.25,24.58,13.45,3.28,0.75,4.53,4.9,82.12,,,71.2,243.3,4.57,986.17,26.08,0.0,3.65
2022-10-04 22:00:00,2022-10-04 23:00:00,83.0,179.0,8.53,38.52,27.42,13.32,4.17,0.88,3.5,4.62,56.1,,,73.02,243.3,4.5,986.4,25.85,0.0,3.2
2022-10-04 23:00:00,2022-10-05 00:00:00,94.0,204.0,28.02,35.45,41.7,13.02,2.88,0.97,2.63,5.42,40.73,,,73.85,243.55,4.47,986.33,25.48,0.0,5.05
2022-10-05 00:00:00,2022-10-05 01:00:00,102.0,259.0,47.1,32.48,55.65,12.75,3.23,1.0,3.0,5.78,35.35,,,74.1,243.85,4.43,986.15,25.32,0.0,6.25
2022-10-05 01:00:00,2022-10-05 02:00:00,110.0,230.0,48.48,30.38,55.73,13.72,2.92,0.97,,6.93,38.7,,,74.98,243.68,4.43,985.7,25.0,0.0,7.57
2022-10-05 02:00:00,2022-10-05 03:00:00,127.0,251.0,36.3,34.0,47.7,17.3,4.7,1.0,,8.18,56.37,,,75.28,243.72,4.4,985.38,24.67,0.0,8.85
2022-10-05 03:00:00,2022-10-05 04:00:00,151.0,266.0,24.22,31.73,36.62,14.68,2.6,1.02,,9.27,65.1,,,75.88,251.08,4.4,985.08,23.78,0.0,9.65
2022-10-05 04:00:00,2022-10-05 05:00:00,147.0,219.0,7.6,28.32,21.25,14.1,2.23,0.82,,12.77,54.75,,,76.55,316.43,4.5,984.8,24.25,0.0,11.05
2022-10-05 05:00:00,2022-10-05 06:00:00,135.0,175.0,3.7,28.75,18.3,14.1,0.55,0.85,6.47,12.88,40.88,,,77.12,320.6,4.53,984.9,24.08,0.0,8.55
2022-10-05 06:00:00,2022-10-05 07:00:00,121.0,156.0,2.9,16.82,11.27,14.15,0.7,0.73,2.15,11.18,28.0,,,77.4,257.47,14.5,985.25,24.23,0.0,4.8
2022-10-05 07:00:00,2022-10-05 08:00:00,105.0,139.0,3.32,12.62,9.45,14.35,0.7,0.67,2.85,9.3,23.88,,,74.53,177.75,84.28,985.77,25.6,0.0,5.18
2022-10-05 08:00:00,2022-10-05 09:00:00,110.0,154.0,3.6,12.25,9.45,14.62,0.4,0.77,3.17,7.3,19.73,,,64.6,156.97,205.18,986.35,28.18,0.0,4.2
2022-10-05 09:00:00,2022-10-05 10:00:00,107.0,171.0,3.45,13.07,9.75,15.53,,0.8,7.67,6.18,14.17,,,57.08,102.45,335.0,986.52,30.85,0.0,1.98
2022-10-05 10:00:00,2022-10-05 11:00:00,125.0,197.0,2.12,11.12,7.62,16.02,1.07,0.83,25.05,5.85,12.27,,,50.8,198.75,406.0,986.3,32.95,0.0,1.07
2022-10-05 11:00:00,2022-10-05 12:00:00,114.0,189.0,2.23,11.82,8.07,15.57,3.7,0.85,47.48,5.75,12.8,,,48.28,229.95,487.15,985.73,34.05,0.0,1.12
2022-10-05 12:00:00,2022-10-05 13:00:00,112.0,204.0,2.17,12.52,8.43,14.8,2.95,0.8,82.35,5.82,26.27,,,45.25,263.93,510.57,985.0,34.95,0.0,1.5
2022-10-05 13:00:00,2022-10-05 14:00:00,91.0,180.0,1.85,8.03,5.78,13.65,3.75,0.75,96.47,4.83,23.38,,,42.15,264.58,470.15,984.1,35.5,0.0,1.12
2022-10-05 14:00:00,2022-10-05 15:00:00,67.0,119.0,1.73,5.85,4.5,12.85,3.33,0.53,104.53,3.3,11.0,,,40.47,265.88,441.35,983.0,35.65,0.0,0.43
2022-10-05 15:00:00,2022-10-05 16:00:00,42.0,92.0,1.88,4.9,4.15,11.98,4.55,0.58,107.05,2.67,7.28,,,38.35,256.95,319.82,982.5,35.27,0.0,0.3
2022-10-05 16:00:00,2022-10-05 17:00:00,34.0,86.0,1.88,8.22,5.88,12.65,6.73,0.62,118.95,1.82,5.75,,,42.2,209.05,170.33,982.55,33.67,0.0,0.17
2022-10-05 17:00:00,2022-10-05 18:00:00,48.0,119.0,2.2,20.7,12.8,13.65,4.67,0.75,76.2,4.05,12.43,,,52.68,83.88,32.1,982.92,29.82,0.0,0.93
2022-10-05 18:00:00,2022-10-05 19:00:00,64.0,146.0,3.08,35.38,21.32,13.17,5.22,0.68,26.78,6.5,21.4,,,59.6,82.75,5.25,983.5,27.68,0.0,2.58
2022-10-05 19:00:00,2022-10-05 20:00:00,69.0,169.0,2.85,36.35,21.63,13.12,8.0,0.8,13.65,6.7,24.7,,,62.08,127.92,4.65,984.12,26.23,0.0,3.5
2022-10-05 20:00:00,2022-10-05 21:00:00,69.0,144.0,2.38,34.55,20.3,13.42,6.22,0.83,19.02,7.4,24.2,,,66.92,105.97,4.65,984.85,24.6,0.0,3.8
2022-10-05 21:00:00,2022-10-05 22:00:00,83.0,139.0,4.05,39.67,24.43,13.22,6.15,1.0,15.55,9.0,25.75,,,69.2,108.47,4.6,985.4,24.62,0.0,5.03
2022-10-05 22:00:00,2022-10-05 23:00:00,73.0,122.0,6.68,44.67,28.13,13.0,5.6,1.0,4.82,9.55,24.78,,,70.82,99.9,4.55,985.67,24.72,0.0,6.18
2022-10-05 23:00:00,2022-10-06 00:00:00,83.0,132.0,5.92,39.43,25.78,12.95,5.1,0.88,8.8,9.62,23.73,,,67.5,95.82,4.47,985.95,25.13,0.0,6.3
2022-10-06 00:00:00,2022-10-06 01:00:00,59.0,95.0,2.7,13.5,9.38,12.68,3.62,0.43,4.35,8.12,19.3,,,67.75,119.95,4.5,986.15,25.67,0.0,4.75
2022-10-06 01:00:00,2022-10-06 02:00:00,22.0,46.0,1.8,7.73,5.57,13.25,3.58,0.3,50.4,4.03,11.22,,,68.55,96.88,4.4,985.98,25.2,0.0,1.72
2022-10-06 02:00:00,2022-10-06 03:00:00,13.0,31.0,1.9,7.4,5.5,13.6,4.3,0.4,17.77,2.75,7.9,,,68.9,95.67,4.45,985.62,24.7,0.0,0.82
2022-10-06 03:00:00,2022-10-06 04:00:00,17.0,34.0,2.85,10.72,7.6,12.15,4.22,0.33,5.7,2.65,6.62,,,68.17,59.38,4.43,985.67,24.48,0.0,0.5
2022-10-06 04:00:00,2022-10-06 05:00:00,13.0,38.0,2.65,8.22,6.58,11.53,4.33,0.23,8.22,1.83,6.25,,,69.58,63.12,4.47,985.67,23.68,0.0,0.48
2022-10-06 05:00:00,2022-10-06 06:00:00,7.0,44.0,2.23,6.97,5.53,11.27,3.95,0.25,7.5,1.2,4.58,,,72.15,65.17,4.47,985.95,23.0,0.0,0.33
2022-10-06 06:00:00,2022-10-06 07:00:00,12.0,40.0,4.08,17.12,12.43,10.92,4.5,0.22,3.53,1.15,4.42,,,71.38,87.1,16.05,986.38,23.38,0.0,0.3
2022-10-06 07:00:00,2022-10-06 08:00:00,13.0,34.0,3.4,11.28,8.77,11.55,6.5,0.2,5.97,1.27,3.92,,,67.92,66.98,107.48,986.88,24.42,0.0,0.28
2022-10-06 08:00:00,2022-10-06 09:00:00,19.0,42.0,4.35,8.1,7.88,11.8,6.65,0.5,8.6,1.52,3.8,,,63.57,86.83,205.8,987.17,25.62,0.0,0.28
2022-10-06 09:00:00,2022-10-06 10:00:00,11.0,40.0,3.8,8.03,7.38,12.3,6.62,0.55,16.1,1.37,3.35,,,58.67,94.3,413.78,987.45,27.45,0.0,0.2
2022-10-06 10:00:00,2022-10-06 11:00:00,13.0,51.0,3.98,9.75,8.4,12.7,7.93,0.62,42.07,1.65,4.95,,,55.23,117.82,442.82,987.5,20.47,0.0,0.4
2022-10-06 11:00:00,2022-10-06 12:00:00,20.0,66.0,2.75,7.95,6.45,12.38,6.85,0.7,62.97,2.33,7.0,,,52.27,121.62,555.1,987.1,30.3,0.0,0.65
2022-10-06 12:00:00,2022-10-06 13:00:00,20.0,58.0,2.3,7.25,5.75,12.4,7.9,3.0,70.08,2.32,8.4,,,52.3,110.2,368.9,986.38,30.0,0.0,0.67
2022-10-06 13:00:00,2022-10-06 14:00:00,16.0,61.33,2.23,7.55,5.85,13.67,9.35,,56.1,1.9,8.1,,,51.58,105.47,377.68,985.65,30.53,0.0,0.67
2022-10-06 14:00:00,2022-10-06 15:00:00,13.5,53.5,2.35,7.07,5.7,12.68,9.43,,46.1,1.77,7.57,,,50.05,98.62,344.47,985.0,30.9,0.0,0.52
2022-10-06 15:00:00,2022-10-06 16:00:00,,,2.65,6.92,5.85,12.33,7.65,0.2,41.9,1.32,6.22,,,51.18,92.9,259.93,984.52,30.33,0.0,0.27
2022-10-06 16:00:00,2022-10-06 17:00:00,12.0,46.0,2.23,5.32,4.65,13.5,6.07,0.42,4.6,1.12,6.38,,,52.85,81.28,196.77,984.25,30.05,0.0,0.25
2022-10-06 17:00:00,2022-10-06 18:00:00,,,1.88,5.98,4.75,,3.02,0.62,20.93,1.18,6.85,,,57.48,69.9,35.2,984.32,28.32,0.0,0.22
2022-10-06 18:00:00,2022-10-06 19:00:00,22.0,80.0,1.92,10.55,7.17,15.43,2.9,0.68,18.95,1.42,6.0,,,61.83,70.05,5.17,984.75,26.98,0.0,0.23
2022-10-06 19:00:00,2022-10-06 20:00:00,25.0,92.0,2.27,14.32,9.5,12.8,5.62,0.6,17.98,2.5,10.2,,,63.75,90.12,4.6,985.85,25.75,0.0,0.72
2022-10-06 20:00:00,2022-10-06 21:00:00,19.0,70.0,2.67,11.62,8.38,11.68,4.2,0.73,17.02,2.08,8.07,,,66.75,86.28,4.6,987.1,24.62,0.0,0.67
2022-10-06 21:00:00,2022-10-06 22:00:00,17.0,66.0,2.5,10.38,7.55,11.1,4.12,0.68,17.0,1.75,5.75,,,69.47,81.88,4.6,987.95,23.82,0.0,0.5
2022-10-06 22:00:00,2022-10-06 23:00:00,13.0,62.0,2.38,9.07,6.78,10.88,4.97,0.7,16.1,1.7,7.55,,,71.0,64.47,4.55,988.4,23.65,0.0,0.28
2022-10-06 23:00:00,2022-10-07 00:00:00,12.0,58.0,1.95,8.4,6.05,10.8,7.17,0.7,16.62,1.5,8.9,,,69.25,74.9,4.53,988.3,24.0,0.0,0.47
2022-10-07 00:00:00,2022-10-07 01:00:00,16.0,66.0,2.0,7.0,5.33,10.68,6.75,0.68,18.1,1.28,6.12,,,68.97,68.7,4.5,987.92,23.87,0.0,0.25
2022-10-07 01:00:00,2022-10-07 02:00:00,13.0,61.0,1.9,5.18,4.28,11.0,6.3,0.6,17.7,1.03,4.75,,,68.95,57.67,4.53,987.48,23.7,0.0,0.12
2022-10-07 02:00:00,2022-10-07 03:00:00,11.0,41.0,1.7,2.9,2.9,12.3,8.1,1.0,20.62,0.8,2.7,,,70.73,54.72,4.53,986.88,23.38,0.0,0.0
2022-10-07 03:00:00,2022-10-07 04:00:00,7.0,27.0,1.53,3.73,3.25,11.85,5.9,0.78,18.52,0.93,1.78,,,74.62,53.07,4.47,986.57,22.88,0.0,0.03
2022-10-07 04:00:00,2022-10-07 05:00:00,7.0,28.0,1.9,3.45,3.38,11.48,5.53,0.6,17.27,1.03,1.78,,,76.83,55.92,4.4,986.8,22.6,0.0,0.03
2022-10-07 05:00:00,2022-10-07 06:00:00,8.0,20.0,2.15,3.75,3.77,11.25,2.62,0.68,18.85,0.92,1.73,,,78.42,57.08,4.38,987.0,22.6,0.0,0.0
2022-10-07 06:00:00,2022-10-07 07:00:00,6.0,19.0,1.73,3.58,3.33,10.77,2.1,0.65,19.85,0.9,1.52,,,79.25,65.03,8.62,987.33,22.4,0.0,0.08
2022-10-07 07:00:00,2022-10-07 08:00:00,6.0,30.0,2.98,6.38,5.8,10.62,2.0,0.67,16.93,0.7,1.28,,,76.95,78.0,145.4,987.5,22.95,0.0,0.0
2022-10-07 08:00:00,2022-10-07 09:00:00,12.0,47.0,2.88,4.62,4.77,10.75,2.12,0.8,27.4,0.8,1.8,,,67.95,67.5,281.17,987.88,24.92,0.0,0.0
2022-10-07 09:00:00,2022-10-07 10:00:00,7.0,25.0,2.17,4.95,4.4,10.77,1.92,0.8,30.97,0.65,1.3,,,64.58,80.75,246.15,988.22,25.75,0.0,0.0
2022-10-07 10:00:00,2022-10-07 11:00:00,7.0,31.0,2.45,7.33,5.9,10.85,3.3,0.83,37.55,0.88,2.0,,,60.38,91.65,337.78,988.08,27.05,0.0,0.08
2022-10-07 11:00:00,2022-10-07 12:00:00,13.0,59.0,2.4,10.6,7.57,11.05,10.78,0.82,35.3,1.58,3.65,,,61.58,94.9,161.95,987.73,26.4,0.0,0.2
2022-10-07 12:00:00,2022-10-07 13:00:00,13.0,58.0,3.22,14.18,10.18,11.08,18.4,0.85,32.1,1.55,5.7,,,59.38,80.67,260.05,986.97,27.35,0.0,0.28
2022-10-07 13:00:00,2022-10-07 14:00:00,14.0,68.0,2.15,6.1,5.0,11.12,8.05,0.83,39.7,1.25,8.23,,,59.88,60.9,204.6,986.42,27.07,0.0,0.4
2022-10-07 14:00:00,2022-10-07 15:00:00,11.0,45.0,1.77,4.33,3.77,11.4,7.38,0.77,34.55,0.77,6.53,,,63.9,63.3,48.88,986.08,25.93,0.0,0.3
2022-10-07 15:00:00,2022-10-07 16:00:00,19.0,59.0,2.08,5.35,4.58,11.53,5.68,0.73,29.25,1.08,3.42,,,71.12,51.2,53.8,985.95,24.62,0.0,0.08
2022-10-07 16:00:00,2022-10-07 17:00:00,11.0,25.0,2.1,5.08,4.42,11.55,5.8,0.7,26.15,0.88,3.08,,,73.28,48.5,48.17,985.58,24.32,0.0,0.1
2022-10-07 17:00:00,2022-10-07 18:00:00,11.0,25.0,1.52,5.72,4.28,10.88,4.72,0.85,24.58,1.3,2.9,,,74.47,66.43,16.23,985.3,23.95,0.0,0.1
2022-10-07 18:00:00,2022-10-07 19:00:00,16.0,25.0,1.7,6.57,4.9,10.58,3.62,0.75,19.62,1.38,3.25,,,75.28,51.92,4.75,985.7,23.8,0.0,0.23
2022-10-07 19:00:00,2022-10-07 20:00:00,13.0,29.0,1.88,7.4,5.5,10.65,3.3,0.73,16.32,1.6,3.17,,,75.28,29.1,4.53,986.62,23.83,0.12,0.3
2022-10-07 20:00:00,2022-10-07 21:00:00,12.0,35.0,2.05,8.93,6.42,10.82,3.3,0.85,12.52,2.02,3.3,,,76.0,55.73,4.5,987.25,23.73,0.0,0.33
2022-10-07 21:00:00,2022-10-07 22:00:00,17.0,36.0,3.88,11.53,9.28,10.88,3.67,0.82,10.12,2.35,3.75,,,76.55,78.4,4.5,987.83,23.68,0.0,0.38
2022-10-07 22:00:00,2022-10-07 23:00:00,19.0,55.0,4.65,12.93,10.68,10.55,5.1,0.83,8.53,1.75,4.7,,,76.25,73.42,4.55,988.33,23.8,0.0,0.3
2022-10-07 23:00:00,2022-10-08 00:00:00,28.0,68.0,6.62,15.02,13.4,10.25,7.67,0.8,8.45,1.92,7.05,,,75.7,63.67,4.55,988.52,23.9,0.0,0.5
2022-10-08 00:00:00,2022-10-08 01:00:00,25.0,90.0,2.75,11.53,8.42,10.03,6.6,0.82,9.4,1.93,10.15,,,75.75,46.0,4.57,988.35,23.87,0.0,0.38
2022-10-08 01:00:00,2022-10-08 02:00:00,18.0,39.0,2.1,9.85,6.95,10.5,6.18,0.8,4.5,1.7,6.28,,,76.92,46.5,4.53,988.02,23.57,0.0,0.17
2022-10-08 02:00:00,2022-10-08 03:00:00,19.0,31.0,1.6,8.0,5.6,11.4,10.0,1.0,10.4,2.58,4.85,,,77.3,46.03,4.53,987.82,23.48,0.0,0.15
2022-10-08 03:00:00,2022-10-08 04:00:00,58.0,73.0,1.85,5.85,4.62,11.0,8.45,0.85,13.12,4.33,3.4,,,76.83,60.88,4.55,987.15,23.32,0.0,0.03
2022-10-08 04:00:00,2022-10-08 05:00:00,14.0,41.0,2.1,5.6,4.7,10.65,9.2,0.7,12.85,1.52,1.75,,,76.48,74.15,4.53,987.12,23.23,0.0,0.0
2022-10-08 05:00:00,2022-10-08 06:00:00,17.0,40.0,2.32,6.35,5.28,10.65,6.62,0.8,15.85,1.42,1.5,,,77.35,68.82,4.47,987.35,22.67,1.0,0.05
