From Date,To Date,PM2.5 (ug/m3),PM10 (ug/m3),NO (ug/m3),NO2 (ug/m3),NOx (ppb),NH3 (ug/m3),SO2 (ug/m3),CO (mg/m3),Ozone (ug/m3),Benzene (),Toluene (),Eth-Benzene (),MP-Xylene (),RH (%),WD (degree),SR (W/mt2),BP (mmHg),AT (),RF (mm),Xylene ()
2019-05-08 02:00:00,2019-05-08 03:00:00,206.5,468.0,69.05,78.35,98.0,24.65,64.75,1.95,1.5,,,,,44.4,81.8,4.6,979.6,23.98,,
2019-05-08 03:00:00,2019-05-08 04:00:00,228.0,528.0,135.65,85.8,156.12,25.52,75.4,2.2,11.9,,,,,42.05,61.27,4.65,979.77,24.27,,
2019-05-08 04:00:00,2019-05-08 05:00:00,306.0,655.0,135.8,88.88,157.97,25.92,85.3,2.58,16.52,,,,,43.27,108.4,4.6,979.72,23.6,,
2019-05-08 05:00:00,2019-05-08 06:00:00,405.5,723.5,75.82,80.85,104.9,27.1,179.23,2.27,8.33,,,,,37.2,127.7,13.22,980.38,23.98,,
2019-05-08 06:00:00,2019-05-08 07:00:00,480.0,784.0,56.33,88.88,93.22,28.7,153.7,2.33,5.3,,,,,36.23,197.9,77.58,981.35,25.28,,
2019-05-08 07:00:00,2019-05-08 08:00:00,479.0,782.0,10.57,75.83,48.93,28.13,119.6,1.62,25.05,,,,,21.38,292.0,223.15,981.75,31.43,,
2019-05-08 08:00:00,2019-05-08 09:00:00,302.5,572.5,5.1,41.83,26.38,21.1,51.35,0.65,46.5,,,,,15.12,273.55,386.1,982.2,35.45,,
2019-05-08 09:00:00,2019-05-08 10:00:00,131.0,470.0,2.45,30.93,18.48,18.9,34.98,0.45,61.75,,,,,13.1,284.77,532.12,982.7,37.4,,
2019-05-08 10:00:00,2019-05-08 11:00:00,108.0,511.5,1.8,26.77,15.7,19.7,31.37,0.45,82.9,,,,,11.9,278.0,645.7,982.7,39.55,,
2019-05-08 11:00:00,2019-05-08 12:00:00,94.5,416.0,1.6,21.5,12.78,18.42,30.75,0.37,92.32,,,,,9.68,250.55,693.97,982.38,41.88,,
2019-05-08 12:00:00,2019-05-08 13:00:00,74.0,365.5,1.55,19.92,11.88,19.18,25.0,0.33,92.55,,,,,9.93,264.73,710.88,981.92,42.6,,
2019-05-08 13:00:00,2019-05-08 14:00:00,65.5,371.0,1.5,20.8,12.32,19.88,19.8,0.3,88.65,,,,,9.4,265.88,669.43,981.2,43.1,,
2019-05-08 14:00:00,2019-05-08 15:00:00,61.5,331.5,1.48,20.27,11.97,19.25,17.15,0.3,83.95,,,,,9.55,254.75,543.67,980.37,43.22,,
2019-05-08 15:00:00,2019-05-08 16:00:00,58.5,295.5,1.4,19.65,11.57,19.0,12.1,0.28,79.4,,,,,8.93,216.0,388.77,979.72,43.15,,
2019-05-08 16:00:00,2019-05-08 17:00:00,49.5,257.0,1.6,20.1,11.98,18.5,17.63,0.38,73.93,,,,,9.05,217.08,236.45,979.27,42.33,,
2019-05-08 17:00:00,2019-05-08 18:00:00,45.0,222.0,1.55,23.48,13.77,17.82,22.67,0.47,67.38,,,,,9.55,239.08,96.78,979.1,40.93,,
2019-05-08 18:00:00,2019-05-08 19:00:00,89.5,281.5,2.08,69.45,38.7,21.25,47.85,1.12,33.45,,,,,13.53,299.43,17.38,979.33,38.22,,
2019-05-08 19:00:00,2019-05-08 20:00:00,127.0,360.5,2.03,77.35,42.8,21.93,49.28,1.18,14.65,,,,,18.98,219.85,4.6,979.8,34.47,,
2019-05-08 20:00:00,2019-05-08 21:00:00,140.5,459.5,1.95,81.35,44.85,23.05,71.4,1.5,7.32,,,,,21.55,61.88,4.57,980.38,32.53,,
2019-05-08 21:00:00,2019-05-08 22:00:00,177.0,585.5,3.4,87.15,49.1,24.35,75.4,1.8,4.55,,,,,23.7,22.6,4.62,980.75,30.5,,
2019-05-08 22:00:00,2019-05-08 23:00:00,197.5,568.0,22.65,95.03,69.0,23.3,66.83,1.9,1.9,,,,,24.62,33.05,4.57,980.62,29.48,,
2019-05-08 23:00:00,2019-05-09 00:00:00,213.5,527.0,30.03,94.98,74.97,24.82,65.35,1.87,2.05,,,,,25.77,16.77,4.68,980.22,28.65,,
2019-05-09 00:00:00,2019-05-09 01:00:00,274.0,579.0,75.47,108.12,119.05,31.77,77.95,2.38,2.5,,,,,28.7,94.22,4.68,979.8,27.58,,
2019-05-09 01:00:00,2019-05-09 02:00:00,326.5,638.0,32.1,100.5,79.33,30.47,94.8,1.87,2.55,,,,,25.65,268.1,4.68,979.7,29.0,,
2019-05-09 02:00:00,2019-05-09 03:00:00,341.0,652.5,14.35,83.3,55.95,29.75,97.35,1.7,2.25,,,,,27.8,282.4,4.7,979.55,28.6,,
2019-05-09 03:00:00,2019-05-09 04:00:00,345.0,642.0,19.82,81.03,59.22,30.88,86.72,1.7,1.87,,,,,33.9,329.7,4.62,979.22,25.98,,
2019-05-09 04:00:00,2019-05-09 05:00:00,322.5,608.5,21.0,74.83,56.95,28.88,96.73,1.45,2.3,,,,,32.9,271.75,4.6,979.23,25.98,,
2019-05-09 05:00:00,2019-05-09 06:00:00,251.5,568.0,5.95,56.17,34.67,24.0,69.55,0.83,3.52,,,,,25.02,283.52,14.25,979.8,28.53,,
2019-05-09 06:00:00,2019-05-09 07:00:00,144.5,489.0,4.17,36.7,22.9,21.2,42.67,0.45,13.03,,,,,20.7,287.98,85.1,980.5,30.93,,
2019-05-09 07:00:00,2019-05-09 08:00:00,80.0,381.0,3.12,29.78,18.4,19.62,30.48,0.43,21.7,,,,,21.02,283.95,224.98,981.1,32.48,,
2019-05-09 08:00:00,2019-05-09 09:00:00,82.5,423.0,2.42,27.68,16.7,20.02,29.6,0.47,35.6,,,,,20.6,279.38,381.27,981.5,34.78,,
2019-05-09 09:00:00,2019-05-09 10:00:00,93.0,514.0,1.9,26.3,15.5,20.45,25.33,0.5,49.55,,,,,18.38,275.45,532.72,981.6,37.0,,
2019-05-09 10:00:00,2019-05-09 11:00:00,91.5,498.5,1.83,26.6,15.6,20.85,27.23,0.53,69.5,,,,,16.45,285.32,643.67,981.58,38.77,,
2019-05-09 11:00:00,2019-05-09 12:00:00,94.0,481.0,1.6,27.33,15.87,20.83,27.3,0.53,109.9,,,,,13.68,252.73,685.18,981.3,40.8,,
2019-05-09 12:00:00,2019-05-09 13:00:00,102.25,448.75,1.48,22.08,12.95,18.6,28.6,0.45,119.8,,,,,12.25,259.0,697.6,980.75,42.0,,
2019-05-09 13:00:00,2019-05-09 14:00:00,82.25,415.25,1.38,17.33,10.33,17.5,28.77,0.35,96.52,,,,,9.5,202.9,627.58,980.1,43.02,,
2019-05-09 14:00:00,2019-05-09 15:00:00,55.75,358.0,1.3,16.15,9.67,16.88,34.32,0.4,108.62,,,,,9.02,213.62,489.25,979.3,43.07,,
2019-05-09 15:00:00,2019-05-09 16:00:00,56.0,227.0,1.35,17.1,10.15,17.83,28.12,0.4,115.15,,,,,8.5,209.52,322.52,978.65,42.6,,
2019-05-09 16:00:00,2019-05-09 17:00:00,58.75,191.25,1.52,17.5,10.55,17.1,27.73,0.4,105.12,,,,,7.95,182.07,193.75,978.25,41.78,,
2019-05-09 17:00:00,2019-05-09 18:00:00,55.0,177.5,1.5,21.77,12.8,18.5,31.57,0.43,103.3,,,,,9.8,137.52,75.45,978.23,39.92,,
2019-05-09 18:00:00,2019-05-09 19:00:00,57.5,178.0,1.6,55.33,30.82,22.75,42.85,0.82,63.1,,,,,15.35,232.08,11.45,978.48,35.52,,
2019-05-09 19:00:00,2019-05-09 20:00:00,95.75,252.5,1.68,91.07,49.8,24.12,43.15,1.18,24.02,,,,,19.57,303.9,4.62,979.07,32.62,,
2019-05-09 20:00:00,2019-05-09 21:00:00,119.5,357.25,2.85,116.62,64.33,25.23,53.62,1.55,4.15,,,,,22.57,304.27,4.67,979.6,32.17,,
2019-05-09 21:00:00,2019-05-09 22:00:00,167.0,458.5,2.5,94.67,52.4,28.02,80.07,1.55,5.5,,,,,24.55,318.05,4.6,979.88,31.73,,
2019-05-09 22:00:00,2019-05-09 23:00:00,213.0,492.5,13.72,95.72,62.08,29.25,100.3,1.98,2.58,,,,,25.8,314.4,4.6,980.1,31.45,,
2019-05-09 23:00:00,2019-05-10 00:00:00,278.0,608.0,7.85,88.17,53.3,30.12,104.93,1.97,1.7,,,,,25.3,297.97,4.57,980.0,31.55,,
2019-05-10 00:00:00,2019-05-10 01:00:00,321.75,641.25,6.47,78.38,46.98,28.82,96.2,1.65,2.53,,,,,26.25,282.73,4.67,979.95,30.88,,
2019-05-10 01:00:00,2019-05-10 02:00:00,268.0,631.25,3.3,52.5,30.63,27.67,64.13,1.07,18.15,,,,,22.43,291.4,4.7,979.88,31.57,,
2019-05-10 02:00:00,2019-05-10 03:00:00,183.5,553.75,1.45,32.75,18.6,21.15,32.35,0.65,31.38,,,,,20.27,294.12,4.67,979.65,31.88,,
2019-05-10 03:00:00,2019-05-10 04:00:00,110.75,456.25,1.55,24.3,14.2,19.47,35.77,0.5,32.82,,,,,19.2,294.48,4.6,979.7,32.1,,
2019-05-10 04:00:00,2019-05-10 05:00:00,77.75,393.25,1.65,30.98,17.8,18.82,46.67,0.55,18.3,,,,,20.45,283.25,4.62,979.95,31.0,,
2019-05-10 05:00:00,2019-05-10 06:00:00,82.0,348.25,1.98,35.08,20.25,18.2,53.28,0.53,13.82,,,,,21.53,277.35,18.77,980.72,30.1,,
2019-05-10 06:00:00,2019-05-10 07:00:00,80.75,356.0,2.33,24.05,14.68,17.3,36.4,0.32,20.48,,,,,21.32,262.27,86.25,981.98,30.95,,
2019-05-10 07:00:00,2019-05-10 08:00:00,64.25,370.5,2.3,24.48,14.9,17.62,34.88,0.5,28.1,,,,,21.83,290.28,212.65,982.35,32.3,,
2019-05-10 08:00:00,2019-05-10 09:00:00,78.5,396.5,2.05,23.45,14.12,18.6,32.33,0.6,51.6,,,,,20.12,259.47,369.65,982.6,34.98,,
2019-05-10 09:00:00,2019-05-10 10:00:00,77.0,366.0,1.75,26.77,15.68,20.1,34.48,0.78,75.92,,,,,18.05,282.27,499.62,982.7,37.0,,
2019-05-10 10:00:00,2019-05-10 11:00:00,91.25,356.0,1.67,30.62,17.65,21.95,37.33,0.82,92.67,,,,,16.05,277.35,620.73,982.42,38.83,,
2019-05-10 11:00:00,2019-05-10 12:00:00,98.25,348.0,1.52,24.62,14.35,20.82,31.93,0.57,91.15,,,,,14.28,248.45,676.83,982.02,40.47,,
2019-05-10 12:00:00,2019-05-10 13:00:00,71.0,273.25,1.6,24.5,14.32,19.82,28.05,0.43,88.9,,,,,13.38,253.75,678.88,981.7,41.55,,
2019-05-10 13:00:00,2019-05-10 14:00:00,65.75,247.5,1.73,21.48,12.8,19.5,25.65,0.4,88.92,,,,,12.53,197.98,637.58,981.03,42.35,,
2019-05-10 14:00:00,2019-05-10 15:00:00,57.5,215.75,1.55,18.05,10.82,18.58,22.2,0.35,84.17,,,,,11.73,199.7,547.85,980.15,42.65,,
2019-05-10 15:00:00,2019-05-10 16:00:00,51.75,198.75,1.6,16.07,10.0,18.05,19.85,0.3,72.68,,,,,11.02,252.88,410.73,979.15,42.43,,
2019-05-10 16:00:00,2019-05-10 17:00:00,48.0,204.0,1.57,17.48,10.55,17.23,21.97,0.35,72.62,,,,,12.1,248.55,199.33,978.55,41.3,,
2019-05-10 17:00:00,2019-05-10 18:00:00,46.25,203.5,1.53,22.77,13.35,16.78,23.95,0.47,62.35,,,,,14.35,272.73,48.38,978.62,38.88,,
2019-05-10 18:00:00,2019-05-10 19:00:00,58.5,202.0,1.65,31.58,18.12,18.97,27.43,0.6,43.12,,,,,22.93,237.03,10.0,979.97,34.38,,
2019-05-10 19:00:00,2019-05-10 20:00:00,101.25,487.0,1.27,24.43,14.03,19.72,30.05,0.6,44.68,,,,,27.52,187.78,4.55,981.23,32.0,,
2019-05-10 20:00:00,2019-05-10 21:00:00,74.75,542.25,1.35,27.77,15.9,19.25,27.5,0.65,43.38,,,,,21.85,174.07,4.57,981.2,33.3,,
2019-05-10 21:00:00,2019-05-10 22:00:00,74.25,601.75,1.4,33.23,18.8,18.82,25.05,0.7,36.12,,,,,24.05,125.8,4.57,981.77,32.0,,
2019-05-10 22:00:00,2019-05-10 23:00:00,47.5,277.5,1.35,27.88,15.93,19.3,25.73,0.67,43.75,,,,,26.97,88.47,4.6,982.95,31.3,,
2019-05-10 23:00:00,2019-05-11 00:00:00,50.25,261.0,1.4,28.67,16.38,20.08,31.57,0.7,38.83,,,,,32.77,78.1,4.65,983.23,28.93,,
2019-05-11 00:00:00,2019-05-11 01:00:00,64.0,161.25,1.42,28.85,16.5,20.45,30.52,0.53,30.03,,,,,40.3,81.15,4.62,982.65,26.35,,
2019-05-11 01:00:00,2019-05-11 02:00:00,69.0,201.75,1.53,36.63,20.7,21.5,33.07,0.6,16.35,,,,,43.88,44.17,4.62,982.42,25.23,,
2019-05-11 02:00:00,2019-05-11 03:00:00,77.0,242.0,1.5,38.75,21.8,20.4,34.9,0.7,18.07,,,,,47.23,78.3,4.67,982.23,24.12,,
2019-05-11 03:00:00,2019-05-11 04:00:00,84.75,230.5,43.75,61.5,68.2,19.38,34.17,0.82,4.73,,,,,49.65,30.72,4.62,982.1,23.73,,
2019-05-11 04:00:00,2019-05-11 05:00:00,88.75,268.0,68.65,67.47,91.82,20.82,32.83,1.0,1.8,,,,,50.0,84.65,4.62,982.63,23.98,,
2019-05-11 05:00:00,2019-05-11 06:00:00,92.25,298.5,24.58,63.62,53.9,23.07,50.7,0.97,2.55,,,,,51.33,310.2,17.75,983.23,23.72,,
2019-05-11 06:00:00,2019-05-11 07:00:00,143.0,333.0,9.55,54.45,36.75,25.8,138.53,1.03,10.07,,,,,46.08,277.25,96.0,983.9,26.1,,
2019-05-11 07:00:00,2019-05-11 08:00:00,222.25,389.75,4.45,41.88,25.92,26.05,103.1,1.0,32.5,,,,,39.1,78.65,236.05,985.0,29.12,,
2019-05-11 08:00:00,2019-05-11 09:00:00,194.25,341.25,2.58,41.58,24.2,26.68,80.1,1.02,61.83,,,,,33.15,248.12,387.7,985.53,32.08,,
2019-05-11 09:00:00,2019-05-11 10:00:00,181.25,338.5,1.85,42.12,23.9,27.82,68.58,1.02,96.2,,,,,27.25,243.52,519.3,985.67,34.92,,
2019-05-11 10:00:00,2019-05-11 11:00:00,169.75,330.0,1.62,34.48,19.65,27.12,48.2,0.7,97.72,,,,,20.95,200.08,602.1,985.6,37.42,,
2019-05-11 11:00:00,2019-05-11 12:00:00,105.0,235.75,1.6,27.25,15.8,24.53,30.93,0.43,82.82,,,,,17.75,209.62,665.92,985.35,38.5,,
2019-05-11 12:00:00,2019-05-11 13:00:00,50.5,178.25,1.48,25.7,14.88,22.25,31.32,0.38,86.55,,,,,16.8,172.6,638.9,984.53,39.25,,
2019-05-11 13:00:00,2019-05-11 14:00:00,51.75,171.5,1.37,21.2,12.43,21.3,25.45,0.3,82.47,,,,,15.55,144.43,517.5,983.88,39.4,,
2019-05-11 14:00:00,2019-05-11 15:00:00,34.75,143.5,1.35,20.6,12.03,20.58,23.7,0.27,85.4,,,,,14.93,126.78,474.6,983.28,39.75,,
2019-05-11 15:00:00,2019-05-11 16:00:00,40.0,131.0,1.4,20.38,11.95,20.05,22.85,0.3,93.32,,,,,15.52,166.25,391.45,982.6,39.92,,
2019-05-11 16:00:00,2019-05-11 17:00:00,42.5,159.0,1.38,21.62,12.6,19.17,23.37,0.35,96.57,,,,,17.55,148.9,234.85,982.28,38.72,,
2019-05-11 17:00:00,2019-05-11 18:00:00,50.5,202.75,1.42,21.6,12.62,18.8,22.62,0.4,95.53,,,,,18.82,140.93,91.45,982.27,37.33,,
2019-05-11 18:00:00,2019-05-11 19:00:00,61.25,225.5,1.4,30.2,17.15,20.32,29.67,0.6,90.95,,,,,22.73,58.35,23.15,982.35,35.42,,
2019-05-11 19:00:00,2019-05-11 20:00:00,95.75,336.5,1.45,42.67,23.9,21.95,37.0,0.82,67.95,,,,,27.73,46.12,4.6,982.8,33.02,,
2019-05-11 20:00:00,2019-05-11 21:00:00,121.5,355.75,1.48,52.43,30.15,22.22,33.97,1.02,43.02,,,,,32.8,37.15,4.62,983.3,31.0,,
2019-05-11 21:00:00,2019-05-11 22:00:00,144.5,382.0,1.73,61.88,34.35,23.3,39.08,1.18,33.45,,,,,35.85,34.58,4.57,983.62,30.2,,
2019-05-11 22:00:00,2019-05-11 23:00:00,166.25,411.75,1.68,69.22,38.17,23.97,48.7,1.27,29.33,,,,,39.9,169.03,4.6,983.75,28.5,,
2019-05-11 23:00:00,2019-05-12 00:00:00,180.75,429.0,1.75,74.62,41.12,24.23,63.8,1.3,20.27,,,,,40.23,305.08,4.6,983.5,28.52,,
2019-05-12 00:00:00,2019-05-12 01:00:00,213.0,453.75,1.58,64.95,35.8,25.3,82.03,1.15,19.83,,,,,41.97,122.98,4.65,983.27,27.67,,
2019-05-12 01:00:00,2019-05-12 02:00:00,223.75,428.75,1.7,58.43,32.5,25.27,69.5,1.0,17.5,,,,,45.52,97.5,4.65,983.03,26.3,,
2019-05-12 02:00:00,2019-05-12 03:00:00,167.0,357.25,1.7,61.2,33.9,22.45,43.15,0.95,16.07,,,,,49.65,181.55,4.6,982.62,25.38,,
2019-05-12 03:00:00,2019-05-12 04:00:00,144.0,313.5,1.92,63.65,35.3,23.43,40.92,1.02,9.15,,,,,54.72,208.7,4.57,983.1,24.45,,
2019-05-12 04:00:00,2019-05-12 05:00:00,180.75,399.75,1.65,46.77,26.25,26.33,61.43,1.23,24.52,,,,,43.45,273.45,4.6,984.15,26.83,,
2019-05-12 05:00:00,2019-05-12 06:00:00,270.0,600.0,1.5,33.83,19.25,22.07,26.85,0.6,28.85,,,,,43.47,267.05,14.72,984.42,27.0,,
2019-05-12 06:00:00,2019-05-12 07:00:00,246.75,,1.7,30.1,17.38,20.73,22.25,0.4,29.18,,,,,42.8,257.85,83.53,985.1,27.65,,
2019-05-12 07:00:00,2019-05-12 08:00:00,279.25,,1.73,27.8,16.18,20.75,20.47,0.35,34.85,,,,,38.05,280.1,167.78,985.68,29.35,,
2019-05-12 08:00:00,2019-05-12 09:00:00,255.0,,1.7,27.35,15.95,21.17,18.85,0.4,41.18,,,,,33.05,262.25,294.48,986.02,31.15,,
2019-05-12 09:00:00,2019-05-12 10:00:00,221.25,,1.7,27.05,15.72,21.4,16.98,0.4,52.6,,,,,27.25,257.32,456.7,985.97,33.67,,
2019-05-12 10:00:00,2019-05-12 11:00:00,177.5,,1.55,27.7,16.0,22.57,18.77,0.43,62.6,,,,,24.68,202.8,562.95,985.58,35.6,,
2019-05-12 11:00:00,2019-05-12 12:00:00,149.25,732.0,1.65,28.15,16.3,22.97,22.3,0.4,76.65,,,,,22.5,214.92,651.42,984.87,37.08,,
2019-05-12 12:00:00,2019-05-12 13:00:00,114.0,674.25,1.58,29.55,17.0,23.77,27.27,0.43,98.88,,,,,19.95,169.1,670.3,984.0,38.35,,
2019-05-12 13:00:00,2019-05-12 14:00:00,106.5,444.0,1.4,26.7,15.33,22.9,28.25,0.4,101.15,,,,,18.25,193.73,631.98,983.08,39.15,,
2019-05-12 14:00:00,2019-05-12 15:00:00,82.25,260.75,1.43,22.75,13.32,21.2,22.95,0.38,100.0,,,,,17.6,198.18,526.88,982.17,39.3,,
2019-05-12 15:00:00,2019-05-12 16:00:00,74.75,221.0,1.27,21.05,12.22,20.65,21.23,0.4,100.75,,,,,16.95,179.68,379.2,981.3,39.55,,
2019-05-12 16:00:00,2019-05-12 17:00:00,68.5,216.0,1.4,20.78,12.17,20.2,24.6,0.4,102.72,,,,,16.62,173.97,226.07,980.7,38.93,,
2019-05-12 17:00:00,2019-05-12 18:00:00,77.5,238.25,1.38,24.02,13.87,20.98,31.75,0.5,117.33,,,,,19.7,136.65,78.5,980.52,37.48,,
2019-05-12 18:00:00,2019-05-12 19:00:00,97.25,256.25,1.25,28.5,16.18,20.88,31.8,0.58,91.38,,,,,24.08,62.55,17.95,980.97,34.52,,
2019-05-12 19:00:00,2019-05-12 20:00:00,89.5,220.25,1.3,39.15,21.88,20.57,31.87,0.8,60.95,,,,,28.5,19.5,4.65,981.42,31.58,,
2019-05-12 20:00:00,2019-05-12 21:00:00,96.0,235.25,1.5,56.67,31.43,21.23,38.78,1.12,37.18,,,,,31.9,19.48,4.6,981.6,30.05,,
2019-05-12 21:00:00,2019-05-12 22:00:00,116.75,273.75,2.62,95.05,52.73,22.08,44.27,1.6,9.65,,,,,35.5,120.03,4.62,982.15,28.77,,
2019-05-12 22:00:00,2019-05-12 23:00:00,146.5,338.0,5.73,97.12,56.28,22.95,50.47,1.7,5.62,,,,,38.58,121.12,4.65,982.5,28.27,,
2019-05-12 23:00:00,2019-05-13 00:00:00,186.75,397.25,2.2,82.05,45.42,23.97,47.67,1.47,9.82,,,,,40.02,57.58,4.67,982.35,27.38,,
2019-05-13 00:00:00,2019-05-13 01:00:00,195.0,364.25,1.87,70.25,38.88,25.3,49.83,1.35,10.23,,,,,45.88,57.6,4.67,982.1,26.05,,
2019-05-13 01:00:00,2019-05-13 02:00:00,197.25,347.75,1.9,61.53,34.27,26.23,60.2,1.3,10.7,,,,,48.45,57.4,4.65,981.67,25.15,,
2019-05-13 02:00:00,2019-05-13 03:00:00,202.0,331.0,1.95,56.9,31.85,24.65,57.45,1.2,8.67,,,,,51.3,57.5,4.6,981.48,24.52,,
2019-05-13 03:00:00,2019-05-13 04:00:00,198.75,343.25,2.2,58.38,32.85,25.32,68.0,1.38,5.35,,,,,53.62,57.45,4.62,981.83,24.47,,
2019-05-13 04:00:00,2019-05-13 05:00:00,204.5,381.5,2.97,62.45,37.0,27.17,87.4,1.3,3.28,,,,,56.8,57.4,4.57,981.9,23.58,,
2019-05-13 05:00:00,2019-05-13 06:00:00,196.5,358.5,7.97,68.67,42.7,27.4,97.52,1.27,2.1,,,,,57.75,57.15,14.73,982.2,23.75,,
2019-05-13 06:00:00,2019-05-13 07:00:00,198.25,388.0,23.55,68.17,55.23,26.65,96.58,1.4,3.58,,,,,54.42,75.08,73.8,982.77,25.58,,
2019-05-13 07:00:00,2019-05-13 08:00:00,207.0,462.5,4.97,50.85,31.08,28.43,141.07,1.3,17.35,,,,,43.92,81.28,188.32,983.3,28.9,,
2019-05-13 08:00:00,2019-05-13 09:00:00,209.5,405.5,2.75,43.55,25.38,27.18,152.9,1.3,39.4,,,,,37.88,74.98,310.62,983.67,31.25,,
2019-05-13 09:00:00,2019-05-13 10:00:00,219.75,397.5,2.08,40.77,23.38,26.95,136.95,1.17,68.32,,,,,31.3,96.5,437.92,983.75,34.2,,
2019-05-13 10:00:00,2019-05-13 11:00:00,192.75,373.5,1.7,36.18,20.65,25.9,102.77,0.97,95.85,,,,,24.78,83.53,538.48,983.5,37.17,,
2019-05-13 11:00:00,2019-05-13 12:00:00,157.75,311.25,1.45,32.85,18.65,25.65,68.65,0.8,127.03,,,,,20.5,127.3,589.83,983.05,38.77,,
2019-05-13 12:00:00,2019-05-13 13:00:00,121.75,241.25,1.42,29.32,16.73,22.77,52.05,0.65,129.65,,,,,18.88,144.28,572.45,982.17,39.93,,
2019-05-13 13:00:00,2019-05-13 14:00:00,102.25,229.0,1.32,27.85,15.93,23.18,44.75,0.6,124.67,,,,,18.92,185.02,323.02,981.15,39.55,,
2019-05-13 14:00:00,2019-05-13 15:00:00,89.25,227.25,1.4,28.45,16.27,24.57,38.42,0.55,157.85,,,,,19.72,112.88,258.48,980.15,39.05,,
2019-05-13 15:00:00,2019-05-13 16:00:00,78.5,197.5,1.4,24.77,14.3,20.45,37.3,0.5,149.78,,,,,21.5,107.47,197.78,979.27,38.35,,
2019-05-13 16:00:00,2019-05-13 17:00:00,62.0,176.75,1.42,24.25,14.1,23.45,31.8,0.5,143.88,,,,,22.1,105.45,154.78,978.85,38.1,,
2019-05-13 17:00:00,2019-05-13 18:00:00,63.75,181.0,1.37,29.8,17.0,24.07,28.12,0.47,124.07,,,,,23.78,152.05,81.15,978.88,36.75,,
2019-05-13 18:00:00,2019-05-13 19:00:00,65.75,276.0,1.48,35.67,20.17,18.98,18.9,0.43,68.18,,,,,27.65,225.97,11.7,979.67,32.98,,
2019-05-13 19:00:00,2019-05-13 20:00:00,51.0,416.0,1.55,51.9,28.88,19.62,21.45,0.65,38.38,,,,,33.5,224.53,4.62,980.2,31.5,,
2019-05-13 20:00:00,2019-05-13 21:00:00,39.0,245.25,1.42,45.02,25.2,20.92,21.9,0.5,41.95,,,,,39.8,256.65,4.55,982.25,29.67,,
2019-05-13 21:00:00,2019-05-13 22:00:00,53.0,485.75,1.4,28.25,16.15,20.52,22.23,0.43,56.23,,,,,50.05,238.45,4.6,983.88,27.05,,
2019-05-13 22:00:00,2019-05-13 23:00:00,60.0,634.25,1.4,29.45,16.77,20.1,20.0,0.4,49.18,,,,,68.0,224.8,4.5,984.52,24.32,0.5,
2019-05-13 23:00:00,2019-05-14 00:00:00,35.5,218.0,1.5,29.93,17.17,21.0,16.38,0.4,47.25,,,,,68.55,190.93,4.5,984.93,24.3,,
2019-05-14 00:00:00,2019-05-14 01:00:00,35.75,51.25,1.7,41.8,23.6,21.83,16.82,0.45,40.6,,,,,65.3,249.35,4.5,983.73,24.52,,
2019-05-14 01:00:00,2019-05-14 02:00:00,39.75,54.0,1.6,38.97,22.0,23.73,16.6,0.4,34.35,,,,,70.6,61.68,4.53,982.92,23.8,,
2019-05-14 02:00:00,2019-05-14 03:00:00,36.75,54.75,1.65,39.9,22.6,22.8,14.7,0.4,27.23,,,,,73.55,148.82,4.53,982.58,23.5,,
2019-05-14 03:00:00,2019-05-14 04:00:00,41.75,68.0,1.6,37.45,21.2,23.18,15.82,0.4,27.75,,,,,71.68,94.55,4.53,982.88,23.62,,
2019-05-14 04:00:00,2019-05-14 05:00:00,51.75,74.75,1.52,36.48,20.65,23.6,20.53,0.47,22.83,,,,,76.7,53.38,4.55,982.57,23.1,,
2019-05-14 05:00:00,2019-05-14 06:00:00,57.25,77.75,1.88,43.5,24.7,24.32,20.43,0.5,16.3,,,,,81.67,123.2,22.05,982.7,22.02,,
2019-05-14 06:00:00,2019-05-14 07:00:00,59.0,83.75,2.22,44.27,25.38,26.1,23.95,0.55,22.93,,,,,71.65,76.7,111.85,982.88,24.32,,
2019-05-14 07:00:00,2019-05-14 08:00:00,63.25,98.25,2.0,42.5,24.25,27.82,31.5,0.5,40.5,,,,,55.38,66.77,207.98,983.27,27.38,,
2019-05-14 08:00:00,2019-05-14 09:00:00,68.75,110.75,1.88,43.12,24.5,28.5,40.33,0.55,48.03,,,,,53.77,49.63,258.43,983.83,28.23,,
2019-05-14 09:00:00,2019-05-14 10:00:00,73.75,120.5,1.9,44.6,25.3,28.55,41.45,0.55,59.12,,,,,43.2,154.05,537.23,984.33,30.7,,
2019-05-14 10:00:00,2019-05-14 11:00:00,65.75,117.75,1.85,44.22,25.02,28.7,29.73,0.35,67.05,,,,,35.1,217.3,677.45,984.58,32.8,,
2019-05-14 11:00:00,2019-05-14 12:00:00,43.5,94.5,1.52,42.65,23.93,28.85,25.98,0.37,76.1,,,,,31.8,231.65,741.9,984.35,34.15,,
2019-05-14 12:00:00,2019-05-14 13:00:00,39.0,92.75,1.58,40.42,22.8,28.73,23.67,0.22,77.85,,,,,27.15,186.17,754.57,983.8,35.03,,
2019-05-14 13:00:00,2019-05-14 14:00:00,30.75,102.0,1.58,38.45,21.77,27.75,24.0,0.2,82.83,,,,,25.5,146.85,700.95,983.15,35.85,,
2019-05-14 14:00:00,2019-05-14 15:00:00,32.5,105.75,1.55,35.9,20.32,26.43,21.43,0.2,78.92,,,,,23.55,223.38,574.55,982.42,36.6,,
