From Date,To Date,PM2.5 (ug/m3),PM10 (ug/m3),NO (ug/m3),NO2 (ug/m3),NOx (ppb),NH3 (ug/m3),SO2 (ug/m3),CO (mg/m3),Ozone (ug/m3),Benzene (ug/m3),Toluene (ug/m3),Temp (ug/m3),RH (%),WS (m/s),WD (degree),SR (W/mt2),BP (mmHg),VWS (m/s),AT (degree C),RF (mm)
2020-02-03 14:00:00,2020-02-03 15:00:00,84.25,207.0,44.58,180.62,132.4,79.15,7.37,1.47,3.05,,23.75,,42.9,0.47,228.9,107.78,994.33,,12.32,0.0
2020-02-03 15:00:00,2020-02-03 16:00:00,62.75,141.0,41.65,181.25,130.35,78.45,7.53,1.4,2.75,,23.15,,43.25,0.38,284.85,61.68,993.7,,12.07,0.0
2020-02-03 16:00:00,2020-02-03 17:00:00,72.25,163.0,32.75,176.0,120.2,74.3,7.47,1.27,3.23,,22.73,,44.4,0.45,213.0,49.92,993.22,,11.85,0.0
2020-02-03 17:00:00,2020-02-03 18:00:00,94.0,191.0,25.12,156.15,103.47,72.12,7.17,1.3,3.9,,26.73,,50.1,0.48,315.6,18.15,993.38,,11.4,0.0
2020-02-03 18:00:00,2020-02-03 19:00:00,140.75,241.0,23.55,160.9,104.75,73.0,9.1,1.7,4.43,,30.95,,56.92,0.2,299.07,3.07,993.65,,10.58,0.0
2020-02-03 19:00:00,2020-02-03 20:00:00,205.75,429.0,36.5,179.85,125.42,74.35,7.8,1.83,3.88,,27.4,,65.97,0.15,166.08,2.65,993.9,,9.5,0.0
2020-02-03 20:00:00,2020-02-03 21:00:00,241.75,434.0,63.48,190.45,153.07,78.97,7.67,2.03,3.52,,27.9,,69.33,0.12,73.65,2.82,994.38,,9.05,0.0
2020-02-03 21:00:00,2020-02-03 22:00:00,282.75,527.0,93.0,195.53,179.88,84.1,8.37,2.17,3.12,,30.52,,71.65,0.13,59.97,2.8,994.62,,8.82,0.0
2020-02-03 22:00:00,2020-02-03 23:00:00,245.0,411.0,121.6,200.6,205.77,87.4,8.5,2.37,3.3,,31.82,,75.7,0.1,52.88,2.9,994.65,,8.6,0.0
2020-02-03 23:00:00,2020-02-04 00:00:00,275.75,462.0,151.32,197.75,228.72,91.75,8.1,2.53,3.1,,32.47,,80.2,0.1,84.35,2.72,994.48,,8.35,0.0
2020-02-04 00:00:00,2020-02-04 01:00:00,273.67,531.0,189.9,202.98,262.75,95.85,7.3,2.77,3.8,,33.12,,80.9,0.12,144.88,2.67,994.03,,8.15,0.0
2020-02-04 01:00:00,2020-02-04 02:00:00,217.5,394.0,212.28,199.72,279.3,94.95,8.03,2.77,3.3,,32.85,,81.17,0.33,97.28,2.7,993.65,,8.15,0.0
2020-02-04 02:00:00,2020-02-04 03:00:00,182.0,339.0,217.32,196.48,281.7,97.2,8.2,2.57,2.88,,31.83,,82.05,0.23,82.38,2.75,993.45,,8.1,0.0
2020-02-04 03:00:00,2020-02-04 04:00:00,185.5,317.0,210.18,197.42,276.35,97.2,7.87,2.43,2.62,,30.62,,85.33,0.1,143.03,2.67,993.1,,7.88,0.0
2020-02-04 04:00:00,2020-02-04 05:00:00,206.75,315.0,220.45,194.38,283.07,98.63,8.03,2.23,3.05,,29.5,,88.22,0.1,59.75,2.7,993.05,,7.7,0.0
2020-02-04 05:00:00,2020-02-04 06:00:00,211.75,376.0,,193.3,318.92,101.75,7.6,2.17,3.0,,28.53,,89.28,0.1,48.75,2.7,993.3,,7.6,0.0
2020-02-04 06:00:00,2020-02-04 07:00:00,223.5,344.0,,195.15,317.73,101.72,8.73,2.03,3.2,,27.73,,89.85,0.13,161.98,2.8,993.65,,7.6,0.0
2020-02-04 07:00:00,2020-02-04 08:00:00,266.5,433.0,,189.38,308.9,100.62,8.3,2.03,3.08,,26.95,,88.97,0.2,180.0,17.6,994.22,,7.73,0.0
2020-02-04 08:00:00,2020-02-04 09:00:00,297.0,466.0,239.57,190.8,298.95,99.43,8.2,2.1,3.65,,26.27,,77.22,0.25,63.42,87.8,994.85,,9.02,0.0
2020-02-04 09:00:00,2020-02-04 10:00:00,355.25,663.0,215.38,186.05,274.75,100.95,8.97,2.4,3.95,,26.2,,66.6,0.8,85.28,138.22,995.3,,10.3,0.0
2020-02-04 10:00:00,2020-02-04 11:00:00,373.75,669.0,82.67,198.7,173.05,99.3,9.8,3.27,5.1,,28.88,,59.2,1.23,111.75,236.72,995.58,,11.28,0.0
2020-02-04 11:00:00,2020-02-04 12:00:00,255.0,443.0,67.48,180.95,151.22,84.55,8.1,2.83,3.6,,31.62,,51.6,1.25,100.78,307.77,995.1,,11.85,0.0
2020-02-04 12:00:00,2020-02-04 13:00:00,166.5,288.0,46.1,172.75,129.4,81.92,8.33,2.45,3.45,,32.23,,47.23,0.93,100.0,315.82,994.28,,12.25,0.0
2020-02-04 13:00:00,2020-02-04 14:00:00,147.25,273.0,22.07,168.02,107.38,80.72,7.6,2.07,3.6,,33.55,,45.23,0.65,110.2,297.73,993.3,,12.47,0.0
2020-02-04 14:00:00,2020-02-04 15:00:00,126.5,245.0,6.8,155.45,88.17,74.8,8.67,1.53,3.97,,27.77,,43.58,0.57,114.12,142.88,992.45,,12.47,0.0
2020-02-04 15:00:00,2020-02-04 16:00:00,112.25,207.0,13.1,171.75,102.0,77.67,8.37,1.5,3.7,,25.73,,43.2,0.43,47.08,105.35,992.0,,12.43,0.0
2020-02-04 16:00:00,2020-02-04 17:00:00,108.75,183.0,22.15,195.25,119.87,81.4,8.07,1.5,3.73,,25.4,,45.02,0.55,91.9,56.1,992.08,,12.05,0.0
2020-02-04 17:00:00,2020-02-04 18:00:00,138.5,226.0,25.7,196.62,125.45,85.05,8.37,1.5,3.88,,25.4,,53.42,0.25,185.9,18.12,992.58,,11.23,0.0
2020-02-04 18:00:00,2020-02-04 19:00:00,181.25,305.0,32.73,193.65,129.7,88.07,8.2,1.53,4.4,,27.8,,64.82,0.1,134.75,3.07,993.03,,10.12,0.0
2020-02-04 19:00:00,2020-02-04 20:00:00,263.75,431.0,39.25,209.78,144.0,93.07,7.63,1.67,4.38,,27.93,,69.83,0.18,108.4,2.8,993.57,,9.75,0.0
2020-02-04 20:00:00,2020-02-04 21:00:00,285.75,453.0,46.27,219.15,154.28,95.75,7.77,1.8,3.8,,27.45,,70.12,0.17,330.62,2.88,994.18,,9.6,0.0
2020-02-04 21:00:00,2020-02-04 22:00:00,233.25,362.0,51.48,222.62,160.4,95.98,8.23,1.9,3.38,,26.7,,70.92,0.55,333.25,2.95,994.95,,9.68,0.0
2020-02-04 22:00:00,2020-02-04 23:00:00,212.5,331.75,54.88,224.05,163.9,95.8,7.93,1.9,3.72,,25.45,,70.08,0.5,333.62,2.95,995.3,,9.67,0.0
2020-02-04 23:00:00,2020-02-05 00:00:00,189.25,298.25,58.85,223.45,166.82,96.95,7.73,1.8,3.25,,24.42,,72.0,0.48,349.55,2.95,995.38,,9.38,0.0
2020-02-05 00:00:00,2020-02-05 01:00:00,199.75,318.5,62.75,221.22,168.85,95.12,8.13,1.7,3.15,,23.38,,77.22,0.23,294.08,2.75,995.08,,8.83,0.0
2020-02-05 01:00:00,2020-02-05 02:00:00,187.0,305.25,67.97,217.9,171.27,94.23,8.23,1.57,3.4,,22.48,,80.05,0.17,221.42,2.77,994.75,,8.52,0.0
2020-02-05 02:00:00,2020-02-05 03:00:00,191.25,320.75,74.43,213.18,174.07,95.2,8.13,1.5,3.25,,21.85,,84.3,0.1,139.43,2.62,994.4,,8.15,0.0
2020-02-05 03:00:00,2020-02-05 04:00:00,205.25,317.0,85.3,211.33,181.92,97.17,7.43,1.43,3.4,,21.68,,85.15,0.1,156.85,2.6,994.0,,8.1,0.0
2020-02-05 04:00:00,2020-02-05 05:00:00,268.0,394.25,99.65,211.9,193.92,100.0,7.57,1.5,3.7,,23.17,,81.9,0.23,207.05,2.42,993.62,,8.43,0.0
2020-02-05 05:00:00,2020-02-05 06:00:00,218.5,349.75,113.25,210.1,204.07,99.78,7.27,1.5,2.88,,25.1,,80.9,0.25,215.62,2.42,993.78,,8.45,0.0
2020-02-05 06:00:00,2020-02-05 07:00:00,297.25,439.5,111.45,210.88,203.03,101.1,7.7,1.53,3.42,,25.32,,81.85,0.17,171.25,2.55,994.2,,8.25,0.0
2020-02-05 07:00:00,2020-02-05 08:00:00,388.75,536.0,106.93,210.57,199.18,99.9,7.63,1.63,3.7,,24.75,,81.32,0.27,209.72,17.95,994.6,,8.4,0.0
2020-02-05 08:00:00,2020-02-05 09:00:00,394.0,559.25,107.8,208.15,198.55,101.88,8.0,1.83,3.88,,24.4,,75.6,0.5,205.77,90.2,995.25,,9.1,0.0
2020-02-05 09:00:00,2020-02-05 10:00:00,358.5,485.5,85.65,184.47,167.88,101.4,8.9,1.9,3.85,,23.93,,66.6,0.4,205.57,153.03,995.95,,10.18,0.0
2020-02-05 10:00:00,2020-02-05 11:00:00,294.25,427.5,57.23,158.25,130.4,94.97,8.63,2.0,4.03,,24.15,,57.08,0.43,247.35,290.32,995.88,,11.25,0.0
2020-02-05 11:00:00,2020-02-05 12:00:00,230.5,377.5,28.05,138.62,96.62,87.55,7.73,1.63,3.72,,26.32,,50.25,0.57,247.38,381.62,995.62,,12.07,0.0
2020-02-05 12:00:00,2020-02-05 13:00:00,129.0,252.75,26.07,145.3,98.58,87.5,7.37,1.6,3.55,,27.88,,46.2,0.6,278.6,386.95,994.65,,12.47,0.0
2020-02-05 13:00:00,2020-02-05 14:00:00,73.75,172.25,28.25,150.1,102.85,87.88,8.27,1.47,3.45,,26.67,,45.98,0.73,263.88,346.42,993.77,,12.4,0.0
2020-02-05 14:00:00,2020-02-05 15:00:00,54.5,150.75,28.15,151.5,103.5,89.83,7.37,1.33,3.35,,24.82,,49.02,0.62,276.8,148.93,993.33,,12.15,0.0
2020-02-05 15:00:00,2020-02-05 16:00:00,61.75,155.75,28.12,151.32,103.4,90.8,7.33,1.23,3.62,,23.5,,50.68,0.6,297.0,83.4,992.85,,11.8,0.0
2020-02-05 16:00:00,2020-02-05 17:00:00,67.75,167.5,31.45,158.12,109.72,92.92,7.9,1.27,3.33,,22.45,,53.5,0.57,267.48,44.03,992.65,,11.55,0.0
2020-02-05 17:00:00,2020-02-05 18:00:00,94.25,208.5,35.8,166.38,117.65,92.38,7.57,1.27,3.07,,22.32,,56.62,0.5,287.9,18.85,992.67,,11.25,0.0
2020-02-05 18:00:00,2020-02-05 19:00:00,129.25,247.25,41.65,183.15,131.35,93.9,8.0,1.37,3.8,,24.62,,60.6,0.4,281.75,3.05,992.92,,10.75,0.0
2020-02-05 19:00:00,2020-02-05 20:00:00,194.25,354.25,53.3,199.85,149.82,96.58,8.33,1.67,4.38,,26.58,,63.97,0.35,261.68,2.55,993.48,,10.45,0.0
2020-02-05 20:00:00,2020-02-05 21:00:00,238.0,410.25,60.62,208.18,160.12,97.53,7.97,1.93,4.33,,28.03,,67.3,0.35,293.27,2.7,993.68,,10.12,0.0
2020-02-05 21:00:00,2020-02-05 22:00:00,207.5,351.75,67.95,203.27,163.5,96.6,7.9,2.1,3.53,,28.27,,68.25,0.82,325.75,2.9,993.6,,9.95,0.0
2020-02-05 22:00:00,2020-02-05 23:00:00,154.5,264.5,63.2,187.3,151.15,94.17,8.03,2.0,3.52,,27.62,,70.03,0.73,320.98,2.82,993.5,,9.75,0.0
2020-02-05 23:00:00,2020-02-06 00:00:00,125.25,231.75,62.35,188.78,151.2,93.4,7.77,1.83,3.35,,28.42,,72.12,0.33,266.18,2.65,993.28,,9.43,0.0
2020-02-06 00:00:00,2020-02-06 01:00:00,101.0,215.5,66.85,198.0,159.78,93.42,8.0,1.63,4.8,,28.52,,73.75,0.32,266.98,2.67,993.28,,9.15,0.0
2020-02-06 01:00:00,2020-02-06 02:00:00,119.5,227.25,68.05,197.52,160.52,85.9,8.2,1.43,12.4,,27.58,,73.97,0.35,282.68,2.67,993.2,,9.03,0.0
2020-02-06 02:00:00,2020-02-06 03:00:00,143.75,225.5,65.05,197.2,157.9,92.08,7.97,1.4,8.95,,26.77,,74.4,0.3,262.68,2.58,992.82,,8.85,0.0
2020-02-06 03:00:00,2020-02-06 04:00:00,171.75,247.25,62.65,197.43,156.07,91.38,8.1,1.3,4.78,,26.38,,75.62,0.3,281.45,2.68,992.25,,8.65,0.0
2020-02-06 04:00:00,2020-02-06 05:00:00,133.75,205.25,59.25,198.93,154.07,90.8,7.57,1.2,4.23,,25.75,,77.12,0.3,253.43,2.58,991.75,,8.5,0.0
2020-02-06 05:00:00,2020-02-06 06:00:00,147.75,230.5,59.88,203.5,157.02,91.08,7.87,1.2,3.25,,24.7,,80.05,0.28,224.75,2.42,991.65,,8.25,0.0
2020-02-06 06:00:00,2020-02-06 07:00:00,185.75,272.5,68.03,204.88,164.43,92.02,7.77,1.2,3.72,,24.0,,82.53,0.28,190.45,2.55,992.52,,8.05,0.0
2020-02-06 07:00:00,2020-02-06 08:00:00,220.5,317.0,75.45,203.38,169.68,92.77,7.5,1.37,3.42,,23.07,,82.53,0.38,163.4,18.58,993.6,,8.15,0.0
2020-02-06 08:00:00,2020-02-06 09:00:00,229.0,340.25,83.75,206.7,178.2,94.73,7.13,1.47,3.45,,22.73,,76.35,0.42,172.35,85.98,994.45,,8.82,0.0
2020-02-06 09:00:00,2020-02-06 10:00:00,241.5,357.25,82.35,207.43,177.48,95.58,7.33,1.6,3.67,,22.38,,67.2,0.47,178.15,151.45,995.08,,9.9,0.0
2020-02-06 10:00:00,2020-02-06 11:00:00,182.25,301.0,75.6,210.62,173.67,94.15,7.47,1.6,3.5,,22.45,,59.33,0.47,174.45,286.27,995.4,,10.85,0.0
2020-02-06 11:00:00,2020-02-06 12:00:00,153.5,270.5,66.97,213.93,168.38,92.5,7.8,1.6,3.05,,23.05,,54.23,0.42,214.62,350.78,995.08,,11.45,0.0
2020-02-06 12:00:00,2020-02-06 13:00:00,119.75,220.75,56.85,204.9,155.35,90.87,7.2,1.53,3.17,,23.15,,49.75,0.42,234.5,386.48,994.25,,11.78,0.0
2020-02-06 13:00:00,2020-02-06 14:00:00,93.25,178.5,47.1,191.05,140.02,88.3,7.5,1.43,3.58,,22.8,,48.62,0.4,235.75,359.95,993.3,,11.97,0.0
2020-02-06 14:00:00,2020-02-06 15:00:00,83.5,160.75,43.8,188.95,136.12,87.95,7.2,1.4,3.5,,22.35,,46.8,0.48,197.97,111.38,992.55,,11.9,0.0
2020-02-06 15:00:00,2020-02-06 16:00:00,70.75,156.75,41.62,197.0,138.03,87.6,7.5,1.3,3.02,,22.02,,48.15,0.23,211.18,74.95,992.03,,11.65,0.0
2020-02-06 16:00:00,2020-02-06 17:00:00,72.25,161.5,42.13,205.92,144.07,88.13,7.4,1.27,2.55,,21.9,,48.8,0.35,235.8,53.85,991.75,,11.45,0.0
2020-02-06 17:00:00,2020-02-06 18:00:00,72.75,187.75,43.23,212.57,148.25,86.2,7.47,1.2,3.2,,22.1,,51.55,0.27,250.15,20.33,991.95,,11.05,0.0
2020-02-06 18:00:00,2020-02-06 19:00:00,101.25,236.0,15.32,156.2,95.68,77.0,7.87,1.63,4.38,,22.83,,61.75,0.17,180.15,3.15,992.57,,10.2,0.0
2020-02-06 19:00:00,2020-02-06 20:00:00,170.75,308.75,24.8,181.65,116.73,76.95,8.07,1.7,3.43,,23.55,,70.17,0.15,50.58,2.88,993.28,,9.32,0.0
2020-02-06 20:00:00,2020-02-06 21:00:00,196.0,346.0,41.22,202.65,141.03,80.92,8.0,1.73,3.4,,24.02,,73.4,0.12,40.3,2.85,993.9,,9.0,0.0
2020-02-06 21:00:00,2020-02-06 22:00:00,192.25,308.25,53.08,210.45,155.22,83.67,7.9,1.8,2.98,,23.98,,76.7,0.12,39.9,2.9,994.25,,8.75,0.0
2020-02-06 22:00:00,2020-02-06 23:00:00,188.5,294.5,62.25,213.5,164.25,86.75,8.03,1.83,3.3,,24.23,,78.65,0.2,207.47,2.88,994.83,,8.65,0.0
2020-02-06 23:00:00,2020-02-07 00:00:00,194.5,330.75,75.0,215.15,175.55,88.58,8.17,1.9,2.88,,24.62,,80.53,0.15,115.17,2.88,994.9,,8.38,0.0
2020-02-07 00:00:00,2020-02-07 01:00:00,211.25,331.25,84.88,219.05,185.7,90.3,7.8,1.77,2.9,,24.45,,80.75,0.12,188.85,2.7,994.58,,8.25,0.0
2020-02-07 01:00:00,2020-02-07 02:00:00,161.5,258.25,92.43,217.15,190.77,87.95,7.3,1.6,3.6,,23.77,,82.42,0.2,93.07,2.77,994.12,,8.15,0.0
2020-02-07 02:00:00,2020-02-07 03:00:00,147.75,242.75,102.95,215.8,198.7,91.85,8.03,1.6,2.95,,23.43,,85.33,,101.17,2.7,993.77,,7.93,0.0
2020-02-07 03:00:00,2020-02-07 04:00:00,160.75,253.75,130.62,209.1,217.68,96.58,7.8,1.6,2.93,,23.05,,87.42,0.15,177.55,2.9,993.85,,7.8,0.0
2020-02-07 04:00:00,2020-02-07 05:00:00,193.75,310.75,158.57,213.83,242.95,97.77,7.77,1.57,3.02,,22.78,,88.22,0.15,141.58,2.72,993.85,,7.65,0.0
2020-02-07 05:00:00,2020-02-07 06:00:00,244.5,345.25,153.2,214.45,238.97,,7.83,1.5,3.17,,22.48,,88.78,0.1,70.1,2.75,994.1,,7.6,0.0
2020-02-07 06:00:00,2020-02-07 07:00:00,216.75,319.0,157.03,212.2,240.72,97.4,7.43,1.5,2.9,,22.4,,88.55,0.12,72.77,2.83,994.7,,7.55,0.0
2020-02-07 07:00:00,2020-02-07 08:00:00,197.5,294.75,163.95,210.45,245.6,99.25,7.8,1.57,3.02,,22.2,,87.53,0.12,129.25,19.82,995.65,,7.83,0.0
2020-02-07 08:00:00,2020-02-07 09:00:00,226.5,344.5,152.5,205.5,238.25,100.7,7.23,1.67,2.85,,22.02,,73.25,0.28,78.75,91.17,996.65,,9.18,0.0
2020-02-07 09:00:00,2020-02-07 10:00:00,190.0,315.0,79.7,160.45,150.3,87.7,7.03,1.73,4.2,,20.3,,63.17,0.35,279.2,144.75,997.52,,10.38,0.0
2020-02-07 10:00:00,2020-02-07 11:00:00,210.25,331.0,78.8,161.1,149.9,100.9,7.1,1.8,4.15,,21.17,,59.55,0.52,319.18,261.82,998.12,,10.85,0.0
2020-02-07 11:00:00,2020-02-07 12:00:00,192.5,284.25,15.55,102.67,69.4,123.15,6.05,1.7,4.4,,18.45,,55.62,0.57,330.2,322.45,998.23,,11.5,0.0
2020-02-07 12:00:00,2020-02-07 13:00:00,138.75,210.5,8.28,100.65,60.27,131.35,8.0,1.77,4.5,,21.73,,52.7,0.55,233.35,334.73,997.4,,11.95,0.0
2020-02-07 13:00:00,2020-02-07 14:00:00,115.5,195.75,5.33,69.73,41.45,121.88,9.0,1.23,5.9,,23.0,,50.2,0.47,252.85,307.65,996.38,,12.05,0.0
2020-02-07 14:00:00,2020-02-07 15:00:00,108.75,199.0,12.93,98.0,62.65,138.32,8.07,1.4,4.12,,23.02,,51.97,0.6,283.9,136.82,995.65,,11.85,0.0
2020-02-07 15:00:00,2020-02-07 16:00:00,101.25,187.5,18.15,107.65,72.05,157.93,8.03,1.4,3.73,,24.03,,52.17,0.62,300.27,89.05,995.25,,11.62,0.0
2020-02-07 16:00:00,2020-02-07 17:00:00,99.0,174.25,19.48,113.53,76.3,165.82,7.27,1.3,3.5,,23.77,,51.45,0.55,288.3,56.03,995.05,,11.45,0.0
2020-02-07 17:00:00,2020-02-07 18:00:00,105.5,199.25,13.75,108.32,68.83,157.65,7.67,1.47,4.1,,21.67,,52.62,0.55,276.3,19.62,995.2,,11.05,0.0
2020-02-07 18:00:00,2020-02-07 19:00:00,147.5,275.5,20.3,113.0,76.65,164.47,7.63,1.7,4.25,,22.02,,56.33,0.4,285.95,3.15,995.7,,10.65,0.0
2020-02-07 19:00:00,2020-02-07 20:00:00,228.5,388.5,33.73,129.27,96.3,180.55,7.5,1.93,4.35,,24.12,,60.75,0.3,262.43,2.6,996.25,,10.2,0.0
2020-02-07 20:00:00,2020-02-07 21:00:00,260.0,452.0,48.27,152.85,120.7,193.78,7.63,2.23,3.95,,27.82,,63.88,0.28,258.52,2.62,996.7,,9.97,0.0
2020-02-07 21:00:00,2020-02-07 22:00:00,223.25,433.0,63.82,166.72,140.57,201.9,7.8,2.4,3.9,,33.88,,67.4,0.25,246.85,2.62,997.08,,9.65,0.0
2020-02-07 22:00:00,2020-02-07 23:00:00,186.0,370.5,72.8,173.78,151.7,208.5,7.83,2.4,3.48,,37.15,,75.03,0.15,219.15,2.75,997.0,,8.93,0.0
2020-02-07 23:00:00,2020-02-08 00:00:00,168.75,353.5,85.3,172.35,161.2,216.75,7.9,2.33,3.33,,36.8,,77.57,0.17,225.9,2.6,996.8,,8.72,0.0
2020-02-08 00:00:00,2020-02-08 01:00:00,190.5,411.0,105.82,173.28,178.42,223.32,8.17,2.3,3.45,,36.4,,75.28,0.38,195.88,2.42,996.85,,8.95,0.0
2020-02-08 01:00:00,2020-02-08 02:00:00,214.5,350.75,110.75,175.18,183.45,215.43,8.13,2.17,5.0,,34.78,,76.23,0.2,166.0,2.62,996.7,,8.78,0.0
2020-02-08 02:00:00,2020-02-08 03:00:00,256.75,351.5,103.62,174.3,177.15,219.75,8.3,2.03,3.6,,32.4,,79.15,0.15,245.03,2.6,996.45,,8.47,0.0
2020-02-08 03:00:00,2020-02-08 04:00:00,211.75,303.25,94.03,174.9,169.65,214.15,8.27,1.83,3.33,,30.7,,77.8,0.32,201.75,2.45,996.15,,8.55,0.0
2020-02-08 04:00:00,2020-02-08 05:00:00,219.0,301.5,85.35,175.3,162.8,210.57,8.17,1.77,3.35,,29.17,,79.1,0.38,206.28,2.43,995.95,,8.47,0.0
2020-02-08 05:00:00,2020-02-08 06:00:00,207.75,285.75,77.15,174.7,155.78,206.2,8.17,1.6,2.88,,27.7,,80.93,0.38,213.38,2.45,996.23,,8.3,0.0
2020-02-08 06:00:00,2020-02-08 07:00:00,212.25,288.5,70.85,172.5,149.47,200.93,8.27,1.6,3.58,,26.2,,82.05,0.3,213.6,2.55,996.7,,8.15,0.0
2020-02-08 07:00:00,2020-02-08 08:00:00,223.5,298.5,46.02,125.92,104.32,177.5,9.57,1.57,3.48,,24.52,,82.3,0.22,251.33,17.95,997.62,,8.15,0.0
2020-02-08 08:00:00,2020-02-08 09:00:00,238.5,324.0,35.58,134.55,100.6,167.2,8.47,1.6,3.6,,20.53,,76.28,0.43,194.22,84.03,998.58,,8.88,0.0
2020-02-08 09:00:00,2020-02-08 10:00:00,244.75,330.5,40.45,142.4,108.7,174.93,8.17,1.77,4.1,,20.95,,68.22,0.45,223.0,142.75,999.27,,9.9,0.0
2020-02-08 10:00:00,2020-02-08 11:00:00,247.5,347.0,40.33,143.78,109.35,175.2,7.5,1.8,3.95,,21.12,,62.15,0.47,232.62,265.9,999.67,,10.83,0.0
2020-02-08 11:00:00,2020-02-08 12:00:00,237.0,337.25,36.45,143.75,106.17,176.15,7.9,1.73,4.1,,21.22,,57.42,0.55,235.68,334.6,999.55,,11.65,0.0
2020-02-08 12:00:00,2020-02-08 13:00:00,211.0,312.5,31.25,137.35,98.5,175.35,7.8,1.7,3.77,,21.32,,52.33,0.55,283.85,372.98,998.85,,12.17,0.0
2020-02-08 13:00:00,2020-02-08 14:00:00,143.75,227.0,27.85,134.9,94.4,172.15,7.3,1.6,3.75,,21.57,,46.95,0.65,269.02,343.35,998.0,,12.53,0.0
2020-02-08 14:00:00,2020-02-08 15:00:00,94.0,170.75,24.2,131.35,89.57,168.75,7.97,1.53,3.7,,21.58,,47.45,0.57,246.72,107.45,997.25,,12.42,0.0
2020-02-08 15:00:00,2020-02-08 16:00:00,85.25,161.0,22.82,129.32,87.38,167.35,7.87,1.43,3.7,,21.17,,46.0,0.62,290.75,66.2,996.87,,12.28,0.0
2020-02-08 16:00:00,2020-02-08 17:00:00,71.75,153.25,21.82,129.45,86.65,165.18,8.37,1.4,3.2,,20.95,,48.55,0.6,256.95,55.65,996.65,,12.07,0.0
2020-02-08 17:00:00,2020-02-08 18:00:00,90.25,172.25,23.27,135.62,91.12,166.9,7.7,1.4,3.7,,20.98,,54.17,0.45,251.33,19.75,996.75,,11.6,0.0
2020-02-08 18:00:00,2020-02-08 19:00:00,141.5,254.0,28.32,151.12,103.45,171.4,7.03,1.47,4.47,,20.72,,59.32,0.38,245.38,3.03,997.38,,11.15,0.0
2020-02-08 19:00:00,2020-02-08 20:00:00,250.0,388.25,34.58,165.4,116.15,178.47,7.1,1.73,3.8,,20.95,,61.97,0.35,268.95,2.62,998.02,,10.82,0.0
2020-02-08 20:00:00,2020-02-08 21:00:00,309.0,459.25,42.4,173.9,127.2,184.03,7.4,2.03,3.58,,21.35,,65.67,0.3,256.98,2.62,998.52,,10.4,0.0
2020-02-08 21:00:00,2020-02-08 22:00:00,283.75,412.75,48.15,177.75,133.85,186.07,7.0,2.2,3.4,,21.7,,67.83,0.3,258.65,2.6,998.65,,10.2,0.0
2020-02-08 22:00:00,2020-02-08 23:00:00,205.5,326.25,51.83,181.38,138.67,186.12,7.23,2.17,3.35,,21.83,,70.85,0.28,277.9,2.65,998.38,,9.85,0.0
2020-02-08 23:00:00,2020-02-09 00:00:00,164.75,276.5,53.0,183.7,140.3,187.07,7.6,2.07,3.0,,22.0,,73.1,0.3,255.78,2.6,998.05,,9.65,0.0
2020-02-09 00:00:00,2020-02-09 01:00:00,137.75,263.0,55.98,180.68,141.6,186.62,7.6,1.87,3.9,,22.12,,72.9,0.33,284.07,2.73,997.77,,9.6,0.0
2020-02-09 01:00:00,2020-02-09 02:00:00,162.5,265.0,52.52,174.9,135.85,176.05,7.57,1.63,5.2,,21.9,,73.82,0.38,263.35,2.58,997.58,,9.47,0.0
2020-02-09 02:00:00,2020-02-09 03:00:00,303.75,387.25,49.83,171.02,131.57,183.03,8.4,1.57,3.65,,21.58,,75.2,0.27,259.42,2.55,997.27,,9.22,0.0
2020-02-09 03:00:00,2020-02-09 04:00:00,264.0,321.5,50.85,173.88,133.93,182.78,7.43,1.5,3.82,,21.22,,80.17,0.25,148.43,2.6,997.18,,8.7,0.0
2020-02-09 04:00:00,2020-02-09 05:00:00,237.75,323.25,53.6,176.35,137.5,185.52,7.93,1.5,3.45,,21.12,,86.12,0.17,103.45,2.72,997.2,,8.2,0.0
2020-02-09 05:00:00,2020-02-09 06:00:00,301.0,397.5,56.3,176.7,139.27,188.38,8.17,1.67,3.38,,21.68,,87.32,0.2,110.72,2.65,997.4,,8.12,0.0
2020-02-09 06:00:00,2020-02-09 07:00:00,245.5,355.5,69.1,175.58,149.7,192.47,7.9,1.7,3.15,,22.23,,86.27,0.28,151.05,2.67,998.08,,8.22,0.0
2020-02-09 07:00:00,2020-02-09 08:00:00,264.75,384.75,81.25,174.4,158.98,196.72,7.9,1.77,3.45,,22.48,,83.08,0.5,189.8,18.9,999.15,,8.43,0.0
2020-02-09 08:00:00,2020-02-09 09:00:00,276.75,393.0,81.7,173.05,158.65,198.12,7.27,1.8,3.77,,22.23,,77.58,0.45,207.0,89.77,999.95,,8.98,0.0
2020-02-09 09:00:00,2020-02-09 10:00:00,255.25,351.0,75.12,163.9,148.43,192.7,8.27,1.9,3.9,,21.67,,68.88,0.47,205.65,149.22,,,10.12,0.0
2020-02-09 10:00:00,2020-02-09 11:00:00,230.0,336.0,63.0,160.32,136.62,188.65,8.47,1.9,3.65,,21.23,,60.62,0.48,245.43,276.77,,,11.2,0.0
2020-02-09 11:00:00,2020-02-09 12:00:00,200.75,336.75,53.18,160.2,128.8,182.95,7.53,1.8,3.45,,21.45,,55.55,0.35,281.4,335.2,,,11.9,0.0
