From Date,To Date,PM2.5 (ug/m3),PM10 (ug/m3),NO (ug/m3),NO2 (ug/m3),NOx (ppb),NH3 (ug/m3),SO2 (ug/m3),CO (mg/m3),Ozone (ug/m3),Benzene (ug/m3),Toluene (ug/m3),Eth-Benzene (ug/m3),MP-Xylene (ug/m3),RH (%),WS (m/s),WD (degree),SR (W/mt2),Xylene (ug/m3),AT (degree C),RF (mm)
2020-04-04 07:00:00,2020-04-04 08:00:00,50.8,82.16,2.27,25.08,14.93,50.73,16.92,0.92,18.81,3.88,3.82,0.39,0.96,65.69,0.94,187.65,177.07,0.41,,0.0
2020-04-04 08:00:00,2020-04-04 09:00:00,16.31,92.42,3.63,,14.98,49.09,,0.93,22.9,4.23,3.11,0.08,0.19,52.83,0.37,167.16,343.1,0.3,,0.0
2020-04-04 09:00:00,2020-04-04 10:00:00,32.38,102.82,,21.25,3.12,6.88,,0.92,27.16,,,,,,0.22,97.63,,,,0.0
2020-04-04 10:00:00,2020-04-04 11:00:00,77.28,105.13,0.91,24.82,13.58,61.95,,0.62,24.41,1.48,1.25,0.13,0.22,,0.89,248.03,,0.11,,0.0
2020-04-04 11:00:00,2020-04-04 12:00:00,51.34,94.5,1.08,26.56,14.65,65.3,,0.38,23.12,0.78,0.83,0.09,0.15,,1.53,312.7,,0.06,,0.0
2020-04-04 12:00:00,2020-04-04 13:00:00,53.37,89.61,1.06,27.41,15.17,66.81,5.3,0.4,22.84,0.79,0.65,0.07,0.08,,1.23,244.73,,0.02,,0.0
2020-04-04 13:00:00,2020-04-04 14:00:00,34.43,75.85,1.63,26.59,15.16,65.32,3.65,0.38,22.68,0.74,0.66,0.07,0.07,,1.76,315.84,,0.03,,0.0
2020-04-04 14:00:00,2020-04-04 15:00:00,30.2,67.67,1.29,24.55,13.82,61.23,2.94,0.34,22.38,0.53,0.58,0.03,0.08,,2.48,309.66,,0.03,,0.0
2020-04-04 15:00:00,2020-04-04 16:00:00,25.75,62.4,1.17,24.5,13.63,61.52,0.48,0.29,22.48,0.45,0.48,0.03,0.07,24.8,3.16,316.76,102.9,0.03,,0.0
2020-04-04 16:00:00,2020-04-04 17:00:00,22.13,60.1,1.33,23.52,13.23,60.12,4.97,0.28,22.39,0.41,0.45,0.03,0.07,25.92,3.08,323.86,79.65,0.02,,0.0
2020-04-04 17:00:00,2020-04-04 18:00:00,19.59,59.11,1.09,23.52,13.13,59.86,4.81,0.43,21.92,0.44,0.47,0.05,0.09,27.92,2.85,327.79,43.6,0.03,,0.0
2020-04-04 18:00:00,2020-04-04 19:00:00,17.0,65.45,1.03,25.53,14.1,56.18,5.35,0.54,20.48,0.61,0.72,0.08,0.18,32.71,1.54,344.28,11.6,0.07,,0.0
2020-04-04 19:00:00,2020-04-04 20:00:00,25.21,65.29,1.17,31.49,17.36,54.91,8.55,0.77,17.09,1.87,1.81,0.21,0.52,38.74,0.7,27.2,,0.2,,0.0
2020-04-04 20:00:00,2020-04-04 21:00:00,27.84,75.07,1.87,33.31,18.92,58.81,11.86,0.86,16.08,3.29,2.76,0.31,0.88,40.31,1.02,7.58,,0.33,,0.0
2020-04-04 21:00:00,2020-04-04 22:00:00,33.0,84.8,1.82,32.65,18.48,60.67,10.73,0.85,16.45,4.61,2.46,0.27,0.7,43.17,0.41,33.17,,0.28,,0.0
2020-04-04 22:00:00,2020-04-04 23:00:00,37.01,82.22,1.18,32.78,18.09,62.78,10.77,0.79,16.12,3.59,2.28,0.25,0.62,46.23,0.65,42.12,,0.24,,0.0
2020-04-04 23:00:00,2020-04-05 00:00:00,34.85,85.86,0.93,33.69,18.31,60.0,21.37,0.85,16.4,4.15,1.48,0.17,0.36,49.27,0.92,41.45,,0.14,,0.0
2020-04-05 00:00:00,2020-04-05 01:00:00,48.13,89.47,1.22,31.81,17.58,66.5,9.2,0.76,16.2,3.18,1.69,0.2,0.34,54.55,0.67,42.72,,0.16,,0.0
2020-04-05 01:00:00,2020-04-05 02:00:00,52.99,83.55,1.33,32.49,18.05,67.85,17.62,0.76,15.42,2.35,1.71,0.2,0.34,55.8,0.77,25.51,,0.17,,0.0
2020-04-05 02:00:00,2020-04-05 03:00:00,50.72,84.28,1.35,31.78,17.7,69.28,12.18,0.68,16.3,2.08,1.81,0.21,0.43,54.55,0.74,239.71,,0.17,,0.0
2020-04-05 03:00:00,2020-04-05 04:00:00,46.02,76.25,0.75,31.28,16.95,68.78,9.52,0.68,15.66,1.91,2.14,0.25,0.55,57.96,0.52,258.46,,0.21,,0.0
2020-04-05 04:00:00,2020-04-05 05:00:00,38.3,73.32,1.2,30.66,16.96,67.25,14.79,0.7,15.62,1.9,1.78,0.21,0.42,59.12,0.65,114.7,,0.18,,0.0
2020-04-05 05:00:00,2020-04-05 06:00:00,35.32,69.06,1.19,27.67,15.39,65.74,11.33,0.65,17.1,1.86,1.32,0.15,0.29,57.86,2.04,279.74,,0.14,,0.0
2020-04-05 06:00:00,2020-04-05 07:00:00,40.09,75.62,0.73,27.18,14.59,65.95,7.02,0.65,15.64,1.57,1.3,0.16,0.3,58.29,1.23,263.33,15.03,0.12,,0.0
2020-04-05 07:00:00,2020-04-05 08:00:00,43.53,75.88,1.18,26.63,14.86,64.37,6.45,0.65,14.17,1.76,1.3,0.16,0.34,59.03,1.46,276.86,65.67,0.12,,0.0
2020-04-05 08:00:00,2020-04-05 09:00:00,39.79,85.37,1.29,26.75,15.01,63.68,5.17,0.71,14.93,2.54,1.38,0.17,0.36,53.27,0.87,119.84,308.27,0.13,,0.0
2020-04-05 09:00:00,2020-04-05 10:00:00,48.7,98.31,1.27,25.34,14.18,63.38,2.83,0.66,17.01,2.58,1.31,0.16,0.35,50.56,1.84,148.02,614.6,0.14,,0.0
2020-04-05 10:00:00,2020-04-05 11:00:00,45.44,102.46,1.45,23.3,13.29,64.08,3.84,0.61,20.76,1.69,1.12,0.16,0.28,41.32,1.77,147.92,883.33,0.1,,0.0
2020-04-05 11:00:00,2020-04-05 12:00:00,33.91,91.86,1.05,19.26,10.67,59.29,2.89,0.5,22.42,0.73,0.56,0.08,0.12,33.28,2.15,160.45,611.97,0.04,,0.0
2020-04-05 12:00:00,2020-04-05 13:00:00,29.78,78.55,0.77,17.6,9.74,58.9,5.54,0.47,21.74,0.52,0.4,0.04,0.04,29.99,1.48,160.34,603.45,0.01,,0.0
2020-04-05 13:00:00,2020-04-05 14:00:00,26.61,69.96,0.57,16.92,9.08,52.54,6.33,0.5,21.09,0.43,0.38,0.02,0.04,27.33,0.85,322.85,845.72,0.02,,0.0
2020-04-05 14:00:00,2020-04-05 15:00:00,22.85,76.28,0.74,16.98,9.28,52.13,7.61,0.52,20.34,0.41,0.38,0.02,0.03,25.28,0.59,251.12,561.73,0.01,,0.0
2020-04-05 15:00:00,2020-04-05 16:00:00,24.11,68.61,0.63,16.66,9.04,52.64,7.3,0.52,19.73,0.37,0.41,0.03,0.05,25.6,1.26,115.32,124.5,0.03,,0.0
2020-04-05 16:00:00,2020-04-05 17:00:00,22.14,61.61,0.46,16.32,8.6,50.98,4.83,0.53,19.57,0.36,0.35,0.02,0.04,26.74,1.46,42.29,92.43,0.01,,0.0
2020-04-05 17:00:00,2020-04-05 18:00:00,22.43,57.13,0.68,16.59,8.97,52.17,5.28,0.47,19.31,0.35,0.33,0.03,0.06,29.37,1.85,55.12,55.43,0.02,,0.0
2020-04-05 18:00:00,2020-04-05 19:00:00,19.89,58.63,0.62,18.62,10.2,50.57,3.63,0.56,17.77,0.56,0.53,0.06,0.12,37.47,1.26,84.95,10.83,0.05,,0.0
2020-04-05 19:00:00,2020-04-05 20:00:00,28.83,62.93,1.09,20.77,11.71,52.92,4.31,0.7,18.41,1.63,1.71,0.26,0.54,41.88,1.08,92.79,,0.67,,0.0
2020-04-05 20:00:00,2020-04-05 21:00:00,25.27,76.44,0.69,22.86,12.4,56.14,6.33,0.77,18.17,2.16,2.14,0.3,0.64,46.91,1.18,69.83,,0.72,,0.0
2020-04-05 21:00:00,2020-04-05 22:00:00,32.51,85.38,1.16,25.41,14.11,59.86,7.69,0.8,15.36,2.15,1.9,0.23,0.5,52.43,0.92,46.31,,0.24,,0.0
2020-04-05 22:00:00,2020-04-05 23:00:00,40.0,95.74,0.89,24.44,13.48,57.03,10.65,0.77,15.43,1.92,1.95,0.26,0.49,53.74,1.18,62.1,,0.3,,0.0
2020-04-05 23:00:00,2020-04-06 00:00:00,40.88,93.58,1.01,22.53,12.29,56.92,14.09,0.76,16.88,1.79,1.29,0.17,0.31,53.65,0.92,69.85,,0.12,,0.0
2020-04-06 00:00:00,2020-04-06 01:00:00,43.07,100.99,1.14,22.77,12.73,58.28,11.97,0.83,15.55,1.89,1.63,0.2,0.41,54.73,0.47,108.88,,0.17,,0.0
2020-04-06 01:00:00,2020-04-06 02:00:00,47.28,95.9,2.13,26.19,15.2,57.09,11.21,0.85,13.23,2.5,2.67,0.32,0.7,58.41,0.4,83.65,,0.33,,0.0
2020-04-06 02:00:00,2020-04-06 03:00:00,41.95,90.48,1.09,28.68,15.78,57.96,9.04,0.84,11.71,2.6,2.7,0.33,0.67,61.97,0.39,103.66,,0.32,,0.0
2020-04-06 03:00:00,2020-04-06 04:00:00,45.34,84.91,1.03,24.59,13.67,57.58,7.2,0.81,11.99,3.12,2.88,0.36,0.76,65.41,0.61,59.0,,0.33,,0.0
2020-04-06 04:00:00,2020-04-06 05:00:00,43.24,79.09,1.3,21.98,12.4,61.45,5.28,0.81,12.08,2.63,2.6,0.34,0.61,71.64,0.74,30.53,,0.35,,0.0
2020-04-06 05:00:00,2020-04-06 06:00:00,50.87,80.48,0.8,23.02,12.61,62.04,6.67,0.88,12.88,2.39,2.04,0.22,0.48,71.84,0.69,75.84,,0.21,,0.0
2020-04-06 06:00:00,2020-04-06 07:00:00,57.38,87.99,3.91,23.63,15.36,59.76,9.82,0.92,13.31,2.87,1.88,0.21,0.44,70.52,1.09,56.75,33.43,0.19,,0.0
2020-04-06 07:00:00,2020-04-06 08:00:00,55.05,89.52,2.65,24.44,14.81,63.59,12.64,0.99,16.65,3.13,2.38,0.26,0.62,62.88,1.07,50.81,203.4,0.23,,0.0
2020-04-06 08:00:00,2020-04-06 09:00:00,59.23,98.61,0.86,21.53,11.91,60.26,14.13,0.99,20.26,3.06,1.9,0.21,0.47,54.02,0.91,120.52,407.95,0.17,,0.0
2020-04-06 09:00:00,2020-04-06 10:00:00,63.19,108.77,1.45,19.31,11.22,58.75,19.05,0.94,23.82,2.95,2.23,0.23,0.46,47.69,2.18,160.28,653.88,0.17,,0.0
2020-04-06 10:00:00,2020-04-06 11:00:00,64.14,102.09,0.95,18.62,10.47,55.95,26.43,0.86,23.59,2.65,1.5,0.18,0.28,36.35,0.74,181.73,890.57,0.16,,0.0
2020-04-06 11:00:00,2020-04-06 12:00:00,58.32,94.45,0.61,16.68,9.03,53.04,15.0,0.58,23.18,1.64,0.92,0.1,0.18,23.86,0.85,250.42,960.8,0.09,,0.0
2020-04-06 12:00:00,2020-04-06 13:00:00,53.58,97.31,0.88,16.88,9.4,62.36,5.06,0.48,22.7,0.65,0.62,0.06,0.1,17.27,0.89,186.87,,0.03,,0.0
2020-04-06 13:00:00,2020-04-06 14:00:00,44.99,79.46,1.27,18.31,10.59,62.77,1.64,0.46,22.88,0.54,0.73,0.07,0.11,17.84,1.14,328.88,973.6,0.05,,0.0
2020-04-06 14:00:00,2020-04-06 15:00:00,40.7,72.05,0.98,18.21,10.24,60.57,0.58,0.47,22.47,0.37,0.47,0.03,0.07,19.29,1.89,345.28,517.25,0.03,,0.0
2020-04-06 15:00:00,2020-04-06 16:00:00,33.67,73.97,1.11,16.71,9.1,56.41,0.08,0.46,22.08,0.32,0.41,0.02,0.05,19.88,3.16,327.79,127.8,0.01,,0.0
2020-04-06 16:00:00,2020-04-06 17:00:00,33.08,78.74,0.83,15.46,8.67,51.3,5.74,0.49,20.11,0.31,0.45,0.03,0.05,22.62,3.22,340.2,86.65,0.03,,0.0
2020-04-06 17:00:00,2020-04-06 18:00:00,30.15,82.22,0.7,15.18,8.44,49.31,7.53,0.5,18.66,0.33,0.48,0.06,0.11,25.49,2.99,342.42,48.67,0.03,,0.0
2020-04-06 18:00:00,2020-04-06 19:00:00,38.57,86.18,0.69,16.91,9.29,49.05,8.89,0.6,17.64,0.62,0.71,0.1,0.21,34.16,2.45,335.35,10.5,0.09,,0.0
2020-04-06 19:00:00,2020-04-06 20:00:00,35.59,91.39,0.7,18.54,10.15,50.03,10.31,0.66,16.91,0.93,1.07,0.16,0.34,39.41,2.63,330.13,,0.12,,0.0
2020-04-06 20:00:00,2020-04-06 21:00:00,35.12,95.68,0.52,19.76,10.62,50.9,5.66,0.78,15.55,1.59,1.18,0.16,0.38,47.89,2.15,343.46,,0.14,,0.0
2020-04-06 21:00:00,2020-04-06 22:00:00,35.42,97.75,0.7,18.74,10.05,54.26,8.21,0.76,15.82,1.68,1.29,0.16,0.35,52.33,2.01,351.19,,0.15,,0.0
2020-04-06 22:00:00,2020-04-06 23:00:00,36.28,94.52,0.91,18.35,10.2,56.31,9.06,0.8,16.38,2.8,1.25,0.15,0.3,56.78,1.64,92.56,,0.12,,0.0
2020-04-06 23:00:00,2020-04-07 00:00:00,40.62,88.76,1.07,17.14,9.81,54.1,4.53,0.73,16.62,3.96,1.19,0.16,0.28,59.21,1.6,180.39,,0.11,,0.0
2020-04-07 00:00:00,2020-04-07 01:00:00,51.75,91.11,1.18,16.9,9.73,56.57,13.24,0.73,16.34,1.79,1.01,0.13,0.22,64.91,1.83,339.24,,0.09,,0.0
2020-04-07 01:00:00,2020-04-07 02:00:00,43.52,83.61,1.09,15.56,9.01,55.38,7.68,0.7,16.38,1.62,0.82,0.12,0.18,65.88,1.7,262.27,,0.07,,0.0
2020-04-07 02:00:00,2020-04-07 03:00:00,44.99,73.23,1.33,16.55,9.68,52.98,9.92,0.7,15.49,1.47,0.85,0.11,0.18,65.8,1.33,23.35,,0.08,,0.0
2020-04-07 03:00:00,2020-04-07 04:00:00,34.23,67.92,0.93,15.91,9.04,54.61,7.12,0.66,15.22,1.09,0.78,0.11,0.17,66.17,0.5,37.77,,0.07,,0.0
2020-04-07 04:00:00,2020-04-07 05:00:00,33.9,56.27,1.26,17.36,10.04,56.06,3.35,0.65,14.72,0.86,0.87,0.11,0.19,66.73,1.12,337.57,,0.07,,0.0
2020-04-07 05:00:00,2020-04-07 06:00:00,29.23,51.57,0.67,16.33,9.05,55.31,10.52,0.71,15.14,1.14,0.99,0.13,0.25,70.59,1.49,252.69,,0.1,,0.0
2020-04-07 06:00:00,2020-04-07 07:00:00,25.76,57.93,1.12,16.84,9.69,55.69,10.65,0.78,15.43,2.42,1.27,0.14,0.3,67.78,1.75,247.74,31.0,0.13,,0.0
2020-04-07 07:00:00,2020-04-07 08:00:00,27.77,58.37,1.35,15.97,9.41,56.89,4.42,0.71,16.25,2.58,1.45,0.18,0.36,67.77,4.44,318.49,195.53,0.14,,0.0
2020-04-07 08:00:00,2020-04-07 09:00:00,33.6,62.94,0.95,15.69,8.83,53.66,5.45,0.7,17.18,1.31,1.1,0.12,0.28,63.08,4.95,326.49,370.35,0.1,,0.0
2020-04-07 09:00:00,2020-04-07 10:00:00,31.42,90.15,0.93,15.3,8.71,51.79,5.34,0.67,18.39,1.2,1.04,0.11,0.25,52.64,2.97,97.23,537.12,0.11,,0.0
2020-04-07 10:00:00,2020-04-07 11:00:00,32.86,108.97,0.74,14.51,7.99,49.67,3.65,0.59,19.43,0.86,0.75,0.08,0.17,42.29,2.92,49.98,564.95,0.07,,0.0
2020-04-07 11:00:00,2020-04-07 12:00:00,32.72,109.9,0.94,14.14,8.04,47.25,5.43,0.59,18.62,0.55,0.96,0.07,0.13,35.96,1.32,186.28,408.4,0.07,,0.0
2020-04-07 12:00:00,2020-04-07 13:00:00,36.3,108.61,0.97,13.22,7.49,47.37,4.15,0.56,18.56,0.47,0.6,0.07,0.14,27.66,2.11,104.05,894.4,0.04,,0.0
2020-04-07 13:00:00,2020-04-07 14:00:00,38.5,98.44,1.2,13.23,7.85,49.16,3.7,0.59,18.26,0.33,0.41,0.02,0.07,29.63,2.77,324.75,858.27,0.03,,0.0
2020-04-07 14:00:00,2020-04-07 15:00:00,28.5,86.89,0.52,13.78,7.43,45.01,3.54,0.58,17.5,0.36,0.44,0.03,0.07,28.04,3.07,344.93,437.95,0.02,,0.0
2020-04-07 15:00:00,2020-04-07 16:00:00,23.85,78.87,0.46,12.91,6.87,44.14,2.24,0.54,18.09,0.24,0.35,0.02,0.06,25.46,3.56,259.24,209.15,0.02,,0.0
2020-04-07 16:00:00,2020-04-07 17:00:00,19.99,81.95,1.2,11.81,7.12,44.04,2.57,0.53,18.5,0.22,0.38,0.06,0.09,27.58,4.44,339.4,158.75,0.03,,0.0
2020-04-07 17:00:00,2020-04-07 18:00:00,25.63,92.13,0.52,13.13,7.11,43.26,2.28,0.58,17.99,0.33,0.61,0.07,0.12,34.28,3.81,11.93,88.47,0.03,,0.0
2020-04-07 18:00:00,2020-04-07 19:00:00,34.99,146.49,0.81,13.77,7.66,42.26,2.5,0.59,18.28,0.47,0.54,0.04,0.14,35.53,3.34,18.93,22.7,0.05,,0.0
2020-04-07 19:00:00,2020-04-07 20:00:00,27.77,165.55,0.81,15.75,8.85,43.02,4.32,0.72,16.3,0.81,0.97,0.12,0.23,41.86,2.01,27.48,,0.1,,0.0
2020-04-07 20:00:00,2020-04-07 21:00:00,32.54,137.26,1.12,15.95,9.21,45.05,6.26,0.77,15.02,1.1,1.05,0.14,0.29,44.09,1.25,20.72,,0.12,,0.0
2020-04-07 21:00:00,2020-04-07 22:00:00,37.24,95.49,0.7,15.02,8.29,45.56,5.28,0.71,14.71,0.87,0.91,0.12,0.26,45.06,0.97,33.3,,0.08,,0.0
2020-04-07 22:00:00,2020-04-07 23:00:00,28.21,87.28,0.66,14.48,7.96,46.04,4.66,0.67,14.58,0.72,0.84,0.11,0.22,45.82,0.81,174.99,,0.06,,0.0
2020-04-07 23:00:00,2020-04-08 00:00:00,27.56,80.62,1.77,17.94,10.8,45.86,5.89,0.66,13.2,0.67,0.87,0.11,0.2,47.27,1.05,318.48,,0.08,,0.0
2020-04-08 00:00:00,2020-04-08 01:00:00,44.45,72.24,0.89,16.93,9.57,45.94,8.52,0.72,13.52,1.23,1.24,0.16,0.3,51.38,1.87,303.55,,0.11,,0.0
2020-04-08 01:00:00,2020-04-08 02:00:00,33.66,68.96,1.06,14.17,8.15,49.01,2.04,0.67,14.39,1.65,1.26,0.15,0.29,54.49,2.1,316.44,,0.1,,0.0
2020-04-08 02:00:00,2020-04-08 03:00:00,33.78,63.6,0.94,13.83,7.95,48.41,1.98,0.67,13.99,1.03,1.06,0.13,0.23,54.66,1.88,312.6,,0.08,,0.0
2020-04-08 03:00:00,2020-04-08 04:00:00,36.27,55.33,0.73,14.26,7.91,49.11,2.59,0.67,14.38,1.07,1.24,0.16,0.29,54.12,1.5,312.07,,0.1,,0.0
2020-04-08 04:00:00,2020-04-08 05:00:00,29.06,49.64,0.78,14.15,7.97,49.01,9.46,0.73,13.55,2.17,1.27,0.15,0.28,57.89,1.59,328.34,,0.1,,0.0
2020-04-08 05:00:00,2020-04-08 06:00:00,32.86,49.36,0.95,14.78,8.45,48.46,7.71,0.57,13.3,2.46,1.34,0.17,0.31,61.96,3.06,316.66,,0.12,,0.0
2020-04-08 06:00:00,2020-04-08 07:00:00,31.23,52.9,0.87,17.33,9.65,46.84,7.64,0.66,12.28,1.33,1.28,0.17,0.32,63.13,2.35,315.26,39.77,0.11,,0.0
2020-04-08 07:00:00,2020-04-08 08:00:00,31.64,61.98,1.11,16.32,9.3,47.35,8.85,0.72,13.48,2.5,1.66,0.21,0.43,62.37,3.05,321.15,225.35,0.17,,0.0
2020-04-08 08:00:00,2020-04-08 09:00:00,28.01,67.26,1.1,15.55,8.95,46.73,4.25,0.67,14.35,1.9,1.3,0.18,0.32,55.58,2.64,329.92,433.38,0.12,,0.0
2020-04-08 09:00:00,2020-04-08 10:00:00,28.75,66.0,0.49,13.99,7.6,43.53,2.45,0.59,16.04,1.17,0.86,0.1,0.19,44.09,2.79,343.71,677.05,0.07,,0.0
2020-04-08 10:00:00,2020-04-08 11:00:00,36.38,67.11,0.92,12.91,7.47,43.6,0.86,0.56,17.22,0.73,0.73,0.08,0.14,38.9,2.82,335.72,931.58,0.06,,0.0
2020-04-08 11:00:00,2020-04-08 12:00:00,27.55,61.82,0.4,12.62,6.75,44.68,0.3,0.48,19.04,0.56,0.59,0.06,0.11,31.92,3.65,327.04,,0.04,,0.0
2020-04-08 12:00:00,2020-04-08 13:00:00,22.88,74.46,0.54,12.47,6.81,43.48,4.07,0.46,19.61,0.33,0.43,0.04,0.07,29.87,3.67,323.46,,0.03,,0.0
2020-04-08 13:00:00,2020-04-08 14:00:00,24.36,64.94,1.0,13.0,7.5,44.52,4.07,0.46,19.46,0.28,0.41,0.02,0.07,27.98,2.71,311.7,,0.02,,0.0
2020-04-08 14:00:00,2020-04-08 15:00:00,28.94,62.02,0.6,11.45,6.42,41.31,4.91,0.45,20.31,0.24,0.38,0.02,0.06,24.79,3.8,294.09,339.73,0.01,,0.0
2020-04-08 15:00:00,2020-04-08 16:00:00,22.36,54.41,0.81,11.7,6.71,42.45,6.09,0.46,19.79,0.21,0.36,0.02,0.04,23.63,3.6,295.73,93.45,0.01,,0.0
2020-04-08 16:00:00,2020-04-08 17:00:00,21.82,59.22,1.2,10.99,6.71,42.02,4.87,0.47,20.07,0.23,0.36,0.03,0.05,24.5,4.17,309.76,75.8,0.02,,0.0
2020-04-08 17:00:00,2020-04-08 18:00:00,20.19,59.2,0.51,12.51,6.72,38.81,4.7,0.5,19.51,0.32,0.46,0.02,0.07,27.03,3.25,326.56,44.77,0.03,,0.0
2020-04-08 18:00:00,2020-04-08 19:00:00,15.5,62.16,0.99,13.79,8.0,41.25,4.75,0.57,17.87,0.45,0.61,0.08,0.17,29.88,2.44,326.91,10.8,0.07,,0.0
2020-04-08 19:00:00,2020-04-08 20:00:00,14.71,65.78,0.51,17.02,9.0,40.7,6.44,0.7,17.1,1.15,1.64,0.21,0.56,33.33,2.09,322.04,,0.2,,0.0
2020-04-08 20:00:00,2020-04-08 21:00:00,22.36,70.67,0.51,18.51,9.98,43.6,7.95,0.72,16.25,1.82,2.19,0.28,0.72,37.18,1.92,329.02,,0.26,,0.0
2020-04-08 21:00:00,2020-04-08 22:00:00,31.43,76.89,0.47,19.06,10.01,44.7,6.21,0.74,15.35,1.62,1.93,0.24,0.62,40.65,1.84,326.81,,0.22,,0.0
2020-04-08 22:00:00,2020-04-08 23:00:00,36.54,83.94,0.72,17.5,9.66,45.52,6.48,0.7,15.69,1.56,1.75,0.21,0.52,43.22,1.7,331.26,,0.18,,0.0
2020-04-08 23:00:00,2020-04-09 00:00:00,31.31,77.6,2.18,19.63,12.0,44.02,7.81,0.69,15.38,1.25,1.27,0.15,0.34,44.7,1.94,326.77,,0.13,,0.0
2020-04-09 00:00:00,2020-04-09 01:00:00,37.54,88.42,0.74,16.7,9.14,46.17,13.5,0.76,15.87,2.44,1.02,0.09,0.24,48.42,1.64,327.84,,0.1,,0.0
2020-04-09 01:00:00,2020-04-09 02:00:00,40.97,77.17,0.42,15.47,8.29,45.83,7.26,0.72,15.24,2.78,0.99,0.11,0.22,52.5,1.84,331.5,,0.07,,0.0
2020-04-09 02:00:00,2020-04-09 03:00:00,38.11,68.52,0.82,14.99,8.38,45.85,8.81,0.7,15.25,2.0,0.84,0.09,0.14,53.94,1.69,329.88,,0.07,,0.0
2020-04-09 03:00:00,2020-04-09 04:00:00,32.65,64.5,0.62,14.22,7.9,45.91,13.98,0.74,15.39,3.32,1.01,0.1,0.2,56.78,1.75,328.14,,0.08,,0.0
2020-04-09 04:00:00,2020-04-09 05:00:00,34.53,62.94,2.13,17.02,10.61,47.37,12.35,0.69,14.64,2.35,0.91,0.09,0.2,57.24,1.18,330.39,,0.08,,0.0
2020-04-09 05:00:00,2020-04-09 06:00:00,30.37,65.28,1.02,15.98,9.11,47.27,7.89,0.67,15.33,2.31,1.03,0.12,0.26,57.03,1.1,310.27,,0.1,,0.0
2020-04-09 06:00:00,2020-04-09 07:00:00,33.94,72.19,0.86,16.69,9.35,48.4,9.53,0.73,15.95,2.69,1.79,0.2,0.47,57.36,0.94,278.51,33.15,0.2,,0.0
2020-04-09 07:00:00,2020-04-09 08:00:00,36.09,65.61,0.72,17.11,9.48,49.1,7.68,0.73,16.62,1.79,1.56,0.2,0.45,56.86,1.38,279.24,218.95,0.17,,0.0
2020-04-09 08:00:00,2020-04-09 09:00:00,43.11,77.39,1.05,16.66,9.54,40.52,12.32,0.9,17.75,2.94,1.83,0.21,0.47,50.43,0.64,304.0,434.6,0.16,,0.0
2020-04-09 09:00:00,2020-04-09 10:00:00,50.18,100.19,1.11,17.45,10.0,43.19,9.48,0.82,19.54,3.01,2.36,0.26,0.54,39.91,0.59,294.41,686.2,0.21,,0.0
2020-04-09 10:00:00,2020-04-09 11:00:00,40.38,100.08,0.85,15.39,8.61,44.16,9.52,0.69,20.35,1.18,1.2,0.14,0.27,34.36,1.49,280.65,837.5,0.1,,0.0
2020-04-09 11:00:00,2020-04-09 12:00:00,39.18,79.82,0.87,14.78,8.16,45.64,8.73,0.48,20.91,0.72,0.73,0.08,0.14,28.8,1.78,288.76,961.3,0.03,,0.0
2020-04-09 12:00:00,2020-04-09 13:00:00,46.38,68.78,0.77,13.62,7.6,45.72,3.82,0.47,20.47,0.61,0.58,0.07,0.1,23.54,2.36,307.55,915.33,0.03,,0.0
2020-04-09 13:00:00,2020-04-09 14:00:00,32.93,71.27,0.55,14.42,7.76,50.08,0.91,0.45,21.57,0.47,0.51,0.06,0.08,21.68,2.29,302.36,497.6,0.04,,0.0
2020-04-09 14:00:00,2020-04-09 15:00:00,26.01,68.32,0.97,14.23,8.11,49.46,0.05,0.43,21.66,0.42,0.47,0.03,0.05,19.87,2.12,319.81,433.07,0.02,,0.0
2020-04-09 15:00:00,2020-04-09 16:00:00,29.37,62.38,0.9,13.61,7.77,47.85,,0.39,22.24,0.33,0.41,0.03,0.04,18.36,2.54,319.49,243.25,0.02,,0.0
2020-04-09 16:00:00,2020-04-09 17:00:00,22.28,58.46,0.61,13.06,7.1,43.97,6.66,0.4,21.64,0.32,0.41,0.02,0.05,18.11,2.33,324.45,142.22,0.02,,0.0
2020-04-09 17:00:00,2020-04-09 18:00:00,24.16,46.85,0.82,13.72,7.75,41.93,7.97,0.56,20.9,0.41,0.55,0.06,0.12,20.07,1.6,176.05,58.18,0.04,,0.0
2020-04-09 18:00:00,2020-04-09 19:00:00,38.35,46.6,0.94,15.43,8.79,41.34,9.76,0.7,17.3,0.79,0.94,0.16,0.31,23.92,0.92,182.52,14.43,0.11,,0.0
2020-04-09 19:00:00,2020-04-09 20:00:00,29.26,69.86,2.28,29.56,17.29,37.98,13.01,1.3,12.34,3.24,2.95,0.39,0.96,27.44,0.29,141.45,,0.4,,0.0
2020-04-09 20:00:00,2020-04-09 21:00:00,33.28,109.92,1.36,35.9,19.84,40.67,7.07,1.47,9.52,7.37,11.28,1.78,6.46,30.12,0.34,123.64,,2.55,,0.0
2020-04-09 21:00:00,2020-04-09 22:00:00,46.43,133.0,2.61,39.06,22.51,40.77,8.87,1.59,7.16,7.04,14.03,3.78,6.49,33.87,0.34,35.52,,2.47,,0.0
2020-04-09 22:00:00,2020-04-09 23:00:00,70.38,139.03,0.46,25.45,13.59,46.19,5.99,1.08,14.03,5.32,7.26,0.94,3.01,36.04,0.7,54.95,,1.26,,0.0
