From Date,To Date,PM2.5 (ug/m3),PM10 (ug/m3),NO (ug/m3),NO2 (ug/m3),NOx (ppb),NH3 (ug/m3),SO2 (ug/m3),CO (mg/m3),Ozone (ug/m3),Benzene (ug/m3),Toluene (ug/m3),Eth-Benzene (ug/m3),MP-Xylene (ug/m3),RH (%),WS (m/s),WD (degree),SR (W/mt2),Xylene (ug/m3),AT (degree C),RF (mm)
2020-04-09 23:00:00,2020-04-10 00:00:00,62.51,134.74,0.65,30.11,16.18,46.09,7.79,0.99,11.0,4.38,4.18,0.46,1.26,36.33,0.17,96.39,,0.49,,0.0
2020-04-10 00:00:00,2020-04-10 01:00:00,68.96,138.65,1.03,26.3,14.48,48.18,12.33,0.82,14.16,4.2,3.88,0.41,1.11,39.13,0.3,54.99,,0.47,,0.0
2020-04-10 01:00:00,2020-04-10 02:00:00,66.55,117.77,2.25,26.78,15.8,47.26,10.16,0.8,12.86,3.13,2.03,0.22,0.51,44.64,0.76,55.01,,0.2,,0.0
2020-04-10 02:00:00,2020-04-10 03:00:00,60.53,106.91,2.25,28.44,16.66,48.01,15.9,0.84,12.02,2.91,2.14,0.25,0.53,49.03,0.65,79.54,,0.2,,0.0
2020-04-10 03:00:00,2020-04-10 04:00:00,65.98,104.18,1.29,26.2,14.73,49.8,19.78,0.81,12.89,3.01,1.66,0.19,0.39,51.58,0.81,58.02,,0.16,,0.0
2020-04-10 04:00:00,2020-04-10 05:00:00,58.0,87.9,0.74,21.36,11.68,50.66,19.63,0.81,13.11,2.71,1.6,0.19,0.38,54.24,1.06,28.49,,0.14,,0.0
2020-04-10 05:00:00,2020-04-10 06:00:00,56.54,84.84,0.91,20.12,11.19,49.61,14.65,0.78,13.46,3.52,1.77,0.23,0.42,55.84,0.94,39.12,,0.18,,0.0
2020-04-10 06:00:00,2020-04-10 07:00:00,60.98,87.72,2.59,24.91,15.09,47.25,13.23,0.92,11.42,2.23,1.61,0.23,0.4,58.03,0.95,42.53,29.82,0.15,,0.0
2020-04-10 07:00:00,2020-04-10 08:00:00,60.67,101.16,2.18,25.52,15.1,48.87,17.06,1.08,13.12,5.45,3.23,0.39,0.82,53.64,0.9,32.69,152.35,0.4,,0.0
2020-04-10 08:00:00,2020-04-10 09:00:00,71.7,124.44,1.37,21.33,12.25,48.2,12.08,0.94,16.38,5.62,3.42,0.39,0.8,46.22,1.21,34.08,373.6,0.44,,0.0
2020-04-10 09:00:00,2020-04-10 10:00:00,75.41,124.83,0.83,18.42,10.24,51.06,8.28,0.67,17.47,2.35,1.64,0.19,0.37,37.45,0.85,88.37,621.92,0.15,,0.0
2020-04-10 10:00:00,2020-04-10 11:00:00,51.17,109.81,0.98,17.27,9.72,51.26,6.86,0.57,20.21,0.96,0.79,0.08,0.17,31.29,1.33,140.5,864.38,0.05,,0.0
2020-04-10 11:00:00,2020-04-10 12:00:00,44.66,93.54,0.78,16.04,8.96,47.22,6.15,0.53,20.29,0.55,0.63,0.08,0.13,26.55,1.11,175.99,985.4,0.05,,0.0
2020-04-10 12:00:00,2020-04-10 13:00:00,39.12,86.98,0.72,15.53,8.53,44.77,6.23,0.51,19.05,0.39,0.52,0.07,0.07,20.34,0.41,59.66,,0.02,,0.0
2020-04-10 13:00:00,2020-04-10 14:00:00,30.09,72.86,0.72,14.46,8.03,45.02,5.25,0.48,18.42,0.28,0.39,0.02,0.04,17.44,1.02,75.06,974.7,0.02,,0.0
2020-04-10 14:00:00,2020-04-10 15:00:00,29.93,63.72,0.45,14.32,7.67,43.25,5.01,0.49,17.91,0.22,0.35,0.01,0.04,16.76,1.18,87.55,480.77,0.01,,0.0
2020-04-10 15:00:00,2020-04-10 16:00:00,22.98,59.85,1.16,14.35,8.36,44.66,5.11,0.51,17.8,0.28,0.42,0.02,0.06,16.67,1.12,254.15,124.45,0.03,,0.0
2020-04-10 16:00:00,2020-04-10 17:00:00,22.89,59.98,1.09,14.49,8.32,46.67,6.03,0.47,17.82,0.27,0.43,0.04,0.05,17.34,1.81,343.55,92.38,0.02,,0.0
2020-04-10 17:00:00,2020-04-10 18:00:00,24.56,57.63,0.81,15.26,8.62,45.77,6.08,0.5,17.55,0.31,0.5,0.04,0.11,18.84,1.41,111.19,50.98,0.05,,0.0
2020-04-10 18:00:00,2020-04-10 19:00:00,29.65,63.21,0.89,19.09,10.48,45.6,5.84,0.53,15.18,0.41,0.52,0.06,0.13,26.13,1.56,50.18,12.63,0.05,,0.0
2020-04-10 19:00:00,2020-04-10 20:00:00,25.21,66.45,1.84,24.7,14.31,45.36,10.57,0.93,14.19,2.21,2.71,0.22,0.47,28.06,1.06,113.56,,0.2,,0.0
2020-04-10 20:00:00,2020-04-10 21:00:00,33.7,92.81,0.81,20.67,11.42,47.57,10.57,0.82,14.75,4.17,3.78,0.37,1.0,29.76,1.68,18.59,,0.4,,0.0
2020-04-10 21:00:00,2020-04-10 22:00:00,38.59,97.92,1.26,20.24,11.58,46.73,10.9,0.78,13.2,2.08,1.6,0.18,0.42,35.11,1.49,22.43,,0.2,,0.0
2020-04-10 22:00:00,2020-04-10 23:00:00,35.19,97.03,1.01,20.3,11.43,48.49,13.62,0.78,12.23,2.0,1.6,0.18,0.37,40.48,0.89,26.99,,0.17,,0.0
2020-04-10 23:00:00,2020-04-11 00:00:00,32.37,97.67,1.1,19.5,10.88,48.97,16.83,0.79,13.45,1.73,1.56,0.18,0.35,42.21,1.22,12.36,,0.16,,0.0
2020-04-11 00:00:00,2020-04-11 01:00:00,31.48,96.02,0.8,20.0,11.04,49.82,9.03,0.72,13.14,1.49,1.22,0.16,0.27,46.42,1.04,15.49,,0.12,,0.0
2020-04-11 01:00:00,2020-04-11 02:00:00,32.36,86.93,0.39,17.9,9.6,49.3,6.38,0.65,13.63,0.99,1.1,0.16,0.27,48.97,1.18,18.46,,0.11,,0.0
2020-04-11 02:00:00,2020-04-11 03:00:00,31.43,81.81,1.07,17.62,10.07,51.17,6.49,0.64,13.01,0.87,1.05,0.15,0.24,52.78,1.0,25.23,,0.11,,0.0
2020-04-11 03:00:00,2020-04-11 04:00:00,34.79,70.25,0.73,17.71,9.62,51.1,7.8,0.63,13.45,0.94,1.07,0.16,0.25,54.2,1.18,29.31,,0.11,,0.0
2020-04-11 04:00:00,2020-04-11 05:00:00,31.44,63.75,0.84,17.78,9.9,51.61,9.39,0.62,12.79,0.93,1.03,0.15,0.23,57.03,0.88,32.78,,0.08,,0.0
2020-04-11 05:00:00,2020-04-11 06:00:00,32.58,68.04,1.62,18.47,10.95,50.45,12.7,0.72,12.48,1.23,1.38,0.17,0.32,57.5,1.09,6.36,,0.13,,0.0
2020-04-11 06:00:00,2020-04-11 07:00:00,40.37,75.3,2.02,20.18,12.15,48.34,13.2,0.86,11.79,1.81,1.6,0.21,0.4,59.12,1.46,265.2,23.3,0.17,,0.0
2020-04-11 07:00:00,2020-04-11 08:00:00,39.84,75.69,1.11,20.44,11.51,48.78,19.32,0.98,13.14,3.57,2.09,0.29,0.54,55.08,1.26,102.01,213.28,0.21,,0.0
2020-04-11 08:00:00,2020-04-11 09:00:00,43.79,94.13,1.02,19.95,11.15,48.75,11.66,0.94,14.87,3.28,2.09,0.29,0.54,45.65,1.15,20.04,411.4,0.24,,0.0
2020-04-11 09:00:00,2020-04-11 10:00:00,43.38,96.46,0.61,17.49,9.53,49.04,9.64,0.87,16.21,2.03,1.52,0.2,0.35,37.57,0.82,29.53,453.4,0.17,,0.0
2020-04-11 10:00:00,2020-04-11 11:00:00,40.58,91.83,1.08,18.14,10.31,53.22,8.76,0.81,17.45,1.4,1.21,0.14,0.23,33.61,0.86,173.16,647.73,0.1,,0.0
2020-04-11 11:00:00,2020-04-11 12:00:00,40.62,83.75,0.91,17.65,9.83,55.56,5.21,0.7,18.57,0.95,1.01,0.12,0.2,30.63,1.91,329.45,720.95,0.07,,0.0
2020-04-11 12:00:00,2020-04-11 13:00:00,42.06,81.91,0.79,16.6,9.17,54.96,8.31,0.67,19.31,0.67,0.6,0.07,0.11,27.5,1.94,249.79,867.15,0.03,,0.0
2020-04-11 13:00:00,2020-04-11 14:00:00,37.59,77.47,0.85,15.95,8.94,54.04,6.08,0.64,19.31,0.51,0.46,0.04,0.04,24.74,1.6,238.65,727.12,0.02,,0.0
2020-04-11 14:00:00,2020-04-11 15:00:00,34.07,74.51,0.76,15.25,8.34,48.97,5.68,0.64,19.64,0.4,0.42,0.03,0.06,24.47,2.31,319.39,350.88,0.01,,0.0
2020-04-11 15:00:00,2020-04-11 16:00:00,29.44,74.99,1.04,14.95,8.59,45.77,7.99,0.69,18.82,0.39,0.42,0.04,0.06,24.72,2.01,339.88,214.2,0.02,,0.0
2020-04-11 16:00:00,2020-04-11 17:00:00,29.48,75.91,0.69,14.42,8.01,45.91,5.11,0.71,18.0,0.39,0.4,0.03,0.06,25.21,2.22,336.66,136.45,0.02,,0.0
2020-04-11 17:00:00,2020-04-11 18:00:00,27.23,72.19,0.38,14.7,7.8,45.42,5.82,0.57,17.32,0.51,0.8,0.05,0.11,27.98,2.52,356.61,64.0,0.03,,0.0
2020-04-11 18:00:00,2020-04-11 19:00:00,32.79,88.38,1.05,15.7,9.05,44.41,7.02,0.66,16.72,0.78,0.93,0.11,0.22,31.51,1.96,338.15,10.53,0.09,,0.0
2020-04-11 19:00:00,2020-04-11 20:00:00,31.33,92.89,1.17,17.46,9.98,44.82,7.46,0.71,15.86,1.52,1.79,0.24,0.61,29.33,2.46,322.13,,0.23,,0.0
2020-04-11 20:00:00,2020-04-11 21:00:00,31.58,96.6,1.02,18.79,10.58,46.92,5.85,0.67,15.25,1.45,2.23,0.28,0.78,26.87,2.84,318.08,,0.29,,0.0
2020-04-11 21:00:00,2020-04-11 22:00:00,30.86,93.18,0.95,16.27,9.23,47.56,5.05,0.62,16.04,1.13,1.53,0.19,0.48,29.42,3.01,322.12,,0.18,,0.0
2020-04-11 22:00:00,2020-04-11 23:00:00,34.38,89.41,0.98,15.88,9.01,46.95,6.78,0.6,15.64,0.99,1.27,0.15,0.37,32.41,2.48,326.14,,0.12,,0.0
2020-04-11 23:00:00,2020-04-12 00:00:00,28.41,89.7,0.64,15.45,8.58,46.07,7.05,0.61,15.65,1.05,1.08,0.12,0.29,35.0,2.18,325.73,,0.08,,0.0
2020-04-12 00:00:00,2020-04-12 01:00:00,28.0,87.25,1.06,17.66,10.0,45.83,12.34,0.72,14.13,1.3,1.09,0.12,0.26,38.19,1.97,333.29,,0.07,,0.0
2020-04-12 01:00:00,2020-04-12 02:00:00,23.21,72.21,1.06,15.99,9.21,47.13,18.22,0.77,13.55,2.62,1.15,0.14,0.27,39.67,1.71,324.26,,0.09,,0.0
2020-04-12 02:00:00,2020-04-12 03:00:00,25.52,72.25,0.78,15.07,8.42,46.79,18.62,0.79,14.74,3.23,1.28,0.14,0.28,41.06,1.43,329.21,,0.11,,0.0
2020-04-12 03:00:00,2020-04-12 04:00:00,30.03,72.85,0.91,14.29,8.17,46.23,15.27,0.77,14.86,2.7,1.37,0.16,0.3,42.58,1.57,297.3,,0.11,,0.0
2020-04-12 04:00:00,2020-04-12 05:00:00,30.7,62.14,0.98,14.51,8.11,48.18,9.78,0.73,13.72,1.4,1.58,0.16,0.34,45.98,1.44,279.93,,0.13,,0.0
2020-04-12 05:00:00,2020-04-12 06:00:00,30.64,62.01,0.49,16.18,8.73,47.34,13.37,0.78,12.15,1.94,1.58,0.18,0.38,49.27,1.36,274.43,,0.16,,0.0
2020-04-12 06:00:00,2020-04-12 07:00:00,40.62,66.76,0.39,17.34,9.3,47.63,14.82,0.83,11.59,2.79,1.72,0.2,0.44,51.81,1.25,272.69,30.2,0.17,,0.0
2020-04-12 07:00:00,2020-04-12 08:00:00,39.69,74.67,0.69,18.29,10.02,46.91,16.27,0.9,12.8,3.5,2.02,0.26,0.61,52.73,1.07,281.81,225.95,0.21,,0.0
2020-04-12 08:00:00,2020-04-12 09:00:00,42.03,93.85,0.9,19.72,10.82,49.6,22.15,0.97,16.71,3.7,2.29,0.28,0.63,47.13,1.15,293.88,422.7,0.24,,0.0
2020-04-12 09:00:00,2020-04-12 10:00:00,50.18,103.42,0.95,17.95,10.05,45.42,18.07,0.94,19.58,3.21,2.19,0.26,0.57,40.14,1.53,314.07,651.15,0.21,,0.0
2020-04-12 10:00:00,2020-04-12 11:00:00,47.29,98.43,0.65,17.12,9.33,47.17,16.67,0.82,19.66,1.87,1.43,0.17,0.3,31.71,1.99,321.42,902.15,0.12,,0.0
2020-04-12 11:00:00,2020-04-12 12:00:00,43.39,99.14,0.65,15.57,8.54,46.71,14.53,0.61,18.94,0.89,0.77,0.05,0.13,26.21,2.17,314.63,941.3,0.06,,0.0
2020-04-12 12:00:00,2020-04-12 13:00:00,41.62,98.83,0.75,13.81,7.7,44.92,9.11,0.59,18.91,0.57,0.52,0.05,0.08,23.12,1.91,297.35,917.2,0.02,,0.0
2020-04-12 13:00:00,2020-04-12 14:00:00,37.78,90.77,0.9,14.39,8.04,46.74,7.46,0.57,18.68,0.47,0.44,0.04,0.05,21.92,2.15,286.49,806.0,0.02,,0.0
2020-04-12 14:00:00,2020-04-12 15:00:00,29.11,82.83,1.33,14.3,8.54,49.97,3.73,0.52,18.15,0.4,0.42,0.02,0.06,19.87,2.6,321.66,471.78,0.02,,0.0
2020-04-12 15:00:00,2020-04-12 16:00:00,31.24,80.4,1.16,13.76,8.05,48.52,2.0,0.5,17.3,0.33,0.41,0.02,0.06,18.85,3.94,311.37,185.8,0.02,,0.0
2020-04-12 16:00:00,2020-04-12 17:00:00,27.33,83.23,0.91,13.48,7.74,46.8,6.07,0.52,17.46,0.32,0.45,0.03,0.06,21.46,3.16,310.37,153.97,0.04,,0.0
2020-04-12 17:00:00,2020-04-12 18:00:00,30.01,81.42,0.78,14.29,8.06,46.42,6.28,0.56,16.89,0.38,0.52,0.04,0.11,22.42,2.73,313.96,93.27,0.03,,0.0
2020-04-12 18:00:00,2020-04-12 19:00:00,37.16,82.89,0.85,14.92,8.3,41.8,8.65,0.7,16.24,0.8,0.94,0.12,0.27,27.13,2.45,328.93,15.43,0.1,,0.0
2020-04-12 19:00:00,2020-04-12 20:00:00,34.74,88.57,1.11,19.0,10.76,44.53,12.46,0.88,14.15,1.46,2.04,0.24,0.62,30.57,1.77,322.97,,0.22,,0.0
2020-04-12 20:00:00,2020-04-12 21:00:00,38.76,107.33,0.44,21.43,11.37,45.4,11.04,1.07,14.34,2.78,4.2,0.51,1.56,32.03,1.41,322.54,,0.61,,0.0
2020-04-12 21:00:00,2020-04-12 22:00:00,44.82,116.0,0.52,20.44,10.9,46.23,11.78,0.99,14.47,3.08,4.46,0.52,1.66,33.31,1.35,315.2,,0.6,,0.0
2020-04-12 22:00:00,2020-04-12 23:00:00,44.17,120.45,1.09,20.32,11.5,47.99,14.82,0.89,14.12,3.13,3.22,0.37,1.03,34.74,1.38,317.92,,0.37,,0.0
2020-04-12 23:00:00,2020-04-13 00:00:00,44.09,117.76,0.59,19.62,10.57,50.61,9.18,0.77,14.01,2.94,2.92,0.33,0.86,36.37,0.89,317.01,,0.29,,0.0
2020-04-13 00:00:00,2020-04-13 01:00:00,57.78,114.96,0.97,19.41,10.84,51.93,11.08,0.8,14.96,3.04,2.9,0.32,0.75,40.25,1.11,341.68,,0.27,,0.0
2020-04-13 01:00:00,2020-04-13 02:00:00,51.96,106.27,0.8,18.74,10.37,52.71,11.35,0.81,14.32,3.33,1.81,0.2,0.44,42.12,1.22,339.05,,0.17,,0.0
2020-04-13 02:00:00,2020-04-13 03:00:00,44.72,101.24,1.07,18.74,10.59,53.42,19.33,0.81,14.0,3.67,1.47,0.17,0.35,44.35,1.07,339.54,,0.13,,0.0
2020-04-13 03:00:00,2020-04-13 04:00:00,44.26,94.62,0.93,17.29,9.77,48.49,28.16,0.85,13.64,3.37,1.37,0.15,0.32,46.04,0.93,329.29,,0.12,,0.0
2020-04-13 04:00:00,2020-04-13 05:00:00,48.99,88.44,0.99,17.11,9.7,48.46,32.97,0.88,13.95,4.71,1.67,0.17,0.36,44.29,0.61,314.82,,0.12,,0.0
2020-04-13 05:00:00,2020-04-13 06:00:00,45.76,92.98,0.77,18.61,10.24,48.31,31.36,0.87,12.44,3.97,2.27,0.24,0.54,45.52,0.49,236.11,,0.2,,0.0
2020-04-13 06:00:00,2020-04-13 07:00:00,43.39,104.38,1.33,28.88,16.08,46.84,11.74,1.02,7.64,4.18,4.08,0.41,1.05,56.47,1.03,182.72,36.48,0.42,,0.0
2020-04-13 07:00:00,2020-04-13 08:00:00,56.11,107.93,1.25,23.67,13.37,46.96,24.16,1.11,14.8,4.85,3.32,0.36,0.9,52.02,1.05,184.46,173.02,0.37,,0.0
2020-04-13 08:00:00,2020-04-13 09:00:00,68.53,123.08,1.15,21.19,11.97,50.57,21.69,1.12,20.18,6.87,3.25,0.34,0.76,44.62,1.34,181.59,358.38,0.31,,0.0
2020-04-13 09:00:00,2020-04-13 10:00:00,84.7,138.46,0.74,19.36,10.45,51.25,16.21,0.92,22.66,5.31,2.3,0.24,0.49,36.68,0.99,205.57,621.33,0.22,,0.0
2020-04-13 10:00:00,2020-04-13 11:00:00,55.31,134.91,0.99,18.02,10.09,52.87,11.79,0.74,22.34,2.14,1.41,0.21,0.32,29.17,1.28,259.71,849.45,0.13,,0.0
2020-04-13 11:00:00,2020-04-13 12:00:00,51.21,109.25,0.61,17.82,9.67,54.95,11.25,0.67,22.09,1.04,0.73,0.09,0.16,25.09,1.15,242.0,960.7,0.05,,0.0
2020-04-13 12:00:00,2020-04-13 13:00:00,36.77,102.27,0.78,15.97,8.91,47.57,11.69,0.63,20.56,0.71,0.59,0.05,0.09,21.84,1.46,292.25,860.45,0.03,,0.0
2020-04-13 13:00:00,2020-04-13 14:00:00,39.48,90.93,0.67,15.13,8.4,46.05,11.68,0.65,18.85,0.47,0.48,0.04,0.08,20.71,2.58,288.07,838.7,0.03,,0.0
2020-04-13 14:00:00,2020-04-13 15:00:00,38.73,93.53,0.47,15.06,7.98,47.46,11.64,0.67,18.14,0.47,0.49,0.04,0.08,19.92,3.17,285.5,454.78,0.03,,0.0
2020-04-13 15:00:00,2020-04-13 16:00:00,30.14,96.67,0.83,14.49,8.21,47.78,10.19,0.65,17.52,0.4,0.47,0.03,0.09,18.95,3.79,300.64,216.1,0.03,,0.0
2020-04-13 16:00:00,2020-04-13 17:00:00,33.06,103.32,0.6,14.5,7.79,46.82,7.52,0.66,16.95,0.44,0.57,0.06,0.12,20.01,3.44,315.63,141.58,0.03,,0.0
2020-04-13 17:00:00,2020-04-13 18:00:00,40.04,96.97,0.9,16.73,9.38,50.4,5.71,0.68,16.32,0.55,0.74,0.11,0.2,22.87,2.56,319.87,63.45,0.07,,0.0
2020-04-13 18:00:00,2020-04-13 19:00:00,54.44,116.48,1.04,18.12,10.3,50.38,5.24,0.77,16.56,0.9,1.86,0.25,0.62,24.53,2.05,317.34,22.27,0.21,,0.0
2020-04-13 19:00:00,2020-04-13 20:00:00,46.67,119.88,0.78,21.19,11.66,49.9,7.9,0.9,14.86,2.2,2.9,0.36,1.06,27.46,1.39,336.96,,0.4,,0.0
2020-04-13 20:00:00,2020-04-13 21:00:00,45.63,125.57,0.71,21.99,11.96,50.51,10.55,0.95,14.13,2.55,3.34,0.38,1.11,29.67,1.27,334.72,,0.45,,0.0
2020-04-13 21:00:00,2020-04-13 22:00:00,42.06,121.64,1.12,20.18,11.34,48.78,15.65,1.01,14.57,4.26,3.75,0.4,1.2,31.64,1.58,327.0,,0.47,,0.0
2020-04-13 22:00:00,2020-04-13 23:00:00,49.46,122.4,1.03,18.86,10.61,50.81,13.76,0.91,14.47,2.33,2.65,0.3,0.84,34.79,1.64,346.91,,0.3,,0.0
2020-04-13 23:00:00,2020-04-14 00:00:00,49.54,119.23,0.89,18.88,10.55,59.27,16.32,0.95,14.17,4.0,1.74,0.19,0.49,37.0,1.71,355.63,,0.19,,0.0
2020-04-14 00:00:00,2020-04-14 01:00:00,49.95,118.38,1.09,21.65,11.99,86.2,13.3,0.89,14.44,2.47,1.86,0.22,0.45,39.95,0.4,46.21,,0.2,,0.0
2020-04-14 01:00:00,2020-04-14 02:00:00,48.24,107.77,1.04,23.86,13.09,91.67,11.81,0.86,13.54,2.21,1.85,0.24,0.47,41.83,0.37,171.5,,0.21,,0.0
2020-04-14 02:00:00,2020-04-14 03:00:00,39.22,96.87,1.0,21.98,12.26,76.47,8.94,0.83,12.75,2.42,3.17,0.37,0.82,45.39,0.44,169.95,,0.38,,0.0
2020-04-14 03:00:00,2020-04-14 04:00:00,45.98,94.29,1.32,23.61,13.38,91.38,9.7,0.86,10.94,2.92,4.02,0.46,1.04,47.13,0.34,180.2,,0.46,,0.0
2020-04-14 04:00:00,2020-04-14 05:00:00,42.96,93.42,1.45,27.37,15.46,117.98,16.46,0.93,11.7,3.69,5.06,0.7,1.54,47.72,0.77,175.58,,0.66,,0.0
2020-04-14 05:00:00,2020-04-14 06:00:00,56.12,96.16,1.4,26.95,15.18,126.12,26.99,0.98,16.14,4.94,2.91,0.31,0.73,48.06,1.05,173.79,,0.28,,0.0
2020-04-14 06:00:00,2020-04-14 07:00:00,79.9,108.48,1.55,28.49,16.09,133.51,35.46,1.26,13.79,7.17,3.34,0.37,0.85,49.94,0.75,134.6,19.1,0.36,,0.0
2020-04-14 07:00:00,2020-04-14 08:00:00,83.3,124.59,1.19,21.96,12.34,71.27,49.56,1.19,14.79,11.53,5.07,0.55,1.42,45.59,1.48,134.83,101.5,0.59,,0.0
2020-04-14 08:00:00,2020-04-14 09:00:00,76.96,143.04,1.16,20.35,11.52,79.04,23.18,1.06,16.0,6.32,2.33,0.61,0.75,43.16,2.4,139.26,256.23,0.25,,0.0
2020-04-14 09:00:00,2020-04-14 10:00:00,69.82,130.61,0.96,17.58,9.87,72.25,17.82,0.96,18.26,3.5,1.59,0.23,0.37,36.63,2.84,129.27,597.28,0.15,,0.0
2020-04-14 10:00:00,2020-04-14 11:00:00,56.15,125.63,1.19,16.46,9.43,71.39,14.31,0.91,21.3,2.06,1.13,0.13,0.21,31.3,3.38,131.07,824.6,0.07,,0.0
2020-04-14 11:00:00,2020-04-14 12:00:00,47.64,127.62,0.68,17.16,9.48,80.06,11.99,0.77,22.41,1.44,1.07,0.13,0.2,27.7,3.27,151.98,930.42,0.1,,0.0
2020-04-14 12:00:00,2020-04-14 13:00:00,47.58,135.3,1.05,17.98,10.22,78.29,14.26,0.72,24.73,1.29,0.9,0.1,0.16,23.67,2.04,156.78,944.68,0.08,,0.0
2020-04-14 13:00:00,2020-04-14 14:00:00,45.1,131.97,1.11,16.61,9.49,76.9,7.24,0.58,23.51,0.9,0.57,0.04,0.06,15.96,1.77,190.49,803.6,0.03,,0.0
2020-04-14 14:00:00,2020-04-14 15:00:00,40.97,135.36,0.9,16.51,8.98,80.58,4.64,0.47,23.28,0.39,0.44,0.03,0.04,10.16,1.37,243.19,478.8,0.01,,0.0
2020-04-14 15:00:00,2020-04-14 16:00:00,42.51,133.18,0.99,15.74,8.94,76.79,3.01,0.47,23.2,0.19,0.42,0.03,0.08,9.02,1.62,232.93,216.75,0.02,,0.0
2020-04-14 16:00:00,2020-04-14 17:00:00,37.88,122.98,0.58,14.62,7.84,58.97,7.9,0.54,20.2,0.18,0.54,0.08,0.14,9.25,1.13,230.43,140.92,0.05,,0.0
2020-04-14 17:00:00,2020-04-14 18:00:00,35.84,110.52,1.02,19.12,10.77,70.18,7.05,0.64,16.32,0.29,0.97,0.14,0.26,12.08,0.83,170.34,74.83,0.19,,0.0
2020-04-14 18:00:00,2020-04-14 19:00:00,38.67,111.88,0.79,23.15,12.59,71.19,8.87,0.82,14.82,1.25,8.09,3.25,3.18,14.63,1.27,208.33,11.83,3.2,,0.0
2020-04-14 19:00:00,2020-04-14 20:00:00,44.17,185.35,1.09,19.99,11.19,76.4,6.24,0.67,14.94,1.65,4.04,0.95,1.59,8.92,1.77,277.83,,0.96,,0.0
2020-04-14 20:00:00,2020-04-14 21:00:00,51.66,451.36,0.99,23.4,13.0,88.3,4.72,0.72,14.09,1.22,2.23,0.3,0.68,7.85,0.94,258.18,,0.27,,0.0
2020-04-14 21:00:00,2020-04-14 22:00:00,80.44,424.47,0.81,28.99,15.63,84.91,1.42,0.94,10.86,1.85,5.58,0.84,2.17,12.16,0.76,148.56,,0.98,,0.0
2020-04-14 22:00:00,2020-04-14 23:00:00,94.05,412.98,5.58,47.22,29.14,77.2,1.85,1.12,3.74,3.52,10.82,2.91,5.54,20.55,0.46,122.25,,2.86,,0.0
2020-04-14 23:00:00,2020-04-15 00:00:00,105.1,416.89,6.76,52.74,33.0,77.81,2.88,1.0,0.91,5.05,10.79,4.08,6.65,22.77,0.58,144.75,,2.89,,0.0
2020-04-15 00:00:00,2020-04-15 01:00:00,103.95,388.94,1.21,38.08,20.84,76.9,15.4,0.79,9.64,3.48,6.95,1.38,3.21,18.71,1.19,155.18,,1.44,,0.0
2020-04-15 01:00:00,2020-04-15 02:00:00,92.87,342.6,0.84,24.97,13.6,70.7,20.04,0.79,12.17,3.08,3.66,0.53,1.22,19.05,0.74,199.65,,0.47,,0.0
2020-04-15 02:00:00,2020-04-15 03:00:00,93.02,279.24,0.77,24.42,13.26,68.41,18.02,0.83,8.76,3.92,4.12,0.47,1.08,22.13,1.08,140.15,,0.47,,0.0
2020-04-15 03:00:00,2020-04-15 04:00:00,95.96,249.18,1.44,25.14,14.25,65.92,25.13,0.88,8.37,3.86,4.2,0.54,1.24,24.28,0.67,170.49,,0.52,,0.0
2020-04-15 04:00:00,2020-04-15 05:00:00,89.95,218.37,1.09,22.48,12.58,65.68,14.13,0.84,7.96,5.2,2.74,0.38,0.77,27.52,1.59,168.37,,0.32,,0.0
2020-04-15 05:00:00,2020-04-15 06:00:00,81.47,210.26,0.97,20.11,11.25,68.48,19.88,0.78,9.46,3.42,1.42,0.17,0.38,26.0,1.44,188.52,,0.15,,0.0
2020-04-15 06:00:00,2020-04-15 07:00:00,79.03,225.36,0.99,22.32,12.45,74.91,21.93,0.77,9.8,3.36,1.37,0.16,0.37,23.91,0.87,223.32,12.0,0.14,,0.0
2020-04-15 07:00:00,2020-04-15 08:00:00,80.56,238.95,0.86,20.67,11.4,75.14,10.52,0.71,11.34,4.3,1.84,0.2,0.47,20.04,1.9,265.53,99.0,0.18,,0.0
2020-04-15 08:00:00,2020-04-15 09:00:00,83.12,266.81,1.47,20.95,12.14,75.83,12.54,0.71,12.78,2.66,1.63,0.19,0.43,20.0,1.39,265.96,220.02,0.17,,0.0
2020-04-15 09:00:00,2020-04-15 10:00:00,84.04,277.69,0.88,19.76,10.69,70.31,10.24,0.67,14.76,2.42,1.88,0.22,0.51,18.82,1.86,272.93,525.1,0.18,,0.0
2020-04-15 10:00:00,2020-04-15 11:00:00,78.34,277.86,0.78,16.37,9.07,59.58,13.21,0.58,16.58,1.69,1.29,0.15,0.27,13.21,1.78,291.41,866.5,0.11,,0.0
2020-04-15 11:00:00,2020-04-15 12:00:00,80.34,269.07,0.59,15.56,8.53,63.57,12.94,0.43,16.9,0.7,0.73,0.06,0.12,9.27,1.94,298.9,793.3,0.03,,0.0
2020-04-15 12:00:00,2020-04-15 13:00:00,79.57,238.35,0.51,13.49,7.42,61.01,6.45,0.39,14.85,0.42,0.67,0.05,0.1,8.19,1.27,302.87,957.2,0.02,,0.0
2020-04-15 13:00:00,2020-04-15 14:00:00,62.91,182.95,0.49,13.2,7.25,59.69,5.6,0.39,13.84,0.3,0.61,0.03,0.1,8.27,1.74,282.66,,0.01,,0.0
