From Date,To Date,PM2.5 (ug/m3),PM10 (ug/m3),NO (ug/m3),NO2 (ug/m3),NOx (ppb),NH3 (ug/m3),SO2 (ug/m3),CO (ug/m3),Ozone (ug/m3),Benzene (),Toluene (ug/m3),Eth-Benzene (ug/m3),Temp (degree C),RH (W/mt2),WS (m/s),WD (degree),BP (mmHg),VWS (m/s),AT (degree C)
2023-02-22 00:00:00,2023-02-22 01:00:00,45.75,96.5,6.68,35.25,23.88,20.52,12.02,0.58,30.53,0.3,1.08,,30.05,53.75,,129.25,713.0,,18.02
2023-02-22 01:00:00,2023-02-22 02:00:00,45.0,107.0,6.48,33.65,22.8,20.1,11.88,0.57,35.82,0.2,0.82,,29.95,57.0,,154.5,712.25,,17.27
2023-02-22 02:00:00,2023-02-22 03:00:00,48.0,100.0,6.28,31.48,21.52,20.55,11.15,0.57,36.85,0.2,0.82,,29.77,61.0,,157.0,712.0,,16.53
2023-02-22 03:00:00,2023-02-22 04:00:00,50.25,100.75,6.6,32.9,22.5,20.9,11.35,0.57,26.31,0.2,0.8,,29.98,64.75,,186.0,711.5,,16.12
2023-02-22 04:00:00,2023-02-22 05:00:00,57.0,104.0,6.57,34.97,23.57,21.13,11.28,0.57,19.36,0.2,0.83,,30.1,68.5,,193.25,711.0,,15.47
2023-02-22 05:00:00,2023-02-22 06:00:00,,107.0,6.6,42.4,27.55,22.5,10.93,0.57,19.25,0.2,0.8,,30.05,70.5,,126.5,711.75,,14.97
2023-02-22 06:00:00,2023-02-22 07:00:00,64.0,136.0,6.75,45.98,29.6,24.58,11.3,0.58,14.26,0.2,0.8,,30.53,71.5,,192.75,712.0,,14.52
2023-02-22 07:00:00,2023-02-22 08:00:00,64.0,149.5,7.1,60.23,37.48,24.45,11.68,0.59,13.77,0.23,0.85,,30.62,67.75,,171.75,713.0,,14.58
2023-02-22 08:00:00,2023-02-22 09:00:00,,163.5,6.38,44.32,28.45,19.65,11.65,0.41,35.28,0.35,1.2,,30.0,42.0,,139.0,713.0,,17.38
2023-02-22 09:00:00,2023-02-22 10:00:00,28.0,88.0,6.68,30.68,21.43,19.67,11.32,0.35,36.65,0.5,1.6,,29.72,28.25,,174.0,714.0,,24.0
2023-02-22 10:00:00,2023-02-22 11:00:00,27.25,107.5,6.92,32.48,22.57,18.73,11.93,0.35,33.81,0.5,1.65,,29.88,20.25,,168.5,714.0,,27.13
2023-02-22 11:00:00,2023-02-22 12:00:00,23.75,109.5,6.63,30.95,21.57,15.85,12.0,0.35,33.27,0.62,1.8,,29.85,16.75,,143.25,713.0,,30.55
2023-02-22 12:00:00,2023-02-22 13:00:00,82.75,132.0,6.75,47.0,30.15,27.48,17.32,0.35,22.79,0.6,1.83,,29.75,13.5,,132.5,712.25,,31.9
2023-02-22 13:00:00,2023-02-22 14:00:00,236.5,355.25,6.78,62.85,38.62,21.52,18.98,0.35,15.48,0.57,1.8,,29.7,13.0,,145.5,711.25,,32.8
2023-02-22 14:00:00,2023-02-22 15:00:00,109.75,219.5,6.62,56.62,35.23,14.25,14.33,0.35,22.25,0.6,1.82,,29.72,12.0,,120.5,710.5,,32.9
2023-02-22 15:00:00,2023-02-22 16:00:00,36.75,72.75,6.42,33.35,22.67,17.2,14.07,0.35,27.15,0.6,1.77,,29.98,12.0,,127.0,710.0,,33.08
2023-02-22 16:00:00,2023-02-22 17:00:00,29.5,79.25,6.47,27.25,19.5,18.1,14.15,0.34,30.13,0.5,1.55,,30.52,13.25,,142.5,710.0,,32.23
2023-02-22 17:00:00,2023-02-22 18:00:00,38.0,86.5,6.38,33.05,22.42,18.75,14.75,0.56,30.04,0.43,1.4,,30.48,15.25,,124.5,710.0,,30.12
2023-02-22 18:00:00,2023-02-22 19:00:00,43.75,109.0,6.47,50.5,31.8,15.32,14.6,0.57,25.77,0.22,0.88,,29.68,22.25,,80.25,710.25,,27.03
2023-02-22 19:00:00,2023-02-22 20:00:00,53.5,144.25,6.6,48.0,30.58,18.88,14.87,0.58,23.86,0.2,0.82,,29.57,29.25,,158.25,711.0,,23.2
2023-02-22 20:00:00,2023-02-22 21:00:00,55.5,133.25,6.58,41.75,27.23,18.75,15.65,0.57,26.17,0.3,1.07,,29.25,30.75,,302.0,712.0,,21.32
2023-02-22 21:00:00,2023-02-22 22:00:00,46.25,104.25,6.4,34.22,23.1,17.8,14.6,0.57,29.69,0.27,1.0,,29.33,29.25,,287.5,712.75,,20.88
2023-02-22 22:00:00,2023-02-22 23:00:00,40.5,93.75,6.88,34.8,23.8,17.48,14.22,0.49,28.81,0.22,0.85,,29.27,34.75,,159.0,713.0,,19.67
2023-02-22 23:00:00,2023-02-23 00:00:00,41.25,90.75,6.45,58.73,36.15,13.93,13.38,0.46,31.75,0.2,0.85,,29.57,42.75,,212.5,713.0,,17.88
2023-02-23 00:00:00,2023-02-23 01:00:00,48.0,102.5,6.38,60.58,37.05,16.1,12.68,0.46,33.81,0.3,1.05,,29.67,48.25,,144.75,712.75,,17.05
2023-02-23 01:00:00,2023-02-23 02:00:00,49.75,108.0,6.12,39.62,25.7,19.62,12.75,0.46,38.32,0.2,0.8,,29.42,54.0,,129.25,712.0,,16.33
2023-02-23 02:00:00,2023-02-23 03:00:00,53.25,119.25,6.75,34.95,23.8,20.92,12.72,0.47,36.65,0.23,0.83,,29.6,57.5,,115.5,712.0,,15.35
2023-02-23 03:00:00,2023-02-23 04:00:00,49.75,119.25,7.18,35.2,24.22,21.2,12.6,0.47,36.5,0.28,1.03,,30.35,57.5,,181.0,711.0,,14.83
2023-02-23 04:00:00,2023-02-23 05:00:00,56.25,123.75,7.1,33.53,23.3,21.4,12.65,0.47,36.06,0.25,0.97,,30.2,58.75,,250.0,711.0,,14.6
2023-02-23 05:00:00,2023-02-23 06:00:00,60.5,120.0,6.9,37.8,25.35,25.15,11.87,0.47,28.96,0.2,0.8,,30.1,62.0,,168.75,711.5,,14.35
2023-02-23 06:00:00,2023-02-23 07:00:00,63.75,137.0,6.28,44.93,28.67,24.93,11.55,0.46,18.18,0.2,0.8,,30.35,65.75,,246.5,712.0,,13.35
2023-02-23 07:00:00,2023-02-23 08:00:00,72.0,182.25,6.38,63.88,38.83,23.82,11.32,0.46,18.82,0.25,0.9,,30.42,64.0,,131.5,713.0,,12.95
2023-02-23 08:00:00,2023-02-23 09:00:00,75.75,217.5,6.4,48.85,30.85,21.88,13.68,0.46,29.59,0.35,1.2,,30.18,37.75,,133.25,713.0,,16.12
2023-02-23 09:00:00,2023-02-23 10:00:00,54.75,119.5,6.12,33.57,22.53,19.05,12.4,0.56,33.37,0.47,1.52,,29.67,23.25,,172.75,713.5,,23.45
2023-02-23 10:00:00,2023-02-23 11:00:00,36.5,109.0,6.5,27.48,19.6,17.48,11.6,0.57,28.71,0.6,1.77,,30.92,16.25,,159.75,713.5,,27.15
2023-02-23 11:00:00,2023-02-23 12:00:00,28.0,157.75,6.3,26.9,18.75,17.15,11.97,0.56,28.27,0.62,1.85,,32.2,13.25,,162.5,713.0,,30.07
2023-02-23 12:00:00,2023-02-23 13:00:00,25.0,62.75,6.28,26.55,18.92,16.45,8.9,0.57,27.88,0.62,1.88,,32.18,11.25,,159.0,711.75,,31.38
2023-02-23 13:00:00,2023-02-23 14:00:00,23.75,72.0,6.7,26.55,19.2,16.3,9.78,0.58,28.91,0.62,1.85,,32.23,10.25,,165.0,711.0,,32.05
2023-02-23 14:00:00,2023-02-23 15:00:00,19.5,79.75,6.42,27.7,19.62,15.0,9.7,0.57,26.9,0.6,1.82,,32.23,7.25,,145.0,710.0,,32.6
2023-02-23 15:00:00,2023-02-23 16:00:00,16.75,64.5,6.88,25.7,18.9,14.5,10.02,0.58,27.64,0.6,1.78,,32.17,5.75,,163.0,709.0,,32.8
2023-02-23 16:00:00,2023-02-23 17:00:00,14.5,68.75,6.6,27.12,19.5,14.35,9.62,0.57,28.22,0.5,1.6,,32.4,6.25,,182.75,709.5,,32.12
2023-02-23 17:00:00,2023-02-23 18:00:00,19.0,90.0,6.5,29.6,20.75,14.4,9.57,0.57,27.24,0.43,1.38,,32.1,9.5,,215.5,710.0,,30.35
2023-02-23 18:00:00,2023-02-23 19:00:00,19.5,60.25,6.53,32.9,22.5,14.88,9.57,0.53,24.74,0.2,0.85,,32.08,19.75,,262.25,710.25,,27.27
2023-02-23 19:00:00,2023-02-23 20:00:00,23.75,103.5,6.6,42.38,27.6,16.1,10.03,0.46,19.7,0.25,0.92,,32.15,23.75,,236.75,711.0,,23.2
2023-02-23 20:00:00,2023-02-23 21:00:00,31.25,112.0,6.15,40.9,26.45,15.55,8.83,0.46,21.8,0.22,0.88,,32.27,26.0,,291.75,712.0,,20.95
2023-02-23 21:00:00,2023-02-23 22:00:00,29.0,77.75,6.3,43.55,27.95,15.88,8.45,0.46,17.59,0.2,0.8,,32.4,32.75,,198.75,712.5,,19.88
2023-02-23 22:00:00,2023-02-23 23:00:00,28.5,81.75,5.67,54.65,33.35,16.77,8.05,0.45,12.25,0.2,0.88,,32.8,33.25,,181.75,713.0,,17.7
2023-02-23 23:00:00,2023-02-24 00:00:00,25.75,100.25,6.28,58.65,35.98,15.58,7.88,0.38,13.03,0.25,0.9,,33.05,39.0,,218.75,712.5,,16.68
2023-02-24 00:00:00,2023-02-24 01:00:00,21.5,77.0,6.47,46.78,29.82,16.6,7.05,0.34,11.66,0.23,0.93,,33.3,46.0,,158.75,712.0,,16.12
2023-02-24 01:00:00,2023-02-24 02:00:00,19.5,55.5,6.68,41.4,27.1,16.65,6.75,0.34,15.63,0.25,0.9,,33.35,53.25,,136.5,711.5,,15.52
2023-02-24 02:00:00,2023-02-24 03:00:00,18.0,64.0,6.42,37.12,24.65,17.57,6.5,0.34,16.27,0.2,0.8,,33.42,59.25,,112.5,711.0,,15.2
2023-02-24 03:00:00,2023-02-24 04:00:00,18.5,180.25,6.38,37.62,24.82,17.57,6.62,0.34,11.86,0.2,0.8,,33.35,65.0,,162.25,711.0,,14.65
2023-02-24 04:00:00,2023-02-24 05:00:00,19.75,462.75,6.97,37.47,25.23,17.67,6.53,0.35,12.35,0.2,0.82,,33.07,69.0,,160.75,711.0,,13.85
2023-02-24 05:00:00,2023-02-24 06:00:00,23.25,54.5,6.45,40.35,26.35,22.3,6.8,0.34,10.44,0.2,0.8,,33.12,71.0,,270.5,711.0,,13.52
2023-02-24 06:00:00,2023-02-24 07:00:00,,,,,,,,,,,,,,,,,,,
2023-02-24 07:00:00,2023-02-24 08:00:00,,,,,,,,,,,,,,,,,,,
2023-02-24 08:00:00,2023-02-24 09:00:00,,,6.5,61.1,37.5,21.3,12.6,0.34,11.17,0.4,1.2,,32.7,49.0,,188.0,714.0,,16.4
2023-02-24 09:00:00,2023-02-24 10:00:00,27.0,67.0,7.18,48.12,31.12,15.7,12.45,0.59,19.45,0.5,1.55,,30.55,30.25,,156.75,714.0,,21.33
2023-02-24 10:00:00,2023-02-24 11:00:00,25.0,66.25,6.12,27.22,19.15,14.55,13.18,0.57,21.8,0.53,1.65,,28.88,15.75,,148.0,714.5,,26.77
2023-02-24 11:00:00,2023-02-24 12:00:00,16.75,57.75,5.8,25.08,17.77,13.48,12.67,0.56,21.51,0.6,1.77,,29.25,10.75,,173.5,713.75,,29.97
2023-02-24 12:00:00,2023-02-24 13:00:00,15.25,45.5,6.15,29.65,20.43,14.2,9.22,0.57,18.77,0.62,1.9,,29.85,5.75,,177.5,712.75,,31.85
2023-02-24 13:00:00,2023-02-24 14:00:00,26.75,62.25,6.57,33.85,23.05,13.05,7.88,0.57,17.69,0.65,1.93,,30.23,2.0,,184.75,711.75,,32.35
2023-02-24 14:00:00,2023-02-24 15:00:00,11.75,54.0,6.8,26.77,19.43,11.57,6.88,0.58,19.55,0.53,1.73,,31.12,2.0,,170.0,711.0,,32.7
2023-02-24 15:00:00,2023-02-24 16:00:00,5.25,12.0,6.4,26.83,19.12,11.62,6.15,0.57,20.53,0.55,1.7,,31.22,2.5,,171.5,710.0,,33.27
2023-02-24 16:00:00,2023-02-24 17:00:00,8.5,24.0,6.4,28.38,20.0,11.77,6.95,0.57,21.75,0.47,1.5,,31.0,2.5,,123.5,710.25,,32.9
2023-02-24 17:00:00,2023-02-24 18:00:00,17.25,65.5,6.3,30.65,21.1,11.65,7.3,0.47,22.73,0.35,1.2,,30.05,5.75,,148.0,711.0,,31.23
2023-02-24 18:00:00,2023-02-24 19:00:00,27.75,97.0,6.68,47.0,30.1,11.93,9.38,0.34,17.93,0.22,0.88,,28.78,16.0,,151.25,711.75,,27.7
2023-02-24 19:00:00,2023-02-24 20:00:00,46.0,143.0,6.8,52.5,33.15,13.9,9.85,0.35,15.19,0.22,0.9,,28.4,23.25,,260.25,712.5,,23.53
2023-02-24 20:00:00,2023-02-24 21:00:00,39.75,137.5,6.2,48.28,30.38,13.62,9.57,0.34,15.34,0.23,0.9,,28.0,26.25,,273.5,713.5,,21.48
2023-02-24 21:00:00,2023-02-24 22:00:00,35.25,99.75,6.72,45.88,29.57,12.87,9.1,0.42,14.89,0.2,0.85,,28.02,28.5,,238.5,714.0,,20.18
2023-02-24 22:00:00,2023-02-24 23:00:00,25.0,70.0,6.25,42.7,27.45,13.6,8.15,0.69,12.64,0.2,0.8,,27.92,36.5,,177.0,715.0,,18.77
2023-02-24 23:00:00,2023-02-25 00:00:00,30.0,88.5,5.6,53.23,32.55,15.5,8.6,0.68,7.84,0.25,0.93,,27.82,46.25,,158.5,715.0,,17.38
2023-02-25 00:00:00,2023-02-25 01:00:00,33.75,78.5,6.35,47.23,29.98,15.12,9.12,0.69,10.54,0.25,0.98,,27.92,49.75,,164.5,714.0,,16.9
2023-02-25 01:00:00,2023-02-25 02:00:00,26.25,69.25,6.3,43.3,27.82,16.05,8.68,0.69,10.19,0.22,0.88,,27.98,55.5,,120.25,714.0,,16.43
2023-02-25 02:00:00,2023-02-25 03:00:00,24.25,63.5,6.38,39.85,26.07,15.85,8.55,0.69,10.98,0.2,0.8,,27.85,60.25,,137.25,713.0,,15.75
2023-02-25 03:00:00,2023-02-25 04:00:00,26.5,59.5,6.3,36.23,24.05,16.68,8.58,0.69,11.66,0.2,0.82,,28.4,65.0,,148.0,713.0,,15.1
2023-02-25 04:00:00,2023-02-25 05:00:00,31.25,58.0,6.57,36.1,24.17,17.23,8.5,0.69,10.19,0.2,0.85,,28.52,66.5,,255.25,713.0,,14.43
2023-02-25 05:00:00,2023-02-25 06:00:00,32.25,73.75,7.5,40.8,27.45,19.8,8.9,0.71,6.37,0.2,0.8,,28.82,69.0,,284.25,713.5,,13.92
2023-02-25 06:00:00,2023-02-25 07:00:00,35.5,103.0,6.62,42.42,27.68,19.7,8.5,0.7,5.73,0.2,0.8,,28.9,71.75,,246.0,714.0,,13.0
2023-02-25 07:00:00,2023-02-25 08:00:00,45.75,200.5,6.62,53.38,33.5,21.32,9.7,0.62,4.9,0.2,0.8,,29.2,72.0,,176.0,714.75,,13.05
2023-02-25 08:00:00,2023-02-25 09:00:00,50.75,158.5,6.32,63.3,38.5,19.35,9.17,0.46,12.11,0.33,1.18,,29.58,39.0,,176.75,715.0,,16.45
2023-02-25 09:00:00,2023-02-25 10:00:00,36.75,108.0,6.35,47.17,29.92,15.45,7.47,0.46,16.46,0.47,1.57,,30.73,18.75,,193.75,716.0,,24.57
2023-02-25 10:00:00,2023-02-25 11:00:00,24.25,58.25,5.95,52.28,32.27,10.53,8.9,0.45,15.04,0.6,1.75,,28.62,11.5,,163.5,716.0,,28.55
2023-02-25 11:00:00,2023-02-25 12:00:00,23.5,84.75,6.3,59.02,36.28,7.62,9.9,0.46,15.14,0.65,1.9,,28.42,9.0,,152.75,715.0,,31.18
2023-02-25 12:00:00,2023-02-25 13:00:00,18.5,91.25,6.45,35.1,23.6,13.28,10.65,0.37,16.42,0.7,1.95,,28.88,7.5,,136.5,713.75,,32.55
2023-02-25 13:00:00,2023-02-25 14:00:00,17.5,61.75,6.3,26.55,18.93,14.1,10.52,0.34,16.22,0.65,1.85,,29.62,6.5,,159.25,712.75,,33.27
2023-02-25 14:00:00,2023-02-25 15:00:00,18.0,46.25,6.62,27.12,19.52,14.6,10.47,0.35,16.08,0.62,1.82,,30.45,6.75,,138.75,712.0,,33.43
2023-02-25 15:00:00,2023-02-25 16:00:00,16.0,49.5,6.83,27.58,19.88,14.8,10.05,0.35,16.12,0.55,1.7,,31.15,6.5,,154.0,711.0,,33.88
2023-02-25 16:00:00,2023-02-25 17:00:00,18.0,27.75,6.38,28.9,20.2,14.5,10.52,0.34,16.17,0.5,1.55,,31.12,6.25,,151.5,711.25,,32.85
2023-02-25 17:00:00,2023-02-25 18:00:00,16.0,34.75,6.3,29.18,20.32,14.25,11.2,0.34,15.63,0.42,1.35,,30.53,8.0,,108.75,712.0,,31.03
2023-02-25 18:00:00,2023-02-25 19:00:00,23.25,90.5,6.65,38.2,25.4,14.22,11.8,0.35,13.72,0.2,0.82,,29.73,15.75,,75.25,712.5,,27.57
2023-02-25 19:00:00,2023-02-25 20:00:00,36.75,124.0,6.05,42.38,27.12,14.2,12.07,0.33,13.62,0.25,0.93,,28.27,22.0,,206.5,713.75,,23.72
2023-02-25 20:00:00,2023-02-25 21:00:00,37.5,93.75,6.68,38.43,25.55,15.03,11.6,0.34,14.21,0.22,0.85,,28.02,26.75,,276.75,714.75,,22.0
2023-02-25 21:00:00,2023-02-25 22:00:00,32.75,91.25,6.28,39.77,25.95,15.53,11.6,0.37,12.54,0.25,0.9,,28.18,29.0,,206.75,716.0,,20.7
2023-02-25 22:00:00,2023-02-25 23:00:00,33.25,92.25,6.12,53.98,33.33,15.6,12.03,0.46,10.54,0.25,0.95,,28.32,32.75,,191.75,716.0,,19.23
2023-02-25 23:00:00,2023-02-26 00:00:00,36.75,105.0,6.1,45.45,28.8,15.73,11.95,0.46,11.86,0.2,0.82,,28.23,35.0,,123.75,716.0,,18.3
2023-02-26 00:00:00,2023-02-26 01:00:00,36.0,84.25,6.4,39.95,26.15,15.92,11.8,0.46,12.84,0.2,0.85,,28.3,39.75,,155.75,715.25,,17.75
2023-02-26 01:00:00,2023-02-26 02:00:00,37.25,77.25,6.38,36.75,24.48,16.73,11.65,0.46,12.3,0.22,0.85,,28.2,42.75,,138.0,714.75,,16.82
2023-02-26 02:00:00,2023-02-26 03:00:00,41.75,85.75,6.85,35.6,24.12,17.82,11.73,0.47,11.56,0.28,0.95,,28.3,48.25,,121.5,714.0,,16.05
2023-02-26 03:00:00,2023-02-26 04:00:00,44.75,105.0,6.2,36.45,24.1,18.62,12.08,0.46,11.47,0.22,0.9,,28.53,48.0,,122.75,714.0,,15.23
2023-02-26 04:00:00,2023-02-26 05:00:00,47.25,128.0,6.37,36.93,24.43,18.7,12.2,0.46,7.99,0.2,0.8,,28.58,54.75,,128.25,714.0,,14.8
2023-02-26 05:00:00,2023-02-26 06:00:00,48.0,141.75,6.75,42.95,28.15,22.7,11.53,0.47,7.4,0.2,0.82,,28.75,58.25,,153.0,714.25,,14.07
2023-02-26 06:00:00,2023-02-26 07:00:00,48.5,116.25,6.62,44.8,28.88,21.05,11.4,0.46,6.91,0.2,0.8,,29.0,59.25,,261.0,715.0,,13.6
2023-02-26 07:00:00,2023-02-26 08:00:00,54.25,151.25,6.35,58.88,36.1,23.3,11.6,0.46,4.36,0.2,0.88,,29.02,57.5,,224.25,716.0,,13.6
2023-02-26 08:00:00,2023-02-26 09:00:00,61.25,180.0,5.85,57.15,34.83,15.95,12.75,0.45,7.74,0.4,1.32,,28.6,27.25,,150.5,716.25,,16.52
2023-02-26 09:00:00,2023-02-26 10:00:00,41.0,91.0,6.15,35.67,23.6,16.9,12.65,0.46,8.23,0.6,1.77,,28.65,18.5,,227.0,717.0,,23.5
2023-02-26 10:00:00,2023-02-26 11:00:00,30.75,79.75,6.1,27.58,19.32,15.88,12.35,0.46,6.91,0.65,1.95,,28.6,14.0,,204.0,716.75,,26.72
2023-02-26 11:00:00,2023-02-26 12:00:00,26.5,60.25,6.57,25.12,18.5,15.38,10.47,0.47,6.37,0.7,2.0,,28.42,11.75,,190.0,715.75,,28.62
2023-02-26 12:00:00,2023-02-26 13:00:00,24.25,45.75,6.65,25.88,18.83,16.3,9.5,0.46,6.61,0.68,1.98,,29.95,10.5,,175.5,715.0,,29.8
2023-02-26 13:00:00,2023-02-26 14:00:00,22.75,40.25,6.62,34.18,23.27,14.68,7.82,0.46,4.85,0.67,1.9,,31.3,9.5,,187.25,714.0,,30.6
2023-02-26 14:00:00,2023-02-26 15:00:00,25.0,54.0,6.15,34.0,22.8,13.8,8.98,0.46,4.71,0.65,2.0,,29.55,9.25,,191.75,713.0,,31.25
2023-02-26 15:00:00,2023-02-26 16:00:00,25.5,57.25,6.72,25.85,18.92,15.55,9.95,0.47,4.31,0.62,1.88,,29.98,9.75,,200.75,712.25,,31.27
2023-02-26 16:00:00,2023-02-26 17:00:00,27.5,61.25,6.32,26.33,18.85,16.2,9.9,0.46,5.0,0.5,1.62,,30.05,10.75,,187.25,712.75,,30.7
2023-02-26 17:00:00,2023-02-26 18:00:00,31.0,71.75,6.35,27.3,19.4,16.8,9.62,0.46,5.63,0.4,1.32,,29.9,13.5,,227.25,713.0,,29.4
2023-02-26 18:00:00,2023-02-26 19:00:00,40.0,86.5,6.35,30.88,21.27,17.57,9.6,0.46,4.16,0.28,1.0,,29.6,19.75,,246.25,713.5,,26.45
2023-02-26 19:00:00,2023-02-26 20:00:00,47.5,122.5,6.5,36.6,24.5,17.98,10.02,0.49,2.5,0.2,0.85,,28.55,25.75,,246.0,714.25,,23.3
2023-02-26 20:00:00,2023-02-26 21:00:00,42.5,112.25,6.2,34.58,23.12,16.7,9.3,0.57,2.11,0.28,1.02,,28.08,28.5,,256.0,715.25,,21.23
2023-02-26 21:00:00,2023-02-26 22:00:00,40.5,94.5,6.4,30.95,21.4,17.02,9.57,0.57,0.74,0.3,1.05,,28.08,37.5,,252.25,716.0,,20.27
2023-02-26 22:00:00,2023-02-26 23:00:00,40.5,96.0,6.77,32.65,22.6,18.1,9.5,0.52,0.78,0.22,0.9,,28.2,46.25,,206.75,716.0,,19.45
2023-02-26 23:00:00,2023-02-27 00:00:00,44.75,104.5,6.28,36.33,24.12,18.73,9.7,0.46,1.67,0.23,0.9,,28.08,48.0,,148.5,716.0,,17.83
2023-02-27 00:00:00,2023-02-27 01:00:00,43.25,99.0,6.67,35.67,24.08,18.4,9.62,0.47,0.72,0.2,0.85,,28.02,49.75,,280.5,716.0,,16.85
2023-02-27 01:00:00,2023-02-27 02:00:00,39.75,85.0,6.62,34.05,23.18,18.4,9.08,0.46,0.66,0.2,0.85,,28.32,54.0,,185.75,715.0,,16.17
2023-02-27 02:00:00,2023-02-27 03:00:00,36.75,82.0,6.28,33.7,22.7,18.75,7.88,0.46,,0.2,0.82,,28.28,58.0,,136.0,715.0,,15.3
2023-02-27 03:00:00,2023-02-27 04:00:00,37.75,87.75,6.6,33.75,23.05,18.45,8.32,0.46,,0.28,0.95,,28.45,62.0,,252.25,715.0,,14.67
2023-02-27 04:00:00,2023-02-27 05:00:00,33.5,76.75,6.67,32.47,22.37,18.57,8.45,0.46,,0.23,0.88,,28.35,63.75,,143.0,715.0,,14.4
2023-02-27 05:00:00,2023-02-27 06:00:00,32.75,76.5,6.45,36.0,24.05,21.7,7.77,0.46,0.4,0.2,0.8,,28.85,67.25,,119.25,715.0,,13.68
2023-02-27 06:00:00,2023-02-27 07:00:00,35.25,92.25,6.72,42.15,27.57,21.6,7.2,0.47,2.21,0.2,0.8,,29.27,70.5,,255.75,715.5,,13.23
2023-02-27 07:00:00,2023-02-27 08:00:00,39.25,112.5,6.18,50.65,31.65,20.65,7.8,0.46,2.16,0.25,0.95,,29.27,69.25,,169.25,716.0,,13.3
2023-02-27 08:00:00,2023-02-27 09:00:00,42.0,106.25,6.28,49.3,31.0,14.8,7.93,0.46,,0.47,1.47,,28.55,44.25,,219.5,716.25,,15.75
2023-02-27 09:00:00,2023-02-27 10:00:00,20.5,42.5,6.45,29.18,20.4,14.15,8.5,0.34,2.16,0.67,1.95,,28.42,25.25,,232.5,717.0,,21.2
2023-02-27 10:00:00,2023-02-27 11:00:00,19.75,40.0,6.83,25.02,18.52,14.82,8.95,0.35,1.76,0.8,2.27,,28.48,19.25,,205.75,717.0,,24.18
2023-02-27 11:00:00,2023-02-27 12:00:00,21.0,69.0,6.6,25.9,18.73,15.02,8.2,0.34,,0.8,2.23,,28.68,17.5,,210.5,716.25,,26.37
2023-02-27 12:00:00,2023-02-27 13:00:00,18.25,61.0,6.35,24.88,18.05,14.72,9.85,0.34,,0.8,2.23,,28.48,14.75,,203.5,715.25,,28.12
2023-02-27 13:00:00,2023-02-27 14:00:00,18.5,70.75,6.88,24.43,18.23,14.22,10.07,0.37,2.35,0.75,2.1,,28.88,10.75,,214.25,714.25,,29.25
2023-02-27 14:00:00,2023-02-27 15:00:00,16.75,53.5,6.5,24.62,18.1,14.03,9.55,0.46,,0.77,2.23,,29.67,10.5,,213.5,713.25,,29.75
2023-02-27 15:00:00,2023-02-27 16:00:00,16.0,22.0,6.8,27.55,19.88,14.0,9.78,0.47,5.2,0.62,1.88,,30.28,10.75,,216.5,713.0,,29.85
2023-02-27 16:00:00,2023-02-27 17:00:00,13.0,18.0,6.57,41.88,27.28,10.43,10.3,0.46,4.31,0.62,1.9,,29.35,11.25,,228.25,712.25,,29.5
2023-02-27 17:00:00,2023-02-27 18:00:00,15.75,26.25,6.48,43.17,27.88,11.07,10.85,0.46,1.72,0.47,1.52,,28.88,14.25,,215.25,713.0,,28.4
2023-02-27 18:00:00,2023-02-27 19:00:00,25.67,61.33,6.37,30.43,21.03,13.87,12.07,0.57,8.91,0.3,1.03,,28.7,19.67,,227.67,713.0,,25.77
2023-02-27 19:00:00,2023-02-27 20:00:00,30.0,89.75,6.65,34.42,23.4,14.97,12.32,0.7,11.08,0.22,0.93,,28.27,26.0,,289.75,714.0,,22.98
2023-02-27 20:00:00,2023-02-27 21:00:00,37.25,117.0,7.1,44.25,29.0,16.48,13.75,0.7,11.22,0.22,0.88,,28.15,29.5,,274.5,714.5,,20.9
2023-02-27 21:00:00,2023-02-27 22:00:00,47.25,119.5,6.4,42.9,27.73,14.88,13.65,0.69,8.28,0.2,0.8,,28.02,31.75,,270.0,715.0,,19.22
2023-02-27 22:00:00,2023-02-27 23:00:00,38.0,83.5,6.5,39.3,25.87,14.78,13.38,0.69,6.02,0.25,0.9,,28.0,35.5,,314.5,715.0,,18.55
2023-02-27 23:00:00,2023-02-28 00:00:00,35.25,64.75,6.75,40.42,26.62,15.5,12.78,0.63,8.09,0.2,0.8,,27.97,42.0,,237.75,715.0,,17.68
2023-02-28 00:00:00,2023-02-28 01:00:00,37.25,80.5,6.8,47.05,30.28,15.32,12.6,0.47,9.61,0.2,0.83,,28.33,47.0,,220.5,714.75,,16.07
2023-02-28 01:00:00,2023-02-28 02:00:00,36.75,89.25,6.57,41.5,27.07,15.02,11.28,0.46,8.77,0.22,0.85,,28.23,53.25,,186.25,714.0,,14.97
2023-02-28 02:00:00,2023-02-28 03:00:00,25.75,71.5,6.68,37.45,25.0,15.7,11.68,0.47,9.21,0.2,0.85,,28.35,56.5,,297.25,714.0,,14.42
2023-02-28 03:00:00,2023-02-28 04:00:00,30.25,60.5,6.65,40.7,26.77,15.9,11.2,0.46,7.6,0.25,0.95,,29.02,56.0,,273.25,714.0,,13.73
2023-02-28 04:00:00,2023-02-28 05:00:00,28.25,62.5,5.87,40.73,26.1,15.63,11.07,0.45,6.32,0.2,0.88,,28.62,60.5,,210.75,713.75,,13.02
