From Date,To Date,PM2.5 (ug/m3),PM10 (ug/m3),NO (ug/m3),NO2 (ug/m3),NOx (ppb),NH3 (ug/m3),SO2 (ug/m3),CO (mg/m3),Ozone (ug/m3),Benzene (ug/m3),Toluene (ug/m3),Eth-Benzene (ug/m3),MP-Xylene (ug/m3),O Xylene (ug/m3),Temp (degree C),RH (%),WS (m/s),WD (deg),SR (W/mt2),BP (mmHg),VWS (m/s)
2020-07-16 07:00:00,2020-07-16 08:00:00,,,4.7,8.42,7.91,15.63,2.07,0.21,,1.39,1.83,4.29,1.23,3.62,,71.16,0.38,177.47,142.9,,
2020-07-16 08:00:00,2020-07-16 09:00:00,4.94,19.91,5.48,8.06,8.01,20.94,2.45,0.23,,1.29,1.9,4.3,1.5,3.56,,73.08,0.4,166.45,233.93,,
2020-07-16 09:00:00,2020-07-16 10:00:00,,,4.42,6.34,7.0,18.65,2.46,0.25,,1.18,2.03,4.28,1.17,3.59,,74.94,0.44,160.37,227.67,,
2020-07-16 10:00:00,2020-07-16 11:00:00,,,12.51,11.37,15.86,17.28,4.63,0.39,,1.35,2.08,4.32,1.27,3.64,,73.62,0.51,179.44,162.15,,
2020-07-16 11:00:00,2020-07-16 12:00:00,18.45,19.21,9.04,13.55,14.2,16.7,4.66,0.34,,1.4,2.19,4.28,1.3,3.57,,78.16,0.53,173.61,403.27,,
2020-07-16 12:00:00,2020-07-16 13:00:00,10.77,27.0,6.09,13.01,10.84,15.6,3.46,0.28,,1.44,1.96,4.34,1.26,3.62,,83.95,0.41,143.52,734.58,,
2020-07-16 13:00:00,2020-07-16 14:00:00,18.31,42.81,3.94,12.4,8.58,14.36,3.31,0.24,,1.34,1.83,4.31,1.44,3.63,,81.76,0.61,141.25,287.77,,
2020-07-16 14:00:00,2020-07-16 15:00:00,25.46,32.75,3.59,12.91,9.4,14.52,3.92,0.24,,1.47,2.05,4.31,1.19,3.6,,82.63,0.65,100.37,777.5,,
2020-07-16 15:00:00,2020-07-16 16:00:00,22.25,33.11,6.04,14.91,12.32,16.14,3.92,0.25,,1.59,2.06,4.29,1.33,3.59,,79.75,0.44,149.74,271.25,,
2020-07-16 16:00:00,2020-07-16 17:00:00,30.05,39.63,8.22,19.87,16.77,17.75,3.07,0.31,,1.43,1.9,4.28,1.16,3.59,,76.17,0.44,199.29,199.7,,
2020-07-16 17:00:00,2020-07-16 18:00:00,18.69,41.38,9.02,22.3,18.73,16.11,3.07,0.31,,1.48,1.89,4.31,1.45,3.59,,76.87,0.38,160.45,208.45,,
2020-07-16 18:00:00,2020-07-16 19:00:00,34.45,58.73,7.62,22.84,17.91,17.1,4.68,0.41,,1.4,1.99,4.3,1.19,3.59,,77.24,0.22,76.2,80.5,,
2020-07-16 19:00:00,2020-07-16 20:00:00,27.75,55.07,19.55,21.06,26.54,19.03,5.54,0.56,,1.4,1.69,4.25,1.41,3.63,,74.77,0.38,89.92,51.33,,
2020-07-16 20:00:00,2020-07-16 21:00:00,34.02,54.98,33.47,18.01,36.15,22.8,4.25,0.71,,1.45,2.02,4.29,1.33,3.61,,74.47,0.27,153.41,70.0,,
2020-07-16 21:00:00,2020-07-16 22:00:00,38.61,87.54,26.1,17.11,29.77,22.57,4.33,0.68,,1.39,2.0,4.29,1.4,3.61,,75.13,0.39,109.48,69.8,,
2020-07-16 22:00:00,2020-07-16 23:00:00,31.61,78.29,6.8,17.91,14.38,17.56,2.95,0.33,,1.44,1.94,4.33,1.28,3.59,,75.18,0.53,165.09,61.25,,
2020-07-16 23:00:00,2020-07-17 00:00:00,21.2,55.16,2.48,12.43,8.06,11.89,2.62,0.2,,1.56,2.04,4.31,1.48,3.55,,76.5,0.57,184.09,40.85,,
2020-07-17 00:00:00,2020-07-17 01:00:00,23.4,29.06,4.66,7.26,7.0,11.59,2.86,0.16,,1.24,1.99,4.29,1.36,3.56,,76.04,0.55,181.41,69.42,,
2020-07-17 01:00:00,2020-07-17 02:00:00,13.17,29.47,4.69,6.44,7.07,13.75,2.53,0.15,,1.49,1.99,4.31,1.24,3.64,,78.16,0.57,170.62,62.62,,
2020-07-17 02:00:00,2020-07-17 03:00:00,16.33,17.55,1.63,7.31,4.99,11.98,3.25,0.15,,1.44,1.84,4.26,1.14,3.65,,77.46,0.48,170.08,69.03,,
2020-07-17 03:00:00,2020-07-17 04:00:00,9.23,21.63,3.77,7.43,6.25,12.99,3.18,0.15,,1.29,1.88,4.27,1.34,3.59,,76.47,0.51,184.25,70.0,,
2020-07-17 04:00:00,2020-07-17 05:00:00,5.57,16.54,4.39,5.62,5.89,13.97,3.56,0.15,,1.38,1.96,4.28,1.12,3.66,,75.59,0.61,190.17,70.0,,
2020-07-17 05:00:00,2020-07-17 06:00:00,3.73,9.23,3.66,5.23,5.18,14.14,3.07,0.15,,1.16,1.71,4.28,1.31,3.59,,74.12,0.62,189.46,70.0,,
2020-07-17 06:00:00,2020-07-17 07:00:00,2.86,18.03,3.35,4.04,4.45,12.39,2.99,0.18,,1.3,1.94,4.27,1.27,3.63,,74.55,0.58,187.27,69.6,,
2020-07-17 07:00:00,2020-07-17 08:00:00,3.89,10.46,3.23,3.63,3.5,9.06,2.76,0.19,,1.42,1.83,4.29,1.41,3.57,,75.85,0.72,186.24,197.75,,
2020-07-17 08:00:00,2020-07-17 09:00:00,7.97,19.86,7.55,4.32,8.26,15.79,3.71,0.21,,1.48,1.93,4.3,1.12,3.6,,80.18,0.68,189.94,414.55,,
2020-07-17 09:00:00,2020-07-17 10:00:00,5.43,12.12,3.99,4.68,5.59,12.95,2.66,0.25,,1.26,1.94,4.29,1.2,3.63,,83.43,0.7,189.92,582.55,,
2020-07-17 10:00:00,2020-07-17 11:00:00,15.02,25.86,9.72,6.72,11.16,10.74,3.81,0.33,,1.27,1.97,4.28,1.21,3.63,,81.94,0.72,186.49,589.07,,
2020-07-17 11:00:00,2020-07-17 12:00:00,13.87,38.2,7.35,9.38,10.58,11.19,3.97,0.32,,1.48,1.94,4.31,1.24,3.56,,82.19,0.75,190.36,668.38,,
2020-07-17 12:00:00,2020-07-17 13:00:00,12.65,36.57,9.85,6.79,11.16,11.44,3.48,0.28,,1.33,1.95,4.32,1.42,3.63,,75.77,0.75,189.26,660.7,,
2020-07-17 13:00:00,2020-07-17 14:00:00,17.01,44.13,6.92,12.91,11.93,14.75,2.92,0.28,,1.4,1.83,4.29,1.18,3.66,,74.55,0.72,194.34,707.0,,
2020-07-17 14:00:00,2020-07-17 15:00:00,9.64,42.2,7.42,18.22,15.26,11.77,3.38,0.29,,1.37,1.97,4.28,1.12,3.58,,76.25,0.65,190.46,678.4,,
2020-07-17 15:00:00,2020-07-17 16:00:00,5.2,30.82,6.46,16.07,13.46,10.09,3.21,0.27,,1.44,2.22,4.28,1.29,3.61,,76.53,0.63,181.67,540.15,,
2020-07-17 16:00:00,2020-07-17 17:00:00,10.62,38.05,5.71,13.02,11.14,14.39,3.18,0.26,,1.4,2.06,4.32,1.34,3.63,,75.1,0.73,190.64,437.33,,
2020-07-17 17:00:00,2020-07-17 18:00:00,12.3,25.21,6.0,15.11,12.5,13.68,3.58,0.28,,1.38,1.95,4.32,1.15,3.63,,73.12,0.65,185.38,219.32,,
2020-07-17 18:00:00,2020-07-17 19:00:00,12.05,18.42,8.26,15.27,14.44,13.83,3.29,0.3,,1.3,1.95,4.32,1.23,3.59,,70.55,0.65,190.16,70.4,,
2020-07-17 19:00:00,2020-07-17 20:00:00,7.27,38.86,5.43,20.58,14.46,14.86,3.2,0.33,,1.26,1.89,4.31,1.31,3.56,,67.58,0.51,190.75,15.18,,
2020-07-17 20:00:00,2020-07-17 21:00:00,18.46,36.21,4.15,25.41,16.27,13.23,3.35,0.33,,1.42,2.03,4.29,1.34,3.63,,66.31,0.36,166.06,29.15,,
2020-07-17 21:00:00,2020-07-17 22:00:00,22.78,50.83,5.16,20.3,14.63,11.85,3.1,0.28,,1.3,1.93,4.26,1.37,3.54,,65.35,0.41,162.35,29.35,,
2020-07-17 22:00:00,2020-07-17 23:00:00,20.62,53.88,3.68,15.33,10.68,13.55,4.28,0.22,,1.32,2.04,4.35,1.26,3.61,,64.84,0.41,195.5,33.83,,
2020-07-17 23:00:00,2020-07-18 00:00:00,14.6,43.0,3.99,10.41,8.58,12.5,4.21,0.2,,1.37,2.08,4.36,1.61,3.63,,64.75,0.39,186.42,25.7,,
2020-07-18 00:00:00,2020-07-18 01:00:00,19.84,28.06,2.43,7.58,4.71,12.16,4.77,0.16,,1.45,2.1,4.28,1.34,3.58,,63.61,0.33,157.69,37.53,,
2020-07-18 01:00:00,2020-07-18 02:00:00,14.18,29.46,1.8,10.41,6.1,15.28,4.85,0.17,,1.34,2.11,4.29,1.33,3.66,,63.16,0.36,139.64,40.25,,
2020-07-18 02:00:00,2020-07-18 03:00:00,11.73,34.64,5.4,8.73,8.27,15.11,2.97,0.18,,1.5,1.87,4.25,1.52,3.6,,62.29,0.29,120.3,46.48,,
2020-07-18 03:00:00,2020-07-18 04:00:00,6.98,24.42,4.64,6.21,6.59,13.24,2.56,0.17,,1.4,1.84,4.33,1.11,3.58,,61.57,0.29,127.93,49.98,,
2020-07-18 04:00:00,2020-07-18 05:00:00,14.42,24.36,4.08,5.89,5.68,12.5,3.81,0.17,,1.45,1.94,4.3,1.35,3.63,,61.26,0.38,157.81,20.8,,
2020-07-18 05:00:00,2020-07-18 06:00:00,9.97,14.52,2.71,7.26,5.67,12.13,4.04,0.17,,1.39,1.98,4.36,1.24,3.65,,61.18,0.52,167.76,11.63,,
2020-07-18 06:00:00,2020-07-18 07:00:00,13.32,20.41,3.0,10.49,7.7,11.86,3.24,0.19,,1.2,1.82,4.29,1.31,3.59,,63.11,0.67,186.94,95.28,,
2020-07-18 07:00:00,2020-07-18 08:00:00,8.12,25.83,4.23,9.69,8.16,10.27,3.59,0.2,,1.43,2.09,4.27,1.16,3.6,,70.99,0.67,190.69,345.52,,
2020-07-18 08:00:00,2020-07-18 09:00:00,14.22,23.79,5.63,5.56,7.06,12.11,4.56,0.19,,1.39,2.08,4.32,1.36,3.59,,76.08,0.66,196.88,546.4,,
2020-07-18 09:00:00,2020-07-18 10:00:00,16.87,41.34,4.38,9.73,8.21,11.93,4.56,0.21,,1.28,2.17,4.35,1.14,3.58,,76.8,0.62,188.82,626.12,,
2020-07-18 10:00:00,2020-07-18 11:00:00,11.45,46.56,5.99,7.32,8.58,11.16,2.35,0.24,,1.4,1.94,4.25,1.52,3.59,,81.86,0.54,202.28,807.33,,
2020-07-18 11:00:00,2020-07-18 12:00:00,13.47,36.76,3.45,11.2,8.44,10.19,1.49,0.26,,1.25,1.92,4.31,1.4,3.63,,84.79,0.56,188.84,905.13,,
2020-07-18 12:00:00,2020-07-18 13:00:00,13.74,23.11,6.19,9.38,9.75,10.7,4.78,0.26,,1.4,1.99,4.28,1.41,3.58,,82.56,0.53,185.43,690.3,,
2020-07-18 13:00:00,2020-07-18 14:00:00,7.6,32.34,4.78,7.4,6.95,8.75,5.84,0.24,57.52,1.33,1.87,4.26,1.06,3.59,31.28,62.44,0.62,181.75,846.6,,
2020-07-18 14:00:00,2020-07-18 15:00:00,27.63,29.2,5.23,8.79,7.74,5.91,2.96,0.25,70.92,1.5,2.03,4.3,1.5,3.6,31.2,61.23,0.59,189.61,651.6,,
2020-07-18 15:00:00,2020-07-18 16:00:00,14.79,21.59,6.3,7.44,8.35,6.5,2.59,0.25,70.39,1.36,1.94,4.29,1.3,3.65,29.46,58.12,0.64,189.51,344.75,,
2020-07-18 16:00:00,2020-07-18 17:00:00,13.34,25.63,5.76,10.94,9.65,6.1,2.42,0.25,70.67,1.44,2.01,4.29,1.29,3.55,28.26,55.73,0.6,190.21,258.03,,
2020-07-18 17:00:00,2020-07-18 18:00:00,11.74,35.26,4.96,12.46,8.91,6.14,2.2,0.25,70.1,1.28,2.03,4.27,1.28,3.62,27.94,55.06,0.66,191.27,212.6,,
2020-07-18 18:00:00,2020-07-18 19:00:00,17.63,29.37,4.35,12.39,9.6,6.84,4.4,0.26,70.71,1.45,2.0,4.32,1.38,3.58,27.01,53.16,0.63,190.04,60.85,,
2020-07-18 19:00:00,2020-07-18 20:00:00,16.91,39.39,3.67,20.3,13.09,7.11,4.78,0.31,70.62,1.43,2.09,4.29,1.3,3.65,25.97,51.2,0.39,159.3,30.72,,
2020-07-18 20:00:00,2020-07-18 21:00:00,18.78,38.13,5.38,16.5,12.31,8.09,3.26,0.33,70.85,1.49,1.99,4.32,1.19,3.67,25.2,49.84,0.37,124.6,42.4,,
2020-07-18 21:00:00,2020-07-18 22:00:00,25.88,52.62,4.21,17.43,11.44,7.09,3.21,0.34,70.27,1.33,2.08,4.31,1.24,3.66,24.93,49.32,0.32,159.64,41.05,,
2020-07-18 22:00:00,2020-07-18 23:00:00,36.48,58.28,6.84,15.74,12.48,5.93,3.59,0.3,70.36,1.35,1.98,4.28,1.32,3.63,24.56,48.74,0.32,101.39,57.18,,
2020-07-18 23:00:00,2020-07-19 00:00:00,21.17,55.79,2.94,12.7,8.19,3.94,3.9,0.26,69.78,1.19,1.73,4.25,1.19,3.66,24.35,48.34,0.34,106.16,49.4,,
2020-07-19 00:00:00,2020-07-19 01:00:00,22.41,41.3,4.62,10.5,7.72,4.96,4.03,0.2,70.89,1.43,2.09,4.3,1.33,3.62,24.1,47.85,0.29,164.67,47.25,,
2020-07-19 01:00:00,2020-07-19 02:00:00,23.33,41.15,4.53,7.62,5.69,5.71,4.13,0.18,69.99,1.26,1.91,4.31,1.45,3.59,24.08,47.7,0.44,168.57,48.4,,
2020-07-19 02:00:00,2020-07-19 03:00:00,23.38,44.16,5.26,6.03,6.32,6.22,2.39,0.18,69.53,1.13,2.03,4.29,1.32,3.57,24.09,47.89,0.45,170.96,39.48,,
2020-07-19 03:00:00,2020-07-19 04:00:00,16.49,23.93,4.63,5.13,5.16,6.17,2.92,0.17,70.56,1.4,1.97,4.25,1.36,3.59,23.95,47.57,0.37,169.89,67.25,,
2020-07-19 04:00:00,2020-07-19 05:00:00,9.7,39.46,4.86,7.02,6.67,5.56,5.13,0.18,70.51,1.39,1.95,4.29,1.21,3.59,23.5,47.59,0.5,179.02,68.05,,
2020-07-19 05:00:00,2020-07-19 06:00:00,24.45,49.15,5.39,6.21,5.98,6.91,5.2,0.17,70.65,1.43,2.1,4.31,1.41,3.59,23.48,47.66,0.54,191.2,70.0,,
2020-07-19 06:00:00,2020-07-19 07:00:00,13.97,51.01,1.26,8.59,2.61,4.82,2.07,0.2,70.41,1.37,1.92,4.33,1.36,3.65,23.59,47.95,0.57,188.02,90.62,,
2020-07-19 07:00:00,2020-07-19 08:00:00,16.12,33.81,8.46,6.23,7.26,9.04,1.42,0.21,69.74,1.18,2.07,4.37,1.44,3.63,24.77,50.4,0.58,201.57,218.93,,
2020-07-19 08:00:00,2020-07-19 09:00:00,22.68,47.91,5.97,3.6,6.12,5.53,2.38,0.2,69.99,1.25,1.87,4.34,1.36,3.62,26.95,54.91,0.51,205.15,461.6,,
2020-07-19 09:00:00,2020-07-19 10:00:00,12.96,50.59,4.82,8.46,7.48,9.87,2.11,0.19,69.97,1.25,2.18,4.37,1.23,3.6,26.77,54.7,0.38,203.73,373.5,,
2020-07-19 10:00:00,2020-07-19 11:00:00,7.8,34.45,3.77,3.77,3.71,16.22,3.6,0.18,70.36,1.35,1.92,4.32,1.24,3.61,27.75,56.49,0.36,166.75,608.82,,
2020-07-19 11:00:00,2020-07-19 12:00:00,5.95,19.24,2.73,7.02,5.28,17.58,2.9,0.18,70.94,1.51,1.9,4.32,1.12,3.58,29.8,60.5,0.58,177.15,761.12,,
2020-07-19 12:00:00,2020-07-19 13:00:00,14.2,25.06,4.12,10.52,7.93,18.28,1.61,0.18,69.97,1.25,2.02,4.25,1.41,3.63,24.14,49.59,0.55,189.99,172.1,,
2020-07-19 13:00:00,2020-07-19 14:00:00,7.39,25.02,24.46,10.21,24.87,338.82,1.75,0.2,70.23,1.32,1.99,4.27,1.41,3.61,20.14,41.64,0.53,144.66,107.53,,
2020-07-19 14:00:00,2020-07-19 15:00:00,3.78,13.88,21.78,20.95,28.3,202.94,4.39,0.32,70.22,1.32,2.14,4.23,1.21,3.65,20.6,42.73,0.35,118.95,129.5,,
2020-07-19 15:00:00,2020-07-19 16:00:00,,,,,,,,,,,,,,,,,,,,,
2020-07-19 16:00:00,2020-07-19 17:00:00,,,,,,,,,,,,,,,,,,,,,
2020-07-19 17:00:00,2020-07-19 18:00:00,,,,,,,,,,,,,,,,,,,,,
2020-07-19 18:00:00,2020-07-19 19:00:00,,,,,,,,,,,,,,,,,,,,,
2020-07-19 19:00:00,2020-07-19 20:00:00,,,,,,,,,,,,,,,,,,,,,
2020-07-19 20:00:00,2020-07-19 21:00:00,,,,,,,,,,,,,,,,,,,,,
2020-07-19 21:00:00,2020-07-19 22:00:00,,,,,,,,,,,,,,,,,,,,,
2020-07-19 22:00:00,2020-07-19 23:00:00,,,,,,,,,,,,,,,,,,,,,
2020-07-19 23:00:00,2020-07-20 00:00:00,,,,,,,,,,,,,,,,,,,,,
2020-07-20 00:00:00,2020-07-20 01:00:00,,,,,,,,,,,,,,,,,,,,,
2020-07-20 01:00:00,2020-07-20 02:00:00,,,,,,,,,,,,,,,,,,,,,
2020-07-20 02:00:00,2020-07-20 03:00:00,,,,,,,,,,,,,,,,,,,,,
2020-07-20 03:00:00,2020-07-20 04:00:00,,,,,,,,,,,,,,,,,,,,,
2020-07-20 04:00:00,2020-07-20 05:00:00,,,,,,,,,,,,,,,,,,,,,
2020-07-20 05:00:00,2020-07-20 06:00:00,,,,,,,,,,,,,,,,,,,,,
2020-07-20 06:00:00,2020-07-20 07:00:00,,,,,,,,,,,,,,,,,,,,,
2020-07-20 07:00:00,2020-07-20 08:00:00,,,,,,,,,,,,,,,,,,,,,
2020-07-20 08:00:00,2020-07-20 09:00:00,,,,,,,,,,,,,,,,,,,,,
2020-07-20 09:00:00,2020-07-20 10:00:00,,,,,,,,,,,,,,,,,,,,,
2020-07-20 10:00:00,2020-07-20 11:00:00,,,,,,,,,,,,,,,,,,,,,
2020-07-20 11:00:00,2020-07-20 12:00:00,,,,,,,,,,,,,,,,,,,,,
2020-07-20 12:00:00,2020-07-20 13:00:00,,,,,,,,,,,,,,,,,,,,,
2020-07-20 13:00:00,2020-07-20 14:00:00,,,,,,,,,,,,,,,,,,,,,
2020-07-20 14:00:00,2020-07-20 15:00:00,,,,,,,,,,,,,,,,,,,,,
2020-07-20 15:00:00,2020-07-20 16:00:00,,,,,,,,,,,,,,,,,,,,,
2020-07-20 16:00:00,2020-07-20 17:00:00,58.64,,12.53,46.05,33.35,112.17,0.87,0.21,70.35,1.35,1.94,4.31,1.32,3.64,25.22,52.0,0.61,192.82,307.52,,
2020-07-20 17:00:00,2020-07-20 18:00:00,29.32,65.62,16.02,49.16,37.84,142.42,,0.2,70.06,1.27,2.08,4.26,1.21,3.63,24.65,50.93,0.61,192.8,152.47,,
2020-07-20 18:00:00,2020-07-20 19:00:00,38.12,54.5,16.44,44.12,35.25,116.06,2.77,0.31,70.07,1.27,2.02,4.32,1.35,3.59,23.46,48.93,0.58,191.31,78.17,,
2020-07-20 19:00:00,2020-07-20 20:00:00,26.15,54.75,12.8,39.89,30.04,129.89,2.83,0.28,70.3,1.34,2.04,4.33,1.25,3.64,22.23,46.5,0.4,169.94,54.2,,
2020-07-20 20:00:00,2020-07-20 21:00:00,26.26,47.42,21.47,40.12,38.11,82.98,4.06,0.34,70.13,1.29,1.99,4.29,1.52,3.61,21.84,45.64,0.4,144.46,70.0,,
2020-07-20 21:00:00,2020-07-20 22:00:00,21.1,56.39,17.69,29.32,27.4,60.94,3.73,0.27,70.82,1.48,1.91,4.32,1.21,3.6,21.68,45.91,0.45,164.08,70.0,,
2020-07-20 22:00:00,2020-07-20 23:00:00,22.13,36.38,20.46,29.72,28.24,51.19,3.02,0.27,70.57,1.41,2.04,4.31,1.5,3.64,21.54,45.65,0.19,75.2,70.0,,
2020-07-20 23:00:00,2020-07-21 00:00:00,12.48,30.91,19.63,27.88,28.71,60.91,2.85,0.24,70.18,1.3,2.06,4.33,1.29,3.58,21.41,45.47,0.2,124.44,70.0,,
2020-07-21 00:00:00,2020-07-21 01:00:00,19.8,31.09,19.76,29.11,31.13,71.36,4.05,0.23,70.25,1.35,1.95,4.29,1.26,3.6,21.33,45.21,0.29,147.1,70.0,,
2020-07-21 01:00:00,2020-07-21 02:00:00,15.35,37.47,15.22,30.36,23.54,74.98,4.07,0.23,70.72,1.45,1.8,4.28,1.35,3.59,21.21,44.17,0.34,127.36,70.0,,
2020-07-21 02:00:00,2020-07-21 03:00:00,20.42,52.57,24.21,35.25,36.41,73.88,3.18,0.22,70.42,1.37,1.98,4.3,1.25,3.58,20.48,43.27,0.34,106.81,69.8,,
2020-07-21 03:00:00,2020-07-21 04:00:00,30.2,47.3,12.86,28.67,21.41,69.83,3.03,0.2,69.96,1.25,2.03,4.34,1.34,3.62,20.38,43.1,0.39,110.49,70.0,,
2020-07-21 04:00:00,2020-07-21 05:00:00,32.54,45.55,16.79,25.23,23.17,70.6,3.77,0.19,70.58,1.42,2.0,4.3,1.47,3.58,20.39,43.48,0.34,170.71,70.0,,
2020-07-21 05:00:00,2020-07-21 06:00:00,17.96,38.28,18.95,23.29,24.58,69.31,4.15,0.2,70.81,1.48,2.09,4.23,1.21,3.6,20.39,43.46,0.37,166.94,70.0,,
2020-07-21 06:00:00,2020-07-21 07:00:00,13.53,31.77,15.65,25.34,24.91,63.76,4.03,0.2,70.42,1.37,1.82,4.3,1.41,3.65,20.66,43.73,0.44,140.03,98.0,,
2020-07-21 07:00:00,2020-07-21 08:00:00,21.28,29.52,21.25,20.86,24.36,62.8,4.18,0.21,70.16,1.3,2.0,4.32,1.31,3.59,21.22,45.0,0.62,192.97,151.07,,
2020-07-21 08:00:00,2020-07-21 09:00:00,17.82,36.77,17.54,23.71,22.77,61.51,2.75,0.21,69.54,1.13,1.88,4.33,1.29,3.6,21.54,45.75,0.66,189.68,201.8,,
2020-07-21 09:00:00,2020-07-21 10:00:00,9.63,33.22,9.21,28.77,19.79,59.3,2.84,0.23,69.49,1.23,1.94,4.29,1.38,3.57,20.91,44.19,0.72,188.22,96.85,,
2020-07-21 10:00:00,2020-07-21 11:00:00,10.97,24.92,22.16,20.63,27.69,46.85,3.4,0.3,70.44,1.38,2.06,4.34,1.23,3.59,19.96,42.83,0.58,186.93,164.3,,
2020-07-21 11:00:00,2020-07-21 12:00:00,,,19.48,20.7,25.53,35.6,3.36,0.31,70.19,1.31,1.93,4.31,1.33,3.53,21.74,46.06,0.64,193.92,431.68,,
2020-07-21 12:00:00,2020-07-21 13:00:00,9.33,26.42,20.41,17.4,23.8,25.28,3.13,0.28,70.32,1.38,1.96,4.29,1.32,3.58,23.25,51.48,0.64,194.62,401.65,,
2020-07-21 13:00:00,2020-07-21 14:00:00,7.97,20.71,12.38,19.0,17.13,15.14,2.39,0.27,70.38,1.43,1.98,4.29,1.16,3.59,22.31,67.63,0.46,188.52,316.95,,
2020-07-21 14:00:00,2020-07-21 15:00:00,10.86,18.67,,,,,3.26,0.25,70.44,1.41,1.86,4.3,1.25,3.61,24.52,72.52,0.33,219.63,427.2,,
2020-07-21 15:00:00,2020-07-21 16:00:00,6.8,12.24,28.58,16.7,29.27,11.15,3.42,0.25,70.06,1.31,2.07,4.33,1.3,3.66,25.06,73.34,0.46,195.39,369.83,,
2020-07-21 16:00:00,2020-07-21 17:00:00,5.48,26.58,17.37,19.75,24.03,19.25,3.8,0.3,70.26,1.35,1.93,4.28,1.29,3.57,25.01,72.99,0.51,188.93,249.28,,
2020-07-21 17:00:00,2020-07-21 18:00:00,10.99,43.42,17.39,23.64,26.15,23.28,3.47,0.29,70.84,1.32,2.03,4.29,1.37,3.65,24.25,71.21,0.44,147.2,142.15,,
2020-07-21 18:00:00,2020-07-21 19:00:00,15.65,43.29,14.35,22.4,22.99,23.44,4.08,0.31,70.66,1.42,2.02,4.32,1.29,3.61,22.87,69.1,0.22,207.19,72.72,,
2020-07-21 19:00:00,2020-07-21 20:00:00,22.99,29.46,21.12,24.59,29.65,15.07,4.54,0.39,69.75,1.4,1.87,4.3,1.21,3.6,22.0,67.47,0.36,195.89,68.45,,
2020-07-21 20:00:00,2020-07-21 21:00:00,16.82,37.34,14.93,21.66,22.77,20.13,2.64,0.34,70.07,1.4,2.02,4.26,1.41,3.55,21.74,66.97,0.26,217.65,70.0,,
2020-07-21 21:00:00,2020-07-21 22:00:00,21.53,62.41,22.68,17.14,26.75,16.86,2.66,0.4,70.38,1.36,2.12,4.29,1.19,3.57,21.63,66.77,0.23,177.44,70.0,,
2020-07-21 22:00:00,2020-07-21 23:00:00,14.23,67.45,18.75,16.33,22.88,17.44,4.53,0.42,70.36,1.46,2.06,4.31,1.3,3.59,21.51,66.5,0.34,102.44,70.0,,
2020-07-21 23:00:00,2020-07-22 00:00:00,22.63,57.42,23.52,14.05,25.78,14.66,4.81,0.42,70.34,1.51,1.81,4.28,1.3,3.6,21.41,66.38,0.48,144.01,70.0,,
2020-07-22 00:00:00,2020-07-22 01:00:00,25.78,53.51,22.45,14.96,25.1,20.77,4.72,0.36,70.82,1.47,1.97,4.29,1.36,3.62,21.46,66.45,0.26,139.2,70.0,,
2020-07-22 01:00:00,2020-07-22 02:00:00,21.05,38.45,22.11,15.85,24.74,23.91,4.74,0.32,71.08,1.36,1.91,4.28,1.07,3.56,21.39,66.31,0.35,136.76,70.0,,
2020-07-22 02:00:00,2020-07-22 03:00:00,17.81,23.7,13.66,12.95,15.68,26.66,3.84,0.28,70.19,1.31,2.15,4.29,1.39,3.61,21.27,65.96,0.32,138.56,69.6,,
2020-07-22 03:00:00,2020-07-22 04:00:00,14.58,35.29,16.86,14.0,20.76,27.46,2.33,0.23,70.67,1.49,1.97,4.31,1.22,3.63,21.35,66.27,0.34,96.28,70.0,,
2020-07-22 04:00:00,2020-07-22 05:00:00,13.31,44.54,,,,,4.08,0.2,70.72,1.35,1.87,4.29,1.12,3.56,21.3,66.04,0.17,101.34,70.0,,
2020-07-22 05:00:00,2020-07-22 06:00:00,15.15,51.39,,,,,3.73,0.2,70.35,1.43,1.99,4.27,1.21,3.54,21.16,65.71,0.36,131.13,70.0,,
2020-07-22 06:00:00,2020-07-22 07:00:00,11.33,49.93,,,,,2.17,0.19,70.54,1.44,2.14,4.3,1.1,3.56,21.42,66.4,0.34,121.29,77.58,,
2020-07-22 07:00:00,2020-07-22 08:00:00,22.99,43.5,,,,,2.15,0.21,70.99,1.43,1.96,4.28,1.18,3.62,22.26,68.18,0.23,129.9,162.75,,
2020-07-22 08:00:00,2020-07-22 09:00:00,21.7,30.77,17.27,19.27,21.85,33.91,3.75,0.22,70.29,1.52,1.96,4.27,1.38,3.61,23.96,71.55,0.38,205.38,376.05,,
2020-07-22 09:00:00,2020-07-22 10:00:00,26.26,35.52,14.35,18.87,19.56,31.45,3.85,0.23,70.83,1.37,1.97,4.33,1.32,3.59,27.09,77.51,0.5,203.72,666.57,,
2020-07-22 10:00:00,2020-07-22 11:00:00,24.6,32.05,8.9,19.34,16.61,22.61,5.26,0.3,70.28,1.33,1.87,4.32,1.35,3.53,27.83,78.99,0.57,202.99,735.97,,
2020-07-22 11:00:00,2020-07-22 12:00:00,17.27,31.15,8.88,18.12,16.34,15.61,4.83,0.27,70.67,1.44,1.88,4.31,1.46,3.64,28.24,79.73,0.58,204.86,725.45,,
2020-07-22 12:00:00,2020-07-22 13:00:00,17.96,31.31,10.63,18.54,17.56,11.08,3.62,0.25,70.12,1.29,2.04,4.32,1.31,3.6,28.82,80.6,0.57,205.85,963.25,,
