From Date,To Date,PM2.5 (ug/m3),PM10 (ug/m3),NO (ug/m3),NO2 (ug/m3),NOx (ppb),NH3 (ug/m3),SO2 (ug/m3),CO (mg/m3),Ozone (ug/m3),Benzene (ug/m3),Toluene (ug/m3),Eth-Benzene (ug/m3),MP-Xylene (ug/m3),O Xylene (ug/m3),Temp (degree C),RH (%),WS (m/s),WD (deg),SR (W/mt2),BP (mmHg),VWS (m/s)
2020-07-10 11:00:00,2020-07-10 12:00:00,23.28,52.23,7.26,8.44,9.97,6.23,4.06,0.25,,1.43,1.96,4.26,1.15,3.66,26.27,91.12,0.36,216.0,660.02,,
2020-07-10 12:00:00,2020-07-10 13:00:00,14.06,40.98,9.03,12.66,13.59,8.89,3.97,0.29,,1.44,2.06,4.31,1.36,3.59,28.59,97.36,0.68,209.87,833.97,,
2020-07-10 13:00:00,2020-07-10 14:00:00,16.98,38.8,5.8,10.5,10.05,9.23,3.29,0.26,,1.43,1.89,4.26,1.32,3.58,28.56,97.34,0.72,206.12,641.88,,
2020-07-10 14:00:00,2020-07-10 15:00:00,16.23,43.51,5.67,14.09,11.2,9.52,3.9,0.26,,1.49,2.0,4.29,1.21,3.63,28.62,97.3,0.67,197.23,559.2,,
2020-07-10 15:00:00,2020-07-10 16:00:00,17.08,43.82,5.66,12.2,10.74,10.25,3.71,0.24,,1.37,1.85,4.3,1.22,3.6,26.47,91.26,0.93,189.71,282.72,,
2020-07-10 16:00:00,2020-07-10 17:00:00,25.17,49.87,6.87,14.86,12.88,9.91,5.04,0.25,,1.36,2.05,4.36,1.31,3.59,23.09,81.54,0.61,196.34,39.3,,
2020-07-10 17:00:00,2020-07-10 18:00:00,23.3,55.88,7.12,16.11,13.71,9.63,6.09,0.29,,1.14,2.12,4.3,1.31,3.64,23.32,81.78,0.53,182.64,68.25,,
2020-07-10 18:00:00,2020-07-10 19:00:00,23.2,54.42,8.87,15.27,14.95,12.91,4.36,0.26,,1.4,1.98,4.29,1.16,3.56,23.11,81.54,0.73,189.33,7.0,,
2020-07-10 19:00:00,2020-07-10 20:00:00,25.19,48.95,7.21,14.32,13.17,8.96,4.63,0.24,,1.36,2.08,4.3,1.32,3.62,22.63,80.09,0.4,185.61,,,
2020-07-10 20:00:00,2020-07-10 21:00:00,18.98,49.76,3.7,14.1,10.14,11.65,2.68,0.22,,1.49,1.93,4.26,1.23,3.6,22.04,77.13,0.34,198.52,,,
2020-07-10 21:00:00,2020-07-10 22:00:00,16.19,55.28,5.87,13.91,11.73,8.56,2.63,0.23,,1.36,2.04,4.32,1.05,3.57,21.72,76.18,0.5,171.0,,,
2020-07-10 22:00:00,2020-07-10 23:00:00,12.7,31.08,5.0,13.54,10.97,10.21,3.47,0.2,,1.43,1.95,4.26,1.56,3.61,21.6,76.03,0.63,186.83,,,
2020-07-10 23:00:00,2020-07-11 00:00:00,10.01,37.72,6.37,12.13,10.4,10.38,3.34,0.17,,1.31,1.87,4.29,1.24,3.72,21.41,75.32,0.7,189.56,,,
2020-07-11 00:00:00,2020-07-11 01:00:00,18.29,40.79,4.96,8.03,7.8,13.92,3.32,0.18,,1.38,2.05,4.24,1.36,3.6,21.18,74.8,0.69,189.4,,,
2020-07-11 01:00:00,2020-07-11 02:00:00,10.48,30.52,3.1,7.41,5.93,10.8,3.17,0.18,,1.26,1.65,4.34,1.18,3.62,20.93,73.96,0.66,191.78,,,
2020-07-11 02:00:00,2020-07-11 03:00:00,12.44,15.84,4.02,4.54,5.44,10.43,2.44,0.17,,1.29,1.92,4.31,1.43,3.58,20.9,73.9,0.6,189.56,,,
2020-07-11 03:00:00,2020-07-11 04:00:00,13.0,15.49,4.61,6.73,7.06,10.12,2.39,0.17,,1.48,1.83,4.31,1.29,3.6,20.98,74.39,0.65,190.23,,,
2020-07-11 04:00:00,2020-07-11 05:00:00,7.51,13.01,1.33,8.43,4.37,11.95,3.64,0.17,,1.32,2.12,4.32,1.34,3.56,21.07,74.75,0.48,198.7,,,
2020-07-11 05:00:00,2020-07-11 06:00:00,10.19,34.57,2.94,4.61,4.48,10.88,3.81,0.19,,1.41,2.09,4.32,1.11,3.6,20.99,74.39,0.28,211.16,,,
2020-07-11 06:00:00,2020-07-11 07:00:00,8.75,23.16,3.02,5.41,4.76,11.12,2.9,0.22,,1.54,1.94,4.31,1.17,3.64,21.43,76.17,0.34,215.82,50.95,,
2020-07-11 07:00:00,2020-07-11 08:00:00,12.9,49.4,8.22,9.52,11.49,11.81,2.72,0.25,,1.46,1.88,4.29,1.26,3.56,22.55,80.29,0.46,193.08,95.88,,
2020-07-11 08:00:00,2020-07-11 09:00:00,32.74,47.12,5.16,6.47,7.27,11.36,3.11,0.24,,1.37,1.95,4.34,1.38,3.63,23.55,83.24,0.62,199.21,202.42,,
2020-07-11 09:00:00,2020-07-11 10:00:00,23.8,52.7,5.76,8.74,8.88,11.27,3.49,0.27,,1.33,1.83,4.34,1.27,3.55,24.13,84.9,0.57,201.99,250.05,,
2020-07-11 10:00:00,2020-07-11 11:00:00,16.19,28.87,4.07,9.98,8.08,9.79,2.5,0.24,,1.38,1.96,4.27,1.32,3.56,25.42,88.76,0.7,209.99,420.02,,
2020-07-11 11:00:00,2020-07-11 12:00:00,16.26,48.28,5.88,7.71,8.52,10.67,2.04,0.24,,1.37,1.97,4.3,1.24,3.6,25.71,89.42,0.53,209.16,290.5,,
2020-07-11 12:00:00,2020-07-11 13:00:00,18.66,36.1,3.75,10.04,7.48,10.28,3.76,0.21,,1.1,2.04,4.33,1.2,3.63,26.9,92.7,0.59,209.32,576.5,,
2020-07-11 13:00:00,2020-07-11 14:00:00,24.62,52.66,4.69,8.26,7.72,8.93,3.68,0.18,,1.37,2.06,4.27,1.25,3.58,27.43,93.88,0.36,208.38,441.0,,
2020-07-11 14:00:00,2020-07-11 15:00:00,13.15,47.8,6.19,7.66,8.79,8.95,4.83,0.2,,1.33,1.68,4.31,1.22,3.58,27.31,93.5,0.34,197.64,367.93,,
2020-07-11 15:00:00,2020-07-11 16:00:00,18.52,34.09,5.96,8.42,8.88,11.01,4.42,0.21,,1.07,1.92,4.28,1.27,3.58,27.2,93.43,0.55,206.21,321.03,,
2020-07-11 16:00:00,2020-07-11 17:00:00,17.05,49.25,6.42,11.18,10.87,9.73,2.75,0.21,,1.43,2.07,4.29,1.15,3.59,26.41,91.19,0.51,207.84,204.17,,
2020-07-11 17:00:00,2020-07-11 18:00:00,22.15,42.7,4.59,12.15,9.88,10.66,2.62,0.23,,1.46,1.81,4.33,1.29,3.59,25.82,89.47,0.53,209.43,96.05,,
2020-07-11 18:00:00,2020-07-11 19:00:00,15.73,35.59,2.87,17.18,10.51,9.16,3.76,0.25,,1.37,1.83,4.24,1.14,3.62,25.02,87.11,0.32,182.42,28.0,,
2020-07-11 19:00:00,2020-07-11 20:00:00,31.46,50.93,7.66,23.81,18.01,9.23,4.67,0.34,,1.32,1.97,4.24,1.14,3.52,23.87,83.72,0.23,122.92,,,
2020-07-11 20:00:00,2020-07-11 21:00:00,17.61,65.17,17.38,27.82,28.33,11.86,5.27,0.55,,1.2,2.02,4.29,1.29,3.6,23.23,81.67,0.26,81.52,,,
2020-07-11 21:00:00,2020-07-11 22:00:00,33.72,77.98,22.87,28.23,32.94,13.46,5.85,0.55,,1.31,2.08,4.31,1.21,3.58,23.01,81.18,0.39,93.61,,,
2020-07-11 22:00:00,2020-07-11 23:00:00,36.25,88.54,15.82,28.11,27.15,11.18,2.98,0.42,,1.35,1.91,4.31,1.38,3.63,23.03,81.26,0.41,161.77,,,
2020-07-11 23:00:00,2020-07-12 00:00:00,27.32,82.85,4.94,21.03,14.84,11.0,2.67,0.23,,1.25,1.95,4.31,1.29,3.62,23.25,81.67,0.6,184.57,,,
2020-07-12 00:00:00,2020-07-12 01:00:00,24.31,76.44,4.91,18.12,12.98,7.66,1.52,0.16,,1.42,2.08,4.29,1.15,3.57,22.98,81.34,0.6,185.92,,,
2020-07-12 01:00:00,2020-07-12 02:00:00,33.06,56.63,4.07,13.18,9.88,7.84,1.53,0.15,,1.37,2.04,4.36,1.18,3.6,22.69,80.49,0.59,191.69,,,
2020-07-12 02:00:00,2020-07-12 03:00:00,23.18,54.76,3.49,12.74,9.31,9.0,2.98,0.14,,1.2,1.82,4.32,1.15,3.57,22.41,79.68,0.58,185.73,,,
2020-07-12 03:00:00,2020-07-12 04:00:00,21.44,49.08,4.89,5.99,6.83,8.6,2.66,0.13,,1.37,1.92,4.25,1.35,3.6,22.25,79.45,0.58,188.45,,,
2020-07-12 04:00:00,2020-07-12 05:00:00,18.35,39.95,4.63,8.72,8.19,8.89,1.94,0.13,,1.44,2.08,4.32,1.39,3.6,21.97,78.61,0.6,188.32,,,
2020-07-12 05:00:00,2020-07-12 06:00:00,20.34,36.27,2.48,11.03,7.54,13.89,1.81,0.14,,1.48,2.12,4.29,1.27,3.63,21.82,78.07,0.6,187.84,,,
2020-07-12 06:00:00,2020-07-12 07:00:00,11.57,45.57,5.34,8.68,8.69,12.75,3.39,0.2,,1.4,1.89,4.3,1.41,3.54,22.3,79.59,0.62,188.94,52.67,,
2020-07-12 07:00:00,2020-07-12 08:00:00,25.42,51.38,4.16,16.71,11.82,9.56,3.39,0.21,,1.39,1.9,4.27,1.45,3.6,23.73,83.5,0.55,203.46,145.45,,
2020-07-12 08:00:00,2020-07-12 09:00:00,24.41,36.94,4.06,14.81,10.4,8.16,3.47,0.21,,1.45,2.07,4.25,1.29,3.6,24.59,86.01,0.47,206.84,246.73,,
2020-07-12 09:00:00,2020-07-12 10:00:00,18.37,40.83,5.5,7.09,8.08,8.56,3.3,0.22,,1.37,2.09,4.29,1.27,3.57,26.16,90.39,0.62,206.26,501.27,,
2020-07-12 10:00:00,2020-07-12 11:00:00,21.69,40.6,4.53,6.36,6.75,8.73,1.11,0.2,,1.44,1.97,4.27,1.32,3.57,28.05,95.87,0.39,205.69,748.48,,
2020-07-12 11:00:00,2020-07-12 12:00:00,16.76,49.1,2.08,8.34,5.13,8.7,0.51,0.21,,1.51,1.96,4.32,1.46,3.57,29.07,97.81,0.58,207.93,718.47,,
2020-07-12 12:00:00,2020-07-12 13:00:00,22.53,32.52,2.87,6.85,5.47,8.42,4.33,0.18,,1.39,1.8,4.29,1.17,3.53,29.42,99.21,0.59,207.06,790.8,,
2020-07-12 13:00:00,2020-07-12 14:00:00,12.76,41.41,4.16,4.86,5.78,7.68,4.31,0.2,,1.53,2.0,4.29,1.26,3.62,29.67,99.2,0.62,212.69,754.07,,
2020-07-12 14:00:00,2020-07-12 15:00:00,12.33,37.38,4.0,5.27,5.35,7.23,2.59,0.19,,1.41,1.92,4.32,1.22,3.59,30.27,,0.65,208.0,704.65,,
2020-07-12 15:00:00,2020-07-12 16:00:00,6.63,32.16,3.96,3.42,4.79,8.05,2.38,0.2,,1.39,2.08,4.3,1.45,3.56,29.09,96.76,0.35,210.17,359.5,,
2020-07-12 16:00:00,2020-07-12 17:00:00,8.68,29.31,4.25,5.53,6.01,7.58,2.86,0.21,,1.38,2.07,4.31,1.38,3.56,27.36,92.94,0.39,197.92,163.12,,
2020-07-12 17:00:00,2020-07-12 18:00:00,11.59,45.83,2.67,9.47,6.12,6.36,3.15,0.22,,1.23,2.02,4.29,1.27,3.63,26.5,90.46,0.21,157.72,56.0,,
2020-07-12 18:00:00,2020-07-12 19:00:00,14.79,51.45,5.86,15.6,12.73,9.1,3.49,0.26,,1.29,1.95,4.3,1.24,3.61,25.52,87.64,0.36,110.53,,,
2020-07-12 19:00:00,2020-07-12 20:00:00,26.72,63.03,7.49,25.23,19.05,9.31,3.78,0.36,,1.38,1.69,4.27,1.41,3.57,24.93,86.38,0.34,96.56,,,
2020-07-12 20:00:00,2020-07-12 21:00:00,27.06,70.0,9.31,22.99,19.3,10.67,2.15,0.4,,1.36,1.94,4.32,1.31,3.63,24.45,84.86,0.38,95.12,,,
2020-07-12 21:00:00,2020-07-12 22:00:00,27.51,,4.88,12.19,9.22,6.73,1.52,0.19,,1.18,2.02,4.34,1.27,3.57,23.67,82.32,0.67,164.88,,,
2020-07-12 22:00:00,2020-07-12 23:00:00,22.68,89.64,5.91,10.8,10.23,10.73,2.91,0.2,,1.38,1.91,4.3,1.19,3.55,,83.38,0.53,189.55,,,
2020-07-12 23:00:00,2020-07-13 00:00:00,19.5,66.34,2.84,9.79,6.94,9.83,2.94,0.18,,1.5,2.11,4.31,1.06,3.58,,82.8,0.33,167.94,,,
2020-07-13 00:00:00,2020-07-13 01:00:00,10.75,35.09,5.94,6.12,6.44,8.97,2.99,0.17,,1.29,1.84,4.33,1.22,3.64,,83.47,0.47,183.87,,,
2020-07-13 01:00:00,2020-07-13 02:00:00,10.74,21.46,3.2,9.82,7.36,7.53,2.9,0.17,,1.45,1.96,4.33,1.22,3.58,,83.47,0.56,193.03,,,
2020-07-13 02:00:00,2020-07-13 03:00:00,5.79,21.53,3.42,11.4,8.01,7.41,2.15,0.16,,1.45,1.89,4.33,1.16,3.62,,82.95,0.36,185.95,,,
2020-07-13 03:00:00,2020-07-13 04:00:00,,,2.72,7.41,5.8,8.2,2.15,0.2,,1.53,1.9,4.27,1.26,3.58,,82.03,0.17,171.97,,,
2020-07-13 04:00:00,2020-07-13 05:00:00,,,3.03,4.82,4.5,8.56,2.19,0.16,,1.34,1.72,4.33,1.26,3.59,,81.22,0.3,189.3,,,
2020-07-13 05:00:00,2020-07-13 06:00:00,7.37,9.82,3.66,6.19,5.81,9.12,2.08,0.16,,1.35,1.95,4.28,1.16,3.56,,81.2,0.5,174.03,,,
2020-07-13 06:00:00,2020-07-13 07:00:00,4.69,10.48,5.08,4.28,5.98,8.0,1.94,0.18,,1.48,2.02,4.33,1.28,3.63,,81.69,0.54,189.33,27.73,,
2020-07-13 07:00:00,2020-07-13 08:00:00,9.75,21.91,4.37,6.36,6.63,7.22,2.01,0.2,,1.33,2.02,4.32,1.1,3.54,,82.96,0.58,191.24,240.93,,
2020-07-13 08:00:00,2020-07-13 09:00:00,7.01,16.74,5.19,7.09,7.71,7.3,3.58,0.2,,1.34,1.92,4.3,1.12,3.58,,90.16,0.6,206.64,407.93,,
2020-07-13 09:00:00,2020-07-13 10:00:00,4.17,20.17,5.56,4.55,6.14,9.32,3.57,0.19,,1.23,1.97,4.29,1.32,3.62,,94.74,0.46,219.2,595.4,,
2020-07-13 10:00:00,2020-07-13 11:00:00,10.59,11.37,4.35,5.07,4.22,6.34,3.76,0.19,,1.45,1.8,4.34,1.21,3.58,,95.55,0.18,190.3,588.85,,
2020-07-13 11:00:00,2020-07-13 12:00:00,,,6.73,4.95,7.76,7.55,4.0,0.21,,1.34,1.71,4.27,1.48,3.56,,83.57,0.34,229.03,856.05,,
2020-07-13 12:00:00,2020-07-13 13:00:00,8.01,13.99,6.57,4.76,7.47,8.35,3.1,0.22,,1.32,1.91,4.27,1.46,3.6,,80.45,0.35,210.59,765.15,,
2020-07-13 13:00:00,2020-07-13 14:00:00,8.11,20.4,6.53,5.27,7.39,6.29,3.09,0.21,,1.49,1.74,4.28,1.32,3.63,,82.13,0.5,220.85,656.62,,
2020-07-13 14:00:00,2020-07-13 15:00:00,10.96,29.22,6.62,7.54,9.09,7.05,3.86,0.22,,1.66,1.69,4.27,1.5,3.54,,83.6,0.45,219.5,791.0,,
2020-07-13 15:00:00,2020-07-13 16:00:00,15.32,21.49,3.18,5.32,4.72,1.63,4.79,0.24,,1.51,2.05,4.33,1.09,3.59,,81.22,0.46,218.32,363.27,,
2020-07-13 16:00:00,2020-07-13 17:00:00,25.98,28.0,5.89,12.92,11.34,2.45,2.35,0.31,,1.46,1.99,4.33,1.42,3.61,26.09,74.05,0.6,188.9,193.68,,
2020-07-13 17:00:00,2020-07-13 18:00:00,27.98,45.37,6.48,11.78,11.27,3.64,2.36,0.27,,1.33,2.0,4.29,1.15,3.63,24.16,70.51,0.79,187.88,90.2,,
2020-07-13 18:00:00,2020-07-13 19:00:00,14.64,47.83,4.66,8.37,7.69,4.38,3.34,0.23,,1.41,2.02,4.33,1.43,3.62,23.02,66.57,0.3,217.97,61.83,,
2020-07-13 19:00:00,2020-07-13 20:00:00,21.88,32.12,7.8,13.52,11.86,4.28,3.41,0.26,,1.44,2.05,4.3,1.25,3.61,20.85,62.09,0.58,186.41,70.0,,
2020-07-13 20:00:00,2020-07-13 21:00:00,,,9.06,12.29,12.25,4.95,3.29,0.28,,1.52,2.02,4.27,1.43,3.59,20.93,62.8,0.56,190.68,70.0,,
2020-07-13 21:00:00,2020-07-13 22:00:00,,,6.38,10.31,10.43,6.52,2.65,0.22,,1.5,2.07,4.29,1.31,3.63,20.61,62.56,0.56,185.12,70.0,,
2020-07-13 22:00:00,2020-07-13 23:00:00,12.7,25.49,4.64,9.41,8.22,12.15,3.68,0.19,,1.36,1.78,4.29,1.34,3.63,20.66,62.69,0.52,195.3,70.0,,
2020-07-13 23:00:00,2020-07-14 00:00:00,6.48,23.58,2.35,6.87,4.38,4.46,4.18,0.17,,1.29,1.78,4.28,1.45,3.6,20.98,63.22,0.53,186.69,70.0,,
2020-07-14 00:00:00,2020-07-14 01:00:00,3.57,21.91,5.39,7.87,8.13,14.1,3.12,0.18,,1.35,1.64,4.31,1.02,3.58,20.84,63.4,0.47,192.51,69.4,,
2020-07-14 01:00:00,2020-07-14 02:00:00,1.84,21.8,3.87,5.16,5.45,14.0,2.81,0.18,,1.35,1.85,4.24,1.08,3.54,20.94,63.51,0.52,191.29,70.0,,
2020-07-14 02:00:00,2020-07-14 03:00:00,2.19,27.94,4.82,7.01,7.21,16.04,3.29,0.17,,1.51,1.89,4.27,1.2,3.62,20.91,63.34,0.48,184.12,67.85,,
2020-07-14 03:00:00,2020-07-14 04:00:00,6.49,21.66,3.92,5.62,5.76,17.3,3.21,0.17,,1.33,1.93,4.29,1.15,3.61,20.85,62.81,0.41,163.79,68.45,,
2020-07-14 04:00:00,2020-07-14 05:00:00,4.72,20.25,4.55,5.64,6.24,21.5,4.15,0.17,,1.38,2.03,4.27,1.18,3.55,20.75,62.12,0.35,153.16,65.12,,
2020-07-14 05:00:00,2020-07-14 06:00:00,11.11,31.5,3.94,5.8,5.7,17.1,4.42,0.18,,1.37,1.99,4.25,1.29,3.64,20.77,62.11,0.32,165.32,70.0,,
2020-07-14 06:00:00,2020-07-14 07:00:00,7.56,28.52,2.36,8.06,4.98,15.09,2.75,0.2,,1.26,1.95,4.33,1.27,3.57,21.11,62.9,0.25,174.05,95.88,,
2020-07-14 07:00:00,2020-07-14 08:00:00,24.93,36.32,2.65,5.46,4.47,14.19,3.05,0.23,,1.46,1.72,4.3,1.3,3.58,21.85,65.05,0.35,175.94,206.5,,
2020-07-14 08:00:00,2020-07-14 09:00:00,,,3.03,3.3,3.54,14.95,2.93,0.22,,1.58,2.08,4.3,1.23,3.6,22.69,67.48,0.33,196.89,228.67,,
2020-07-14 09:00:00,2020-07-14 10:00:00,55.83,57.1,6.54,4.5,6.67,13.01,2.92,0.23,,1.29,1.93,4.31,1.25,3.6,23.27,69.3,0.23,163.98,285.2,,
2020-07-14 10:00:00,2020-07-14 11:00:00,31.12,53.89,4.13,5.21,4.88,12.23,3.13,0.28,,1.41,1.98,4.31,1.26,3.59,24.77,72.95,0.43,210.18,399.27,,
2020-07-14 11:00:00,2020-07-14 12:00:00,26.98,38.52,7.42,10.6,10.26,11.78,3.26,0.34,,1.41,1.93,4.26,1.2,3.63,25.27,74.43,0.35,189.37,348.85,,
2020-07-14 12:00:00,2020-07-14 13:00:00,,25.14,2.78,10.15,6.17,9.23,1.7,0.28,,1.39,2.07,4.27,0.99,3.6,25.77,75.53,0.26,130.77,368.65,,
2020-07-14 13:00:00,2020-07-14 14:00:00,,50.06,5.36,16.16,11.67,10.69,2.07,0.3,,1.45,1.84,4.29,1.36,3.6,24.58,78.5,0.66,156.07,163.15,,
2020-07-14 14:00:00,2020-07-14 15:00:00,,,10.04,14.45,13.99,14.83,2.56,0.33,,1.37,1.94,4.33,1.45,3.56,,85.57,0.59,198.54,637.17,,
2020-07-14 15:00:00,2020-07-14 16:00:00,29.0,30.83,6.31,14.88,11.32,17.11,2.54,0.25,,1.39,1.83,4.31,1.25,3.58,,84.36,0.24,218.6,181.23,,
2020-07-14 16:00:00,2020-07-14 17:00:00,15.66,27.8,5.48,11.14,9.28,14.35,3.79,0.26,,1.44,1.84,4.31,1.3,3.61,,81.44,0.41,146.71,102.08,,
2020-07-14 17:00:00,2020-07-14 18:00:00,,,8.56,17.83,15.86,10.87,4.58,0.37,,1.29,1.94,4.27,1.43,3.57,,78.94,0.42,175.07,109.68,,
2020-07-14 18:00:00,2020-07-14 19:00:00,,,9.57,14.67,14.8,10.93,4.84,0.36,,1.31,2.07,4.26,1.33,3.59,,78.5,0.42,195.77,68.83,,
2020-07-14 19:00:00,2020-07-14 20:00:00,34.14,42.96,9.16,13.89,13.56,12.84,5.36,0.34,,1.29,1.93,4.31,1.21,3.61,,76.43,0.55,178.29,70.0,,
2020-07-14 20:00:00,2020-07-14 21:00:00,27.62,42.23,6.58,9.08,9.26,8.92,4.04,0.23,,1.38,1.92,4.28,1.31,3.6,,75.3,0.58,189.6,70.0,,
2020-07-14 21:00:00,2020-07-14 22:00:00,20.81,38.14,3.71,11.39,8.04,11.5,4.08,0.2,,1.15,2.06,4.29,1.36,3.57,,74.8,0.51,198.28,69.8,,
2020-07-14 22:00:00,2020-07-14 23:00:00,12.95,29.2,4.32,8.98,8.1,11.21,2.5,0.18,,1.44,1.93,4.33,1.38,3.61,,72.97,0.64,178.23,70.0,,
2020-07-14 23:00:00,2020-07-15 00:00:00,6.69,24.62,1.51,11.56,6.68,5.7,2.0,0.15,,1.42,2.02,4.35,1.12,3.63,,77.03,0.51,198.33,70.0,,
2020-07-15 00:00:00,2020-07-15 01:00:00,3.27,13.7,3.83,16.68,11.69,5.7,2.94,0.18,,1.42,1.98,4.26,1.14,3.6,,77.56,0.53,189.83,70.0,,
2020-07-15 01:00:00,2020-07-15 02:00:00,1.63,7.88,5.67,11.1,10.09,7.2,2.64,0.18,,1.48,2.12,4.26,1.36,3.55,,80.11,0.57,188.47,70.0,,
2020-07-15 02:00:00,2020-07-15 03:00:00,1.43,12.81,4.08,9.53,7.61,12.23,1.84,0.17,,1.5,2.05,4.3,1.46,3.58,,79.48,0.52,150.83,70.0,,
2020-07-15 03:00:00,2020-07-15 04:00:00,,,4.02,9.95,7.91,14.07,1.48,0.17,,1.35,2.05,4.31,1.39,3.59,,80.13,0.46,153.12,70.0,,
2020-07-15 04:00:00,2020-07-15 05:00:00,,,4.42,8.33,7.66,18.68,1.18,0.17,,1.37,1.96,4.32,1.43,3.57,,80.77,0.46,207.2,70.0,,
2020-07-15 05:00:00,2020-07-15 06:00:00,,,4.24,7.85,7.14,17.18,0.84,0.18,,1.41,2.09,4.28,1.28,3.56,,80.36,0.38,187.2,70.0,,
2020-07-15 06:00:00,2020-07-15 07:00:00,2.97,3.13,6.97,7.45,9.35,16.19,2.41,0.2,,1.45,1.89,4.3,1.24,3.61,,81.29,0.25,117.36,96.25,,
2020-07-15 07:00:00,2020-07-15 08:00:00,2.06,5.96,3.43,8.08,6.24,13.72,2.45,0.22,,1.42,2.09,4.28,1.28,3.64,,84.32,0.37,212.45,252.2,,
2020-07-15 08:00:00,2020-07-15 09:00:00,,,3.58,4.41,4.98,14.34,1.94,0.23,,1.42,2.0,4.29,1.32,3.58,,86.57,0.23,213.02,310.15,,
2020-07-15 09:00:00,2020-07-15 10:00:00,8.65,19.27,4.06,5.48,5.28,26.8,1.92,0.25,,1.34,2.0,4.27,1.26,3.6,,88.12,0.44,214.22,326.48,,
2020-07-15 10:00:00,2020-07-15 11:00:00,5.05,10.9,5.5,7.89,8.33,13.88,2.25,0.33,,1.43,1.94,4.33,1.16,3.64,,90.37,0.47,213.42,375.85,,
2020-07-15 11:00:00,2020-07-15 12:00:00,6.72,22.8,5.17,7.26,6.9,12.46,2.64,0.33,,1.33,1.95,4.23,1.32,3.58,,91.72,0.36,163.88,346.12,,
2020-07-15 12:00:00,2020-07-15 13:00:00,8.96,13.18,5.03,9.11,8.32,12.75,4.64,0.25,,1.44,1.85,4.27,1.38,3.68,,86.51,0.32,149.88,497.0,,
2020-07-15 13:00:00,2020-07-15 14:00:00,,,6.04,10.76,9.69,12.16,4.59,0.28,,1.31,1.96,4.34,1.27,3.61,,92.63,0.58,217.87,622.03,,
2020-07-15 14:00:00,2020-07-15 15:00:00,14.78,26.97,7.51,11.3,11.53,11.21,2.66,0.28,,1.38,1.98,4.3,1.32,3.58,,91.91,0.43,198.59,437.3,,
2020-07-15 15:00:00,2020-07-15 16:00:00,9.04,25.18,5.9,9.49,9.28,11.29,2.84,0.28,,1.46,2.08,4.31,1.45,3.59,,90.69,0.42,195.74,293.23,,
2020-07-15 16:00:00,2020-07-15 17:00:00,11.94,23.64,4.6,9.67,8.44,9.55,3.07,0.24,,1.49,1.93,4.32,1.36,3.58,,86.01,0.42,210.93,291.85,,
2020-07-15 17:00:00,2020-07-15 18:00:00,7.18,20.81,3.58,8.41,6.3,11.17,3.21,0.24,,1.29,1.83,4.26,1.43,3.61,,84.63,0.56,184.41,220.1,,
2020-07-15 18:00:00,2020-07-15 19:00:00,9.04,28.2,7.52,18.91,15.2,10.65,3.85,0.32,,1.27,2.0,4.29,1.27,3.59,,78.51,0.47,171.46,70.0,,
2020-07-15 19:00:00,2020-07-15 20:00:00,11.25,35.61,8.39,16.68,13.16,9.01,3.56,0.31,,1.27,2.1,4.26,1.23,3.6,,77.78,0.39,115.15,70.0,,
2020-07-15 20:00:00,2020-07-15 21:00:00,19.23,19.59,9.41,23.31,18.38,11.06,4.33,0.36,,1.4,1.7,4.27,1.37,3.55,,77.38,0.49,186.51,70.0,,
2020-07-15 21:00:00,2020-07-15 22:00:00,17.37,23.11,4.07,15.22,8.52,7.99,3.95,0.23,,1.27,2.05,4.33,1.31,3.55,,77.05,0.55,189.3,69.6,,
2020-07-15 22:00:00,2020-07-15 23:00:00,11.45,21.01,6.07,11.12,10.53,13.08,2.26,0.18,,1.45,1.78,4.27,1.29,3.61,,77.28,0.59,174.78,70.0,,
2020-07-15 23:00:00,2020-07-16 00:00:00,6.16,16.43,5.35,8.49,8.8,11.79,2.15,0.18,,1.46,1.87,4.29,1.21,3.58,,76.86,0.33,156.26,70.0,,
2020-07-16 00:00:00,2020-07-16 01:00:00,2.89,9.5,4.88,9.62,8.48,4.07,2.9,0.17,,1.29,2.03,4.34,1.2,3.58,,73.54,0.35,210.15,70.0,,
2020-07-16 01:00:00,2020-07-16 02:00:00,1.44,12.1,3.7,8.38,6.84,8.22,3.01,0.18,,1.4,1.96,4.34,1.28,3.59,,73.13,0.34,170.34,69.22,,
2020-07-16 02:00:00,2020-07-16 03:00:00,1.29,7.58,1.47,7.62,4.0,10.78,3.01,0.18,,1.39,2.13,4.33,1.31,3.55,,71.81,0.3,122.14,61.25,,
2020-07-16 03:00:00,2020-07-16 04:00:00,5.26,18.45,4.01,5.89,5.87,12.78,2.88,0.17,,1.47,1.84,4.33,1.26,3.61,,71.47,0.33,120.81,70.0,,
2020-07-16 04:00:00,2020-07-16 05:00:00,5.22,11.5,3.23,6.59,5.8,15.7,2.06,0.17,,1.46,1.92,4.21,1.31,3.56,,70.57,0.52,112.95,70.0,,
2020-07-16 05:00:00,2020-07-16 06:00:00,7.39,7.96,1.95,6.54,4.38,15.82,1.75,0.17,,1.31,2.09,4.33,1.15,3.62,,70.21,0.45,188.46,70.0,,
2020-07-16 06:00:00,2020-07-16 07:00:00,,,3.44,7.57,6.13,16.21,2.2,0.2,,1.42,2.09,4.28,1.31,3.61,,70.4,0.39,173.97,105.2,,
