From Date,To Date,PM2.5 (ug/m3),PM10 (ug/m3),NO (ug/m3),NO2 (ug/m3),NOx (ppb),NH3 (ug/m3),SO2 (ug/m3),CO (mg/m3),Ozone (ug/m3),Benzene (ug/m3),Toluene (ug/m3),Temp (degree C),RH (%),WS (),WD (degree),SR (),BP (mmHg),VWS (m/s),AT (degree C),RF (mm)
2020-07-15 21:00:00,2020-07-15 22:00:00,12.33,74.0,3.45,20.65,13.82,19.35,10.75,0.53,19.77,0.62,7.75,,61.2,3.17,98.8,3.6,976.98,,35.62,0.0
2020-07-15 22:00:00,2020-07-15 23:00:00,9.0,46.0,2.4,11.2,7.92,19.57,10.33,0.43,15.65,0.4,3.97,,63.77,2.92,99.67,3.6,977.0,,35.2,0.0
2020-07-15 23:00:00,2020-07-16 00:00:00,9.5,29.0,2.93,10.5,7.97,17.98,10.78,0.43,11.97,0.3,3.2,,66.2,2.45,104.32,3.6,976.95,,34.9,0.0
2020-07-16 00:00:00,2020-07-16 01:00:00,11.0,39.0,2.08,11.2,7.65,16.3,11.08,0.5,12.78,0.22,6.65,,66.88,2.27,111.42,3.6,976.98,,34.75,0.0
2020-07-16 01:00:00,2020-07-16 02:00:00,19.0,45.0,3.38,15.45,10.95,18.75,12.32,0.5,,0.28,8.38,,66.35,2.65,119.03,3.58,976.9,,34.62,0.0
2020-07-16 02:00:00,2020-07-16 03:00:00,23.0,46.0,3.5,17.3,12.0,25.5,10.7,0.5,2.0,0.28,4.5,,68.42,2.48,116.57,3.57,976.93,,34.38,0.0
2020-07-16 03:00:00,2020-07-16 04:00:00,25.0,52.0,3.43,15.9,11.25,18.85,12.07,0.5,5.33,0.25,5.92,,69.2,2.0,116.03,3.6,976.9,,34.35,0.0
2020-07-16 04:00:00,2020-07-16 05:00:00,19.0,36.0,2.83,10.8,8.05,15.35,11.9,0.45,7.47,0.3,6.25,,69.35,2.55,108.93,3.6,977.0,,34.27,0.0
2020-07-16 05:00:00,2020-07-16 06:00:00,16.25,35.0,2.57,14.47,9.82,20.48,9.35,0.5,7.95,0.17,10.75,,70.92,2.1,106.2,5.38,976.98,,34.08,0.0
2020-07-16 06:00:00,2020-07-16 07:00:00,23.0,45.0,2.65,14.28,9.75,23.82,7.78,0.5,6.0,0.17,7.33,,75.28,2.18,100.88,28.05,977.0,,33.62,0.0
2020-07-16 07:00:00,2020-07-16 08:00:00,22.0,34.0,5.12,19.42,14.5,23.9,9.1,0.6,5.53,0.2,9.9,,74.0,2.33,104.35,60.08,977.02,,33.98,0.0
2020-07-16 08:00:00,2020-07-16 09:00:00,26.5,44.0,5.7,20.08,15.32,23.35,9.38,0.67,6.43,0.2,9.95,,71.52,1.95,103.8,156.88,977.05,,34.5,0.0
2020-07-16 09:00:00,2020-07-16 10:00:00,25.0,53.0,7.15,20.38,16.68,22.67,9.5,0.7,7.3,0.25,10.1,,67.42,2.25,105.18,257.88,976.98,,35.38,0.0
2020-07-16 10:00:00,2020-07-16 11:00:00,25.0,56.0,6.57,34.23,23.57,30.6,,1.23,,0.65,10.27,,70.28,1.98,110.25,250.45,976.88,,35.28,0.0
2020-07-16 11:00:00,2020-07-16 12:00:00,31.0,61.0,,,,,,,18.37,1.0,13.4,,61.08,2.2,110.42,504.07,976.8,,36.83,0.0
2020-07-16 12:00:00,2020-07-16 13:00:00,23.75,52.0,,,,,,,15.78,0.82,9.8,,55.73,2.38,116.12,530.27,976.8,,37.33,0.0
2020-07-16 13:00:00,2020-07-16 14:00:00,21.75,52.0,,,,,,,16.57,0.7,7.45,,53.13,2.73,125.43,563.83,976.8,,37.83,0.0
2020-07-16 14:00:00,2020-07-16 15:00:00,24.0,47.0,3.95,18.9,13.25,37.45,9.05,0.47,20.37,0.62,5.45,,50.93,1.98,100.92,531.73,976.9,,38.38,0.0
2020-07-16 15:00:00,2020-07-16 16:00:00,18.5,50.0,2.95,17.62,11.8,33.23,8.47,0.62,21.5,0.57,6.25,,53.1,2.7,104.08,327.25,976.85,,37.83,0.0
2020-07-16 16:00:00,2020-07-16 17:00:00,20.0,50.0,5.9,25.85,18.58,30.18,10.7,0.75,14.03,0.7,9.5,,59.33,3.6,104.97,124.75,976.7,,36.15,1.75
2020-07-16 17:00:00,2020-07-16 18:00:00,,,10.85,40.4,30.32,24.8,11.53,0.93,10.73,1.05,16.15,,57.3,2.38,101.3,63.15,976.7,,35.8,0.0
2020-07-16 18:00:00,2020-07-16 19:00:00,20.0,45.0,12.05,49.5,36.18,23.55,12.75,0.47,7.57,1.3,16.8,,57.75,1.43,101.4,35.73,976.85,,35.95,0.0
2020-07-16 19:00:00,2020-07-16 20:00:00,21.75,73.0,15.33,61.7,45.3,25.02,15.25,0.55,6.55,1.9,22.75,,59.6,1.28,83.65,5.05,977.0,,35.85,0.0
2020-07-16 20:00:00,2020-07-16 21:00:00,30.0,114.0,7.12,54.12,34.6,21.47,16.4,0.6,5.42,2.62,43.85,,61.48,1.6,77.65,3.67,977.02,,35.75,0.0
2020-07-16 21:00:00,2020-07-16 22:00:00,38.0,100.0,7.1,45.88,30.18,21.47,16.68,0.53,5.05,2.3,38.15,,62.38,1.77,93.2,3.6,977.0,,35.73,0.0
2020-07-16 22:00:00,2020-07-16 23:00:00,34.0,101.0,3.73,25.75,16.7,22.72,16.03,0.3,7.45,1.67,25.23,,63.32,1.8,99.78,3.57,976.98,,35.65,0.0
2020-07-16 23:00:00,2020-07-17 00:00:00,29.5,79.0,2.72,14.2,9.75,22.32,13.38,0.13,8.62,1.1,12.27,,64.4,2.85,100.72,3.58,976.98,,35.5,0.0
2020-07-17 00:00:00,2020-07-17 01:00:00,25.0,58.0,2.43,17.2,11.12,22.0,12.33,0.12,10.32,0.95,18.7,,65.45,2.2,105.25,3.55,976.98,,35.33,0.0
2020-07-17 01:00:00,2020-07-17 02:00:00,27.0,62.0,2.97,18.32,12.17,23.98,12.62,0.18,,1.12,21.1,,66.45,2.0,113.42,3.52,976.92,,35.1,0.0
2020-07-17 02:00:00,2020-07-17 03:00:00,33.0,63.0,2.1,17.8,11.2,36.8,11.3,0.1,5.1,3.15,15.28,,66.85,2.55,117.15,3.5,976.98,,34.9,0.0
2020-07-17 03:00:00,2020-07-17 04:00:00,29.25,59.0,2.72,10.57,7.85,33.33,10.88,0.1,11.88,0.85,8.3,,67.78,2.35,113.4,3.52,976.95,,34.62,0.0
2020-07-17 04:00:00,2020-07-17 05:00:00,30.0,42.5,3.1,20.77,13.57,43.25,10.17,0.15,9.72,0.7,7.88,,69.07,2.23,117.38,3.5,977.0,,34.48,0.0
2020-07-17 05:00:00,2020-07-17 06:00:00,36.0,50.0,4.15,27.7,18.1,41.25,10.85,0.23,9.0,0.7,7.03,,70.38,2.27,116.13,8.12,977.0,,34.4,0.0
2020-07-17 06:00:00,2020-07-17 07:00:00,36.0,56.0,6.95,29.38,21.27,35.5,10.48,0.23,6.03,0.8,7.08,,70.38,1.93,120.62,58.85,977.05,,34.62,0.0
2020-07-17 07:00:00,2020-07-17 08:00:00,35.0,58.0,6.52,21.75,16.9,32.35,10.4,0.3,2.25,0.8,8.5,,69.6,2.45,123.03,117.95,976.88,,34.88,0.0
2020-07-17 08:00:00,2020-07-17 09:00:00,36.0,,5.1,18.93,14.2,,11.02,,,,,,67.8,2.95,110.02,178.03,976.6,,35.32,0.0
2020-07-17 09:00:00,2020-07-17 10:00:00,42.25,,6.03,25.88,18.68,,11.18,,,,,,67.17,3.42,112.42,201.85,976.55,,35.4,0.0
2020-07-17 10:00:00,2020-07-17 11:00:00,52.75,58.0,6.08,21.92,16.62,,9.37,0.35,14.8,0.15,5.6,,64.7,3.72,105.88,394.47,976.65,,35.95,0.0
2020-07-17 11:00:00,2020-07-17 12:00:00,46.5,77.0,5.68,20.95,15.77,17.67,12.25,0.53,14.47,0.2,9.32,,61.88,2.92,105.6,489.75,976.7,,36.42,0.0
2020-07-17 12:00:00,2020-07-17 13:00:00,47.75,75.25,3.62,14.15,10.5,21.2,13.75,0.23,17.93,0.28,8.78,,57.92,2.17,103.8,691.65,976.72,,37.38,0.0
2020-07-17 13:00:00,2020-07-17 14:00:00,46.25,70.0,4.15,20.12,14.1,21.05,12.8,0.4,16.6,0.2,7.27,,57.8,2.25,122.17,243.2,976.62,,37.12,0.0
2020-07-17 14:00:00,2020-07-17 15:00:00,44.75,69.5,4.27,15.4,11.72,21.15,14.05,0.5,16.28,0.2,7.0,,55.4,1.75,127.68,469.95,976.7,,37.8,0.0
2020-07-17 15:00:00,2020-07-17 16:00:00,43.0,70.25,3.45,13.82,10.15,20.35,14.7,0.47,12.82,0.17,4.07,,65.22,2.27,172.53,132.57,976.65,,35.67,0.38
2020-07-17 16:00:00,2020-07-17 17:00:00,33.75,69.5,10.03,43.22,31.17,18.6,14.27,0.9,8.53,0.17,4.15,,75.92,0.88,266.18,96.3,976.52,,34.45,0.0
2020-07-17 17:00:00,2020-07-17 18:00:00,42.0,50.0,10.62,41.95,30.95,18.95,13.88,0.9,7.5,0.35,13.7,,72.47,0.4,276.8,84.52,976.62,,35.48,0.0
2020-07-17 18:00:00,2020-07-17 19:00:00,44.25,64.0,25.17,63.72,54.42,19.28,14.28,0.83,7.0,0.5,18.82,,74.3,0.4,271.15,27.15,976.58,,35.2,0.0
2020-07-17 19:00:00,2020-07-17 20:00:00,55.0,87.75,46.12,69.55,74.6,18.17,18.88,1.6,9.18,0.7,28.85,,76.3,0.82,148.1,4.6,976.67,,34.72,0.0
2020-07-17 20:00:00,2020-07-17 21:00:00,70.0,116.25,20.45,67.05,52.35,20.77,20.68,1.12,7.05,1.18,36.25,,70.23,1.33,97.2,3.52,976.7,,35.05,0.0
2020-07-17 21:00:00,2020-07-17 22:00:00,72.25,116.5,16.57,60.22,45.55,19.83,23.55,0.85,6.55,0.67,23.05,,71.47,1.12,83.8,3.58,976.75,,34.83,0.0
2020-07-17 22:00:00,2020-07-17 23:00:00,50.0,94.0,5.12,45.8,28.57,18.68,20.53,0.55,7.85,0.6,18.3,,69.0,1.48,100.6,3.52,976.68,,35.18,0.0
2020-07-17 23:00:00,2020-07-18 00:00:00,43.25,83.5,3.3,29.05,18.15,22.38,11.9,0.27,9.43,0.4,13.0,,69.12,1.75,99.5,3.52,976.6,,35.12,0.0
2020-07-18 00:00:00,2020-07-18 01:00:00,41.0,76.75,2.48,19.5,12.42,22.42,6.35,0.1,9.2,0.33,14.78,,70.3,1.8,99.3,3.5,976.62,,35.0,0.0
2020-07-18 01:00:00,2020-07-18 02:00:00,40.5,70.75,3.92,18.93,13.25,27.35,4.97,0.1,9.3,0.45,15.7,,69.97,1.9,119.7,3.43,976.6,,34.98,0.0
2020-07-18 02:00:00,2020-07-18 03:00:00,38.25,71.5,4.5,19.7,14.2,30.5,5.4,0.2,8.58,0.48,7.8,,70.78,1.23,112.22,3.48,976.6,,34.8,0.0
2020-07-18 03:00:00,2020-07-18 04:00:00,37.25,67.75,3.15,17.6,11.92,20.18,3.55,0.1,8.62,0.35,4.97,,71.88,1.2,113.62,3.4,976.6,,34.68,0.0
2020-07-18 04:00:00,2020-07-18 05:00:00,41.0,72.25,2.6,15.2,10.2,18.6,3.37,0.12,8.75,0.3,5.22,,71.38,1.4,115.12,3.45,976.58,,34.7,0.0
2020-07-18 05:00:00,2020-07-18 06:00:00,40.75,76.25,4.77,13.68,11.2,17.35,11.75,0.2,7.28,0.3,4.42,,71.93,1.15,107.95,5.03,976.55,,34.55,0.0
2020-07-18 06:00:00,2020-07-18 07:00:00,40.5,69.75,7.68,22.35,18.15,18.05,14.48,0.2,6.8,0.35,5.58,,72.53,1.4,106.48,24.0,976.57,,34.52,0.0
2020-07-18 07:00:00,2020-07-18 08:00:00,43.0,74.5,5.88,18.53,14.62,17.6,12.82,0.2,7.22,0.38,5.45,,71.95,2.02,109.05,41.3,976.58,,34.62,0.0
2020-07-18 08:00:00,2020-07-18 09:00:00,46.0,74.0,6.28,17.43,14.4,17.67,14.67,0.22,7.92,0.38,7.67,,72.17,2.17,100.72,101.67,976.6,,34.7,0.0
2020-07-18 09:00:00,2020-07-18 10:00:00,41.75,70.75,6.35,18.22,14.88,16.43,13.83,0.22,7.8,0.38,10.1,,69.55,2.1,99.73,194.8,976.6,,34.98,0.0
2020-07-18 10:00:00,2020-07-18 11:00:00,29.5,59.0,5.12,24.9,17.45,15.45,12.33,0.25,14.03,0.38,13.1,,65.05,1.7,82.6,342.62,976.62,,35.8,0.0
2020-07-18 11:00:00,2020-07-18 12:00:00,32.0,78.0,3.9,22.7,15.28,15.2,11.05,0.27,19.15,0.45,30.93,,60.57,1.47,62.77,415.62,976.67,,36.28,0.0
2020-07-18 12:00:00,2020-07-18 13:00:00,31.25,70.0,3.58,14.02,10.4,13.2,10.02,0.05,18.83,0.35,23.28,,59.12,1.88,71.53,476.15,976.67,,36.45,0.0
2020-07-18 13:00:00,2020-07-18 14:00:00,20.75,62.25,3.43,13.82,10.15,13.5,9.1,0.03,15.75,0.33,22.75,,56.45,2.1,90.1,536.0,976.7,,37.25,0.0
2020-07-18 14:00:00,2020-07-18 15:00:00,23.25,57.0,3.72,14.38,10.65,13.53,8.72,0.08,18.08,0.25,17.7,,55.47,1.47,73.05,475.85,976.7,,37.62,0.0
2020-07-18 15:00:00,2020-07-18 16:00:00,25.0,59.25,3.57,15.47,11.15,12.65,8.83,0.1,15.8,0.25,21.48,,57.35,2.12,98.43,330.57,976.62,,37.12,0.0
2020-07-18 16:00:00,2020-07-18 17:00:00,29.25,66.5,3.27,20.52,13.57,11.72,7.17,0.17,11.9,0.25,15.02,,60.1,2.12,112.73,216.25,976.6,,36.67,0.0
2020-07-18 17:00:00,2020-07-18 18:00:00,31.5,66.25,3.4,27.07,17.2,11.8,7.95,0.23,10.03,0.3,14.75,,62.53,2.47,107.95,115.7,976.6,,36.08,0.0
2020-07-18 18:00:00,2020-07-18 19:00:00,26.25,61.75,4.97,36.58,23.5,10.98,9.08,0.25,6.95,0.35,16.5,,64.17,1.98,101.67,41.62,976.6,,35.65,0.0
2020-07-18 19:00:00,2020-07-18 20:00:00,27.5,65.25,5.9,43.62,28.05,11.82,9.8,0.38,5.15,0.38,16.12,,66.28,1.62,104.02,6.15,976.6,,35.27,0.0
2020-07-18 20:00:00,2020-07-18 21:00:00,38.5,69.75,5.55,38.6,25.07,14.65,10.45,0.35,6.32,0.4,19.35,,67.3,1.62,113.43,3.38,976.57,,35.12,0.0
2020-07-18 21:00:00,2020-07-18 22:00:00,40.25,68.75,7.28,36.0,25.07,16.08,10.75,0.33,6.25,0.55,19.27,,68.47,2.05,121.28,3.35,976.6,,34.98,0.0
2020-07-18 22:00:00,2020-07-18 23:00:00,36.75,56.75,4.05,25.6,16.9,14.5,9.93,0.15,5.25,0.43,12.82,,69.5,2.28,119.1,3.33,976.55,,34.73,0.0
2020-07-18 23:00:00,2020-07-19 00:00:00,23.0,50.25,3.03,24.43,15.48,12.55,9.82,0.1,4.22,0.3,6.45,,69.85,1.65,111.05,3.4,976.6,,34.58,0.0
2020-07-19 00:00:00,2020-07-19 01:00:00,20.75,48.75,2.62,21.05,13.35,14.03,9.03,0.1,4.03,0.33,5.3,,69.83,2.22,113.12,3.3,976.52,,34.45,0.0
2020-07-19 01:00:00,2020-07-19 02:00:00,23.0,42.0,2.45,15.35,10.18,41.33,9.65,0.07,5.75,0.4,4.1,,69.02,2.17,110.38,3.33,976.52,,34.32,0.0
2020-07-19 02:00:00,2020-07-19 03:00:00,22.25,41.0,3.3,11.9,9.0,46.2,9.5,,4.85,0.4,3.58,,69.22,1.75,264.1,2.97,976.38,,34.2,0.5
2020-07-19 03:00:00,2020-07-19 04:00:00,20.0,38.0,2.2,8.78,6.48,36.75,7.55,,5.5,0.27,3.62,,81.72,1.53,162.2,3.35,976.55,,32.82,2.0
2020-07-19 04:00:00,2020-07-19 05:00:00,,,1.75,10.75,7.15,34.85,8.23,,4.35,0.0,2.2,,83.12,0.97,139.77,3.38,976.6,,32.88,0.0
2020-07-19 05:00:00,2020-07-19 06:00:00,29.0,33.0,4.85,18.82,14.0,32.4,11.15,0.1,5.95,0.1,3.4,,82.47,1.3,239.95,4.15,976.4,,33.1,0.75
2020-07-19 06:00:00,2020-07-19 07:00:00,30.0,33.25,3.6,18.07,12.57,31.15,12.68,0.05,12.17,0.12,10.55,,83.67,2.33,260.7,3.83,976.35,,32.7,11.38
2020-07-19 07:00:00,2020-07-19 08:00:00,33.0,26.0,1.83,9.12,6.35,26.4,11.68,,5.95,0.0,1.5,,84.7,1.75,228.15,5.85,976.38,,31.77,3.0
2020-07-19 08:00:00,2020-07-19 09:00:00,,2.75,3.17,24.55,15.62,23.67,10.42,0.0,4.95,0.1,2.75,,83.35,1.0,292.82,12.32,976.27,,31.5,0.28
2020-07-19 09:00:00,2020-07-19 10:00:00,6.0,6.5,6.5,34.9,23.85,23.2,11.3,0.12,3.58,0.1,2.9,,82.43,0.62,177.55,56.92,976.4,,32.03,0.12
2020-07-19 10:00:00,2020-07-19 11:00:00,6.0,11.0,9.9,28.85,23.42,21.88,12.87,0.12,3.9,0.1,4.83,,76.88,1.5,317.15,189.95,976.18,,32.77,0.0
2020-07-19 11:00:00,2020-07-19 12:00:00,7.0,19.0,6.03,24.35,17.88,22.85,11.2,0.13,4.28,0.12,5.65,,72.78,1.6,313.62,353.6,976.15,,33.78,0.0
2020-07-19 12:00:00,2020-07-19 13:00:00,8.5,19.75,3.25,16.62,11.5,27.0,9.98,0.07,5.15,0.2,12.5,,66.83,2.87,292.77,510.23,976.15,,34.8,0.0
2020-07-19 13:00:00,2020-07-19 14:00:00,11.75,20.0,2.08,13.7,8.95,29.12,8.22,,5.48,0.15,8.28,,60.95,1.88,304.5,593.88,976.28,,35.83,0.0
2020-07-19 14:00:00,2020-07-19 15:00:00,9.25,17.5,2.0,10.47,7.18,37.0,6.85,0.0,8.05,0.1,5.75,,57.08,1.48,286.78,657.4,976.27,,36.88,0.0
2020-07-19 15:00:00,2020-07-19 16:00:00,12.0,28.75,2.95,8.88,7.1,53.55,6.25,,7.0,0.1,3.45,,57.8,2.12,285.12,522.02,976.22,,36.95,0.0
2020-07-19 16:00:00,2020-07-19 17:00:00,9.5,29.5,2.42,7.3,5.88,51.85,6.17,,6.75,0.1,1.48,,58.8,1.98,309.95,319.6,976.2,,36.75,0.0
2020-07-19 17:00:00,2020-07-19 18:00:00,11.0,27.75,2.12,9.93,7.0,43.03,6.5,0.0,6.57,0.12,2.15,,62.35,1.38,315.48,96.05,976.12,,36.23,0.0
2020-07-19 18:00:00,2020-07-19 19:00:00,14.0,42.75,2.83,15.38,10.47,37.62,7.43,0.03,6.17,0.32,6.08,,64.1,1.07,326.4,56.77,976.15,,36.08,0.0
2020-07-19 19:00:00,2020-07-19 20:00:00,22.25,57.75,2.5,20.2,12.8,33.55,7.57,0.1,4.33,0.22,7.15,,72.25,0.2,271.42,4.25,976.23,,34.88,0.0
2020-07-19 20:00:00,2020-07-19 21:00:00,21.0,47.0,3.85,46.6,27.95,28.85,7.55,0.55,3.65,0.2,11.68,,74.93,0.28,210.2,3.18,976.27,,34.45,0.0
2020-07-19 21:00:00,2020-07-19 22:00:00,25.25,62.0,17.4,68.62,50.67,26.4,9.65,0.82,2.95,0.4,20.25,,75.5,0.3,176.78,3.35,976.38,,34.32,0.0
2020-07-19 22:00:00,2020-07-19 23:00:00,30.0,67.5,33.3,71.1,64.95,26.73,11.93,1.27,3.9,0.32,18.85,,76.1,0.62,144.2,3.3,976.35,,34.32,0.0
2020-07-19 23:00:00,2020-07-20 00:00:00,35.75,87.75,24.88,60.2,52.32,29.47,14.35,1.27,18.97,0.5,29.17,,71.38,1.38,168.12,3.2,976.3,,34.53,0.0
2020-07-20 00:00:00,2020-07-20 01:00:00,44.0,77.0,3.02,22.57,14.47,25.2,10.93,,16.57,0.23,11.43,,67.35,1.8,244.08,3.0,976.15,,33.03,0.0
2020-07-20 01:00:00,2020-07-20 02:00:00,,9.75,3.08,21.62,14.0,37.62,7.1,,14.45,,,,72.9,2.05,216.75,3.05,976.2,,32.55,0.0
2020-07-20 02:00:00,2020-07-20 03:00:00,1.0,6.0,2.1,35.4,20.6,46.7,4.7,,12.0,,,,73.97,2.15,263.23,2.95,976.18,,32.57,0.0
2020-07-20 03:00:00,2020-07-20 04:00:00,2.25,7.5,3.0,35.27,21.2,40.1,3.9,,15.32,,,,74.6,1.27,288.07,2.9,976.1,,32.57,0.0
2020-07-20 04:00:00,2020-07-20 05:00:00,5.75,13.5,2.55,20.4,12.95,42.8,4.17,,19.25,,,,75.58,1.83,314.43,2.75,976.1,,32.43,0.0
2020-07-20 05:00:00,2020-07-20 06:00:00,4.25,15.75,2.12,8.45,6.22,41.78,7.62,,16.62,,,,76.03,1.57,303.88,5.9,976.1,,32.4,0.0
2020-07-20 06:00:00,2020-07-20 07:00:00,2.25,11.5,3.4,25.8,16.48,37.33,8.1,0.1,8.0,,,,73.7,1.1,277.52,24.02,976.1,,32.73,0.0
2020-07-20 07:00:00,2020-07-20 08:00:00,3.75,18.75,5.15,30.67,20.48,35.7,9.03,0.1,3.45,,,,70.3,1.27,282.9,108.08,976.15,,33.23,0.0
2020-07-20 08:00:00,2020-07-20 09:00:00,6.0,20.25,4.47,18.57,13.5,34.97,9.0,,5.1,,,,67.33,2.1,292.02,168.7,976.12,,33.65,0.0
2020-07-20 09:00:00,2020-07-20 10:00:00,6.25,27.25,3.72,15.0,11.0,34.83,8.28,,6.02,,,,66.95,2.85,303.35,187.8,976.1,,33.7,0.0
2020-07-20 10:00:00,2020-07-20 11:00:00,7.0,28.0,3.12,13.88,9.93,37.75,8.13,,6.72,,,,67.53,2.83,303.6,159.75,976.1,,33.4,0.0
2020-07-20 11:00:00,2020-07-20 12:00:00,8.0,26.75,3.07,14.57,10.28,38.85,12.55,,7.7,,,,66.97,1.88,309.42,301.05,976.12,,33.7,0.0
2020-07-20 12:00:00,2020-07-20 13:00:00,11.75,25.5,3.1,13.68,9.8,40.88,13.85,0.0,10.0,0.1,4.1,,64.03,3.2,299.83,312.48,976.12,,34.25,0.0
2020-07-20 13:00:00,2020-07-20 14:00:00,12.5,30.25,3.12,12.88,9.4,43.3,13.05,0.0,13.85,0.1,8.92,,66.45,1.77,300.4,313.9,976.15,,33.75,0.0
2020-07-20 14:00:00,2020-07-20 15:00:00,8.0,24.0,3.08,14.6,10.3,40.58,12.5,0.05,19.62,0.35,14.6,,63.48,1.48,320.62,505.85,976.25,,34.58,0.0
2020-07-20 15:00:00,2020-07-20 16:00:00,8.75,29.75,2.17,18.75,11.72,40.38,12.22,0.12,23.12,0.85,18.1,,61.52,1.2,314.1,487.5,976.3,,35.27,0.0
2020-07-20 16:00:00,2020-07-20 17:00:00,11.25,31.5,2.67,20.73,13.23,42.38,12.63,0.15,30.7,1.12,22.78,,56.95,0.75,232.47,388.05,976.35,,36.18,0.0
2020-07-20 17:00:00,2020-07-20 18:00:00,11.75,37.0,2.25,18.45,11.65,40.67,12.05,0.1,32.28,0.95,22.82,,56.9,0.95,299.5,208.4,976.25,,36.22,0.0
2020-07-20 18:00:00,2020-07-20 19:00:00,13.75,37.0,2.7,46.05,26.72,37.33,11.45,0.42,25.62,1.1,22.75,,61.28,0.7,125.22,55.77,976.4,,35.38,0.0
2020-07-20 19:00:00,2020-07-20 20:00:00,24.75,62.25,3.95,101.45,57.17,35.58,14.5,1.1,16.45,2.0,31.3,,66.0,1.2,103.5,5.55,976.4,,34.42,0.0
2020-07-20 20:00:00,2020-07-20 21:00:00,33.5,86.75,5.37,87.53,50.92,36.58,16.93,1.05,19.6,2.62,39.38,,66.38,1.2,126.25,3.35,976.4,,34.38,0.0
2020-07-20 21:00:00,2020-07-20 22:00:00,37.25,94.25,5.2,92.53,53.45,35.62,17.32,0.95,12.35,2.52,43.08,,67.33,1.05,113.33,3.4,976.4,,34.15,0.0
2020-07-20 22:00:00,2020-07-20 23:00:00,41.25,86.25,8.58,63.15,40.6,35.8,18.97,0.6,11.62,2.1,34.02,,67.65,0.88,149.97,3.3,976.33,,34.2,0.0
2020-07-20 23:00:00,2020-07-21 00:00:00,28.25,57.75,3.08,26.47,16.57,25.88,12.75,0.2,9.05,0.97,18.27,,75.52,0.72,191.38,3.27,976.33,,33.32,0.25
2020-07-21 00:00:00,2020-07-21 01:00:00,10.75,19.25,1.82,12.1,7.93,32.38,9.58,0.1,10.53,0.55,12.15,,78.58,3.22,265.72,3.02,976.18,,31.65,0.38
2020-07-21 01:00:00,2020-07-21 02:00:00,1.0,5.0,2.1,3.6,3.62,37.72,6.65,,16.35,0.22,4.97,,77.8,3.38,262.48,2.95,976.15,,31.45,0.0
2020-07-21 02:00:00,2020-07-21 03:00:00,,4.5,1.4,19.0,11.3,32.5,7.6,,13.82,0.25,4.38,,81.4,0.85,189.28,3.3,976.35,,31.32,0.12
2020-07-21 03:00:00,2020-07-21 04:00:00,1.0,3.75,2.68,18.4,11.98,32.07,9.43,,12.93,0.35,7.8,,81.38,1.48,115.15,3.5,976.5,,31.4,0.0
2020-07-21 04:00:00,2020-07-21 05:00:00,2.0,8.0,3.1,23.95,15.25,35.02,9.0,0.1,11.12,0.4,14.07,,81.38,1.25,122.3,3.48,976.43,,31.4,0.0
2020-07-21 05:00:00,2020-07-21 06:00:00,4.5,14.75,4.88,27.0,18.35,32.85,14.98,0.1,10.18,0.43,13.5,,81.35,1.3,226.65,4.85,976.27,,31.45,0.0
2020-07-21 06:00:00,2020-07-21 07:00:00,6.5,18.5,2.6,22.27,14.0,32.52,16.43,0.03,11.95,0.45,14.55,,80.78,1.25,311.78,20.62,976.2,,31.7,0.0
2020-07-21 07:00:00,2020-07-21 08:00:00,16.25,24.75,3.57,24.2,15.83,30.32,16.27,0.1,12.42,0.78,19.73,,76.08,1.38,79.95,123.58,976.48,,32.3,0.0
2020-07-21 08:00:00,2020-07-21 09:00:00,25.0,38.5,7.58,34.92,24.75,31.12,16.65,0.28,21.35,1.05,22.0,,74.22,1.27,113.85,160.85,976.5,,32.85,0.0
2020-07-21 09:00:00,2020-07-21 10:00:00,56.25,63.75,10.38,39.62,29.52,30.8,16.48,0.4,16.85,1.42,31.17,,67.43,1.35,153.97,301.68,976.48,,34.25,0.0
2020-07-21 10:00:00,2020-07-21 11:00:00,45.5,57.0,6.15,28.48,20.15,27.77,16.13,0.27,18.23,1.3,22.05,,61.4,2.0,161.38,445.0,976.5,,35.23,0.0
2020-07-21 11:00:00,2020-07-21 12:00:00,24.0,36.0,5.33,20.02,14.97,25.25,10.6,0.13,24.7,0.85,14.18,,55.62,1.88,150.1,661.08,976.57,,36.38,0.0
2020-07-21 12:00:00,2020-07-21 13:00:00,11.75,29.25,4.22,18.8,13.42,23.98,8.18,0.17,28.02,0.75,15.7,,55.12,1.6,159.97,536.05,976.55,,36.88,0.0
2020-07-21 13:00:00,2020-07-21 14:00:00,20.75,37.25,2.1,19.05,11.88,23.85,10.25,0.17,20.9,0.72,15.38,,62.98,1.05,304.3,170.53,976.32,,35.47,0.0
2020-07-21 14:00:00,2020-07-21 15:00:00,23.0,33.75,2.42,9.73,7.15,23.55,10.22,0.05,15.9,0.95,29.87,,80.55,3.35,296.15,10.0,976.2,,31.38,6.88
2020-07-21 15:00:00,2020-07-21 16:00:00,5.0,11.0,3.23,30.62,18.93,22.08,9.15,0.17,10.8,0.68,12.03,,83.65,0.72,209.07,31.55,976.42,,31.4,0.12
2020-07-21 16:00:00,2020-07-21 17:00:00,7.25,11.75,10.7,52.92,36.88,22.3,11.57,0.47,8.4,1.7,26.25,,82.78,0.9,111.2,116.88,976.5,,31.78,0.0
