From Date,To Date,PM2.5 (ug/m3),PM10 (ug/m3),NO (ug/m3),NO2 (ug/m3),NOx (ppb),NH3 (ug/m3),SO2 (ug/m3),CO (mg/m3),Ozone (ug/m3),Benzene (ug/m3),Toluene (ug/m3),Temp (degree C),RH (%),WS (),WD (degree),SR (),BP (mmHg),VWS (m/s),AT (degree C),RF (mm)
2019-02-15 00:00:00,2019-02-15 01:00:00,109.0,161.0,33.9,73.17,66.4,48.67,6.33,0.95,2.38,2.3,25.8,,67.62,1.12,108.92,3.8,994.55,,,0.0
2019-02-15 01:00:00,2019-02-15 02:00:00,94.0,148.0,17.75,61.0,46.9,47.38,7.25,0.88,4.45,2.3,25.28,,72.38,1.18,111.85,3.8,994.32,,,0.0
2019-02-15 02:00:00,2019-02-15 03:00:00,90.25,131.25,12.9,59.4,42.0,46.0,4.9,0.8,3.27,2.3,25.12,,73.38,1.32,111.4,3.8,994.08,,,0.0
2019-02-15 03:00:00,2019-02-15 04:00:00,78.5,115.75,14.23,58.28,42.62,41.08,3.73,0.77,3.75,2.02,24.48,,75.57,1.28,102.28,3.8,993.8,,,0.0
2019-02-15 04:00:00,2019-02-15 05:00:00,77.5,112.0,18.05,56.5,45.0,42.55,2.47,0.67,1.33,1.85,23.37,,74.97,0.4,212.8,3.57,993.47,,,0.0
2019-02-15 05:00:00,2019-02-15 06:00:00,79.25,113.5,40.75,54.47,62.17,45.53,2.67,1.45,1.15,1.8,23.2,,82.85,0.32,235.6,3.42,993.4,,,0.0
2019-02-15 06:00:00,2019-02-15 07:00:00,80.0,118.0,67.17,43.75,77.8,43.9,3.0,1.75,1.23,1.85,23.7,,90.43,0.25,283.85,3.78,993.8,,,0.0
2019-02-15 07:00:00,2019-02-15 08:00:00,81.0,114.0,237.3,41.85,215.68,48.55,6.57,2.25,1.1,1.98,24.57,,92.8,0.72,306.0,26.18,994.38,,,0.0
2019-02-15 08:00:00,2019-02-15 09:00:00,103.0,233.0,172.15,61.7,173.25,40.48,8.4,,1.45,2.45,26.8,,75.77,0.35,327.57,95.0,995.23,,23.1,0.07
2019-02-15 09:00:00,2019-02-15 10:00:00,94.0,185.0,127.78,87.12,151.0,45.25,10.48,,3.67,2.32,26.15,,54.43,0.6,127.07,151.75,995.6,,23.15,0.0
2019-02-15 10:00:00,2019-02-15 11:00:00,116.0,205.0,59.9,108.75,106.72,46.53,9.8,,9.85,2.85,29.75,,45.97,0.55,240.15,254.4,995.5,,23.02,0.0
2019-02-15 11:00:00,2019-02-15 12:00:00,145.0,224.0,33.02,105.98,83.22,48.9,9.22,,18.4,2.77,30.0,,45.3,0.57,243.25,188.6,995.35,,24.05,0.0
2019-02-15 12:00:00,2019-02-15 13:00:00,150.0,230.0,22.7,95.73,69.38,48.98,6.83,,28.62,2.57,28.2,,42.0,0.5,112.67,219.25,994.72,,24.75,0.0
2019-02-15 13:00:00,2019-02-15 14:00:00,135.0,201.0,11.02,59.7,40.98,50.42,9.9,1.57,51.98,2.43,29.47,,38.85,1.05,224.23,290.78,993.73,,24.7,0.0
2019-02-15 14:00:00,2019-02-15 15:00:00,113.0,179.0,4.62,65.8,38.85,57.35,9.93,1.73,56.38,3.65,33.93,,45.42,1.8,310.45,229.1,992.62,,24.78,0.0
2019-02-15 15:00:00,2019-02-15 16:00:00,226.0,326.0,2.83,61.05,34.8,58.0,11.1,1.65,57.05,4.07,33.9,,47.85,2.78,306.92,122.03,992.05,,23.75,0.0
2019-02-15 16:00:00,2019-02-15 17:00:00,230.0,321.0,2.38,45.05,25.93,52.92,9.27,1.6,32.67,4.0,35.18,,55.73,3.42,298.75,67.05,992.2,,23.27,0.0
2019-02-15 17:00:00,2019-02-15 18:00:00,161.0,243.0,3.8,39.27,24.1,48.68,9.98,1.98,20.33,3.38,29.82,,71.8,2.78,297.48,31.85,992.52,,23.35,0.0
2019-02-15 18:00:00,2019-02-15 19:00:00,147.0,206.0,9.57,57.85,38.65,49.03,10.2,2.33,6.05,3.15,28.88,,80.3,1.72,297.05,3.92,992.88,,23.4,0.0
2019-02-15 19:00:00,2019-02-15 20:00:00,138.0,213.0,12.05,58.23,40.88,49.25,8.9,2.25,3.47,3.12,29.58,,80.1,2.62,304.3,3.2,993.6,,24.07,0.0
2019-02-15 20:00:00,2019-02-15 21:00:00,146.0,217.0,2.88,34.42,20.58,50.85,7.82,2.05,12.9,3.08,28.97,,78.2,3.67,300.07,3.17,994.52,,24.65,0.0
2019-02-15 21:00:00,2019-02-15 22:00:00,138.0,190.0,2.77,37.2,22.05,52.7,7.92,1.88,14.75,2.67,24.68,,77.48,2.98,299.77,3.2,995.38,,24.65,0.0
2019-02-15 22:00:00,2019-02-15 23:00:00,141.0,188.0,2.0,39.9,22.9,50.25,7.33,1.93,13.53,2.55,23.55,,80.62,2.35,303.85,3.2,995.7,,24.6,0.0
2019-02-15 23:00:00,2019-02-16 00:00:00,152.0,199.0,2.55,35.77,21.1,52.03,7.43,1.3,11.9,2.8,22.93,,84.1,2.3,305.05,3.15,995.7,,23.7,0.0
2019-02-16 00:00:00,2019-02-16 01:00:00,144.0,204.0,1.4,26.55,15.2,48.48,9.68,1.23,12.25,2.88,22.45,,85.7,3.32,306.25,3.1,995.52,,23.25,0.0
2019-02-16 01:00:00,2019-02-16 02:00:00,161.0,218.0,2.17,11.65,7.22,45.7,9.92,1.15,20.35,2.42,19.82,,84.28,2.93,308.4,3.17,995.33,,23.5,0.0
2019-02-16 02:00:00,2019-02-16 03:00:00,124.0,164.0,0.3,14.8,8.1,46.4,10.0,1.1,22.95,2.23,18.77,,81.05,2.42,295.9,3.2,994.92,,23.55,0.0
2019-02-16 03:00:00,2019-02-16 04:00:00,114.0,145.0,2.2,16.0,10.35,42.4,10.0,1.1,21.68,2.12,18.35,,79.5,2.17,288.35,3.25,994.72,,24.07,0.0
2019-02-16 04:00:00,2019-02-16 05:00:00,102.0,138.0,1.0,20.82,11.9,43.48,9.43,1.13,18.7,1.9,18.02,,81.4,2.52,287.8,3.3,994.67,,24.6,0.0
2019-02-16 05:00:00,2019-02-16 06:00:00,122.0,151.0,3.2,24.8,15.78,44.72,7.1,1.3,13.73,1.9,18.95,,85.18,2.1,292.5,3.27,994.77,,24.6,0.0
2019-02-16 06:00:00,2019-02-16 07:00:00,117.0,164.0,2.9,30.4,18.5,44.8,5.2,1.3,12.23,1.82,18.95,,84.9,2.12,288.05,3.35,995.3,,24.55,0.0
2019-02-16 07:00:00,2019-02-16 08:00:00,123.0,166.0,6.1,36.17,24.25,47.15,6.38,1.35,7.55,1.85,19.3,,85.1,2.05,300.62,6.95,996.13,,23.85,0.0
2019-02-16 08:00:00,2019-02-16 09:00:00,114.0,167.0,10.72,38.8,29.32,45.12,6.7,1.4,7.0,1.9,20.02,,84.3,2.22,283.38,36.95,996.97,,23.3,0.0
2019-02-16 09:00:00,2019-02-16 10:00:00,122.0,184.0,10.25,32.52,25.55,41.97,7.65,1.32,10.48,1.9,20.55,,81.75,2.45,299.52,89.68,997.7,,23.5,0.0
2019-02-16 10:00:00,2019-02-16 11:00:00,134.0,188.0,10.75,31.58,25.43,42.02,9.8,1.4,12.18,2.0,20.07,,79.97,2.6,301.83,100.28,997.95,,23.55,0.0
2019-02-16 11:00:00,2019-02-16 12:00:00,140.0,211.0,9.7,34.23,26.05,41.55,7.2,1.88,14.7,2.25,20.73,,78.22,3.03,287.28,128.6,997.88,,24.0,0.0
2019-02-16 12:00:00,2019-02-16 13:00:00,135.0,199.0,8.2,35.1,25.4,42.6,3.35,2.1,22.08,2.35,22.65,,72.88,2.7,294.7,164.88,997.23,,24.68,0.0
2019-02-16 13:00:00,2019-02-16 14:00:00,144.0,205.0,6.03,30.0,20.8,42.58,2.93,1.98,33.95,2.55,24.62,,5.5,2.23,313.77,233.82,996.1,,24.8,0.0
2019-02-16 14:00:00,2019-02-16 15:00:00,119.0,169.0,5.97,31.82,21.8,40.75,3.75,1.95,42.23,2.78,24.68,,0.4,1.52,328.35,304.0,995.05,,24.9,0.0
2019-02-16 15:00:00,2019-02-16 16:00:00,103.0,144.0,2.17,27.15,16.25,41.85,3.55,1.77,53.1,2.15,23.12,,0.4,1.05,329.55,121.48,994.48,,24.05,0.0
2019-02-16 16:00:00,2019-02-16 17:00:00,75.0,119.0,2.15,34.93,20.3,41.98,2.93,1.8,46.53,2.17,24.1,,0.4,1.75,320.15,49.27,994.48,,23.1,0.0
2019-02-16 17:00:00,2019-02-16 18:00:00,90.0,133.0,3.92,54.62,32.35,39.23,6.97,1.27,25.32,2.13,26.1,,0.4,1.8,308.6,34.0,994.43,,23.2,0.0
2019-02-16 18:00:00,2019-02-16 19:00:00,90.0,150.0,18.8,75.15,55.28,37.88,8.98,1.48,4.65,1.9,20.98,,31.32,1.38,296.6,4.28,994.27,,23.2,0.0
2019-02-16 19:00:00,2019-02-16 20:00:00,91.0,169.0,39.83,74.8,72.17,39.95,11.47,1.83,1.03,2.65,29.15,,80.0,1.62,286.43,3.33,994.62,,23.75,0.0
2019-02-16 20:00:00,2019-02-16 21:00:00,113.0,193.0,28.7,67.92,59.55,42.02,10.03,1.78,0.9,2.65,30.1,,84.65,1.8,291.6,3.3,995.25,,24.55,0.0
2019-02-16 21:00:00,2019-02-16 22:00:00,117.0,196.0,28.35,57.27,53.62,43.95,10.1,1.75,0.95,2.62,28.3,,87.95,1.9,293.8,3.3,995.62,,24.58,0.0
2019-02-16 22:00:00,2019-02-16 23:00:00,124.0,204.0,24.02,54.7,48.72,42.98,10.4,1.67,0.65,2.5,27.2,,89.05,1.4,293.2,3.3,995.65,,24.55,0.0
2019-02-16 23:00:00,2019-02-17 00:00:00,111.0,182.0,49.22,55.57,69.6,44.85,9.7,1.75,0.93,2.55,27.15,,89.8,1.37,288.38,3.27,995.35,,23.88,0.0
2019-02-17 00:00:00,2019-02-17 01:00:00,128.0,215.0,31.38,58.0,56.53,47.4,9.18,1.55,0.75,2.55,27.75,,89.85,1.55,285.77,3.22,994.95,,23.15,0.0
2019-02-17 01:00:00,2019-02-17 02:00:00,146.0,252.0,16.05,52.98,41.27,50.07,11.15,1.4,2.3,2.4,26.33,,92.5,1.33,284.85,3.27,994.2,,23.35,0.0
2019-02-17 02:00:00,2019-02-17 03:00:00,160.0,254.0,8.2,47.5,31.9,49.7,10.4,1.3,1.98,2.23,25.15,,92.67,1.42,297.27,3.2,993.3,,23.35,0.0
2019-02-17 03:00:00,2019-02-17 04:00:00,134.0,223.0,7.8,45.95,30.78,43.73,9.8,1.33,2.6,2.23,25.48,,93.5,1.57,295.35,3.22,992.75,,23.8,0.0
2019-02-17 04:00:00,2019-02-17 05:00:00,114.0,183.0,5.93,44.25,28.38,41.02,7.67,1.3,2.52,2.23,25.48,,93.4,1.28,289.65,3.3,992.45,,24.5,0.0
2019-02-17 05:00:00,2019-02-17 06:00:00,103.0,156.0,14.07,48.9,37.52,40.35,6.0,1.6,2.53,2.15,25.3,,93.58,2.0,280.85,3.3,992.62,,24.5,0.0
2019-02-17 06:00:00,2019-02-17 07:00:00,97.0,160.0,8.3,42.23,29.22,40.3,5.85,1.52,3.77,2.0,23.48,,94.2,2.3,292.78,3.48,993.07,,24.5,0.0
2019-02-17 07:00:00,2019-02-17 08:00:00,89.0,153.0,6.57,35.83,24.4,40.58,7.53,1.5,7.42,1.92,22.3,,95.2,2.45,284.65,20.8,994.17,,23.93,0.0
2019-02-17 08:00:00,2019-02-17 09:00:00,85.0,140.0,11.77,39.15,30.43,40.65,7.6,1.58,9.55,1.9,21.65,,93.6,2.5,274.92,93.82,994.88,,23.25,0.0
2019-02-17 09:00:00,2019-02-17 10:00:00,85.0,150.0,10.8,33.05,26.38,38.18,8.93,1.6,19.82,1.9,19.25,,80.25,2.42,280.55,254.45,995.1,,23.4,0.0
2019-02-17 10:00:00,2019-02-17 11:00:00,113.0,161.0,6.2,29.25,20.57,39.83,11.03,1.47,40.02,1.9,18.28,,61.85,3.23,293.88,380.77,995.05,,23.43,0.0
2019-02-17 11:00:00,2019-02-17 12:00:00,106.0,168.0,4.63,23.4,14.92,37.92,14.15,1.32,63.4,1.83,18.88,,52.55,3.45,301.75,431.5,994.47,,23.6,0.0
2019-02-17 12:00:00,2019-02-17 13:00:00,92.0,141.0,2.7,20.68,12.53,37.32,14.18,1.12,74.67,1.62,17.7,,48.5,3.93,303.67,455.22,993.7,,24.48,0.0
2019-02-17 13:00:00,2019-02-17 14:00:00,92.0,140.0,1.52,15.97,9.67,36.58,14.1,1.12,72.42,1.4,17.05,,47.08,3.6,296.2,358.67,992.55,,24.58,0.0
2019-02-17 14:00:00,2019-02-17 15:00:00,77.0,121.0,1.32,17.63,10.2,34.85,12.02,1.2,82.0,1.23,15.38,,46.8,2.88,308.25,350.15,991.2,,24.65,0.0
2019-02-17 15:00:00,2019-02-17 16:00:00,70.0,110.0,0.95,17.45,9.6,34.8,11.88,1.23,85.02,1.1,15.32,,46.27,2.65,304.9,251.32,990.45,,24.18,0.0
2019-02-17 16:00:00,2019-02-17 17:00:00,62.0,95.0,2.17,21.25,13.1,36.8,11.63,1.07,82.33,1.15,16.65,,47.4,2.75,288.55,162.68,990.25,,23.02,0.0
2019-02-17 17:00:00,2019-02-17 18:00:00,57.0,92.0,2.02,35.02,20.3,34.0,10.7,1.27,64.8,1.12,16.73,,52.98,2.2,295.4,37.23,990.35,,23.33,0.0
2019-02-17 18:00:00,2019-02-17 19:00:00,62.0,107.0,5.47,89.17,50.55,32.5,10.65,1.55,15.03,1.25,18.4,,64.07,1.05,295.15,5.45,990.33,,23.48,0.0
2019-02-17 19:00:00,2019-02-17 20:00:00,81.0,151.0,32.7,103.1,81.48,34.73,9.5,2.17,0.93,1.6,23.65,,70.18,1.02,306.0,5.03,990.35,,23.75,0.0
2019-02-17 20:00:00,2019-02-17 21:00:00,92.0,194.0,110.85,105.28,146.45,36.92,10.18,2.83,1.03,2.2,25.5,,40.67,0.82,309.02,5.0,990.57,,24.48,0.0
2019-02-17 21:00:00,2019-02-17 22:00:00,134.0,252.0,178.25,99.3,198.1,40.0,11.45,3.15,1.02,2.65,27.2,,80.9,0.4,245.75,5.27,991.0,,24.5,0.0
2019-02-17 22:00:00,2019-02-17 23:00:00,152.0,262.0,238.9,91.9,243.77,45.22,13.17,3.73,1.3,3.12,29.18,,85.12,0.7,298.38,5.05,991.12,,24.5,0.0
2019-02-17 23:00:00,2019-02-18 00:00:00,178.0,313.0,162.48,87.95,179.35,46.55,11.05,2.65,0.85,3.5,31.98,,78.6,0.65,322.95,5.0,991.15,,24.18,0.0
2019-02-18 00:00:00,2019-02-18 01:00:00,199.0,318.0,183.82,94.17,200.1,49.73,11.8,2.85,1.15,3.85,34.77,,76.2,0.55,272.3,4.9,991.08,,23.23,0.0
2019-02-18 01:00:00,2019-02-18 02:00:00,268.0,412.0,199.0,85.8,207.82,53.1,13.65,2.7,2.0,4.15,36.1,,81.38,0.5,317.77,4.83,990.4,,23.33,0.0
2019-02-18 02:00:00,2019-02-18 03:00:00,271.0,411.0,150.9,65.4,157.8,52.7,11.8,2.4,0.93,4.2,36.55,,82.62,0.55,227.93,4.92,989.88,,23.4,0.0
2019-02-18 03:00:00,2019-02-18 04:00:00,251.0,362.0,108.82,79.47,131.05,43.5,11.55,1.75,1.57,4.17,36.35,,76.72,0.43,184.15,5.35,989.55,,23.7,0.0
2019-02-18 04:00:00,2019-02-18 05:00:00,196.0,285.0,54.0,70.58,81.45,40.85,9.33,1.17,1.1,3.45,33.38,,19.73,0.38,252.18,5.1,989.0,,24.45,0.0
2019-02-18 05:00:00,2019-02-18 06:00:00,146.0,200.0,77.9,64.95,98.17,36.17,5.7,1.48,1.5,3.05,31.88,,83.55,0.25,227.3,5.3,989.07,,24.55,0.0
2019-02-18 06:00:00,2019-02-18 07:00:00,139.0,190.0,144.03,56.92,147.6,41.38,5.95,1.85,1.7,2.9,30.98,,89.58,0.4,181.38,6.03,989.35,,24.5,0.0
2019-02-18 07:00:00,2019-02-18 08:00:00,134.0,204.0,219.85,79.92,222.62,39.6,8.03,2.33,3.75,2.93,30.23,,79.47,0.3,168.7,28.43,989.82,,24.12,0.0
2019-02-18 08:00:00,2019-02-18 09:00:00,130.0,238.0,148.12,90.3,168.52,44.8,14.88,2.05,22.02,3.1,31.28,,50.75,0.85,197.38,123.12,990.55,,23.1,0.0
2019-02-18 09:00:00,2019-02-18 10:00:00,123.0,246.0,60.43,93.75,98.97,41.75,13.95,1.82,16.55,2.98,31.17,,48.42,1.0,182.7,234.47,991.07,,23.33,0.0
2019-02-18 10:00:00,2019-02-18 11:00:00,144.0,235.0,35.27,72.1,67.15,40.22,15.77,1.4,22.0,2.85,30.5,,37.65,1.43,156.78,289.15,990.85,,23.45,0.0
2019-02-18 11:00:00,2019-02-18 12:00:00,91.0,174.0,23.07,49.48,45.33,34.6,9.83,1.2,37.28,2.3,27.25,,28.77,1.53,149.8,349.75,990.38,,23.55,0.0
2019-02-18 12:00:00,2019-02-18 13:00:00,45.0,89.0,17.4,59.47,45.7,31.45,12.67,1.23,49.9,2.05,26.23,,27.82,1.7,147.12,288.27,989.43,,24.75,0.0
2019-02-18 13:00:00,2019-02-18 14:00:00,58.0,130.0,12.0,51.42,37.27,32.27,6.8,1.1,62.8,1.93,26.1,,26.52,1.78,154.1,337.05,988.0,,24.75,0.0
2019-02-18 14:00:00,2019-02-18 15:00:00,48.0,117.0,9.8,53.9,36.9,34.3,6.9,1.1,69.1,1.8,25.32,,31.25,2.48,135.35,278.55,986.73,,24.72,0.0
2019-02-18 15:00:00,2019-02-18 16:00:00,62.0,168.0,13.28,74.25,50.17,39.6,14.7,1.27,34.55,1.85,25.65,,39.27,2.55,120.1,115.8,985.67,,24.55,0.0
2019-02-18 16:00:00,2019-02-18 17:00:00,67.0,189.0,11.08,61.6,41.93,40.5,13.07,1.3,32.7,1.82,24.23,,44.25,2.67,120.28,127.23,985.08,,23.07,0.0
2019-02-18 17:00:00,2019-02-18 18:00:00,58.0,149.0,13.12,78.28,52.25,33.65,18.12,1.6,26.43,1.9,24.6,,45.5,2.6,118.75,44.05,984.55,,23.27,0.0
2019-02-18 18:00:00,2019-02-18 19:00:00,62.0,156.0,36.1,98.28,81.65,37.5,21.95,1.93,7.58,1.92,24.55,,49.85,2.2,107.55,6.35,984.43,,23.42,0.0
2019-02-18 19:00:00,2019-02-18 20:00:00,97.0,195.0,48.4,107.92,96.88,40.12,22.05,2.2,1.58,2.33,26.8,,47.38,1.8,114.28,5.22,984.72,,23.5,0.0
2019-02-18 20:00:00,2019-02-18 21:00:00,96.0,216.0,21.17,87.15,63.62,39.25,19.48,1.9,9.6,2.35,27.48,,14.47,2.12,132.78,4.33,985.28,,24.63,0.0
2019-02-18 21:00:00,2019-02-18 22:00:00,91.0,180.0,18.42,79.65,57.15,40.08,18.57,1.8,9.9,2.23,26.25,,30.48,1.77,124.05,5.35,985.98,,24.75,0.0
2019-02-18 22:00:00,2019-02-18 23:00:00,90.0,166.0,35.35,84.2,73.45,43.3,19.37,1.93,1.55,2.2,25.88,,81.58,1.12,86.8,5.25,986.25,,24.6,0.0
2019-02-18 23:00:00,2019-02-19 00:00:00,110.0,158.0,48.2,77.2,80.6,44.93,14.75,1.73,1.15,2.23,25.88,,84.97,1.32,114.7,5.17,986.35,,24.45,0.0
2019-02-19 00:00:00,2019-02-19 01:00:00,107.0,155.0,38.77,73.55,70.75,47.7,12.95,1.45,1.32,2.18,25.35,,82.78,1.15,128.43,5.25,986.33,,23.17,0.0
2019-02-19 01:00:00,2019-02-19 02:00:00,90.0,143.0,28.57,63.35,57.22,48.55,14.12,1.37,3.75,2.1,24.95,,83.75,0.97,121.28,5.2,986.42,,23.18,0.0
2019-02-19 02:00:00,2019-02-19 03:00:00,84.0,151.0,36.1,51.8,57.2,49.7,11.6,1.4,1.67,2.17,25.23,,87.38,0.65,105.7,5.25,986.3,,23.25,0.0
2019-02-19 03:00:00,2019-02-19 04:00:00,97.0,173.0,38.75,43.48,54.72,43.6,13.22,1.38,2.33,2.2,25.07,,91.95,0.6,58.12,5.42,986.7,,23.45,0.0
2019-02-19 04:00:00,2019-02-19 05:00:00,95.0,164.0,64.8,35.95,71.97,40.07,14.5,1.4,3.1,2.1,24.5,,95.12,0.62,96.3,5.33,987.0,,24.3,0.0
2019-02-19 05:00:00,2019-02-19 06:00:00,100.0,162.0,115.88,35.2,113.3,43.7,13.53,1.7,4.12,2.1,24.68,,96.3,0.25,90.43,5.22,987.75,,24.5,0.0
2019-02-19 06:00:00,2019-02-19 07:00:00,96.0,182.0,151.9,29.32,139.6,43.9,16.12,2.05,4.35,2.23,26.05,,96.52,0.45,266.8,5.58,989.17,,24.45,0.0
2019-02-19 07:00:00,2019-02-19 08:00:00,108.0,223.0,196.28,35.52,179.0,45.77,17.43,2.45,4.15,2.55,27.6,,96.75,0.42,108.9,31.97,990.53,,24.27,0.0
2019-02-19 08:00:00,2019-02-19 09:00:00,,,,,,,,,,2.6,28.6,,,1.0,105.4,,,,,
2019-02-19 09:00:00,2019-02-19 10:00:00,,,,,,,,,,,,,,,,,,,,
2019-02-19 10:00:00,2019-02-19 11:00:00,,,,,,,,,,,,,,,,,,,,
2019-02-19 11:00:00,2019-02-19 12:00:00,114.0,210.0,,,,,,1.5,,2.4,26.6,,0.4,0.9,212.2,414.0,993.2,,23.2,0.0
2019-02-19 12:00:00,2019-02-19 13:00:00,118.75,214.5,5.85,54.55,33.75,55.55,23.8,1.4,55.07,4.67,15.95,,0.4,0.8,210.08,404.62,992.83,,24.47,0.0
2019-02-19 13:00:00,2019-02-19 14:00:00,135.0,232.25,4.1,64.0,37.38,68.2,13.25,1.3,18.27,11.93,18.55,,0.45,1.65,274.27,270.75,992.12,,24.82,0.0
2019-02-19 14:00:00,2019-02-19 15:00:00,139.0,242.25,2.52,62.2,35.2,72.8,15.3,1.23,43.55,12.38,19.35,,0.5,1.3,300.27,252.15,991.77,,24.73,0.0
2019-02-19 15:00:00,2019-02-19 16:00:00,130.75,230.25,2.67,60.3,34.43,68.63,14.93,1.15,59.22,12.4,19.5,,0.4,1.12,290.57,168.68,991.73,,24.48,0.0
2019-02-19 16:00:00,2019-02-19 17:00:00,122.75,220.75,1.63,78.47,43.1,75.3,14.77,1.27,66.77,5.2,8.27,,0.4,1.38,305.28,100.77,991.8,,22.65,0.0
2019-02-19 17:00:00,2019-02-19 18:00:00,129.75,244.75,1.35,142.9,77.1,70.0,12.9,2.15,51.18,0.6,4.33,,0.4,0.45,247.15,33.57,992.33,,22.38,0.0
2019-02-19 18:00:00,2019-02-19 19:00:00,167.75,312.75,18.65,205.75,124.65,64.17,11.12,2.62,10.8,5.27,38.67,,4.33,0.5,319.73,3.93,992.95,,22.77,0.0
2019-02-19 19:00:00,2019-02-19 20:00:00,187.5,351.5,66.72,209.07,165.5,65.3,8.57,3.1,2.98,5.47,42.88,,69.67,0.25,257.8,3.62,993.77,,23.1,0.0
2019-02-19 20:00:00,2019-02-19 21:00:00,200.75,375.5,178.3,193.43,247.43,61.47,10.48,4.05,2.65,5.8,45.77,,85.15,0.35,207.83,3.73,994.42,,24.4,0.0
2019-02-19 21:00:00,2019-02-19 22:00:00,217.75,421.75,271.23,172.32,312.55,59.83,13.4,4.85,4.95,6.45,49.3,,88.0,0.25,30.65,3.75,995.05,,24.7,0.0
2019-02-19 22:00:00,2019-02-19 23:00:00,221.0,453.5,350.07,156.98,368.98,63.12,16.6,5.4,19.35,7.0,55.83,,89.25,0.77,71.7,4.0,995.1,,24.6,0.0
2019-02-19 23:00:00,2019-02-20 00:00:00,233.5,507.5,301.23,145.28,322.55,62.62,12.02,4.7,12.77,7.4,60.98,,84.78,1.07,89.25,3.98,995.05,,24.68,0.0
2019-02-20 00:00:00,2019-02-20 01:00:00,230.0,515.0,243.3,119.62,261.8,64.77,8.43,3.8,9.57,7.4,63.7,,86.93,0.53,72.17,3.77,995.03,,23.45,0.0
2019-02-20 01:00:00,2019-02-20 02:00:00,212.5,427.5,229.8,98.95,239.95,61.85,7.57,3.4,7.8,7.05,61.55,,90.83,0.53,179.57,3.7,995.02,,23.15,0.0
2019-02-20 02:00:00,2019-02-20 03:00:00,202.25,384.5,247.4,90.1,249.6,60.6,4.1,3.3,9.7,6.83,58.22,,91.92,0.38,154.35,3.8,995.05,,23.15,0.0
2019-02-20 03:00:00,2019-02-20 04:00:00,189.0,371.5,210.0,79.3,213.4,54.58,5.3,2.8,10.35,6.7,57.9,,93.33,0.62,96.28,3.8,994.42,,23.3,0.0
2019-02-20 04:00:00,2019-02-20 05:00:00,163.75,280.5,93.65,85.65,121.95,48.13,4.5,1.93,5.05,6.12,52.25,,91.38,0.95,98.38,3.88,994.05,,24.27,0.0
2019-02-20 05:00:00,2019-02-20 06:00:00,131.75,220.75,65.65,85.47,98.95,50.65,8.65,1.75,4.5,5.3,48.73,,88.78,0.93,91.98,3.9,994.15,,24.55,0.0
2019-02-20 06:00:00,2019-02-20 07:00:00,129.75,230.5,66.65,83.0,98.35,54.73,8.95,1.75,3.72,4.97,47.2,,86.2,0.7,159.3,3.82,995.25,,24.65,0.0
2019-02-20 07:00:00,2019-02-20 08:00:00,129.25,227.75,37.3,66.12,65.55,50.1,8.32,1.43,5.47,4.8,44.03,,81.65,1.12,126.32,6.78,997.28,,24.6,0.0
2019-02-20 08:00:00,2019-02-20 09:00:00,101.25,161.0,47.17,84.72,83.42,51.3,7.62,1.45,3.57,4.1,40.02,,84.55,1.05,100.05,27.57,997.98,,23.55,0.0
2019-02-20 09:00:00,2019-02-20 10:00:00,71.25,117.0,63.17,96.5,102.8,47.38,9.4,1.72,28.1,3.85,39.6,,73.95,1.32,83.08,68.97,998.45,,23.38,0.0
2019-02-20 10:00:00,2019-02-20 11:00:00,78.75,152.25,41.32,96.32,84.78,44.45,11.37,1.67,5.72,3.77,41.0,,69.85,1.42,82.48,113.85,998.62,,23.48,0.0
2019-02-20 11:00:00,2019-02-20 12:00:00,76.25,162.75,,,,,,,7.45,3.57,41.55,,64.22,2.23,108.5,129.1,998.27,,23.35,0.12
2019-02-20 12:00:00,2019-02-20 13:00:00,56.0,138.75,21.43,100.67,71.07,43.5,12.93,1.97,9.5,2.45,25.38,,65.25,1.93,98.18,96.22,997.92,,24.45,0.0
2019-02-20 13:00:00,2019-02-20 14:00:00,36.0,106.5,18.1,83.4,59.03,36.12,16.9,1.95,13.12,1.9,17.62,,60.68,2.52,97.6,176.95,995.97,,24.9,0.0
2019-02-20 14:00:00,2019-02-20 15:00:00,29.5,84.0,15.6,92.67,61.97,35.25,13.62,1.85,8.25,1.5,16.25,,63.03,1.78,134.85,42.9,995.62,,24.85,0.0
2019-02-20 15:00:00,2019-02-20 16:00:00,30.0,91.0,39.83,98.0,84.4,37.7,10.65,2.12,5.6,1.77,23.47,,63.98,1.05,139.32,58.42,995.2,,24.87,0.0
2019-02-20 16:00:00,2019-02-20 17:00:00,35.5,116.5,56.75,98.2,98.17,45.55,12.93,2.27,2.38,2.12,30.48,,64.95,1.57,103.2,58.75,995.45,,23.62,0.0
2019-02-20 17:00:00,2019-02-20 18:00:00,34.0,126.5,51.0,96.33,92.85,41.55,26.85,2.25,2.98,2.12,31.08,,68.15,1.52,115.25,26.03,995.55,,23.48,0.0
2019-02-20 18:00:00,2019-02-20 19:00:00,35.75,121.75,61.25,96.3,101.03,39.55,28.93,2.47,0.9,2.55,33.67,,72.03,1.58,93.62,4.33,995.9,,23.7,0.0
2019-02-20 19:00:00,2019-02-20 20:00:00,46.75,144.75,74.53,91.53,109.48,41.15,30.05,2.65,1.65,2.9,38.08,,74.83,1.52,88.08,3.77,996.98,,23.57,0.0
