From Date,To Date,PM2.5 (ug/m3),PM10 (ug/m3),NO (ug/m3),NO2 (ug/m3),NOx (ppb),NH3 (),SO2 (ug/m3),CO (mg/m3),Ozone (ug/m3),Benzene (ug/m3),Toluene (ug/m3),Eth-Benzene (ug/m3),MP-Xylene (ug/m3),Temp (degree C),RH (%),WS (m/s),WD (degree),SR (W/mt2),Xylene (ug/m3),AT (degree C),RF (mm)
2019-09-21 18:00:00,2019-09-21 19:00:00,36.12,80.5,14.28,18.1,32.42,8.12,3.7,0.43,8.28,0.97,,3.05,,28.08,79.78,0.1,274.55,30.43,0.98,,0.0
2019-09-21 19:00:00,2019-09-21 20:00:00,41.98,86.65,15.07,11.3,26.4,8.07,4.12,0.57,8.32,1.38,,0.62,,27.53,82.22,0.12,276.0,18.98,1.48,,0.0
2019-09-21 20:00:00,2019-09-21 21:00:00,75.3,111.12,17.57,10.4,28.0,7.35,5.2,1.12,12.3,2.33,,1.95,,26.98,83.65,0.22,261.07,18.95,3.18,,0.0
2019-09-21 21:00:00,2019-09-21 22:00:00,51.95,83.97,17.38,8.53,25.92,7.35,5.5,1.2,9.02,2.85,,3.38,,26.68,83.7,0.2,278.25,19.02,4.65,,0.0
2019-09-21 22:00:00,2019-09-21 23:00:00,50.3,86.85,16.88,5.53,22.48,7.25,5.2,0.85,9.07,3.72,,3.1,,26.12,83.7,0.22,279.73,18.95,4.3,,0.0
2019-09-21 23:00:00,2019-09-22 00:00:00,26.65,37.73,16.83,4.25,21.15,6.93,4.9,0.88,9.0,3.03,,2.47,,26.12,82.0,0.18,288.7,18.73,3.6,,0.0
2019-09-22 00:00:00,2019-09-22 01:00:00,14.85,27.3,17.33,3.33,20.7,6.5,4.72,0.53,9.35,2.42,,1.85,,25.95,81.83,0.25,275.52,18.8,2.85,,0.0
2019-09-22 01:00:00,2019-09-22 02:00:00,10.07,19.25,19.23,2.75,21.98,6.55,4.53,0.88,9.3,1.95,,1.38,,26.12,80.6,0.2,285.3,18.77,2.3,,0.0
2019-09-22 02:00:00,2019-09-22 03:00:00,12.95,22.85,21.2,2.7,23.95,6.22,4.4,0.5,9.5,1.55,,1.3,,25.75,81.55,0.18,299.88,18.75,2.2,,0.0
2019-09-22 03:00:00,2019-09-22 04:00:00,12.03,21.05,23.25,2.08,25.38,6.08,4.45,0.62,10.6,1.28,,1.18,,25.43,81.72,0.22,287.88,19.0,1.93,,0.0
2019-09-22 04:00:00,2019-09-22 05:00:00,13.05,19.05,26.62,1.77,27.82,6.17,4.27,0.9,10.18,1.0,,0.93,,24.97,82.78,0.27,313.65,18.85,1.65,,0.0
2019-09-22 05:00:00,2019-09-22 06:00:00,15.2,19.95,28.93,0.5,29.2,6.53,4.17,1.2,10.68,0.82,,0.78,,25.02,81.72,0.23,318.95,18.93,1.35,,0.0
2019-09-22 06:00:00,2019-09-22 07:00:00,22.5,38.35,31.3,0.3,31.15,6.4,4.33,0.75,10.35,0.7,,0.67,,24.82,81.95,0.18,296.4,27.7,1.3,,0.0
2019-09-22 07:00:00,2019-09-22 08:00:00,39.67,49.62,34.67,0.15,34.35,6.7,4.4,0.55,10.28,0.8,,0.6,,26.45,75.58,0.3,309.92,125.38,1.27,,0.0
2019-09-22 08:00:00,2019-09-22 09:00:00,29.02,45.15,31.88,1.83,33.72,6.03,4.07,0.85,10.8,0.78,,0.55,,28.67,67.15,0.35,306.45,325.43,1.18,,0.0
2019-09-22 09:00:00,2019-09-22 10:00:00,29.52,35.33,24.2,5.2,29.4,4.82,3.42,0.83,11.15,0.6,,1.75,,29.68,62.65,0.7,317.65,485.52,0.82,,0.0
2019-09-22 10:00:00,2019-09-22 11:00:00,14.05,31.12,11.0,10.18,21.22,4.58,2.65,0.6,11.15,0.42,,1.77,,30.35,59.55,1.15,332.8,642.1,0.0,,0.0
2019-09-22 11:00:00,2019-09-22 12:00:00,16.0,24.23,5.1,10.32,15.47,3.7,2.17,0.78,11.15,0.27,,1.17,,30.95,58.38,1.1,335.7,689.97,0.0,,0.0
2019-09-22 12:00:00,2019-09-22 13:00:00,16.15,33.65,2.88,11.2,14.12,3.05,1.9,0.45,12.12,0.2,,0.9,,31.17,58.88,0.85,337.62,557.72,0.0,,0.0
2019-09-22 13:00:00,2019-09-22 14:00:00,22.12,33.02,2.52,11.32,13.9,3.07,1.88,0.5,12.43,0.17,,0.82,,31.62,57.33,0.7,333.15,544.5,0.0,,0.0
2019-09-22 14:00:00,2019-09-22 15:00:00,27.4,46.5,1.48,13.0,14.57,2.57,2.0,0.8,12.85,0.2,,0.77,,32.1,56.38,0.73,336.73,581.17,0.0,,0.0
2019-09-22 15:00:00,2019-09-22 16:00:00,40.35,63.4,1.27,12.92,14.3,2.4,1.7,0.9,12.8,0.27,,0.75,,31.93,57.23,0.88,171.35,417.9,0.0,,0.0
2019-09-22 16:00:00,2019-09-22 17:00:00,19.68,48.52,2.48,13.97,16.52,3.17,2.08,0.35,12.12,2.25,,1.33,,29.67,67.85,0.8,19.6,124.23,0.0,,0.0
2019-09-22 17:00:00,2019-09-22 18:00:00,42.52,84.7,4.47,13.5,17.98,4.0,2.58,0.5,11.85,2.75,,1.18,,29.85,66.42,1.0,14.92,155.57,0.2,,0.0
2019-09-22 18:00:00,2019-09-22 19:00:00,26.82,69.58,5.68,12.1,17.88,4.4,2.88,0.7,11.25,4.7,,1.38,,28.42,71.47,0.62,178.9,39.55,0.17,,0.0
2019-09-22 19:00:00,2019-09-22 20:00:00,21.2,52.58,12.02,10.35,22.38,4.65,3.05,0.6,11.2,3.23,,2.55,,27.55,75.68,0.4,260.3,18.88,0.0,,0.0
2019-09-22 20:00:00,2019-09-22 21:00:00,27.95,47.15,16.17,8.43,24.67,4.9,2.95,0.53,11.0,3.53,,3.25,,27.05,76.22,0.3,338.9,18.73,0.0,,0.0
2019-09-22 21:00:00,2019-09-22 22:00:00,26.75,42.15,19.65,4.05,23.77,5.53,2.95,0.95,10.5,3.3,,2.77,,26.32,79.55,0.2,313.65,19.12,0.0,,0.0
2019-09-22 22:00:00,2019-09-22 23:00:00,18.93,29.43,21.12,3.92,25.1,5.32,2.9,0.75,11.05,2.25,,2.33,,25.97,81.8,0.27,310.0,18.77,0.0,,0.0
2019-09-22 23:00:00,2019-09-23 00:00:00,17.02,294.62,23.6,1.92,25.57,5.5,3.05,0.72,11.45,2.08,,1.95,,25.55,82.58,0.15,277.68,18.75,0.0,,0.0
2019-09-23 00:00:00,2019-09-23 01:00:00,17.93,41.7,25.85,0.95,26.9,5.55,3.12,0.72,11.4,1.7,,1.7,,25.42,82.67,0.12,306.25,18.9,0.1,,0.0
2019-09-23 01:00:00,2019-09-23 02:00:00,16.32,42.62,28.12,0.73,28.67,5.65,3.2,1.07,10.97,1.95,,1.62,,25.17,83.68,0.15,266.75,18.85,0.5,,0.0
2019-09-23 02:00:00,2019-09-23 03:00:00,28.3,39.12,29.65,0.4,29.9,5.53,3.45,0.42,11.45,1.5,,1.48,,25.05,84.2,0.13,266.12,18.8,1.02,,0.0
2019-09-23 03:00:00,2019-09-23 04:00:00,38.77,50.58,31.78,1.1,32.1,5.78,3.75,0.28,10.95,1.15,,0.4,,25.1,83.95,0.15,289.15,19.07,1.25,,0.0
2019-09-23 04:00:00,2019-09-23 05:00:00,31.88,48.1,33.45,0.4,33.42,5.5,3.82,0.17,10.8,1.2,,0.55,,24.82,84.52,0.15,289.45,18.78,1.6,,0.0
2019-09-23 05:00:00,2019-09-23 06:00:00,28.27,44.12,35.23,,34.53,5.58,3.92,0.4,11.3,1.15,,0.6,,24.7,85.1,0.12,295.07,18.8,1.53,,0.0
2019-09-23 06:00:00,2019-09-23 07:00:00,38.33,54.62,37.02,,35.67,5.78,4.03,0.75,11.15,1.05,,0.67,,24.6,85.47,0.13,291.82,25.65,1.5,,0.0
2019-09-23 07:00:00,2019-09-23 08:00:00,50.02,67.55,37.83,,35.67,5.58,4.03,0.9,11.18,1.1,,0.73,,25.48,84.5,0.2,313.25,102.85,1.5,,0.0
2019-09-23 08:00:00,2019-09-23 09:00:00,50.6,64.12,34.02,1.33,34.8,5.47,3.98,0.6,10.58,0.9,,0.7,,27.88,73.8,0.48,320.95,304.55,1.55,,0.0
2019-09-23 09:00:00,2019-09-23 10:00:00,37.65,64.95,25.82,4.17,30.02,6.75,4.45,0.82,11.85,0.73,,0.5,,29.52,65.92,0.57,323.9,489.38,1.25,,0.0
2019-09-23 10:00:00,2019-09-23 11:00:00,25.9,41.8,13.8,9.12,23.0,6.72,,0.68,9.1,0.5,,0.5,,30.53,61.05,0.62,261.33,613.28,0.78,,0.0
2019-09-23 11:00:00,2019-09-23 12:00:00,22.95,47.75,8.05,11.62,19.73,6.05,,0.53,12.07,0.55,,1.17,,31.5,57.23,0.55,100.9,741.83,0.05,,0.0
2019-09-23 12:00:00,2019-09-23 13:00:00,22.48,67.3,4.27,14.82,19.15,5.7,8.38,0.7,12.62,1.03,,2.03,,31.62,57.57,0.53,52.3,485.15,0.0,,0.0
2019-09-23 13:00:00,2019-09-23 14:00:00,39.45,158.78,7.33,19.32,26.67,6.47,1.3,0.55,12.83,0.93,,1.9,,31.0,63.05,0.77,80.55,399.27,0.0,,0.0
2019-09-23 14:00:00,2019-09-23 15:00:00,55.3,265.35,4.18,14.93,19.18,7.0,1.42,0.75,12.7,0.45,,0.9,,30.75,62.8,1.02,80.47,420.75,0.0,,0.0
2019-09-23 15:00:00,2019-09-23 16:00:00,65.47,224.55,4.95,13.22,18.2,6.32,1.53,0.53,13.07,0.62,,0.57,,30.77,62.38,0.93,71.75,474.8,0.1,,0.0
2019-09-23 16:00:00,2019-09-23 17:00:00,48.5,196.9,6.25,16.15,22.45,6.12,1.18,0.43,12.52,1.05,,0.5,,30.35,65.2,0.93,80.55,320.0,0.45,,0.0
2019-09-23 17:00:00,2019-09-23 18:00:00,65.92,243.32,4.6,16.57,21.23,6.58,1.3,0.6,12.97,0.95,,0.5,,29.65,68.25,0.73,78.28,161.1,0.78,,0.0
2019-09-23 18:00:00,2019-09-23 19:00:00,63.85,264.3,4.03,19.58,23.6,7.38,1.53,0.25,12.78,0.82,,0.45,,28.5,73.83,0.42,73.1,36.83,0.82,,0.0
2019-09-23 19:00:00,2019-09-23 20:00:00,58.48,249.53,6.72,13.25,20.08,6.38,1.05,0.25,12.07,0.8,,0.47,,28.08,76.45,0.25,90.5,18.88,0.9,,0.0
2019-09-23 20:00:00,2019-09-23 21:00:00,40.95,194.9,8.65,10.35,19.0,5.93,0.95,0.28,12.3,0.8,,0.35,,28.1,76.2,0.17,78.65,18.82,0.85,,0.0
2019-09-23 21:00:00,2019-09-23 22:00:00,39.75,161.12,10.7,9.12,19.9,5.68,1.15,0.5,11.95,0.98,,1.32,,27.53,78.83,0.1,92.62,18.93,0.85,,0.0
2019-09-23 22:00:00,2019-09-23 23:00:00,31.85,84.65,13.4,6.6,20.08,5.43,1.27,0.48,12.32,1.58,,9.93,,26.95,81.48,0.1,310.57,18.85,0.92,,0.0
2019-09-23 23:00:00,2019-09-24 00:00:00,26.93,78.12,17.5,4.67,22.22,4.9,1.4,0.87,12.4,1.65,,8.62,,26.8,82.05,0.13,215.82,18.85,0.67,,0.0
2019-09-24 00:00:00,2019-09-24 01:00:00,24.88,77.03,20.3,3.03,23.38,4.72,1.5,0.55,12.2,1.5,,6.82,,26.4,83.85,0.2,309.65,18.9,0.55,,0.0
2019-09-24 01:00:00,2019-09-24 02:00:00,21.18,55.75,20.47,2.27,22.85,4.55,1.52,0.7,12.28,1.45,,5.6,,26.05,85.12,0.15,302.5,18.82,0.65,,0.0
2019-09-24 02:00:00,2019-09-24 03:00:00,28.48,54.02,22.38,1.8,24.25,4.38,1.7,0.78,12.4,1.3,,4.25,,25.8,85.55,0.17,294.52,19.07,0.65,,0.0
2019-09-24 03:00:00,2019-09-24 04:00:00,45.02,80.08,22.43,1.1,23.55,4.3,1.82,0.9,12.62,1.2,,3.3,,25.7,85.85,0.12,288.0,18.85,0.8,,0.0
2019-09-24 04:00:00,2019-09-24 05:00:00,46.05,65.53,21.52,0.37,21.77,4.28,1.73,1.08,12.97,1.15,,2.6,,25.5,86.0,0.13,286.82,19.12,0.77,,0.0
2019-09-24 05:00:00,2019-09-24 06:00:00,47.48,61.12,20.27,1.63,21.42,4.12,1.62,0.8,12.22,1.0,,2.15,,25.57,86.2,0.17,329.93,19.02,0.75,,0.0
2019-09-24 06:00:00,2019-09-24 07:00:00,30.77,38.77,20.18,1.3,21.53,4.27,1.52,0.65,12.12,0.9,,1.85,,25.5,86.28,0.1,278.5,23.3,0.62,,0.0
2019-09-24 07:00:00,2019-09-24 08:00:00,57.6,70.83,22.23,1.75,24.05,4.12,1.72,1.07,12.32,0.95,,1.52,,25.95,86.08,0.23,301.48,89.93,0.82,,0.0
2019-09-24 08:00:00,2019-09-24 09:00:00,43.55,69.1,21.43,2.42,23.88,4.25,1.8,0.85,12.28,1.02,,1.28,,27.75,79.85,0.27,246.8,187.85,0.75,,0.0
2019-09-24 09:00:00,2019-09-24 10:00:00,29.15,82.5,18.52,5.4,24.0,4.3,2.12,0.43,12.43,0.92,,1.45,,29.15,70.68,0.28,49.27,307.2,0.65,,0.0
2019-09-24 10:00:00,2019-09-24 11:00:00,35.77,132.25,15.25,8.38,23.7,4.45,1.95,0.38,12.32,0.8,,1.62,,28.8,72.7,0.43,81.78,120.15,0.3,,0.0
2019-09-24 11:00:00,2019-09-24 12:00:00,63.3,269.23,18.53,7.28,25.85,4.9,2.02,0.35,12.65,0.72,,1.12,,29.15,71.42,0.58,97.22,238.97,0.82,,0.0
2019-09-24 12:00:00,2019-09-24 13:00:00,74.28,341.6,17.12,8.65,25.88,5.22,2.08,0.55,12.28,0.73,,0.57,,29.85,68.58,0.75,86.38,363.05,0.88,,0.0
2019-09-24 13:00:00,2019-09-24 14:00:00,82.92,312.12,14.55,10.6,25.2,5.2,2.1,0.62,12.2,0.67,,0.82,,30.6,65.67,0.95,92.78,541.95,1.15,,0.0
2019-09-24 14:00:00,2019-09-24 15:00:00,46.88,208.6,10.85,12.47,23.4,5.17,1.98,0.57,12.62,0.5,,0.6,,31.02,62.95,1.12,90.83,605.95,0.95,,0.0
2019-09-24 15:00:00,2019-09-24 16:00:00,43.25,173.12,10.7,12.62,23.42,4.68,1.83,0.65,12.12,0.4,,0.53,,30.88,62.83,1.0,79.88,471.0,0.85,,0.0
2019-09-24 16:00:00,2019-09-24 17:00:00,52.05,236.7,14.65,11.22,25.92,4.4,1.85,0.55,12.05,0.3,,0.43,,30.48,65.92,0.97,89.95,292.5,0.78,,0.0
2019-09-24 17:00:00,2019-09-24 18:00:00,54.08,239.0,16.27,13.3,29.62,5.2,1.7,0.4,12.53,0.9,,0.55,,29.85,70.3,0.83,98.6,125.53,0.8,,0.0
2019-09-24 18:00:00,2019-09-24 19:00:00,57.17,287.27,20.27,12.47,32.85,5.62,2.03,0.62,12.38,1.8,,0.65,,29.1,71.97,0.55,105.05,34.9,0.8,,0.0
2019-09-24 19:00:00,2019-09-24 20:00:00,63.92,317.0,27.42,8.88,36.38,6.07,2.3,0.65,12.08,2.23,,0.8,,28.62,74.38,0.38,89.78,18.82,1.05,,0.0
2019-09-24 20:00:00,2019-09-24 21:00:00,62.05,306.4,33.15,6.55,39.78,5.32,2.5,0.45,12.02,1.82,,0.38,,28.3,75.7,0.22,78.97,18.72,1.3,,0.0
2019-09-24 21:00:00,2019-09-24 22:00:00,63.4,257.7,36.33,4.15,40.5,4.65,2.52,0.62,11.82,0.85,,0.5,,27.77,77.78,0.17,127.1,18.7,1.4,,0.0
2019-09-24 22:00:00,2019-09-24 23:00:00,42.5,179.68,37.27,3.68,40.98,4.45,2.42,0.47,11.95,0.95,,4.18,,27.3,80.47,0.18,221.8,18.8,1.12,,0.0
2019-09-24 23:00:00,2019-09-25 00:00:00,25.85,61.08,36.2,0.93,37.17,4.15,2.33,0.85,12.38,0.92,,4.43,,26.95,83.15,0.12,284.5,18.85,0.95,,0.0
2019-09-25 00:00:00,2019-09-25 01:00:00,21.23,47.33,35.6,0.9,36.42,4.2,2.4,0.95,12.0,0.82,,3.18,,26.67,83.97,0.15,285.38,18.92,0.97,,0.0
2019-09-25 01:00:00,2019-09-25 02:00:00,29.32,53.75,34.8,0.3,34.85,3.47,2.53,1.15,12.35,0.85,,2.4,,26.6,84.42,0.12,294.1,18.98,0.93,,0.0
2019-09-25 02:00:00,2019-09-25 03:00:00,41.23,68.47,32.8,0.27,32.68,3.92,2.62,0.9,11.67,0.9,,1.9,,26.52,85.0,0.13,300.67,18.6,0.97,,0.0
2019-09-25 03:00:00,2019-09-25 04:00:00,48.95,76.72,32.02,0.4,32.15,4.05,3.05,0.85,11.5,0.95,,0.85,,26.6,84.65,0.17,171.93,18.6,1.15,,0.0
2019-09-25 04:00:00,2019-09-25 05:00:00,47.27,87.62,29.85,1.0,30.95,3.95,2.83,0.85,11.87,1.5,,0.45,,26.52,82.78,0.23,129.1,18.88,1.27,,0.0
2019-09-25 05:00:00,2019-09-25 06:00:00,23.35,55.15,28.67,2.58,31.35,3.45,2.8,1.05,11.68,1.38,,0.33,,26.4,82.85,0.15,224.42,19.08,1.17,,0.0
2019-09-25 06:00:00,2019-09-25 07:00:00,36.1,56.88,28.5,1.18,29.73,3.85,2.67,1.35,12.03,1.6,,4.0,,26.4,83.8,0.15,220.95,23.1,0.95,,0.0
2019-09-25 07:00:00,2019-09-25 08:00:00,40.38,68.58,30.15,0.7,30.48,3.95,2.67,0.85,12.03,1.23,,3.78,,26.65,84.05,0.2,301.2,61.48,0.88,,0.0
2019-09-25 08:00:00,2019-09-25 09:00:00,51.52,61.25,28.25,5.38,33.65,4.55,3.17,0.72,11.85,1.35,,2.62,,27.88,80.4,0.25,327.88,176.75,0.88,,0.0
2019-09-25 09:00:00,2019-09-25 10:00:00,68.15,99.62,20.78,10.62,31.45,5.1,3.85,0.82,12.0,1.58,,0.5,,29.12,74.95,0.3,333.27,224.12,1.18,,0.0
2019-09-25 10:00:00,2019-09-25 11:00:00,100.17,206.28,13.62,14.53,28.22,5.33,4.47,0.8,13.07,1.68,,0.62,,30.65,68.92,0.5,219.97,397.2,1.25,,0.0
2019-09-25 11:00:00,2019-09-25 12:00:00,77.05,146.25,9.15,22.63,31.88,5.43,4.62,1.18,13.35,2.38,,0.75,,31.08,66.52,0.37,175.75,217.8,1.38,,0.0
2019-09-25 12:00:00,2019-09-25 13:00:00,79.12,247.35,7.65,22.6,30.3,5.68,4.8,1.3,13.65,4.57,,0.85,,29.5,72.62,0.55,65.48,104.55,1.73,,0.5
2019-09-25 13:00:00,2019-09-25 14:00:00,80.8,224.9,8.75,23.45,32.25,6.12,4.88,1.38,13.43,3.22,,0.75,,25.4,85.93,0.78,105.8,25.8,1.5,,0.62
2019-09-25 14:00:00,2019-09-25 15:00:00,18.68,31.77,12.4,17.62,30.05,5.38,3.6,1.12,13.35,2.1,,0.55,,24.62,86.95,0.55,84.3,79.88,1.05,,0.0
2019-09-25 15:00:00,2019-09-25 16:00:00,8.55,52.02,17.48,16.2,33.73,4.97,3.55,0.93,12.6,1.4,,0.43,,26.02,86.18,0.5,123.92,177.25,0.95,,0.0
2019-09-25 16:00:00,2019-09-25 17:00:00,27.23,49.12,23.83,15.97,39.85,5.33,3.35,1.1,13.85,1.47,,0.93,,27.0,82.95,0.53,150.7,79.05,1.6,,0.0
2019-09-25 17:00:00,2019-09-25 18:00:00,33.95,63.48,27.12,16.82,43.95,4.88,4.12,1.1,14.82,4.75,,1.62,,27.1,79.03,0.38,183.97,60.6,2.77,,0.0
2019-09-25 18:00:00,2019-09-25 19:00:00,32.95,71.72,32.23,11.72,44.05,4.73,4.3,0.9,14.75,6.83,,1.85,,26.6,80.53,0.27,248.95,20.45,3.23,,0.0
2019-09-25 19:00:00,2019-09-25 20:00:00,31.93,48.8,30.45,7.0,37.5,4.35,3.8,0.9,13.93,5.88,,1.73,,25.93,84.45,0.3,254.7,18.93,3.2,,0.0
2019-09-25 20:00:00,2019-09-25 21:00:00,30.02,37.38,28.98,6.0,35.02,4.35,4.0,0.93,11.95,5.7,,1.35,,25.55,85.38,0.45,241.35,18.95,2.58,,0.12
2019-09-25 21:00:00,2019-09-25 22:00:00,31.07,37.95,27.97,8.78,36.82,4.35,5.7,1.43,12.05,6.85,,1.23,,25.5,85.55,0.57,218.0,18.55,2.42,,0.0
2019-09-25 22:00:00,2019-09-25 23:00:00,33.7,56.35,31.25,12.77,44.05,4.95,13.82,1.27,11.73,6.5,,1.17,,25.47,84.25,0.93,213.87,18.95,2.15,,0.0
2019-09-25 23:00:00,2019-09-26 00:00:00,23.88,51.2,31.55,9.85,41.48,4.43,5.75,1.32,12.03,5.45,,1.08,,25.02,83.9,0.45,233.25,18.7,1.67,,0.0
2019-09-26 00:00:00,2019-09-26 01:00:00,19.6,32.65,30.3,5.25,35.62,4.05,4.25,0.95,11.65,4.45,,0.78,,24.88,84.3,0.2,269.77,18.98,1.3,,0.0
2019-09-26 01:00:00,2019-09-26 02:00:00,9.15,20.4,33.32,3.17,36.52,3.7,4.88,1.12,11.95,4.25,,0.6,,25.15,83.7,0.57,173.07,18.98,1.32,,0.0
2019-09-26 02:00:00,2019-09-26 03:00:00,15.1,31.57,32.77,3.2,36.05,4.05,4.57,1.3,11.95,4.38,,0.6,,25.17,83.47,0.3,157.27,18.93,1.15,,0.0
2019-09-26 03:00:00,2019-09-26 04:00:00,18.77,32.0,35.3,1.7,37.05,4.17,4.43,0.8,12.12,4.58,,0.62,,25.05,84.15,0.1,290.0,18.7,1.2,,0.0
2019-09-26 04:00:00,2019-09-26 05:00:00,12.32,31.02,38.58,0.77,39.12,3.87,4.5,0.95,12.05,3.98,,0.57,,24.9,85.0,0.12,291.95,18.95,1.27,,0.0
2019-09-26 05:00:00,2019-09-26 06:00:00,23.57,42.58,39.75,,39.08,3.7,4.57,1.33,11.78,3.67,,0.62,,24.75,85.33,0.13,320.27,18.88,1.25,,0.0
2019-09-26 06:00:00,2019-09-26 07:00:00,9.95,13.05,37.12,0.5,36.9,3.88,4.28,1.25,12.18,3.17,,0.55,,24.75,85.55,0.1,293.17,23.8,1.07,,0.0
2019-09-26 07:00:00,2019-09-26 08:00:00,9.72,20.68,38.25,,36.72,3.88,4.3,0.98,12.05,2.53,,0.43,,25.27,85.15,0.17,142.45,87.1,1.05,,0.0
2019-09-26 08:00:00,2019-09-26 09:00:00,34.62,54.8,50.5,1.3,51.15,5.15,5.85,1.42,12.08,2.42,,0.57,,26.83,78.9,0.17,107.33,168.07,1.43,,0.0
2019-09-26 09:00:00,2019-09-26 10:00:00,55.67,97.53,48.17,5.85,54.08,5.15,6.17,1.45,12.08,2.6,,0.85,,28.9,69.65,0.5,99.47,486.5,2.03,,0.0
2019-09-26 10:00:00,2019-09-26 11:00:00,44.42,63.25,30.1,13.2,43.35,6.22,5.95,1.07,12.95,2.18,,0.68,,30.02,66.45,0.33,143.88,419.1,2.03,,0.0
2019-09-26 11:00:00,2019-09-26 12:00:00,26.07,156.65,13.38,20.8,34.27,5.78,4.6,1.0,14.68,1.5,,0.62,,31.2,62.02,0.25,181.92,460.35,1.6,,0.0
2019-09-26 12:00:00,2019-09-26 13:00:00,29.05,58.58,3.92,20.12,24.1,4.9,3.53,1.15,14.07,1.18,,6.05,,30.93,64.17,0.65,87.85,532.23,0.9,,0.0
2019-09-26 13:00:00,2019-09-26 14:00:00,30.68,82.03,4.33,17.35,21.73,5.1,3.08,0.85,,0.95,,7.02,,27.4,75.8,0.77,57.47,82.1,0.88,,0.12
2019-09-26 14:00:00,2019-09-26 15:00:00,19.9,102.3,9.38,18.57,28.0,6.82,3.75,0.8,9.8,1.2,,5.45,,25.9,85.68,0.35,182.03,56.25,0.83,,0.0
2019-09-26 15:00:00,2019-09-26 16:00:00,17.38,35.38,8.55,15.45,24.1,5.65,4.1,0.62,4.85,1.9,,5.88,,25.75,85.4,0.35,239.15,47.72,0.77,,0.0
2019-09-26 16:00:00,2019-09-26 17:00:00,30.5,47.48,23.2,17.7,40.88,6.03,7.3,0.73,3.58,2.72,,1.25,,25.92,84.62,0.2,273.72,84.27,1.4,,0.0
2019-09-26 17:00:00,2019-09-26 18:00:00,47.35,83.72,32.58,10.15,42.75,5.75,5.6,0.58,3.45,3.7,,2.1,,26.08,83.7,0.25,269.75,52.22,2.92,,0.0
2019-09-26 18:00:00,2019-09-26 19:00:00,25.73,41.55,33.25,4.8,38.07,5.18,5.12,0.7,2.05,4.0,,2.3,,25.8,84.28,0.12,306.2,23.3,2.95,,0.0
2019-09-26 19:00:00,2019-09-26 20:00:00,17.43,26.48,32.48,1.05,33.55,5.65,4.83,0.62,3.05,3.15,,1.8,,25.68,85.0,0.1,282.73,18.7,2.65,,0.0
2019-09-26 20:00:00,2019-09-26 21:00:00,32.27,33.73,33.73,1.7,35.52,5.12,4.75,0.65,3.5,2.65,,1.48,,25.75,85.22,0.2,303.93,18.82,2.35,,0.0
2019-09-26 21:00:00,2019-09-26 22:00:00,41.48,49.45,33.42,2.85,36.27,5.28,4.6,0.68,3.22,2.25,,1.55,,25.57,85.45,0.25,292.62,19.07,2.65,,0.12
2019-09-26 22:00:00,2019-09-26 23:00:00,23.65,26.8,32.0,2.18,34.25,4.95,4.35,0.6,4.25,1.85,,1.4,,25.3,85.78,0.23,303.95,18.92,2.33,,0.0
2019-09-26 23:00:00,2019-09-27 00:00:00,12.1,36.62,30.83,2.22,33.05,5.03,4.15,0.57,4.6,1.5,,1.07,,25.17,85.88,0.22,308.0,18.75,2.0,,0.0
2019-09-27 00:00:00,2019-09-27 01:00:00,16.12,24.43,30.48,1.98,32.47,5.03,4.03,0.5,4.4,1.23,,0.95,,25.05,86.0,0.22,288.02,18.98,1.8,,0.12
2019-09-27 01:00:00,2019-09-27 02:00:00,20.6,31.73,31.0,1.95,33.03,4.82,4.0,0.45,4.92,1.2,,1.0,,24.9,86.0,0.23,300.45,18.95,1.8,,0.0
2019-09-27 02:00:00,2019-09-27 03:00:00,7.95,14.6,30.5,0.33,30.85,5.25,3.95,0.53,4.62,1.2,,1.0,,24.98,85.62,0.38,314.6,18.78,1.8,,0.0
2019-09-27 03:00:00,2019-09-27 04:00:00,7.0,14.95,29.75,1.18,30.98,5.05,3.75,0.45,4.35,1.2,,1.0,,25.02,85.18,0.3,311.88,18.93,1.8,,0.0
2019-09-27 04:00:00,2019-09-27 05:00:00,7.1,26.57,28.62,2.38,31.05,5.22,3.6,0.38,4.92,1.2,,1.0,,24.9,84.92,0.35,319.27,18.85,1.8,,0.0
2019-09-27 05:00:00,2019-09-27 06:00:00,11.1,18.3,29.07,1.48,30.6,5.12,3.6,0.35,4.75,1.2,,1.0,,24.8,84.78,0.47,328.73,18.8,1.8,,0.0
2019-09-27 06:00:00,2019-09-27 07:00:00,15.38,17.02,27.15,2.5,29.73,4.72,3.5,0.3,5.25,1.2,,1.0,,24.88,84.42,0.58,337.8,27.52,1.8,,0.0
2019-09-27 07:00:00,2019-09-27 08:00:00,27.75,37.27,25.65,2.95,28.7,5.1,3.27,0.42,5.53,1.2,,1.0,,25.05,82.2,0.72,338.55,63.15,1.8,,0.0
2019-09-27 08:00:00,2019-09-27 09:00:00,19.75,24.48,22.55,4.38,26.95,4.85,3.1,0.53,4.95,1.2,,1.0,,25.23,82.68,0.65,326.65,141.5,1.8,,0.0
2019-09-27 09:00:00,2019-09-27 10:00:00,11.93,19.15,19.62,4.75,24.38,4.72,2.83,0.4,5.65,0.3,,1.9,,26.35,77.67,0.85,333.82,255.5,0.5,,0.0
