From Date,To Date,PM2.5 (ug/m3),PM10 (ug/m3),NO (ug/m3),NO2 (ug/m3),NOx (ppb),NH3 (ug/m3),SO2 (),CO (mg/m3),Ozone (ug/m3),Benzene (ug/m3),Toluene (ug/m3),Temp (degree C),RH (%),WS (m/s),WD (),SR (W/mt2),BP (mmHg),AT (degree C),RF (mm)
2021-09-30 18:00:00,2021-09-30 19:00:00,48.75,138.25,1.12,9.72,10.82,22.2,2.43,1.77,22.62,,,,66.3,0.95,204.77,6.27,985.08,30.25,0.0
2021-09-30 19:00:00,2021-09-30 20:00:00,49.5,140.5,1.1,14.18,15.25,22.12,2.12,1.85,12.5,,,,69.3,0.82,234.85,5.7,985.97,29.98,0.0
2021-09-30 20:00:00,2021-09-30 21:00:00,46.5,146.25,4.53,21.45,26.05,22.43,1.97,1.9,7.9,,,,74.3,0.45,288.73,5.72,986.8,28.88,0.0
2021-09-30 21:00:00,2021-09-30 22:00:00,51.25,149.0,3.72,17.12,20.82,21.5,1.67,1.57,7.18,,,,76.6,0.38,218.15,5.67,987.15,28.4,0.0
2021-09-30 22:00:00,2021-09-30 23:00:00,52.75,146.25,11.58,18.3,29.82,20.35,1.75,1.57,6.25,,,,78.47,0.42,258.03,5.7,987.35,27.77,0.0
2021-09-30 23:00:00,2021-10-01 00:00:00,55.5,146.75,12.88,16.58,29.4,20.23,1.65,1.6,6.3,,,,79.05,0.35,239.33,5.7,987.2,27.5,0.0
2021-10-01 00:00:00,2021-10-01 01:00:00,58.25,166.5,16.77,15.03,31.9,19.65,1.68,1.52,6.88,,,,79.65,0.4,328.1,5.7,987.2,27.23,0.0
2021-10-01 01:00:00,2021-10-01 02:00:00,60.5,220.0,25.52,13.82,39.35,20.65,1.98,1.58,15.1,,,,81.75,0.5,344.3,5.72,987.03,27.05,0.0
2021-10-01 02:00:00,2021-10-01 03:00:00,56.5,190.5,26.0,10.9,36.9,20.2,,,9.35,,,,81.7,0.35,193.88,5.67,986.42,26.95,0.0
2021-10-01 03:00:00,2021-10-01 04:00:00,57.5,166.75,31.85,11.88,43.7,19.52,2.27,1.8,10.25,,,,82.07,0.35,149.68,5.7,986.25,26.9,0.0
2021-10-01 04:00:00,2021-10-01 05:00:00,62.0,155.25,30.2,11.1,41.28,21.2,2.12,1.8,9.78,,,,83.33,0.35,151.4,5.7,986.27,26.58,0.0
2021-10-01 05:00:00,2021-10-01 06:00:00,84.0,198.25,27.05,10.77,37.8,21.45,2.1,1.75,9.17,,,,83.5,0.53,140.1,5.7,986.4,26.48,0.0
2021-10-01 06:00:00,2021-10-01 07:00:00,88.5,216.5,26.95,12.35,39.33,20.2,2.42,1.77,7.95,,,,82.12,0.65,124.08,22.25,986.97,26.7,0.0
2021-10-01 07:00:00,2021-10-01 08:00:00,68.75,158.5,21.38,13.03,34.38,19.77,2.72,1.73,7.92,,,,74.3,0.82,107.25,127.67,987.63,28.55,0.0
2021-10-01 08:00:00,2021-10-01 09:00:00,75.0,150.5,11.85,12.62,24.48,19.95,3.6,1.73,8.9,,,,65.97,0.75,118.67,278.8,988.1,30.97,0.0
2021-10-01 09:00:00,2021-10-01 10:00:00,68.5,146.5,7.88,13.8,21.68,20.95,4.0,1.82,11.3,,,,58.2,0.5,196.38,421.18,988.25,33.1,0.0
2021-10-01 10:00:00,2021-10-01 11:00:00,63.0,131.25,4.85,11.32,16.2,22.67,3.63,1.68,17.65,,,,52.65,0.97,229.57,573.98,988.18,34.5,0.0
2021-10-01 11:00:00,2021-10-01 12:00:00,47.75,97.75,1.85,5.62,7.5,21.1,2.88,1.42,27.8,,,,51.17,1.12,231.62,621.75,987.65,35.1,0.0
2021-10-01 12:00:00,2021-10-01 13:00:00,37.5,65.0,1.2,3.53,4.73,21.73,2.73,1.32,24.5,,,,48.9,0.73,301.0,586.4,986.88,36.25,0.0
2021-10-01 13:00:00,2021-10-01 14:00:00,38.25,63.5,0.9,2.95,3.9,21.2,2.5,1.4,32.1,,,,51.1,0.77,329.45,413.3,985.9,35.77,0.0
2021-10-01 14:00:00,2021-10-01 15:00:00,45.0,86.75,0.85,3.97,4.83,21.75,2.43,1.4,42.47,,,,51.93,1.0,341.57,220.23,984.87,35.67,0.0
2021-10-01 15:00:00,2021-10-01 16:00:00,47.0,119.5,1.05,5.07,6.12,21.22,2.83,1.5,39.58,,,,55.53,0.92,258.23,155.6,984.08,33.85,0.0
2021-10-01 16:00:00,2021-10-01 17:00:00,62.0,128.5,1.1,3.95,5.08,21.0,3.12,1.48,39.35,,,,55.57,1.12,97.0,99.97,983.6,33.6,0.0
2021-10-01 17:00:00,2021-10-01 18:00:00,59.0,126.25,1.08,6.18,7.28,21.23,2.72,1.55,34.92,,,,59.8,0.35,74.9,35.62,983.62,32.12,0.0
2021-10-01 18:00:00,2021-10-01 19:00:00,52.0,137.5,1.4,9.65,11.03,19.6,2.1,1.65,20.97,,,,67.95,0.43,323.48,6.17,984.05,29.83,0.0
2021-10-01 19:00:00,2021-10-01 20:00:00,51.0,156.0,2.05,18.88,20.92,18.98,1.98,1.83,11.22,,,,72.92,0.38,296.55,5.67,985.08,28.9,0.0
2021-10-01 20:00:00,2021-10-01 21:00:00,64.0,171.0,43.52,50.65,94.65,21.17,2.07,2.03,6.98,,,,76.15,0.4,252.78,5.62,985.95,28.45,0.0
2021-10-01 21:00:00,2021-10-01 22:00:00,78.0,164.25,10.25,24.02,34.35,18.7,2.03,1.87,7.0,,,,78.53,0.42,271.62,5.6,986.42,28.3,0.0
2021-10-01 22:00:00,2021-10-01 23:00:00,74.0,146.75,27.88,18.32,46.1,16.12,2.2,2.02,7.0,,,,79.62,0.35,306.38,5.67,986.48,28.1,0.0
2021-10-01 23:00:00,2021-10-02 00:00:00,77.0,151.0,21.87,18.57,40.48,17.92,2.07,1.9,6.62,,,,79.1,0.33,254.27,5.62,986.42,27.5,0.0
2021-10-02 00:00:00,2021-10-02 01:00:00,72.0,141.75,13.85,14.2,28.1,17.12,2.62,1.98,8.4,,,,80.2,0.45,88.37,5.6,986.05,27.52,0.0
2021-10-02 01:00:00,2021-10-02 02:00:00,94.0,145.0,4.38,7.12,11.52,18.08,2.88,1.65,14.6,,,,75.58,0.62,95.55,5.6,985.4,28.05,0.0
2021-10-02 02:00:00,2021-10-02 03:00:00,72.0,150.0,27.32,16.38,43.67,18.2,3.4,1.93,10.55,,,,78.95,0.38,160.57,5.6,984.82,27.43,0.0
2021-10-02 03:00:00,2021-10-02 04:00:00,85.0,209.0,30.8,16.32,47.48,18.7,2.92,1.92,19.23,,,,80.75,0.48,149.18,5.6,984.4,27.02,0.0
2021-10-02 04:00:00,2021-10-02 05:00:00,88.0,202.75,24.68,16.88,43.57,19.05,2.73,1.9,34.7,,,,81.7,0.35,178.65,5.6,984.25,26.62,0.0
2021-10-02 05:00:00,2021-10-02 06:00:00,108.0,189.0,20.17,14.38,34.2,18.93,2.67,1.85,27.95,,,,83.53,0.32,219.35,5.65,984.35,26.25,0.0
2021-10-02 06:00:00,2021-10-02 07:00:00,105.0,174.5,22.58,13.5,36.3,18.93,2.38,1.85,15.33,,,,84.22,0.55,258.43,19.65,984.5,26.65,0.0
2021-10-02 07:00:00,2021-10-02 08:00:00,97.0,167.0,8.55,7.92,16.53,19.73,2.37,1.7,7.9,,,,78.28,0.5,273.62,107.92,985.2,27.92,0.0
2021-10-02 08:00:00,2021-10-02 09:00:00,52.0,95.5,5.2,5.72,10.95,19.1,2.63,1.63,8.15,,,,67.05,0.6,292.8,253.75,986.17,30.7,0.0
2021-10-02 09:00:00,2021-10-02 10:00:00,57.0,92.75,3.45,4.4,7.83,20.07,2.88,1.62,9.75,,,,60.1,0.55,283.97,414.7,986.92,33.25,0.0
2021-10-02 10:00:00,2021-10-02 11:00:00,56.0,88.75,2.22,2.45,4.7,21.12,2.7,1.55,10.82,,,,55.78,0.62,313.07,533.75,987.42,34.73,0.0
2021-10-02 11:00:00,2021-10-02 12:00:00,51.0,87.25,1.45,1.98,3.42,21.42,2.45,1.5,14.38,,,,52.55,0.95,320.9,611.28,987.1,35.68,0.0
2021-10-02 12:00:00,2021-10-02 13:00:00,51.0,83.0,1.3,2.15,3.45,22.75,2.62,1.48,20.5,,,,50.32,1.3,256.0,606.08,986.2,35.92,0.0
2021-10-02 13:00:00,2021-10-02 14:00:00,47.0,75.0,1.02,1.8,2.82,24.32,2.72,1.45,24.07,,,,51.62,1.37,167.62,415.6,984.92,35.35,0.0
2021-10-02 14:00:00,2021-10-02 15:00:00,42.0,69.0,1.05,1.93,2.95,25.2,2.53,1.43,24.88,,,,49.98,0.8,328.6,170.25,983.7,36.23,0.0
2021-10-02 15:00:00,2021-10-02 16:00:00,45.0,71.25,1.3,2.42,3.72,26.48,2.48,1.0,25.43,,,,51.98,1.05,339.25,256.15,982.73,34.85,0.0
2021-10-02 16:00:00,2021-10-02 17:00:00,42.0,84.25,0.98,3.6,4.6,27.75,2.4,1.1,25.0,,,,57.12,1.3,347.2,74.27,982.6,32.68,0.0
2021-10-02 17:00:00,2021-10-02 18:00:00,46.0,105.5,1.03,4.75,5.75,26.82,2.05,1.15,21.02,,,,60.62,1.55,351.05,27.55,983.03,31.7,0.0
2021-10-02 18:00:00,2021-10-02 19:00:00,50.0,114.0,0.9,5.38,6.32,25.27,1.5,1.2,20.42,,,,65.58,0.9,346.52,7.05,983.6,30.5,0.0
2021-10-02 19:00:00,2021-10-02 20:00:00,62.0,121.0,1.15,10.82,11.92,24.32,1.88,1.43,12.42,,,,72.7,0.55,326.02,5.67,984.22,29.07,0.0
2021-10-02 20:00:00,2021-10-02 21:00:00,74.0,133.5,2.3,15.82,18.12,23.6,1.53,1.5,8.62,,,,76.47,0.47,295.75,5.67,984.75,28.4,0.0
2021-10-02 21:00:00,2021-10-02 22:00:00,78.0,132.25,2.58,15.27,17.88,21.93,1.77,1.82,7.93,,,,76.75,0.38,299.85,5.7,985.02,28.0,0.0
2021-10-02 22:00:00,2021-10-02 23:00:00,70.0,128.25,3.23,15.88,19.1,21.27,1.8,1.88,7.03,,,,77.9,0.4,283.92,5.7,984.95,27.68,0.0
2021-10-02 23:00:00,2021-10-03 00:00:00,86.0,140.25,4.97,14.23,19.23,19.93,1.98,1.85,8.2,,,,80.38,0.3,298.7,5.65,984.58,27.58,0.0
2021-10-03 00:00:00,2021-10-03 01:00:00,77.0,128.5,2.88,9.6,12.48,19.4,2.15,1.7,7.9,,,,81.62,0.33,277.82,5.65,984.42,27.38,0.0
2021-10-03 01:00:00,2021-10-03 02:00:00,72.0,100.75,2.45,7.0,9.5,18.62,2.15,1.7,15.2,,,,81.65,0.35,294.65,5.62,983.97,27.17,0.0
2021-10-03 02:00:00,2021-10-03 03:00:00,72.0,98.25,2.08,5.38,7.45,18.68,2.1,1.7,7.92,,,,81.55,0.33,291.32,5.6,983.55,26.9,0.0
2021-10-03 03:00:00,2021-10-03 04:00:00,69.0,85.0,1.83,6.05,7.9,18.95,1.6,1.35,8.05,,,,81.97,0.3,285.68,5.6,983.15,26.58,0.0
2021-10-03 04:00:00,2021-10-03 05:00:00,67.0,93.75,2.5,7.37,9.9,19.23,1.48,1.4,7.8,,,,83.65,0.3,312.85,5.6,983.0,26.45,0.0
2021-10-03 05:00:00,2021-10-03 06:00:00,70.0,108.5,3.35,5.95,9.3,19.47,1.52,1.42,7.35,,,,84.47,0.45,257.6,5.62,983.23,26.3,0.0
2021-10-03 06:00:00,2021-10-03 07:00:00,72.0,106.25,3.1,7.18,10.32,19.98,1.78,1.55,6.9,,,,84.62,0.5,251.57,22.67,983.58,26.5,0.0
2021-10-03 07:00:00,2021-10-03 08:00:00,92.0,127.25,7.4,8.2,15.62,21.25,2.5,1.58,8.72,,,,79.17,0.75,253.02,123.45,984.0,28.48,0.0
2021-10-03 08:00:00,2021-10-03 09:00:00,81.0,141.25,5.38,6.97,12.35,20.62,2.67,1.47,9.12,,,,67.6,0.92,251.2,289.2,984.42,31.12,0.0
2021-10-03 09:00:00,2021-10-03 10:00:00,69.0,125.5,3.12,5.12,8.25,21.0,3.02,1.65,12.33,,,,58.28,0.9,256.95,453.43,984.62,33.65,0.0
2021-10-03 10:00:00,2021-10-03 11:00:00,51.0,84.75,2.08,3.77,5.85,21.48,2.95,1.5,14.7,,,,53.23,0.88,281.1,597.05,983.88,34.77,0.0
2021-10-03 11:00:00,2021-10-03 12:00:00,30.0,58.25,1.85,3.33,5.17,22.7,2.67,1.48,17.52,,,,51.45,0.8,273.65,677.22,983.87,36.02,0.0
2021-10-03 12:00:00,2021-10-03 13:00:00,23.0,61.25,1.8,3.07,4.88,23.85,2.5,1.45,18.12,,,,50.32,0.98,302.25,645.62,983.1,36.6,0.0
2021-10-03 13:00:00,2021-10-03 14:00:00,20.0,63.0,1.68,2.23,3.88,24.17,2.2,1.48,17.43,,,,50.1,1.18,321.2,384.9,982.15,36.02,0.0
2021-10-03 14:00:00,2021-10-03 15:00:00,22.0,77.25,1.48,2.1,3.55,25.48,2.05,1.43,15.6,,,,49.82,1.4,331.07,159.72,981.47,36.15,0.0
2021-10-03 15:00:00,2021-10-03 16:00:00,19.0,84.0,1.33,2.15,3.45,27.0,2.1,1.12,17.43,,,,51.05,1.25,313.52,316.1,981.08,35.52,0.0
2021-10-03 16:00:00,2021-10-03 17:00:00,17.0,66.0,1.25,2.03,3.27,26.8,1.57,1.15,19.55,,,,57.78,1.07,270.83,64.65,980.95,32.43,0.0
2021-10-03 17:00:00,2021-10-03 18:00:00,14.0,42.0,1.27,3.45,4.72,25.67,1.45,1.12,13.85,,,,61.58,0.62,279.6,25.38,980.9,30.75,0.0
2021-10-03 18:00:00,2021-10-03 19:00:00,13.0,40.0,1.38,7.78,9.18,24.75,2.1,1.33,11.75,,,,67.55,0.45,272.98,6.25,981.3,29.8,0.0
2021-10-03 19:00:00,2021-10-03 20:00:00,25.0,75.0,17.77,29.32,46.83,20.88,3.27,1.4,8.05,,,,71.48,0.38,281.75,5.7,980.25,28.38,0.0
2021-10-03 20:00:00,2021-10-03 21:00:00,38.0,90.0,39.82,42.9,82.72,21.55,2.63,1.5,6.22,,,,73.83,0.4,270.38,5.7,982.7,28.02,0.0
2021-10-03 21:00:00,2021-10-03 22:00:00,38.0,96.0,25.3,27.75,52.88,24.38,6.62,1.48,7.75,,,,75.03,0.33,283.6,5.7,983.12,27.9,0.0
2021-10-03 22:00:00,2021-10-03 23:00:00,50.0,100.0,10.28,14.93,25.25,23.3,8.1,1.48,6.85,,,,76.5,0.58,262.77,5.7,983.18,27.93,0.0
2021-10-03 23:00:00,2021-10-04 00:00:00,61.0,111.0,9.2,12.68,21.85,22.35,8.67,1.42,6.55,,,,76.47,0.68,247.68,5.67,983.12,28.0,0.0
2021-10-04 00:00:00,2021-10-04 01:00:00,55.0,122.0,8.93,12.25,21.15,22.2,4.83,1.4,6.43,,,,76.47,0.7,238.15,5.6,982.82,27.95,0.0
2021-10-04 01:00:00,2021-10-04 02:00:00,47.0,107.0,9.15,10.85,19.95,21.53,3.22,1.32,12.2,,,,78.33,0.43,256.95,5.6,982.5,27.35,0.0
2021-10-04 02:00:00,2021-10-04 03:00:00,40.0,90.0,5.62,9.95,15.58,20.35,2.53,1.27,6.95,,,,79.5,0.43,273.25,5.65,982.33,26.9,0.0
2021-10-04 03:00:00,2021-10-04 04:00:00,42.0,80.0,11.93,8.15,20.08,19.2,2.2,1.4,6.42,,,,80.97,0.45,325.82,5.62,982.2,26.5,0.0
2021-10-04 04:00:00,2021-10-04 05:00:00,62.0,107.0,14.32,12.43,26.77,20.8,2.25,1.4,7.08,,,,82.57,0.3,212.35,5.57,982.12,25.98,0.0
2021-10-04 05:00:00,2021-10-04 06:00:00,96.0,147.0,21.3,10.78,32.05,21.55,2.47,1.4,5.35,,,,83.65,0.33,261.65,5.62,982.47,25.7,0.0
2021-10-04 06:00:00,2021-10-04 07:00:00,69.0,103.0,17.75,8.9,26.7,21.0,2.05,1.42,7.05,,,,84.0,0.33,258.07,24.75,982.5,25.62,0.0
2021-10-04 07:00:00,2021-10-04 08:00:00,50.0,90.0,15.97,6.07,22.08,22.0,2.25,1.43,7.53,,,,71.28,0.33,263.2,156.5,983.13,28.95,0.0
2021-10-04 08:00:00,2021-10-04 09:00:00,42.0,102.0,6.1,4.33,10.43,22.25,3.97,1.3,7.12,,,,57.65,0.58,280.53,320.08,984.25,32.17,0.0
2021-10-04 09:00:00,2021-10-04 10:00:00,36.0,68.25,3.98,4.4,8.35,22.52,4.65,1.2,9.9,,,,52.48,0.75,277.52,484.5,984.62,34.02,0.0
2021-10-04 10:00:00,2021-10-04 11:00:00,27.0,61.75,2.02,3.1,5.12,24.45,3.08,1.18,12.1,,,,49.63,0.8,295.73,613.03,984.58,35.33,0.0
2021-10-04 11:00:00,2021-10-04 12:00:00,20.0,58.0,1.57,2.7,4.22,24.6,2.3,1.18,14.6,,,,48.58,0.68,287.35,683.8,984.25,36.05,0.0
2021-10-04 12:00:00,2021-10-04 13:00:00,24.0,44.0,1.62,1.85,3.47,25.38,1.67,1.15,16.45,,,,47.88,0.78,297.1,679.95,983.62,36.55,0.0
2021-10-04 13:00:00,2021-10-04 14:00:00,19.0,45.5,1.25,1.52,2.8,26.37,1.68,1.1,16.12,,,,47.73,1.1,343.7,400.25,982.88,35.85,0.0
2021-10-04 14:00:00,2021-10-04 15:00:00,14.0,47.75,1.15,1.68,2.8,27.05,1.7,1.1,17.68,,,,45.88,0.65,296.93,137.12,982.03,37.0,0.0
2021-10-04 15:00:00,2021-10-04 16:00:00,16.0,43.25,1.5,1.65,3.15,25.27,2.38,1.22,19.55,,,,47.67,0.57,298.93,323.15,981.35,36.4,0.0
2021-10-04 16:00:00,2021-10-04 17:00:00,8.0,50.5,1.3,2.45,3.72,24.73,2.45,1.25,20.5,,,,52.4,0.45,263.28,50.7,980.8,33.33,0.0
2021-10-04 17:00:00,2021-10-04 18:00:00,13.0,65.5,1.65,11.5,13.15,22.57,2.27,1.4,13.53,,,,57.1,0.47,296.6,23.7,980.8,31.45,0.0
2021-10-04 18:00:00,2021-10-04 19:00:00,23.0,106.0,3.12,18.82,21.95,23.5,2.3,1.62,8.12,,,,64.3,0.43,319.4,6.35,981.03,29.5,0.0
2021-10-04 19:00:00,2021-10-04 20:00:00,41.0,170.25,3.93,18.97,22.9,22.65,2.27,1.77,7.4,,,,65.53,0.4,221.38,5.67,981.98,29.62,0.0
2021-10-04 20:00:00,2021-10-04 21:00:00,41.0,183.0,13.45,17.88,30.13,23.15,2.6,1.93,6.62,,,,64.5,0.62,133.28,5.62,982.95,30.25,0.0
2021-10-04 21:00:00,2021-10-04 22:00:00,52.0,217.0,7.0,13.18,20.08,24.7,2.42,1.58,6.8,,,,64.33,0.65,119.05,5.62,983.25,30.25,0.0
2021-10-04 22:00:00,2021-10-04 23:00:00,56.0,184.0,5.0,12.82,17.8,22.15,2.3,1.55,6.83,,,,66.47,0.33,83.62,5.6,983.88,29.7,0.0
2021-10-04 23:00:00,2021-10-05 00:00:00,52.0,174.5,4.72,11.23,15.97,21.67,2.12,1.4,6.83,,,,67.5,0.4,127.12,5.6,983.88,29.15,0.0
2021-10-05 00:00:00,2021-10-05 01:00:00,48.0,129.5,5.75,10.88,16.55,20.77,1.85,1.48,6.78,,,,68.75,0.47,170.97,5.62,983.53,28.98,0.0
2021-10-05 01:00:00,2021-10-05 02:00:00,59.0,148.75,5.95,10.93,16.85,20.25,2.12,1.4,12.9,,,,67.83,0.82,55.95,5.6,983.75,29.42,0.0
2021-10-05 02:00:00,2021-10-05 03:00:00,62.0,145.75,4.08,6.25,10.3,19.3,2.33,1.3,7.2,,,,69.53,1.45,76.25,5.6,984.08,28.28,0.0
2021-10-05 03:00:00,2021-10-05 04:00:00,44.0,85.0,1.38,2.47,3.85,18.05,1.95,1.02,8.0,,,,73.2,1.48,108.6,5.6,983.92,26.4,0.0
2021-10-05 04:00:00,2021-10-05 05:00:00,23.0,39.0,1.22,2.42,3.67,18.27,1.6,1.0,10.03,,,,71.12,0.6,94.75,5.6,981.4,25.8,0.0
2021-10-05 05:00:00,2021-10-05 06:00:00,16.0,31.75,1.57,4.92,6.5,18.75,1.5,1.05,7.58,,,,71.33,0.57,163.57,5.6,983.55,25.25,0.0
2021-10-05 06:00:00,2021-10-05 07:00:00,23.0,46.0,2.92,5.73,8.68,18.32,1.4,1.18,7.1,,,,74.03,0.38,142.72,23.05,984.8,26.02,0.0
2021-10-05 07:00:00,2021-10-05 08:00:00,25.0,85.0,14.4,11.67,26.0,19.1,2.02,1.37,7.93,,,,68.9,0.85,136.02,85.83,985.9,28.18,0.0
2021-10-05 08:00:00,2021-10-05 09:00:00,57.0,147.75,14.6,10.55,21.77,21.8,2.87,1.33,15.75,,,,63.42,1.2,113.5,275.0,986.9,30.12,0.0
2021-10-05 09:00:00,2021-10-05 10:00:00,52.0,143.5,11.38,12.28,23.68,21.95,5.15,1.67,10.55,,,,53.33,0.85,106.83,441.58,987.62,32.8,0.0
2021-10-05 10:00:00,2021-10-05 11:00:00,46.0,124.0,6.95,11.85,18.8,23.73,5.1,1.65,20.17,,,,53.6,0.9,91.5,561.62,987.83,33.55,0.0
2021-10-05 11:00:00,2021-10-05 12:00:00,72.0,179.0,2.55,9.65,12.18,23.35,4.3,1.62,39.18,,,,52.47,0.97,102.93,631.53,987.58,34.42,0.0
2021-10-05 12:00:00,2021-10-05 13:00:00,64.0,152.0,1.47,7.12,8.6,22.95,3.8,1.58,49.97,,,,49.55,0.7,137.53,585.15,986.65,35.6,0.0
2021-10-05 13:00:00,2021-10-05 14:00:00,52.0,123.75,1.0,4.52,5.55,22.93,3.3,1.5,47.45,,,,48.75,0.45,152.47,366.53,985.58,35.5,0.0
2021-10-05 14:00:00,2021-10-05 15:00:00,45.0,99.0,1.23,4.28,5.5,22.98,2.97,1.5,45.88,,,,47.88,0.45,104.8,228.43,984.8,35.77,0.0
2021-10-05 15:00:00,2021-10-05 16:00:00,40.0,112.0,1.08,5.55,6.6,22.83,3.0,1.5,39.6,,,,52.7,1.08,288.07,79.6,984.42,33.52,0.0
2021-10-05 16:00:00,2021-10-05 17:00:00,46.0,140.0,0.9,5.42,6.25,22.38,2.47,1.48,24.43,,,,59.02,1.12,333.07,41.8,984.32,30.7,0.0
2021-10-05 17:00:00,2021-10-05 18:00:00,33.0,122.0,1.18,5.78,6.92,21.7,2.23,1.5,17.65,,,,63.48,0.65,325.45,18.3,983.7,28.9,0.0
2021-10-05 18:00:00,2021-10-05 19:00:00,35.0,92.0,1.55,10.3,11.82,22.05,2.77,1.52,11.35,,,,65.22,0.88,246.07,6.83,984.92,28.32,0.0
2021-10-05 19:00:00,2021-10-05 20:00:00,30.0,90.0,1.38,9.0,10.4,22.05,2.95,1.55,11.03,,,,67.65,0.58,271.35,5.62,985.38,27.85,0.0
2021-10-05 20:00:00,2021-10-05 21:00:00,29.0,68.0,1.65,10.6,12.25,21.25,2.43,1.53,9.18,,,,69.12,0.45,260.65,5.65,985.95,27.5,0.0
2021-10-05 21:00:00,2021-10-05 22:00:00,30.0,67.0,4.8,15.32,20.05,20.05,1.88,1.72,7.25,,,,71.55,0.5,302.9,5.65,986.5,27.28,0.0
2021-10-05 22:00:00,2021-10-05 23:00:00,36.0,103.0,5.82,9.25,15.02,21.48,3.7,1.75,6.1,,,,73.72,0.55,324.43,5.65,986.67,26.82,0.0
2021-10-05 23:00:00,2021-10-06 00:00:00,41.0,84.0,6.23,11.68,17.88,21.93,2.75,1.7,6.23,,,,76.53,0.42,296.5,5.67,983.33,24.8,0.0
2021-10-06 00:00:00,2021-10-06 01:00:00,46.0,81.0,6.62,9.0,15.65,20.78,1.97,1.7,6.15,,,,79.03,0.43,312.0,5.62,986.7,25.73,0.0
2021-10-06 01:00:00,2021-10-06 02:00:00,40.0,74.0,6.32,9.2,15.53,20.1,1.62,1.75,11.7,,,,81.48,0.4,276.32,5.6,984.27,24.62,0.0
2021-10-06 02:00:00,2021-10-06 03:00:00,62.0,89.0,8.62,8.45,17.1,20.35,1.37,1.73,6.95,,,,83.1,0.38,287.88,5.62,986.3,24.97,0.0
2021-10-06 03:00:00,2021-10-06 04:00:00,64.0,106.0,6.18,6.0,12.12,19.62,1.88,1.52,6.6,,,,84.02,0.43,309.23,5.62,986.38,25.27,0.0
2021-10-06 04:00:00,2021-10-06 05:00:00,50.0,69.0,8.65,5.52,14.15,19.15,2.2,1.5,8.12,,,,84.65,0.4,304.27,5.65,986.4,25.23,0.0
2021-10-06 05:00:00,2021-10-06 06:00:00,75.0,135.0,10.27,5.8,15.77,19.45,2.35,1.42,6.78,,,,85.03,0.4,308.35,5.7,986.65,25.1,0.0
2021-10-06 06:00:00,2021-10-06 07:00:00,50.0,85.0,10.45,5.48,15.95,18.3,2.17,1.48,6.15,,,,85.28,0.43,310.58,20.2,987.05,25.1,0.0
2021-10-06 07:00:00,2021-10-06 08:00:00,48.0,75.0,14.72,6.67,21.33,18.55,2.33,1.68,7.6,,,,81.2,0.3,314.82,126.03,987.45,26.8,0.0
2021-10-06 08:00:00,2021-10-06 09:00:00,55.0,101.0,7.67,4.97,12.62,19.47,2.73,1.53,7.88,,,,67.55,0.77,257.02,285.52,987.95,30.08,0.0
2021-10-06 09:00:00,2021-10-06 10:00:00,68.0,122.0,3.5,4.55,8.0,18.45,3.45,1.45,9.62,,,,59.62,0.83,341.67,451.73,988.17,32.52,0.0
2021-10-06 10:00:00,2021-10-06 11:00:00,57.0,97.0,2.12,3.12,5.25,18.9,3.6,1.32,13.4,,,,55.6,0.77,331.43,545.12,988.12,33.97,0.0
2021-10-06 11:00:00,2021-10-06 12:00:00,58.0,100.0,1.45,3.62,5.12,19.62,5.9,1.35,21.8,,,,53.8,0.82,336.3,565.72,987.45,34.1,0.0
2021-10-06 12:00:00,2021-10-06 13:00:00,62.0,96.0,1.3,3.42,4.7,20.18,6.8,1.3,28.42,,,,51.12,1.0,339.0,600.02,986.45,35.02,0.0
2021-10-06 13:00:00,2021-10-06 14:00:00,50.0,90.0,1.35,2.73,4.08,20.9,4.72,1.27,26.35,,,,50.97,1.18,343.2,461.75,985.38,35.38,0.0
2021-10-06 14:00:00,2021-10-06 15:00:00,35.0,72.0,1.1,2.15,3.27,22.12,2.97,1.2,22.83,,,,50.97,1.48,348.1,182.73,984.58,34.95,0.0
2021-10-06 15:00:00,2021-10-06 16:00:00,34.0,84.0,0.9,2.25,3.1,23.67,2.88,1.25,26.25,,,,51.65,2.2,90.95,291.8,984.05,33.9,0.0
2021-10-06 16:00:00,2021-10-06 17:00:00,40.0,91.0,1.07,3.25,4.3,25.07,3.1,1.3,29.93,,,,55.65,1.2,343.25,66.97,983.75,32.2,0.0
2021-10-06 17:00:00,2021-10-06 18:00:00,52.0,116.0,1.3,5.15,6.5,24.48,3.17,1.38,23.93,,,,59.85,1.12,341.98,28.05,983.57,31.0,0.0
2021-10-06 18:00:00,2021-10-06 19:00:00,50.0,133.0,1.1,8.35,9.45,23.82,2.72,1.48,17.05,,,,66.3,0.68,334.72,6.1,983.73,28.82,0.0
2021-10-06 19:00:00,2021-10-06 20:00:00,57.0,128.0,1.2,13.12,14.32,23.52,2.62,1.57,11.88,,,,68.25,1.15,348.1,5.67,984.03,28.58,0.0
2021-10-06 20:00:00,2021-10-06 21:00:00,61.0,149.0,1.42,10.53,11.98,22.55,2.57,1.5,12.45,,,,69.15,0.8,338.85,5.7,984.3,28.12,0.0
2021-10-06 21:00:00,2021-10-06 22:00:00,51.0,114.0,1.38,10.48,11.82,22.05,1.9,1.35,10.77,,,,74.6,0.6,331.6,5.65,984.73,27.02,0.0
