From Date,To Date,PM2.5 (ug/m3),PM10 (ug/m3),NO (ug/m3),NO2 (ug/m3),NOx (ppb),NH3 (ug/m3),SO2 (ug/m3),CO (mg/m3),Ozone (ug/m3),Benzene (ug/m3),Toluene (ug/m3),Eth-Benzene (ug/m3),MP-Xylene (ug/m3),Temp (degree C),RH (%),WS (m/s),WD (degree),SR (W/mt2),BP (mmHg),Xylene (ug/m3),AT (degree C),RF (mm)
2021-12-13 18:00:00,2021-12-13 19:00:00,81.0,238.75,79.5,34.25,82.83,7.35,10.1,5.87,8.06,4.03,21.93,,,30.37,71.25,0.3,153.5,12.0,741.0,,15.72,
2021-12-13 19:00:00,2021-12-13 20:00:00,145.75,385.25,120.48,35.1,116.6,12.57,13.47,0.01,10.1,6.08,29.92,,,30.62,75.25,0.33,90.0,12.0,741.0,,15.28,
2021-12-13 20:00:00,2021-12-13 21:00:00,202.0,458.75,149.15,34.72,139.75,16.75,14.4,0.01,10.73,6.88,34.78,,,30.77,81.0,0.3,99.25,12.0,741.0,,14.6,
2021-12-13 21:00:00,2021-12-13 22:00:00,211.5,461.0,93.8,38.55,96.77,14.45,9.88,6.87,9.96,6.7,36.67,,,30.75,77.75,0.33,154.5,12.0,741.0,,14.6,
2021-12-13 22:00:00,2021-12-13 23:00:00,185.5,380.75,85.42,28.42,84.6,14.58,6.67,6.84,7.95,5.72,31.07,,,30.72,85.0,0.3,97.25,12.0,741.0,,13.35,
2021-12-13 23:00:00,2021-12-14 00:00:00,174.25,357.0,67.05,27.42,69.12,13.12,3.9,7.32,7.4,5.08,27.68,,,30.77,88.0,0.3,94.75,12.0,741.0,,12.6,
2021-12-14 00:00:00,2021-12-14 01:00:00,144.25,273.25,52.2,24.45,55.45,12.95,2.77,5.67,14.09,4.52,33.0,,,30.93,91.25,0.3,70.0,12.0,741.0,,12.07,
2021-12-14 01:00:00,2021-12-14 02:00:00,141.0,256.0,42.7,23.12,47.05,12.98,2.1,4.8,7.7,3.95,29.4,,,31.0,92.5,0.3,70.0,12.0,741.0,,11.9,
2021-12-14 02:00:00,2021-12-14 03:00:00,140.25,258.5,,,,,,,7.66,3.9,28.15,,,31.2,92.25,0.3,74.75,12.0,741.0,,11.88,
2021-12-14 03:00:00,2021-12-14 04:00:00,145.75,263.75,39.12,22.02,43.55,12.1,3.35,4.0,6.52,3.72,39.55,,,30.62,92.0,0.35,81.5,12.0,740.75,,11.75,
2021-12-14 04:00:00,2021-12-14 05:00:00,144.25,266.5,28.3,21.33,34.35,13.62,5.2,3.2,6.31,3.45,35.25,,,31.0,89.0,0.42,62.5,12.0,741.0,,12.05,
2021-12-14 05:00:00,2021-12-14 06:00:00,160.25,303.0,22.43,22.18,30.05,13.07,8.65,2.88,7.24,3.3,28.4,,,30.98,88.25,0.5,71.75,12.0,741.0,,11.95,
2021-12-14 06:00:00,2021-12-14 07:00:00,188.5,324.25,21.1,23.12,29.45,13.2,6.3,3.0,5.47,2.98,25.25,,,31.05,92.0,0.3,64.0,12.0,741.0,,11.2,
2021-12-14 07:00:00,2021-12-14 08:00:00,201.75,350.0,35.67,23.98,41.78,12.25,7.8,4.05,6.76,3.2,23.62,,,31.0,94.5,0.3,65.5,19.0,741.0,,11.03,
2021-12-14 08:00:00,2021-12-14 09:00:00,247.5,474.5,46.42,30.27,53.85,15.1,10.53,4.79,7.59,4.35,23.7,,,31.0,83.5,0.35,101.5,48.25,741.0,,13.47,
2021-12-14 09:00:00,2021-12-14 10:00:00,246.25,477.5,6.73,23.98,18.23,12.18,9.28,2.42,24.06,3.0,18.52,,,30.93,63.25,0.85,182.0,87.75,742.0,,16.48,
2021-12-14 10:00:00,2021-12-14 11:00:00,,,,,,,,,,,,,,,,,,,,,,
2021-12-14 11:00:00,2021-12-14 12:00:00,148.0,284.0,,,,,,,36.61,1.1,8.0,,,29.2,51.5,1.4,167.0,144.0,742.0,,19.7,
2021-12-14 12:00:00,2021-12-14 13:00:00,169.0,323.0,5.65,18.17,14.32,10.78,10.33,0.96,67.62,1.65,14.43,,,30.52,48.25,1.2,151.25,143.0,742.0,,20.48,
2021-12-14 13:00:00,2021-12-14 14:00:00,165.5,313.5,4.55,18.4,13.47,11.05,12.9,0.53,73.53,1.45,9.67,,,30.7,45.5,1.68,116.25,124.25,742.0,,20.93,
2021-12-14 14:00:00,2021-12-14 15:00:00,146.5,270.75,5.62,15.55,12.85,9.0,8.1,0.14,83.66,1.25,11.25,,,30.2,42.75,1.15,206.5,70.0,742.0,,21.35,
2021-12-14 15:00:00,2021-12-14 16:00:00,129.0,239.25,5.1,17.75,13.55,9.75,12.57,0.58,79.36,1.27,12.65,,,29.85,44.25,0.7,193.5,45.0,742.0,,21.15,
2021-12-14 16:00:00,2021-12-14 17:00:00,151.75,277.5,5.2,18.95,14.32,9.68,10.07,0.61,67.53,1.42,11.25,,,30.25,47.5,0.6,177.5,25.75,742.0,,20.4,
2021-12-14 17:00:00,2021-12-14 18:00:00,159.75,313.75,13.5,26.17,24.93,9.82,8.4,3.33,19.51,2.27,12.88,,,30.55,66.25,0.3,130.75,13.25,741.0,,17.28,
2021-12-14 18:00:00,2021-12-14 19:00:00,218.0,431.5,68.12,26.65,69.58,13.03,10.73,4.47,7.45,5.05,26.55,,,30.5,77.0,0.3,92.75,12.0,741.0,,15.85,
2021-12-14 19:00:00,2021-12-14 20:00:00,287.0,559.0,114.77,33.23,110.97,16.67,13.82,0.01,8.94,6.45,31.88,,,30.28,82.75,0.3,73.0,12.0,741.0,,14.88,
2021-12-14 20:00:00,2021-12-14 21:00:00,298.75,517.5,140.4,29.95,130.07,18.6,14.5,0.02,9.49,7.12,34.6,,,30.38,86.5,0.3,73.0,12.0,741.0,,14.38,
2021-12-14 21:00:00,2021-12-14 22:00:00,323.5,562.25,161.47,31.48,148.05,15.62,14.62,,9.63,10.25,40.28,,,30.32,90.5,0.3,73.0,12.0,741.0,,14.25,
2021-12-14 22:00:00,2021-12-14 23:00:00,273.0,477.75,158.55,22.48,140.85,21.27,13.07,0.02,10.46,10.4,42.6,,,30.3,90.25,0.3,182.0,12.0,741.0,,14.25,
2021-12-14 23:00:00,2021-12-15 00:00:00,220.5,409.5,123.88,20.43,111.55,21.45,9.9,0.01,12.78,8.35,45.35,,,30.33,89.25,0.35,181.5,12.0,741.0,,13.98,
2021-12-15 00:00:00,2021-12-15 01:00:00,225.5,417.5,60.35,27.28,63.58,16.6,32.73,6.9,17.35,7.0,43.17,,,30.35,86.5,0.3,113.75,12.0,741.0,,13.65,
2021-12-15 01:00:00,2021-12-15 02:00:00,181.25,332.5,18.8,31.15,31.85,13.25,39.88,3.07,10.62,5.25,27.23,,,30.3,85.5,0.3,158.25,12.0,741.0,,12.9,
2021-12-15 02:00:00,2021-12-15 03:00:00,115.25,192.0,,,,,,,15.33,3.75,17.23,,,30.82,79.5,0.53,120.5,12.0,741.0,,13.32,
2021-12-15 03:00:00,2021-12-15 04:00:00,82.67,139.5,6.0,18.65,14.75,9.15,14.92,,24.76,2.45,11.28,,,30.3,73.5,0.93,90.25,12.0,741.0,,13.8,
2021-12-15 04:00:00,2021-12-15 05:00:00,77.25,127.0,6.55,16.45,14.12,9.33,13.77,,30.54,2.12,9.4,,,30.3,75.5,1.2,78.75,12.0,741.0,,13.5,
2021-12-15 05:00:00,2021-12-15 06:00:00,82.0,132.5,5.73,17.5,13.97,10.3,12.35,,27.29,2.07,8.45,,,30.3,78.25,1.1,85.25,12.0,741.0,,12.95,
2021-12-15 06:00:00,2021-12-15 07:00:00,84.5,140.0,5.2,19.27,14.47,10.45,10.9,,24.95,1.97,7.95,,,30.3,78.75,1.4,66.5,12.0,741.0,,12.82,
2021-12-15 07:00:00,2021-12-15 08:00:00,86.75,152.25,6.95,19.35,15.92,10.8,10.55,0.02,15.92,2.1,7.62,,,30.2,79.25,0.85,93.5,18.75,741.0,,12.55,
2021-12-15 08:00:00,2021-12-15 09:00:00,100.0,191.25,7.65,23.0,18.48,12.2,17.9,0.17,19.34,2.45,8.2,,,30.2,74.0,1.27,93.0,51.0,741.0,,13.57,
2021-12-15 09:00:00,2021-12-15 10:00:00,103.5,192.75,6.62,20.6,16.32,10.07,23.45,,38.43,2.17,7.85,,,30.18,66.0,2.2,87.75,99.0,742.0,,15.25,
2021-12-15 10:00:00,2021-12-15 11:00:00,95.0,178.25,5.72,20.95,15.82,10.7,28.23,,49.31,2.0,7.9,,,30.42,58.75,1.77,90.0,135.75,742.0,,17.27,
2021-12-15 11:00:00,2021-12-15 12:00:00,89.25,175.0,5.75,19.43,15.0,10.32,18.77,0.74,67.42,1.92,9.93,,,30.18,53.0,2.33,94.25,158.75,742.0,,18.9,
2021-12-15 12:00:00,2021-12-15 13:00:00,76.0,148.75,4.92,18.2,13.65,8.9,25.3,1.9,79.52,1.78,11.12,,,30.18,47.25,2.33,133.25,163.0,742.0,,20.38,
2021-12-15 13:00:00,2021-12-15 14:00:00,58.25,128.0,5.72,16.73,13.55,7.18,27.4,1.77,89.13,1.43,10.88,,,30.22,44.75,2.28,152.25,142.75,742.0,,20.85,
2021-12-15 14:00:00,2021-12-15 15:00:00,50.25,115.25,4.78,18.58,13.75,7.42,38.57,1.76,96.15,1.32,12.62,,,30.48,40.0,2.07,114.0,67.25,742.0,,21.25,
2021-12-15 15:00:00,2021-12-15 16:00:00,47.0,116.5,4.83,20.05,14.58,4.58,30.95,1.65,80.35,1.17,10.8,,,30.22,32.0,1.7,121.25,41.25,742.0,,21.15,
2021-12-15 16:00:00,2021-12-15 17:00:00,33.33,98.75,3.75,20.77,14.12,4.0,10.9,1.66,69.71,1.08,14.9,,,30.22,33.75,1.57,76.75,28.25,742.0,,20.32,
2021-12-15 17:00:00,2021-12-15 18:00:00,37.67,108.75,5.62,25.62,18.2,6.22,11.78,2.41,29.57,1.32,17.98,,,30.2,47.25,0.48,87.25,13.5,741.0,,17.65,
2021-12-15 18:00:00,2021-12-15 19:00:00,61.0,173.25,31.73,32.25,42.95,9.9,36.73,4.47,24.44,2.1,47.98,,,30.35,61.25,0.32,114.25,12.0,741.0,,14.92,
2021-12-15 19:00:00,2021-12-15 20:00:00,85.0,243.0,57.8,34.98,65.62,9.38,38.58,7.03,31.43,3.55,46.45,,,30.4,65.25,0.3,152.0,12.0,741.0,,14.53,
2021-12-15 20:00:00,2021-12-15 21:00:00,246.25,517.0,55.05,36.33,64.1,11.82,26.03,6.64,17.06,4.6,41.4,,,30.45,62.0,0.62,122.5,12.0,741.0,,15.0,
2021-12-15 21:00:00,2021-12-15 22:00:00,253.0,511.0,34.03,31.9,44.65,12.57,14.5,6.11,7.81,4.6,31.43,,,30.43,68.0,0.4,153.5,12.0,741.0,,13.95,
2021-12-15 22:00:00,2021-12-15 23:00:00,207.0,415.0,60.42,24.9,62.4,15.0,10.67,8.46,15.46,4.97,30.27,,,30.42,76.5,0.5,132.25,12.0,741.0,,13.15,
2021-12-15 23:00:00,2021-12-16 00:00:00,238.5,445.5,42.83,32.2,51.95,12.72,21.48,6.02,28.84,5.15,31.7,,,30.35,73.75,0.53,125.75,12.0,741.0,,13.4,
2021-12-16 00:00:00,2021-12-16 01:00:00,192.75,353.5,30.62,29.97,40.85,12.02,13.6,4.72,15.57,4.4,29.83,,,30.35,73.25,0.47,112.5,12.0,741.0,,13.3,
2021-12-16 01:00:00,2021-12-16 02:00:00,165.5,291.75,11.75,30.15,25.55,10.9,34.45,2.93,22.7,3.67,19.2,,,30.33,68.5,0.85,93.75,12.0,741.0,,13.75,
2021-12-16 02:00:00,2021-12-16 03:00:00,125.5,207.75,,,,,,,36.42,2.58,13.38,,,30.88,68.5,0.68,149.0,12.0,741.0,,13.72,
2021-12-16 03:00:00,2021-12-16 04:00:00,110.0,175.75,6.4,21.35,16.58,8.65,60.53,2.15,24.16,2.1,11.15,,,30.3,70.5,0.55,104.0,12.0,741.0,,13.53,
2021-12-16 04:00:00,2021-12-16 05:00:00,112.25,180.5,5.5,20.35,15.3,9.43,31.73,2.06,31.79,1.9,10.53,,,30.28,69.5,0.9,100.75,12.0,741.0,,13.35,
2021-12-16 05:00:00,2021-12-16 06:00:00,120.0,195.75,5.38,19.7,14.88,9.72,17.88,2.14,18.3,1.72,8.88,,,30.32,77.75,0.38,98.5,12.0,741.0,,12.17,
2021-12-16 06:00:00,2021-12-16 07:00:00,149.75,245.75,6.37,23.23,17.55,9.68,11.93,2.31,10.53,1.85,9.3,,,30.27,81.5,0.38,137.0,12.0,741.0,,11.9,
2021-12-16 07:00:00,2021-12-16 08:00:00,160.5,278.25,14.28,22.65,23.67,11.75,18.6,2.98,19.41,2.25,12.35,,,30.33,79.5,0.8,70.25,18.75,741.0,,12.28,
2021-12-16 08:00:00,2021-12-16 09:00:00,202.5,389.75,15.98,27.08,27.4,12.82,23.03,3.35,7.79,2.68,10.88,,,30.35,75.75,1.07,67.0,37.0,741.0,,13.05,
2021-12-16 09:00:00,2021-12-16 10:00:00,223.75,421.25,11.15,28.12,24.03,13.35,24.85,3.22,15.02,2.77,14.7,,,30.3,70.0,1.68,86.25,66.75,741.5,,14.23,
2021-12-16 10:00:00,2021-12-16 11:00:00,222.5,411.5,9.57,27.12,22.27,13.52,26.8,2.64,23.76,2.85,15.93,,,30.2,66.5,1.57,90.0,74.75,742.0,,15.07,
2021-12-16 11:00:00,2021-12-16 12:00:00,229.5,413.25,9.32,27.6,22.27,15.35,27.3,1.93,33.78,2.62,18.77,,,30.05,63.25,1.58,103.25,123.5,742.0,,16.48,
2021-12-16 12:00:00,2021-12-16 13:00:00,225.5,406.0,7.55,24.5,19.17,13.87,24.0,1.46,47.53,2.58,17.05,,,29.98,56.5,1.8,86.0,122.0,742.0,,18.15,
2021-12-16 13:00:00,2021-12-16 14:00:00,208.5,388.25,6.62,23.0,17.6,12.72,38.22,1.1,61.28,2.35,18.5,,,29.88,47.0,1.68,86.25,95.0,742.0,,19.23,
2021-12-16 14:00:00,2021-12-16 15:00:00,169.75,306.75,5.95,20.0,15.45,10.5,23.23,0.78,67.95,1.88,11.5,,,30.0,46.5,1.65,74.75,51.5,742.0,,19.23,
2021-12-16 15:00:00,2021-12-16 16:00:00,130.25,238.25,4.42,20.93,14.72,9.58,15.68,0.61,59.4,1.73,11.38,,,30.45,40.5,1.72,83.0,38.5,742.0,,19.2,
2021-12-16 16:00:00,2021-12-16 17:00:00,101.5,209.75,4.25,21.88,15.1,7.12,17.8,0.77,51.0,1.3,12.25,,,30.17,42.0,1.6,91.75,25.25,741.75,,18.6,
2021-12-16 17:00:00,2021-12-16 18:00:00,114.0,252.0,7.6,27.05,20.52,10.32,31.12,1.46,20.63,2.3,22.2,,,30.22,51.5,1.45,83.25,13.0,741.0,,17.3,
2021-12-16 18:00:00,2021-12-16 19:00:00,175.25,341.0,8.4,26.23,20.8,11.58,39.07,1.55,18.67,2.75,20.35,,,30.35,50.5,1.43,134.0,12.0,741.0,,16.35,
2021-12-16 19:00:00,2021-12-16 20:00:00,185.25,339.5,10.95,28.1,23.85,12.2,51.42,1.83,17.41,2.88,20.43,,,30.8,56.0,1.25,160.25,12.0,741.0,,16.12,
2021-12-16 20:00:00,2021-12-16 21:00:00,205.75,364.75,9.15,25.9,21.23,14.25,39.3,1.67,18.41,3.1,17.1,,,30.7,65.5,1.3,149.5,12.0,741.0,,15.8,
2021-12-16 21:00:00,2021-12-16 22:00:00,206.5,340.25,6.53,26.38,19.3,12.7,46.4,1.46,25.46,2.75,15.85,,,30.77,59.5,1.65,98.0,12.0,742.0,,15.9,
2021-12-16 22:00:00,2021-12-16 23:00:00,184.75,310.75,6.75,24.18,18.33,11.58,37.9,1.01,26.85,2.6,14.35,,,30.58,56.5,1.88,78.25,12.0,742.0,,15.85,
2021-12-16 23:00:00,2021-12-17 00:00:00,157.0,267.75,6.2,22.45,17.0,11.0,24.5,0.85,26.48,2.02,18.1,,,30.72,57.0,2.08,77.25,12.0,741.0,,15.3,
2021-12-17 00:00:00,2021-12-17 01:00:00,145.75,244.5,6.75,19.7,16.0,10.07,17.53,0.71,32.62,2.1,18.5,,,30.55,58.25,2.42,75.75,12.0,741.0,,14.65,
2021-12-17 01:00:00,2021-12-17 02:00:00,137.0,226.5,5.45,18.95,14.52,9.98,14.2,0.61,32.5,1.67,10.95,,,30.73,60.25,2.27,83.5,12.0,741.0,,13.95,
2021-12-17 02:00:00,2021-12-17 03:00:00,135.0,218.5,,,,,,,29.34,1.63,9.02,,,31.22,64.25,1.85,85.0,12.0,741.0,,13.2,
2021-12-17 03:00:00,2021-12-17 04:00:00,152.5,242.0,5.23,18.52,14.15,11.1,20.6,0.71,41.02,1.98,8.85,,,30.55,63.75,1.62,139.75,12.0,741.0,,12.72,
2021-12-17 04:00:00,2021-12-17 05:00:00,164.75,258.0,4.58,19.0,13.8,11.22,16.1,0.71,37.98,2.3,11.28,,,30.63,64.5,1.7,148.75,12.0,741.0,,12.35,
2021-12-17 05:00:00,2021-12-17 06:00:00,149.5,239.75,5.45,18.82,14.42,10.32,78.3,0.63,37.61,1.68,15.42,,,30.62,62.5,1.5,151.5,12.0,741.0,,12.12,
2021-12-17 06:00:00,2021-12-17 07:00:00,147.5,237.75,4.33,21.5,14.95,10.95,195.4,0.82,36.77,2.05,14.45,,,30.72,66.0,1.27,151.5,12.0,741.0,,11.55,
2021-12-17 07:00:00,2021-12-17 08:00:00,165.0,264.5,6.03,23.02,17.15,11.27,122.55,1.06,25.09,2.33,12.25,,,30.73,65.75,1.2,172.0,18.75,741.0,,11.25,
2021-12-17 08:00:00,2021-12-17 09:00:00,164.5,275.5,8.15,23.12,18.93,10.88,85.77,1.0,34.75,2.12,16.6,,,30.62,58.5,1.88,139.0,60.25,741.25,,12.5,
2021-12-17 09:00:00,2021-12-17 10:00:00,149.5,277.75,7.25,21.82,17.5,8.97,43.42,0.93,49.14,1.92,10.6,,,30.55,51.0,2.38,89.25,118.75,742.0,,14.45,
2021-12-17 10:00:00,2021-12-17 11:00:00,128.25,270.0,6.72,19.32,15.7,7.32,28.03,0.71,62.44,1.83,13.42,,,30.3,42.75,2.4,134.0,162.0,742.0,,16.35,
2021-12-17 11:00:00,2021-12-17 12:00:00,100.0,240.25,4.7,18.65,13.78,5.97,26.35,0.51,75.67,1.7,11.55,,,30.0,38.75,3.38,95.0,180.75,742.0,,17.53,
2021-12-17 12:00:00,2021-12-17 13:00:00,79.5,227.5,3.15,19.2,12.75,5.45,22.47,0.56,79.77,1.38,10.07,,,30.08,34.5,3.43,138.75,187.75,742.0,,18.35,
2021-12-17 13:00:00,2021-12-17 14:00:00,62.25,186.0,5.55,16.9,13.5,5.05,16.43,0.56,88.83,1.1,9.65,,,29.98,34.25,3.52,116.25,151.5,742.0,,18.7,
2021-12-17 14:00:00,2021-12-17 15:00:00,57.0,175.0,4.35,17.08,12.57,4.38,14.87,0.52,86.86,1.0,10.4,,,30.08,33.75,3.25,130.5,64.5,742.0,,18.68,
2021-12-17 15:00:00,2021-12-17 16:00:00,47.5,147.0,3.27,17.73,12.07,3.82,9.47,0.5,78.03,0.9,8.65,,,30.1,33.0,2.88,164.0,37.75,742.0,,18.38,
2021-12-17 16:00:00,2021-12-17 17:00:00,48.0,136.25,3.95,17.85,12.72,4.6,7.03,0.6,66.74,0.85,9.7,,,30.12,36.75,2.32,163.5,27.75,742.0,,17.6,
2021-12-17 17:00:00,2021-12-17 18:00:00,57.75,146.5,5.55,21.2,15.78,5.05,7.52,0.9,44.25,1.1,12.05,,,30.25,42.25,1.85,154.75,13.5,741.0,,16.5,
2021-12-17 18:00:00,2021-12-17 19:00:00,81.25,184.25,7.75,28.12,21.25,6.65,9.8,1.56,16.19,1.75,14.55,,,30.5,49.75,1.43,156.5,12.0,741.0,,15.45,
2021-12-17 19:00:00,2021-12-17 20:00:00,126.0,248.5,8.93,29.23,22.8,9.3,10.53,1.94,9.48,2.4,19.9,,,30.8,59.0,1.0,146.75,12.0,741.0,,14.68,
2021-12-17 20:00:00,2021-12-17 21:00:00,143.5,274.0,10.03,27.3,22.67,9.88,9.17,1.18,8.15,2.73,20.2,,,30.7,68.0,1.0,189.0,12.0,741.0,,13.95,
2021-12-17 21:00:00,2021-12-17 22:00:00,147.25,259.75,6.2,23.83,17.7,10.2,5.7,0.53,19.25,2.35,17.43,,,30.45,73.0,1.48,168.25,12.0,741.0,,13.48,
2021-12-17 22:00:00,2021-12-17 23:00:00,144.0,241.0,6.18,20.68,16.0,10.6,4.33,0.44,18.17,2.08,17.48,,,30.3,79.0,1.45,171.0,12.0,741.0,,12.72,
2021-12-17 23:00:00,2021-12-18 00:00:00,139.5,227.5,4.83,20.73,14.95,10.57,4.25,0.35,15.35,2.0,13.4,,,30.2,82.5,1.32,247.25,12.0,741.0,,12.1,
2021-12-18 00:00:00,2021-12-18 01:00:00,132.25,208.75,5.83,18.73,14.7,10.12,4.07,0.1,20.97,1.85,10.57,,,30.3,80.75,1.62,203.5,12.0,741.0,,11.47,
2021-12-18 01:00:00,2021-12-18 02:00:00,125.25,195.25,6.17,16.58,13.85,10.65,3.8,0.12,24.26,1.75,11.6,,,30.33,83.75,1.7,173.25,12.0,741.0,,10.9,
2021-12-18 02:00:00,2021-12-18 03:00:00,130.25,202.5,,,,,,,19.86,1.73,10.45,,,30.48,83.5,1.4,183.75,12.0,741.0,,10.52,
2021-12-18 03:00:00,2021-12-18 04:00:00,135.0,204.75,5.88,17.02,13.85,9.57,3.8,0.13,16.61,1.75,11.07,,,30.07,85.0,1.38,237.5,12.0,741.0,,9.95,
2021-12-18 04:00:00,2021-12-18 05:00:00,138.0,207.75,5.55,18.2,14.2,9.83,3.07,0.08,12.69,1.87,9.82,,,30.12,84.0,1.7,245.0,12.0,741.0,,9.57,
2021-12-18 05:00:00,2021-12-18 06:00:00,136.75,206.5,6.0,17.43,14.12,10.45,2.0,0.08,10.42,1.78,9.0,,,30.1,87.25,1.9,258.5,12.0,741.0,,8.75,
2021-12-18 06:00:00,2021-12-18 07:00:00,130.75,193.5,6.43,17.27,14.43,9.6,2.2,0.14,9.2,1.75,8.38,,,30.2,88.75,1.52,258.0,12.0,741.0,,8.25,
2021-12-18 07:00:00,2021-12-18 08:00:00,124.25,189.0,6.8,17.65,14.93,9.62,2.6,0.23,6.45,1.98,7.68,,,30.08,89.5,1.32,232.25,19.5,741.0,,8.05,
2021-12-18 08:00:00,2021-12-18 09:00:00,126.75,200.5,8.15,18.45,16.43,9.45,3.57,0.2,10.14,1.88,7.62,,,29.75,87.25,1.62,195.0,44.25,741.0,,8.43,
2021-12-18 09:00:00,2021-12-18 10:00:00,134.75,212.75,7.42,18.27,15.78,9.38,4.95,0.35,17.33,1.8,7.7,,,29.82,81.0,1.73,154.5,88.5,741.25,,9.85,
2021-12-18 10:00:00,2021-12-18 11:00:00,144.75,231.75,6.45,19.9,15.82,10.05,6.33,0.48,27.93,1.95,8.35,,,30.02,74.0,1.9,155.5,126.75,742.0,,11.3,
2021-12-18 11:00:00,2021-12-18 12:00:00,150.75,250.25,8.18,19.82,17.17,10.85,8.18,0.57,33.24,2.25,9.82,,,29.95,64.75,2.0,171.0,154.75,742.0,,13.22,
2021-12-18 12:00:00,2021-12-18 13:00:00,146.0,256.75,5.35,19.8,14.9,9.95,8.97,1.16,50.26,2.22,11.05,,,29.92,55.0,2.55,134.5,161.0,742.0,,14.62,
2021-12-18 13:00:00,2021-12-18 14:00:00,119.0,229.0,6.13,21.73,16.52,8.88,7.4,0.9,63.87,1.7,10.23,,,30.12,48.25,2.67,183.0,140.25,742.0,,15.85,
2021-12-18 14:00:00,2021-12-18 15:00:00,95.25,196.25,5.53,20.65,15.45,7.28,6.6,0.76,65.76,1.52,9.48,,,30.05,44.25,2.8,157.5,69.75,742.0,,16.48,
2021-12-18 15:00:00,2021-12-18 16:00:00,78.0,179.75,4.35,17.0,12.57,4.12,6.45,0.86,66.0,1.3,8.55,,,25.27,43.5,2.45,195.0,43.5,742.0,,16.65,
2021-12-18 16:00:00,2021-12-18 17:00:00,77.5,182.0,5.5,18.1,14.12,4.67,6.3,1.01,60.33,1.23,8.32,,,24.93,42.75,2.15,213.25,29.5,741.25,,16.35,
2021-12-18 17:00:00,2021-12-18 18:00:00,78.0,187.0,5.97,22.8,16.98,8.95,7.2,1.19,42.46,1.62,9.68,,,31.35,45.0,1.52,261.5,13.75,741.0,,15.5,
2021-12-18 18:00:00,2021-12-18 19:00:00,88.0,209.25,5.42,29.4,20.08,10.05,6.67,1.59,16.12,2.45,15.18,,,32.52,46.25,1.4,282.5,12.0,741.0,,14.72,
2021-12-18 19:00:00,2021-12-18 20:00:00,103.5,234.75,8.32,30.12,22.77,10.2,6.5,1.84,8.69,2.77,17.85,,,32.75,48.5,1.05,205.25,12.0,741.0,,13.68,
2021-12-18 20:00:00,2021-12-18 21:00:00,110.5,237.0,9.12,27.02,21.8,9.47,6.63,1.64,12.03,2.6,15.75,,,32.82,48.25,1.02,216.75,12.0,741.0,,13.3,
2021-12-18 21:00:00,2021-12-18 22:00:00,101.0,209.0,7.0,28.95,21.07,8.7,6.05,1.71,7.57,2.42,15.18,,,32.88,48.75,1.55,280.0,12.0,741.0,,12.95,
2021-12-18 22:00:00,2021-12-18 23:00:00,102.25,200.5,5.75,29.35,20.27,8.6,6.43,1.52,8.89,2.38,11.93,,,32.9,53.25,1.3,268.5,12.0,741.0,,12.4,
2021-12-18 23:00:00,2021-12-19 00:00:00,97.0,183.25,5.53,26.7,18.7,9.18,6.12,1.28,18.64,2.0,10.25,,,32.9,56.25,1.5,263.75,12.0,741.0,,12.2,
2021-12-19 00:00:00,2021-12-19 01:00:00,96.25,178.25,5.47,23.3,16.85,9.1,5.9,1.1,27.99,1.8,8.9,,,32.9,58.75,1.62,264.5,12.0,741.0,,11.93,
2021-12-19 01:00:00,2021-12-19 02:00:00,92.0,168.0,5.55,21.75,16.07,8.88,4.88,0.98,35.83,1.75,8.25,,,32.88,60.75,1.52,279.5,12.0,741.0,,11.43,
2021-12-19 02:00:00,2021-12-19 03:00:00,86.5,158.25,,,,,,,38.15,1.48,7.53,,,33.58,61.0,1.67,275.5,12.0,741.0,,11.1,
2021-12-19 03:00:00,2021-12-19 04:00:00,86.75,147.75,4.1,18.55,13.2,6.47,4.5,0.81,43.33,1.42,7.2,,,33.12,61.25,1.68,268.25,12.0,741.0,,10.93,
2021-12-19 04:00:00,2021-12-19 05:00:00,83.0,150.75,3.93,18.2,12.88,7.27,3.87,0.81,43.52,1.4,7.17,,,33.02,62.25,1.83,260.0,12.0,741.0,,10.55,
2021-12-19 05:00:00,2021-12-19 06:00:00,84.0,152.75,4.35,17.8,13.0,7.35,3.52,0.82,38.51,1.35,7.85,,,33.05,63.0,1.75,269.25,12.0,741.0,,10.22,
2021-12-19 06:00:00,2021-12-19 07:00:00,87.5,154.5,5.12,16.95,13.2,7.65,3.5,0.95,37.28,1.38,8.38,,,33.12,64.75,1.12,266.0,12.0,741.0,,9.78,
2021-12-19 07:00:00,2021-12-19 08:00:00,92.67,167.5,5.5,19.62,14.93,7.85,3.55,1.08,28.82,1.75,7.42,,,33.12,65.25,1.35,269.0,19.0,741.0,,9.88,
2021-12-19 08:00:00,2021-12-19 09:00:00,103.5,190.0,6.85,21.45,16.95,8.22,6.67,1.22,25.19,1.98,7.53,,,33.1,62.5,1.43,242.0,54.25,741.0,,10.62,
2021-12-19 09:00:00,2021-12-19 10:00:00,113.75,212.75,6.1,19.3,15.23,8.55,9.67,1.28,41.54,1.77,6.95,,,32.95,55.0,1.83,245.25,105.75,741.75,,12.62,
2021-12-19 10:00:00,2021-12-19 11:00:00,122.25,241.0,7.23,23.2,18.17,8.75,11.37,1.02,55.43,1.7,7.45,,,32.98,48.5,2.23,178.0,150.75,742.0,,14.6,
