From Date,To Date,PM2.5 (ug/m3),PM10 (ug/m3),NO (ug/m3),NO2 (ug/m3),NOx (ppb),NH3 (ug/m3),SO2 (ug/m3),CO (mg/m3),Ozone (ug/m3),Benzene (ug/m3),Toluene (ug/m3),Temp (degree C),RH (),WS (m/s),WD (degree),SR (W/mt2),BP (),AT (),RF (mm)
2022-04-30 16:00:00,2022-04-30 17:00:00,31.75,136.5,89.3,98.1,125.12,52.95,15.88,0.67,35.77,2.1,12.83,,23.42,1.32,201.65,255.13,982.12,38.62,0.0
2022-04-30 17:00:00,2022-04-30 18:00:00,28.25,141.75,153.45,80.45,167.38,53.93,15.7,1.0,26.6,3.3,22.62,,23.95,1.38,189.8,125.95,982.1,37.47,0.0
2022-04-30 18:00:00,2022-04-30 19:00:00,34.5,181.0,298.0,130.1,311.42,56.62,21.68,3.33,5.75,4.8,29.25,,26.32,1.45,178.15,25.03,982.1,35.4,0.0
2022-04-30 19:00:00,2022-04-30 20:00:00,48.0,246.5,20.73,79.93,58.72,60.45,13.53,0.95,4.67,7.73,50.85,,33.45,1.1,171.07,4.6,982.1,30.73,0.0
2022-04-30 20:00:00,2022-04-30 21:00:00,40.75,194.25,69.9,79.18,98.9,60.67,14.7,1.35,2.2,5.6,39.67,,39.08,1.6,170.83,4.53,982.1,28.45,0.0
2022-04-30 21:00:00,2022-04-30 22:00:00,46.0,201.5,125.17,74.45,141.7,62.62,16.6,1.8,2.35,5.38,34.25,,41.38,1.6,170.75,4.53,982.05,27.33,0.0
2022-04-30 22:00:00,2022-04-30 23:00:00,46.25,196.75,181.1,75.28,186.72,63.65,18.5,2.08,2.45,5.72,32.05,,42.12,1.25,254.68,4.55,982.07,26.93,0.0
2022-04-30 23:00:00,2022-05-01 00:00:00,47.0,204.75,146.4,65.9,154.4,63.57,18.05,2.02,2.75,5.72,30.15,,43.92,1.42,291.68,4.53,982.02,26.4,0.0
2022-05-01 00:00:00,2022-05-01 01:00:00,50.0,210.25,191.5,73.05,195.4,65.75,20.12,2.48,3.05,7.3,33.9,,43.8,1.25,166.0,4.5,982.02,26.25,0.0
2022-05-01 01:00:00,2022-05-01 02:00:00,61.25,230.5,203.33,78.7,207.65,64.25,21.97,2.55,3.4,7.0,35.9,,42.5,1.18,28.28,4.53,982.02,26.5,0.0
2022-05-01 02:00:00,2022-05-01 03:00:00,68.5,236.25,196.2,69.0,197.2,65.6,19.2,1.6,4.4,7.33,38.45,,45.35,0.95,178.07,4.57,982.07,25.82,0.0
2022-05-01 03:00:00,2022-05-01 04:00:00,83.75,263.0,69.95,78.72,99.3,70.65,30.05,0.88,8.22,8.18,40.98,,41.05,1.38,267.65,4.5,982.1,27.7,0.0
2022-05-01 04:00:00,2022-05-01 05:00:00,124.0,331.25,4.35,41.58,25.65,70.2,30.7,0.1,28.7,7.95,32.88,,45.3,1.42,14.32,4.5,982.05,28.0,0.0
2022-05-01 05:00:00,2022-05-01 06:00:00,114.25,320.25,3.27,24.2,15.55,72.35,20.18,,34.72,6.05,11.65,,51.65,1.4,29.62,6.03,982.07,27.4,0.0
2022-05-01 06:00:00,2022-05-01 07:00:00,91.25,296.0,3.55,22.7,14.95,71.08,14.83,,30.97,4.08,8.17,,54.48,1.32,101.28,45.8,982.05,27.4,0.0
2022-05-01 07:00:00,2022-05-01 08:00:00,78.0,316.5,2.67,19.32,12.45,73.25,14.6,,34.28,3.03,6.57,,52.9,1.35,19.88,125.93,982.05,28.12,0.0
2022-05-01 08:00:00,2022-05-01 09:00:00,62.0,343.75,3.45,14.12,10.35,74.15,17.5,0.1,40.45,2.12,3.4,,51.45,1.38,33.05,233.18,982.07,28.53,0.0
2022-05-01 09:00:00,2022-05-01 10:00:00,59.0,313.25,4.8,14.72,11.78,79.65,18.95,0.3,50.6,1.95,3.85,,48.0,1.32,32.28,394.62,982.1,29.93,0.0
2022-05-01 10:00:00,2022-05-01 11:00:00,59.5,375.75,5.3,28.07,20.02,85.42,19.65,0.3,60.65,1.98,2.77,,44.75,1.27,36.85,484.75,982.1,31.38,0.0
2022-05-01 11:00:00,2022-05-01 12:00:00,61.5,411.25,8.12,20.02,16.75,89.28,20.85,0.43,69.18,1.9,2.4,,41.67,1.28,43.6,529.75,982.1,32.73,0.0
2022-05-01 12:00:00,2022-05-01 13:00:00,62.0,411.0,10.4,40.08,30.48,90.1,20.38,0.5,76.5,1.95,3.35,,37.77,1.27,57.67,604.77,982.1,34.52,0.0
2022-05-01 13:00:00,2022-05-01 14:00:00,58.75,294.5,6.98,32.4,22.95,90.43,20.57,0.38,93.55,1.95,4.55,,35.3,1.22,50.7,570.4,982.1,35.7,0.0
2022-05-01 14:00:00,2022-05-01 15:00:00,57.75,279.0,6.2,22.6,17.9,86.57,22.57,0.32,106.55,1.73,3.55,,34.75,1.3,43.67,481.6,982.1,35.82,0.0
2022-05-01 15:00:00,2022-05-01 16:00:00,55.5,278.25,4.62,12.38,10.4,86.67,23.05,0.45,113.75,1.48,2.5,,34.78,1.35,15.03,354.92,982.1,35.67,0.0
2022-05-01 16:00:00,2022-05-01 17:00:00,51.5,262.75,1.68,11.8,7.65,84.05,22.98,0.43,120.03,1.32,1.75,,35.28,1.38,13.55,217.48,982.1,35.17,0.0
2022-05-01 17:00:00,2022-05-01 18:00:00,53.0,252.75,1.6,17.25,10.53,82.62,22.72,0.5,110.75,1.45,2.45,,37.67,1.42,9.32,90.57,982.1,34.28,0.0
2022-05-01 18:00:00,2022-05-01 19:00:00,53.75,262.75,1.35,24.52,14.18,81.4,21.62,0.62,90.12,1.73,4.88,,40.23,1.45,10.82,18.93,982.1,33.05,0.0
2022-05-01 19:00:00,2022-05-01 20:00:00,54.75,258.0,1.8,31.68,18.33,81.12,21.03,0.62,63.17,2.28,7.97,,40.17,1.32,108.22,4.6,982.08,31.98,0.0
2022-05-01 20:00:00,2022-05-01 21:00:00,51.25,225.0,2.0,33.83,19.6,79.75,14.97,0.62,53.47,1.85,6.5,,41.08,1.35,11.8,4.53,982.1,31.22,0.0
2022-05-01 21:00:00,2022-05-01 22:00:00,55.0,231.0,1.83,38.07,21.75,80.95,18.88,0.88,51.97,2.7,7.85,,45.25,1.4,14.82,4.55,982.1,30.93,0.0
2022-05-01 22:00:00,2022-05-01 23:00:00,64.0,269.25,2.22,37.4,21.7,79.27,19.73,0.9,42.12,2.77,7.5,,47.77,1.48,20.65,4.5,982.1,30.12,0.0
2022-05-01 23:00:00,2022-05-02 00:00:00,63.5,244.75,2.2,28.55,16.98,79.27,16.95,0.82,49.6,3.02,5.9,,48.97,1.42,20.73,4.53,982.07,29.65,0.0
2022-05-02 00:00:00,2022-05-02 01:00:00,63.25,232.25,2.08,21.35,13.05,80.03,15.78,0.8,50.25,2.98,4.2,,49.97,1.5,26.95,4.53,982.08,29.15,0.0
2022-05-02 01:00:00,2022-05-02 02:00:00,69.5,239.75,1.45,24.5,14.22,81.53,15.77,0.8,40.5,3.33,4.1,,52.7,1.42,38.25,4.53,982.07,28.38,0.0
2022-05-02 02:00:00,2022-05-02 03:00:00,74.75,253.5,2.2,22.0,13.5,84.1,15.4,0.6,37.98,3.75,4.2,,54.6,1.42,26.9,4.5,982.05,27.77,0.0
2022-05-02 03:00:00,2022-05-02 04:00:00,67.0,237.0,1.85,21.02,12.7,81.53,14.28,0.7,32.62,3.6,3.88,,56.2,1.4,29.08,4.5,982.05,27.38,0.0
2022-05-02 04:00:00,2022-05-02 05:00:00,64.0,245.5,5.6,28.62,19.2,75.93,14.28,0.7,22.5,3.33,4.97,,58.1,1.38,119.25,4.5,982.07,26.9,0.0
2022-05-02 05:00:00,2022-05-02 06:00:00,62.25,232.25,3.83,19.28,13.35,78.15,13.45,0.65,31.77,3.3,4.48,,58.23,1.4,37.02,6.1,982.07,27.0,0.0
2022-05-02 06:00:00,2022-05-02 07:00:00,57.5,195.5,2.85,22.17,14.12,78.67,13.62,0.65,31.93,2.98,2.62,,57.75,1.37,33.58,32.7,982.05,27.38,0.0
2022-05-02 07:00:00,2022-05-02 08:00:00,59.5,195.75,5.75,23.08,17.57,80.62,16.3,0.7,32.65,2.98,2.55,,54.42,1.33,43.5,129.4,982.1,28.32,0.0
2022-05-02 08:00:00,2022-05-02 09:00:00,61.0,214.5,9.58,15.65,15.98,79.03,18.48,0.7,40.73,3.07,2.75,,50.2,1.33,38.7,248.53,982.1,29.58,0.0
2022-05-02 09:00:00,2022-05-02 10:00:00,60.25,236.75,3.65,20.9,14.2,79.68,19.85,0.7,54.4,2.9,2.95,,46.33,1.32,36.88,374.25,982.07,30.83,0.0
2022-05-02 10:00:00,2022-05-02 11:00:00,57.75,265.5,7.7,25.93,19.77,81.4,20.3,0.75,69.05,2.97,6.5,,41.45,1.27,46.6,482.45,982.1,32.58,0.0
2022-05-02 11:00:00,2022-05-02 12:00:00,55.75,266.25,12.75,31.65,27.43,76.47,19.1,0.65,75.92,2.57,4.67,,37.08,1.25,50.4,557.0,982.1,34.23,0.0
2022-05-02 12:00:00,2022-05-02 13:00:00,53.0,253.75,9.35,20.58,18.23,77.25,18.05,0.55,95.02,2.12,4.08,,35.12,1.25,37.9,580.7,982.1,35.08,0.0
2022-05-02 13:00:00,2022-05-02 14:00:00,55.0,274.25,35.97,66.4,64.0,77.97,17.17,1.12,73.4,2.3,6.65,,32.43,1.0,77.92,551.58,982.1,37.05,0.0
2022-05-02 14:00:00,2022-05-02 15:00:00,52.25,264.25,12.57,27.12,24.35,74.45,18.9,0.52,119.75,2.15,6.25,,33.0,1.12,101.97,470.15,982.1,36.15,0.0
2022-05-02 15:00:00,2022-05-02 16:00:00,52.5,257.75,2.02,14.48,9.35,75.0,19.32,0.4,139.32,1.65,3.27,,33.0,1.32,176.8,351.83,982.1,35.8,0.0
2022-05-02 16:00:00,2022-05-02 17:00:00,51.25,257.0,1.67,16.77,10.27,73.55,19.15,0.4,139.62,1.68,4.75,,33.0,1.4,7.75,224.65,982.1,35.58,0.0
2022-05-02 17:00:00,2022-05-02 18:00:00,51.75,272.0,2.2,22.82,13.93,71.47,18.48,0.43,118.9,1.85,9.85,,34.2,1.42,27.1,98.75,982.1,34.7,0.0
2022-05-02 18:00:00,2022-05-02 19:00:00,51.0,285.25,1.98,40.6,23.23,70.43,18.05,0.65,80.15,1.95,12.0,,37.75,1.42,11.27,20.45,982.1,33.27,0.0
2022-05-02 19:00:00,2022-05-02 20:00:00,52.25,266.25,1.73,42.27,23.88,71.65,22.23,0.8,60.33,2.88,14.2,,41.53,1.4,9.22,4.58,982.1,32.15,0.0
2022-05-02 20:00:00,2022-05-02 21:00:00,56.5,249.25,2.08,45.08,25.67,71.6,29.45,0.85,47.4,3.35,17.5,,43.02,1.4,9.6,4.53,982.1,31.43,0.0
2022-05-02 21:00:00,2022-05-02 22:00:00,58.25,249.75,1.85,40.65,23.12,72.08,30.77,0.88,54.15,2.67,12.7,,45.4,1.4,17.48,4.55,982.1,30.98,0.0
2022-05-02 22:00:00,2022-05-02 23:00:00,59.0,260.0,1.85,32.4,18.73,72.05,24.4,0.78,56.5,2.33,8.7,,46.6,1.42,24.62,4.53,982.1,30.55,0.0
2022-05-02 23:00:00,2022-05-03 00:00:00,58.75,207.25,1.98,24.55,14.68,72.95,21.6,0.7,59.83,2.55,5.35,,48.7,1.4,27.88,4.5,982.1,30.05,0.0
2022-05-03 00:00:00,2022-05-03 01:00:00,60.0,192.0,1.8,18.12,11.12,74.47,20.78,0.7,56.62,2.4,4.62,,50.65,1.42,25.7,4.5,982.08,29.65,0.0
2022-05-03 01:00:00,2022-05-03 02:00:00,67.0,187.25,1.95,18.77,11.55,75.35,20.97,0.7,48.8,2.5,8.27,,51.88,1.4,29.23,4.5,982.07,29.35,0.0
2022-05-03 02:00:00,2022-05-03 03:00:00,67.25,180.25,1.7,19.4,11.7,79.3,22.5,0.6,46.98,2.38,6.67,,53.15,1.38,34.88,4.5,982.05,29.1,0.0
2022-05-03 03:00:00,2022-05-03 04:00:00,60.75,173.5,1.72,16.65,10.73,79.05,22.38,0.7,39.2,2.45,3.98,,55.52,1.4,17.4,4.5,982.07,28.57,0.0
2022-05-03 04:00:00,2022-05-03 05:00:00,67.0,170.0,2.08,16.95,10.7,74.88,20.82,0.7,31.3,2.58,7.07,,57.45,1.42,27.25,4.5,982.05,28.25,0.0
2022-05-03 05:00:00,2022-05-03 06:00:00,70.75,171.75,3.35,19.27,12.95,75.55,19.4,0.7,24.65,2.78,5.45,,59.85,1.42,27.27,6.95,982.1,27.8,0.0
2022-05-03 06:00:00,2022-05-03 07:00:00,69.5,166.25,3.55,18.58,12.75,78.4,19.15,0.7,31.9,2.58,5.47,,58.08,1.4,31.45,41.88,982.07,28.2,0.0
2022-05-03 07:00:00,2022-05-03 08:00:00,59.5,167.25,13.8,22.27,21.85,81.95,21.33,0.7,33.2,2.25,3.85,,55.75,1.3,41.6,102.2,982.02,28.9,0.0
2022-05-03 08:00:00,2022-05-03 09:00:00,64.25,185.0,6.15,25.95,18.8,79.53,20.18,0.82,29.18,2.73,5.38,,54.05,1.3,38.23,184.4,982.1,29.55,0.0
2022-05-03 09:00:00,2022-05-03 10:00:00,74.0,186.25,3.38,17.55,12.1,82.58,21.28,0.72,37.7,2.93,4.97,,51.58,1.38,28.28,280.58,982.1,30.3,0.0
2022-05-03 10:00:00,2022-05-03 11:00:00,75.0,206.0,16.7,31.12,30.83,83.0,22.4,0.97,42.88,3.15,3.55,,47.92,1.15,37.28,366.58,982.07,31.6,0.0
2022-05-03 11:00:00,2022-05-03 12:00:00,79.25,251.75,30.9,48.27,50.45,82.65,25.8,1.15,51.17,3.53,6.98,,41.2,0.98,138.15,435.18,982.1,34.0,0.0
2022-05-03 12:00:00,2022-05-03 13:00:00,85.25,363.5,11.7,38.08,29.13,84.35,27.08,0.85,90.0,3.73,13.6,,37.53,1.05,281.93,433.9,982.12,34.38,0.0
2022-05-03 13:00:00,2022-05-03 14:00:00,93.0,481.75,10.57,27.62,23.95,83.1,28.27,0.85,118.65,3.55,20.98,,37.27,1.15,300.05,418.82,982.1,34.52,0.0
2022-05-03 14:00:00,2022-05-03 15:00:00,98.75,506.75,3.23,23.97,15.15,82.45,27.75,0.72,123.82,3.3,15.68,,36.55,1.23,328.2,340.12,982.1,34.73,0.0
2022-05-03 15:00:00,2022-05-03 16:00:00,107.25,536.25,4.27,17.25,12.67,79.23,26.32,0.62,129.77,2.98,17.05,,36.42,1.35,333.42,246.58,982.1,34.45,0.0
2022-05-03 16:00:00,2022-05-03 17:00:00,108.75,550.25,1.88,16.05,10.05,78.78,27.2,0.6,136.4,3.08,14.0,,36.52,1.38,327.15,145.98,982.1,34.45,0.0
2022-05-03 17:00:00,2022-05-03 18:00:00,109.5,538.75,1.33,17.8,10.55,77.15,27.1,0.62,129.03,3.65,15.1,,37.9,1.45,330.15,65.22,982.1,33.58,0.0
2022-05-03 18:00:00,2022-05-03 19:00:00,103.5,547.0,2.23,24.42,14.85,74.62,23.5,0.8,84.48,4.83,15.3,,39.62,1.42,334.43,16.88,982.05,32.65,0.0
2022-05-03 19:00:00,2022-05-03 20:00:00,99.5,547.25,2.18,32.77,19.2,73.2,20.7,0.95,68.05,7.47,17.25,,40.9,1.48,332.98,4.62,982.1,31.95,0.0
2022-05-03 20:00:00,2022-05-03 21:00:00,101.5,535.5,2.58,39.47,23.07,73.85,22.7,1.2,50.83,8.05,19.92,,42.95,1.43,260.57,4.5,982.07,31.48,0.0
2022-05-03 21:00:00,2022-05-03 22:00:00,100.25,474.75,7.78,56.98,36.7,74.12,24.85,1.25,34.38,5.35,26.68,,46.38,1.42,28.35,4.55,982.1,30.9,0.0
2022-05-03 22:00:00,2022-05-03 23:00:00,89.25,381.5,3.78,47.83,28.5,74.47,22.8,1.0,32.98,4.0,20.58,,50.27,1.45,27.7,4.55,982.07,29.88,0.0
2022-05-03 23:00:00,2022-05-04 00:00:00,81.0,305.5,5.38,54.88,33.7,74.0,19.0,1.02,15.55,3.32,13.5,,53.1,1.55,24.7,4.5,982.1,29.1,0.0
2022-05-04 00:00:00,2022-05-04 01:00:00,82.0,294.25,8.35,63.05,40.35,75.6,18.62,1.08,14.55,3.5,14.4,,53.08,1.28,42.55,4.5,982.05,29.2,0.0
2022-05-04 01:00:00,2022-05-04 02:00:00,85.0,297.25,9.23,47.88,33.03,75.97,19.1,0.88,21.2,3.62,16.55,,54.7,1.43,33.25,4.5,982.05,28.77,0.0
2022-05-04 02:00:00,2022-05-04 03:00:00,84.75,250.75,6.1,40.1,26.3,80.1,18.9,0.7,9.85,3.65,15.72,,57.78,1.5,35.47,4.53,982.1,28.02,0.0
2022-05-04 03:00:00,2022-05-04 04:00:00,79.5,302.25,8.65,35.5,25.95,77.45,19.0,0.62,17.6,3.3,12.95,,56.3,1.45,60.2,4.53,982.07,28.12,0.0
2022-05-04 04:00:00,2022-05-04 05:00:00,65.5,441.0,6.95,28.83,21.07,74.42,18.17,0.53,15.7,3.18,6.5,,59.45,1.55,20.88,4.5,982.08,27.32,0.0
2022-05-04 05:00:00,2022-05-04 06:00:00,63.5,168.75,10.38,31.8,25.35,75.07,17.35,0.55,11.1,3.1,6.1,,60.77,1.4,181.95,6.85,982.07,26.98,0.0
2022-05-04 06:00:00,2022-05-04 07:00:00,63.75,174.5,55.9,45.85,71.15,76.22,18.6,0.9,11.25,3.47,7.65,,57.45,1.42,16.55,42.72,982.07,28.1,0.0
2022-05-04 07:00:00,2022-05-04 08:00:00,70.25,213.25,10.25,39.02,29.12,78.97,22.77,0.77,15.53,4.5,9.9,,53.58,1.4,29.15,121.77,982.07,29.5,0.0
2022-05-04 08:00:00,2022-05-04 09:00:00,76.75,225.5,15.35,43.85,35.73,80.18,21.5,0.97,22.35,5.7,14.95,,50.17,1.27,35.45,224.18,982.1,30.82,0.0
2022-05-04 09:00:00,2022-05-04 10:00:00,87.5,287.0,27.4,37.85,42.98,78.9,23.67,1.15,37.1,6.42,13.75,,47.0,1.25,42.43,324.15,982.1,32.1,0.0
2022-05-04 10:00:00,2022-05-04 11:00:00,92.75,367.5,23.43,43.48,42.02,78.0,25.68,1.3,59.0,6.12,10.82,,43.8,0.9,36.45,404.95,982.1,33.47,0.0
2022-05-04 11:00:00,2022-05-04 12:00:00,86.75,287.75,3.55,25.5,16.45,79.18,25.77,0.93,96.65,5.7,7.77,,43.17,1.3,271.92,452.8,982.12,33.55,0.0
2022-05-04 12:00:00,2022-05-04 13:00:00,88.75,296.75,6.4,31.12,22.02,82.17,26.27,0.85,111.55,5.12,7.4,,41.33,1.32,190.7,454.68,982.1,34.23,0.0
2022-05-04 13:00:00,2022-05-04 14:00:00,77.0,309.75,17.75,17.2,23.65,73.45,20.5,0.37,75.82,3.6,5.12,,34.5,1.23,36.55,202.05,982.1,33.85,0.0
2022-05-04 14:00:00,2022-05-04 15:00:00,43.0,307.5,59.95,55.28,79.97,79.22,16.77,0.88,44.33,2.6,9.97,,38.1,0.9,186.18,442.58,982.1,32.5,0.0
2022-05-04 15:00:00,2022-05-04 16:00:00,45.5,219.5,8.65,17.95,16.78,73.38,19.88,0.5,89.53,2.78,11.88,,36.57,1.27,34.4,357.5,982.1,34.67,0.0
2022-05-04 16:00:00,2022-05-04 17:00:00,57.75,251.0,3.08,26.0,16.45,73.6,17.7,0.43,76.8,2.02,6.48,,38.7,1.25,113.3,180.15,982.1,32.88,0.0
2022-05-04 17:00:00,2022-05-04 18:00:00,46.25,215.25,50.07,66.0,76.77,72.08,16.72,1.08,38.15,3.27,17.27,,47.62,0.92,207.15,31.73,982.08,29.48,0.62
2022-05-04 18:00:00,2022-05-04 19:00:00,47.5,219.0,9.47,28.07,22.93,72.6,12.85,0.48,34.17,3.33,22.25,,65.92,1.25,280.95,8.45,982.07,24.35,0.38
2022-05-04 19:00:00,2022-05-04 20:00:00,37.0,128.75,2.5,18.12,11.65,70.6,11.4,0.38,32.55,2.1,10.62,,70.12,1.32,332.05,4.53,982.05,23.48,0.0
2022-05-04 20:00:00,2022-05-04 21:00:00,27.25,70.75,2.7,21.85,13.85,69.75,9.8,0.43,35.5,2.2,12.43,,65.38,1.35,329.05,4.55,982.07,23.85,0.0
2022-05-04 21:00:00,2022-05-04 22:00:00,26.0,63.75,2.83,27.42,16.88,71.0,10.1,0.72,26.48,2.88,10.6,,65.67,1.38,257.95,4.5,982.05,24.0,0.0
2022-05-04 22:00:00,2022-05-04 23:00:00,28.75,77.5,20.4,47.83,41.9,69.2,9.5,0.82,16.93,3.18,11.65,,64.75,1.4,42.45,4.5,982.05,24.07,0.0
2022-05-04 23:00:00,2022-05-05 00:00:00,29.5,112.5,61.73,54.85,79.17,69.0,10.62,1.05,4.85,2.2,12.77,,64.2,1.4,76.03,4.5,982.05,24.12,0.0
2022-05-05 00:00:00,2022-05-05 01:00:00,33.25,151.75,20.07,55.42,45.88,70.03,9.55,0.67,6.2,1.85,9.15,,63.28,1.45,83.38,4.53,982.07,24.17,0.0
2022-05-05 01:00:00,2022-05-05 02:00:00,30.0,98.0,17.12,49.95,40.55,71.53,9.73,0.65,9.0,1.58,7.95,,63.12,1.48,97.12,4.5,982.0,24.1,0.0
2022-05-05 02:00:00,2022-05-05 03:00:00,27.33,85.67,22.7,48.7,44.4,77.9,8.9,0.3,9.57,1.68,8.88,,60.83,1.45,157.1,4.5,982.08,24.57,0.0
2022-05-05 03:00:00,2022-05-05 04:00:00,28.5,85.75,22.02,44.03,41.35,73.28,9.68,0.38,2.2,1.65,7.67,,68.7,1.58,319.12,4.5,982.07,23.3,0.0
2022-05-05 04:00:00,2022-05-05 05:00:00,32.25,79.5,38.77,48.42,57.27,72.1,11.0,0.55,3.73,2.7,10.47,,70.22,1.4,289.62,4.53,982.07,23.32,0.0
2022-05-05 05:00:00,2022-05-05 06:00:00,47.75,122.5,35.5,48.77,54.82,77.25,12.12,0.78,4.25,5.92,35.42,,69.98,1.25,298.05,8.52,982.07,23.62,0.0
2022-05-05 06:00:00,2022-05-05 07:00:00,80.5,173.25,16.5,40.88,35.62,82.67,12.12,0.72,5.25,4.38,29.5,,70.2,1.35,328.55,59.72,982.07,23.58,0.0
2022-05-05 07:00:00,2022-05-05 08:00:00,98.75,193.5,18.45,39.67,36.35,83.9,15.03,0.85,7.72,4.78,13.8,,63.62,1.32,312.83,162.88,982.1,25.05,0.0
2022-05-05 08:00:00,2022-05-05 09:00:00,86.75,179.0,9.73,32.4,25.12,81.1,19.25,0.67,16.2,4.02,15.25,,55.28,1.35,316.3,295.7,982.1,26.83,0.0
2022-05-05 09:00:00,2022-05-05 10:00:00,61.0,146.25,10.47,36.03,27.7,83.95,28.05,0.53,27.62,3.15,12.12,,48.6,1.23,253.5,430.8,982.1,28.6,0.0
2022-05-05 10:00:00,2022-05-05 11:00:00,54.75,133.0,8.93,26.02,21.02,84.03,29.12,0.43,49.7,3.08,10.53,,42.98,1.3,339.45,553.38,982.1,30.45,0.0
2022-05-05 11:00:00,2022-05-05 12:00:00,48.25,132.0,45.05,73.72,75.6,85.78,25.9,0.9,64.7,2.92,10.15,,40.1,0.97,180.77,629.62,982.1,31.95,0.0
2022-05-05 12:00:00,2022-05-05 13:00:00,57.75,175.5,23.38,64.53,53.2,83.3,25.12,0.7,108.23,3.25,12.45,,36.9,1.05,211.32,654.77,982.1,32.95,0.0
2022-05-05 13:00:00,2022-05-05 14:00:00,58.0,183.25,3.83,54.2,31.85,82.25,24.5,0.72,157.62,4.0,19.08,,36.25,1.18,247.88,602.25,982.1,33.35,0.0
2022-05-05 14:00:00,2022-05-05 15:00:00,62.5,200.75,36.4,90.35,81.73,80.55,29.05,1.12,144.93,4.5,26.68,,35.15,0.9,260.97,518.2,982.1,33.92,0.0
2022-05-05 15:00:00,2022-05-05 16:00:00,67.0,225.5,18.23,74.9,54.8,77.45,28.77,1.08,149.15,6.62,33.58,,34.55,0.9,259.53,405.6,982.1,34.15,0.0
2022-05-05 16:00:00,2022-05-05 17:00:00,67.0,227.0,18.98,59.33,47.1,77.6,25.92,0.83,135.9,4.92,25.7,,34.88,1.2,284.25,254.6,982.1,33.67,0.0
2022-05-05 17:00:00,2022-05-05 18:00:00,68.25,216.5,4.2,39.48,24.45,79.97,25.77,0.7,149.85,5.85,32.58,,36.72,1.32,304.38,117.25,982.1,32.67,0.0
2022-05-05 18:00:00,2022-05-05 19:00:00,70.75,215.5,3.9,58.8,34.38,79.45,24.42,0.88,112.9,5.55,26.85,,42.08,1.52,318.65,25.68,982.1,30.93,0.0
2022-05-05 19:00:00,2022-05-05 20:00:00,68.25,226.0,5.0,88.73,51.1,79.17,21.55,1.05,37.75,7.38,28.3,,48.68,1.6,335.88,4.65,982.07,29.08,0.0
2022-05-05 20:00:00,2022-05-05 21:00:00,74.25,228.25,31.6,103.15,80.67,80.42,20.18,1.38,6.1,7.62,28.77,,56.82,1.6,337.15,4.53,982.1,27.78,0.0
2022-05-05 21:00:00,2022-05-05 22:00:00,82.25,237.0,47.75,100.72,92.5,82.0,19.47,1.9,2.55,8.7,31.82,,60.2,1.6,338.12,4.47,982.07,26.83,0.0
2022-05-05 22:00:00,2022-05-05 23:00:00,85.5,245.25,111.78,102.18,146.25,87.22,20.42,2.58,2.98,11.47,36.95,,63.6,1.42,311.25,4.5,982.05,26.18,0.0
2022-05-05 23:00:00,2022-05-06 00:00:00,85.5,251.25,112.72,91.25,140.47,88.7,19.85,2.67,4.95,14.55,39.15,,66.67,1.6,329.4,4.5,982.1,25.58,0.0
2022-05-06 00:00:00,2022-05-06 01:00:00,94.5,258.0,121.58,89.62,146.9,89.65,20.45,2.83,5.52,9.58,36.62,,67.45,1.32,189.88,4.47,982.05,25.32,0.0
2022-05-06 01:00:00,2022-05-06 02:00:00,114.75,290.25,77.9,107.9,121.03,96.25,21.23,2.7,5.2,8.5,37.25,,64.05,1.42,44.55,4.5,982.1,25.65,0.0
2022-05-06 02:00:00,2022-05-06 03:00:00,136.0,303.25,26.6,99.6,74.7,107.6,13.6,1.3,6.1,8.25,36.83,,65.6,1.52,30.93,4.5,982.05,25.15,0.0
2022-05-06 03:00:00,2022-05-06 04:00:00,138.75,293.5,25.02,82.82,64.53,94.35,14.53,1.3,6.45,7.47,34.6,,66.95,1.6,21.2,4.5,982.1,24.75,0.0
2022-05-06 04:00:00,2022-05-06 05:00:00,134.75,280.5,32.27,74.25,65.82,94.47,13.33,0.97,6.17,6.62,30.82,,69.83,1.6,19.38,4.53,982.1,24.35,0.0
2022-05-06 05:00:00,2022-05-06 06:00:00,123.0,250.5,40.15,61.48,65.3,95.47,12.7,0.82,5.75,6.48,28.52,,70.43,0.88,19.2,8.6,982.1,24.23,0.0
2022-05-06 06:00:00,2022-05-06 07:00:00,116.25,233.75,56.57,60.35,78.38,95.15,11.93,0.75,5.58,6.07,26.25,,70.77,1.43,100.45,54.23,982.1,24.62,0.0
2022-05-06 07:00:00,2022-05-06 08:00:00,120.0,237.75,18.07,64.38,48.92,100.17,14.37,0.8,8.27,6.8,21.03,,59.67,1.42,98.9,155.73,982.1,27.38,0.0
2022-05-06 08:00:00,2022-05-06 09:00:00,141.25,307.25,67.97,87.67,101.87,104.4,26.18,1.2,10.65,7.95,16.33,,47.62,1.25,279.38,240.88,982.1,30.45,0.0
2022-05-06 09:00:00,2022-05-06 10:00:00,145.5,383.0,97.4,105.97,135.97,100.88,31.3,1.88,19.25,7.67,23.55,,41.5,1.2,243.27,388.35,982.1,32.5,0.0
2022-05-06 10:00:00,2022-05-06 11:00:00,123.25,353.25,125.07,140.88,175.65,102.68,32.48,2.0,38.55,7.47,25.05,,37.42,0.88,178.97,479.73,982.1,34.12,0.0
