From Date,To Date,PM2.5 (ug/m3),NO (ug/m3),NO2 (ug/m3),NOx (ppb),SO2 (ug/m3),CO (mg/m3),Ozone (ug/m3),Benzene (ug/m3),Toluene (ug/m3),Temp (degree C),RH (%),WS (m/s),WD (deg),SR (W/mt2),BP (mmHg),VWS (m/s),AT (degree C),RF (mm),Xylene (ug/m3)
2018-12-15 11:00:00,2018-12-15 12:00:00,127.5,12.24,27.97,14.97,22.53,0.74,84.67,0.55,3.11,28.75,53.62,0.33,134.75,383.25,748.5,-2.17,30.37,0.0,0.87
2018-12-15 12:00:00,2018-12-15 13:00:00,104.0,5.32,20.21,8.23,17.88,1.15,83.3,0.5,3.2,29.23,47.35,0.4,154.75,371.25,748.0,-2.75,31.53,0.0,1.63
2018-12-15 13:00:00,2018-12-15 14:00:00,83.0,9.29,20.87,11.0,19.52,1.22,101.63,0.5,3.39,28.85,45.45,0.45,143.0,339.0,748.0,-2.65,32.1,0.0,0.87
2018-12-15 14:00:00,2018-12-15 15:00:00,61.5,10.67,19.08,11.47,14.54,2.62,90.6,0.45,3.58,30.43,43.0,0.55,153.0,249.75,748.0,-2.6,32.07,0.0,2.39
2018-12-15 15:00:00,2018-12-15 16:00:00,54.0,10.67,16.17,10.6,11.92,1.77,97.46,0.43,3.68,29.55,43.8,0.48,151.5,133.0,748.0,-2.57,31.53,0.0,1.84
2018-12-15 16:00:00,2018-12-15 17:00:00,56.0,5.97,7.9,5.22,12.05,0.55,78.16,0.4,3.77,30.4,47.63,0.3,117.75,23.5,748.0,-3.9,30.05,0.0,2.5
2018-12-15 17:00:00,2018-12-15 18:00:00,74.5,25.68,4.98,17.35,25.68,1.11,36.99,0.62,5.65,28.72,57.9,0.3,100.25,8.0,748.0,-4.88,27.25,0.0,6.51
2018-12-15 18:00:00,2018-12-15 19:00:00,129.0,45.33,4.51,28.93,28.3,1.97,35.08,0.78,7.35,28.62,61.85,0.3,92.5,8.0,748.0,-3.98,26.02,0.0,12.15
2018-12-15 19:00:00,2018-12-15 20:00:00,180.0,21.4,3.01,12.9,26.2,2.34,36.59,0.77,7.16,29.8,58.83,0.3,117.0,8.0,749.0,0.07,26.13,0.0,13.02
2018-12-15 20:00:00,2018-12-15 21:00:00,183.5,8.39,1.5,4.7,13.3,1.77,49.25,0.7,5.0,26.85,58.9,0.3,100.75,8.0,749.0,0.1,25.53,0.0,5.97
2018-12-15 21:00:00,2018-12-15 22:00:00,208.0,5.57,,1.18,10.68,1.94,43.61,0.7,4.43,27.68,60.93,0.3,104.25,8.0,749.0,-0.33,24.87,0.0,3.91
2018-12-15 22:00:00,2018-12-15 23:00:00,193.75,8.09,,2.1,18.34,2.04,41.8,0.7,3.96,27.65,62.43,0.3,100.5,8.0,749.0,-0.4,24.5,0.0,2.5
2018-12-15 23:00:00,2018-12-16 00:00:00,187.0,4.02,,0.77,19.39,2.08,48.61,0.67,3.39,27.67,64.27,0.3,125.0,8.0,749.0,-1.23,23.97,0.0,2.03
2018-12-16 00:00:00,2018-12-16 01:00:00,177.5,4.8,,0.3,15.85,0.71,54.19,0.65,3.02,27.65,66.15,0.3,151.5,8.0,749.0,-0.78,23.45,0.0,2.06
2018-12-16 01:00:00,2018-12-16 02:00:00,171.75,5.26,,0.38,11.86,0.76,53.07,0.63,3.02,27.65,68.4,0.3,147.5,8.0,749.0,-2.05,22.95,0.0,0.87
2018-12-16 02:00:00,2018-12-16 03:00:00,175.25,5.32,,0.0,12.9,1.58,50.62,0.63,2.64,27.6,70.95,0.3,155.0,8.0,748.75,-2.05,22.35,0.0,0.87
2018-12-16 03:00:00,2018-12-16 04:00:00,168.5,4.21,,0.1,12.84,1.67,48.02,0.6,2.64,27.65,72.75,0.3,157.5,8.0,748.0,-1.9,21.95,0.0,1.08
2018-12-16 04:00:00,2018-12-16 05:00:00,166.0,4.86,,0.17,12.77,0.5,41.16,0.63,2.64,27.63,74.48,0.3,153.5,8.0,748.0,-1.15,21.67,0.0,0.33
2018-12-16 05:00:00,2018-12-16 06:00:00,173.75,6.24,,0.7,15.59,0.5,41.8,0.63,2.64,27.6,76.6,0.3,136.25,8.0,748.5,-2.65,21.18,0.0,0.22
2018-12-16 06:00:00,2018-12-16 07:00:00,175.5,7.01,,0.7,11.79,1.63,46.11,0.67,2.54,27.63,75.65,0.3,144.5,8.25,749.0,-2.2,21.35,0.0,1.3
2018-12-16 07:00:00,2018-12-16 08:00:00,170.5,6.4,,0.23,8.3,1.6,48.02,0.6,2.26,27.63,72.65,0.3,150.75,62.5,749.0,-1.65,22.15,0.0,0.11
2018-12-16 08:00:00,2018-12-16 09:00:00,194.25,5.04,,0.0,15.2,1.76,55.01,0.67,2.54,27.65,66.37,0.3,147.5,171.75,749.0,-2.33,24.58,0.0,0.87
2018-12-16 09:00:00,2018-12-16 10:00:00,216.0,5.41,,0.63,18.25,1.77,69.12,0.7,2.89,27.7,61.83,0.3,155.33,267.0,749.0,-2.13,27.07,0.0,1.3
2018-12-16 10:00:00,2018-12-16 11:00:00,165.25,3.57,,0.0,16.38,1.52,89.62,0.63,2.45,27.75,56.5,0.3,148.0,364.0,749.0,-2.57,29.62,0.0,1.09
2018-12-16 11:00:00,2018-12-16 12:00:00,132.0,7.41,,1.25,57.44,1.46,82.57,0.53,2.26,27.87,50.05,0.3,147.5,398.5,749.0,-2.62,31.38,0.0,1.74
2018-12-16 12:00:00,2018-12-16 13:00:00,100.5,5.29,,0.15,53.64,0.95,95.75,0.4,1.89,27.95,44.97,0.3,129.25,378.75,748.5,-2.6,32.75,0.0,1.63
2018-12-16 13:00:00,2018-12-16 14:00:00,67.5,4.37,,0.22,45.59,0.93,113.04,0.33,1.32,27.9,44.18,0.3,140.25,330.25,748.0,-2.68,33.0,0.0,0.11
2018-12-16 14:00:00,2018-12-16 15:00:00,60.25,5.93,3.57,1.2,38.51,0.56,97.31,0.3,1.51,29.72,44.55,0.3,135.25,236.5,748.0,-3.0,32.85,0.0,0.0
2018-12-16 15:00:00,2018-12-16 16:00:00,52.0,5.78,,1.12,35.37,1.05,95.55,0.35,1.79,30.0,45.5,0.3,124.75,130.0,748.0,-2.38,32.4,0.0,0.0
2018-12-16 16:00:00,2018-12-16 17:00:00,52.75,3.47,,0.53,21.42,0.91,79.13,0.3,1.88,28.3,49.53,0.3,106.5,24.25,748.0,0.1,30.73,0.0,1.19
2018-12-16 17:00:00,2018-12-16 18:00:00,65.75,17.47,,7.37,26.66,0.96,34.69,0.48,3.58,28.08,61.58,0.3,172.0,8.0,748.0,0.1,27.38,0.0,1.95
2018-12-16 18:00:00,2018-12-16 19:00:00,112.75,29.24,,15.83,29.28,0.38,34.3,0.63,5.94,28.08,67.92,0.3,172.0,8.0,748.0,0.1,25.65,0.0,5.53
2018-12-16 19:00:00,2018-12-16 20:00:00,166.5,37.67,,21.08,36.42,0.56,35.28,0.72,6.41,28.0,69.15,0.3,161.25,8.0,748.0,0.1,25.32,0.0,8.03
2018-12-16 20:00:00,2018-12-16 21:00:00,203.0,56.43,132.73,53.28,28.43,1.93,36.31,0.8,6.22,28.0,65.2,0.3,119.5,8.0,748.75,0.1,25.7,0.0,5.64
2018-12-16 21:00:00,2018-12-16 22:00:00,224.0,14.19,,5.4,18.86,1.82,40.7,0.8,5.66,27.9,66.13,0.3,139.67,8.0,749.0,0.1,25.23,0.0,4.48
2018-12-16 22:00:00,2018-12-16 23:00:00,218.25,8.18,,0.88,19.85,0.5,45.72,0.7,4.24,27.9,66.3,0.3,141.0,8.0,749.0,-3.13,24.92,0.0,1.63
2018-12-16 23:00:00,2018-12-17 00:00:00,219.0,7.09,,0.77,19.13,0.45,41.16,0.63,3.52,27.9,67.7,0.3,121.0,8.0,748.67,-4.87,24.5,0.0,1.59
2018-12-17 00:00:00,2018-12-17 01:00:00,201.25,8.58,,0.88,13.1,1.98,39.15,0.65,3.2,27.8,70.73,0.3,146.5,8.0,748.0,-4.85,23.97,0.0,1.41
2018-12-17 01:00:00,2018-12-17 02:00:00,186.25,7.47,,0.38,9.5,2.03,41.26,0.6,2.83,27.8,71.75,0.3,98.5,8.0,748.0,-4.9,23.78,0.0,0.87
2018-12-17 02:00:00,2018-12-17 03:00:00,184.0,9.5,,1.35,11.07,0.64,38.71,0.63,3.02,27.8,74.17,0.3,138.0,8.0,748.0,-2.68,23.55,0.0,0.43
2018-12-17 03:00:00,2018-12-17 04:00:00,187.33,6.52,,1.27,11.0,0.74,37.7,0.6,2.76,27.8,75.87,0.3,126.0,8.0,748.0,0.1,23.33,0.0,0.87
2018-12-17 04:00:00,2018-12-17 05:00:00,194.0,7.83,,0.57,11.7,1.27,35.93,0.63,2.76,27.8,76.9,0.3,116.67,8.0,748.0,0.1,23.33,0.0,1.01
2018-12-17 05:00:00,2018-12-17 06:00:00,195.25,9.04,,1.33,12.51,1.17,33.27,0.6,2.64,27.85,78.52,0.3,96.5,8.0,748.0,0.1,23.25,0.0,0.0
2018-12-17 06:00:00,2018-12-17 07:00:00,203.75,11.32,,1.55,17.82,0.5,35.57,0.65,2.83,27.87,79.22,0.3,132.25,8.0,748.0,0.1,23.1,0.0,0.65
2018-12-17 07:00:00,2018-12-17 08:00:00,236.0,13.49,,4.7,26.46,0.82,34.79,0.72,3.11,27.87,77.77,0.3,79.5,18.5,748.0,0.1,23.33,0.0,0.87
2018-12-17 08:00:00,2018-12-17 09:00:00,271.0,9.88,,2.7,22.79,0.44,37.96,0.77,3.64,27.9,75.93,0.3,137.0,67.33,749.0,-3.8,23.83,0.0,1.3
2018-12-17 09:00:00,2018-12-17 10:00:00,290.0,9.9,,2.68,28.95,0.5,41.6,0.8,3.86,27.9,69.53,0.3,81.0,158.0,749.0,-4.85,25.8,0.0,1.52
2018-12-17 10:00:00,2018-12-17 11:00:00,299.0,8.08,,2.6,24.19,1.73,59.39,0.83,4.15,27.97,61.9,0.3,148.0,225.67,748.33,-1.23,28.1,0.0,2.03
2018-12-17 11:00:00,2018-12-17 12:00:00,254.5,20.51,28.64,18.0,12.97,1.75,60.27,0.78,4.9,27.65,58.32,0.3,94.25,136.75,748.0,-2.6,29.05,0.0,3.15
2018-12-17 12:00:00,2018-12-17 13:00:00,201.25,12.33,24.35,14.05,15.13,0.88,71.83,0.7,5.28,28.3,56.65,0.3,95.5,165.5,748.0,-1.15,29.93,0.0,3.26
2018-12-17 13:00:00,2018-12-17 14:00:00,173.5,10.52,25.66,13.22,18.41,1.54,79.23,0.63,4.71,29.0,56.95,0.3,69.5,99.5,748.0,-2.43,29.75,0.0,2.93
2018-12-17 14:00:00,2018-12-17 15:00:00,146.0,11.29,23.17,13.0,17.55,0.93,68.65,0.63,4.81,28.32,58.8,0.3,59.5,48.75,748.0,-3.88,29.35,0.0,2.71
2018-12-17 15:00:00,2018-12-17 16:00:00,141.5,9.5,30.64,13.95,16.11,0.51,59.54,0.63,5.0,28.02,64.15,0.3,83.25,12.0,748.0,-2.9,28.38,0.0,3.15
2018-12-17 16:00:00,2018-12-17 17:00:00,182.0,15.31,27.49,16.9,17.29,1.43,49.88,0.7,5.37,30.75,69.7,0.3,97.25,8.0,748.0,-2.12,27.25,0.0,3.91
2018-12-17 17:00:00,2018-12-17 18:00:00,217.5,18.97,28.95,19.72,15.79,2.06,40.33,0.7,5.47,30.0,73.55,0.3,76.25,8.0,748.0,0.05,26.6,0.0,4.56
2018-12-17 18:00:00,2018-12-17 19:00:00,243.0,21.65,23.69,20.0,21.22,0.84,34.43,0.8,6.03,26.27,75.9,0.3,107.0,8.0,748.0,0.1,26.3,0.0,5.79
2018-12-17 19:00:00,2018-12-17 20:00:00,281.75,19.46,28.01,19.78,25.15,0.74,34.64,0.8,6.22,28.1,76.23,0.3,69.5,8.0,748.0,0.08,26.08,0.0,6.4
2018-12-17 20:00:00,2018-12-17 21:00:00,317.0,20.25,27.57,20.2,23.75,0.2,36.26,0.83,5.66,28.2,78.8,0.3,104.0,8.0,748.0,-0.5,25.67,0.0,5.5
2018-12-17 21:00:00,2018-12-17 22:00:00,340.0,15.5,26.74,16.85,13.89,0.23,32.83,0.83,5.0,28.13,78.88,0.3,91.75,8.0,748.0,-1.47,25.18,0.0,2.39
2018-12-17 22:00:00,2018-12-17 23:00:00,254.0,14.43,25.0,15.63,17.12,0.84,34.82,0.8,4.15,28.13,77.77,0.3,129.67,8.0,748.0,-2.17,25.0,0.0,2.17
2018-12-17 23:00:00,2018-12-18 00:00:00,240.0,10.02,25.47,12.83,18.01,0.83,37.24,0.72,3.49,28.03,78.07,0.3,68.5,8.0,748.0,-4.7,24.8,0.0,2.06
2018-12-18 00:00:00,2018-12-18 01:00:00,231.0,12.33,20.16,12.85,15.2,1.38,37.68,0.7,3.2,28.0,77.5,0.3,100.0,8.0,748.0,-4.0,24.68,0.0,0.54
2018-12-18 01:00:00,2018-12-18 02:00:00,242.5,7.79,23.31,9.17,14.15,1.27,37.34,0.7,3.02,27.92,78.0,0.3,145.75,8.0,748.0,-4.43,24.53,0.0,1.52
2018-12-18 02:00:00,2018-12-18 03:00:00,251.75,10.21,20.35,11.5,13.69,0.22,34.35,0.72,3.02,27.9,79.93,0.3,171.0,8.0,748.0,-4.8,24.32,0.0,0.76
2018-12-18 03:00:00,2018-12-18 04:00:00,259.75,11.84,22.32,13.15,12.9,0.37,34.15,0.72,3.11,27.9,81.5,0.3,170.5,8.0,748.0,-4.75,24.2,0.0,0.43
2018-12-18 04:00:00,2018-12-18 05:00:00,274.5,14.39,20.3,14.25,14.8,1.43,34.45,0.7,3.39,27.97,78.92,0.3,165.5,8.0,748.0,-3.7,24.2,0.0,0.98
2018-12-18 05:00:00,2018-12-18 06:00:00,291.25,13.75,20.96,14.02,14.48,1.45,33.17,0.7,3.39,27.9,82.37,0.3,137.5,8.0,748.0,-4.78,23.87,0.0,0.22
2018-12-18 06:00:00,2018-12-18 07:00:00,289.25,11.01,28.01,14.2,13.89,1.65,32.98,0.7,3.39,27.9,85.75,0.3,97.5,8.0,748.0,-2.78,23.58,0.0,1.08
2018-12-18 07:00:00,2018-12-18 08:00:00,295.0,15.13,24.88,16.03,12.31,1.5,32.73,0.75,4.15,27.9,83.77,0.3,147.0,9.5,748.0,-3.45,23.78,0.0,1.95
2018-12-18 08:00:00,2018-12-18 09:00:00,260.75,15.62,23.22,15.9,17.49,1.39,34.5,0.7,3.77,27.9,86.18,0.3,126.25,10.25,748.5,-3.03,23.75,0.0,2.5
2018-12-18 09:00:00,2018-12-18 10:00:00,275.0,8.92,24.82,11.95,20.83,1.51,34.99,0.75,3.39,28.0,84.8,0.3,113.0,37.5,749.0,-2.25,23.95,0.0,1.52
2018-12-18 10:00:00,2018-12-18 11:00:00,334.0,16.91,22.8,16.62,20.63,0.13,37.34,0.8,3.58,28.0,78.58,0.3,124.25,86.0,749.0,0.1,25.07,0.0,2.28
2018-12-18 11:00:00,2018-12-18 12:00:00,286.25,11.69,58.37,23.28,18.27,0.24,49.54,0.75,4.34,28.05,71.25,0.3,139.5,170.25,748.0,0.1,26.93,0.0,2.5
2018-12-18 12:00:00,2018-12-18 13:00:00,269.0,8.73,67.93,24.0,16.33,1.07,64.09,0.7,4.65,28.1,66.13,0.3,161.67,195.67,748.0,-1.6,27.73,0.0,2.31
2018-12-18 13:00:00,2018-12-18 14:00:00,171.0,9.51,28.51,13.37,14.32,0.87,76.37,0.57,5.4,28.13,63.07,0.3,158.33,324.0,748.0,-2.33,28.47,0.0,2.75
2018-12-18 14:00:00,2018-12-18 15:00:00,81.25,11.1,24.16,13.18,14.54,1.39,74.04,0.45,4.24,28.2,63.45,0.3,154.75,180.5,748.0,-3.65,28.7,0.0,1.3
2018-12-18 15:00:00,2018-12-18 16:00:00,52.5,8.86,27.35,12.6,14.87,1.43,73.35,0.4,4.15,28.18,65.0,0.3,155.25,96.5,748.0,0.05,28.28,0.0,2.28
2018-12-18 16:00:00,2018-12-18 17:00:00,53.75,11.25,26.04,13.8,11.0,1.46,64.78,0.48,4.62,28.88,69.18,0.3,161.0,15.5,748.0,-4.62,27.05,0.0,3.25
2018-12-18 17:00:00,2018-12-18 18:00:00,61.0,18.76,32.43,20.55,15.07,2.08,37.34,0.6,6.03,30.35,75.1,0.3,149.0,8.0,748.0,-4.7,25.75,0.0,6.08
2018-12-18 18:00:00,2018-12-18 19:00:00,88.5,35.3,31.63,31.25,22.99,0.16,34.69,0.7,6.5,28.75,78.67,0.3,167.0,8.0,748.0,-4.62,25.17,0.0,7.92
2018-12-18 19:00:00,2018-12-18 20:00:00,148.5,33.64,24.68,28.17,24.43,0.07,34.59,0.72,6.69,26.73,82.1,0.3,172.0,8.0,748.0,-4.6,24.6,0.0,8.14
2018-12-18 20:00:00,2018-12-18 21:00:00,175.0,16.32,24.38,16.7,15.55,0.85,34.76,0.7,5.28,27.33,84.9,0.3,171.33,8.0,748.0,-4.6,24.23,0.0,4.2
2018-12-18 21:00:00,2018-12-18 22:00:00,223.25,16.21,28.01,17.63,12.51,1.01,33.52,0.7,4.24,28.08,89.23,0.3,171.25,8.0,748.0,-1.42,23.75,0.0,3.04
2018-12-18 22:00:00,2018-12-18 23:00:00,230.75,17.53,25.15,17.65,12.64,1.02,32.54,0.7,3.77,28.13,91.85,0.3,171.75,8.0,748.0,0.1,23.35,0.0,2.28
2018-12-18 23:00:00,2018-12-19 00:00:00,215.0,16.48,21.68,16.03,10.13,1.04,31.69,0.7,3.9,28.1,92.5,0.3,172.0,8.0,748.0,0.1,23.0,0.0,2.6
2018-12-19 00:00:00,2018-12-19 01:00:00,193.5,17.47,24.2,17.42,9.24,0.1,31.41,0.8,4.34,28.08,92.5,0.3,172.0,9.0,748.0,0.1,22.82,0.0,1.52
2018-12-19 01:00:00,2018-12-19 02:00:00,182.25,16.57,29.19,18.23,9.82,0.19,30.97,0.8,4.52,28.03,92.48,0.3,171.25,9.0,748.0,0.1,22.63,0.0,2.06
2018-12-19 02:00:00,2018-12-19 03:00:00,161.25,14.3,29.7,16.85,12.45,0.2,31.26,0.77,4.24,28.05,92.4,0.3,171.25,8.75,748.0,0.1,22.1,0.0,2.5
2018-12-19 03:00:00,2018-12-19 04:00:00,125.0,13.57,31.77,16.97,13.01,0.24,30.51,0.7,3.64,28.03,92.4,0.3,171.67,8.67,748.0,0.1,22.17,0.0,0.29
2018-12-19 04:00:00,2018-12-19 05:00:00,112.25,14.61,26.09,16.02,15.39,2.08,30.67,0.63,2.92,28.0,92.4,0.3,171.75,9.0,748.0,0.18,22.25,0.0,1.63
2018-12-19 05:00:00,2018-12-19 06:00:00,111.5,12.7,25.76,14.65,14.67,1.92,32.29,0.6,2.92,28.03,92.4,0.3,169.25,9.5,748.0,0.15,22.23,0.0,0.43
2018-12-19 06:00:00,2018-12-19 07:00:00,92.75,6.76,33.75,13.0,13.36,1.32,31.56,0.58,2.54,28.03,92.4,0.3,152.25,9.75,748.0,-1.32,22.52,0.0,0.22
2018-12-19 07:00:00,2018-12-19 08:00:00,86.75,11.56,28.39,14.67,10.31,0.92,32.34,0.55,2.26,28.43,92.43,0.3,147.25,21.0,748.0,-3.28,22.17,0.0,0.87
2018-12-19 08:00:00,2018-12-19 09:00:00,109.5,9.96,29.7,14.0,4.98,1.59,32.47,0.53,2.36,28.68,92.5,0.3,119.5,48.25,748.5,-3.77,22.2,0.0,0.33
2018-12-19 09:00:00,2018-12-19 10:00:00,92.0,11.87,29.23,15.12,0.87,1.44,33.61,0.58,2.17,28.1,92.62,0.3,146.75,123.0,749.0,-1.7,23.15,0.0,0.33
2018-12-19 10:00:00,2018-12-19 11:00:00,99.75,13.07,31.3,16.5,8.12,0.39,39.54,0.55,2.64,28.13,88.18,0.3,109.75,284.0,748.75,-4.52,25.22,0.0,0.76
2018-12-19 11:00:00,2018-12-19 12:00:00,106.5,7.81,56.4,20.08,13.95,1.69,56.45,0.6,3.58,28.03,69.37,0.3,115.0,366.5,748.0,-2.68,28.18,0.0,2.17
2018-12-19 12:00:00,2018-12-19 13:00:00,106.0,8.98,62.67,22.67,16.59,1.12,80.29,0.5,3.52,28.23,57.23,0.33,95.67,350.33,748.0,-1.8,29.17,0.0,2.46
2018-12-19 13:00:00,2018-12-19 14:00:00,91.5,9.75,34.31,15.15,19.58,0.36,88.44,0.45,3.2,30.32,52.4,0.3,106.0,318.75,748.0,-2.58,29.9,0.0,1.09
2018-12-19 14:00:00,2018-12-19 15:00:00,80.5,10.64,30.78,14.78,17.36,0.33,110.45,0.53,3.96,28.3,52.6,0.3,84.0,204.75,748.0,-2.1,30.22,0.0,1.95
2018-12-19 15:00:00,2018-12-19 16:00:00,85.75,8.64,37.13,15.2,21.68,0.79,91.97,0.58,4.15,31.0,52.18,0.3,82.0,101.75,748.0,-2.25,30.03,0.0,2.06
2018-12-19 16:00:00,2018-12-19 17:00:00,83.0,11.32,44.51,19.1,13.43,0.96,79.33,0.6,4.9,29.87,55.1,0.3,63.75,18.5,748.0,-4.05,28.9,0.0,4.12
2018-12-19 17:00:00,2018-12-19 18:00:00,95.0,27.74,51.61,31.9,15.59,4.05,36.16,0.7,5.84,28.8,63.25,0.3,171.5,8.0,748.0,-4.85,26.9,0.0,7.6
2018-12-19 18:00:00,2018-12-19 19:00:00,167.33,54.53,43.68,47.4,36.16,1.73,34.43,0.8,7.41,28.23,73.37,0.3,171.0,8.0,748.0,-4.87,24.87,0.0,13.6
2018-12-19 19:00:00,2018-12-19 20:00:00,236.5,55.26,44.41,48.1,38.58,1.58,34.25,0.83,7.54,28.2,76.15,0.3,171.25,8.0,748.0,-4.83,24.3,0.0,13.24
2018-12-19 20:00:00,2018-12-19 21:00:00,254.75,46.65,42.68,41.88,30.26,1.08,36.06,0.83,7.35,28.13,73.73,0.3,172.0,8.0,748.0,-4.8,24.55,0.0,9.77
2018-12-19 21:00:00,2018-12-19 22:00:00,312.25,37.79,33.84,33.57,25.22,1.62,35.03,0.8,6.97,28.03,76.88,0.3,171.5,8.0,748.0,-4.78,23.82,0.0,10.74
2018-12-19 22:00:00,2018-12-19 23:00:00,376.75,24.17,33.09,24.33,22.47,0.0,34.01,0.85,6.41,28.0,79.5,0.3,105.5,8.0,748.0,-4.78,23.1,0.0,7.6
2018-12-19 23:00:00,2018-12-20 00:00:00,343.0,18.39,30.93,19.95,18.21,0.0,32.44,0.8,5.47,28.0,80.3,0.3,113.0,8.0,748.0,-4.8,23.05,0.0,4.56
2018-12-20 00:00:00,2018-12-20 01:00:00,296.25,14.94,30.83,17.57,16.7,0.36,32.93,0.87,4.81,27.97,82.55,0.3,144.5,8.0,748.0,-4.67,22.28,0.0,3.15
2018-12-20 01:00:00,2018-12-20 02:00:00,269.5,15.5,27.03,16.87,14.15,0.37,32.0,0.8,4.9,27.9,83.9,0.3,153.25,8.0,748.0,-4.72,22.17,0.0,2.6
2018-12-20 02:00:00,2018-12-20 03:00:00,256.0,13.35,29.09,16.05,15.39,0.18,33.71,0.8,5.0,27.9,83.67,0.3,112.5,8.0,748.0,-4.67,21.97,0.0,2.71
2018-12-20 03:00:00,2018-12-20 04:00:00,274.0,16.42,28.2,17.85,20.44,0.38,31.75,0.8,4.52,27.85,86.45,0.3,125.0,8.0,748.0,-4.5,21.4,0.0,3.04
2018-12-20 04:00:00,2018-12-20 05:00:00,292.25,13.81,26.84,15.68,18.54,0.3,32.63,0.87,4.71,27.85,89.07,0.3,108.75,8.5,748.0,-4.52,21.08,0.0,2.17
2018-12-20 05:00:00,2018-12-20 06:00:00,286.0,15.47,24.72,16.2,19.19,0.34,31.95,0.9,4.43,27.85,90.77,0.3,156.5,9.0,748.0,-4.48,20.92,0.0,2.5
2018-12-20 06:00:00,2018-12-20 07:00:00,295.25,15.13,23.12,15.6,19.78,0.04,32.0,0.9,4.34,27.8,91.57,0.3,161.5,9.5,748.0,-3.63,20.68,0.0,1.84
2018-12-20 07:00:00,2018-12-20 08:00:00,320.25,19.43,22.81,18.3,27.86,0.31,33.12,0.9,5.0,27.9,90.23,0.3,115.25,37.75,748.0,0.1,21.3,0.0,2.82
2018-12-20 08:00:00,2018-12-20 09:00:00,379.25,17.65,28.29,18.67,27.64,1.46,36.33,1.0,5.56,27.87,80.38,0.3,158.5,115.5,748.75,0.13,23.57,0.0,2.71
2018-12-20 09:00:00,2018-12-20 10:00:00,426.5,11.62,28.48,14.75,24.5,1.37,45.13,0.97,6.6,27.95,73.27,0.3,108.25,200.75,749.0,0.1,25.1,0.0,3.36
2018-12-20 10:00:00,2018-12-20 11:00:00,501.25,10.73,29.99,14.58,31.83,0.27,49.88,1.0,6.41,27.95,71.65,0.3,103.5,249.25,749.0,-1.35,26.07,0.0,3.91
2018-12-20 11:00:00,2018-12-20 12:00:00,638.25,8.83,62.23,22.48,35.44,0.54,56.74,1.0,6.6,29.35,67.68,0.3,84.75,270.75,748.0,-1.8,27.5,0.0,5.21
2018-12-20 12:00:00,2018-12-20 13:00:00,569.5,9.66,60.82,22.57,31.37,2.33,104.66,1.03,7.45,29.4,61.82,0.3,75.0,221.0,748.0,0.05,29.3,0.0,5.53
2018-12-20 13:00:00,2018-12-20 14:00:00,498.0,7.75,30.32,12.73,24.82,1.66,105.59,1.03,7.26,29.9,54.97,0.3,135.0,246.75,748.0,-0.33,30.5,0.0,6.62
2018-12-20 14:00:00,2018-12-20 15:00:00,283.67,9.18,25.19,12.23,15.11,1.14,118.45,0.9,6.53,29.07,49.77,0.3,159.33,185.33,748.0,-4.1,30.77,0.0,6.51
2018-12-20 15:00:00,2018-12-20 16:00:00,112.5,7.56,24.86,11.03,12.77,1.04,103.63,0.72,5.56,30.75,50.62,0.3,144.0,95.0,748.0,-2.38,30.05,0.0,4.01
2018-12-20 16:00:00,2018-12-20 17:00:00,111.0,13.71,28.95,16.25,14.67,1.08,67.28,0.7,5.66,28.65,56.23,0.3,171.0,17.5,748.0,-3.95,28.62,0.0,3.47
2018-12-20 17:00:00,2018-12-20 18:00:00,,38.87,25.94,32.0,31.09,1.52,34.82,0.83,7.29,28.2,68.67,0.3,171.0,8.0,748.0,0.1,25.97,0.0,7.67
2018-12-20 18:00:00,2018-12-20 19:00:00,226.25,51.14,30.5,41.45,49.58,2.45,36.06,0.92,7.82,29.65,75.83,0.3,171.0,8.0,748.0,0.1,24.72,0.0,13.13
2018-12-20 19:00:00,2018-12-20 20:00:00,349.25,80.72,19.22,57.78,78.73,2.86,38.95,0.9,7.82,26.67,79.33,0.3,172.0,8.0,748.0,0.18,24.35,0.0,9.44
2018-12-20 20:00:00,2018-12-20 21:00:00,401.0,91.06,24.19,66.03,59.3,1.37,36.52,0.9,7.79,27.57,82.63,0.3,172.0,8.0,748.0,0.13,23.4,0.0,10.71
2018-12-20 21:00:00,2018-12-20 22:00:00,436.5,64.11,18.85,46.7,24.43,1.16,34.64,0.97,7.92,28.0,82.82,0.3,172.0,8.0,748.0,0.1,22.88,0.0,9.55
2018-12-20 22:00:00,2018-12-20 23:00:00,406.75,39.3,18.47,30.2,16.11,1.63,32.88,0.95,7.54,27.9,84.15,0.3,172.0,8.0,748.0,0.1,22.4,0.0,10.52
2018-12-20 23:00:00,2018-12-21 00:00:00,376.0,23.53,18.36,19.73,11.96,1.29,33.25,0.9,6.91,27.9,84.6,0.3,172.0,8.0,748.0,0.1,22.17,0.0,8.97
2018-12-21 00:00:00,2018-12-21 01:00:00,365.0,19.64,20.74,17.83,16.94,1.98,32.27,0.9,6.53,27.9,86.5,0.3,172.0,8.0,748.0,0.1,22.07,0.0,8.39
2018-12-21 01:00:00,2018-12-21 02:00:00,395.0,17.22,22.87,16.83,20.79,1.81,33.39,0.9,6.16,27.8,86.17,0.3,172.0,8.0,748.0,0.1,21.87,0.0,7.52
