From Date,To Date,PM2.5 (ug/m3),NO (ug/m3),NO2 (ug/m3),NOx (ppb),SO2 (ug/m3),CO (mg/m3),Ozone (ug/m3),Benzene (ug/m3),Toluene (ug/m3),Temp (degree C),RH (%),WS (m/s),WD (deg),SR (W/mt2),BP (mmHg),VWS (m/s),AT (degree C),RF (mm),Xylene (ug/m3)
2018-12-21 02:00:00,2018-12-21 03:00:00,385.75,14.91,18.57,14.12,14.48,1.81,31.85,0.9,5.66,27.85,88.3,0.3,172.0,8.0,748.0,0.1,21.52,0.0,5.75
2018-12-21 03:00:00,2018-12-21 04:00:00,379.5,14.51,19.13,14.0,9.76,1.75,32.0,0.85,5.66,27.77,89.25,0.3,172.0,8.0,748.0,0.1,21.5,0.0,5.1
2018-12-21 04:00:00,2018-12-21 05:00:00,348.5,13.07,18.71,12.98,13.82,1.28,32.34,0.9,5.56,27.8,88.23,0.3,171.75,8.0,748.0,-0.35,21.47,0.0,5.53
2018-12-21 05:00:00,2018-12-21 06:00:00,332.0,13.93,17.95,13.28,14.28,1.28,33.86,0.9,5.0,27.77,86.75,0.3,171.25,8.0,748.0,-4.57,21.42,0.0,4.01
2018-12-21 06:00:00,2018-12-21 07:00:00,318.67,11.01,17.95,11.4,12.58,1.25,35.54,0.9,4.65,27.8,86.73,0.3,117.33,8.0,748.0,-4.67,21.4,0.0,3.91
2018-12-21 07:00:00,2018-12-21 08:00:00,311.25,13.98,16.73,12.97,15.98,1.32,36.85,0.92,4.43,27.77,86.85,0.3,110.5,32.25,748.0,-4.05,21.62,0.0,2.93
2018-12-21 08:00:00,2018-12-21 09:00:00,364.25,11.93,15.75,11.38,23.32,0.71,36.52,0.9,4.43,28.85,79.02,0.3,162.25,108.5,748.0,-2.6,23.18,0.0,3.36
2018-12-21 09:00:00,2018-12-21 10:00:00,363.0,13.65,20.02,13.75,25.94,0.97,43.61,0.9,4.71,28.1,71.7,0.3,122.5,200.5,748.0,-4.8,25.6,0.0,3.69
2018-12-21 10:00:00,2018-12-21 11:00:00,376.0,12.51,24.0,14.03,25.59,1.94,46.32,0.97,4.9,27.9,67.8,0.3,165.67,253.67,748.0,-2.7,26.97,0.0,3.18
2018-12-21 11:00:00,2018-12-21 12:00:00,347.5,8.92,42.72,17.0,18.67,2.07,69.38,0.9,5.09,28.28,62.02,0.3,164.75,296.5,748.0,-2.05,28.95,0.0,2.71
2018-12-21 12:00:00,2018-12-21 13:00:00,294.25,9.41,54.38,20.63,16.11,2.67,73.3,0.8,5.28,30.83,57.32,0.3,157.0,306.0,748.0,-2.63,30.05,0.0,3.58
2018-12-21 13:00:00,2018-12-21 14:00:00,211.0,11.53,21.01,12.55,14.21,1.86,77.76,0.85,5.47,32.4,52.4,0.3,143.75,256.0,748.0,-1.9,30.45,0.0,5.1
2018-12-21 14:00:00,2018-12-21 15:00:00,129.75,9.62,17.81,10.43,13.3,0.04,121.86,0.7,4.52,29.5,52.77,0.3,150.5,173.5,748.0,-1.92,30.45,0.0,4.45
2018-12-21 15:00:00,2018-12-21 16:00:00,132.5,9.78,23.64,12.2,20.96,0.49,97.8,0.78,5.0,31.7,55.43,0.3,152.75,75.0,748.0,-3.15,29.78,0.0,4.45
2018-12-21 16:00:00,2018-12-21 17:00:00,153.0,20.62,19.11,18.03,25.06,1.19,58.02,0.73,5.78,30.3,61.53,0.3,171.0,14.33,748.0,0.03,28.43,0.0,6.37
2018-12-21 17:00:00,2018-12-21 18:00:00,215.5,52.58,18.66,39.03,56.66,2.01,39.79,0.9,7.54,27.5,72.4,0.3,171.0,8.0,748.0,0.1,26.15,0.0,13.89
2018-12-21 18:00:00,2018-12-21 19:00:00,348.0,60.52,15.04,43.28,47.62,0.94,36.41,0.92,7.82,26.6,75.57,0.3,171.25,8.0,748.0,0.1,25.45,0.0,12.37
2018-12-21 19:00:00,2018-12-21 20:00:00,348.75,25.18,15.09,19.92,20.89,0.33,35.57,1.0,7.82,28.48,69.45,0.3,172.0,8.0,748.0,0.1,25.67,0.0,12.15
2018-12-21 20:00:00,2018-12-21 21:00:00,305.25,17.96,22.32,17.17,18.99,2.16,35.77,0.92,6.5,30.05,71.73,0.3,171.75,8.0,748.0,0.08,24.88,0.0,10.31
2018-12-21 21:00:00,2018-12-21 22:00:00,303.75,17.77,18.24,15.9,18.41,1.84,33.56,0.87,5.94,28.23,72.1,0.3,171.75,8.0,748.0,0.1,24.43,0.0,8.46
2018-12-21 22:00:00,2018-12-21 23:00:00,301.25,13.59,15.7,12.42,17.62,0.64,36.16,0.9,6.13,28.0,73.25,0.3,171.5,8.0,748.0,0.1,23.95,0.0,6.84
2018-12-21 23:00:00,2018-12-22 00:00:00,287.0,10.58,14.23,10.03,15.28,0.82,37.17,0.9,5.53,27.9,74.57,0.3,171.67,8.0,748.0,0.1,23.63,0.0,5.93
2018-12-22 00:00:00,2018-12-22 01:00:00,298.5,10.58,17.77,11.05,19.13,0.19,36.8,0.9,5.37,27.9,78.17,0.3,170.25,8.0,748.0,0.1,22.8,0.0,3.8
2018-12-22 01:00:00,2018-12-22 02:00:00,291.67,10.29,17.67,10.8,21.22,0.38,35.35,0.93,4.9,27.87,80.73,0.3,171.67,8.0,748.0,0.1,22.2,0.0,4.77
2018-12-22 02:00:00,2018-12-22 03:00:00,283.25,8.79,16.17,9.38,20.44,0.78,37.78,0.95,5.0,27.85,81.73,0.3,172.0,8.0,748.0,0.1,21.92,0.0,4.23
2018-12-22 03:00:00,2018-12-22 04:00:00,268.75,8.06,17.11,9.15,18.73,0.92,37.97,0.92,4.71,27.8,82.18,0.3,172.0,8.0,748.0,0.1,21.73,0.0,2.71
2018-12-22 04:00:00,2018-12-22 05:00:00,259.5,12.76,15.42,11.8,16.51,0.93,39.35,0.9,4.34,27.82,82.02,0.3,171.5,8.0,748.0,0.1,21.58,0.0,2.5
2018-12-22 05:00:00,2018-12-22 06:00:00,259.75,13.04,13.77,11.55,17.95,1.12,36.7,0.9,4.34,27.75,83.2,0.3,172.0,8.0,748.0,0.1,21.15,0.0,2.5
2018-12-22 06:00:00,2018-12-22 07:00:00,253.5,12.42,17.3,12.1,19.52,0.8,35.72,0.97,4.52,27.8,83.43,0.3,168.75,8.0,748.0,0.1,20.92,0.0,2.71
2018-12-22 07:00:00,2018-12-22 08:00:00,258.0,14.14,14.48,12.45,20.96,1.08,35.77,0.97,4.52,27.73,81.03,0.3,168.67,31.33,748.0,0.1,21.57,0.0,3.18
2018-12-22 08:00:00,2018-12-22 09:00:00,288.5,10.02,13.25,9.38,24.3,1.29,43.97,0.97,4.62,27.82,74.95,0.3,146.75,108.0,748.0,0.1,23.0,0.0,2.28
2018-12-22 09:00:00,2018-12-22 10:00:00,330.75,11.44,16.87,11.33,30.92,1.45,45.91,1.0,4.62,27.87,70.33,0.3,147.25,194.25,748.0,0.1,24.78,0.0,3.47
2018-12-22 10:00:00,2018-12-22 11:00:00,376.33,9.51,16.36,9.9,29.26,2.13,58.41,1.03,5.15,27.87,62.27,0.3,155.67,270.0,748.0,0.1,27.57,0.0,3.47
2018-12-22 11:00:00,2018-12-22 12:00:00,301.33,8.86,60.54,22.0,24.19,1.97,72.65,0.93,5.53,30.17,56.53,0.3,162.33,311.33,748.0,-2.37,29.3,0.0,5.06
2018-12-22 12:00:00,2018-12-22 13:00:00,225.0,10.7,49.54,20.13,19.78,2.35,95.01,0.87,5.66,30.68,51.87,0.3,161.5,311.5,748.0,0.03,30.3,0.0,6.18
2018-12-22 13:00:00,2018-12-22 14:00:00,165.0,10.49,23.12,12.45,17.95,2.3,96.38,0.83,5.28,32.0,49.15,0.3,151.5,257.0,748.0,-2.55,30.9,0.0,5.75
2018-12-22 14:00:00,2018-12-22 15:00:00,135.25,9.81,15.28,9.8,25.48,1.5,118.87,0.8,5.37,31.43,48.93,0.3,164.75,182.0,748.0,-4.75,30.87,0.0,4.88
2018-12-22 15:00:00,2018-12-22 16:00:00,127.5,12.98,16.36,12.2,25.15,1.88,131.32,0.78,4.62,29.47,49.93,0.3,165.25,88.25,748.0,-4.85,30.15,0.0,4.23
2018-12-22 16:00:00,2018-12-22 17:00:00,133.67,7.71,18.36,9.27,24.02,0.85,76.24,0.77,5.53,28.13,55.37,0.3,167.67,19.67,748.0,-4.9,28.73,0.0,4.92
2018-12-22 17:00:00,2018-12-22 18:00:00,159.75,28.87,9.49,20.8,45.92,1.67,35.38,0.87,7.35,27.67,68.93,0.3,172.25,8.0,748.0,-4.85,25.88,0.0,10.74
2018-12-22 18:00:00,2018-12-22 19:00:00,242.5,36.04,14.57,26.97,33.54,0.95,36.26,1.0,8.01,27.6,73.32,0.3,172.0,8.0,748.0,-4.88,24.92,0.0,10.42
2018-12-22 19:00:00,2018-12-22 20:00:00,334.0,28.78,11.66,21.33,12.84,0.69,33.78,0.93,7.79,27.33,76.53,0.3,145.67,8.0,748.0,-4.9,24.0,0.0,13.31
2018-12-22 20:00:00,2018-12-22 21:00:00,339.0,26.38,13.11,20.15,19.91,1.89,35.13,0.92,7.54,27.45,78.55,0.3,171.5,8.0,748.0,-4.83,23.58,0.0,13.13
2018-12-22 21:00:00,2018-12-22 22:00:00,386.5,18.2,14.38,15.12,17.62,1.94,34.69,1.0,7.54,27.85,77.92,0.3,159.25,8.0,748.0,-4.75,23.55,0.0,12.15
2018-12-22 22:00:00,2018-12-22 23:00:00,366.25,15.96,12.55,13.12,12.18,1.22,38.27,0.97,6.69,27.9,75.25,0.3,171.25,8.0,748.0,-4.83,23.5,0.0,7.7
2018-12-22 23:00:00,2018-12-23 00:00:00,337.0,11.11,16.17,10.93,8.38,1.17,42.01,1.0,6.03,27.83,75.43,0.3,169.0,8.0,748.0,-4.83,23.5,0.0,6.51
2018-12-23 00:00:00,2018-12-23 01:00:00,325.5,10.24,14.62,9.93,15.33,1.16,37.04,0.92,5.37,27.9,77.82,0.3,171.25,8.0,748.0,-4.78,23.03,0.0,4.56
2018-12-23 01:00:00,2018-12-23 02:00:00,342.25,12.15,12.13,10.48,18.54,1.29,41.5,0.97,5.28,27.8,79.58,0.3,171.5,8.0,748.0,-4.83,22.68,0.0,3.58
2018-12-23 02:00:00,2018-12-23 03:00:00,359.25,11.84,12.41,10.35,17.36,1.45,41.4,0.95,5.09,27.8,80.98,0.3,171.75,8.0,748.0,-4.8,22.35,0.0,2.28
2018-12-23 03:00:00,2018-12-23 04:00:00,357.33,8.94,10.4,7.87,17.9,1.45,39.59,0.97,4.9,27.77,83.53,0.3,172.0,8.0,748.0,-4.73,21.77,0.0,2.75
2018-12-23 04:00:00,2018-12-23 05:00:00,357.0,10.33,16.64,10.53,12.38,1.76,40.62,0.92,4.9,27.77,83.9,0.3,171.25,8.0,748.0,-4.73,21.8,0.0,3.36
2018-12-23 05:00:00,2018-12-23 06:00:00,335.25,10.21,15.79,10.22,14.74,1.73,38.47,0.95,4.52,27.8,84.58,0.3,171.0,8.0,748.0,-4.72,21.45,0.0,2.6
2018-12-23 06:00:00,2018-12-23 07:00:00,335.0,14.45,16.45,13.2,17.55,1.79,33.91,0.95,4.52,27.75,85.75,0.3,162.25,8.0,748.0,-4.73,21.18,0.0,2.93
2018-12-23 07:00:00,2018-12-23 08:00:00,346.0,10.39,14.85,10.1,18.34,1.62,38.81,0.97,4.4,27.8,83.83,0.3,164.33,42.33,748.0,-3.93,21.63,0.0,1.59
2018-12-23 08:00:00,2018-12-23 09:00:00,358.0,11.25,12.08,9.83,21.75,1.66,53.44,0.97,4.43,27.8,76.65,0.3,167.0,130.75,748.0,-2.6,23.38,0.0,2.28
2018-12-23 09:00:00,2018-12-23 10:00:00,349.0,11.07,11.14,9.45,25.48,1.45,65.02,1.0,4.52,27.87,69.93,0.3,169.75,230.0,748.0,-2.83,25.82,0.0,2.39
2018-12-23 10:00:00,2018-12-23 11:00:00,304.0,11.44,13.35,10.3,26.03,0.94,80.75,0.93,4.15,27.9,63.47,0.3,167.0,303.0,748.0,-4.43,27.93,0.0,2.6
2018-12-23 11:00:00,2018-12-23 12:00:00,221.0,10.27,42.82,17.85,21.55,0.84,103.1,0.8,3.58,28.08,57.47,0.3,166.25,340.25,748.0,-2.68,29.87,0.0,2.17
2018-12-23 12:00:00,2018-12-23 13:00:00,191.0,5.04,56.46,18.3,18.08,0.8,111.39,0.7,3.02,28.17,54.33,0.3,170.33,325.0,748.0,-3.57,30.83,0.0,1.45
2018-12-23 13:00:00,2018-12-23 14:00:00,150.75,7.1,14.15,7.7,18.73,0.68,122.84,0.65,2.73,28.18,52.6,0.3,165.75,287.5,748.0,-2.73,31.37,0.0,1.74
2018-12-23 14:00:00,2018-12-23 15:00:00,128.75,10.49,13.58,9.75,18.21,0.77,127.25,0.6,2.54,28.18,51.58,0.3,164.25,209.5,748.0,-3.32,31.53,0.0,1.41
2018-12-23 15:00:00,2018-12-23 16:00:00,116.75,10.55,14.33,10.02,19.52,0.66,113.63,0.55,2.36,28.62,52.5,0.3,168.25,107.0,748.0,-3.38,31.0,0.0,1.3
2018-12-23 16:00:00,2018-12-23 17:00:00,112.0,12.64,14.01,11.33,21.75,1.63,86.29,0.55,2.83,28.8,56.1,0.3,159.25,20.25,748.0,-4.9,29.57,0.0,1.3
2018-12-23 17:00:00,2018-12-23 18:00:00,134.0,13.86,15.17,12.47,20.09,1.75,38.29,0.67,5.03,28.13,66.33,0.3,159.33,8.0,748.0,-4.83,26.8,0.0,3.04
2018-12-23 18:00:00,2018-12-23 19:00:00,192.5,16.51,15.27,14.22,21.22,2.0,37.34,0.8,6.13,28.05,70.12,0.3,170.5,8.0,748.0,-4.85,25.97,0.0,6.51
2018-12-23 19:00:00,2018-12-23 20:00:00,278.0,14.98,10.06,11.75,24.17,2.14,46.5,0.9,6.31,28.0,67.85,0.3,166.0,8.0,748.0,-4.9,25.72,0.0,8.46
2018-12-23 20:00:00,2018-12-23 21:00:00,291.0,10.95,15.28,10.57,14.08,1.46,51.25,0.9,5.56,27.9,68.35,0.3,167.25,8.0,748.0,-4.8,25.12,0.0,4.23
2018-12-23 21:00:00,2018-12-23 22:00:00,270.0,12.34,10.21,10.03,7.95,1.27,45.28,0.83,4.78,27.9,68.1,0.3,168.33,8.0,748.0,-4.83,24.7,0.0,3.91
2018-12-23 22:00:00,2018-12-23 23:00:00,258.0,11.93,12.74,10.53,13.36,1.28,40.91,0.8,4.52,27.85,69.9,0.3,151.75,8.0,748.0,-4.88,24.15,0.0,3.04
2018-12-23 23:00:00,2018-12-24 00:00:00,258.25,12.48,13.4,11.08,17.36,1.4,34.3,0.87,4.52,27.82,73.12,0.3,148.5,8.0,748.0,-4.9,23.38,0.0,2.17
2018-12-24 00:00:00,2018-12-24 01:00:00,262.75,12.82,13.25,11.17,13.03,0.93,40.08,0.92,4.43,27.82,74.48,0.3,157.75,8.0,748.0,-4.9,23.05,0.0,2.39
2018-12-24 01:00:00,2018-12-24 02:00:00,265.25,10.82,12.78,9.8,12.71,0.97,46.89,0.83,4.15,27.82,73.88,0.3,164.5,8.0,748.0,-4.88,22.85,0.0,2.06
2018-12-24 02:00:00,2018-12-24 03:00:00,239.0,10.5,14.79,10.17,13.01,2.25,54.16,0.87,3.77,27.8,74.93,0.3,167.67,8.0,748.0,-4.17,22.67,0.0,2.03
2018-12-24 03:00:00,2018-12-24 04:00:00,218.0,9.47,14.6,9.4,12.93,2.26,45.93,0.8,3.39,27.8,75.77,0.3,170.0,8.0,748.0,0.1,22.47,0.0,2.17
2018-12-24 04:00:00,2018-12-24 05:00:00,213.0,8.95,12.5,8.48,11.92,0.56,41.8,0.8,3.49,27.77,76.68,0.3,170.25,8.0,748.0,0.1,22.03,0.0,1.63
2018-12-24 05:00:00,2018-12-24 06:00:00,216.75,9.69,12.13,8.83,9.04,0.77,46.99,0.83,3.49,27.7,77.68,0.3,167.75,8.0,748.0,0.1,21.82,0.0,1.84
2018-12-24 06:00:00,2018-12-24 07:00:00,208.5,11.25,12.97,10.1,11.4,1.48,44.49,0.85,3.49,27.73,79.52,0.3,167.25,8.0,748.0,0.1,21.6,0.0,1.74
2018-12-24 07:00:00,2018-12-24 08:00:00,241.75,10.25,15.29,10.07,18.6,1.58,41.85,0.83,3.86,27.73,78.82,0.3,169.25,41.25,748.0,0.1,22.18,0.0,2.06
2018-12-24 08:00:00,2018-12-24 09:00:00,274.0,10.36,14.66,10.0,17.82,1.66,49.52,0.85,4.05,27.77,72.65,0.3,163.5,140.25,748.0,0.1,23.93,0.0,2.5
2018-12-24 09:00:00,2018-12-24 10:00:00,270.75,9.69,14.15,9.37,22.47,1.6,57.43,0.9,4.24,27.82,65.55,0.3,164.25,244.75,748.0,-3.78,26.53,0.0,2.06
2018-12-24 10:00:00,2018-12-24 11:00:00,247.75,10.85,11.84,9.55,20.31,0.49,76.34,0.85,4.15,27.95,57.92,0.3,168.0,325.5,748.0,-2.3,28.8,0.0,2.5
2018-12-24 11:00:00,2018-12-24 12:00:00,186.67,11.85,48.0,20.37,16.16,0.53,102.83,0.8,4.27,28.07,53.43,0.3,166.33,358.0,748.0,-2.6,30.33,0.0,2.6
2018-12-24 12:00:00,2018-12-24 13:00:00,141.0,6.92,41.31,15.28,12.25,1.87,111.92,0.65,4.05,28.2,51.13,0.3,166.25,333.75,748.0,-2.48,31.22,0.0,1.95
2018-12-24 13:00:00,2018-12-24 14:00:00,132.0,11.07,17.23,11.23,12.05,1.62,101.33,0.6,3.9,30.03,49.47,0.3,169.0,308.33,748.0,-2.27,31.77,0.0,3.18
2018-12-24 14:00:00,2018-12-24 15:00:00,98.25,10.02,10.9,8.7,15.39,0.18,104.32,0.65,4.34,30.38,49.63,0.3,168.0,219.5,748.0,-2.48,31.65,0.0,2.71
2018-12-24 15:00:00,2018-12-24 16:00:00,88.0,11.11,14.91,10.6,14.93,0.19,97.28,0.7,4.78,30.3,50.47,0.3,167.33,113.67,748.0,-1.77,31.23,0.0,4.2
2018-12-24 16:00:00,2018-12-24 17:00:00,78.0,10.62,13.22,9.77,16.68,2.61,81.93,0.73,5.28,31.23,53.63,0.3,169.0,28.0,748.0,-4.03,29.87,0.0,5.79
2018-12-24 17:00:00,2018-12-24 18:00:00,97.5,13.04,18.52,12.83,22.27,2.16,52.43,0.83,5.75,30.07,59.32,0.3,167.0,8.0,748.0,-4.83,27.63,0.0,7.16
2018-12-24 18:00:00,2018-12-24 19:00:00,134.5,12.36,14.52,11.25,24.69,0.76,57.67,0.97,5.84,30.57,62.45,0.3,168.75,8.0,748.0,-4.0,26.5,0.0,7.92
2018-12-24 19:00:00,2018-12-24 20:00:00,173.5,11.32,13.3,10.27,37.2,0.96,83.4,0.83,4.05,29.98,61.95,0.3,169.5,8.0,748.0,-2.88,26.13,0.0,4.01
2018-12-24 20:00:00,2018-12-24 21:00:00,193.5,12.27,13.07,10.77,23.65,1.07,66.4,0.85,4.9,28.1,64.13,0.3,168.0,8.0,748.0,-0.17,25.45,0.0,3.04
2018-12-24 21:00:00,2018-12-24 22:00:00,213.0,10.05,10.72,8.63,14.67,1.03,54.62,0.87,4.65,28.03,66.17,0.3,168.67,8.0,748.0,-4.5,24.7,0.0,4.34
2018-12-24 22:00:00,2018-12-24 23:00:00,205.0,9.35,15.67,9.63,15.2,1.61,69.12,0.8,4.52,27.9,66.87,0.3,168.67,8.0,748.0,-2.47,24.3,0.0,3.04
2018-12-24 23:00:00,2018-12-25 00:00:00,193.33,11.69,10.21,9.63,18.51,1.7,57.1,0.8,4.02,27.87,67.6,0.3,169.0,8.0,748.0,-0.47,23.9,0.0,2.89
2018-12-25 00:00:00,2018-12-25 01:00:00,192.5,9.56,11.47,8.6,16.05,1.47,62.33,0.75,3.39,27.85,69.47,0.3,168.75,8.0,748.0,-4.88,23.25,0.0,2.28
2018-12-25 01:00:00,2018-12-25 02:00:00,187.0,6.8,13.44,7.33,16.11,1.39,58.9,0.72,3.3,27.9,70.42,0.3,167.75,8.0,748.0,-1.93,22.85,0.0,1.63
2018-12-25 02:00:00,2018-12-25 03:00:00,184.25,10.95,11.56,9.5,20.11,1.49,64.97,0.78,3.2,27.8,71.83,0.3,166.25,8.0,748.0,-1.5,22.47,0.0,1.08
2018-12-25 03:00:00,2018-12-25 04:00:00,186.75,7.41,16.4,8.55,22.34,1.58,66.74,0.72,3.2,27.73,73.0,0.3,168.0,8.0,748.0,-3.73,22.23,0.0,0.0
2018-12-25 04:00:00,2018-12-25 05:00:00,192.0,10.78,9.9,8.93,21.92,1.39,58.41,0.8,3.27,27.8,75.3,0.3,166.33,8.0,748.0,-4.83,21.83,0.0,0.72
2018-12-25 05:00:00,2018-12-25 06:00:00,197.0,9.75,9.31,8.07,18.8,1.5,54.59,0.8,3.39,27.77,78.0,0.3,168.5,8.0,748.0,-2.13,21.23,0.0,1.3
2018-12-25 06:00:00,2018-12-25 07:00:00,203.25,7.38,11.37,7.15,16.11,1.27,49.93,0.8,3.39,27.7,80.05,0.3,168.75,8.0,748.0,-1.9,20.97,0.0,0.43
2018-12-25 07:00:00,2018-12-25 08:00:00,216.25,9.18,9.65,7.87,21.75,1.26,51.06,0.85,3.68,27.77,79.02,0.3,167.25,42.75,748.0,-2.98,21.3,0.0,1.09
2018-12-25 08:00:00,2018-12-25 09:00:00,252.5,12.39,13.72,11.07,21.42,0.15,54.62,0.87,4.15,27.8,72.52,0.3,169.0,139.5,748.0,-2.4,23.15,0.0,1.52
2018-12-25 09:00:00,2018-12-25 10:00:00,246.75,7.47,11.56,7.2,23.97,0.27,64.09,0.83,3.86,27.82,64.72,0.3,169.5,237.75,748.0,-2.6,25.57,0.0,2.5
2018-12-25 10:00:00,2018-12-25 11:00:00,234.0,10.74,9.21,8.7,23.49,2.25,84.15,0.8,4.02,27.87,60.07,0.3,167.0,309.0,748.0,-2.3,27.4,0.0,1.59
2018-12-25 11:00:00,2018-12-25 12:00:00,187.5,7.63,43.15,16.25,20.11,1.96,92.86,0.8,3.77,29.22,54.87,0.3,165.5,359.0,748.0,-2.57,29.2,0.0,1.84
2018-12-25 12:00:00,2018-12-25 13:00:00,137.5,9.69,40.94,17.03,16.38,1.42,119.71,0.7,3.96,29.72,50.7,0.3,168.25,344.5,748.0,-2.6,29.9,0.0,0.65
2018-12-25 13:00:00,2018-12-25 14:00:00,100.25,9.66,12.36,8.9,12.05,0.6,143.52,0.63,3.49,26.28,48.27,0.3,169.5,310.75,748.0,-2.68,30.3,0.0,1.95
2018-12-25 14:00:00,2018-12-25 15:00:00,98.5,9.87,13.68,9.37,18.6,2.3,119.31,0.55,3.11,30.22,47.82,0.3,171.0,225.0,748.0,-1.85,30.32,0.0,1.19
2018-12-25 15:00:00,2018-12-25 16:00:00,97.5,7.9,9.31,6.9,22.4,1.91,127.45,0.5,3.02,28.13,49.62,0.3,167.0,114.25,748.0,-3.7,29.8,0.0,1.3
2018-12-25 16:00:00,2018-12-25 17:00:00,117.0,7.18,9.84,6.57,28.21,1.35,105.58,0.63,3.64,28.0,53.4,0.3,166.33,25.0,748.0,-3.3,28.63,0.0,2.31
2018-12-25 17:00:00,2018-12-25 18:00:00,185.25,11.35,9.45,9.2,25.35,1.51,54.19,0.72,5.09,27.82,60.95,0.3,164.5,8.0,748.0,-4.95,26.68,0.0,4.77
2018-12-25 18:00:00,2018-12-25 19:00:00,228.0,12.79,10.76,10.5,32.16,1.62,36.26,0.83,6.41,32.1,66.18,0.3,170.5,8.0,748.0,-4.67,25.43,0.0,8.25
2018-12-25 19:00:00,2018-12-25 20:00:00,274.75,13.68,19.36,12.12,27.05,1.53,39.74,0.52,3.68,29.38,69.27,0.3,170.25,8.0,748.0,-1.42,24.95,0.0,5.21
2018-12-25 20:00:00,2018-12-25 21:00:00,283.33,12.75,7.27,9.47,18.17,1.96,47.63,0.9,6.03,28.1,70.73,0.3,170.67,8.0,748.0,0.1,24.5,0.0,7.96
2018-12-25 21:00:00,2018-12-25 22:00:00,292.67,10.5,10.53,8.93,14.67,2.02,43.9,0.9,5.53,27.97,73.4,0.3,165.67,8.0,748.0,0.1,23.8,0.0,4.77
2018-12-25 22:00:00,2018-12-25 23:00:00,289.0,8.03,8.04,6.57,15.13,1.24,45.72,0.9,5.18,27.9,74.8,0.3,167.5,8.0,748.0,0.1,23.38,0.0,3.8
2018-12-25 23:00:00,2018-12-26 00:00:00,265.25,13.19,6.02,9.4,14.8,1.18,42.63,0.9,4.71,27.85,78.05,0.3,118.5,8.0,748.0,0.1,22.62,0.0,2.93
2018-12-26 00:00:00,2018-12-26 01:00:00,272.5,10.06,13.44,9.45,11.46,1.95,42.04,0.95,4.71,27.82,80.0,0.3,143.0,8.0,748.0,0.1,22.08,0.0,2.17
2018-12-26 01:00:00,2018-12-26 02:00:00,257.25,10.7,9.78,8.9,10.81,1.75,44.79,0.9,4.34,27.82,79.25,0.3,169.25,8.0,748.0,0.1,22.05,0.0,2.17
2018-12-26 02:00:00,2018-12-26 03:00:00,237.0,9.32,11.23,8.35,14.93,0.56,43.95,0.9,3.86,27.8,81.5,0.3,167.75,8.0,748.0,-4.33,21.45,0.0,2.28
2018-12-26 03:00:00,2018-12-26 04:00:00,239.5,10.76,11.52,9.35,13.36,0.66,46.06,0.9,3.77,27.8,80.73,0.3,170.25,8.0,748.0,-4.83,21.13,0.0,2.17
2018-12-26 04:00:00,2018-12-26 05:00:00,220.0,11.29,4.98,7.88,16.38,0.7,41.8,0.9,3.39,27.8,81.2,0.3,170.5,8.0,748.0,-4.8,20.83,0.0,2.06
2018-12-26 05:00:00,2018-12-26 06:00:00,220.0,8.61,8.08,6.97,17.12,0.73,40.83,0.9,3.52,27.7,82.0,0.3,166.33,8.0,748.0,-4.8,20.53,0.0,2.03
2018-12-26 06:00:00,2018-12-26 07:00:00,238.0,7.63,11.47,7.2,19.13,1.28,37.7,0.87,3.64,27.73,83.33,0.3,168.33,8.0,748.0,-4.83,20.03,0.0,1.88
2018-12-26 07:00:00,2018-12-26 08:00:00,260.25,10.99,13.35,10.07,22.44,1.53,37.24,0.92,4.34,27.7,80.72,0.3,169.0,41.5,748.0,-3.05,20.6,0.0,2.93
2018-12-26 08:00:00,2018-12-26 09:00:00,279.75,12.85,6.91,9.42,22.99,1.0,44.43,0.9,4.52,27.92,72.98,0.3,169.0,139.25,748.0,-4.35,22.43,0.0,2.71
2018-12-26 09:00:00,2018-12-26 10:00:00,293.5,9.47,12.6,8.82,26.46,1.02,51.84,0.95,4.52,27.8,64.45,0.3,162.5,253.0,748.0,-0.7,25.28,0.0,2.28
2018-12-26 10:00:00,2018-12-26 11:00:00,274.0,12.3,10.15,10.03,23.06,2.37,60.5,0.97,5.03,27.83,57.67,0.3,166.33,329.33,748.0,0.1,27.77,0.0,2.17
2018-12-26 11:00:00,2018-12-26 12:00:00,224.5,8.43,30.79,13.25,15.98,2.32,106.48,0.88,5.0,28.75,49.12,0.3,167.25,368.25,748.0,-1.45,29.5,0.0,4.77
2018-12-26 12:00:00,2018-12-26 13:00:00,124.75,9.96,35.11,15.5,10.87,1.1,121.81,0.7,3.77,28.15,46.18,0.3,169.75,344.5,748.0,-3.0,30.17,0.0,2.6
2018-12-26 13:00:00,2018-12-26 14:00:00,103.75,9.13,6.02,6.75,11.0,1.61,129.85,0.67,3.77,29.3,46.82,0.3,170.0,300.25,748.0,-2.25,30.08,0.0,1.3
2018-12-26 14:00:00,2018-12-26 15:00:00,111.75,11.81,9.26,9.43,17.55,1.21,129.46,0.67,4.15,28.7,45.12,0.3,166.25,219.0,748.0,-2.05,30.12,0.0,2.71
2018-12-26 15:00:00,2018-12-26 16:00:00,99.0,8.49,12.6,8.17,22.99,1.66,107.85,0.67,4.34,30.95,44.85,0.3,170.0,115.25,748.0,-1.95,29.53,0.0,2.17
