From Date,To Date,PM2.5 (ug/m3),PM10 (ug/m3),NO (ug/m3),NO2 (ug/m3),NOx (ug/m3),NH3 (ug/m3),SO2 (ug/m3),CO (mg/m3),Ozone (ug/m3),Benzene (ug/m3),Toluene (ug/m3),Temp (degree C),RH (%),WS (m/s),WD (degree C),SR (W/mt2),BP (mmHg),VWS (m/s),AT (degree C),RF (mm)
2021-11-21 06:00:00,2021-11-21 07:00:00,269.5,364.25,26.85,120.75,86.25,35.17,13.38,2.05,5.67,4.27,53.85,,65.65,1.0,288.38,6.2,985.8,,19.52,0.0
2021-11-21 07:00:00,2021-11-21 08:00:00,281.75,377.25,29.52,115.47,85.55,34.23,12.95,2.1,7.75,4.03,49.63,,67.52,0.9,293.6,29.08,986.35,,19.4,0.0
2021-11-21 08:00:00,2021-11-21 09:00:00,292.75,388.25,20.83,106.08,73.38,31.83,13.45,2.0,23.23,3.62,43.75,,62.42,1.23,278.9,112.53,987.18,,20.95,0.0
2021-11-21 09:00:00,2021-11-21 10:00:00,275.0,382.75,19.23,123.03,81.08,33.23,16.22,1.95,44.75,3.3,39.05,,54.4,1.32,290.35,130.72,988.08,,22.85,0.0
2021-11-21 10:00:00,2021-11-21 11:00:00,239.25,340.0,10.02,93.83,58.15,33.3,16.5,1.6,95.75,3.02,34.5,,49.33,1.52,298.98,299.3,987.95,,24.22,0.0
2021-11-21 11:00:00,2021-11-21 12:00:00,181.5,270.25,5.85,71.67,42.92,33.7,15.7,1.2,140.22,2.75,30.88,,43.62,1.52,296.8,196.38,987.2,,25.67,0.0
2021-11-21 12:00:00,2021-11-21 13:00:00,110.5,192.0,3.95,58.1,34.18,33.5,13.42,1.0,157.5,2.6,28.05,,41.7,1.98,296.08,337.07,986.08,,26.1,0.0
2021-11-21 13:00:00,2021-11-21 14:00:00,93.25,172.25,3.43,53.6,31.2,32.43,12.02,0.9,150.93,2.22,24.32,,40.27,2.0,291.95,299.4,985.05,,26.32,0.0
2021-11-21 14:00:00,2021-11-21 15:00:00,70.75,144.0,3.75,53.88,31.62,32.75,10.47,0.9,144.1,1.98,22.32,,40.1,1.8,285.97,54.5,984.55,,26.02,0.0
2021-11-21 15:00:00,2021-11-21 16:00:00,65.0,131.5,3.58,64.45,37.25,30.7,8.28,0.93,131.05,1.73,19.48,,40.73,1.68,286.85,38.15,984.12,,25.62,0.0
2021-11-21 16:00:00,2021-11-21 17:00:00,71.75,147.25,8.22,83.78,51.28,27.2,9.52,1.25,105.02,1.6,18.97,,43.33,1.45,279.23,25.65,984.12,,24.88,0.0
2021-11-21 17:00:00,2021-11-21 18:00:00,91.25,200.0,11.67,106.82,66.22,26.32,10.45,1.83,66.73,1.77,22.4,,47.97,1.35,278.2,7.65,984.47,,23.38,0.0
2021-11-21 18:00:00,2021-11-21 19:00:00,129.25,300.5,13.88,127.0,78.8,28.15,10.75,2.17,38.15,2.15,26.77,,50.28,1.83,269.1,5.2,985.12,,22.75,0.0
2021-11-21 19:00:00,2021-11-21 20:00:00,176.0,354.0,19.7,140.17,90.22,34.35,11.62,2.4,19.35,2.55,27.38,,51.42,1.95,269.52,5.25,985.68,,22.52,0.0
2021-11-21 20:00:00,2021-11-21 21:00:00,203.25,362.25,16.3,118.18,76.1,35.9,11.05,2.35,34.4,2.78,28.85,,51.8,1.75,263.8,5.2,986.2,,22.3,0.0
2021-11-21 21:00:00,2021-11-21 22:00:00,215.5,349.0,9.05,97.78,59.4,34.93,10.25,2.08,52.2,2.7,26.75,,51.48,2.0,266.25,5.2,986.4,,22.12,0.0
2021-11-21 22:00:00,2021-11-21 23:00:00,197.25,340.5,11.0,102.78,63.58,33.38,11.55,2.0,39.17,2.6,24.7,,53.02,1.85,269.53,5.2,986.55,,21.68,0.0
2021-11-21 23:00:00,2021-11-22 00:00:00,201.25,329.75,12.15,103.0,64.57,31.32,11.23,1.82,28.6,2.58,23.32,,54.7,1.93,282.48,5.2,986.27,,21.2,0.0
2021-11-22 00:00:00,2021-11-22 01:00:00,198.5,311.75,9.65,89.5,55.45,26.5,12.73,1.57,31.65,2.25,20.48,,55.45,2.1,285.12,5.2,986.08,,20.82,0.0
2021-11-22 01:00:00,2021-11-22 02:00:00,188.25,284.75,7.6,81.02,49.42,28.02,14.05,1.42,31.1,2.1,18.52,,56.35,1.95,286.73,5.2,985.9,,20.5,0.0
2021-11-22 02:00:00,2021-11-22 03:00:00,186.75,276.25,,,,,,,27.3,2.0,17.12,,57.25,2.03,287.07,5.22,985.88,,20.15,0.0
2021-11-22 03:00:00,2021-11-22 04:00:00,179.75,270.5,6.32,80.9,48.17,27.35,13.3,1.4,32.23,2.02,16.23,,59.05,2.28,288.62,5.23,985.85,,19.9,0.0
2021-11-22 04:00:00,2021-11-22 05:00:00,175.25,265.75,4.8,68.43,40.35,27.7,13.25,1.32,50.65,2.12,15.68,,59.52,2.3,288.15,5.25,985.85,,19.8,0.0
2021-11-22 05:00:00,2021-11-22 06:00:00,166.0,259.75,4.45,71.25,41.62,28.05,12.3,1.35,43.23,2.07,14.65,,61.77,2.1,287.62,5.2,985.85,,19.4,0.0
2021-11-22 06:00:00,2021-11-22 07:00:00,172.0,270.0,5.92,76.88,45.7,29.38,13.05,1.4,36.85,2.07,14.18,,62.75,2.2,287.9,6.22,986.28,,19.1,0.0
2021-11-22 07:00:00,2021-11-22 08:00:00,174.75,272.5,10.6,87.78,55.35,28.22,14.35,1.55,27.45,1.98,13.7,,62.75,2.27,289.6,28.38,986.65,,19.15,0.0
2021-11-22 08:00:00,2021-11-22 09:00:00,184.25,297.5,12.95,81.68,53.97,26.47,15.53,1.6,40.15,1.92,13.55,,58.83,2.33,288.0,124.1,987.13,,20.32,0.0
2021-11-22 09:00:00,2021-11-22 10:00:00,185.75,322.25,13.07,77.57,51.83,26.98,17.15,1.6,65.5,1.92,13.1,,52.95,2.33,286.85,130.7,987.65,,22.02,0.0
2021-11-22 10:00:00,2021-11-22 11:00:00,170.0,318.75,8.7,71.8,45.2,27.15,17.12,1.4,95.65,1.9,13.23,,46.62,2.3,292.3,326.3,987.42,,23.75,0.0
2021-11-22 11:00:00,2021-11-22 12:00:00,137.0,303.0,5.5,61.92,37.45,27.8,15.87,1.2,119.08,1.75,12.37,,43.0,2.62,283.3,199.78,986.73,,24.95,0.0
2021-11-22 12:00:00,2021-11-22 13:00:00,112.25,260.0,4.68,48.05,29.38,29.27,12.97,1.0,130.43,1.75,11.47,,39.5,2.73,284.2,340.35,985.77,,25.77,0.0
2021-11-22 13:00:00,2021-11-22 14:00:00,86.5,238.5,3.92,44.48,26.88,26.8,9.9,0.88,125.28,1.52,10.47,,37.0,2.77,282.8,281.77,984.83,,26.23,0.0
2021-11-22 14:00:00,2021-11-22 15:00:00,69.0,229.5,3.47,46.18,27.35,26.58,8.77,0.82,124.93,1.32,9.62,,36.4,2.77,287.27,59.97,983.95,,25.93,0.0
2021-11-22 15:00:00,2021-11-22 16:00:00,65.5,200.25,3.9,51.25,30.43,25.43,10.28,0.88,118.3,1.3,10.05,,36.08,2.28,289.9,40.23,983.52,,25.62,0.0
2021-11-22 16:00:00,2021-11-22 17:00:00,67.5,182.75,4.88,69.58,40.98,22.85,18.15,1.02,101.12,1.2,11.5,,38.27,1.8,284.9,25.85,983.48,,24.85,0.0
2021-11-22 17:00:00,2021-11-22 18:00:00,81.25,201.25,10.53,86.93,54.9,24.33,14.07,1.27,67.93,1.25,15.73,,41.78,1.62,271.0,7.6,983.62,,23.57,0.0
2021-11-22 18:00:00,2021-11-22 19:00:00,95.25,236.5,15.7,92.0,61.5,25.0,12.15,1.62,41.88,1.55,16.68,,45.95,1.0,256.48,5.2,983.95,,22.45,0.0
2021-11-22 19:00:00,2021-11-22 20:00:00,111.75,253.0,18.23,97.5,66.65,27.83,12.5,1.75,32.5,1.93,18.2,,46.07,1.75,266.62,5.22,984.45,,22.22,0.0
2021-11-22 20:00:00,2021-11-22 21:00:00,121.25,259.5,18.7,108.88,73.12,29.42,11.22,1.82,25.62,2.32,20.27,,46.02,1.83,267.45,5.22,984.48,,22.05,0.0
2021-11-22 21:00:00,2021-11-22 22:00:00,116.75,252.5,12.67,102.72,64.85,29.07,10.85,1.7,26.95,2.18,19.48,,46.05,2.0,272.85,5.2,984.38,,21.8,0.0
2021-11-22 22:00:00,2021-11-22 23:00:00,118.5,248.5,8.62,95.62,57.92,27.83,9.95,1.48,31.75,2.05,18.65,,45.52,2.02,276.72,5.23,984.48,,21.7,0.0
2021-11-22 23:00:00,2021-11-23 00:00:00,117.0,228.75,8.95,82.78,51.4,28.25,9.8,1.32,30.35,1.95,17.03,,47.92,1.27,261.65,5.22,984.33,,21.0,0.0
2021-11-23 00:00:00,2021-11-23 01:00:00,119.75,218.5,13.33,78.8,52.77,22.12,9.55,1.23,18.8,1.78,15.3,,54.7,0.85,260.85,5.25,983.92,,19.52,0.0
2021-11-23 01:00:00,2021-11-23 02:00:00,126.25,212.75,9.82,67.75,44.17,25.95,7.53,1.07,26.3,1.7,14.25,,60.1,0.38,229.28,5.2,983.6,,18.3,0.0
2021-11-23 02:00:00,2021-11-23 03:00:00,122.5,201.75,,,,,,,29.75,1.6,12.15,,59.33,0.58,244.1,5.2,983.33,,18.4,0.0
2021-11-23 03:00:00,2021-11-23 04:00:00,124.75,202.75,4.15,55.93,33.02,22.95,7.75,1.0,34.38,1.5,11.55,,58.47,0.4,235.12,5.23,983.12,,18.65,0.0
2021-11-23 04:00:00,2021-11-23 05:00:00,116.75,190.75,4.47,53.38,32.0,25.7,6.3,1.0,40.98,1.6,11.62,,58.25,0.5,237.15,5.2,983.07,,18.68,0.0
2021-11-23 05:00:00,2021-11-23 06:00:00,118.25,198.0,5.5,53.75,33.17,26.23,6.83,1.05,43.45,1.6,11.07,,57.77,0.57,244.38,5.23,983.28,,18.67,0.0
2021-11-23 06:00:00,2021-11-23 07:00:00,135.5,214.25,5.97,51.4,32.17,27.1,6.47,1.1,41.42,1.77,10.82,,60.13,0.38,237.27,6.05,983.73,,18.12,0.0
2021-11-23 07:00:00,2021-11-23 08:00:00,144.25,223.75,7.58,56.83,36.45,27.7,6.92,1.22,40.6,1.92,11.25,,59.27,0.3,234.25,28.85,984.4,,18.38,0.0
2021-11-23 08:00:00,2021-11-23 09:00:00,161.0,252.0,9.42,65.92,42.72,24.6,9.27,1.38,47.17,1.8,11.28,,55.5,0.83,254.53,109.28,985.52,,19.88,0.0
2021-11-23 09:00:00,2021-11-23 10:00:00,173.5,290.25,11.05,71.92,47.2,26.33,10.77,1.48,73.4,1.85,11.48,,51.85,1.45,267.15,135.4,986.17,,21.75,0.0
2021-11-23 10:00:00,2021-11-23 11:00:00,172.0,300.75,4.07,53.0,31.55,27.1,10.88,1.42,107.1,1.88,10.93,,48.92,1.3,273.82,288.23,986.42,,23.3,0.0
2021-11-23 11:00:00,2021-11-23 12:00:00,159.75,278.0,3.25,44.85,26.38,24.53,11.12,1.32,127.92,1.88,8.28,,45.45,1.12,278.73,201.15,985.9,,24.75,0.0
2021-11-23 12:00:00,2021-11-23 13:00:00,143.25,247.0,2.33,43.17,24.85,28.72,15.32,1.2,140.0,1.82,8.15,,42.42,1.12,272.38,309.5,984.9,,25.5,0.0
2021-11-23 13:00:00,2021-11-23 14:00:00,117.5,208.5,1.7,43.58,24.15,28.1,26.92,1.05,142.2,2.58,31.57,,39.88,1.08,262.62,260.48,984.05,,26.02,0.0
2021-11-23 14:00:00,2021-11-23 15:00:00,97.75,179.5,1.6,46.07,25.68,27.5,15.9,1.05,148.1,3.62,72.42,,40.4,1.55,275.8,64.4,983.45,,25.48,0.0
2021-11-23 15:00:00,2021-11-23 16:00:00,88.0,167.0,3.85,52.35,30.97,28.17,12.78,1.08,137.05,2.97,57.73,,41.42,1.23,274.2,43.07,983.2,,25.03,0.0
2021-11-23 16:00:00,2021-11-23 17:00:00,88.25,166.75,13.1,104.22,66.28,27.05,10.6,1.5,71.58,2.8,52.25,,46.55,0.55,242.43,25.25,983.17,,24.07,0.0
2021-11-23 17:00:00,2021-11-23 18:00:00,91.5,194.75,20.35,114.67,77.6,26.78,10.9,1.82,20.8,3.98,76.95,,57.62,0.5,132.4,7.45,983.45,,21.77,0.0
2021-11-23 18:00:00,2021-11-23 19:00:00,102.75,227.75,10.73,77.83,50.27,30.48,10.97,1.53,57.22,3.58,62.87,,58.78,0.53,176.62,5.2,984.0,,20.57,0.0
2021-11-23 19:00:00,2021-11-23 20:00:00,115.25,224.5,7.42,68.35,42.53,25.05,8.5,1.45,65.23,3.1,51.43,,59.28,0.33,200.05,5.25,984.68,,20.23,0.0
2021-11-23 20:00:00,2021-11-23 21:00:00,121.5,210.0,6.33,71.07,42.9,31.87,8.5,1.58,53.68,3.0,46.65,,59.93,0.33,219.8,5.22,985.15,,20.0,0.0
2021-11-23 21:00:00,2021-11-23 22:00:00,137.25,227.5,8.75,89.55,54.85,32.45,8.5,2.02,26.62,3.0,44.28,,61.45,0.33,195.27,5.22,985.48,,19.82,0.0
2021-11-23 22:00:00,2021-11-23 23:00:00,163.0,262.0,10.5,93.83,58.48,33.4,9.12,2.03,19.55,3.23,44.38,,61.02,0.3,154.8,5.2,985.6,,19.72,0.0
2021-11-23 23:00:00,2021-11-24 00:00:00,167.5,266.0,20.48,104.55,72.25,32.67,11.8,2.4,18.35,3.02,45.4,,61.12,0.15,134.0,5.25,985.33,,19.7,0.0
2021-11-24 00:00:00,2021-11-24 01:00:00,179.5,279.25,20.85,100.67,70.55,29.45,10.5,2.35,4.7,3.47,48.85,,64.82,0.22,141.75,5.2,984.9,,19.3,0.0
2021-11-24 01:00:00,2021-11-24 02:00:00,201.5,284.0,19.35,114.62,76.7,30.23,9.75,2.35,10.2,3.4,47.18,,63.65,0.23,126.7,5.2,984.5,,19.12,0.0
2021-11-24 02:00:00,2021-11-24 03:00:00,198.75,285.0,,,,,,,4.82,3.3,45.4,,65.72,0.25,172.57,5.2,984.25,,18.78,0.0
2021-11-24 03:00:00,2021-11-24 04:00:00,195.0,275.75,14.23,100.65,64.97,28.1,10.53,1.92,19.25,3.4,47.27,,65.8,0.6,152.32,5.2,984.1,,18.45,0.0
2021-11-24 04:00:00,2021-11-24 05:00:00,185.75,253.75,6.45,43.55,28.4,30.2,7.78,1.23,80.75,3.05,40.25,,66.45,0.45,174.58,5.2,984.1,,17.93,0.0
2021-11-24 05:00:00,2021-11-24 06:00:00,156.5,214.5,7.35,52.73,33.98,29.1,6.83,1.15,68.7,2.6,31.7,,67.15,0.38,154.83,5.2,984.5,,17.85,0.0
2021-11-24 06:00:00,2021-11-24 07:00:00,150.25,211.75,9.93,61.53,40.8,29.67,6.3,1.25,47.03,2.43,28.95,,70.15,0.33,86.15,6.0,985.08,,17.3,0.0
2021-11-24 07:00:00,2021-11-24 08:00:00,157.5,237.25,29.32,92.53,73.05,30.73,7.03,1.83,16.68,2.47,28.02,,74.9,0.27,170.95,28.1,985.83,,17.1,0.0
2021-11-24 08:00:00,2021-11-24 09:00:00,193.75,274.25,36.8,102.33,84.35,30.65,8.75,1.95,17.48,2.77,32.75,,62.85,0.27,195.62,113.42,986.85,,20.67,0.0
2021-11-24 09:00:00,2021-11-24 10:00:00,193.0,292.0,25.6,123.88,86.92,27.65,10.95,1.98,51.83,2.55,28.15,,48.53,0.62,76.15,134.27,987.53,,23.6,0.0
2021-11-24 10:00:00,2021-11-24 11:00:00,202.0,316.0,18.6,132.97,86.0,32.6,14.6,2.17,80.5,2.67,28.67,,44.13,0.9,141.37,270.43,987.63,,25.33,0.0
2021-11-24 11:00:00,2021-11-24 12:00:00,218.25,384.5,8.57,102.5,61.5,30.05,21.98,2.0,157.65,2.75,31.98,,41.7,0.85,109.18,196.28,987.32,,26.18,0.0
2021-11-24 12:00:00,2021-11-24 13:00:00,224.0,394.0,5.1,92.0,53.02,34.38,27.57,2.0,,2.9,35.83,,41.0,0.9,94.7,251.7,986.53,,26.65,0.0
2021-11-24 13:00:00,2021-11-24 14:00:00,217.25,411.25,3.65,77.73,44.35,34.67,24.88,1.58,,2.77,34.93,,40.1,0.85,96.67,207.98,985.53,,26.7,0.0
2021-11-24 14:00:00,2021-11-24 15:00:00,169.25,343.0,3.33,67.07,38.4,33.62,20.95,1.3,,2.45,31.07,,39.4,0.88,133.4,74.75,984.85,,26.48,0.0
2021-11-24 15:00:00,2021-11-24 16:00:00,134.25,271.5,3.35,69.95,39.98,32.4,18.55,1.2,,2.15,27.5,,41.5,0.5,97.23,49.25,984.62,,25.7,0.0
2021-11-24 16:00:00,2021-11-24 17:00:00,118.0,251.0,4.88,99.25,56.92,29.35,15.23,1.45,135.62,1.98,26.07,,46.38,0.4,91.2,26.95,984.65,,24.43,0.0
2021-11-24 17:00:00,2021-11-24 18:00:00,122.0,283.25,66.97,163.82,141.6,29.5,13.82,2.85,9.62,2.25,28.95,,54.52,0.6,91.45,7.35,984.85,,22.3,0.0
2021-11-24 18:00:00,2021-11-24 19:00:00,130.5,330.75,82.25,157.45,151.93,31.68,14.5,3.27,7.1,2.8,36.1,,56.95,0.62,86.88,5.2,985.3,,21.18,0.0
2021-11-24 19:00:00,2021-11-24 20:00:00,159.0,331.25,107.83,176.2,181.75,36.0,14.28,3.25,4.4,3.17,43.88,,56.62,0.72,86.28,5.2,985.75,,21.07,0.0
2021-11-24 20:00:00,2021-11-24 21:00:00,218.0,404.5,112.8,178.8,187.07,43.78,16.03,4.48,5.95,3.88,56.4,,59.55,0.82,85.25,5.17,986.25,,21.1,0.0
2021-11-24 21:00:00,2021-11-24 22:00:00,294.25,510.5,130.03,158.18,191.0,46.3,15.35,4.78,7.53,5.0,69.42,,66.45,0.8,106.38,5.22,986.57,,20.1,0.0
2021-11-24 22:00:00,2021-11-24 23:00:00,319.25,521.0,30.3,131.57,94.72,42.83,15.3,2.85,15.73,4.65,58.7,,67.07,0.97,108.55,5.2,986.62,,20.0,0.0
2021-11-24 23:00:00,2021-11-25 00:00:00,323.5,493.75,18.58,117.97,77.9,41.17,18.0,2.4,35.38,4.35,53.25,,67.8,0.88,111.1,5.2,986.55,,20.02,0.0
2021-11-25 00:00:00,2021-11-25 01:00:00,309.0,456.0,19.7,102.95,70.85,37.08,12.8,2.17,30.67,3.98,47.77,,74.33,0.78,110.45,5.2,986.33,,18.95,0.0
2021-11-25 01:00:00,2021-11-25 02:00:00,313.5,429.5,15.03,89.0,59.55,34.1,12.95,2.0,37.7,3.48,41.33,,75.47,0.88,119.9,5.2,986.02,,18.88,0.0
2021-11-25 02:00:00,2021-11-25 03:00:00,306.5,430.25,,,,,,,44.17,3.38,38.2,,79.1,0.5,116.53,5.17,985.88,,18.23,0.0
2021-11-25 03:00:00,2021-11-25 04:00:00,290.5,390.0,9.05,60.2,39.4,32.15,9.15,1.7,57.9,3.2,34.83,,80.92,0.83,125.55,5.2,986.07,,18.1,0.0
2021-11-25 04:00:00,2021-11-25 05:00:00,269.25,363.5,8.85,64.65,41.65,33.5,8.82,1.83,44.62,3.1,33.35,,80.88,0.85,129.53,5.17,986.15,,18.2,0.0
2021-11-25 05:00:00,2021-11-25 06:00:00,286.0,384.75,9.7,64.15,42.08,36.75,7.93,1.92,33.15,3.33,35.75,,82.38,0.42,94.85,5.2,986.6,,17.67,0.0
2021-11-25 06:00:00,2021-11-25 07:00:00,301.75,403.25,18.32,81.55,58.22,38.15,8.12,2.2,10.7,3.43,36.85,,85.35,0.53,76.2,5.88,987.27,,17.35,0.0
2021-11-25 07:00:00,2021-11-25 08:00:00,309.25,436.25,48.6,84.05,84.4,38.88,9.02,2.65,8.2,3.57,40.65,,85.43,0.4,111.53,27.62,988.08,,17.8,0.0
2021-11-25 08:00:00,2021-11-25 09:00:00,306.75,427.5,20.25,85.55,61.85,40.12,8.62,2.27,40.58,3.55,38.38,,77.22,1.1,121.1,99.08,988.97,,19.65,0.0
2021-11-25 09:00:00,2021-11-25 10:00:00,336.0,468.75,9.73,85.55,53.45,35.95,9.05,2.2,75.08,3.33,38.03,,65.1,0.7,74.38,134.68,989.55,,21.7,0.0
2021-11-25 10:00:00,2021-11-25 11:00:00,342.25,494.0,9.82,85.62,53.55,36.6,10.82,2.18,109.67,3.38,36.9,,56.9,0.68,97.1,241.85,989.6,,23.52,0.0
2021-11-25 11:00:00,2021-11-25 12:00:00,321.75,497.0,6.82,78.38,47.28,36.0,13.02,1.88,159.05,3.35,37.22,,50.5,0.9,106.4,186.82,988.98,,24.95,0.0
2021-11-25 12:00:00,2021-11-25 13:00:00,271.75,449.5,4.95,72.75,42.73,37.53,17.15,1.73,188.5,3.03,33.97,,46.18,0.93,108.18,249.68,987.92,,25.92,0.0
2021-11-25 13:00:00,2021-11-25 14:00:00,226.0,403.75,5.05,78.9,46.3,43.18,16.77,1.68,177.1,3.08,32.57,,44.25,0.82,138.07,198.93,986.85,,26.33,0.0
2021-11-25 14:00:00,2021-11-25 15:00:00,201.5,361.0,3.73,55.25,32.4,40.4,15.95,1.5,,2.88,30.12,,44.87,0.77,136.97,82.4,986.0,,26.0,0.0
2021-11-25 15:00:00,2021-11-25 16:00:00,178.0,324.25,3.5,61.0,35.33,45.98,16.05,1.3,191.8,2.68,28.8,,46.62,0.38,104.53,52.2,985.27,,25.5,0.0
2021-11-25 16:00:00,2021-11-25 17:00:00,167.25,302.75,5.75,78.12,46.2,40.85,12.65,1.45,144.68,2.52,27.83,,53.7,0.35,74.78,26.62,985.1,,24.35,0.0
2021-11-25 17:00:00,2021-11-25 18:00:00,171.5,332.25,62.15,156.07,133.53,38.98,11.72,2.5,21.02,2.67,29.85,,64.25,0.45,81.18,7.33,985.25,,22.2,0.0
2021-11-25 18:00:00,2021-11-25 19:00:00,176.0,345.25,49.3,177.72,134.65,39.62,11.7,2.52,9.02,2.6,31.5,,67.7,0.35,115.32,5.18,985.58,,20.83,0.0
2021-11-25 19:00:00,2021-11-25 20:00:00,182.5,315.5,12.5,121.15,74.72,38.42,11.07,1.7,72.43,2.4,27.8,,65.1,0.5,119.38,5.17,985.92,,20.55,0.0
2021-11-25 20:00:00,2021-11-25 21:00:00,174.5,275.75,17.25,127.85,82.08,35.48,10.65,1.85,49.03,2.27,24.77,,67.15,0.45,78.07,5.17,986.23,,20.12,0.0
2021-11-25 21:00:00,2021-11-25 22:00:00,189.5,295.75,16.35,141.2,88.45,42.58,9.93,1.98,25.48,2.5,27.65,,69.67,0.35,119.12,5.2,986.43,,19.77,0.0
2021-11-25 22:00:00,2021-11-25 23:00:00,243.0,380.5,27.68,164.05,109.75,45.07,9.6,2.48,9.95,2.95,35.6,,69.75,0.55,123.35,5.2,986.3,,19.83,0.0
2021-11-25 23:00:00,2021-11-26 00:00:00,258.0,395.25,15.25,125.67,79.4,42.15,11.37,2.33,19.6,3.17,46.9,,69.47,0.5,117.28,5.2,986.05,,19.68,0.0
2021-11-26 00:00:00,2021-11-26 01:00:00,246.5,368.25,11.25,73.98,48.35,40.73,10.85,1.65,68.47,3.08,54.2,,69.0,0.27,167.22,5.17,985.67,,19.45,0.0
2021-11-26 01:00:00,2021-11-26 02:00:00,192.5,282.0,7.7,61.3,38.9,35.1,11.18,1.52,55.1,2.6,44.93,,72.5,0.22,240.95,5.2,985.45,,18.9,0.0
2021-11-26 02:00:00,2021-11-26 03:00:00,218.0,309.5,,,,,,,6.15,2.75,42.57,,78.28,0.33,330.88,5.2,985.3,,18.73,0.0
2021-11-26 03:00:00,2021-11-26 04:00:00,225.75,332.25,71.12,86.62,104.08,30.55,12.0,2.83,3.6,3.25,48.92,,80.72,0.35,306.43,5.2,985.45,,18.43,0.0
2021-11-26 04:00:00,2021-11-26 05:00:00,220.25,311.75,53.55,82.9,87.65,28.9,10.77,2.4,3.3,3.4,47.95,,81.4,0.27,223.9,5.2,985.55,,18.32,0.0
2021-11-26 05:00:00,2021-11-26 06:00:00,215.5,303.75,51.65,89.8,89.82,35.15,9.03,2.47,4.15,3.42,46.55,,81.62,0.25,261.93,5.2,986.02,,18.22,0.0
2021-11-26 06:00:00,2021-11-26 07:00:00,220.25,317.25,75.65,99.88,114.77,37.75,8.7,2.85,5.45,4.15,51.3,,82.2,0.25,203.27,5.8,986.9,,18.25,0.0
2021-11-26 07:00:00,2021-11-26 08:00:00,241.0,361.0,139.53,122.67,179.0,39.62,10.3,4.2,9.25,4.67,58.05,,82.67,0.17,165.62,26.1,987.52,,18.45,0.0
2021-11-26 08:00:00,2021-11-26 09:00:00,287.5,437.75,172.03,166.4,229.15,42.95,12.18,5.65,14.68,6.03,70.85,,77.03,0.3,278.27,90.25,988.42,,20.32,0.0
2021-11-26 09:00:00,2021-11-26 10:00:00,373.25,551.0,168.28,280.6,286.17,47.5,14.7,6.43,77.18,7.55,83.22,,64.65,0.42,100.62,123.88,988.92,,22.8,0.0
2021-11-26 10:00:00,2021-11-26 11:00:00,494.25,698.5,41.83,300.43,193.68,43.4,20.5,4.93,145.22,6.35,80.25,,54.55,0.75,78.05,201.65,989.12,,24.25,0.0
2021-11-26 11:00:00,2021-11-26 12:00:00,446.5,650.5,15.93,184.9,111.4,42.48,24.45,3.8,,5.62,83.53,,51.72,0.97,102.93,175.55,988.53,,25.1,0.0
2021-11-26 12:00:00,2021-11-26 13:00:00,392.25,581.25,8.05,90.08,54.45,40.15,27.25,1.73,,4.8,69.52,,45.85,0.93,107.5,241.15,987.62,,26.1,0.0
2021-11-26 13:00:00,2021-11-26 14:00:00,235.0,373.0,7.07,67.73,41.82,43.32,28.6,1.15,,4.25,55.65,,42.33,0.72,91.15,193.28,986.67,,26.45,0.0
2021-11-26 14:00:00,2021-11-26 15:00:00,156.0,251.25,5.08,67.1,39.8,45.45,24.12,1.23,,4.02,49.45,,44.17,0.62,99.75,84.8,985.82,,25.88,0.0
2021-11-26 15:00:00,2021-11-26 16:00:00,157.75,261.0,5.7,69.15,41.38,44.75,21.2,1.3,192.7,3.62,43.9,,47.8,0.55,64.95,54.13,985.45,,25.27,0.0
2021-11-26 16:00:00,2021-11-26 17:00:00,174.0,281.0,7.7,107.82,63.58,44.82,19.77,1.73,114.88,3.43,40.3,,54.15,0.33,80.6,26.52,985.6,,24.17,0.0
2021-11-26 17:00:00,2021-11-26 18:00:00,182.25,294.5,30.8,155.82,107.75,43.3,16.6,2.23,25.4,3.48,40.33,,64.5,0.53,128.03,7.1,985.97,,21.98,0.0
2021-11-26 18:00:00,2021-11-26 19:00:00,192.0,323.75,18.92,131.65,85.15,37.92,15.08,2.08,55.27,3.07,35.8,,64.35,0.55,126.97,5.2,986.58,,21.1,0.0
2021-11-26 19:00:00,2021-11-26 20:00:00,205.25,341.5,10.78,90.48,56.83,36.85,16.3,1.8,99.85,2.95,35.85,,65.7,0.35,148.5,5.2,987.1,,20.5,0.0
2021-11-26 20:00:00,2021-11-26 21:00:00,237.25,360.0,14.65,115.38,73.4,37.95,16.48,3.3,43.48,3.23,39.0,,71.45,0.3,168.7,5.2,987.6,,20.05,0.0
2021-11-26 21:00:00,2021-11-26 22:00:00,281.5,421.0,10.5,97.6,60.53,45.3,15.3,2.38,79.45,4.38,49.35,,70.3,0.38,116.7,5.2,987.7,,20.05,0.0
2021-11-26 22:00:00,2021-11-26 23:00:00,247.75,374.5,68.4,138.72,129.78,42.2,14.93,3.3,25.85,3.4,37.25,,71.58,0.5,76.12,5.22,987.73,,19.88,0.0
2021-11-26 23:00:00,2021-11-27 00:00:00,274.75,404.5,217.1,182.53,274.0,47.65,17.53,5.62,4.85,5.58,64.5,,77.23,0.45,83.42,5.2,987.4,,19.43,0.0
2021-11-27 00:00:00,2021-11-27 01:00:00,297.25,448.75,219.12,174.2,271.15,44.7,15.68,5.72,6.62,5.93,83.55,,81.9,0.4,121.0,5.2,987.12,,18.72,0.0
