From Date,To Date,PM2.5 (ug/m3),PM10 (ug/m3),NO (ug/m3),NO2 (ug/m3),NOx (ppb),NH3 (ug/m3),SO2 (ug/m3),CO (ng/m3),Ozone (ug/m3),Benzene (ug/m3),Toluene (ug/m3),Temp (degree C),RH (%),WS (m/s),WD (degree),SR (W/mt2),BP (mmHg),VWS (m/s),AT (degree C),RF (mm)
2018-02-07 11:00:00,2018-02-07 12:00:00,126.83,252.18,4.75,16.68,19.39,64.11,7.72,0.58,170.11,0.33,1.86,,23.83,0.82,277.25,578.67,989.58,0.0,22.83,
2018-02-07 12:00:00,2018-02-07 13:00:00,86.33,173.0,4.05,15.33,17.38,62.5,6.89,0.52,190.48,0.3,1.8,,22.08,0.7,271.08,609.33,988.75,0.0,24.1,
2018-02-07 13:00:00,2018-02-07 14:00:00,80.25,170.55,4.02,13.64,15.68,60.27,5.42,0.45,191.07,0.62,1.84,,18.25,0.73,271.42,650.08,987.75,0.0,24.78,
2018-02-07 14:00:00,2018-02-07 15:00:00,70.83,137.36,4.47,14.32,16.78,57.8,6.2,0.47,184.05,0.23,2.02,,18.67,0.84,261.67,596.83,987.0,0.0,24.6,
2018-02-07 15:00:00,2018-02-07 16:00:00,63.58,144.0,3.41,13.61,15.01,60.16,5.93,0.48,182.9,0.23,2.06,,20.42,0.72,265.33,426.08,986.58,0.0,24.0,
2018-02-07 16:00:00,2018-02-07 17:00:00,59.33,136.82,5.1,16.81,22.14,56.14,5.63,0.53,159.94,0.33,1.69,,24.33,0.73,281.83,108.67,986.0,0.0,21.86,
2018-02-07 17:00:00,2018-02-07 18:00:00,77.33,143.27,3.39,24.04,25.38,65.08,5.93,0.83,135.14,0.23,1.82,,32.25,0.45,277.5,38.33,986.58,0.0,19.63,
2018-02-07 18:00:00,2018-02-07 19:00:00,79.92,160.36,20.16,54.82,72.82,79.28,8.98,2.14,31.13,0.33,2.45,,40.67,0.33,287.92,3.42,987.0,0.0,17.03,
2018-02-07 19:00:00,2018-02-07 20:00:00,151.5,301.09,72.68,101.81,125.91,73.73,7.88,3.84,10.21,1.13,2.54,,52.42,0.17,286.5,3.08,988.0,0.0,14.53,
2018-02-07 20:00:00,2018-02-07 21:00:00,202.0,395.0,62.42,108.88,109.59,54.69,5.62,3.76,9.96,2.78,3.29,,58.83,0.18,291.92,3.33,988.83,0.0,13.54,
2018-02-07 21:00:00,2018-02-07 22:00:00,200.5,357.55,85.46,52.77,132.08,85.43,8.57,3.09,9.67,1.42,6.23,,62.58,0.11,221.5,4.08,989.42,0.0,13.13,
2018-02-07 22:00:00,2018-02-07 23:00:00,143.17,267.55,62.33,116.96,110.53,36.24,4.28,3.16,9.53,4.88,3.67,,71.33,0.1,196.0,4.5,990.0,0.0,11.94,
2018-02-07 23:00:00,2018-02-08 00:00:00,146.25,274.45,48.48,160.38,94.01,7.5,1.46,2.93,9.21,6.58,1.29,,76.17,0.15,219.33,3.75,989.92,0.0,11.31,
2018-02-08 00:00:00,2018-02-08 01:00:00,159.83,289.64,47.74,164.82,93.57,7.66,1.02,2.57,8.85,7.33,0.73,,80.08,0.19,242.25,3.42,989.33,0.0,10.75,
2018-02-08 01:00:00,2018-02-08 02:00:00,157.33,271.0,43.26,215.81,95.07,6.08,2.23,2.78,11.55,6.37,0.7,,86.08,0.15,206.08,3.33,989.0,0.0,10.1,
2018-02-08 02:00:00,2018-02-08 03:00:00,152.42,289.0,37.7,237.1,45.37,2.39,6.03,1.4,9.36,1.98,0.75,,90.58,0.14,205.08,2.92,989.0,0.0,9.63,
2018-02-08 03:00:00,2018-02-08 04:00:00,156.58,280.09,38.28,234.47,85.43,5.85,0.99,2.84,9.09,6.97,0.69,,89.17,0.18,195.42,3.67,988.67,0.0,9.57,
2018-02-08 04:00:00,2018-02-08 05:00:00,149.67,269.0,36.63,179.82,90.33,5.59,0.73,2.35,9.91,5.47,0.6,,89.42,0.18,261.17,2.17,988.0,0.0,9.22,
2018-02-08 05:00:00,2018-02-08 06:00:00,151.75,267.09,36.57,208.67,94.29,5.83,0.78,2.79,10.14,5.24,0.56,,93.08,0.22,278.92,1.44,988.0,0.0,8.78,
2018-02-08 06:00:00,2018-02-08 07:00:00,199.67,337.58,39.1,245.67,99.91,6.02,0.85,3.81,11.08,5.32,0.57,,96.33,0.27,298.5,1.0,988.92,0.0,8.56,
2018-02-08 07:00:00,2018-02-08 08:00:00,215.92,380.36,45.15,239.07,108.98,5.35,1.64,4.44,10.71,4.56,0.57,,94.5,0.27,295.5,22.0,989.0,0.0,8.93,
2018-02-08 08:00:00,2018-02-08 09:00:00,281.17,508.55,59.77,166.45,127.3,34.63,4.07,3.15,9.03,3.78,1.43,,68.67,0.16,267.83,136.25,990.0,0.0,14.16,
2018-02-08 09:00:00,2018-02-08 10:00:00,264.08,431.91,57.89,59.21,115.14,99.39,11.52,1.72,13.85,0.63,3.78,,50.75,0.41,204.08,262.5,990.5,0.0,17.83,
2018-02-08 10:00:00,2018-02-08 11:00:00,190.5,350.27,41.71,64.79,95.94,71.06,8.17,1.29,24.67,0.97,2.78,,39.75,0.44,223.67,456.08,990.5,0.0,20.37,
2018-02-08 11:00:00,2018-02-08 12:00:00,146.42,279.36,16.37,48.85,63.1,81.47,8.96,1.07,78.57,0.42,2.77,,28.83,0.34,264.5,584.42,989.83,0.0,22.83,
2018-02-08 12:00:00,2018-02-08 13:00:00,114.58,222.09,6.62,31.5,36.13,71.9,10.01,0.78,161.15,0.47,2.44,,23.0,0.54,285.58,568.5,988.92,0.0,23.93,
2018-02-08 13:00:00,2018-02-08 14:00:00,101.92,208.82,4.26,23.22,25.47,68.0,6.54,0.7,171.85,0.76,2.28,,21.67,0.48,274.42,320.92,987.83,0.0,23.23,
2018-02-08 14:00:00,2018-02-08 15:00:00,90.0,179.82,3.49,16.6,18.1,60.73,9.7,0.48,177.5,0.44,2.93,,19.25,0.53,266.33,363.25,987.0,0.0,23.49,
2018-02-08 15:00:00,2018-02-08 16:00:00,69.75,143.36,3.43,15.97,17.37,55.49,8.11,0.36,153.44,0.27,2.23,,20.33,0.49,267.83,226.25,986.25,0.0,22.52,
2018-02-08 16:00:00,2018-02-08 17:00:00,63.42,142.73,4.98,18.42,22.86,49.53,6.05,0.36,133.77,0.46,2.05,,22.75,0.48,268.92,153.42,986.0,0.0,21.94,
2018-02-08 17:00:00,2018-02-08 18:00:00,58.42,128.45,3.84,25.08,26.93,53.92,6.41,0.67,112.84,0.3,2.55,,28.5,0.38,272.33,46.83,986.0,0.0,19.59,
2018-02-08 18:00:00,2018-02-08 19:00:00,96.5,147.0,37.61,57.07,92.56,89.92,6.1,3.07,14.5,0.97,2.72,,44.0,0.16,256.75,4.33,986.17,0.0,15.95,
2018-02-08 19:00:00,2018-02-08 20:00:00,207.25,422.64,69.0,105.18,125.14,87.72,8.07,4.83,11.22,1.63,3.75,,53.25,0.18,248.25,2.92,986.67,0.0,14.48,
2018-02-08 20:00:00,2018-02-08 21:00:00,283.0,529.09,64.48,195.15,114.98,9.77,1.82,5.78,11.03,6.63,0.59,,65.08,0.14,238.83,3.58,987.33,0.0,13.15,
2018-02-08 21:00:00,2018-02-08 22:00:00,270.67,501.55,56.48,202.09,111.97,10.29,1.03,5.17,10.01,9.73,0.83,,69.17,0.16,254.92,3.33,987.58,0.0,12.98,
2018-02-08 22:00:00,2018-02-08 23:00:00,246.08,457.09,56.8,208.01,112.02,10.47,1.25,4.9,8.96,12.27,1.3,,73.0,0.17,271.67,3.08,988.0,0.0,12.43,
2018-02-08 23:00:00,2018-02-09 00:00:00,221.08,408.45,51.62,223.17,113.77,9.1,2.28,4.35,9.9,12.44,1.04,,80.67,0.1,195.0,3.92,988.0,0.0,11.55,
2018-02-09 00:00:00,2018-02-09 01:00:00,239.17,446.73,53.64,210.07,114.02,8.73,2.13,3.91,9.97,11.33,1.07,,84.33,0.1,222.83,3.5,988.0,0.0,11.25,
2018-02-09 01:00:00,2018-02-09 02:00:00,235.5,393.73,51.25,155.37,118.63,14.27,4.98,2.88,9.25,6.28,0.91,,87.08,0.11,207.5,3.08,988.0,0.0,10.87,
2018-02-09 02:00:00,2018-02-09 03:00:00,228.58,369.82,78.2,40.35,57.98,16.4,6.2,3.25,9.09,0.77,7.8,,89.75,0.12,257.42,2.58,987.58,0.0,10.43,
2018-02-09 03:00:00,2018-02-09 04:00:00,226.17,338.0,64.74,89.79,112.13,65.59,4.78,1.89,9.27,2.81,3.58,,91.75,0.16,266.92,2.5,987.08,0.0,10.13,
2018-02-09 04:00:00,2018-02-09 05:00:00,243.42,338.64,62.27,58.54,102.46,81.16,5.73,1.45,8.78,1.83,3.34,,88.58,0.13,253.58,2.25,987.0,0.0,10.29,
2018-02-09 05:00:00,2018-02-09 06:00:00,230.33,324.45,54.17,110.78,98.59,29.68,2.43,1.71,9.16,2.83,1.26,,90.92,0.23,257.83,1.6,987.0,0.0,9.9,
2018-02-09 06:00:00,2018-02-09 07:00:00,226.25,323.0,77.67,37.23,112.95,104.67,5.59,2.43,9.47,0.58,3.42,,97.17,0.26,306.25,1.0,987.83,0.0,8.72,
2018-02-09 07:00:00,2018-02-09 08:00:00,274.58,372.09,70.16,82.72,119.29,65.87,2.67,2.88,9.76,1.98,1.28,,96.0,0.24,290.25,21.58,988.33,0.0,9.26,
2018-02-09 08:00:00,2018-02-09 09:00:00,334.92,414.27,59.44,45.43,102.83,113.08,9.61,2.17,9.67,0.72,3.09,,70.08,0.29,252.67,129.0,989.33,0.0,14.04,
2018-02-09 09:00:00,2018-02-09 10:00:00,331.75,392.55,46.33,64.03,103.14,90.6,11.28,1.83,12.65,0.97,2.45,,55.08,0.39,271.92,251.42,990.0,0.0,17.58,
2018-02-09 10:00:00,2018-02-09 11:00:00,300.75,401.82,30.94,66.12,93.59,93.36,15.11,1.61,30.04,0.72,2.88,,44.42,0.39,245.5,432.5,990.0,0.0,20.35,
2018-02-09 11:00:00,2018-02-09 12:00:00,274.17,368.45,7.82,31.85,37.67,78.38,18.35,0.88,119.84,0.47,2.61,,27.25,0.54,284.67,585.42,989.92,0.0,23.07,
2018-02-09 12:00:00,2018-02-09 13:00:00,151.92,230.25,4.97,24.36,27.33,64.09,16.28,0.6,175.43,0.38,2.35,,21.82,0.58,270.36,639.0,989.0,0.0,24.42,
2018-02-09 13:00:00,2018-02-09 14:00:00,114.42,190.5,3.78,20.4,22.2,65.07,8.05,0.58,,0.83,2.37,,19.25,0.56,251.42,626.75,988.17,0.0,25.16,
2018-02-09 14:00:00,2018-02-09 15:00:00,96.42,170.58,3.26,15.74,17.0,62.08,6.54,0.51,,0.73,2.31,,20.5,0.69,275.08,514.17,987.33,0.0,25.19,
2018-02-09 15:00:00,2018-02-09 16:00:00,104.17,161.67,3.58,15.12,16.68,58.58,7.41,0.54,196.15,0.28,1.77,,20.33,0.59,274.33,391.33,987.0,0.0,24.62,
2018-02-09 16:00:00,2018-02-09 17:00:00,111.42,161.92,7.08,20.18,26.86,49.79,5.89,0.54,147.93,0.57,1.59,,22.42,0.55,273.08,116.67,987.0,0.0,22.63,
2018-02-09 17:00:00,2018-02-09 18:00:00,103.75,162.92,4.7,29.74,32.43,58.36,7.24,1.18,114.74,0.39,2.4,,28.75,0.4,263.58,39.25,987.0,0.0,20.2,
2018-02-09 18:00:00,2018-02-09 19:00:00,99.33,175.83,11.97,56.0,66.02,65.01,6.56,2.08,22.62,0.66,2.83,,44.0,0.27,304.0,4.25,987.0,0.0,16.47,
2018-02-09 19:00:00,2018-02-09 20:00:00,143.0,265.0,71.68,84.8,141.38,87.66,10.81,4.65,11.85,1.03,3.56,,56.0,0.11,208.92,5.0,988.17,0.0,14.38,
2018-02-09 20:00:00,2018-02-09 21:00:00,322.08,465.5,69.28,187.84,98.15,8.7,1.5,4.93,11.04,5.16,0.44,,62.58,0.25,264.58,4.42,988.5,0.0,13.62,
2018-02-09 21:00:00,2018-02-09 22:00:00,265.58,386.75,60.31,216.0,94.88,8.15,1.54,3.92,8.79,6.75,0.88,,70.75,0.13,175.75,5.75,989.25,0.0,12.66,
2018-02-09 22:00:00,2018-02-09 23:00:00,190.82,301.0,103.9,199.01,82.08,6.89,1.94,4.34,16.38,6.19,1.11,,76.75,0.12,228.33,4.83,989.83,0.0,12.29,
2018-02-09 23:00:00,2018-02-10 00:00:00,195.0,321.5,62.43,444.47,99.85,9.77,1.08,6.89,10.7,9.62,1.84,,82.92,0.15,254.42,4.33,990.0,0.0,11.86,
2018-02-10 00:00:00,2018-02-10 01:00:00,270.25,433.08,55.73,423.21,99.91,9.43,1.2,6.2,9.41,10.43,2.34,,85.33,0.16,258.5,4.08,990.0,0.0,11.29,
2018-02-10 01:00:00,2018-02-10 02:00:00,277.0,443.0,47.75,411.05,101.88,7.13,3.55,5.69,9.5,8.46,2.28,,90.42,0.14,235.42,3.75,989.92,0.0,10.62,
2018-02-10 02:00:00,2018-02-10 03:00:00,238.0,374.0,41.9,366.5,34.9,2.73,8.29,1.78,8.92,2.79,1.2,,93.33,0.22,285.25,2.67,989.75,0.0,10.11,
2018-02-10 03:00:00,2018-02-10 04:00:00,223.33,354.91,43.67,362.24,88.07,5.84,1.17,4.61,9.37,9.69,1.12,,93.83,0.27,268.92,3.33,990.0,0.0,9.74,
2018-02-10 04:00:00,2018-02-10 05:00:00,200.92,315.73,36.77,374.14,90.15,5.83,1.1,4.58,9.52,9.0,1.0,,96.5,0.23,240.58,3.08,990.0,0.0,9.55,
2018-02-10 05:00:00,2018-02-10 06:00:00,200.83,294.73,48.69,359.4,93.83,5.98,1.23,4.5,11.26,9.77,0.98,,97.0,0.15,199.42,2.5,990.08,0.0,9.18,
2018-02-10 06:00:00,2018-02-10 07:00:00,215.67,323.0,49.39,344.74,101.59,5.89,1.31,6.68,13.59,9.66,0.85,,96.33,0.13,233.75,2.08,990.83,0.0,9.23,
2018-02-10 07:00:00,2018-02-10 08:00:00,331.58,518.73,49.65,450.92,113.26,6.25,3.09,7.52,13.82,8.96,0.85,,97.42,0.2,271.33,22.67,991.25,0.0,9.65,
2018-02-10 08:00:00,2018-02-10 09:00:00,375.0,583.45,60.07,388.24,117.23,7.08,2.28,5.38,10.81,10.07,0.9,,74.5,0.15,256.33,119.0,992.33,0.0,14.29,
2018-02-10 09:00:00,2018-02-10 10:00:00,317.5,485.27,76.19,161.46,126.54,49.68,6.51,2.56,9.39,5.85,3.75,,50.67,0.35,174.0,235.67,993.0,0.0,18.25,
2018-02-10 10:00:00,2018-02-10 11:00:00,224.92,367.73,51.0,87.95,133.63,92.75,13.26,1.71,15.67,1.64,5.38,,41.08,0.53,186.33,405.0,993.0,0.0,20.72,
2018-02-10 11:00:00,2018-02-10 12:00:00,291.55,420.0,7.12,54.52,59.67,101.51,16.2,1.6,130.17,0.65,4.13,,30.08,0.46,137.33,474.83,993.0,0.0,22.83,
2018-02-10 12:00:00,2018-02-10 13:00:00,325.58,417.91,5.92,49.44,53.34,87.05,14.13,1.29,184.05,0.52,2.89,,24.75,0.46,188.75,528.33,993.0,0.0,24.32,
2018-02-10 13:00:00,2018-02-10 14:00:00,293.17,375.18,4.46,22.07,24.55,64.56,8.13,0.52,200.0,0.68,2.15,,15.83,0.63,111.0,645.83,,0.0,25.78,
2018-02-10 14:00:00,2018-02-10 15:00:00,107.58,187.36,3.63,19.73,21.34,53.31,9.89,0.46,,0.35,1.89,,15.33,0.62,166.08,456.08,,0.0,25.59,
2018-02-10 15:00:00,2018-02-10 16:00:00,80.92,143.55,2.98,25.33,26.29,58.07,14.83,0.64,,0.28,2.53,,20.25,0.63,295.0,289.5,,0.0,24.89,
2018-02-10 16:00:00,2018-02-10 17:00:00,110.25,215.55,7.42,25.59,30.62,50.46,11.6,0.5,2.95,0.71,2.42,,22.08,0.47,300.58,124.08,,0.0,23.6,
2018-02-10 17:00:00,2018-02-10 18:00:00,100.17,207.55,7.17,49.27,57.54,53.08,9.34,1.16,99.97,0.79,2.65,,30.5,0.23,252.0,43.75,,0.0,20.5,
2018-02-10 18:00:00,2018-02-10 19:00:00,129.25,251.45,56.76,195.67,94.82,44.18,5.73,3.47,20.92,3.18,2.57,,43.25,0.12,169.5,6.92,,0.0,17.24,
2018-02-10 19:00:00,2018-02-10 20:00:00,211.75,411.45,79.43,407.33,107.82,11.85,2.93,7.81,17.73,5.2,1.02,,57.42,0.15,205.33,5.33,,0.0,15.33,
2018-02-10 20:00:00,2018-02-10 21:00:00,312.5,602.45,109.67,415.66,102.61,7.76,4.19,7.84,23.26,10.52,2.97,,64.75,0.18,223.42,5.33,,0.0,14.53,
2018-02-10 21:00:00,2018-02-10 22:00:00,325.58,579.09,75.51,480.33,112.26,7.92,3.86,8.46,17.43,12.3,3.59,,67.67,0.18,226.0,5.17,,0.0,14.44,
2018-02-10 22:00:00,2018-02-10 23:00:00,277.42,502.27,78.27,115.73,92.29,8.25,5.11,1.61,28.81,11.48,3.53,,73.25,0.18,256.17,4.58,,0.0,14.0,
2018-02-10 23:00:00,2018-02-11 00:00:00,343.58,635.0,63.86,365.2,108.33,8.89,1.66,5.43,12.1,12.79,3.28,,69.17,0.14,212.33,5.5,,0.0,13.18,
2018-02-11 00:00:00,2018-02-11 01:00:00,218.92,390.82,53.97,282.94,104.09,6.74,1.63,3.19,10.32,7.01,1.85,,69.83,0.13,197.58,5.75,,0.0,12.57,
2018-02-11 01:00:00,2018-02-11 02:00:00,171.25,295.91,55.32,398.01,103.5,6.22,1.97,3.72,10.95,5.89,1.64,,76.67,0.15,215.75,4.83,,0.0,12.0,
2018-02-11 02:00:00,2018-02-11 03:00:00,186.33,352.64,48.9,342.45,14.85,5.14,2.96,1.44,10.0,3.05,1.6,,77.67,0.17,234.83,4.25,,0.0,11.91,
2018-02-11 03:00:00,2018-02-11 04:00:00,188.0,323.55,47.11,297.58,91.83,7.33,0.97,2.68,10.71,6.7,1.55,,78.0,0.14,219.67,4.83,,0.0,11.5,
2018-02-11 04:00:00,2018-02-11 05:00:00,182.5,312.73,63.64,191.12,81.4,5.89,1.51,1.59,15.17,4.6,1.22,,79.42,0.16,186.5,5.42,,0.0,10.86,
2018-02-11 05:00:00,2018-02-11 06:00:00,173.75,285.64,44.41,232.09,99.96,6.8,0.85,2.67,10.67,4.54,0.77,,80.58,0.15,203.33,4.92,,0.0,10.88,
2018-02-11 06:00:00,2018-02-11 07:00:00,217.0,342.09,44.45,226.38,104.87,7.96,1.08,2.94,10.11,4.13,0.46,,78.0,0.2,200.33,4.83,,0.0,11.03,
2018-02-11 07:00:00,2018-02-11 08:00:00,218.25,346.18,45.67,254.18,110.12,6.15,2.02,3.67,16.17,3.13,0.38,,77.33,0.17,220.5,22.42,,0.0,11.71,
2018-02-11 08:00:00,2018-02-11 09:00:00,262.92,453.27,61.02,217.47,124.62,23.9,3.94,3.67,25.38,4.14,1.34,,60.25,0.47,140.5,109.5,,0.0,15.37,
2018-02-11 09:00:00,2018-02-11 10:00:00,245.92,416.73,65.53,65.45,113.48,75.33,11.18,1.69,27.14,1.68,3.03,,40.5,0.53,124.33,230.92,,0.0,19.03,
2018-02-11 10:00:00,2018-02-11 11:00:00,167.92,288.36,19.22,42.53,58.47,71.85,11.97,0.79,47.23,0.84,2.7,,26.83,0.93,82.67,475.5,,0.0,22.35,
2018-02-11 11:00:00,2018-02-11 12:00:00,121.58,230.55,11.77,35.06,44.81,72.45,18.6,0.69,76.83,0.32,2.37,,23.08,1.43,105.17,305.08,,0.0,23.06,
2018-02-11 12:00:00,2018-02-11 13:00:00,107.0,216.0,9.33,32.83,40.22,63.83,16.29,0.61,111.55,0.22,2.04,,21.5,1.98,119.67,438.83,,0.0,24.22,
2018-02-11 13:00:00,2018-02-11 14:00:00,106.0,255.0,6.17,23.3,27.49,57.92,12.34,0.41,148.33,0.43,1.59,,21.58,2.97,116.67,461.08,,0.0,24.32,
2018-02-11 14:00:00,2018-02-11 15:00:00,105.08,297.18,5.87,20.06,23.89,53.87,9.5,0.48,139.42,0.31,1.32,,27.5,2.63,104.67,418.5,,0.0,23.73,
2018-02-11 15:00:00,2018-02-11 16:00:00,97.67,260.09,5.09,18.77,21.84,54.2,7.04,0.44,132.29,0.29,1.23,,28.58,2.74,105.08,255.92,,0.0,22.6,
2018-02-11 16:00:00,2018-02-11 17:00:00,100.67,267.82,7.44,20.74,29.04,45.79,5.63,0.44,93.69,0.4,1.16,,32.83,2.2,107.33,151.0,,0.0,21.32,
2018-02-11 17:00:00,2018-02-11 18:00:00,86.33,213.55,6.43,24.52,28.94,56.0,5.87,0.58,79.27,0.2,1.42,,38.42,1.85,106.75,48.42,,0.0,20.14,
2018-02-11 18:00:00,2018-02-11 19:00:00,83.17,199.82,26.35,57.4,10.36,1.99,0.41,0.14,23.83,1.17,0.35,,46.17,1.11,103.5,7.42,,0.0,18.75,
2018-02-11 19:00:00,2018-02-11 20:00:00,103.17,209.0,37.22,61.34,67.71,17.08,1.32,1.19,24.04,1.38,0.66,,53.75,0.87,93.75,7.08,,0.0,17.8,
2018-02-11 20:00:00,2018-02-11 21:00:00,123.33,237.27,57.38,39.73,95.12,73.48,8.18,1.49,7.48,0.33,1.95,,60.08,0.61,121.67,6.33,,0.0,17.03,
2018-02-11 21:00:00,2018-02-11 22:00:00,118.58,230.91,31.98,34.02,64.04,73.85,7.43,1.26,10.21,0.46,1.98,,62.58,1.04,103.83,5.92,,0.0,17.11,
2018-02-11 22:00:00,2018-02-11 23:00:00,107.0,209.09,25.67,33.28,57.84,69.86,6.66,1.01,11.18,0.58,1.77,,68.5,1.18,103.08,6.25,,0.0,16.54,
2018-02-11 23:00:00,2018-02-12 00:00:00,105.08,192.45,15.0,24.85,37.85,73.23,6.67,0.73,13.88,0.24,1.64,,74.17,1.37,113.92,6.42,,0.0,15.85,
2018-02-12 00:00:00,2018-02-12 01:00:00,77.73,137.36,10.06,21.6,33.12,67.17,5.79,0.55,20.49,0.3,1.29,,75.83,1.59,115.5,6.83,,0.0,15.41,
2018-02-12 01:00:00,2018-02-12 02:00:00,56.67,102.91,6.56,20.17,24.66,74.6,5.1,0.43,23.8,0.37,1.06,,73.75,1.48,102.92,6.17,,0.0,15.45,
2018-02-12 02:00:00,2018-02-12 03:00:00,52.25,90.91,6.25,17.7,3.82,10.6,0.8,0.06,27.15,0.2,1.15,,79.58,1.55,107.08,6.0,,0.0,14.74,
2018-02-12 03:00:00,2018-02-12 04:00:00,56.58,80.91,5.2,16.22,19.42,66.92,5.21,0.4,26.83,0.18,1.14,,82.08,1.1,89.92,6.92,,0.0,14.27,
2018-02-12 04:00:00,2018-02-12 05:00:00,61.58,84.55,4.04,13.71,19.42,62.78,4.92,0.38,37.52,0.28,1.11,,76.17,1.37,92.5,6.83,,0.0,14.13,
2018-02-12 05:00:00,2018-02-12 06:00:00,59.25,91.36,7.53,22.32,34.01,61.32,5.14,0.47,22.89,0.37,1.03,,72.58,1.62,109.33,6.58,,0.0,14.12,
2018-02-12 06:00:00,2018-02-12 07:00:00,82.83,126.55,7.72,20.48,26.21,67.48,6.03,0.54,30.35,0.2,1.12,,71.0,2.34,103.5,6.08,,0.0,14.13,
2018-02-12 07:00:00,2018-02-12 08:00:00,80.42,141.82,11.42,23.18,34.03,59.8,4.29,0.54,27.03,0.43,0.8,,72.42,2.08,112.67,15.33,,0.0,14.32,
2018-02-12 08:00:00,2018-02-12 09:00:00,77.25,133.91,13.92,23.88,35.83,62.77,6.12,0.66,28.36,0.2,1.1,,71.0,2.09,114.08,46.83,,0.0,15.02,
2018-02-12 09:00:00,2018-02-12 10:00:00,74.0,146.0,19.93,28.01,40.37,57.23,6.34,0.74,24.85,0.2,1.21,,64.33,1.7,109.73,73.0,,0.0,16.03,
2018-02-12 10:00:00,2018-02-12 11:00:00,84.0,168.0,12.33,21.24,33.72,56.83,4.98,0.61,44.43,0.57,0.94,,57.83,2.62,102.75,281.33,,0.0,17.46,
2018-02-12 11:00:00,2018-02-12 12:00:00,88.0,197.0,8.68,14.8,21.49,61.74,7.73,0.55,65.18,0.27,0.98,,60.58,2.91,105.5,431.5,,0.0,18.54,
2018-02-12 12:00:00,2018-02-12 13:00:00,99.0,278.0,7.12,12.95,18.02,63.15,6.59,0.52,70.06,0.27,0.83,,62.25,3.11,104.42,516.67,,0.0,19.17,
2018-02-12 13:00:00,2018-02-12 14:00:00,96.0,228.0,6.95,13.89,18.83,64.71,6.1,0.52,70.77,0.23,0.78,,65.75,2.7,100.75,348.92,,0.0,18.76,
2018-02-12 14:00:00,2018-02-12 15:00:00,84.0,168.0,9.34,16.69,24.05,63.22,7.17,0.42,63.77,0.1,1.03,,68.33,2.3,92.75,419.75,,0.0,18.56,
2018-02-12 15:00:00,2018-02-12 16:00:00,80.0,144.0,7.44,14.99,20.43,60.54,6.4,0.41,62.75,0.1,1.15,,72.33,2.38,84.67,175.25,,0.0,17.74,
2018-02-12 16:00:00,2018-02-12 17:00:00,77.0,172.0,8.92,19.87,28.05,54.59,5.31,0.46,43.73,0.18,1.04,,76.33,2.27,103.5,77.17,992.75,0.0,17.27,
2018-02-12 17:00:00,2018-02-12 18:00:00,66.0,140.0,9.09,21.63,28.72,57.68,5.53,0.58,35.42,0.1,1.26,,78.08,1.75,95.58,41.75,993.0,0.0,16.94,
2018-02-12 18:00:00,2018-02-12 19:00:00,68.0,139.0,7.92,23.11,29.01,58.51,5.3,0.65,30.8,0.12,1.3,,83.08,1.82,89.83,22.75,993.17,0.0,16.01,
2018-02-12 19:00:00,2018-02-12 20:00:00,59.0,103.0,12.77,26.35,39.01,54.84,4.03,0.77,18.28,0.51,1.1,,86.67,1.94,105.42,12.5,994.08,0.0,15.36,
2018-02-12 20:00:00,2018-02-12 21:00:00,57.0,84.0,20.15,27.43,45.6,59.09,4.99,0.86,13.38,0.2,1.52,,89.58,1.46,107.75,6.58,995.0,0.0,14.92,
2018-02-12 21:00:00,2018-02-12 22:00:00,58.0,85.0,22.13,26.79,46.92,58.49,4.59,0.77,11.94,0.2,1.57,,91.58,1.26,103.92,5.25,995.83,0.0,14.69,
2018-02-12 22:00:00,2018-02-12 23:00:00,52.0,75.0,32.28,26.43,56.67,59.87,4.68,0.82,9.92,0.2,1.43,,94.33,0.69,118.33,4.67,996.0,0.0,14.27,
2018-02-12 23:00:00,2018-02-13 00:00:00,61.0,91.0,66.88,26.7,91.58,62.65,4.83,1.02,9.24,0.2,1.56,,99.0,0.3,118.75,4.67,996.0,0.0,13.39,
2018-02-13 00:00:00,2018-02-13 01:00:00,72.0,105.0,69.65,24.41,92.07,63.46,4.89,0.91,9.78,0.2,1.6,,99.0,0.23,130.17,4.0,996.25,0.0,12.96,
2018-02-13 01:00:00,2018-02-13 02:00:00,74.0,97.0,33.36,84.04,74.13,14.85,0.73,0.96,64.33,1.34,0.35,,99.0,0.3,142.67,2.5,996.0,0.0,12.73,
2018-02-13 02:00:00,2018-02-13 03:00:00,69.0,117.0,63.5,22.35,28.18,9.74,1.5,0.19,9.7,0.13,1.6,,99.0,0.38,127.0,2.75,996.0,0.0,12.61,
2018-02-13 03:00:00,2018-02-13 04:00:00,67.0,99.0,61.4,19.38,78.82,62.12,5.04,0.8,10.49,0.2,2.23,,99.0,0.23,186.58,3.17,996.0,0.0,12.19,
2018-02-13 04:00:00,2018-02-13 05:00:00,70.0,101.0,42.96,19.54,60.92,62.32,4.27,0.68,12.97,0.37,2.22,,99.0,0.19,254.33,1.75,995.83,0.0,11.49,
2018-02-13 05:00:00,2018-02-13 06:00:00,63.0,89.0,53.52,15.89,67.43,71.92,4.73,1.32,12.38,0.31,2.2,,99.0,0.16,216.33,1.4,996.0,0.0,11.12,
