From Date,To Date,PM2.5 (ug/m3),PM10 (ug/m3),NO (ug/m3),NO2 (ug/m3),NOx (ppb),NH3 (ug/m3),SO2 (ug/m3),CO (ng/m3),Ozone (ug/m3),Benzene (ug/m3),Toluene (ug/m3),Temp (degree C),RH (%),WS (m/s),WD (degree),SR (W/mt2),BP (mmHg),VWS (m/s),AT (degree C),RF (mm)
2018-10-17 07:00:00,2018-10-17 08:00:00,196.75,268.25,15.28,24.55,39.92,71.38,3.32,1.2,5.45,1.05,12.67,,63.02,0.28,125.92,95.68,989.22,,24.62,0.0
2018-10-17 08:00:00,2018-10-17 09:00:00,178.0,269.25,9.47,23.05,32.52,72.38,6.3,1.08,12.95,0.97,12.0,,51.6,0.72,172.45,228.62,989.95,,27.55,0.0
2018-10-17 09:00:00,2018-10-17 10:00:00,153.5,257.25,8.2,22.22,30.45,72.75,4.95,1.0,21.15,0.9,10.2,,46.62,0.75,220.23,296.62,990.38,,29.07,0.0
2018-10-17 10:00:00,2018-10-17 11:00:00,129.75,251.25,3.55,14.1,17.65,72.92,4.2,0.73,42.52,0.8,8.95,,38.35,1.05,223.95,467.72,990.33,,30.88,0.0
2018-10-17 11:00:00,2018-10-17 12:00:00,119.5,276.75,2.35,17.27,19.6,70.73,4.35,0.77,60.95,0.7,7.43,,33.93,0.65,270.5,458.33,989.58,,33.0,0.0
2018-10-17 12:00:00,2018-10-17 13:00:00,121.75,299.25,2.17,18.42,20.57,67.42,3.58,0.8,82.6,0.7,6.4,,27.5,0.75,306.5,527.62,988.6,,34.43,0.0
2018-10-17 13:00:00,2018-10-17 14:00:00,101.0,269.25,1.58,16.35,17.88,66.33,2.88,0.63,102.85,0.87,5.62,,20.88,0.83,256.38,451.12,987.65,,35.23,0.0
2018-10-17 14:00:00,2018-10-17 15:00:00,76.5,224.5,1.5,12.18,13.67,57.38,1.93,0.38,76.02,0.92,6.25,,16.65,1.18,337.87,366.3,986.98,,35.28,0.0
2018-10-17 15:00:00,2018-10-17 16:00:00,44.25,169.75,1.5,9.4,10.88,48.6,2.65,0.3,56.55,0.72,5.93,,16.32,1.05,344.67,243.53,986.45,,35.32,0.0
2018-10-17 16:00:00,2018-10-17 17:00:00,35.75,148.25,1.6,13.8,15.4,44.15,3.47,0.33,43.4,0.7,5.95,,18.4,0.73,290.93,108.88,986.07,,33.85,0.0
2018-10-17 17:00:00,2018-10-17 18:00:00,46.0,172.25,11.12,34.78,45.83,42.45,3.65,0.7,8.88,0.75,7.03,,28.97,0.5,223.4,17.3,986.2,,29.25,0.0
2018-10-17 18:00:00,2018-10-17 19:00:00,68.0,264.0,34.27,39.5,73.97,45.27,4.13,2.27,2.53,1.17,8.9,,42.33,0.17,94.4,3.3,986.57,,26.13,0.0
2018-10-17 19:00:00,2018-10-17 20:00:00,118.25,396.25,135.75,40.9,176.62,56.73,5.18,4.85,3.25,2.13,14.6,,54.8,0.2,151.87,3.2,987.0,,24.85,0.0
2018-10-17 20:00:00,2018-10-17 21:00:00,196.25,540.0,246.35,41.47,287.9,63.75,5.77,7.97,3.73,2.9,18.83,,61.72,0.23,205.35,3.28,987.2,,24.15,0.0
2018-10-17 21:00:00,2018-10-17 22:00:00,260.75,665.75,355.67,44.1,404.2,58.42,5.48,8.85,6.57,3.73,23.22,,64.43,0.28,187.52,3.23,987.23,,23.83,0.0
2018-10-17 22:00:00,2018-10-17 23:00:00,257.5,719.5,347.82,44.75,392.92,73.1,5.48,8.52,39.9,3.97,27.6,,65.42,0.23,137.8,3.18,987.2,,23.43,0.0
2018-10-17 23:00:00,2018-10-18 00:00:00,287.0,814.5,308.97,43.97,352.78,81.9,6.2,7.53,125.37,4.12,33.22,,67.12,0.65,181.33,3.07,987.2,,23.08,0.0
2018-10-18 00:00:00,2018-10-18 01:00:00,268.5,676.75,309.75,39.73,349.62,83.12,29.35,5.73,,3.95,37.57,,67.65,0.2,254.43,3.1,987.1,,22.78,0.0
2018-10-18 01:00:00,2018-10-18 02:00:00,275.75,607.75,288.9,36.75,325.95,90.33,23.17,4.7,,3.72,35.67,,70.1,0.38,268.98,3.05,986.95,,22.4,0.0
2018-10-18 02:00:00,2018-10-18 03:00:00,251.75,523.5,165.1,34.5,199.5,84.7,,2.8,87.27,3.5,37.48,,67.65,0.65,142.92,3.22,987.07,,23.38,0.0
2018-10-18 03:00:00,2018-10-18 04:00:00,254.25,507.5,149.42,31.33,180.35,82.85,7.93,2.48,24.42,3.07,31.27,,71.45,0.33,184.85,3.12,987.28,,22.9,0.0
2018-10-18 04:00:00,2018-10-18 05:00:00,222.25,413.75,135.75,27.63,163.35,82.6,,2.05,16.08,2.75,27.77,,73.35,0.75,145.93,3.25,987.32,,22.8,0.0
2018-10-18 05:00:00,2018-10-18 06:00:00,200.0,356.5,79.1,25.47,104.6,83.45,,1.03,8.45,2.27,23.62,,73.2,0.75,137.55,3.25,987.62,,23.1,0.0
2018-10-18 06:00:00,2018-10-18 07:00:00,185.0,320.25,64.9,24.3,89.22,86.37,,1.23,6.08,1.95,21.2,,71.7,1.25,124.55,13.4,988.12,,23.55,0.0
2018-10-18 07:00:00,2018-10-18 08:00:00,186.0,344.75,53.1,25.3,78.37,87.5,,1.25,6.05,1.75,19.57,,69.07,0.8,122.7,77.15,988.75,,24.62,0.0
2018-10-18 08:00:00,2018-10-18 09:00:00,182.75,346.75,36.7,21.3,57.98,89.12,,1.05,12.98,1.58,18.55,,61.65,0.6,124.93,172.9,989.43,,26.53,0.0
2018-10-18 09:00:00,2018-10-18 10:00:00,159.75,322.75,26.15,20.15,46.33,88.1,,0.92,23.42,1.4,17.03,,52.68,1.25,119.1,272.85,989.77,,28.65,0.0
2018-10-18 10:00:00,2018-10-18 11:00:00,141.25,302.0,13.98,18.65,32.55,88.75,4.8,0.8,25.82,1.27,14.05,,47.23,1.17,126.32,369.0,989.5,,30.22,0.0
2018-10-18 11:00:00,2018-10-18 12:00:00,116.5,281.5,6.62,14.38,20.98,86.62,4.43,0.57,34.75,1.1,12.22,,38.07,1.12,123.1,423.55,988.9,,32.25,0.0
2018-10-18 12:00:00,2018-10-18 13:00:00,91.5,250.25,2.85,11.38,14.2,70.95,3.8,0.6,35.27,0.88,10.05,,33.95,0.57,174.72,378.35,988.03,,33.1,0.0
2018-10-18 13:00:00,2018-10-18 14:00:00,80.5,206.25,1.72,11.03,12.77,71.28,3.1,0.6,31.62,0.7,8.67,,34.68,1.12,120.97,324.02,986.9,,32.55,0.0
2018-10-18 14:00:00,2018-10-18 15:00:00,61.25,183.0,1.92,8.97,10.95,67.7,2.47,0.33,30.25,0.62,7.92,,24.07,0.72,136.95,400.12,986.45,,34.35,0.0
2018-10-18 15:00:00,2018-10-18 16:00:00,36.75,113.75,1.4,6.8,8.25,59.22,2.33,0.33,37.23,0.5,7.33,,22.95,0.48,129.0,243.17,985.9,,35.02,0.0
2018-10-18 16:00:00,2018-10-18 17:00:00,45.25,130.5,1.33,8.38,9.75,52.67,3.07,0.38,38.9,0.45,7.22,,30.98,0.4,171.17,91.05,985.75,,32.8,0.0
2018-10-18 17:00:00,2018-10-18 18:00:00,55.5,170.0,1.52,14.97,16.52,54.1,2.13,0.5,25.98,0.48,7.43,,40.18,0.53,115.1,16.05,985.95,,28.9,0.0
2018-10-18 18:00:00,2018-10-18 19:00:00,61.5,224.75,41.35,34.75,76.4,54.1,2.7,1.72,3.75,0.78,10.8,,50.28,0.48,192.3,3.2,986.2,,26.47,0.0
2018-10-18 19:00:00,2018-10-18 20:00:00,86.75,293.0,112.77,33.8,146.92,58.93,4.83,2.95,3.9,1.08,15.45,,51.55,0.43,199.98,3.17,986.75,,26.12,0.0
2018-10-18 20:00:00,2018-10-18 21:00:00,129.0,387.25,134.77,30.85,165.72,59.82,6.3,3.75,3.68,1.5,19.9,,55.38,0.43,216.32,3.1,987.05,,25.5,0.0
2018-10-18 21:00:00,2018-10-18 22:00:00,150.0,397.5,155.6,30.45,186.02,63.05,5.25,4.12,4.23,1.92,20.6,,62.6,0.28,226.25,3.28,987.52,,24.88,0.0
2018-10-18 22:00:00,2018-10-18 23:00:00,147.25,380.25,175.52,29.92,205.45,59.2,4.4,3.88,4.02,1.82,19.47,,63.97,0.35,203.82,3.2,987.6,,24.6,0.0
2018-10-18 23:00:00,2018-10-19 00:00:00,138.75,348.0,200.73,30.52,231.3,61.47,4.02,4.1,3.88,1.7,17.9,,66.87,0.5,232.42,3.1,987.75,,24.1,0.0
2018-10-19 00:00:00,2018-10-19 01:00:00,134.0,327.5,177.1,31.22,208.42,72.08,3.28,3.02,2.9,1.87,17.93,,63.9,0.52,222.35,3.15,987.73,,24.03,0.0
2018-10-19 01:00:00,2018-10-19 02:00:00,118.25,282.5,133.4,29.45,162.78,77.52,2.77,2.05,6.55,1.68,16.22,,62.72,0.53,223.45,3.15,987.55,,23.47,0.0
2018-10-19 02:00:00,2018-10-19 03:00:00,104.25,247.75,87.6,28.9,116.4,68.3,,1.1,2.23,1.5,14.8,,52.73,1.02,256.15,3.05,987.65,,23.75,0.0
2018-10-19 03:00:00,2018-10-19 04:00:00,92.75,238.0,66.35,25.6,91.9,69.38,1.28,0.83,1.93,1.28,13.3,,49.82,0.95,283.4,2.98,987.73,,22.95,0.0
2018-10-19 04:00:00,2018-10-19 05:00:00,83.0,228.75,45.32,20.98,66.32,65.08,1.2,0.53,2.65,1.0,11.12,,51.65,0.92,268.5,3.02,987.75,,22.3,0.0
2018-10-19 05:00:00,2018-10-19 06:00:00,83.75,202.0,34.9,16.35,51.25,64.9,1.08,0.5,3.35,0.85,9.83,,57.48,0.68,254.9,3.02,988.13,,21.52,0.0
2018-10-19 06:00:00,2018-10-19 07:00:00,88.5,211.25,32.43,17.32,49.73,65.3,0.97,0.65,2.03,0.75,9.12,,63.12,0.65,256.63,11.78,988.8,,20.95,0.0
2018-10-19 07:00:00,2018-10-19 08:00:00,97.5,236.0,37.98,17.9,55.93,65.5,0.97,0.83,2.43,0.7,8.78,,60.67,0.4,239.95,78.57,989.67,,22.27,0.0
2018-10-19 08:00:00,2018-10-19 09:00:00,113.75,273.25,41.38,26.35,67.88,71.97,1.1,1.13,3.77,0.8,9.07,,51.95,0.75,160.8,190.73,990.55,,25.43,0.0
2018-10-19 09:00:00,2018-10-19 10:00:00,169.25,366.0,22.05,32.7,55.37,76.6,2.95,1.3,14.23,1.08,10.0,,47.48,0.8,166.4,225.33,990.77,,27.68,0.0
2018-10-19 10:00:00,2018-10-19 11:00:00,261.0,509.25,12.35,32.83,45.15,83.1,7.43,1.4,98.58,1.28,10.77,,43.22,1.48,33.15,354.1,990.57,,29.28,0.0
2018-10-19 11:00:00,2018-10-19 12:00:00,312.75,565.0,4.48,24.07,28.6,78.1,20.5,1.0,160.6,1.28,10.83,,35.8,0.75,104.45,409.65,990.22,,31.55,0.0
2018-10-19 12:00:00,2018-10-19 13:00:00,201.75,403.5,1.65,23.62,25.25,71.83,16.45,1.15,151.67,1.2,10.03,,31.78,0.98,267.52,384.73,989.52,,32.5,0.0
2018-10-19 13:00:00,2018-10-19 14:00:00,215.25,412.0,1.45,21.07,22.53,66.35,9.55,0.8,111.0,1.13,9.2,,26.72,0.75,289.6,389.05,988.78,,34.1,0.0
2018-10-19 14:00:00,2018-10-19 15:00:00,132.75,282.75,1.32,13.95,15.28,62.9,7.43,0.63,107.2,0.92,8.12,,26.7,0.65,261.95,278.6,988.1,,34.2,0.0
2018-10-19 15:00:00,2018-10-19 16:00:00,109.0,237.0,1.32,14.8,16.12,62.57,6.15,0.73,94.17,0.97,8.2,,28.3,0.68,281.25,155.83,987.7,,33.22,0.0
2018-10-19 16:00:00,2018-10-19 17:00:00,109.0,236.5,1.45,14.18,15.62,59.25,4.9,0.75,65.85,0.92,8.1,,34.65,0.83,320.58,68.73,987.77,,31.5,0.0
2018-10-19 17:00:00,2018-10-19 18:00:00,100.0,236.5,1.55,15.3,16.85,62.38,4.52,0.83,40.2,1.0,8.45,,42.2,1.2,347.85,13.88,988.43,,29.7,0.0
2018-10-19 18:00:00,2018-10-19 19:00:00,114.0,265.0,1.58,20.68,22.25,62.28,4.6,1.3,22.05,1.23,8.85,,45.23,0.95,269.65,3.17,988.85,,27.75,0.0
2018-10-19 19:00:00,2018-10-19 20:00:00,177.25,365.5,1.73,29.28,31.02,62.35,6.68,1.85,13.03,1.53,10.0,,50.18,1.02,94.17,3.25,989.48,,26.95,0.0
2018-10-19 20:00:00,2018-10-19 21:00:00,240.0,441.75,1.95,28.0,29.95,62.95,6.8,1.92,17.73,1.95,11.8,,54.43,1.02,91.67,3.22,990.05,,26.22,0.0
2018-10-19 21:00:00,2018-10-19 22:00:00,236.25,411.75,1.52,26.15,27.65,61.2,5.23,2.02,14.6,2.02,12.03,,55.95,1.15,10.18,3.45,990.45,,25.6,0.0
2018-10-19 22:00:00,2018-10-19 23:00:00,225.5,392.75,1.75,21.87,23.6,60.82,4.47,1.55,17.63,2.02,12.22,,50.67,1.25,8.28,3.4,990.7,,25.5,0.0
2018-10-19 23:00:00,2018-10-20 00:00:00,197.5,345.75,1.42,17.8,19.28,57.3,4.07,1.2,16.98,1.65,10.83,,50.95,0.85,96.83,3.27,990.85,,24.75,0.0
2018-10-20 00:00:00,2018-10-20 01:00:00,195.25,317.0,1.55,17.95,19.53,59.02,4.07,1.1,12.08,1.58,10.2,,50.9,1.05,185.53,3.28,990.88,,23.97,0.0
2018-10-20 01:00:00,2018-10-20 02:00:00,212.5,317.75,1.53,13.02,14.58,63.25,4.58,0.85,18.95,1.45,9.8,,44.57,1.15,13.75,3.4,990.77,,24.47,0.0
2018-10-20 02:00:00,2018-10-20 03:00:00,211.25,292.25,2.8,14.2,17.0,58.2,,0.8,12.77,1.27,8.92,,51.98,0.52,262.85,3.07,990.57,,22.97,0.0
2018-10-20 03:00:00,2018-10-20 04:00:00,193.75,263.0,2.97,14.6,17.55,52.82,3.88,0.8,8.6,1.18,8.7,,55.25,0.58,11.53,3.33,990.45,,22.25,0.0
2018-10-20 04:00:00,2018-10-20 05:00:00,189.5,256.75,2.45,12.72,15.15,51.63,3.57,0.67,8.83,1.0,8.18,,56.03,0.6,120.5,3.28,990.57,,21.93,0.0
2018-10-20 05:00:00,2018-10-20 06:00:00,188.5,245.75,22.5,18.28,40.85,51.62,2.93,0.87,3.1,0.9,7.8,,68.57,0.28,222.67,3.1,990.8,,20.62,0.0
2018-10-20 06:00:00,2018-10-20 07:00:00,219.75,276.25,41.5,18.42,59.8,53.02,2.8,1.2,2.68,0.9,7.8,,70.7,0.48,243.12,10.57,991.4,,20.45,0.0
2018-10-20 07:00:00,2018-10-20 08:00:00,230.75,302.75,43.3,20.28,63.53,58.07,3.12,1.28,2.93,0.9,7.88,,63.8,0.4,265.98,76.98,992.13,,22.57,0.0
2018-10-20 08:00:00,2018-10-20 09:00:00,231.75,314.25,22.62,28.28,51.1,62.73,3.5,1.1,4.75,0.95,7.98,,42.65,0.5,246.8,189.18,992.93,,26.8,0.0
2018-10-20 09:00:00,2018-10-20 10:00:00,212.0,340.5,12.33,30.23,42.58,65.15,4.82,1.3,24.4,1.1,8.62,,35.45,1.2,26.58,223.05,993.62,,28.72,0.0
2018-10-20 10:00:00,2018-10-20 11:00:00,198.5,411.75,5.43,18.2,23.62,57.25,6.25,0.87,48.35,1.08,8.4,,27.77,0.68,122.63,389.63,993.72,,30.93,0.0
2018-10-20 11:00:00,2018-10-20 12:00:00,142.75,315.0,0.5,20.35,19.38,58.38,5.27,1.1,64.63,1.1,8.55,,26.1,0.83,299.75,433.85,993.05,,32.35,0.0
2018-10-20 12:00:00,2018-10-20 13:00:00,132.5,274.25,1.3,7.97,9.17,50.93,3.8,0.43,58.62,0.98,7.83,,18.35,0.8,246.2,515.07,992.18,,33.52,0.0
2018-10-20 13:00:00,2018-10-20 14:00:00,81.5,165.5,1.17,13.85,15.0,49.32,4.73,0.58,79.23,0.75,6.75,,19.75,0.55,288.03,423.07,991.03,,33.92,0.0
2018-10-20 14:00:00,2018-10-20 15:00:00,92.5,203.0,0.6,12.85,10.95,51.2,5.7,0.48,78.33,0.9,7.02,,18.52,0.73,334.5,319.97,990.32,,33.88,0.0
2018-10-20 15:00:00,2018-10-20 16:00:00,86.75,197.5,1.6,11.78,13.35,50.02,5.45,0.48,69.3,0.7,6.9,,20.85,1.0,345.7,192.12,989.93,,32.95,0.0
2018-10-20 16:00:00,2018-10-20 17:00:00,87.75,207.5,1.47,10.65,12.13,46.52,6.5,0.43,57.9,0.75,7.75,,20.7,1.63,22.88,83.87,990.12,,31.1,0.0
2018-10-20 17:00:00,2018-10-20 18:00:00,98.0,235.0,1.47,17.78,19.23,48.8,7.48,1.83,36.65,0.77,8.47,,28.45,0.95,28.72,13.9,990.4,,28.25,0.0
2018-10-20 18:00:00,2018-10-20 19:00:00,164.5,325.75,1.78,24.53,26.33,49.77,5.88,1.35,16.95,1.45,12.03,,37.77,0.43,42.75,3.33,990.75,,25.43,0.0
2018-10-20 19:00:00,2018-10-20 20:00:00,162.75,357.0,18.85,39.38,58.45,47.9,5.75,2.32,3.4,1.72,14.15,,40.25,0.85,184.63,3.22,991.23,,24.88,0.0
2018-10-20 20:00:00,2018-10-20 21:00:00,179.5,412.5,15.45,38.62,54.13,50.78,5.97,2.07,3.27,2.15,16.75,,35.68,1.35,15.2,3.47,991.57,,26.08,0.0
2018-10-20 21:00:00,2018-10-20 22:00:00,167.25,376.0,5.9,29.7,35.62,44.18,6.55,1.55,9.7,1.97,15.5,,34.83,1.53,7.5,3.38,991.88,,25.57,0.0
2018-10-20 22:00:00,2018-10-20 23:00:00,134.25,295.5,1.45,25.22,26.65,44.62,6.27,1.15,16.45,1.85,13.85,,32.15,1.5,16.08,3.45,991.93,,25.65,0.0
2018-10-20 23:00:00,2018-10-21 00:00:00,128.75,254.5,2.47,20.62,23.1,44.97,6.75,0.87,17.35,1.5,12.0,,33.27,1.23,100.75,3.28,991.7,,25.0,0.0
2018-10-21 00:00:00,2018-10-21 01:00:00,130.0,239.25,8.4,21.7,30.05,47.82,6.72,0.9,10.08,1.32,10.68,,41.18,0.75,163.55,3.27,991.35,,23.55,0.0
2018-10-21 01:00:00,2018-10-21 02:00:00,178.0,261.75,10.02,19.95,29.92,57.53,6.07,0.92,6.65,1.27,10.08,,42.6,0.77,225.8,3.1,991.2,,23.22,0.0
2018-10-21 02:00:00,2018-10-21 03:00:00,230.75,300.0,5.7,18.8,24.5,59.1,,1.0,2.82,1.23,9.5,,47.13,1.15,173.25,3.15,991.1,,22.8,0.0
2018-10-21 03:00:00,2018-10-21 04:00:00,251.75,321.5,4.85,16.43,21.3,56.67,6.08,0.87,7.0,1.18,8.85,,43.2,1.0,21.15,3.45,991.0,,22.85,0.0
2018-10-21 04:00:00,2018-10-21 05:00:00,254.25,310.5,4.0,16.45,20.45,53.0,6.48,0.78,6.27,1.1,8.5,,46.27,0.78,49.82,3.38,990.93,,22.1,0.0
2018-10-21 05:00:00,2018-10-21 06:00:00,266.75,315.25,6.0,19.45,25.43,54.48,5.77,0.8,8.6,1.0,8.53,,50.8,0.98,24.68,3.3,991.15,,21.4,0.0
2018-10-21 06:00:00,2018-10-21 07:00:00,217.0,277.0,18.0,20.58,38.67,49.8,4.4,0.95,5.58,0.9,9.25,,57.8,0.52,222.58,10.25,991.8,,20.82,0.0
2018-10-21 07:00:00,2018-10-21 08:00:00,217.5,285.5,70.55,22.78,93.35,60.32,3.65,1.53,2.73,0.95,8.55,,58.32,0.5,265.8,73.62,992.57,,22.48,0.0
2018-10-21 08:00:00,2018-10-21 09:00:00,232.25,321.5,19.65,25.28,44.93,61.03,5.0,0.92,6.12,1.05,8.65,,40.9,1.05,200.38,172.32,993.52,,25.78,0.0
2018-10-21 09:00:00,2018-10-21 10:00:00,161.75,270.75,12.38,25.17,37.67,60.77,6.1,0.97,20.92,1.0,8.78,,34.3,0.53,289.2,210.23,993.8,,28.72,0.0
2018-10-21 10:00:00,2018-10-21 11:00:00,142.5,250.0,7.38,20.8,28.15,61.65,6.1,0.7,32.02,1.03,8.6,,31.0,1.05,243.6,393.87,993.95,,30.03,0.0
2018-10-21 11:00:00,2018-10-21 12:00:00,99.0,192.5,3.25,17.97,21.2,58.35,6.18,0.57,39.43,0.87,8.0,,28.25,1.2,337.3,406.78,993.57,,30.78,0.0
2018-10-21 12:00:00,2018-10-21 13:00:00,76.5,171.25,1.95,11.83,13.8,56.0,4.65,0.48,47.53,0.78,7.3,,27.32,1.95,101.8,443.8,993.07,,30.9,0.0
2018-10-21 13:00:00,2018-10-21 14:00:00,68.25,164.0,1.4,9.43,10.83,52.83,4.27,0.5,52.33,0.67,7.1,,28.33,1.37,115.03,343.33,992.33,,31.13,0.0
2018-10-21 14:00:00,2018-10-21 15:00:00,84.0,159.0,1.45,9.45,10.88,53.45,4.4,0.5,54.23,0.6,6.45,,27.55,1.25,253.88,323.35,991.57,,31.7,0.0
2018-10-21 15:00:00,2018-10-21 16:00:00,77.5,154.5,1.25,8.53,9.75,51.8,3.83,0.35,50.98,0.55,6.12,,22.15,1.8,266.08,220.83,991.07,,31.62,0.0
2018-10-21 16:00:00,2018-10-21 17:00:00,52.5,127.0,1.57,9.3,10.83,46.1,3.4,0.3,44.1,0.5,5.88,,20.12,1.82,181.35,89.88,991.02,,30.17,0.0
2018-10-21 17:00:00,2018-10-21 18:00:00,41.0,125.5,1.63,14.92,16.52,43.7,2.62,0.53,34.38,0.6,6.62,,26.18,1.15,88.22,13.98,991.1,,27.67,0.0
2018-10-21 18:00:00,2018-10-21 19:00:00,64.0,186.0,4.52,38.62,43.15,42.23,2.72,1.58,5.65,1.12,8.38,,36.7,0.77,335.85,2.9,991.2,,25.65,0.0
2018-10-21 19:00:00,2018-10-21 20:00:00,94.25,248.0,19.53,41.35,60.9,45.95,3.18,1.78,1.62,1.4,9.88,,40.6,0.65,321.22,2.85,991.63,,24.8,0.0
2018-10-21 20:00:00,2018-10-21 21:00:00,122.5,261.5,32.3,42.08,74.22,48.5,3.33,2.1,1.95,1.35,13.75,,44.67,0.65,323.17,2.88,992.12,,23.95,0.0
2018-10-21 21:00:00,2018-10-21 22:00:00,164.5,300.25,78.25,45.7,123.88,50.62,6.15,2.82,2.13,1.85,15.25,,50.27,0.62,317.02,2.88,992.38,,23.2,0.0
2018-10-21 22:00:00,2018-10-21 23:00:00,201.0,340.0,84.48,41.17,125.77,50.1,6.25,2.67,2.05,1.82,17.5,,47.73,0.8,320.4,2.95,992.4,,23.35,0.0
2018-10-21 23:00:00,2018-10-22 00:00:00,187.25,301.75,45.97,31.95,79.67,50.8,5.63,1.73,1.82,1.6,15.0,,42.18,0.92,341.0,3.0,992.27,,23.47,0.0
2018-10-22 00:00:00,2018-10-22 01:00:00,181.0,264.5,31.72,27.57,59.2,49.82,4.65,1.2,3.05,1.37,13.08,,43.1,0.8,307.1,2.98,991.98,,22.87,0.0
2018-10-22 01:00:00,2018-10-22 02:00:00,176.5,250.5,37.42,28.7,66.33,56.85,4.15,1.1,6.1,1.35,12.22,,46.88,0.67,311.3,3.0,991.57,,21.7,0.0
2018-10-22 02:00:00,2018-10-22 03:00:00,171.75,238.25,44.1,30.6,74.8,54.4,,1.1,1.83,1.13,11.0,,51.83,0.68,226.22,3.12,991.25,,20.8,0.0
2018-10-22 03:00:00,2018-10-22 04:00:00,168.75,228.75,40.0,27.08,67.07,51.4,2.2,1.1,1.87,1.2,11.53,,58.02,0.77,222.95,3.1,990.88,,19.85,0.0
2018-10-22 04:00:00,2018-10-22 05:00:00,167.75,220.25,38.85,24.22,63.07,54.92,1.7,1.1,1.9,1.15,11.3,,61.07,0.6,252.62,3.1,990.82,,19.5,0.0
2018-10-22 05:00:00,2018-10-22 06:00:00,182.0,233.0,33.03,21.2,54.23,61.18,1.9,0.9,1.6,1.05,10.47,,62.85,0.78,236.9,3.07,991.18,,19.5,0.0
2018-10-22 06:00:00,2018-10-22 07:00:00,167.25,224.5,27.05,19.4,46.45,70.85,1.78,0.87,1.4,0.85,9.07,,62.75,1.03,249.12,9.85,991.75,,19.58,0.0
2018-10-22 07:00:00,2018-10-22 08:00:00,150.75,205.75,29.35,19.68,48.98,73.95,2.12,0.97,1.85,0.75,8.22,,58.2,1.03,260.97,77.2,992.1,,20.6,0.0
2018-10-22 08:00:00,2018-10-22 09:00:00,154.25,236.75,33.8,24.75,58.52,75.58,2.43,1.25,2.7,0.78,8.1,,49.43,1.0,272.62,199.78,992.55,,23.32,0.0
2018-10-22 09:00:00,2018-10-22 10:00:00,153.75,275.25,19.88,32.38,52.2,77.02,2.22,1.08,12.58,0.85,8.32,,37.6,1.28,273.45,174.78,992.77,,25.98,0.0
2018-10-22 10:00:00,2018-10-22 11:00:00,143.5,293.75,9.48,29.3,38.8,69.5,2.9,1.03,35.98,0.87,7.9,,31.18,1.12,289.13,401.47,992.72,,28.9,0.0
2018-10-22 11:00:00,2018-10-22 12:00:00,140.0,280.0,3.15,20.4,23.6,61.42,3.38,0.8,54.68,0.95,7.75,,26.15,1.22,304.25,482.8,992.12,,30.97,0.0
2018-10-22 12:00:00,2018-10-22 13:00:00,97.5,232.75,1.93,14.3,16.2,57.32,3.08,0.48,54.98,0.82,7.02,,23.95,1.65,315.93,518.65,991.3,,31.72,0.0
2018-10-22 13:00:00,2018-10-22 14:00:00,63.5,194.25,1.68,10.43,12.12,51.1,2.07,0.35,52.0,0.63,6.35,,20.5,1.4,311.85,468.93,990.2,,32.3,0.0
2018-10-22 14:00:00,2018-10-22 15:00:00,46.25,145.75,1.45,10.02,11.52,47.85,1.67,0.3,46.4,0.53,5.65,,18.93,1.42,305.7,380.45,989.45,,32.37,0.0
2018-10-22 15:00:00,2018-10-22 16:00:00,42.75,120.75,1.58,11.78,13.35,46.15,2.32,0.3,43.65,0.48,5.4,,20.05,1.48,294.78,234.88,988.98,,31.53,0.0
2018-10-22 16:00:00,2018-10-22 17:00:00,40.25,114.25,1.7,13.35,15.05,44.45,2.45,0.35,39.28,0.4,5.48,,23.17,1.13,304.82,94.7,988.9,,30.28,0.0
2018-10-22 17:00:00,2018-10-22 18:00:00,49.5,136.0,1.65,24.68,26.35,46.35,3.17,0.6,25.18,0.5,6.12,,32.78,0.75,303.6,13.3,989.03,,27.8,0.0
2018-10-22 18:00:00,2018-10-22 19:00:00,72.0,187.75,20.42,44.3,64.75,48.6,3.65,1.48,2.07,0.78,7.92,,38.97,0.65,248.63,2.93,989.38,,25.97,0.0
2018-10-22 19:00:00,2018-10-22 20:00:00,91.75,237.25,34.43,42.65,76.38,50.32,3.7,1.65,1.5,1.18,9.95,,43.2,0.65,242.33,2.98,989.87,,24.83,0.0
2018-10-22 20:00:00,2018-10-22 21:00:00,102.25,250.0,52.3,40.88,93.15,52.38,4.3,1.87,1.4,1.32,12.57,,46.25,0.75,241.85,2.98,990.52,,24.23,0.0
2018-10-22 21:00:00,2018-10-22 22:00:00,116.25,265.0,62.23,38.55,100.75,49.7,2.67,2.02,1.5,1.3,12.92,,51.0,0.58,256.6,2.95,990.67,,23.1,0.0
2018-10-22 22:00:00,2018-10-22 23:00:00,113.5,253.0,68.72,36.6,105.33,50.2,2.05,2.07,1.43,1.35,12.38,,52.97,0.68,246.03,2.95,990.68,,22.42,0.0
2018-10-22 23:00:00,2018-10-23 00:00:00,128.5,247.25,70.6,36.0,106.6,51.18,2.15,2.05,1.6,1.35,12.28,,53.8,0.65,252.3,2.95,990.45,,22.17,0.0
2018-10-23 00:00:00,2018-10-23 01:00:00,157.75,263.25,75.95,35.0,111.3,52.67,2.15,1.97,1.6,1.55,13.5,,55.85,0.53,220.0,3.07,990.2,,21.6,0.0
